SED_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
SED80001,5874,7160,1879,266,2621,2155,652,1051,7848,437,7198,36742,1963,63065,151,144,37,6,98,56,14,18,119,12,163,651,29,1219,680,319,236,47,298,280,80,149,325,53,470,1397,73,3189,208,94,89,22,94,121,34,60,85,38,160,531,21,1123,337,99,129,44,218,178,41,41,132,50,224,902,61,1849,55,51,28,3,87,35,15,13,33,8,84,652,23,943,195,178,86,15,243,90,35,18,128,32,274,1840,60,2796,36,42,25,6,61,35,8,4,25,0,88,676,17,943,119,87,27,8,280,104,26,8,60,14,172,2881,79,3625,114,98,34,6,71,50,15,7,119,13,118,578,24,1023,75,60,16,0,51,29,9,4,79,9,69,492,19,783,1970,1167,705,155,1498,983,280,331,1098,231,1814,10596,390,17488,63,32,20,12,28,28,12,19,33,8,29,106,2150,2404,7905,8362,2603,432,4147,3173,946,1406,8985,674,9042,47438,4497,82954,..,..,..,..
SED80002,5875,7854,2012,308,2445,2142,666,1057,8853,481,7460,37546,1907,64798,139,152,66,10,116,78,22,24,151,12,158,922,39,1567,667,323,233,56,260,311,63,147,394,67,485,1345,82,3164,261,105,81,29,122,121,27,53,139,34,210,716,36,1444,433,127,123,73,261,213,45,76,178,71,278,1012,58,2110,61,60,20,0,49,38,16,4,73,10,84,895,33,1190,208,248,64,18,211,101,50,25,166,34,367,2920,86,4054,73,94,44,9,116,57,22,11,106,12,209,3418,50,4039,141,145,41,10,262,88,22,20,123,10,240,5539,118,6462,179,148,51,19,108,69,17,20,211,12,189,1085,32,1787,60,71,24,3,53,39,11,7,85,3,91,862,18,1195,2226,1473,745,223,1538,1099,295,388,1623,260,2307,18713,557,27016,70,37,21,11,27,29,9,14,35,8,43,174,2873,3206,8174,9361,2784,543,4006,3265,969,1464,10511,757,9812,56433,5334,95023,..,..,..,..
SED80003,4093,6201,1557,381,1333,1529,441,737,7794,366,6146,35635,1839,58620,150,165,48,20,63,55,17,24,192,11,193,957,64,1634,469,282,189,68,132,185,48,76,416,58,496,1933,87,3621,187,110,68,31,73,93,22,29,159,24,195,1030,27,1691,313,87,90,58,157,132,47,44,154,44,222,1003,50,1862,43,41,21,0,30,27,11,8,61,6,74,643,25,894,116,175,47,14,109,51,18,7,199,11,260,2318,64,3136,65,96,35,9,79,60,11,12,183,17,213,3834,48,4495,92,136,26,6,157,57,20,9,138,12,175,3384,62,4054,152,167,57,13,60,41,11,23,265,9,218,1425,36,2151,69,69,14,3,21,32,7,4,80,4,73,610,28,905,1656,1319,591,228,873,726,221,236,1854,199,2126,17135,484,24445,83,30,22,111,46,44,8,30,105,40,97,142,4965,5400,5836,7556,2173,718,2245,2298,667,1002,9753,599,8370,52912,7280,88467,..,..,..,..
SED80004,5441,6156,1987,416,1991,2095,597,886,6546,455,6360,36355,1656,59911,162,127,76,10,100,79,22,18,121,16,168,885,26,1504,703,358,268,79,237,310,78,141,362,79,531,1652,92,3627,282,110,97,47,117,145,34,49,108,45,202,809,44,1592,432,104,149,78,227,195,49,80,143,49,278,1073,65,2204,54,44,17,0,51,27,18,4,33,4,96,793,30,1067,156,184,55,17,168,78,27,21,120,16,259,2374,50,3217,72,83,30,9,104,48,15,13,72,10,174,1980,40,2494,165,161,49,13,361,136,37,19,108,11,261,6165,117,7273,118,123,49,12,49,49,8,19,156,9,176,1120,23,1663,68,72,34,5,46,32,11,10,74,8,84,719,27,1066,2209,1363,824,276,1469,1104,301,371,1308,246,2231,17565,516,25697,79,24,31,17,40,39,8,18,27,12,37,186,2744,3116,7729,7543,2842,714,3496,3238,907,1275,7884,717,8621,54106,4922,88725,..,..,..,..
SED80005,3642,6371,1176,109,1577,1250,416,598,6893,280,5775,38996,1726,60132,118,169,43,6,129,64,16,19,124,19,151,1067,48,1680,377,249,107,17,148,135,38,65,282,27,298,1241,60,2392,128,58,55,12,49,55,18,23,66,23,109,461,14,828,336,88,83,23,184,131,50,42,124,33,233,1216,51,2117,63,76,19,6,82,31,8,3,79,7,121,1062,40,1437,200,283,74,14,273,116,56,30,150,26,395,3504,109,4789,93,90,73,11,196,64,23,18,91,25,300,5502,103,6388,244,329,69,11,758,179,42,27,194,39,536,10202,266,12370,115,136,40,3,64,28,16,13,168,10,157,1122,29,1666,76,100,24,4,105,42,19,0,96,8,133,1488,39,1960,1736,1571,580,110,1979,836,282,245,1377,209,2431,26850,744,35625,45,23,14,4,17,16,0,9,10,5,22,199,2658,2955,5422,7970,1772,219,3577,2109,701,849,8278,488,8225,66045,5129,98716,..,..,..,..
SED89494,26,42,5,0,13,15,0,3,93,6,50,184,26,384,7,5,0,0,0,0,0,0,0,0,3,8,3,24,6,0,0,0,0,0,0,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,13,0,18,0,4,0,0,0,0,0,0,0,0,0,8,0,13,4,0,0,0,0,0,0,0,0,0,0,4,0,5,11,11,6,0,3,5,0,4,19,3,10,66,11,117,0,0,0,0,0,0,0,0,0,0,0,4,102,114,42,53,18,0,17,18,0,10,108,6,62,253,138,605,..,..,..,..
SED89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..
