SED_CODE_2021,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_SAR_Ch_0_4,F_Hong_Kong_SAR_Ch_5_14,F_Hong_Kong_SAR_Ch_15_24,F_Hong_Kong_SAR_Ch_25_44,F_Hong_Kong_SAR_Ch_45_54,F_Hong_Kong_SAR_Ch_55_64,F_Hong_Kong_SAR_Ch_65_74,F_Hong_Kong_SAR_Ch_75_84,F_Hong_Kong_SAR_Ch_85ov,F_Hong_Kong_SAR_Ch_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot
SED80001,0,3,0,12,11,16,18,4,0,67,0,3,22,109,59,56,36,22,8,319,0,0,0,0,11,24,42,32,11,115,0,6,0,5,4,4,7,4,0,32,4,40,45,154,177,355,259,182,78,1290,0,3,7,25,14,19,3,3,0,67,0,4,4,19,10,10,6,0,0,52,0,6,9,24,17,27,66,37,16,204,0,0,0,7,7,7,25,22,3,69,0,6,0,23,15,30,18,0,0,96,8,79,77,601,107,86,48,20,7,1035,0,3,4,33,13,12,20,4,0,92,0,0,7,20,11,9,7,3,0,58,0,8,11,39,25,17,4,4,0,110,0,12,6,11,7,19,15,5,6,75,0,5,0,7,3,38,36,27,13,132,0,3,3,19,17,4,3,0,0,61,0,5,3,43,13,8,0,0,0,77,0,0,10,20,14,25,22,3,0,93,0,5,7,36,41,55,44,14,3,197
SED80002,0,0,5,33,24,27,31,20,0,146,9,21,249,906,157,143,90,36,4,1608,0,0,0,13,6,24,38,27,14,127,0,8,3,16,0,7,7,6,0,44,4,43,71,184,167,228,289,213,96,1283,0,0,10,48,25,19,13,12,0,131,0,7,6,20,5,4,6,3,0,45,4,6,13,59,28,29,79,55,12,274,0,0,0,7,5,16,35,48,15,128,0,4,24,94,17,29,20,9,3,196,8,56,162,860,98,60,47,25,3,1332,4,15,24,71,37,17,20,8,3,194,0,4,10,84,10,7,7,0,0,132,0,5,14,33,8,5,3,3,0,72,0,6,7,24,9,17,15,11,4,103,0,0,10,24,20,30,51,70,34,234,0,9,3,55,32,15,10,7,3,134,3,5,27,143,24,17,9,3,0,231,0,0,0,14,3,9,6,5,0,36,0,8,32,97,45,49,35,17,3,288
SED80003,4,3,4,29,7,14,0,9,0,64,7,32,428,882,127,109,43,26,16,1664,0,0,0,13,3,16,31,27,8,103,0,0,0,7,0,0,4,0,0,23,14,50,257,284,184,257,217,161,78,1507,0,0,13,31,10,10,10,3,0,82,0,9,31,75,20,17,7,0,0,158,3,4,16,69,45,30,53,46,19,278,0,0,0,7,5,17,17,41,24,109,0,3,60,92,19,29,16,0,0,225,4,45,144,498,60,43,22,6,3,835,0,8,28,123,23,15,11,4,4,225,0,0,13,62,12,7,4,0,3,100,0,0,7,11,10,10,0,0,0,39,0,0,8,28,19,11,15,6,6,95,0,6,8,38,14,28,39,43,29,199,3,6,27,59,38,21,8,5,0,168,3,12,41,176,48,14,8,9,0,313,0,0,0,0,5,0,7,0,0,17,0,12,60,144,54,56,24,11,3,355
SED80004,0,0,0,14,9,12,10,5,0,50,4,31,43,434,133,116,79,29,14,884,0,0,0,3,5,13,43,43,23,130,0,5,9,14,6,3,8,4,3,55,8,80,74,192,193,289,266,246,121,1456,0,3,7,40,18,19,8,10,0,103,0,12,4,34,27,6,14,7,4,105,0,7,10,31,13,28,65,80,46,283,0,0,3,3,9,16,34,59,18,146,0,13,11,65,31,35,21,3,4,184,19,137,121,1078,169,101,77,35,17,1740,0,4,9,54,21,18,17,5,9,132,0,4,10,60,11,14,7,3,4,112,0,10,0,39,8,11,6,0,0,63,0,12,6,27,13,13,12,20,8,111,0,3,4,25,10,30,59,69,36,240,0,8,10,48,29,12,14,4,4,126,0,12,19,127,27,21,8,4,0,217,0,0,0,11,7,5,4,0,5,31,3,25,26,136,59,45,43,28,9,365
SED80005,0,0,0,34,30,19,19,10,0,120,9,47,136,1387,280,267,162,30,10,2331,0,4,3,21,20,43,92,44,13,239,0,7,11,44,11,7,9,0,0,93,4,58,70,196,151,173,183,87,13,937,0,3,11,76,26,29,18,6,4,180,0,4,0,12,6,6,0,0,0,28,0,4,10,27,26,24,37,27,10,158,0,0,0,5,5,13,23,25,16,93,0,12,12,121,36,44,31,3,0,263,10,188,232,2125,268,163,102,36,4,3138,0,18,14,92,44,17,8,0,0,186,0,11,12,71,11,14,10,6,0,124,0,5,6,27,8,4,6,5,0,51,0,6,0,19,11,7,9,4,0,53,0,0,4,19,12,25,49,30,8,145,0,4,3,64,33,9,7,0,0,128,7,30,45,350,74,37,12,3,0,562,0,3,0,12,6,4,3,0,0,30,0,20,32,157,63,35,37,11,5,361
SED89494,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
