SED_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_NS,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arrival_NS,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1951,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_10,China_exc_SARs_Taiwan_11_15,China_exc_SARs_Taiwan_2016,China_exc_SARs_Taiwan_2017,China_exc_SARs_Taiwan_2018,China_exc_SARs_Taiwan_2019,China_exc_SARs_Taiwan_2020,China_exc_SARs_Taiwan_2021,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1951,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2010,Hng_Kng_SAR_China_2011_2015,Hong_Kong_SAR_China_2016,Hong_Kong_SAR_China_2017,Hong_Kong_SAR_China_2018,Hong_Kong_SAR_China_2019,Hong_Kong_SAR_China_2020,Hong_Kong_SAR_China_2021,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
SED80001,0,0,0,4,0,13,18,17,7,0,0,0,0,0,0,64,0,0,0,6,15,44,44,27,5,0,5,0,0,0,0,152,0,0,9,30,27,32,39,16,0,3,8,6,5,0,4,171,0,13,13,20,81,76,149,79,11,13,17,15,4,0,13,507,0,25,119,48,17,13,0,0,0,0,0,0,0,0,5,232,0,4,15,13,3,11,12,12,0,0,3,3,0,0,0,68,0,3,8,5,39,24,37,19,0,0,0,4,0,0,0,141,68,97,52,38,34,32,32,15,0,3,0,0,0,0,10,384,4,36,46,26,0,7,10,3,0,0,0,0,0,0,3,133,0,0,14,26,60,33,25,3,0,4,0,0,3,0,7,180,3,0,37,41,53,131,692,699,132,98,116,103,31,11,29,2181,0,4,6,10,22,20,42,11,0,6,0,0,0,0,4,126,0,0,0,6,19,14,27,24
SED80002,0,0,0,0,9,22,54,75,6,14,22,0,0,5,0,207,0,0,0,0,9,24,112,89,32,35,23,19,7,4,6,354,0,0,17,41,31,36,54,25,12,6,3,9,3,6,0,259,4,12,8,19,121,219,653,705,270,296,250,219,71,5,51,2897,0,22,125,34,21,26,8,3,0,0,0,0,0,0,9,244,3,5,6,8,6,11,25,17,10,3,11,6,0,0,0,101,0,0,6,12,34,62,81,15,5,5,0,3,5,0,0,235,108,110,54,19,42,37,73,27,8,5,0,13,0,0,9,512,9,41,114,46,10,4,3,8,0,0,0,0,0,0,11,245,0,8,10,28,69,69,70,42,12,9,4,14,15,0,0,355,6,7,29,30,77,147,821,628,197,254,283,259,129,6,49,2924,0,14,7,20,25,37,66,42,16,35,27,26,5,0,0,328,0,0,0,0,13,15,50,93
SED80003,0,0,0,0,5,8,22,45,0,5,0,4,3,5,0,102,0,0,0,0,6,36,69,57,10,14,17,3,23,0,0,239,0,3,22,41,46,72,69,52,11,22,8,25,10,6,6,396,0,6,4,15,83,219,518,687,297,326,309,259,110,10,43,2897,0,24,71,38,9,21,3,13,0,0,0,0,0,0,9,194,0,6,13,3,0,7,9,3,0,4,0,5,0,5,0,52,0,3,3,12,34,26,27,9,11,0,8,0,0,8,8,147,58,81,42,37,38,53,90,47,15,11,9,21,8,3,15,521,3,51,84,22,15,7,3,11,0,0,0,0,0,0,10,205,7,8,12,26,85,83,93,69,19,22,24,21,11,3,7,492,4,8,21,41,62,155,459,348,100,143,165,173,83,14,33,1805,3,5,4,5,24,29,63,66,15,32,40,21,42,0,10,364,0,0,0,7,22,27,45,56
SED80004,0,0,0,0,3,17,17,16,7,6,0,0,0,3,0,71,0,0,0,7,11,46,130,63,23,21,9,5,7,6,0,332,0,3,23,63,41,35,67,55,0,8,15,6,24,5,4,348,10,14,13,21,129,200,458,294,75,72,42,66,15,9,25,1449,0,33,136,11,8,13,4,0,0,0,0,0,0,0,11,229,5,4,10,9,10,8,16,17,9,4,4,0,0,0,4,93,5,3,0,15,49,28,39,19,3,0,0,6,8,8,15,184,107,139,57,38,44,36,36,21,0,5,10,0,0,0,17,512,9,64,98,32,8,3,3,17,0,0,4,0,0,0,15,254,3,9,20,41,74,57,60,59,3,9,3,4,14,0,13,365,7,13,35,70,121,247,1034,962,213,218,254,222,85,30,56,3562,6,8,16,19,18,30,37,34,4,0,11,14,12,14,4,221,0,0,3,9,39,30,47,64
SED80005,0,0,0,0,14,52,73,109,4,4,15,14,8,0,0,302,0,0,4,3,18,130,410,147,25,35,26,22,25,0,10,865,0,0,11,19,19,38,65,37,0,8,5,9,8,0,4,213,0,0,3,29,164,401,1521,1018,244,299,257,253,78,11,102,4387,0,32,172,97,50,51,13,14,3,0,0,0,0,0,5,453,0,0,8,8,22,15,61,62,5,16,14,4,4,0,3,219,0,3,8,11,66,84,112,40,3,10,6,5,0,0,7,356,35,48,35,22,31,34,49,14,6,6,4,0,0,0,0,279,4,27,55,27,13,4,3,18,0,0,0,6,4,0,3,160,0,0,15,63,98,106,87,66,12,12,13,12,10,8,12,505,0,0,13,37,123,430,2545,1594,363,454,464,429,130,33,102,6713,0,0,0,17,27,48,90,58,6,6,5,27,3,0,0,289,0,0,0,3,28,33,43,98
SED89494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
