SED_CODE_2021,M_0_cond_0_14,M_0_cond_15_24,M_0_cond_25_34,M_0_cond_35_44,M_0_cond_45_54,M_0_cond_55_64,M_0_cond_65_74,M_0_cond_75_84,M_0_cond_85_over,M_0_cond_Tot,M_1_cond_0_14,M_1_cond_15_24,M_1_cond_25_34,M_1_cond_35_44,M_1_cond_45_54,M_1_cond_55_64,M_1_cond_65_74,M_1_cond_75_84,M_1_cond_85_over,M_1_cond_Tot,M_2_cond_0_14,M_2_cond_15_24,M_2_cond_25_34,M_2_cond_35_44,M_2_cond_45_54,M_2_cond_55_64,M_2_cond_65_74,M_2_cond_75_84,M_2_cond_85_over,M_2_cond_Tot,M_3_or_mo_cond_0_14,M_3_or_mo_cond_15_24,M_3_or_mo_cond_25_34,M_3_or_mo_cond_35_44,M_3_or_mo_cond_45_54,M_3_or_mo_cond_55_64,M_3_or_mo_cond_65_74,M_3_or_mo_cond_75_84,M_3_or_mo_cond_85_over,M_3_or_mo_cond_Tot,M_1m_cond_Tot_0_14,M_1m_cond_Tot_15_24,M_1m_cond_Tot_25_34,M_1m_cond_Tot_35_44,M_1m_cond_Tot_45_54,M_1m_cond_Tot_55_64,M_1m_cond_Tot_65_74,M_1m_cond_Tot_75_84,M_1m_cond_Tot_85_over,M_1m_cond_Tot_Tot,M_cond_NS_0_14,M_cond_NS_15_24,M_cond_NS_25_34,M_cond_NS_35_44,M_cond_NS_45_54,M_cond_NS_55_64,M_cond_NS_65_74,M_cond_NS_75_84,M_cond_NS_85_over,M_cond_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_0_cond_0_14,F_0_cond_15_24,F_0_cond_25_34,F_0_cond_35_44,F_0_cond_45_54,F_0_cond_55_64,F_0_cond_65_74,F_0_cond_75_84,F_0_cond_85_over,F_0_cond_Tot,F_1_cond_0_14,F_1_cond_15_24,F_1_cond_25_34,F_1_cond_35_44,F_1_cond_45_54,F_1_cond_55_64,F_1_cond_65_74,F_1_cond_75_84,F_1_cond_85_over,F_1_cond_Tot,F_2_cond_0_14,F_2_cond_15_24,F_2_cond_25_34,F_2_cond_35_44,F_2_cond_45_54,F_2_cond_55_64,F_2_cond_65_74,F_2_cond_75_84,F_2_cond_85_over,F_2_cond_Tot,F_3_or_mo_cond_0_14,F_3_or_mo_cond_15_24,F_3_or_mo_cond_25_34,F_3_or_mo_cond_35_44,F_3_or_mo_cond_45_54,F_3_or_mo_cond_55_64,F_3_or_mo_cond_65_74,F_3_or_mo_cond_75_84,F_3_or_mo_cond_85_over,F_3_or_mo_cond_Tot,F_1m_cond_Tot_0_14,F_1m_cond_Tot_15_24,F_1m_cond_Tot_25_34,F_1m_cond_Tot_35_44,F_1m_cond_Tot_45_54,F_1m_cond_Tot_55_64,F_1m_cond_Tot_65_74,F_1m_cond_Tot_75_84,F_1m_cond_Tot_85_over,F_1m_cond_Tot_Tot,F_cond_NS_0_14,F_cond_NS_15_24,F_cond_NS_25_34,F_cond_NS_35_44,F_cond_NS_45_54,F_cond_NS_55_64,F_cond_NS_65_74,F_cond_NS_75_84,F_cond_NS_85_over,F_cond_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_0_cond_0_14,P_0_cond_15_24,P_0_cond_25_34,P_0_cond_35_44,P_0_cond_45_54,P_0_cond_55_64,P_0_cond_65_74,P_0_cond_75_84,P_0_cond_85_over,P_0_cond_Tot,P_1_cond_0_14,P_1_cond_15_24,P_1_cond_25_34,P_1_cond_35_44,P_1_cond_45_54,P_1_cond_55_64,P_1_cond_65_74,P_1_cond_75_84,P_1_cond_85_over,P_1_cond_Tot,P_2_cond_0_14,P_2_cond_15_24,P_2_cond_25_34,P_2_cond_35_44,P_2_cond_45_54,P_2_cond_55_64,P_2_cond_65_74,P_2_cond_75_84,P_2_cond_85_over,P_2_cond_Tot,P_3_or_mo_cond_0_14,P_3_or_mo_cond_15_24,P_3_or_mo_cond_25_34,P_3_or_mo_cond_35_44,P_3_or_mo_cond_45_54,P_3_or_mo_cond_55_64,P_3_or_mo_cond_65_74,P_3_or_mo_cond_75_84,P_3_or_mo_cond_85_over,P_3_or_mo_cond_Tot,P_1m_cond_Tot_0_14,P_1m_cond_Tot_15_24,P_1m_cond_Tot_25_34,P_1m_cond_Tot_35_44,P_1m_cond_Tot_45_54,P_1m_cond_Tot_55_64,P_1m_cond_Tot_65_74,P_1m_cond_Tot_75_84,P_1m_cond_Tot_85_over,P_1m_cond_Tot_Tot,P_cond_NS_0_14,P_cond_NS_15_24,P_cond_NS_25_34,P_cond_NS_35_44,P_cond_NS_45_54,P_cond_NS_55_64,P_cond_NS_65_74,P_cond_NS_75_84,P_cond_NS_85_over,P_cond_NS_Tot
SED80001,6779,3796,4089,3840,3377,2803,1508,424,76,26692,895,867,1057,1131,1209,1495,1164,515,134,8451,59,112,162,212,281,491,605,309,100,2330,6,6,18,44,106,196,372,213,107,1068,962,992,1228,1385,1590,2179,2144,1033,344,11851,471,331,331,274,277,258,192,91,41,2258,8206,5118,5647,5500,5243,5242,3837,1551,451,40801,6529,3053,3666,3614,3252,2848,1651,485,118,25217,696,1092,1370,1355,1409,1714,1316,625,211,9787,46,208,368,401,496,683,655,354,180,3382,4,24,56,116,196,322,355,287,157,1532,744,1330,1786,1868,2104,2721,2320,1266,553,14700,478,262,289,285,279,227,203,142,68,2237,7747,4643,5742,5768,5637,5799,4180,1890,749,42151,13306,6849,7749,7457,6634,5651,3163,908,195,51912,1592,1961,2420,2479,2616,3211,2477,1139,351,18245,105,321,524,612,777,1170,1259,662,282,5708,4,31,73,165,301,525,724,499,265,2595,1703,2316,3019,3255,3693,4903,4467,2297,893,26551,945,588,618,561,554,487,393,238,113,4497
SED80002,7338,4695,6470,5085,3564,2259,1446,577,134,31565,973,1039,1290,1274,1264,1103,1125,694,193,8939,73,147,217,279,329,431,528,394,146,2542,5,8,19,56,103,183,293,340,146,1150,1040,1194,1526,1614,1693,1717,1946,1420,479,12638,557,406,507,389,357,233,152,88,29,2724,8935,6293,8514,7088,5614,4205,3541,2094,637,46915,6948,4173,5752,4723,3267,2290,1593,644,143,29536,705,1462,1685,1610,1442,1276,1390,792,273,10637,49,291,439,437,487,536,703,493,212,3650,4,23,73,112,182,280,404,391,203,1671,755,1777,2197,2163,2114,2093,2499,1681,693,15958,537,398,466,346,280,234,206,100,43,2617,8242,6344,8418,7231,5663,4622,4292,2423,878,48105,14285,8862,12225,9807,6828,4550,3039,1224,269,61094,1672,2497,2980,2893,2700,2383,2514,1485,461,19576,119,441,664,713,816,967,1234,884,355,6195,5,28,92,170,287,466,694,729,351,2822,1796,2969,3732,3771,3809,3807,4439,3102,1167,28596,1094,808,975,739,637,466,352,189,70,5334
SED80003,4745,5790,6739,4280,3405,2389,1367,509,120,29346,486,1187,1482,1052,945,1047,872,473,211,7752,19,147,219,204,247,333,392,259,136,1947,0,8,13,24,59,135,198,185,92,717,503,1346,1714,1279,1243,1512,1462,914,440,10406,324,969,940,599,441,383,232,111,51,4055,5570,8102,9394,6164,5089,4284,3063,1530,615,43806,4546,5287,6184,4126,3251,2356,1402,563,221,27937,366,1949,1962,1257,1145,1115,980,617,340,9733,10,321,406,283,281,390,433,354,257,2742,0,25,28,49,108,182,206,230,188,1014,383,2294,2398,1591,1538,1693,1624,1193,786,13491,314,897,630,406,309,278,209,105,82,3224,5245,8475,9213,6127,5102,4327,3228,1862,1080,44660,9289,11076,12925,8411,6660,4748,2762,1066,343,57287,846,3137,3443,2312,2096,2159,1858,1092,550,17485,33,472,621,489,525,724,822,611,395,4686,3,32,42,70,167,314,405,412,283,1730,884,3631,4112,2868,2782,3202,3086,2104,1229,23902,643,1863,1566,1009,753,662,436,218,128,7280
SED80004,7315,3640,4850,4845,3749,2584,1514,766,195,29463,738,754,898,1099,1127,1117,1159,824,292,8001,35,105,137,198,279,328,522,457,198,2258,0,10,15,37,59,129,267,301,154,969,769,862,1051,1340,1462,1569,1946,1583,646,11230,469,340,378,299,335,240,193,162,78,2483,8554,4846,6277,6480,5547,4393,3653,2513,920,43181,7098,3244,4700,4816,3635,2537,1832,952,240,29063,550,1014,1268,1313,1329,1284,1327,1038,463,9589,26,186,279,295,422,447,575,575,292,3104,0,19,51,50,138,203,306,394,204,1359,573,1219,1592,1658,1886,1939,2209,2006,961,14050,410,274,350,313,290,269,256,162,115,2434,8082,4736,6642,6789,5812,4747,4306,3116,1315,45548,14407,6885,9549,9665,7389,5124,3349,1721,438,58524,1287,1763,2164,2412,2454,2402,2481,1863,755,17588,55,295,417,497,699,773,1106,1034,491,5363,4,24,63,86,194,332,568,701,357,2329,1348,2080,2645,2997,3351,3506,4157,3595,1606,25283,880,610,727,612,624,508,448,320,190,4922
SED80005,9728,4713,6952,6940,4347,2128,1072,321,58,36237,1048,876,1151,1404,1276,981,812,374,75,7991,66,95,178,225,289,313,345,193,50,1750,4,6,22,33,77,143,173,165,51,678,1120,977,1349,1659,1644,1437,1334,731,166,10426,646,383,509,450,307,178,117,49,13,2653,11487,6073,8810,9045,6296,3739,2529,1103,234,49315,9422,4110,6585,6495,3900,2123,1268,339,69,34311,767,1153,1517,1675,1394,1076,928,440,93,9047,45,229,378,412,387,420,439,239,68,2611,0,14,61,91,150,190,229,176,58,956,816,1393,1957,2182,1923,1684,1593,859,215,12619,584,328,439,423,311,170,157,64,11,2477,10820,5836,8974,9094,6129,3969,3021,1261,299,49399,19148,8824,13539,13437,8238,4248,2341,655,126,70546,1817,2028,2663,3075,2668,2058,1745,813,166,17036,113,324,553,635,677,732,781,431,112,4362,0,15,80,129,225,334,404,341,109,1640,1936,2372,3301,3835,3572,3120,2929,1592,384,23041,1226,710,948,870,608,344,277,114,23,5129
SED89494,19,31,33,18,18,6,8,0,0,137,4,20,13,13,10,14,0,0,0,73,0,0,0,6,3,5,0,0,0,19,0,0,0,0,4,0,0,3,0,6,4,21,12,20,17,14,6,3,0,98,3,15,11,30,19,15,10,0,0,105,23,66,60,62,53,38,21,6,0,336,15,45,29,19,15,8,0,0,0,138,0,24,10,3,9,15,0,3,0,64,0,8,5,3,0,9,0,0,0,24,0,0,0,0,0,5,4,0,0,13,0,28,11,12,10,22,8,4,0,97,0,3,7,7,4,6,4,0,0,40,21,74,53,33,30,35,10,8,0,273,33,78,67,41,36,17,8,0,0,272,4,40,22,18,18,23,0,3,0,134,0,7,7,11,6,11,3,0,0,39,0,0,0,0,4,0,4,0,4,20,6,47,25,26,22,38,14,12,4,194,7,21,17,35,22,22,11,0,0,138
SED89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
