SED_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SED80001,0,17,16,126,29,15,6,0,0,209,0,4,4,10,47,25,13,0,0,102,5,61,88,326,180,124,84,20,4,899,0,6,0,53,21,44,68,16,10,214,0,4,7,18,18,14,8,3,0,70,0,3,6,32,48,118,93,76,25,406,0,17,18,33,39,26,20,6,3,157,0,22,41,96,94,44,41,11,6,361,0,21,14,126,73,94,73,43,0,456,0,0,0,16,7,0,3,0,0,33,3,21,26,113,56,47,24,4,0,290,0,0,0,6,8,3,4,0,0,25,12,38,48,119,63,50,44,16,0,395,0,12,24,119,108,162,74,22,7,529,0,4,0,9,9,20,19,12,9,85,0,10,14,37,24,13,5,0,0,102,14,95,142,602,440,476,412,257,78,2526,105,299,226,661,275,251,257,191,112,2366,5068,10890,9758,22661,10882,11043,8015,3441,1202,82954
SED80002,12,56,46,408,44,15,3,5,0,583,0,0,14,24,68,37,17,10,0,168,0,63,129,536,187,145,51,22,10,1143,0,5,3,57,26,21,47,23,13,195,0,0,14,20,7,13,0,3,0,64,0,9,11,61,37,73,93,71,31,383,0,10,23,65,47,23,14,3,4,197,0,16,62,157,68,37,49,17,3,413,0,31,51,255,84,64,49,25,15,568,0,3,16,87,8,6,0,0,0,130,5,32,75,164,44,26,20,5,0,363,0,0,0,31,7,13,5,5,0,72,10,54,101,199,91,66,59,37,9,632,4,49,119,438,173,197,92,26,16,1127,0,0,3,21,19,20,18,16,4,99,0,7,20,58,30,24,9,4,0,146,28,230,319,1509,463,420,381,238,100,3688,179,347,446,1133,340,279,216,145,62,3153,5647,11529,12641,31250,11271,8826,7836,4511,1511,95023
SED80003,3,18,39,175,22,13,5,0,0,281,0,3,12,56,50,31,17,3,0,171,0,30,73,293,68,36,24,14,0,543,0,4,6,55,32,23,45,26,15,206,0,4,5,13,8,4,0,4,0,38,0,7,28,71,46,66,66,56,14,353,4,30,91,114,40,26,13,5,3,321,3,15,96,179,78,46,28,4,8,451,0,15,58,209,66,47,26,9,9,445,0,12,24,138,31,8,0,0,0,218,0,15,54,158,32,18,11,5,0,294,6,3,4,30,18,6,15,0,0,76,33,96,179,385,143,93,84,30,4,1052,9,39,64,253,119,90,61,14,11,658,0,3,6,22,20,10,8,13,0,84,0,0,9,47,10,14,9,6,0,88,35,219,301,1523,446,320,244,156,92,3341,124,251,1459,1777,486,465,368,235,182,5353,3385,7423,16576,30892,10194,8607,6288,3397,1696,88467
SED80004,0,52,38,240,56,21,8,0,0,421,0,0,3,29,58,46,6,4,4,153,3,82,88,665,168,87,75,16,0,1186,0,5,0,44,22,41,55,32,18,217,0,3,7,14,10,13,3,0,0,51,0,11,14,55,55,76,83,85,42,417,0,22,12,83,37,26,21,11,0,225,5,31,48,132,97,61,52,22,12,445,4,23,27,266,110,92,92,28,7,654,0,3,6,52,19,13,6,7,4,107,3,18,24,146,44,25,20,7,0,288,0,5,0,14,11,8,3,5,0,54,37,133,81,242,106,77,69,35,0,782,0,18,33,135,78,61,40,22,4,392,0,0,4,23,12,9,20,24,6,103,0,7,15,46,32,24,10,5,0,140,29,272,265,1306,482,387,366,318,158,3588,117,312,319,892,354,290,331,299,153,3064,5095,11540,9578,26189,11359,9139,7958,5631,2236,88725
SED80005,17,129,143,895,140,54,20,6,0,1411,0,0,5,28,55,17,4,0,0,110,3,74,142,599,235,146,67,12,0,1276,0,12,4,39,41,34,31,8,3,164,0,9,11,27,12,13,6,4,0,74,0,4,18,48,57,39,43,32,8,259,7,32,25,93,52,29,23,3,0,270,0,66,102,189,184,65,28,19,0,660,4,56,111,480,199,183,108,31,8,1180,5,11,5,159,20,10,11,0,0,204,5,32,44,193,56,32,21,5,0,376,0,0,3,32,16,11,7,0,0,70,23,87,67,176,78,38,30,11,0,509,8,32,97,527,301,236,129,35,16,1380,0,3,0,18,8,17,13,14,0,74,0,6,30,93,59,16,3,0,0,211,22,221,359,1592,595,388,288,160,36,3662,213,398,345,1136,314,200,173,101,17,2890,7464,14849,11906,35930,12426,7717,5541,2358,535,98716
SED89494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,3,0,0,0,20,0,0,9,40,20,18,14,0,0,110,19,25,148,215,77,78,34,10,4,605
SED89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
