SED_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
SED80001,9,42,73,92,33,0,0,0,255,13,54,69,45,95,0,0,0,287,21,147,247,424,650,723,328,116,2654,46,247,391,564,778,723,328,116,3198,4926,5183,4918,4528,4328,2996,1136,300,28320,147,219,193,146,132,115,85,40,1079,5118,5647,5500,5243,5242,3837,1551,451,32595,7,12,28,19,8,0,0,0,77,0,11,15,9,13,0,0,0,53,6,32,55,138,193,97,52,9,579,12,59,99,165,214,97,52,9,707,4503,5510,5489,5334,5471,3969,1717,655,32652,131,175,176,139,115,111,121,85,1046,4643,5742,5768,5637,5799,4180,1890,749,34404,19,59,106,112,42,0,0,0,336,13,67,87,57,106,0,0,0,336,27,181,296,559,842,819,386,124,3236,54,308,494,729,997,819,386,124,3902,9428,10689,10411,9865,9802,6967,2860,957,60976,278,391,369,284,246,230,196,124,2123,9758,11390,11267,10882,11043,8015,3441,1202,67000
SED80002,27,85,100,83,34,0,0,0,328,17,52,59,52,60,0,0,0,235,25,163,275,381,432,526,402,181,2390,75,298,437,520,521,526,402,181,2961,5946,7819,6385,4888,3541,2925,1612,417,33534,269,397,268,205,139,90,78,38,1486,6293,8514,7088,5614,4205,3541,2094,637,37981,19,35,38,22,5,0,0,0,120,0,7,10,19,7,0,0,0,51,13,42,78,104,109,89,58,25,511,35,85,129,140,122,89,58,25,680,6064,7980,6877,5358,4369,4073,2279,776,37774,248,352,226,159,132,127,91,78,1415,6344,8418,7231,5663,4622,4292,2423,878,39861,51,117,138,108,36,0,0,0,450,26,58,70,71,68,0,0,0,285,37,205,352,482,540,617,457,208,2900,111,384,564,656,643,617,457,208,3645,12012,15802,13263,10246,7909,6996,3887,1194,71304,523,748,488,367,272,220,167,118,2902,12641,16932,14313,11271,8826,7836,4511,1511,77845
SED80003,964,419,331,320,104,0,0,0,2137,42,159,104,70,87,0,0,0,466,33,191,233,344,388,349,255,140,1930,1036,768,669,734,573,349,255,140,4534,6257,7837,5006,4030,3421,2507,1156,395,30593,814,796,488,326,286,202,130,79,3112,8102,9394,6164,5089,4284,3063,1530,615,38241,400,178,150,91,18,0,0,0,845,11,52,25,30,25,0,0,0,146,7,39,87,139,115,54,24,23,479,423,275,265,263,157,54,24,23,1470,7295,8422,5558,4632,3978,3014,1704,909,35504,757,520,305,208,190,160,140,156,2444,8475,9213,6127,5102,4327,3228,1862,1080,39418,1363,595,486,415,124,0,0,0,2978,54,210,132,105,113,0,0,0,611,42,233,317,482,503,404,274,165,2418,1457,1037,933,1000,737,404,274,165,6007,13551,16249,10565,8659,7398,5520,2851,1302,66095,1571,1312,789,535,477,365,266,237,5549,16576,18602,12288,10194,8607,6288,3397,1696,77651
SED80004,33,81,159,139,33,0,0,0,444,17,53,63,60,86,0,0,0,273,17,144,245,383,434,554,478,277,2532,58,277,470,575,551,554,478,277,3250,4571,5701,5791,4777,3683,2963,1902,575,29971,211,300,226,188,153,135,128,66,1399,4846,6277,6480,5547,4393,3653,2513,920,34625,15,36,51,52,8,0,0,0,156,3,15,23,31,8,0,0,0,81,9,37,84,133,111,92,53,28,549,26,91,155,215,130,92,53,28,792,4530,6283,6436,5423,4484,4020,2915,1189,35278,177,273,195,180,135,192,146,97,1402,4736,6642,6789,5812,4747,4306,3116,1315,37470,46,115,209,190,41,0,0,0,598,18,72,88,84,95,0,0,0,358,22,181,334,518,548,648,532,306,3081,86,370,624,786,685,648,532,306,4037,9101,11987,12227,10195,8169,6981,4819,1763,65247,387,566,419,368,282,327,280,165,2803,9578,12923,13270,11359,9139,7958,5631,2236,72089
SED80005,46,265,441,412,86,0,0,0,1256,14,83,106,85,110,0,0,0,403,30,215,356,429,363,322,183,62,1969,87,566,905,924,562,322,183,62,3622,5753,7834,7828,5185,3065,2125,873,164,32831,227,410,311,179,116,78,43,7,1374,6073,8810,9045,6296,3739,2529,1103,234,37829,26,98,119,101,13,0,0,0,356,0,24,37,24,9,0,0,0,94,8,45,133,162,116,60,20,3,547,32,168,286,291,132,60,20,3,993,5595,8439,8530,5676,3760,2859,1188,276,36331,206,370,271,160,79,97,51,10,1252,5836,8974,9094,6129,3969,3021,1261,299,38580,68,361,561,515,100,0,0,0,1603,15,110,147,107,119,0,0,0,497,38,259,487,589,480,385,200,69,2511,123,729,1195,1215,699,385,200,69,4617,11348,16280,16357,10861,6824,4988,2060,441,69163,430,775,588,344,194,173,99,20,2626,11906,17784,18143,12426,7717,5541,2358,535,76406
SED89494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,17,0,3,6,5,0,0,0,0,19,54,46,43,30,22,10,3,0,216,7,12,21,14,13,10,4,0,74,66,60,62,53,38,21,6,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,76,44,31,23,32,8,4,0,214,4,6,7,7,8,4,0,0,32,74,53,33,30,35,10,8,0,249,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,14,0,3,6,4,3,0,0,0,19,136,94,70,56,56,18,7,0,435,10,17,29,20,18,11,5,0,110,148,108,104,77,78,34,10,4,560
SED89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
