SED_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1951,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2010,Korea_Rep_Sth_2011_2015,Korea_Republic_South_2016,Korea_Republic_South_2017,Korea_Republic_South_2018,Korea_Republic_South_2019,Korea_Republic_South_2020,Korea_Republic_South_2021,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_NS,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_NS,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_NS,Pakistan_Tot
SED80001,0,8,4,0,0,0,0,111,0,0,0,0,3,24,64,55,46,12,8,8,0,0,0,232,0,11,13,23,35,21,13,32,0,0,0,3,0,0,4,153,8,76,110,35,14,6,5,10,7,0,0,0,0,0,11,274,0,4,0,3,6,14,33,15,0,0,0,0,0,0,0,78,0,0,0,5,22,21,43,33,3,0,3,0,0,0,3,140,0,0,15,31,62,19,39,11,0,0,5,4,0,0,11,187,0,11,54,69,97,29,32,29,4,5,6,7,0,0,5,346,0,0,0,0,0,0,67,146,68,82,82,28,11,0,5,489,6,101,38,19,17,0,10,8,0,0,0,0,0,0,9,207,7,15,65,151,189,151,131,84,6,4,14,4,4,0,27,863,0,3,8,17,6,9,13,7,0,0,3,0,0,0,0,64,0,0,3,5,3,38,61,58,4,7,16,0,3,0,3,209
SED80002,12,23,18,31,8,3,0,264,0,0,0,3,0,12,64,35,10,9,12,4,0,0,0,146,0,10,22,24,30,19,31,43,4,3,0,8,0,0,0,204,9,135,157,55,21,12,18,23,0,6,4,3,0,0,10,456,0,3,4,17,15,26,56,31,0,5,9,0,5,0,9,171,0,0,0,11,41,29,114,126,16,11,24,15,10,3,11,415,0,0,8,11,13,8,19,4,3,6,4,0,0,0,9,77,0,10,43,69,96,50,90,68,24,22,17,11,7,0,7,521,0,0,0,0,5,4,90,284,195,339,252,133,25,0,41,1359,6,98,32,11,15,3,19,13,9,3,0,0,0,0,10,217,3,14,67,133,169,159,165,136,19,19,15,7,11,3,33,965,0,0,23,19,4,12,7,6,0,0,0,0,0,0,0,72,0,0,0,3,6,32,144,182,63,48,52,30,15,6,4,583
SED80003,13,13,14,10,13,3,7,230,0,0,0,0,3,21,12,28,13,0,0,0,0,0,6,87,5,10,16,24,35,21,36,29,3,3,0,5,4,0,3,189,7,93,114,29,12,21,18,49,4,10,9,10,4,0,10,390,0,3,3,10,29,46,67,38,11,7,8,5,9,7,4,243,0,0,0,18,51,61,175,135,15,24,15,11,15,0,12,544,0,0,7,7,16,7,6,5,5,3,0,0,0,0,0,48,9,4,36,68,110,55,116,89,28,27,36,45,26,7,15,663,0,0,0,0,7,5,35,109,67,144,117,55,0,0,6,548,13,78,26,19,19,16,30,27,0,3,10,4,5,0,0,253,3,30,77,140,194,199,256,119,21,18,31,18,21,25,36,1199,0,0,13,17,16,13,6,6,0,0,0,0,3,0,0,69,0,0,0,0,11,31,29,80,15,27,26,20,15,12,11,281
SED80004,6,4,10,4,9,0,3,233,0,0,0,0,6,13,50,28,12,7,9,8,5,0,0,140,3,18,30,28,43,24,33,46,3,6,0,0,0,0,0,226,18,166,135,41,15,10,21,33,3,0,0,5,3,0,19,470,0,6,0,13,22,31,56,27,5,7,3,0,4,0,0,179,0,0,0,7,43,38,137,74,12,11,13,8,4,5,7,362,0,0,8,5,24,12,10,6,0,0,0,0,0,0,0,67,3,15,62,77,145,54,86,82,27,16,25,16,15,10,20,659,0,0,0,0,0,5,138,365,203,371,315,141,34,0,22,1593,9,84,21,19,14,13,15,9,0,0,0,0,0,0,3,197,19,26,107,170,174,165,161,98,22,12,13,16,11,13,28,1039,0,0,5,13,37,22,13,4,0,0,0,5,0,0,0,99,0,0,5,8,10,32,130,133,28,27,18,16,7,8,5,421
SED80005,9,0,10,24,11,0,9,275,0,0,0,0,5,11,40,16,22,7,9,11,0,0,0,123,0,3,9,10,16,4,41,35,3,0,0,4,0,0,0,133,0,90,76,43,16,13,20,29,3,0,4,10,0,0,8,316,0,0,0,9,9,17,76,37,7,0,0,3,0,5,10,173,0,0,0,7,29,124,443,262,35,41,35,51,25,5,40,1092,0,0,8,4,12,13,17,3,3,5,8,0,6,0,0,81,0,4,29,69,103,62,127,108,23,39,12,29,16,13,18,668,0,0,0,0,7,26,233,421,198,364,271,137,17,0,33,1698,0,44,12,6,14,8,11,9,0,0,3,0,3,0,0,131,0,10,39,99,155,199,223,183,18,16,28,24,14,9,18,1032,0,0,33,23,38,29,28,11,0,3,0,0,0,0,0,170,0,0,0,7,29,93,439,470,76,71,75,76,46,6,21,1411
SED89494,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,6,0,0,0,0,0,5,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
