SED_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
SED80001,0,4,16,87,61,88,36,14,0,309,0,4,0,5,5,13,9,7,6,39,0,0,5,17,11,6,6,0,0,52,3,40,70,333,240,246,216,140,43,1340,48,156,112,318,137,110,127,110,65,1178,2438,5308,4643,11508,5637,5799,4180,1890,749,42151,0,4,7,30,11,10,10,0,0,64,4883,9870,8450,16854,7881,7550,5091,1854,633,63065,0,3,4,74,24,26,8,7,0,152,0,0,0,19,10,21,17,11,4,81,0,0,0,22,8,3,3,0,0,46,0,0,3,14,10,9,9,3,0,53,0,6,9,63,36,37,23,0,0,171,0,6,0,33,18,24,31,14,0,126,0,13,21,182,86,92,65,32,8,507,0,0,0,7,24,51,70,60,19,232,4,4,4,13,6,12,11,10,0,68,5,61,100,305,353,730,548,357,140,2598,0,3,10,47,27,37,13,7,0,141,3,3,5,32,16,15,4,4,0,91
SED80002,5,33,80,270,101,102,51,19,5,661,0,0,3,14,3,7,10,7,0,47,0,3,17,27,13,8,5,0,0,81,18,100,167,768,254,212,214,114,64,1899,93,175,217,532,156,135,124,67,39,1528,2726,5518,6344,15652,5663,4622,4292,2423,878,48105,0,17,31,107,27,12,7,4,0,207,5316,10043,9379,18401,7715,5620,4875,2638,817,64798,3,21,31,241,38,10,9,5,0,354,0,0,0,25,12,26,16,12,8,103,0,6,4,75,13,6,6,0,0,114,0,3,23,51,29,23,15,4,0,154,5,10,15,95,60,32,33,8,0,259,0,3,5,67,42,49,47,27,0,248,8,49,460,1650,254,232,165,63,15,2897,0,0,0,23,11,49,77,57,30,244,0,18,15,34,7,10,4,11,0,101,10,81,144,383,358,494,547,391,170,2588,0,0,16,90,50,38,15,18,5,235,0,10,7,44,15,11,8,3,0,108
SED80003,5,21,40,152,71,55,30,13,5,385,0,0,8,14,7,6,3,6,0,48,0,0,4,14,8,3,0,0,0,33,17,113,156,821,209,163,146,84,66,1775,61,125,727,781,204,182,167,120,126,2494,1657,3590,8475,15342,5102,4327,3228,1862,1080,44660,0,0,11,57,13,8,5,0,0,102,3079,6125,11470,18899,6625,5583,3949,1948,934,58620,5,16,26,150,27,11,5,0,0,239,0,0,5,19,8,10,7,10,7,58,0,3,11,86,22,8,0,3,0,139,0,3,15,29,20,9,8,4,0,91,9,29,23,153,81,55,34,13,0,396,5,8,9,52,24,21,5,15,0,132,10,61,777,1524,203,171,80,40,29,2897,0,3,8,17,18,28,48,53,24,194,0,5,7,22,0,3,7,6,5,52,17,100,460,606,418,568,459,311,133,3077,0,3,20,61,20,20,14,3,0,147,6,23,47,132,48,30,5,4,8,305
SED80004,0,3,15,83,47,35,26,10,4,230,0,0,0,6,0,8,8,6,4,39,0,5,8,26,14,15,9,5,0,69,16,128,131,673,254,206,218,188,86,1904,58,147,144,433,170,136,184,151,85,1507,2469,5614,4736,13435,5812,4747,4306,3116,1315,45548,0,7,9,37,7,13,6,3,0,71,4787,9678,7477,15140,7628,5877,4891,3228,1192,59911,0,20,25,184,54,22,18,5,0,332,0,0,0,13,4,5,9,6,9,46,0,3,0,75,8,8,3,0,0,101,0,0,12,25,3,7,0,3,0,54,4,23,39,100,63,57,31,21,4,348,0,4,0,29,20,22,16,13,0,103,10,67,71,713,186,195,128,61,21,1449,0,0,0,7,13,21,55,93,35,229,0,12,13,25,11,11,10,8,3,93,8,152,145,384,394,604,560,504,230,2986,0,3,15,71,31,31,17,17,4,184,0,19,9,58,35,14,21,15,5,175
SED80005,0,21,59,324,174,120,72,18,9,794,0,0,0,9,5,8,4,11,0,40,0,3,20,50,32,5,4,0,0,113,10,107,184,843,274,206,165,100,22,1890,98,203,174,549,155,88,96,53,13,1421,3624,7196,5836,18074,6129,3969,3021,1261,299,49399,0,8,31,160,61,24,10,0,0,302,7015,12605,8449,17050,6876,3958,2781,1142,252,60132,3,33,57,505,144,83,24,0,0,865,0,0,0,35,28,32,17,3,0,116,0,10,7,121,39,11,0,0,0,199,0,0,6,40,24,10,15,4,0,106,6,19,21,76,52,26,12,6,0,213,0,9,5,57,55,46,38,21,5,226,22,93,331,2574,506,473,305,67,15,4387,0,4,3,45,40,77,157,105,20,453,0,29,23,97,27,19,21,3,0,219,14,117,155,410,351,388,331,188,35,1992,0,10,21,145,70,59,34,14,3,356,0,8,4,35,19,6,0,3,0,78
SED89494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,6,0,0,0,9,0,0,0,11,4,8,4,0,0,30,9,13,74,91,30,35,10,8,0,273,0,0,0,0,0,0,0,0,0,0,20,15,115,127,54,43,11,3,0,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
