SED_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
SED80001,0,8,7,17,21,7,9,5,0,74,0,10,28,51,48,23,16,4,0,186,0,5,8,53,42,38,36,21,4,205,0,0,0,5,0,3,0,0,0,12,0,11,17,23,10,12,5,0,0,77,0,0,0,5,4,0,3,0,0,21,9,16,38,39,32,23,25,13,0,191,0,0,3,33,49,73,35,10,7,219,0,0,0,10,11,7,8,3,7,49,0,4,11,18,16,3,4,0,0,50,8,51,78,267,199,233,202,116,26,1182,46,144,115,348,141,137,126,79,43,1184,2628,5584,5118,11154,5243,5242,3837,1551,451,40801,0,0,4,16,0,3,8,0,0,29,2354,4781,4048,8442,4091,3964,2652,1057,416,31801,0,3,0,39,13,13,3,0,0,73,0,0,0,3,7,5,9,4,4,40,0,0,0,14,8,4,4,0,0,29,0,0,4,9,7,9,6,3,0,33,0,3,0,33,15,20,14,0,0,87
SED80002,0,11,11,34,25,15,9,0,0,103,0,8,33,75,32,17,25,5,0,200,6,12,28,128,49,29,23,18,4,287,0,0,9,40,0,0,0,0,0,50,3,11,35,54,5,7,0,3,0,123,0,0,0,17,3,10,0,3,0,42,4,33,41,90,40,35,24,14,0,283,4,16,45,172,78,100,37,9,5,467,0,0,0,5,14,8,11,5,3,52,0,4,3,33,15,13,3,4,0,69,12,123,153,747,213,209,167,123,43,1783,84,178,228,599,191,151,94,73,25,1622,2932,6008,6293,15598,5614,4205,3541,2094,637,46915,0,5,10,35,8,8,9,0,0,80,2550,4798,4662,9204,3797,2948,2648,1448,491,32539,0,11,20,108,16,9,3,0,0,159,0,0,0,9,6,10,10,6,4,52,0,5,0,43,6,4,6,0,0,64,0,4,11,31,18,10,9,4,0,91,3,4,3,48,33,18,14,3,0,131
SED80003,3,11,43,49,13,9,7,4,0,141,0,4,53,86,38,14,13,5,0,211,0,10,29,98,30,27,16,5,0,214,0,10,11,58,10,6,0,0,0,98,0,11,25,53,9,3,3,0,0,104,0,0,4,16,7,6,4,0,0,36,14,57,83,184,66,43,38,9,0,492,4,11,27,105,54,34,27,0,9,274,0,0,0,9,10,3,6,7,0,35,0,0,4,28,9,11,7,0,0,54,17,104,146,701,233,161,97,74,28,1565,60,131,735,1002,280,283,198,113,58,2861,1732,3841,8102,15550,5089,4284,3063,1530,615,43806,0,0,5,18,3,0,3,0,0,34,1495,2942,5861,9224,3319,2800,2017,1081,600,29339,0,7,14,79,15,0,0,0,0,119,0,0,0,8,5,8,5,6,0,29,0,0,12,47,11,0,0,3,0,75,0,0,5,18,9,5,5,0,0,50,5,16,12,87,49,28,14,0,0,217
SED80004,0,10,7,34,20,13,7,6,0,100,3,21,24,54,43,31,27,14,3,213,3,16,10,137,49,38,48,14,0,320,0,0,3,15,9,3,4,3,0,34,0,9,7,45,9,0,0,0,0,76,0,3,0,13,10,3,5,0,0,26,14,65,37,121,51,41,25,20,0,374,0,5,12,47,37,26,15,12,0,161,0,0,6,16,5,7,12,11,8,66,0,4,5,26,14,11,3,0,0,68,15,148,131,632,222,185,148,127,69,1673,65,169,168,463,189,150,147,145,67,1555,2627,5928,4846,12758,5547,4393,3653,2513,920,43181,0,3,0,17,5,6,0,3,0,32,2326,4703,3648,7682,3875,3011,2629,1825,732,30434,0,8,14,104,25,8,8,7,0,167,0,0,0,13,3,0,4,4,3,27,0,3,0,43,3,6,0,0,0,59,0,0,6,15,3,0,0,0,0,27,0,13,20,69,35,30,14,16,7,202
SED80005,3,20,8,50,32,14,9,0,0,135,0,36,48,78,82,40,10,8,0,313,5,25,54,236,104,95,61,11,3,588,0,4,0,72,7,8,0,0,0,97,0,15,21,51,20,5,0,0,0,115,0,0,0,25,11,0,0,0,0,33,11,45,40,76,37,25,13,3,0,252,8,10,41,202,128,113,60,14,3,588,0,0,0,3,5,13,11,3,0,38,0,0,12,43,30,7,0,0,0,100,12,118,174,750,320,188,127,63,16,1774,111,200,172,586,158,113,74,42,4,1468,3836,7654,6073,17852,6296,3739,2529,1103,234,49315,0,3,13,52,23,16,4,3,0,113,3423,6099,4177,8545,3478,2033,1509,621,145,30035,0,17,34,254,56,43,7,0,0,412,0,0,0,21,15,18,3,3,0,62,0,4,0,65,22,3,0,0,0,100,0,0,5,27,14,3,10,4,0,60,0,3,9,46,30,11,4,3,0,113
SED89494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,14,0,0,8,25,14,13,7,0,0,75,18,13,66,125,53,38,21,6,0,336,0,0,0,0,0,0,0,0,0,0,8,5,64,43,17,23,3,3,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
