SED_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
SED80001,0,47,..,1149,81,1228,13,1244,..,179,24,201,0,204,..,72,4,77,0,78,..,14,7,17,0,17,..,62,12,79,0,79,..,61,4,62,0,62,..,370,32,397,7,402,..,68,9,72,0,73,..,114,10,122,0,122,..,66,3,70,0,70,..,71,11,77,0,77,..,69,0,69,0,69,..,124,15,134,0,134,..,155,4,156,0,158,..,67,3,68,0,68,..,233,5,236,0,237,..,63,0,63,0,64,..,511,10,525,3,530,..,289,35,330,4,330,..,154,5,161,0,164,..,124,39,161,0,163,..,15,3,13,4,17,..,281,85,365,3,371,..,874,148,1020,21,1035,..,6147,732,6880,74,6954,..,132,10,147,1147,1294,33908,6282,748,7026,1222,42151,67153,..,..,..,..,67153,..,123,0,123,4,126,..,832,120,953,6,961,..,64,5,67,0,67,..,338,93,435,0,435,..,461,92,550,7,560
SED80002,0,77,..,2247,142,2389,11,2404,..,270,35,313,3,310,..,132,14,143,3,145,..,68,12,78,0,83,..,177,38,218,0,221,..,55,7,55,0,55,..,133,4,133,0,137,..,122,16,146,0,146,..,97,7,103,0,102,..,73,4,76,0,79,..,95,15,108,4,114,..,50,3,50,3,53,..,80,7,86,0,88,..,200,7,205,0,205,..,144,7,151,0,151,..,315,4,325,0,325,..,71,0,71,0,71,..,732,19,750,0,752,..,477,72,548,3,550,..,155,5,155,5,156,..,168,32,196,0,196,..,38,7,38,0,38,..,639,160,798,7,806,..,1570,243,1813,29,1840,..,10397,1311,11710,94,11807,..,183,31,220,1498,1719,34582,10583,1341,11924,1599,48105,68688,..,..,..,..,68688,..,119,5,124,0,124,..,662,124,784,3,791,..,64,0,66,0,66,..,661,136,796,8,801,..,2721,504,3226,20,3246
SED80003,0,72,..,1187,49,1232,7,1237,..,308,38,343,0,343,..,166,13,176,0,176,..,34,4,35,0,37,..,255,52,303,5,309,..,67,6,71,0,71,..,52,4,51,0,51,..,93,8,102,0,108,..,100,8,105,0,105,..,78,3,88,0,86,..,105,4,107,0,110,..,31,3,34,0,39,..,85,18,105,0,105,..,113,4,115,5,121,..,181,9,190,0,190,..,106,0,106,0,108,..,62,4,64,0,64,..,456,17,475,0,480,..,364,38,407,3,406,..,131,6,134,0,134,..,119,17,132,0,132,..,39,0,43,0,43,..,369,86,459,7,462,..,1224,115,1345,24,1368,..,8825,813,9639,85,9724,..,171,15,187,2477,2668,32267,8997,829,9823,2568,44660,64021,..,..,..,..,64021,..,82,0,82,0,87,..,356,50,410,0,406,..,53,0,53,0,53,..,773,68,843,3,844,..,3040,384,3422,28,3450
SED80004,0,92,..,2309,139,2449,25,2473,..,343,36,379,9,386,..,118,10,127,0,129,..,23,4,27,0,27,..,177,37,213,5,214,..,67,11,79,0,79,..,509,42,546,8,555,..,107,13,125,0,125,..,120,5,127,0,127,..,87,4,96,0,98,..,93,12,104,0,105,..,38,0,38,0,37,..,117,13,132,0,135,..,238,0,240,4,243,..,107,8,115,0,115,..,306,3,308,0,309,..,99,3,104,0,104,..,757,20,768,4,775,..,326,35,362,0,367,..,270,24,295,3,298,..,130,23,156,0,156,..,32,4,37,0,35,..,211,41,255,4,255,..,1420,148,1566,34,1600,..,9844,945,10791,122,10914,..,193,22,216,1438,1653,32976,10035,972,11009,1564,45548,64662,..,..,..,..,64662,..,77,0,80,6,76,..,590,80,667,8,678,..,49,0,49,0,49,..,641,88,735,12,741,..,1550,288,1841,16,1850
SED80005,4,193,..,5011,347,5354,46,5400,..,222,20,246,3,244,..,145,6,152,0,153,..,39,12,51,0,51,..,448,205,659,4,664,..,110,14,124,0,124,..,228,6,234,7,242,..,128,24,154,0,155,..,93,7,103,0,100,..,142,13,153,0,159,..,100,12,111,0,116,..,71,8,79,0,87,..,145,15,158,0,158,..,248,0,248,4,258,..,142,6,150,0,150,..,345,14,355,3,358,..,82,6,87,0,89,..,821,21,843,5,857,..,437,60,501,8,508,..,413,25,436,5,447,..,174,33,203,0,204,..,48,3,53,3,53,..,724,208,936,5,944,..,2071,273,2346,49,2393,..,15827,2181,18002,192,18190,..,252,52,309,1401,1712,29499,16079,2233,18310,1593,49399,58928,..,..,..,..,58928,..,297,0,298,0,303,..,894,127,1020,9,1029,..,57,3,60,0,60,..,1109,283,1398,5,1403,..,4019,1218,5241,45,5286
SED89494,0,0,..,6,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,13,0,13,..,37,5,43,0,43,..,0,0,0,34,34,196,37,5,43,34,273,400,..,..,..,..,400,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,8,0,8,0,8
SED89797,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
