SA1_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
80104103511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,5,0,3,9,0,0,0,0,0,10,28,21,25,20,5,0,0,0,104,0,0,0,0,0,0,0,0,3,28,21,35,20,3,0,0,0,118,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,31,21,36,23,0,4,4,0,120,0,0,3,0,0,0,0,0,3,31,22,42,21,0,4,4,0,126,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,5,0,0,10,0,0,0,0,0,17,59,46,62,42,6,7,4,0,225,0,0,0,0,0,0,0,0,4,59,49,75,40,6,7,4,0,245
80104103512,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,3,8,7,0,0,0,0,24,33,23,49,38,12,12,5,0,165,0,0,0,0,0,0,0,0,8,40,30,55,45,12,9,5,0,196,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,37,47,66,40,9,10,3,0,211,3,0,0,3,0,0,0,0,8,50,45,64,37,12,10,3,0,221,0,5,6,0,0,0,0,0,15,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,9,3,5,11,7,3,0,0,0,24,74,70,113,76,18,17,5,0,374,4,3,0,7,0,0,0,0,14,86,80,121,84,26,22,5,0,413
80104103513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,4,3,3,0,0,0,10,21,25,29,22,11,3,0,0,112,0,6,3,3,0,0,0,0,8,19,32,38,26,14,9,0,0,134,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,29,39,38,18,16,5,4,0,141,4,0,0,6,0,0,0,0,6,34,33,41,28,16,5,4,0,155,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,5,4,3,3,0,0,0,21,45,61,68,38,19,8,4,0,252,9,4,4,8,0,0,0,0,19,50,67,78,51,27,11,4,0,286
80104103514,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,4,3,0,0,0,17,15,9,37,20,12,0,0,0,87,0,0,0,4,0,0,0,0,9,17,13,45,23,15,4,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,24,13,40,24,11,5,0,0,120,0,0,4,0,0,0,0,0,9,31,17,43,24,11,4,0,0,129,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,0,3,7,5,3,0,0,0,24,39,23,75,43,19,10,0,0,211,4,0,8,6,0,0,0,0,11,47,25,85,50,26,11,0,0,246
80104103515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,6,5,0,0,0,0,13,17,10,32,18,9,9,4,0,100,4,0,0,0,0,0,0,0,3,26,10,39,26,9,9,4,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,18,20,37,24,12,5,3,0,114,0,0,0,0,0,0,0,0,0,18,20,37,29,12,5,3,0,121,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,0,0,6,9,0,0,0,0,16,41,32,67,41,15,10,7,0,220,4,0,4,3,0,0,0,0,7,41,32,73,56,15,11,7,0,237
80104103516,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,7,0,0,0,0,0,10,28,45,57,24,5,4,6,0,172,0,4,4,5,0,0,0,0,12,30,51,71,25,5,4,6,0,193,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,18,64,56,20,12,6,0,0,178,0,0,3,0,0,0,0,0,3,20,66,58,20,16,6,0,0,188,0,0,3,0,0,0,0,0,4,0,0,4,0,0,0,0,0,6,0,0,5,0,0,0,0,0,10,0,3,12,0,0,0,0,0,13,48,108,109,45,18,16,4,0,345,5,5,3,5,0,0,0,0,18,50,115,130,44,21,14,4,0,378
80104103517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,3,0,0,0,0,0,9,15,24,31,16,6,3,4,0,91,0,0,0,0,0,0,0,0,3,15,21,34,14,9,3,4,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,33,17,5,6,0,0,93,0,0,0,0,0,0,0,0,0,15,16,33,17,5,6,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,3,0,0,0,0,0,11,30,38,63,29,15,12,7,0,186,0,0,0,0,0,0,0,0,3,30,41,67,31,12,12,7,0,197
80104103518,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,3,6,0,0,0,0,0,12,0,3,11,5,6,0,0,0,19,22,31,37,25,10,7,3,6,142,0,0,4,4,0,0,0,0,7,28,38,49,32,12,7,5,6,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,31,44,30,10,10,3,0,158,7,8,5,0,0,0,0,0,12,35,36,51,30,10,10,3,0,173,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,11,0,0,7,5,6,0,0,0,24,52,63,83,53,21,20,13,4,298,4,8,8,4,0,0,0,0,20,60,70,102,64,20,17,14,4,342
80104103519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,19,25,43,19,6,5,0,0,112,0,0,0,0,0,0,0,0,3,19,28,43,26,10,3,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,27,36,18,6,5,5,0,108,4,6,0,0,0,0,0,0,12,22,36,37,18,6,5,4,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,38,53,76,37,10,7,6,0,220,4,6,4,0,0,0,0,0,20,42,58,82,44,12,9,8,0,244
80104103520,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,4,3,4,0,0,0,0,11,14,43,31,13,4,4,3,0,114,0,4,0,0,0,0,0,0,7,14,46,36,21,0,4,3,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,26,37,32,11,10,9,0,0,126,0,0,0,0,0,0,0,0,9,26,41,31,15,13,9,0,0,136,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,4,4,3,0,0,0,0,11,41,73,60,27,9,17,6,0,236,0,5,0,3,3,0,0,0,9,40,83,71,35,13,17,6,0,266
80104103521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104103522,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,12,0,5,4,0,0,0,0,0,12,20,20,35,26,9,5,0,0,117,0,0,0,0,0,0,0,0,3,20,27,38,27,9,6,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,20,29,44,17,5,7,0,0,127,0,0,0,0,0,0,0,0,6,20,29,46,17,5,7,0,0,136,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,13,0,8,5,0,0,0,0,0,13,38,52,80,45,13,7,9,0,244,0,3,0,0,0,0,0,0,10,41,56,85,44,13,10,9,0,268
80104103601,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,4,4,0,0,0,16,35,37,43,26,16,8,6,0,167,0,0,4,0,0,0,0,0,4,37,41,50,31,20,10,4,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,5,0,0,0,3,0,4,0,0,5,27,37,55,29,22,15,0,0,189,0,0,3,0,0,0,0,0,3,27,39,58,33,24,17,0,0,199,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,13,3,0,3,9,5,0,0,0,26,55,77,96,50,41,21,0,0,353,4,0,4,0,0,0,0,0,6,62,82,106,56,46,31,3,0,388
80104103604,0,5,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,15,0,0,11,3,0,0,0,0,18,23,35,60,21,11,5,4,0,166,0,0,0,0,0,0,0,0,3,23,44,69,28,13,7,4,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,52,56,31,15,11,0,0,189,0,0,3,0,0,0,0,0,5,25,53,60,31,17,11,5,0,200,0,5,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,13,0,9,11,4,0,0,0,0,19,45,92,114,54,28,14,5,4,357,0,0,4,0,0,0,0,0,10,45,91,127,61,32,16,3,4,380
80104103605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,12,21,23,14,12,3,0,0,84,5,0,6,3,0,0,0,0,10,21,17,32,18,15,3,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,6,8,25,21,19,9,0,3,0,87,0,0,0,0,0,0,0,0,0,8,22,22,20,9,0,3,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,10,0,0,0,4,0,0,0,0,11,26,40,46,24,20,6,3,0,173,5,0,4,5,0,0,0,0,8,29,45,51,38,19,6,3,0,193
80104103606,5,4,8,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,5,9,11,4,0,0,0,0,23,10,23,43,11,6,10,0,0,102,0,0,0,0,0,0,0,0,5,9,35,51,15,5,13,4,0,136,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,10,18,46,39,12,16,5,0,0,131,0,0,0,0,0,0,0,0,0,18,46,45,12,12,9,0,0,141,5,7,5,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,7,5,14,9,4,4,0,0,0,33,23,76,82,18,19,19,0,0,237,0,0,0,0,0,0,0,0,7,29,87,91,21,18,22,3,0,274
80104103607,0,3,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,4,0,0,9,0,0,0,0,0,5,0,3,5,3,4,0,0,0,11,15,16,30,20,12,3,0,0,94,0,0,0,0,3,0,0,0,4,19,18,40,24,13,3,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,29,43,19,12,8,0,0,119,0,0,3,0,0,0,0,0,8,13,35,41,19,10,8,0,0,132,0,0,0,0,0,0,0,0,6,0,0,4,0,4,0,0,0,5,0,0,9,3,0,0,0,0,8,0,0,7,3,4,0,0,0,19,30,42,74,40,19,10,4,0,218,0,4,3,0,0,0,0,0,14,30,52,81,43,25,10,4,0,243
80104103608,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,12,0,6,0,4,8,0,0,0,15,30,34,59,22,7,9,3,0,169,0,4,5,0,0,0,0,0,10,32,43,63,26,13,10,3,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,0,5,0,0,0,7,26,63,54,40,15,9,3,0,219,3,0,0,4,0,0,0,0,9,31,69,57,41,18,11,3,0,234,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,4,3,0,0,16,0,8,0,4,8,3,0,0,23,59,97,115,62,28,21,4,0,382,7,4,7,0,0,0,0,0,19,62,111,125,67,37,23,4,0,428
80104103609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,11,32,75,77,29,6,7,0,0,216,3,4,8,0,0,0,0,0,11,35,77,80,24,9,9,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35,80,74,26,21,12,9,0,252,0,0,0,0,4,0,0,0,6,39,83,74,32,26,13,9,0,264,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,9,0,4,3,0,0,4,0,0,12,59,148,145,58,28,12,9,4,469,3,9,8,0,0,0,0,0,26,69,160,157,55,28,19,4,4,500
80104103610,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,6,4,3,5,0,0,0,10,19,38,26,11,0,4,3,0,105,0,0,0,0,0,0,0,0,0,19,41,38,15,7,4,3,0,123,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,20,38,17,17,11,4,0,0,111,0,0,0,0,0,0,0,0,4,20,39,21,22,11,4,0,0,119,0,3,6,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,9,0,8,3,9,5,0,0,0,18,35,75,53,27,17,8,4,0,222,0,0,0,0,0,0,0,0,7,36,78,58,37,16,9,4,0,237
80104103611,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,8,0,5,0,0,0,11,12,8,27,22,8,0,3,0,86,0,0,0,0,0,0,0,0,0,12,8,31,21,10,0,3,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,14,36,22,7,3,0,0,108,0,0,0,0,0,0,0,0,6,25,15,34,23,7,3,0,0,115,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,3,0,0,8,0,5,0,0,0,8,46,24,65,43,15,0,3,0,196,0,0,3,0,0,0,0,0,0,46,23,72,46,18,0,3,0,209
80104103612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,3,5,0,0,0,0,0,5,15,24,24,6,3,0,0,0,68,0,0,0,0,0,0,0,0,0,15,24,25,9,3,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,33,16,4,5,0,0,0,69,0,3,0,0,0,0,0,0,9,8,34,17,10,5,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,9,19,57,40,14,10,0,0,0,142,0,4,3,3,0,0,0,0,10,19,57,50,21,10,5,0,0,160
80104103613,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,4,4,0,3,0,0,0,19,15,32,41,18,9,7,0,0,127,0,4,0,0,0,0,0,0,3,17,42,51,15,14,5,0,0,150,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,3,0,0,0,13,15,48,47,10,15,10,0,0,144,0,0,0,0,0,0,0,0,0,15,51,58,15,14,7,0,0,159,0,0,7,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,3,0,5,4,0,0,12,0,6,5,0,6,4,0,0,31,28,83,93,31,25,16,5,4,276,0,4,0,0,0,0,0,0,3,34,93,105,33,28,17,5,4,313
80104103614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,12,0,0,4,3,4,0,0,0,12,27,20,31,13,10,9,0,0,110,5,6,0,0,0,0,0,0,5,25,27,33,16,12,13,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,41,16,15,10,0,0,115,0,0,0,0,0,0,0,0,4,19,19,35,16,21,10,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,13,0,0,4,3,0,0,0,0,11,45,40,63,32,30,17,4,0,228,5,6,4,0,0,0,0,0,9,44,44,68,31,33,20,4,0,248
80104103615,0,4,3,3,0,0,0,0,13,0,4,0,0,0,0,0,0,8,0,3,3,9,7,0,0,0,14,0,8,8,7,3,0,0,0,30,26,36,63,37,5,0,3,0,170,0,3,0,0,0,0,0,0,3,26,47,73,41,11,5,3,0,207,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,7,29,53,73,35,9,8,0,0,205,0,0,0,0,0,0,0,0,0,29,56,73,33,12,8,0,0,211,0,4,9,3,0,0,0,0,15,0,4,0,0,0,0,0,0,5,0,3,3,8,3,0,0,0,17,0,11,10,8,7,0,0,0,39,55,88,131,71,21,5,5,0,370,0,4,3,0,0,0,0,0,6,55,102,148,79,27,9,5,0,419
80104103616,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,3,0,5,4,3,6,0,0,0,14,0,0,4,9,3,0,0,0,19,32,30,56,31,14,9,0,0,184,0,5,0,0,0,3,0,0,13,32,34,62,37,20,19,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,30,38,59,35,24,9,0,0,195,0,0,4,0,0,0,0,0,5,33,36,60,34,27,11,0,0,207,0,0,0,4,4,0,0,0,6,0,0,0,0,0,0,0,0,4,0,5,4,0,5,0,0,0,13,0,4,4,9,6,0,0,0,25,67,69,115,62,48,22,0,0,377,0,5,3,0,3,0,0,0,15,66,77,118,73,52,31,0,0,419
80104103617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,4,4,7,0,0,0,0,12,21,31,38,19,10,4,3,0,126,0,0,0,0,0,0,0,0,6,21,32,43,26,10,4,3,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,3,25,30,46,25,14,6,0,0,149,0,0,0,0,0,0,0,0,4,25,27,50,31,11,6,0,0,153,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,4,8,0,0,0,0,0,15,0,4,10,7,0,0,0,0,23,50,57,82,47,23,5,3,0,275,0,0,0,0,0,0,0,0,7,50,61,88,50,26,14,3,0,294
80104103618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,8,0,3,0,0,0,36,0,4,0,0,0,0,0,0,4,4,23,8,4,3,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,8,0,0,3,0,0,40,0,3,0,0,0,0,0,0,3,5,22,8,0,0,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,40,17,5,4,3,0,0,72,0,7,0,0,0,0,0,0,7,11,45,17,3,4,3,0,0,82
80104103702,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,7,0,5,0,0,0,16,24,32,38,14,5,9,0,0,123,0,0,0,0,0,0,0,0,0,26,39,41,17,10,9,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,20,43,38,19,11,9,0,0,142,0,0,0,0,0,0,0,0,4,24,48,41,18,11,9,0,0,147,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,7,0,5,0,0,0,18,48,75,71,30,17,14,0,0,260,0,0,0,0,0,0,0,0,9,48,82,81,38,25,14,0,0,285
