SA1_CODE_2021,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
80101101909,0,0,0,0,10,0,11,0,0,0,0,11,0,10,3,0,0,7,13,0,24,19,0,0,19,17,0,36,10,0,0,16,19,0,31,0,0,0,3,13,4,17,0,10,0,10,10,0,23,0,0,0,0,8,0,9,0,0,0,0,0,0,0,39,20,5,54,106,3,169,0,4,0,4,10,0,17,0,0,0,0,9,0,14,9,0,0,8,14,0,29,24,0,0,29,9,0,40,4,0,0,9,20,0,28,4,4,0,3,8,0,16,0,13,0,13,16,0,31,0,4,0,4,7,0,7,0,0,0,0,0,0,0,46,29,3,73,92,8,180,0,7,0,7,23,0,26,0,0,0,0,18,3,21,11,0,0,20,30,3,49,48,0,0,48,26,0,75,16,5,3,22,36,0,58,3,3,0,6,25,4,30,0,21,0,21,29,0,54,0,3,0,3,16,0,20,0,0,0,0
80101101910,0,4,0,4,3,0,5,0,0,0,0,14,0,14,4,0,0,4,13,0,18,8,0,0,8,12,0,25,7,0,0,4,15,0,26,0,6,0,7,15,0,17,0,0,0,0,22,0,27,0,0,0,3,0,0,9,0,0,0,0,5,0,5,21,6,0,34,99,7,134,0,0,0,0,9,0,13,0,0,0,0,13,0,7,5,4,0,6,11,0,16,12,0,0,15,13,0,33,3,0,0,3,10,0,18,0,3,0,5,16,0,26,0,3,0,3,14,0,27,0,0,0,0,8,0,8,0,0,0,0,3,0,3,28,14,0,47,100,0,146,0,0,0,0,19,0,20,0,0,0,0,23,0,19,14,4,0,20,20,0,36,24,0,0,23,30,0,56,11,0,0,10,27,0,40,0,7,0,6,34,0,42,0,9,0,13,39,8,54,0,0,0,5,12,0,17,0,0,0,0
80101101911,0,0,0,0,10,0,19,0,0,0,0,20,0,20,7,0,0,11,23,0,39,18,0,5,18,16,3,33,17,0,0,14,20,0,29,0,5,0,5,15,5,27,0,8,0,8,20,0,26,0,0,0,0,6,0,6,0,0,0,0,0,0,0,43,13,5,56,136,12,200,0,0,0,0,14,0,14,0,0,0,0,8,0,14,16,0,0,18,14,0,26,28,0,0,31,10,3,44,10,3,0,15,21,0,33,0,6,0,6,23,5,34,0,8,0,12,15,4,27,0,0,0,0,10,0,11,0,0,0,0,0,0,0,50,21,4,74,113,16,194,0,0,0,0,27,0,26,0,0,0,0,30,5,40,23,3,0,22,35,3,64,43,0,5,49,19,10,79,22,4,0,30,35,0,63,0,10,0,10,38,3,55,0,12,0,16,32,3,51,0,0,0,0,19,0,18,0,0,0,0
80101101912,0,0,0,0,7,0,9,0,0,0,0,10,0,15,6,0,0,4,24,0,34,15,0,0,17,15,0,34,7,0,0,7,11,3,26,0,0,0,0,6,0,5,0,6,0,6,13,4,25,0,0,0,0,6,0,8,0,0,0,0,0,0,0,35,9,0,44,102,10,151,0,0,0,0,5,0,8,0,0,0,0,11,0,11,7,4,3,13,14,0,26,25,3,0,27,6,5,33,5,4,0,9,10,0,21,0,3,0,3,11,0,13,0,9,0,9,22,0,26,0,0,0,0,3,0,8,0,0,0,0,3,0,3,35,20,3,61,82,5,144,0,0,0,0,17,0,17,0,0,0,0,22,0,23,15,5,3,15,39,0,57,41,3,4,43,19,4,67,13,4,0,20,22,3,46,0,3,0,5,15,0,19,0,16,0,16,34,4,48,0,3,0,3,10,0,11,0,0,0,0
80101101913,0,0,0,0,18,0,14,0,0,0,0,11,0,13,3,0,0,3,18,0,25,24,0,0,24,20,0,45,11,0,0,11,14,0,29,0,0,0,0,22,4,25,0,0,0,0,18,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,45,113,5,169,0,3,0,3,20,0,22,0,0,0,0,14,0,15,15,0,0,19,12,0,27,18,4,0,26,16,0,40,0,0,0,7,13,0,21,0,6,0,6,18,0,27,0,4,0,3,18,0,18,0,0,0,0,8,0,3,0,0,0,0,0,0,0,40,14,4,62,119,5,188,0,3,0,3,37,0,40,0,0,0,0,28,3,26,20,0,0,26,25,3,55,42,4,0,45,33,3,86,13,0,0,16,30,6,47,0,3,0,3,38,4,45,0,6,0,11,32,0,39,0,0,0,0,6,0,5,0,0,0,0
80101101914,0,0,0,0,3,0,3,0,0,0,0,3,0,3,7,0,0,7,13,0,21,15,0,0,12,12,5,26,0,0,0,6,9,0,14,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,3,29,55,4,81,0,3,0,3,4,0,6,0,0,0,0,3,0,8,4,3,0,11,14,4,26,17,0,0,25,7,0,33,4,0,0,4,15,0,22,0,0,0,0,3,0,10,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,6,8,43,60,3,106,0,3,0,3,4,0,10,0,0,0,0,9,0,14,12,3,0,17,28,3,50,27,0,5,33,24,5,66,6,0,0,8,20,0,28,0,5,0,5,10,0,17,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0
80101101915,0,0,0,0,9,0,9,0,0,0,0,4,0,4,12,0,0,11,27,0,34,19,0,0,23,17,0,35,0,0,0,0,3,0,6,0,0,0,5,4,0,12,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,33,3,0,35,72,0,116,0,0,0,0,4,0,4,5,0,0,3,8,0,11,21,0,0,20,21,3,45,21,0,0,19,17,0,38,4,0,0,9,16,0,16,0,4,0,4,10,0,13,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,8,0,57,83,0,138,0,0,0,0,10,0,10,5,0,0,3,14,0,18,31,3,0,37,45,4,81,40,4,0,43,28,3,73,10,0,0,9,18,0,26,0,5,0,6,18,0,27,0,0,0,0,13,0,15,0,0,0,0,0,0,0,0,0,0,0
80101101916,0,0,0,0,6,0,6,0,0,0,0,7,0,9,10,4,0,15,14,0,31,21,0,0,20,17,0,41,10,0,0,10,10,0,16,0,0,0,0,11,0,11,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,6,0,46,68,0,110,0,0,0,0,0,0,0,5,0,0,5,11,0,15,18,0,0,23,18,0,39,19,0,0,24,11,0,37,5,0,0,5,11,0,14,0,0,0,0,13,0,11,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,0,57,70,0,128,0,0,0,0,3,0,3,4,0,0,4,17,0,25,31,5,0,36,35,0,73,43,0,0,41,30,3,74,17,0,0,17,11,0,32,0,0,0,0,22,0,22,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0
80101101917,0,0,0,0,3,0,3,0,0,0,0,7,0,6,5,0,0,5,28,3,41,21,0,0,21,13,0,31,3,0,0,3,12,0,14,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,0,35,72,6,109,0,5,0,5,8,0,10,0,0,0,0,6,0,7,16,0,0,18,20,0,37,14,0,3,20,10,0,27,3,0,0,3,11,0,15,0,0,0,0,8,0,9,0,5,0,5,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,36,12,3,47,71,0,119,0,5,0,5,11,0,12,0,0,0,0,11,0,11,26,0,0,23,47,5,75,34,0,3,36,25,0,59,9,0,0,9,24,0,31,0,0,0,0,16,0,16,0,3,0,3,0,0,7,0,0,0,0,0,0,6,0,0,0,0
80101101918,0,0,0,0,10,0,10,0,0,0,0,9,0,9,5,0,0,5,6,0,15,24,0,0,24,8,0,31,14,0,0,17,10,0,20,0,0,0,0,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,40,51,3,98,0,0,0,0,9,0,9,0,0,0,0,3,0,0,15,0,0,13,12,0,31,29,0,0,32,6,0,38,5,0,0,4,10,0,13,0,0,0,0,11,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,6,3,53,52,3,109,0,0,0,0,18,0,18,0,0,0,0,9,0,8,22,0,0,21,20,4,45,48,0,0,52,24,0,72,13,0,0,19,20,0,40,0,0,0,0,18,0,20,0,0,0,0,0,0,3,0,0,0,0,5,0,5,0,0,0,0
80101101919,0,0,0,0,4,0,3,0,0,0,0,5,0,5,18,0,0,15,17,0,29,36,3,0,37,24,0,63,4,0,0,4,5,0,17,0,0,0,0,13,0,8,0,0,0,0,4,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,56,3,0,62,75,5,143,0,5,0,5,14,0,11,0,0,0,0,6,0,6,24,0,0,29,31,0,56,36,0,4,40,15,3,56,6,0,0,6,6,0,17,0,7,0,7,11,0,19,0,0,0,0,5,0,5,0,0,0,0,6,0,6,0,0,0,0,0,0,0,69,10,4,81,93,0,173,0,5,0,5,17,0,18,0,0,0,0,14,0,14,37,0,0,45,49,0,92,65,0,4,70,39,3,118,10,0,0,12,19,0,30,0,5,0,5,21,0,26,0,0,0,0,5,0,5,0,0,0,0,10,0,10,0,0,0,0
80101102001,0,0,0,0,3,0,3,0,0,0,0,6,0,6,0,0,0,0,11,0,13,16,0,0,17,5,0,23,14,0,0,14,6,0,27,5,0,0,11,13,0,21,0,0,0,0,11,0,11,0,0,0,0,7,0,7,0,0,0,0,0,0,0,37,4,0,42,62,4,105,0,3,0,3,8,0,7,0,0,0,0,7,0,7,5,0,0,8,9,0,15,19,4,0,20,8,0,25,9,0,0,14,11,0,27,0,9,0,8,7,0,15,0,4,0,4,7,0,10,0,0,0,0,8,0,8,0,0,0,0,0,0,0,38,16,4,49,63,4,123,0,3,0,3,16,0,15,0,0,0,0,8,0,8,11,0,0,7,19,0,29,32,4,0,39,12,0,48,24,0,3,32,20,0,48,9,6,0,12,23,0,36,0,3,0,3,18,0,26,0,0,0,0,15,0,15,0,0,0,0
80101102002,0,0,0,0,7,0,10,0,0,0,0,16,0,21,9,0,0,8,31,6,45,9,0,0,14,11,3,32,8,0,0,10,10,4,17,3,0,0,3,18,3,28,0,0,0,0,9,0,12,0,0,0,0,14,0,12,0,0,0,0,5,0,5,32,8,0,38,117,19,176,0,0,0,0,9,0,11,0,0,0,0,10,0,11,5,0,0,5,28,0,36,15,0,0,23,12,0,34,8,0,0,8,9,5,18,0,0,0,0,20,0,20,0,3,0,3,11,0,13,0,0,0,0,19,0,19,0,0,0,0,4,0,4,36,9,4,36,110,8,158,0,0,0,0,11,0,20,0,0,0,4,25,0,26,15,0,0,13,61,9,79,27,5,0,31,25,3,58,17,0,0,15,12,3,37,3,4,0,3,37,4,49,0,3,0,3,19,4,28,0,4,0,4,32,0,36,0,0,0,0
80101102003,0,0,0,0,11,0,11,0,0,0,0,11,0,11,0,0,0,0,11,0,14,13,0,0,13,11,0,26,12,0,0,11,8,0,18,0,0,0,0,16,4,16,0,0,0,0,0,0,7,0,3,0,3,15,0,16,0,0,0,0,0,0,0,26,7,0,33,77,8,119,0,0,0,0,4,0,4,0,0,0,0,5,0,3,9,0,0,9,7,0,14,12,0,0,12,8,0,21,7,0,0,10,12,0,26,0,0,0,0,7,0,9,0,0,0,0,6,0,12,0,3,0,3,9,0,10,0,0,0,0,5,0,5,25,9,0,33,66,3,101,0,0,0,0,12,0,12,0,0,0,0,10,0,13,9,0,0,9,19,0,28,24,0,0,24,21,0,44,17,0,0,21,20,0,43,0,0,0,0,25,4,27,0,4,0,4,10,0,18,0,4,0,4,22,0,26,0,0,0,0
80101102004,0,0,0,0,7,0,7,0,0,0,0,10,0,9,5,0,0,5,8,5,18,8,0,0,8,12,0,20,10,0,0,10,14,0,21,3,0,0,0,11,4,18,0,0,0,0,8,0,6,0,0,0,0,10,0,10,0,0,0,0,0,0,0,22,0,0,21,77,12,113,0,0,0,0,3,0,0,0,0,0,0,3,0,3,5,0,0,5,8,0,16,13,0,0,13,0,0,14,8,0,0,14,12,0,21,0,0,0,0,15,0,17,0,4,0,4,7,0,10,0,0,0,0,11,0,8,0,0,0,0,0,0,0,18,7,0,32,66,5,104,0,0,0,0,8,0,12,0,0,0,0,15,0,15,6,0,0,6,19,3,32,16,0,0,16,17,0,36,18,0,0,18,22,0,42,3,4,0,8,24,4,34,0,4,0,4,16,4,25,0,0,0,0,13,0,19,0,0,0,0
80101102005,0,3,0,3,6,0,16,0,0,0,0,47,5,53,3,4,0,11,75,14,99,19,0,3,18,36,4,64,9,0,0,10,29,4,42,0,0,0,0,13,3,12,0,3,0,3,29,0,29,0,4,0,4,16,0,24,0,0,0,0,9,0,8,33,19,3,53,258,29,339,0,0,0,0,15,0,14,0,5,0,4,35,4,44,14,6,0,22,86,15,114,28,6,0,35,40,4,81,4,0,0,8,19,0,22,0,6,0,6,28,0,35,0,14,0,14,39,0,51,0,5,0,5,26,0,30,0,0,0,0,14,0,17,53,40,0,90,297,23,413,0,5,0,5,22,4,23,0,0,0,4,78,6,91,24,12,0,32,162,26,218,44,6,3,55,79,8,145,18,0,0,14,43,4,61,0,9,0,9,42,0,47,0,14,0,14,73,0,87,0,8,0,8,42,3,52,0,0,0,0
80101102006,0,5,0,5,4,0,4,0,0,0,0,9,0,10,0,0,0,0,17,4,27,8,0,0,12,9,4,20,8,0,0,8,7,0,15,3,0,0,4,10,0,14,0,3,0,3,6,0,13,0,0,0,0,7,0,10,0,0,0,0,4,0,4,26,8,0,29,82,16,123,0,0,0,0,4,0,4,0,0,0,0,4,0,6,4,4,0,5,13,0,21,8,3,0,16,7,0,21,12,0,0,12,13,0,20,0,5,0,5,6,0,16,0,8,0,8,7,0,16,0,3,0,3,6,0,6,0,0,0,0,4,0,4,24,20,4,40,72,10,118,0,5,0,5,10,0,18,0,0,0,0,10,0,10,11,4,0,14,30,8,48,20,3,0,29,13,5,46,17,0,0,16,20,4,41,3,3,0,7,16,0,26,0,6,0,6,22,0,25,0,5,0,5,16,3,22,0,0,0,0
80101102007,0,0,0,0,8,3,7,0,0,0,0,6,6,14,4,0,0,4,15,0,19,12,0,0,11,9,0,23,3,4,0,6,7,0,17,0,0,0,0,23,0,24,0,5,0,5,19,0,22,0,0,0,0,7,0,11,0,0,0,0,5,0,5,22,10,0,33,94,14,140,0,0,0,0,10,0,10,0,0,0,0,9,4,11,8,0,0,8,14,0,21,8,0,0,11,3,0,20,4,0,0,4,13,3,22,0,0,0,0,9,0,14,0,3,0,3,16,0,15,0,4,0,4,10,0,13,0,0,0,0,4,0,4,21,8,0,33,85,9,128,0,0,0,0,17,3,19,0,0,0,0,15,9,23,10,0,0,10,29,0,36,22,0,0,26,22,0,46,15,4,0,13,18,4,35,0,0,0,0,36,0,44,0,7,0,7,33,0,39,0,4,0,4,18,0,20,0,0,0,0
80101102008,0,0,0,0,5,0,5,0,0,0,0,16,0,22,6,0,0,5,31,0,38,18,0,0,18,9,0,24,4,0,0,4,13,0,20,3,0,0,3,17,0,23,0,0,0,0,12,0,14,0,3,0,0,14,0,18,0,0,0,0,4,0,4,30,11,0,36,124,6,169,0,0,0,0,11,0,15,0,0,0,0,20,0,20,3,3,0,8,23,0,31,18,0,0,18,5,0,24,8,3,0,9,17,0,23,0,3,0,3,20,0,26,0,3,0,3,12,0,18,0,0,0,0,7,0,10,0,0,0,0,3,0,3,30,17,0,45,125,5,173,0,0,0,0,18,0,19,0,0,0,0,40,0,46,5,4,0,9,55,5,68,32,0,0,36,17,0,49,9,3,0,14,28,0,42,3,4,0,8,37,5,47,0,10,0,10,25,0,33,0,4,0,3,26,0,30,0,0,0,0
80101102101,0,0,0,0,15,0,16,0,0,0,0,24,0,26,7,0,0,8,29,0,37,15,0,0,15,18,0,30,10,0,0,11,14,0,29,4,0,0,7,33,0,39,0,11,0,14,23,0,32,0,0,0,0,17,3,21,0,0,0,0,10,0,10,35,14,0,54,180,11,248,0,0,0,0,14,0,16,4,7,0,3,9,0,16,5,3,0,12,29,0,42,24,0,0,24,13,0,36,11,3,0,16,20,3,40,0,9,0,4,33,0,44,0,18,0,18,39,0,54,0,3,0,3,20,0,20,0,0,0,0,4,0,8,49,37,0,87,184,12,280,0,0,0,0,31,0,32,0,7,0,8,33,3,43,14,3,0,21,58,3,83,34,0,0,34,30,0,70,21,6,0,31,32,3,66,3,7,0,15,70,3,82,0,26,0,24,63,5,89,0,3,0,3,32,3,42,0,0,0,0
80101102102,0,0,0,0,12,0,12,0,0,0,0,8,0,8,4,0,0,7,15,0,19,12,0,0,12,7,0,18,0,0,0,7,19,3,28,10,0,0,9,16,0,27,0,7,0,7,19,0,24,0,0,0,0,10,0,10,0,0,0,0,6,0,6,21,7,0,37,116,6,153,0,0,0,0,10,0,10,0,0,0,0,11,0,11,8,0,0,5,7,0,22,14,0,0,14,7,0,17,4,0,0,11,15,0,24,5,3,0,6,22,0,32,0,7,0,7,24,0,32,0,0,0,0,11,0,11,0,0,0,0,3,0,3,29,12,0,44,121,5,170,0,0,0,0,25,0,25,0,0,0,0,23,0,23,10,0,5,13,23,0,38,24,0,0,28,15,0,40,11,4,0,16,36,5,60,5,4,0,13,41,0,57,0,11,0,11,40,3,52,0,0,0,0,25,0,25,0,0,0,0
80101102103,0,3,0,3,13,0,18,0,0,0,0,16,0,16,4,0,0,4,29,6,40,18,0,0,22,10,3,33,9,0,0,9,17,0,27,0,3,0,3,33,0,36,0,3,0,9,29,0,38,0,5,0,5,13,0,9,0,0,0,0,4,0,0,38,14,0,57,160,7,224,0,0,0,0,13,0,13,0,0,0,0,23,0,25,12,0,0,15,29,0,35,14,0,0,14,8,5,26,9,0,4,6,24,3,35,0,4,0,8,32,0,43,0,14,0,12,36,0,49,0,0,0,0,7,0,6,0,0,0,0,5,0,5,35,21,4,59,172,8,241,0,3,0,3,25,0,24,0,0,0,0,41,0,44,14,0,0,21,59,3,80,36,0,0,36,22,5,62,14,0,4,17,41,3,63,0,9,0,14,63,0,82,0,19,0,22,66,0,86,0,4,0,4,19,0,21,0,0,0,0
80101102104,0,0,0,0,13,0,15,0,0,0,0,8,0,8,9,0,0,9,20,0,27,23,0,0,22,9,0,36,6,0,0,15,23,0,30,0,0,0,3,36,0,38,0,5,0,12,25,0,32,3,0,0,3,7,0,8,0,0,0,0,3,0,3,46,12,0,52,137,7,200,0,4,0,4,11,0,9,0,0,0,0,12,0,13,9,0,0,8,14,0,21,21,0,0,20,7,4,27,8,0,0,12,17,0,29,0,17,0,17,45,0,58,0,10,0,10,18,0,27,0,3,0,3,3,0,6,0,0,0,0,0,0,0,37,33,6,69,124,6,200,0,6,0,6,22,0,31,0,0,0,0,14,0,19,18,0,0,18,33,0,50,40,0,5,40,16,3,56,24,0,5,23,33,0,57,0,17,0,19,77,0,96,0,16,0,15,40,0,57,3,0,0,6,10,0,19,0,0,0,0
80101102105,0,0,0,0,22,0,25,0,0,0,0,17,6,21,5,0,0,6,36,9,49,31,0,0,33,10,0,40,30,0,0,32,16,0,51,4,3,0,8,32,0,46,0,10,0,10,30,0,47,0,0,0,0,7,0,14,0,0,0,0,3,0,3,69,18,0,94,180,13,289,0,0,0,3,21,6,24,0,0,0,0,18,0,22,13,5,0,15,20,0,35,42,4,6,45,8,0,55,14,5,0,27,23,0,53,0,13,0,17,37,5,54,0,10,0,10,20,0,36,0,0,0,0,18,0,15,0,0,0,0,0,0,0,72,39,4,113,169,11,293,0,0,0,8,46,6,48,0,0,0,0,36,0,42,17,4,0,15,51,10,78,74,4,4,77,17,0,99,51,6,0,56,42,3,101,3,17,0,21,70,5,100,0,19,0,19,54,3,78,0,0,0,0,26,0,27,0,0,0,0
80101102201,0,0,0,0,5,0,5,0,0,0,0,8,0,8,0,0,0,4,7,0,8,14,0,0,14,3,0,20,9,0,0,9,6,0,14,0,5,0,5,9,0,10,0,4,0,4,7,0,8,0,0,0,0,11,0,8,0,0,0,0,0,0,0,22,7,0,26,49,4,84,0,3,0,3,0,0,4,0,0,0,0,5,0,5,5,0,0,5,9,0,17,15,0,0,14,4,0,22,7,0,0,7,5,0,17,0,3,0,3,8,0,12,0,8,0,8,0,0,8,0,0,0,0,9,0,11,0,0,0,0,0,0,0,25,13,0,38,42,0,81,0,3,0,3,9,0,14,0,0,0,0,8,0,8,8,0,0,13,16,0,26,26,0,0,32,6,0,35,15,0,0,15,13,0,23,0,3,0,3,14,0,17,0,12,0,12,8,0,16,0,0,0,0,13,3,16,0,0,0,0
80101102202,0,0,0,0,9,0,11,0,0,0,0,13,0,11,0,0,0,0,10,0,9,11,0,0,8,7,0,15,12,0,0,15,13,0,22,5,0,0,4,10,0,8,0,3,0,3,16,0,22,0,7,0,7,15,0,16,0,0,0,0,3,0,3,29,14,0,44,78,0,127,0,0,0,0,5,0,5,0,0,0,0,8,0,5,0,3,0,3,10,0,18,19,0,0,22,0,0,21,7,0,0,13,13,0,22,0,3,0,3,8,0,17,0,11,0,11,12,0,21,0,0,0,0,9,0,13,0,0,0,0,0,0,0,30,17,0,48,73,0,115,0,0,0,0,17,0,16,0,4,0,4,22,0,22,6,3,0,4,18,0,20,29,0,0,31,6,0,33,23,5,0,29,21,0,46,5,0,0,6,15,0,23,0,15,0,15,26,0,43,0,3,0,3,21,0,28,0,0,0,0
80101102203,0,0,0,0,11,0,15,0,0,0,0,8,0,9,12,0,0,11,29,0,38,16,0,0,15,18,0,27,11,0,0,12,18,0,29,0,0,0,4,18,0,23,0,3,0,3,15,0,21,0,4,0,4,8,0,11,0,0,0,0,4,0,4,36,9,0,48,123,10,176,0,0,0,0,13,0,12,0,0,0,0,10,0,15,19,4,0,26,21,0,45,21,0,0,19,24,0,41,10,0,0,10,25,0,33,0,4,0,5,22,0,20,0,10,0,10,24,0,26,0,0,0,0,21,0,17,0,0,0,0,3,0,3,48,20,0,67,160,7,229,0,0,0,0,23,0,25,0,0,0,0,23,6,24,29,4,0,36,54,0,88,33,0,0,38,37,3,72,16,0,0,19,39,3,61,3,0,0,6,33,0,45,0,7,0,7,36,0,46,0,5,0,5,28,0,33,0,0,0,0
