SA1_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
80107108234,8,3,10,10,11,17,8,8,16,0,6,3,19,19,33,11,8,16,0,0,0,4,0,4,9,8,20,0,0,0,0,0,0,0,0,5,0,7,7,0,0,0,6,6,8,4,6,7,0,0,0,0,0,0,3,5,3,0,0,0,8,7,16,11,19,26,0,0,0,0,5,7,0,0,0,3,5,7,6,7,16,56,53,107
80107108235,9,5,6,14,16,31,6,11,18,0,0,3,25,27,56,21,18,33,5,0,6,0,3,5,26,21,43,0,5,5,0,0,0,0,0,0,0,8,8,0,0,0,0,10,13,3,3,9,0,4,0,4,4,10,8,4,8,0,0,0,17,14,30,19,28,46,0,0,4,0,3,5,0,0,0,3,3,8,20,13,36,94,100,193
80107108236,5,5,11,22,11,34,14,9,25,0,3,3,35,28,63,16,10,29,10,11,24,5,5,10,34,27,60,0,0,0,0,0,0,0,0,0,8,3,10,0,0,0,6,3,13,4,6,8,0,0,0,0,3,3,3,8,8,0,0,0,9,16,29,21,19,40,0,0,0,0,0,0,0,0,0,0,0,0,11,0,15,107,82,191
80107108237,0,0,3,4,4,4,7,9,15,0,4,0,10,10,26,9,9,14,15,4,15,5,4,6,29,10,39,0,0,0,0,0,0,3,0,8,0,5,5,0,0,0,9,8,16,7,7,15,0,0,0,0,0,4,5,0,10,0,0,0,12,13,25,18,19,38,0,0,0,0,4,3,0,0,0,0,4,3,3,0,0,63,51,109
80107108238,0,3,3,3,4,9,7,3,11,8,0,8,18,9,29,0,10,14,6,7,14,0,0,3,12,20,32,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,4,5,4,0,8,7,0,0,0,0,0,4,0,4,5,0,0,0,3,11,14,9,13,23,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,43,47,94
80107108239,5,3,9,12,11,19,4,6,8,0,0,0,21,16,31,6,5,8,4,3,9,0,0,0,7,7,18,0,0,0,0,0,0,4,0,0,0,11,8,0,0,0,3,8,15,3,0,4,0,0,0,0,0,0,0,5,5,0,0,0,9,8,15,12,22,29,4,0,4,0,0,0,0,0,0,3,0,8,9,3,11,53,50,102
80107108240,0,0,0,5,3,9,6,9,7,4,0,0,14,9,20,6,6,10,3,3,7,3,0,3,16,7,23,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,6,10,3,6,7,0,0,6,0,0,0,7,0,6,0,0,0,7,9,15,14,9,25,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,44,36,77
80107108241,3,5,8,10,5,13,4,7,14,0,3,3,16,16,31,7,5,15,3,9,14,0,0,0,12,16,26,0,0,4,0,4,4,0,0,3,4,3,6,0,0,0,11,11,17,6,7,13,0,0,0,3,0,5,3,0,4,0,0,0,9,13,21,16,21,37,0,0,0,3,0,7,0,0,0,3,0,7,7,9,12,52,69,119
80107108301,14,6,21,16,17,27,12,8,19,3,5,5,29,31,54,13,11,18,16,7,22,0,3,7,25,16,43,0,0,0,0,0,0,8,0,8,0,0,4,0,0,0,9,6,10,0,4,4,0,7,7,0,0,4,3,0,6,0,0,0,4,18,22,17,20,33,0,0,3,0,0,3,0,0,0,6,0,7,0,7,3,83,85,162
80107108302,8,0,10,9,7,18,9,8,22,0,4,7,23,22,42,6,15,17,7,4,13,5,3,8,15,21,36,3,0,0,0,0,0,3,0,5,6,3,9,0,0,0,9,6,12,3,0,5,3,0,3,0,0,0,0,9,6,0,0,0,7,11,19,18,12,33,0,0,0,0,5,0,0,0,0,4,5,5,0,5,8,64,63,133
80107108303,3,0,0,10,8,19,9,12,22,5,4,6,27,17,42,9,8,21,7,9,18,0,0,4,15,19,37,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,3,3,4,5,0,0,0,0,0,0,0,0,4,0,0,0,6,14,19,5,17,21,0,0,5,0,0,0,0,0,0,3,0,3,0,3,3,51,57,112
80107108401,0,0,0,4,4,3,0,0,3,0,0,0,7,5,7,6,4,7,0,0,0,0,0,0,6,4,7,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,8,0,8,3,0,9,3,0,3,0,0,0,0,0,3,0,0,0,11,4,11,8,5,19,0,0,0,0,0,4,0,0,0,0,3,5,0,0,4,22,18,47
80107108402,7,3,6,12,9,14,5,0,6,4,0,0,15,8,25,3,10,12,9,4,10,0,4,4,11,16,29,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,4,0,7,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,8,6,10,9,14,0,0,0,0,0,0,0,0,0,0,0,0,4,8,13,46,44,91
80107108403,0,7,15,20,5,27,0,0,3,3,0,3,23,10,32,5,9,8,5,3,8,0,3,3,13,5,17,0,3,3,0,3,3,0,0,3,0,3,6,0,0,0,5,4,11,5,5,9,0,4,4,0,0,0,4,0,5,0,0,0,8,13,21,13,16,32,0,0,0,0,5,0,0,0,0,0,5,0,3,0,3,52,51,104
80107108404,10,9,21,4,7,11,0,6,7,4,0,3,14,11,22,10,5,17,4,6,3,6,7,10,17,18,31,4,0,4,0,0,4,0,4,5,3,5,3,0,0,0,12,7,16,3,0,3,0,3,3,0,0,0,0,3,5,0,0,0,3,5,12,15,14,27,0,4,4,0,0,8,0,0,0,0,6,13,10,11,18,68,71,132
80107108405,0,0,0,5,5,13,4,0,8,0,4,4,9,11,22,4,0,3,0,5,9,0,0,0,3,5,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,9,4,0,11,3,0,3,3,0,0,3,3,9,0,0,0,10,9,19,15,10,28,0,0,0,0,0,3,0,0,0,0,0,3,9,3,10,39,35,72
80107108406,5,3,6,10,4,18,7,0,11,4,5,4,25,9,30,9,0,8,6,4,9,0,0,0,10,8,20,3,0,3,0,0,0,3,0,6,3,3,0,0,0,0,8,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,11,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,46,31,78
80107108407,3,0,7,16,10,20,10,5,7,4,0,0,23,10,31,3,0,0,4,0,8,0,3,5,7,7,17,0,0,0,0,0,0,5,0,8,4,3,7,0,0,0,9,0,7,0,3,3,0,0,0,0,0,0,0,4,7,0,0,0,3,9,12,7,9,22,0,0,0,0,3,3,0,0,0,0,3,3,5,3,6,48,35,87
80107108408,8,3,8,9,9,19,6,4,14,0,3,5,21,18,34,3,11,14,9,3,13,0,3,4,11,15,28,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,4,5,11,11,5,17,0,0,0,3,4,6,0,0,0,3,4,9,0,0,5,53,46,99
80107108409,0,0,6,7,5,8,5,3,7,5,0,8,10,5,21,0,7,0,5,3,6,0,3,3,9,10,15,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,7,3,7,10,0,0,0,3,0,3,4,0,4,0,0,0,10,9,19,11,7,27,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,45,35,75
80107108410,4,0,4,7,6,5,3,4,6,0,5,8,12,14,23,3,4,7,0,4,5,5,4,7,6,7,18,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,3,5,10,10,0,7,0,0,0,0,0,0,0,8,8,0,0,0,7,7,17,12,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,38,35,71
80107108411,4,3,3,0,11,11,10,3,8,0,0,3,11,17,30,6,11,11,10,6,14,3,3,9,17,18,34,0,0,0,0,0,0,3,0,4,0,4,4,0,0,0,3,3,9,0,3,5,0,3,4,0,4,4,0,3,3,0,0,0,3,9,16,7,8,21,0,0,0,0,0,6,0,0,0,4,0,3,0,0,6,38,49,95
80107108412,0,8,8,9,12,23,0,0,0,3,0,5,15,16,31,8,9,9,0,0,4,0,0,0,9,11,18,0,0,0,0,3,9,0,0,0,9,4,4,0,0,0,6,9,10,0,0,4,0,0,0,0,0,0,0,7,3,0,0,0,0,5,11,12,14,25,0,0,0,6,0,6,0,0,0,6,0,6,4,13,11,42,54,93
80107108413,4,3,8,5,0,8,6,0,6,0,0,0,10,0,12,8,0,8,0,3,0,0,0,0,7,3,11,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,4,5,6,6,8,9,0,0,0,0,0,3,0,0,0,0,0,3,0,3,4,29,18,46
80107108414,4,0,3,11,9,19,4,0,4,0,0,0,12,9,23,4,13,17,0,0,0,0,0,0,6,13,21,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,4,9,0,0,0,6,5,8,0,0,0,4,6,12,0,0,0,7,13,22,9,20,28,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,31,54,84
80107108415,5,3,8,14,19,35,5,11,12,0,0,0,24,29,48,3,12,19,0,0,0,0,0,0,7,17,25,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,5,7,0,0,0,4,6,12,3,8,11,5,0,5,0,0,0,0,0,0,5,0,4,0,5,5,42,60,104
80107108417,0,0,8,7,5,14,6,3,7,5,0,5,17,8,25,12,0,12,0,0,5,3,4,3,13,8,19,0,0,0,0,0,0,0,0,3,0,5,5,0,0,0,0,4,5,0,0,4,4,0,4,0,0,0,3,3,4,0,0,0,8,6,12,10,14,21,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17,49,42,91
80107108418,5,5,9,7,5,15,5,4,6,0,0,0,13,9,23,0,5,5,3,4,10,0,0,0,3,7,11,4,0,4,0,0,0,0,0,5,0,4,4,0,0,0,3,0,6,0,0,0,4,6,3,0,0,0,8,4,9,0,0,0,5,3,12,11,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,32,31,64
80107108419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,27,46,16,27,46
80107108420,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,12,6,19
80107108501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80107108601,0,5,6,14,10,22,0,5,9,0,0,3,17,20,34,13,0,11,3,0,3,5,0,7,21,3,22,4,0,4,0,0,4,4,0,4,0,0,0,0,0,0,3,3,10,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,5,3,5,7,11,14,0,0,0,0,0,0,0,0,0,0,4,3,4,5,14,55,39,91
80107108602,3,3,5,11,3,15,3,0,4,0,0,3,17,8,25,3,8,10,3,5,9,0,0,0,11,14,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,0,5,0,0,0,0,0,0,0,0,3,0,0,0,5,4,6,8,6,12,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,36,30,73
80107108603,7,0,9,16,14,31,13,8,18,0,5,5,29,20,49,10,10,19,4,3,7,4,0,10,21,9,34,6,0,6,0,0,0,0,0,0,4,3,3,0,0,0,7,5,13,4,0,3,0,3,3,0,0,5,0,3,5,0,0,0,5,14,18,8,18,30,5,0,3,6,3,9,0,0,0,6,3,12,11,5,17,83,67,145
80107108604,4,3,6,14,4,15,0,3,3,0,6,6,14,12,22,10,7,16,8,0,8,0,3,3,15,5,25,0,0,0,0,0,0,4,0,4,0,0,3,0,0,0,7,4,6,5,0,5,0,0,0,0,0,0,0,0,3,0,0,0,9,0,6,7,7,12,0,0,0,0,0,5,0,0,0,0,0,5,0,10,8,38,33,77
80107108605,3,0,5,14,8,16,0,3,11,8,3,7,20,16,36,7,4,17,4,9,12,0,0,0,14,7,28,0,0,0,0,0,0,0,4,4,0,3,10,0,0,0,7,4,13,4,0,3,3,0,4,0,0,0,3,9,11,0,0,0,5,16,21,20,19,34,0,0,0,0,0,4,0,0,0,0,4,0,3,7,11,63,57,117
80107108701,4,9,11,22,12,35,9,4,12,0,0,0,31,20,49,14,7,28,10,5,6,0,0,0,21,15,38,0,3,4,0,0,0,5,0,6,6,0,5,0,0,0,10,6,15,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,7,4,13,12,11,22,0,0,0,0,0,4,0,0,0,5,0,7,8,8,10,86,54,137
80107108702,4,0,3,8,17,24,7,5,13,3,3,9,18,26,42,14,12,20,8,6,9,0,0,3,19,19,36,3,0,3,0,4,4,4,0,4,3,6,10,0,0,0,8,7,18,0,0,5,0,0,0,0,0,0,3,3,6,0,0,0,6,7,8,13,16,27,0,0,4,4,5,7,0,0,0,4,3,6,15,11,17,68,67,139
80107108703,5,4,8,18,21,37,6,9,9,0,0,3,28,27,56,16,15,28,9,0,9,0,0,0,18,17,37,0,0,0,4,0,4,0,0,0,4,10,10,0,0,0,8,13,20,0,5,6,0,0,4,0,0,0,6,5,12,0,0,0,12,8,24,23,20,37,0,0,0,5,3,4,0,0,0,0,3,5,9,10,14,82,77,162
80107108704,0,3,3,4,3,8,0,4,4,0,0,0,4,3,12,5,3,9,0,0,4,0,4,4,8,7,12,0,0,4,0,0,0,0,0,0,3,4,3,0,0,0,3,3,13,3,4,10,0,3,3,0,0,0,3,4,0,0,0,0,3,12,11,10,13,25,0,0,0,0,0,4,0,0,0,0,3,3,8,3,14,30,39,71
80107108705,6,3,12,12,21,30,11,3,10,0,0,0,23,22,41,16,6,23,0,4,7,0,0,0,11,17,31,0,0,0,0,0,5,5,0,8,0,6,5,0,0,0,9,7,14,7,0,7,0,0,0,0,0,0,0,4,3,0,0,0,6,5,12,13,10,26,0,0,0,0,4,6,0,0,0,3,5,7,10,13,27,71,69,138
80107108706,6,8,9,9,25,35,4,13,19,0,0,3,17,34,54,15,11,24,0,3,4,0,3,4,17,21,42,0,0,0,0,0,0,0,3,3,4,4,7,0,0,0,8,6,15,6,6,12,0,0,4,3,0,7,0,0,4,0,0,0,12,10,23,17,22,37,0,6,6,4,6,9,0,0,0,4,6,7,8,15,23,71,102,178
80107108707,3,3,4,14,8,24,3,3,6,0,0,4,20,10,31,9,3,15,0,0,6,4,0,4,14,8,18,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,46,28,77
80107108801,4,0,4,18,13,26,8,5,13,0,0,4,23,19,43,14,10,28,7,4,11,3,5,6,27,25,49,0,0,5,0,4,4,5,0,9,5,3,9,0,0,0,11,13,21,4,9,12,3,6,4,0,0,0,3,4,11,0,0,0,9,19,28,23,27,47,0,3,3,0,3,4,0,0,0,0,6,4,12,10,16,79,82,163
80107108802,0,5,6,5,7,18,0,6,7,0,3,3,9,20,28,13,7,18,4,3,12,0,0,0,15,7,27,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,7,0,4,4,0,0,0,0,4,5,3,4,6,0,0,0,0,13,16,10,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,41,82
80107108803,3,4,8,5,3,7,4,10,15,0,0,0,9,17,30,5,6,8,4,12,12,4,0,4,7,15,25,0,0,0,0,0,0,5,3,4,0,4,8,0,0,0,8,4,9,0,6,3,0,0,0,4,0,4,0,11,8,0,0,0,8,11,19,13,19,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,51,90
80107108804,4,11,9,4,3,13,3,8,8,3,0,3,11,9,21,5,6,14,4,4,12,0,0,3,19,12,33,6,0,6,0,0,0,3,0,9,3,4,6,0,0,0,7,7,15,3,11,15,0,0,0,0,0,0,0,3,4,0,0,0,12,19,25,18,19,33,0,0,0,4,0,4,0,0,0,4,0,6,0,0,5,48,57,110
80107108805,4,10,15,14,10,20,6,3,9,0,0,3,18,15,35,6,3,12,0,0,4,0,0,3,5,7,13,0,0,0,0,0,0,0,0,3,0,6,6,0,0,0,3,9,12,3,0,3,0,3,3,0,0,0,6,0,6,0,0,0,4,12,12,8,15,26,0,0,8,0,0,3,0,0,0,6,5,3,3,9,9,48,53,107
80107108806,0,0,3,9,7,13,0,3,0,0,0,0,13,10,20,10,12,16,0,0,3,0,0,0,12,10,24,4,0,5,0,0,0,0,3,3,0,0,0,0,0,0,5,0,8,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,4,7,7,10,14,0,0,0,0,0,0,0,0,0,0,4,3,4,7,9,33,34,71
80107108807,4,3,6,11,26,34,8,13,18,0,0,0,14,36,53,15,12,29,0,3,9,0,0,0,21,16,33,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,4,5,11,4,0,8,0,0,0,0,0,0,0,8,8,0,0,0,4,9,9,7,11,17,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,52,71,123
80107108808,6,3,6,9,8,17,7,7,16,7,0,7,19,11,31,9,9,17,0,0,3,3,3,3,14,14,26,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,8,6,9,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,5,6,7,12,9,20,0,0,0,0,0,3,0,0,0,4,0,0,6,5,11,56,43,99
80107108809,6,0,9,21,19,36,9,4,14,0,0,3,36,26,52,8,10,22,3,3,6,0,0,8,17,18,35,0,0,0,0,3,0,6,0,10,0,3,3,0,0,0,8,7,15,0,9,9,0,0,0,0,3,3,3,9,7,0,0,0,0,14,19,9,23,34,0,0,0,0,0,0,0,0,0,0,0,0,6,11,21,72,74,149
80107108810,7,3,11,12,3,15,0,6,9,0,0,0,11,4,20,10,4,11,3,0,7,0,0,0,14,5,17,0,0,0,0,0,0,4,0,3,0,4,5,0,0,0,8,7,18,0,0,3,0,0,0,0,0,0,4,5,6,0,0,0,0,8,10,10,15,23,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,45,33,80
80107108901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,12,3,7,16
80107109001,3,3,4,14,13,27,5,4,7,0,4,4,20,19,37,4,7,11,3,5,4,3,0,10,11,13,23,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,4,4,0,0,0,0,4,4,7,9,13,43,51,90
80107109002,5,0,8,7,7,16,3,0,3,0,0,0,8,7,18,7,6,10,0,0,4,0,0,0,6,5,14,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,5,0,3,0,4,4,0,0,0,0,0,0,0,3,3,0,0,0,5,7,9,3,10,12,0,0,0,3,0,6,0,0,0,3,0,6,5,9,13,38,26,64
80107109003,9,5,13,13,14,22,4,3,12,0,5,4,20,23,36,5,7,14,10,10,13,4,0,9,17,16,38,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,3,0,5,8,0,0,0,0,0,0,5,3,12,0,0,0,7,14,27,11,19,31,0,4,4,5,0,6,0,0,0,5,3,6,4,11,13,62,74,135
80107109004,5,3,13,17,9,28,7,3,11,0,8,6,25,18,43,7,14,21,0,3,3,0,4,3,13,15,27,0,0,0,3,0,0,3,0,4,0,3,9,0,0,0,7,4,14,4,9,11,3,0,3,0,0,0,6,9,9,0,0,0,5,13,23,15,22,33,0,0,0,0,0,3,0,0,0,0,3,3,7,3,10,65,75,141
80107109005,4,3,5,16,3,21,11,5,11,3,0,3,24,19,42,8,11,23,5,0,13,0,4,5,14,12,32,0,0,0,0,0,0,0,0,0,6,3,8,0,0,0,6,9,12,0,0,4,0,0,0,0,0,0,5,3,3,0,0,0,5,3,13,4,15,20,0,0,0,0,0,5,0,0,0,4,4,4,3,5,16,62,62,122
80107109006,5,0,3,7,16,21,3,0,4,4,0,4,14,13,29,5,5,13,0,6,3,0,0,3,15,11,23,0,0,0,0,0,0,0,0,6,0,4,5,0,0,0,0,4,6,0,5,3,0,0,0,0,0,0,5,0,8,0,0,0,9,3,13,14,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,47,39,87
80107109007,3,4,4,16,9,24,4,8,14,0,0,7,23,18,39,8,5,15,3,0,6,0,0,0,11,8,18,0,0,0,4,0,6,0,0,5,8,5,14,0,0,0,14,9,14,0,3,3,0,4,6,0,0,0,0,0,5,0,0,0,3,6,16,18,15,29,0,3,3,0,0,4,0,0,0,6,5,9,16,16,29,72,56,130
80107109008,9,10,13,16,6,19,3,3,11,3,6,11,23,24,46,10,7,23,5,3,10,3,5,7,20,20,40,4,6,5,0,0,3,3,0,3,0,0,0,0,0,0,11,4,13,3,0,6,0,7,6,4,0,5,0,5,5,0,0,0,11,13,27,24,13,37,0,0,0,3,3,6,0,0,0,4,3,8,9,3,15,88,73,161
80107109009,5,4,6,7,8,19,3,5,16,0,0,0,14,14,33,0,3,8,3,8,4,0,0,0,6,10,18,3,0,3,0,0,0,0,4,4,0,5,3,0,0,0,5,7,13,0,5,5,0,0,0,0,0,0,0,6,3,0,0,0,6,7,9,6,14,22,0,0,0,0,0,0,0,0,0,0,0,0,7,8,12,45,49,98
80107109010,6,3,8,16,16,29,4,4,6,3,0,9,24,21,44,16,13,27,5,11,15,3,9,10,27,29,58,0,4,4,0,0,0,0,0,3,0,0,0,0,0,0,5,7,9,9,5,14,0,0,0,0,0,3,4,0,4,0,0,0,16,10,22,13,17,32,0,0,0,4,3,3,0,0,0,4,4,7,7,4,10,77,78,149
80107109011,4,4,10,11,12,20,13,9,20,4,4,8,22,26,45,14,14,23,8,10,17,4,3,5,21,23,48,0,4,4,0,0,0,0,0,0,0,5,7,0,0,0,3,4,6,0,8,9,3,3,8,0,0,0,3,7,6,0,0,0,11,10,26,14,16,33,0,5,7,3,0,5,0,0,0,0,3,5,3,6,11,72,78,152
80107109012,3,0,3,0,5,8,5,3,9,0,0,0,6,9,15,5,0,14,6,5,10,0,0,0,13,9,23,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,5,9,9,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,8,14,19,0,0,0,0,0,0,0,0,0,0,0,0,6,6,10,36,40,76
80107109013,0,0,0,4,6,14,5,3,3,4,0,4,13,11,17,7,3,10,3,3,9,4,0,5,16,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,5,7,14,0,0,0,0,0,0,5,3,7,0,0,0,10,9,23,10,14,30,0,0,0,0,0,4,0,0,0,0,0,4,4,0,6,48,39,79
80107109014,4,0,4,18,20,37,10,0,14,0,6,9,27,27,53,9,18,21,0,3,3,3,0,3,11,17,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,8,3,7,0,0,0,0,0,0,0,3,3,0,0,0,5,8,12,10,11,15,0,0,0,0,6,3,0,0,0,0,6,11,10,0,8,64,61,125
80107109015,12,5,13,7,9,15,3,7,9,5,4,13,19,19,31,10,6,17,5,7,12,0,0,0,17,14,27,0,0,0,0,0,0,3,0,3,3,3,4,0,0,0,0,3,5,0,8,8,0,0,0,0,0,0,0,3,3,0,0,0,3,9,13,8,10,22,0,0,0,0,3,4,0,0,0,0,0,5,5,3,13,56,59,109
80107109016,6,4,10,11,14,26,12,12,25,5,4,4,30,23,57,7,5,14,3,12,10,0,0,0,12,16,26,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,10,3,15,0,0,0,4,8,9,0,0,0,0,5,8,0,0,0,9,12,22,18,17,35,0,0,0,5,0,4,0,0,0,4,0,0,10,7,16,78,69,145
80107109017,0,0,8,9,8,10,3,3,3,0,0,0,7,6,18,4,0,6,0,0,4,3,0,6,5,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,5,0,0,0,0,0,6,0,0,0,0,0,0,0,3,8,4,3,11,0,0,0,0,0,0,0,0,0,0,0,0,3,10,14,26,31,58
80107109018,7,0,8,13,12,25,7,3,13,4,0,7,22,20,45,10,9,16,4,4,9,0,5,3,8,12,21,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,3,6,5,4,5,6,0,6,0,0,0,3,6,10,0,0,0,11,11,21,13,18,29,0,0,0,4,0,3,0,0,0,4,4,7,4,0,15,57,61,117
