SA1_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
80101100101,0,0,0,0,8,8,0,0,0,0,9,9,0,0,0,0,4,11,10,0,0,0,3,13,8,0,5,0,8,18,12,0,0,0,4,19,11,0,0,0,0,11,5,0,0,0,0,9,4,0,0,0,0,3,54,0,5,0,30,91,0,0,0,0,4,4,0,0,0,0,5,5,0,0,0,0,9,11,17,0,3,0,3,21,6,0,0,0,6,17,15,0,3,0,3,24,6,0,6,3,0,18,8,0,0,7,6,17,0,0,0,3,0,5,56,5,13,12,35,119,0,0,0,0,10,10,0,0,0,0,12,12,3,0,0,0,11,17,30,0,3,0,9,37,17,4,3,0,12,33,26,0,9,0,6,40,17,0,6,3,0,28,9,0,0,5,6,24,3,0,0,4,0,11,108,4,17,14,64,204
80101100102,0,0,0,0,11,11,0,0,0,0,18,18,5,0,0,0,13,18,10,0,0,0,4,20,22,0,0,0,3,34,19,4,0,0,0,25,8,0,0,0,3,15,15,0,0,3,0,17,0,0,0,0,0,5,86,0,5,8,62,166,0,0,0,0,14,14,0,0,0,0,11,11,9,0,0,0,5,15,20,0,0,0,4,28,21,0,0,0,3,29,11,0,3,0,0,12,13,0,4,0,0,21,9,0,0,3,0,10,0,0,0,0,0,3,86,0,12,4,44,147,0,0,0,0,30,30,0,0,0,0,34,34,17,0,0,0,16,36,31,0,3,0,15,48,49,0,0,0,7,58,29,4,4,0,0,35,26,0,7,3,5,32,17,0,0,9,0,27,4,0,0,0,3,10,170,5,14,12,109,309
80101100103,0,0,0,0,0,0,0,0,0,0,11,11,8,0,0,0,17,30,35,3,0,0,0,34,13,0,0,0,3,19,19,0,0,0,0,24,9,0,0,0,0,9,6,0,0,3,0,7,0,0,0,0,0,0,86,7,6,4,39,141,0,0,0,0,9,9,0,0,0,0,15,18,18,3,0,0,17,38,24,0,6,0,3,33,19,0,6,0,4,33,14,0,0,0,0,18,9,0,3,0,0,17,4,0,3,8,0,14,3,0,0,5,0,7,90,5,16,16,56,179,0,0,0,0,16,16,0,0,0,0,34,34,28,3,0,0,37,61,60,3,7,0,7,67,33,0,4,0,7,48,31,0,4,0,0,40,15,0,3,0,0,27,10,0,3,8,0,22,7,0,0,5,0,6,187,4,22,19,98,324
80101100104,0,0,0,0,15,15,0,0,0,0,16,16,12,0,0,0,19,31,19,0,0,0,0,27,25,0,3,0,3,30,33,0,5,0,3,36,20,6,0,0,0,19,19,0,0,0,0,17,0,0,0,0,0,3,121,5,9,3,64,198,0,0,0,0,19,19,0,0,0,0,11,11,13,0,0,0,12,21,25,0,3,0,6,38,20,0,0,0,6,33,33,0,9,0,3,44,17,0,6,7,0,21,7,0,0,3,3,19,0,0,0,0,0,0,116,3,11,9,57,202,0,0,0,0,34,34,0,0,0,0,25,25,24,0,0,0,31,52,43,0,4,0,12,64,46,4,3,0,7,57,60,0,7,0,9,77,35,6,4,7,0,41,27,0,0,8,3,38,0,0,0,3,0,8,231,6,20,18,119,393
80101100105,0,0,0,0,14,14,0,0,0,0,21,21,4,0,0,0,20,28,19,0,0,0,9,29,24,0,3,0,3,32,22,0,5,0,9,35,21,0,5,0,0,22,23,0,0,0,0,26,6,0,0,0,0,9,123,0,17,4,81,224,0,0,0,0,22,22,0,0,0,0,11,11,3,0,0,0,14,20,24,6,0,0,5,37,25,0,0,0,10,41,22,0,13,4,7,47,37,0,0,0,4,44,10,0,0,3,0,21,5,0,0,4,0,12,132,8,24,12,76,253,0,0,0,0,35,35,0,0,0,0,36,36,10,0,0,0,35,43,49,6,0,0,16,69,55,0,8,0,14,76,40,0,19,4,12,83,53,0,3,0,6,66,33,0,5,4,0,47,17,0,0,4,0,20,253,8,42,17,161,470
80101100106,0,0,0,0,16,16,0,0,0,0,15,15,7,0,0,0,19,30,16,0,4,0,6,29,22,0,5,0,7,33,18,0,0,0,5,27,16,0,0,0,0,21,16,0,4,0,0,18,5,0,0,3,0,7,98,0,11,3,70,192,0,0,0,0,12,12,0,0,0,0,11,11,6,0,0,0,15,22,24,0,3,0,7,37,16,0,3,0,5,25,21,0,8,0,11,37,14,0,3,0,0,25,14,0,7,3,0,20,0,0,0,7,0,8,104,4,14,12,62,199,0,0,0,0,25,25,0,0,0,0,24,24,20,0,0,0,36,57,42,4,3,0,16,63,43,0,5,0,16,65,41,0,11,0,13,64,29,0,5,0,4,46,27,0,7,9,0,40,8,0,0,9,0,15,202,10,33,16,133,391
80101100201,0,0,0,0,9,9,0,0,0,0,36,36,23,0,0,0,35,58,14,3,0,0,23,42,6,0,11,0,12,28,3,0,4,0,10,13,3,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,52,8,12,0,121,196,0,0,0,0,10,10,0,0,0,0,14,15,29,0,0,0,22,59,14,0,0,0,12,26,7,0,5,0,7,27,6,0,8,0,13,28,0,0,8,3,6,13,4,0,3,5,0,12,0,0,0,0,0,0,57,3,29,7,87,182,0,0,0,0,18,18,0,0,0,0,52,49,52,3,0,0,65,115,32,0,0,0,33,71,8,0,18,0,18,48,9,0,7,0,17,38,3,0,9,3,5,16,5,0,4,5,0,13,0,0,0,0,0,0,113,12,43,13,208,380
80101100202,0,0,0,0,6,6,0,0,0,0,8,11,16,5,0,0,18,37,15,0,5,0,18,42,11,0,7,0,4,22,3,0,6,0,3,9,3,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,53,7,11,0,63,138,0,0,0,0,6,6,0,0,0,0,14,17,23,0,0,0,29,50,19,6,0,0,15,42,0,0,5,0,6,16,3,0,10,0,7,11,5,0,0,4,0,14,0,0,4,3,0,10,0,0,0,4,0,7,53,6,15,10,76,157,0,0,0,0,11,11,3,0,0,0,22,27,36,9,0,0,50,92,35,3,4,0,32,76,10,0,7,0,14,34,9,0,11,0,7,21,8,3,4,5,0,22,8,0,4,3,0,9,0,0,0,4,0,5,105,15,26,13,142,298
80101100203,0,0,0,0,3,3,4,0,0,0,45,47,71,0,0,0,81,149,26,0,7,0,38,67,10,0,9,0,7,29,5,0,6,0,0,11,5,0,0,0,0,10,3,0,0,0,0,5,0,0,3,0,0,3,123,4,23,0,171,327,0,0,0,0,3,3,12,0,0,0,49,60,67,0,3,0,88,157,28,0,4,0,22,54,9,3,3,0,12,23,14,5,5,0,3,26,0,0,4,0,0,8,5,0,0,5,0,12,0,0,0,0,0,0,128,10,19,8,174,342,0,0,0,0,7,7,16,0,0,0,90,104,136,0,4,0,164,307,55,4,8,0,54,119,16,3,13,0,14,50,18,5,11,0,3,38,9,0,3,0,4,21,7,0,0,11,0,13,0,0,3,0,0,0,254,18,44,8,344,667
80101100205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101100208,0,0,0,0,4,4,0,0,0,0,13,13,9,0,0,0,33,40,21,0,3,0,15,40,8,0,0,0,13,26,6,3,0,0,6,15,0,0,5,0,5,15,0,0,0,0,0,5,0,0,0,0,0,0,51,8,13,0,85,155,0,0,0,0,5,5,6,0,0,0,18,24,15,0,0,0,38,62,16,0,5,0,10,28,8,4,4,0,12,27,4,0,6,0,3,16,4,0,5,0,3,15,3,0,0,0,0,6,0,0,0,0,0,0,52,9,16,7,97,183,0,0,0,0,13,13,6,0,0,0,35,33,29,0,0,0,71,101,31,0,0,0,26,70,19,3,5,0,21,53,11,3,3,0,9,27,8,0,8,0,7,27,0,0,0,0,0,12,0,0,0,0,0,6,103,13,27,6,187,337
80101100209,0,0,0,0,8,8,4,0,0,0,21,18,14,0,0,0,23,37,9,0,0,0,16,24,5,0,0,0,9,16,0,3,4,0,4,16,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,38,3,13,0,74,125,0,0,0,0,6,6,3,0,0,0,11,13,21,0,0,0,34,50,6,0,7,0,4,19,9,0,3,0,6,14,3,0,0,0,3,8,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,44,4,13,3,52,115,0,0,0,0,11,11,3,0,0,0,28,34,31,0,0,0,53,87,17,0,3,0,17,49,14,0,7,0,11,26,5,7,4,0,7,25,7,0,4,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,77,9,22,3,129,241
80101100210,0,0,0,0,4,4,0,0,0,0,9,9,11,0,0,0,28,40,13,0,0,0,15,30,7,0,7,0,11,22,7,0,7,0,6,16,10,0,3,0,0,16,10,0,7,0,4,15,0,0,0,0,0,6,56,0,17,0,80,157,0,0,0,0,3,3,0,0,0,0,20,20,16,0,0,0,28,42,12,0,0,0,22,33,3,0,7,0,3,23,7,0,5,0,6,19,13,0,5,0,3,19,7,0,0,0,0,10,0,0,0,0,0,0,60,3,18,5,87,175,0,0,0,0,5,5,0,0,0,0,36,39,19,0,0,0,55,84,25,0,0,0,36,59,15,0,14,0,20,45,15,0,8,0,7,34,22,0,5,0,3,37,15,0,7,0,5,26,0,0,0,0,0,3,119,4,31,10,168,328
80101100211,0,0,0,0,11,11,4,0,0,0,30,34,39,3,0,0,59,97,25,6,3,0,20,53,10,0,4,0,22,34,6,0,3,0,0,20,3,0,3,0,5,14,0,0,0,0,0,3,0,0,0,0,0,0,91,7,15,0,145,261,0,0,0,0,13,13,6,0,0,0,31,38,42,0,0,0,47,90,19,0,0,0,23,40,6,0,6,0,4,20,3,0,5,0,3,16,3,0,3,0,0,16,4,0,5,0,3,9,0,0,4,5,0,3,85,4,20,5,121,235,0,0,0,0,24,24,8,0,0,0,61,66,82,4,0,0,102,191,46,0,7,0,38,97,16,0,7,0,25,49,7,7,7,0,9,38,10,0,10,4,4,26,3,0,5,0,3,11,0,0,4,5,0,7,179,15,34,7,262,499
80101100212,0,0,0,0,0,0,0,0,0,0,17,17,12,0,0,0,13,26,12,0,0,0,5,18,0,0,3,0,0,10,6,0,0,0,3,7,14,0,5,0,0,16,34,0,4,10,6,44,28,0,3,21,0,48,109,0,9,23,45,195,0,0,0,0,3,3,0,0,0,0,16,13,14,0,0,0,12,23,14,0,5,0,6,23,5,4,0,0,0,10,6,0,4,0,0,10,19,0,8,4,3,28,32,5,5,36,0,74,24,0,5,68,3,97,108,6,30,107,49,296,0,0,0,0,6,6,0,0,0,0,29,32,26,0,0,0,22,50,26,0,3,0,11,42,8,3,3,0,5,17,13,0,4,0,3,22,32,0,12,4,4,48,58,5,10,43,7,123,47,0,6,90,3,148,219,11,42,132,88,486
80101100213,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,10,0,0,0,0,0,0,5,0,0,0,4,6,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12,19
80101100215,0,0,0,0,4,4,3,0,0,0,36,35,54,0,3,0,105,159,15,0,4,0,23,39,8,0,7,0,0,14,5,0,4,0,0,7,3,0,0,0,0,8,4,0,3,0,0,3,0,0,0,0,0,0,83,0,15,0,174,271,0,0,0,0,5,5,4,0,0,0,47,55,50,0,9,0,75,129,17,0,4,0,17,32,5,0,3,0,0,12,0,0,4,0,0,7,3,3,3,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,81,3,20,4,145,248,0,0,0,0,13,13,9,0,0,0,84,91,99,0,6,0,176,289,30,0,12,0,36,74,10,0,15,0,8,21,5,0,5,0,4,13,8,3,0,0,0,10,3,0,3,0,0,7,0,0,0,0,0,0,164,3,39,4,313,522
80101100216,0,0,0,0,19,19,15,0,0,0,151,167,129,0,10,0,246,380,38,4,4,0,7,58,18,6,3,0,13,34,8,5,0,0,0,16,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,212,10,21,0,437,678,0,0,0,0,10,10,25,0,0,0,170,192,138,8,4,0,237,384,19,5,4,0,18,42,11,8,0,0,4,24,6,0,3,0,0,18,4,0,3,5,0,12,0,0,0,0,0,3,0,0,0,0,0,0,206,17,24,9,436,693,0,0,0,0,29,29,35,0,0,0,320,355,274,4,12,0,479,772,59,4,10,0,27,100,29,7,4,0,15,56,19,6,6,0,0,31,8,0,3,5,0,12,3,0,0,0,0,7,0,0,0,0,0,0,424,28,41,9,873,1369
80101100217,0,0,0,0,0,0,0,0,0,0,15,15,23,0,0,0,70,93,9,0,0,0,18,26,5,0,6,0,3,13,4,0,0,0,6,14,5,4,0,0,3,8,4,0,0,0,0,3,0,0,0,0,0,0,51,9,9,0,123,179,0,0,0,0,0,0,7,4,0,0,27,37,28,0,0,0,42,78,4,0,3,0,15,28,4,0,4,0,0,14,5,0,0,0,6,10,4,0,4,3,0,5,0,0,3,0,0,3,0,0,0,0,0,0,55,9,22,3,93,179,0,0,0,0,6,6,7,4,0,0,46,56,51,0,0,0,110,169,17,0,6,0,30,54,3,0,11,0,4,28,10,0,5,0,11,24,7,4,0,3,3,14,3,0,3,3,0,4,0,0,0,0,0,0,103,13,27,3,213,358
80101100218,0,0,0,0,7,7,6,0,0,0,37,40,46,0,0,0,79,124,32,0,4,0,21,53,5,0,8,0,9,17,5,0,4,0,0,10,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,88,3,9,0,152,249,0,0,0,0,9,9,9,0,0,0,28,38,47,0,0,0,78,124,17,5,4,0,22,45,3,0,8,0,8,25,3,4,0,0,0,14,5,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,86,8,11,4,145,257,0,0,0,0,15,15,9,0,0,0,63,73,93,0,0,0,154,244,52,5,10,0,38,96,7,0,14,0,23,39,7,0,4,0,3,21,10,0,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,175,10,25,4,296,510
80101100219,0,0,0,0,4,4,0,0,0,0,25,25,19,5,0,0,90,111,20,3,0,0,14,39,4,0,3,0,0,9,3,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,8,13,0,132,201,0,0,0,0,0,0,0,0,0,0,19,26,23,0,0,0,61,90,11,0,3,0,12,30,3,0,0,0,3,5,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,42,4,9,0,105,159,0,0,0,0,3,3,0,0,0,0,49,48,43,0,0,0,148,196,30,5,4,0,30,70,7,4,3,0,7,18,9,0,5,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,93,10,18,0,237,364
80101100220,0,0,0,0,3,3,0,0,0,0,8,8,13,0,3,0,31,49,20,0,0,0,9,34,9,0,0,0,0,9,3,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,43,3,6,0,57,107,0,0,0,0,5,5,4,0,0,0,11,15,16,0,0,0,31,47,16,0,0,0,14,24,9,0,6,0,0,16,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,38,0,9,0,57,111,0,0,0,0,9,9,4,0,0,0,16,24,30,0,3,0,60,94,36,0,0,0,20,58,16,0,7,0,3,23,3,0,0,0,0,5,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,88,4,20,0,112,218
80101100221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,8
80101100222,0,0,0,0,0,0,4,0,0,0,48,45,35,0,0,0,73,107,30,3,8,0,28,67,12,0,10,0,4,27,9,0,9,0,4,23,0,0,5,0,0,7,4,0,0,0,0,5,0,0,0,0,0,3,95,3,25,3,163,284,0,0,0,0,8,8,0,0,0,0,39,37,38,0,3,0,73,118,24,0,3,0,15,43,9,0,3,0,8,17,9,0,4,0,0,12,4,0,0,0,0,8,8,0,3,5,0,7,0,0,0,0,0,3,92,6,15,3,140,249,0,0,0,0,9,9,3,0,0,0,79,82,69,0,3,0,150,223,58,3,10,0,42,109,17,0,14,0,10,40,12,0,8,0,5,30,7,0,5,0,0,14,12,0,3,5,0,17,3,0,0,0,0,4,184,4,42,7,295,539
80101100223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,11
80101100224,0,0,0,0,22,22,0,0,0,0,52,52,0,0,0,0,27,25,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,107,105,0,0,0,0,24,24,0,0,0,0,74,74,0,0,0,0,23,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,124,0,0,0,0,45,45,0,0,0,0,125,125,6,0,0,0,48,54,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,230,236
80101100225,0,0,0,0,5,5,5,0,0,0,32,35,20,0,0,0,48,68,22,0,0,0,3,24,6,0,7,0,0,13,11,0,8,0,3,19,7,0,0,0,0,11,4,0,0,0,0,5,4,0,0,0,0,4,77,0,13,0,93,190,0,0,0,0,0,0,0,0,0,0,39,40,32,0,0,0,39,73,21,6,0,0,10,32,6,0,0,0,3,14,5,0,5,3,4,15,11,0,3,3,0,16,3,0,5,0,0,9,0,0,0,0,0,0,82,7,10,8,93,194,0,0,0,0,3,3,6,0,0,0,70,74,54,3,0,0,86,142,39,6,3,0,17,59,15,0,6,0,5,26,20,0,6,3,6,33,16,0,0,3,0,29,11,0,5,4,0,13,4,0,0,0,0,6,155,8,21,8,192,386
80101100301,0,0,0,0,5,5,0,0,0,0,33,30,21,0,0,0,58,86,28,0,0,0,11,45,7,0,0,0,0,9,6,0,0,0,0,5,7,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,65,4,9,4,101,185,0,0,0,0,0,0,4,0,0,0,35,36,25,0,0,0,44,75,23,0,0,0,3,24,7,0,0,0,4,10,6,0,0,0,0,7,4,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,66,3,5,5,80,167,0,0,0,0,5,5,7,0,0,0,60,64,47,3,6,0,105,159,48,0,8,0,14,69,11,0,4,0,4,18,8,0,3,5,0,16,12,0,0,0,0,15,6,0,0,0,0,6,0,0,0,0,0,0,133,8,17,8,182,354
80101100304,0,0,0,0,14,14,0,0,0,0,51,51,38,3,0,0,98,136,47,0,3,0,25,85,19,3,7,0,9,36,25,3,0,0,3,33,13,0,3,0,0,17,4,0,0,0,0,4,0,0,0,0,0,0,139,9,14,0,196,364,0,0,0,0,12,12,0,0,0,0,59,57,38,0,9,0,89,134,45,5,3,0,29,79,28,3,10,0,8,50,14,0,11,3,4,33,9,0,0,0,0,18,8,0,0,3,0,7,0,0,0,0,0,0,141,8,27,6,205,391,0,0,0,0,29,29,0,0,0,0,108,110,77,6,5,0,185,271,99,5,6,0,56,163,41,4,18,0,22,83,35,0,12,3,5,62,21,0,3,0,0,31,9,0,0,3,0,12,0,0,0,0,0,4,282,13,46,6,405,753
80101100306,0,0,0,0,6,6,0,0,0,0,21,18,13,0,0,0,33,53,18,0,0,0,12,25,8,0,0,0,4,10,6,0,0,0,0,6,12,0,0,0,5,12,4,0,0,0,0,3,3,0,0,0,0,3,66,5,6,0,84,156,0,0,0,0,0,0,0,0,0,0,29,29,19,0,0,0,39,58,16,0,0,0,13,30,4,3,4,0,9,20,8,0,10,0,0,16,8,0,3,4,0,20,0,0,0,5,0,3,0,0,0,0,0,3,61,3,17,3,95,188,0,0,0,0,8,8,0,0,0,0,50,52,34,4,0,0,73,110,29,0,3,0,26,61,16,4,4,0,12,32,12,0,5,0,6,30,23,0,7,4,6,39,5,0,0,5,0,11,7,0,0,0,0,9,123,11,20,9,175,345
80101100307,0,0,0,0,0,0,0,0,0,0,21,21,5,0,0,0,30,34,11,0,0,0,5,24,5,0,0,0,7,14,0,0,4,0,0,5,6,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,34,6,3,0,69,112,0,0,0,0,6,6,0,0,0,0,28,28,6,0,0,0,17,26,13,0,0,0,3,12,9,0,0,0,3,10,0,0,3,0,3,13,3,0,3,0,0,8,4,0,0,3,0,10,0,0,0,0,0,0,34,0,12,8,67,117,0,0,0,0,8,8,0,0,0,0,47,47,12,0,0,0,50,60,23,4,0,0,10,40,11,0,5,0,6,23,6,0,5,0,0,21,8,0,3,0,0,14,4,0,0,3,0,12,0,0,0,0,0,0,71,4,12,8,130,228
80101100308,0,0,0,0,107,107,0,0,0,0,215,215,6,0,0,0,85,87,4,0,0,0,3,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,6,0,0,0,0,6,16,5,7,0,408,436,0,0,0,0,203,203,0,0,0,0,295,296,8,0,6,0,47,52,0,0,4,0,11,10,0,0,0,0,0,6,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,0,13,6,550,576,0,0,0,0,305,304,0,0,0,0,506,505,12,0,6,0,130,145,9,0,5,0,13,24,3,4,0,0,0,9,0,0,4,0,0,4,0,0,0,0,0,0,0,0,6,0,0,4,6,0,0,3,0,4,24,4,18,6,961,1011
