SA1_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
80104103405,0,0,0,0,19,19,0,0,0,0,10,10,12,0,0,0,7,23,31,0,4,0,6,36,38,0,0,0,6,45,15,0,0,0,0,19,5,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,100,3,9,0,48,157,0,0,0,0,15,15,0,0,0,0,14,14,17,0,0,0,10,30,41,0,0,0,6,53,34,0,8,0,9,46,13,0,4,0,3,22,3,0,0,0,0,7,4,0,0,0,0,5,0,0,0,0,0,0,108,7,12,5,52,185,0,0,0,0,32,32,0,0,0,0,25,25,26,4,0,0,19,52,73,7,5,0,5,89,68,0,8,3,10,90,29,0,3,0,4,44,3,0,0,0,0,9,4,0,0,0,0,5,0,0,0,0,0,0,215,12,16,7,101,344
80104103406,0,0,0,0,14,14,0,0,0,0,11,11,10,0,0,0,17,28,12,0,0,0,6,22,27,0,11,0,4,43,15,0,0,0,6,22,12,0,0,0,0,12,4,0,0,0,0,5,0,0,0,0,0,0,85,0,10,0,59,155,0,0,0,0,12,12,0,0,0,0,7,7,11,0,0,0,10,24,21,0,3,0,5,32,21,0,9,0,4,30,25,0,4,0,4,30,4,0,4,5,5,17,5,0,5,7,0,6,0,0,0,3,0,0,88,0,22,10,41,158,0,0,0,0,30,30,0,0,0,0,15,15,20,0,0,0,27,48,31,0,3,0,15,51,52,0,12,0,11,73,37,0,8,0,6,44,21,0,4,5,5,26,11,0,4,7,0,17,0,0,0,3,0,0,166,5,33,11,105,317
80104103407,0,0,0,0,11,11,0,0,0,0,7,7,6,0,0,0,9,17,13,0,0,0,5,19,21,3,0,0,0,32,9,0,0,0,0,12,7,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,59,4,3,0,32,105,0,0,0,0,15,15,0,0,0,0,6,6,8,0,0,0,8,17,15,0,0,0,0,21,16,4,3,0,0,27,9,0,3,0,0,16,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,63,3,6,0,33,107,0,0,0,0,31,31,0,0,0,0,15,15,21,3,0,0,14,36,33,0,0,0,4,37,44,7,4,0,0,53,22,0,5,0,3,26,8,0,0,0,0,8,3,0,0,0,0,6,0,0,0,0,0,0,120,5,12,0,67,213
80104103408,0,0,0,0,23,23,0,0,0,0,45,45,47,0,0,0,62,109,47,4,9,0,26,88,35,6,12,0,9,60,28,0,8,0,0,34,11,0,4,0,0,18,0,0,0,0,0,8,4,0,0,0,0,4,170,14,30,5,169,383,0,0,0,0,32,32,3,0,0,0,54,54,59,4,0,0,43,101,46,0,7,0,12,62,30,7,9,0,8,56,22,0,14,5,0,32,14,0,5,5,0,30,3,0,0,5,0,7,0,0,0,3,0,5,174,15,34,17,147,382,0,0,0,0,51,51,3,0,0,0,92,93,102,0,0,0,107,211,97,6,10,0,42,150,67,13,24,0,15,121,40,4,15,5,7,69,26,0,9,5,0,43,6,0,0,5,0,12,4,0,0,3,0,8,346,23,60,21,314,768
80104103409,0,0,0,0,14,14,0,0,0,0,11,15,9,0,0,0,8,23,15,0,3,0,4,24,18,0,0,0,3,24,7,0,3,0,0,11,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,55,0,10,0,39,103,0,0,0,0,17,17,4,0,0,0,5,10,12,0,0,0,6,20,19,0,0,0,7,25,15,0,0,0,4,20,3,0,4,0,0,13,3,0,3,4,0,10,0,0,0,3,0,3,0,0,0,0,0,0,56,4,8,8,40,118,0,0,0,0,30,30,7,0,0,0,15,22,23,0,0,0,15,38,32,0,0,0,13,47,31,0,5,0,5,43,14,0,6,0,5,24,10,0,0,4,0,18,0,0,0,3,0,0,0,0,0,0,0,0,115,4,17,8,82,221
80104103410,0,0,0,0,28,28,0,0,0,0,30,30,5,0,0,0,17,19,31,0,0,0,4,36,44,0,0,0,5,51,27,0,4,0,0,30,12,0,4,0,0,16,4,0,0,0,0,4,0,0,0,0,0,0,124,0,17,0,79,212,0,0,0,0,21,21,0,0,0,0,22,18,9,0,0,0,3,17,32,0,4,0,0,39,53,0,0,0,9,56,15,0,3,0,3,24,10,0,6,0,0,17,0,0,0,3,0,7,0,0,0,0,0,0,123,3,13,4,52,194,0,0,0,0,42,42,0,0,0,0,48,46,17,0,0,0,20,32,60,0,8,0,4,76,93,0,4,0,10,111,42,0,3,0,4,47,23,0,8,0,0,32,4,0,0,3,0,11,0,0,0,0,0,0,242,3,22,3,133,405
80104103411,0,0,0,0,28,28,0,0,0,0,18,18,19,0,0,0,14,36,43,4,0,0,7,59,34,0,0,0,4,41,25,0,5,0,0,26,9,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,135,4,8,0,73,214,0,0,0,0,19,19,0,0,0,0,12,12,23,0,0,0,8,29,44,3,0,0,3,56,38,3,0,0,3,43,18,0,0,0,0,25,10,0,3,0,3,18,3,0,0,4,0,10,0,0,0,0,0,6,134,5,13,9,49,208,0,0,0,0,43,43,0,0,0,0,23,23,43,0,0,0,22,67,89,4,5,0,12,107,67,3,3,0,9,81,48,0,5,0,0,53,15,0,3,0,4,21,5,0,0,4,0,13,4,0,0,0,0,3,274,14,18,8,121,430
80104103412,0,0,0,0,30,30,0,0,0,0,20,20,5,0,0,0,10,18,29,0,0,0,0,33,49,0,0,0,4,56,17,0,3,0,0,16,9,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,110,7,3,0,64,181,0,0,0,0,34,34,0,0,0,0,15,15,7,0,0,0,7,12,28,0,3,0,6,40,52,5,3,0,0,57,17,0,3,0,5,24,7,0,0,3,0,13,0,0,0,0,0,5,0,0,0,4,0,4,111,6,13,8,60,192,0,0,0,0,61,61,0,0,0,0,34,34,15,0,0,0,13,30,58,0,3,0,3,65,100,7,10,0,6,114,29,0,7,0,5,38,13,0,3,3,0,19,7,0,0,0,0,8,0,0,0,4,0,4,218,8,19,8,125,379
80104103413,0,0,0,0,16,16,0,0,0,0,18,18,10,0,0,0,20,27,16,0,9,0,6,23,26,0,3,0,7,41,16,6,0,0,0,23,8,0,4,0,3,14,4,0,0,0,0,7,5,0,0,0,0,5,85,4,17,0,62,164,0,0,0,0,13,13,0,0,0,0,10,10,14,0,0,0,13,28,22,0,6,0,7,38,20,0,3,0,3,29,18,3,3,0,0,26,9,5,5,0,0,16,3,0,4,0,0,11,0,0,0,0,0,0,87,9,23,0,47,169,0,0,0,0,26,26,0,0,0,0,22,22,18,5,0,0,35,56,40,0,12,0,10,59,49,0,12,0,15,74,29,5,7,0,0,45,16,5,9,0,3,31,9,0,5,0,0,13,8,0,0,0,0,8,169,16,40,4,112,333
80104103414,0,0,0,0,6,6,0,0,0,0,5,5,0,0,0,0,12,11,11,0,0,0,5,12,16,0,0,0,4,15,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,31,82,0,0,0,0,10,10,0,0,0,0,12,12,4,0,0,0,6,8,9,0,0,0,5,17,15,0,0,0,0,16,16,4,0,0,4,23,3,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,47,3,0,0,32,88,0,0,0,0,18,18,0,0,0,0,19,19,4,0,0,0,15,23,22,0,0,0,5,28,24,0,0,0,0,32,26,4,0,0,4,30,6,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,89,5,5,0,66,165
80104103501,0,0,0,0,10,10,0,0,0,0,16,16,24,0,0,0,30,51,26,0,0,0,8,35,12,0,3,0,0,18,10,0,0,3,0,12,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,78,3,3,7,62,154,0,0,0,0,12,12,0,0,0,0,8,11,24,0,0,0,11,41,28,0,4,0,7,41,10,0,0,0,6,18,15,0,3,0,3,24,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,82,3,10,4,43,143,0,0,0,0,22,22,0,0,0,0,28,24,50,0,0,0,39,94,55,0,4,0,12,70,21,7,0,0,9,33,25,0,3,0,3,41,7,0,0,0,0,11,3,0,0,0,0,7,0,0,0,0,0,0,164,11,10,7,107,293
80104103505,0,0,0,0,7,7,0,0,0,0,9,9,12,0,0,0,9,20,28,6,5,0,6,43,9,0,0,0,0,12,5,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,61,6,7,0,31,103,0,0,0,0,7,7,0,0,0,0,4,11,13,0,0,0,7,28,29,3,5,0,4,46,7,0,0,0,0,16,0,0,0,0,0,7,4,5,0,6,0,8,4,0,0,0,0,6,0,0,0,0,0,0,63,3,10,4,33,120,0,0,0,0,12,12,0,0,0,0,17,14,24,0,0,0,17,46,65,5,9,0,15,87,16,0,0,0,0,24,3,0,0,0,0,8,9,5,0,3,0,15,6,0,0,0,0,9,0,0,0,0,0,0,126,8,16,6,62,218
80104103506,0,0,0,0,16,16,0,0,0,0,15,14,11,0,0,0,13,34,31,0,3,0,11,43,25,0,0,0,3,34,5,0,0,0,0,10,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,82,0,15,0,62,156,0,0,0,0,19,19,0,0,0,0,6,11,18,0,0,0,12,29,38,0,3,0,14,57,18,5,0,0,0,27,4,0,0,0,0,7,0,0,0,3,0,10,3,0,0,0,0,3,0,0,0,0,0,0,83,8,13,6,44,154,0,0,0,0,34,34,4,0,0,0,18,26,34,0,0,0,26,55,71,0,3,0,21,103,46,5,10,0,4,61,12,0,3,0,0,18,10,0,5,5,0,16,0,0,0,0,0,3,0,0,0,0,0,0,172,5,23,10,104,314
80104103507,0,0,0,0,17,17,0,0,0,0,9,11,16,0,0,0,16,29,39,4,4,0,10,50,18,0,0,0,5,23,11,0,0,0,0,8,6,0,0,0,0,10,7,0,0,0,0,7,0,0,0,0,0,0,94,4,8,0,46,148,0,0,0,0,15,15,4,0,0,0,3,7,21,3,0,0,7,33,36,0,10,0,3,49,15,0,3,0,5,20,8,0,3,0,0,15,4,0,0,0,0,6,6,0,0,3,0,3,0,0,0,0,0,0,86,4,14,3,34,142,0,0,0,0,24,24,5,0,0,0,12,21,37,3,0,0,27,61,75,3,8,0,15,105,28,0,5,0,6,42,21,0,4,0,0,25,12,0,0,0,0,15,9,0,0,3,0,9,0,0,0,0,0,0,184,9,21,4,86,295
80104103508,0,0,0,0,15,15,0,0,0,0,8,8,9,0,0,0,14,25,30,0,5,0,5,38,11,0,3,0,3,19,6,0,3,0,0,10,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,64,3,10,0,41,115,0,0,0,0,7,7,0,0,0,0,3,11,19,0,0,0,11,23,27,0,6,0,5,35,14,6,3,0,0,22,0,0,0,0,0,0,3,0,0,4,0,7,0,0,0,5,0,0,0,0,0,0,0,0,64,0,16,11,26,115,0,0,0,0,23,23,0,0,0,0,17,17,26,0,0,0,21,48,51,0,10,0,4,74,29,3,12,0,4,42,3,0,6,0,0,11,8,0,5,4,0,11,5,0,0,5,0,3,0,0,0,0,0,0,125,10,25,11,72,233
80104103509,0,0,0,0,14,17,0,0,0,0,4,4,12,0,0,0,22,32,38,0,4,0,9,51,27,0,0,0,0,31,13,0,0,0,0,12,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,95,0,4,0,57,158,0,0,0,0,16,16,0,0,0,0,15,17,18,0,0,0,15,34,40,4,3,0,3,52,20,0,3,0,0,29,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,6,8,4,59,165,0,0,0,0,40,33,0,0,0,0,21,23,33,0,0,0,37,68,78,4,9,0,12,101,54,0,5,0,4,56,18,0,0,0,5,25,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,177,6,15,3,114,319
80104103510,0,0,0,0,24,24,0,0,0,0,19,20,15,0,0,0,29,43,41,5,0,0,8,57,34,0,4,0,0,37,13,4,0,0,0,23,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,116,4,11,0,84,206,0,0,0,0,18,18,0,0,0,0,17,15,18,0,0,0,24,43,40,0,0,0,4,47,29,0,4,0,3,39,13,4,0,5,0,18,4,0,0,0,0,9,3,0,0,3,0,5,0,0,0,0,0,0,103,4,8,8,67,195,0,0,0,0,40,40,0,0,0,0,37,36,33,0,0,0,53,83,80,4,3,0,11,99,63,0,13,0,0,80,29,3,0,5,3,36,12,0,3,0,0,10,3,0,0,3,0,9,0,0,0,0,0,0,217,5,18,8,150,400
80104103511,0,0,0,0,9,9,0,0,0,0,19,19,8,0,0,0,14,21,26,0,5,0,5,35,16,0,0,0,0,20,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,4,7,0,50,118,0,0,0,0,15,15,0,0,0,0,11,14,16,0,0,0,9,22,25,0,0,0,15,42,18,0,6,0,4,21,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,61,7,4,0,53,126,0,0,0,0,24,24,0,0,0,0,34,35,18,0,0,0,25,49,53,0,3,0,21,75,32,4,3,0,4,40,4,0,3,0,0,6,6,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,122,10,11,0,101,245
80104103512,0,0,0,0,22,22,3,0,0,0,17,15,19,0,0,0,14,30,48,0,5,0,5,55,40,4,0,0,3,45,11,0,0,0,0,12,9,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,124,4,6,0,57,196,0,0,0,0,24,24,4,0,0,0,21,24,24,0,0,0,14,45,55,3,3,0,8,64,27,3,10,0,0,37,11,0,0,0,0,12,7,0,0,3,0,10,3,0,0,0,0,3,0,0,0,0,0,0,125,8,16,9,68,221,0,0,0,0,45,45,4,0,0,0,33,40,45,0,9,0,31,80,101,3,3,0,16,121,66,5,10,0,5,84,21,0,0,0,0,26,15,0,0,3,0,22,7,0,0,0,0,5,0,0,0,0,0,0,255,12,19,10,123,413
80104103513,0,0,0,0,12,12,0,0,0,0,8,8,17,0,0,0,13,32,26,0,0,0,4,38,17,0,9,0,0,26,12,0,0,0,0,14,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,75,0,13,0,41,134,0,0,0,0,16,16,0,0,0,0,14,20,24,0,0,0,14,33,26,0,0,0,12,41,21,0,4,0,3,28,12,0,0,0,0,16,5,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,81,0,8,4,56,155,0,0,0,0,27,27,0,0,0,0,28,26,37,0,0,0,33,67,49,0,4,0,13,78,38,0,13,0,6,51,16,0,0,0,0,27,7,0,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,156,4,18,4,103,286
80104103514,0,0,0,0,6,6,0,0,0,0,8,8,4,0,0,0,7,13,35,0,0,0,5,45,15,0,0,0,5,23,11,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,73,5,0,0,34,116,0,0,0,0,18,18,0,0,0,0,6,8,13,0,0,0,4,17,37,4,0,0,4,43,16,0,3,0,4,24,4,0,0,0,0,11,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,75,4,6,4,48,129,0,0,0,0,23,23,0,0,0,0,20,16,11,0,0,0,14,25,72,4,0,0,11,85,38,7,3,0,5,50,14,0,0,0,0,26,11,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,142,11,10,3,74,246
80104103515,0,0,0,0,16,16,0,0,0,0,7,7,3,0,0,0,9,10,30,0,0,0,6,39,19,4,0,0,0,26,4,0,0,0,0,9,0,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,71,5,10,0,40,123,0,0,0,0,8,8,0,0,0,0,8,10,10,0,0,0,8,20,32,0,3,0,4,37,17,3,0,0,0,29,5,0,0,0,0,12,0,0,4,0,0,5,0,0,0,3,0,3,0,0,0,0,0,0,77,0,7,3,29,121,0,0,0,0,23,23,0,0,0,0,15,19,19,0,0,0,15,32,63,0,0,0,9,73,43,3,0,0,3,56,7,0,3,0,0,15,4,0,4,0,0,11,8,0,0,3,0,7,0,0,0,0,0,0,145,6,11,3,71,237
80104103516,0,0,0,0,19,25,0,0,0,0,11,11,23,0,0,0,28,51,52,0,4,0,13,71,21,0,4,0,4,25,6,0,0,0,0,5,4,0,0,6,0,4,0,0,0,0,0,6,0,0,0,0,0,0,101,0,8,4,78,193,0,0,0,0,7,7,0,0,0,0,11,11,35,3,0,0,26,66,42,7,3,0,8,58,17,0,9,0,0,20,6,0,0,4,0,16,3,3,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,101,11,18,4,51,188,0,0,0,0,33,30,0,0,0,0,20,21,51,5,0,0,51,115,94,11,10,0,20,130,30,0,6,0,4,44,10,0,6,4,0,21,5,3,0,5,0,14,6,0,0,0,0,4,0,0,0,0,0,0,206,15,27,11,130,378
80104103517,0,0,0,0,8,8,0,0,0,0,4,4,6,0,0,0,14,21,31,0,0,0,3,34,13,0,0,0,3,14,4,0,4,0,0,9,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,58,5,3,0,38,99,0,0,0,0,5,5,0,0,0,0,5,8,10,0,0,0,3,16,28,0,4,0,6,33,4,0,4,0,0,17,7,0,0,0,0,5,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,57,0,12,0,29,97,0,0,0,0,16,16,0,0,0,0,15,10,22,0,0,0,21,41,51,0,3,0,8,67,19,0,7,0,5,31,14,0,4,0,4,12,6,0,0,0,0,12,4,0,0,0,0,7,0,0,0,0,0,0,109,3,19,0,68,197
80104103518,0,0,0,0,12,12,0,0,0,0,18,18,13,0,0,0,25,38,34,0,5,0,10,49,28,0,4,0,0,32,12,0,0,0,0,12,7,0,0,0,0,7,4,0,0,0,0,5,0,0,0,0,0,6,93,3,7,0,58,171,0,0,0,0,18,18,0,0,0,0,12,12,20,0,0,0,14,36,37,5,0,0,10,51,20,0,4,0,8,30,6,0,0,0,0,10,5,0,0,0,0,10,0,0,0,3,0,3,0,0,0,0,0,0,94,3,8,7,63,173,0,0,0,0,32,32,0,0,0,0,26,26,35,3,0,0,38,70,72,3,8,0,20,102,42,0,7,0,6,64,17,0,0,0,0,20,14,0,0,0,0,17,9,0,0,3,0,14,0,0,0,0,0,4,184,4,22,5,122,342
80104103519,0,0,0,0,5,5,0,0,0,0,15,13,10,0,0,0,11,28,29,0,4,0,10,43,26,0,0,0,0,26,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,75,0,3,0,38,126,0,0,0,0,10,10,0,0,0,0,11,9,24,0,0,0,10,36,35,0,0,0,5,37,14,0,0,0,0,18,3,0,0,0,0,6,0,0,0,0,0,5,3,0,0,0,0,4,0,0,0,0,0,0,77,0,0,3,33,115,0,0,0,0,18,18,3,0,0,0,18,24,36,0,0,0,24,58,64,0,4,0,12,82,43,0,0,0,0,44,13,0,0,0,0,12,0,0,0,0,0,9,3,0,0,0,0,8,0,0,0,0,0,0,154,3,6,3,75,244
80104103520,0,0,0,0,7,7,0,0,0,0,10,10,16,0,0,0,29,46,24,3,5,0,7,36,15,0,6,0,0,21,0,0,0,0,0,0,8,0,0,0,0,4,5,0,0,0,0,3,0,0,0,0,0,0,67,5,5,4,52,129,0,0,0,0,13,13,0,0,0,0,12,13,20,0,0,0,18,41,24,0,0,0,8,31,10,0,4,0,3,15,6,0,3,0,0,13,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,69,0,10,0,55,136,0,0,0,0,22,22,0,0,0,0,15,19,39,0,0,0,42,83,45,6,6,0,9,71,20,0,6,0,3,35,7,0,3,0,0,13,15,0,0,5,0,17,4,0,0,4,0,6,0,0,0,0,0,0,142,5,16,6,103,266
80104103521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104103522,0,0,0,0,4,4,0,0,0,0,13,13,16,0,0,0,14,27,32,0,0,0,7,38,19,0,4,0,3,27,8,0,0,0,0,9,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,76,9,7,0,42,132,0,0,0,0,5,5,0,0,0,0,11,11,16,0,0,0,12,29,39,3,0,0,5,46,11,0,5,0,6,17,3,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,77,6,11,0,37,136,0,0,0,0,11,11,0,0,0,0,24,24,35,0,0,0,23,56,64,5,8,0,12,85,35,0,7,0,5,44,10,0,0,0,0,13,4,3,0,0,0,10,4,0,0,0,0,9,0,0,0,0,0,0,155,11,16,0,85,268
80104103601,0,0,0,0,14,14,0,0,0,0,21,21,9,0,0,0,28,41,40,4,6,0,11,50,24,0,0,0,3,31,16,0,4,0,0,20,9,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,96,5,9,0,75,188,0,0,0,0,7,7,0,0,0,0,15,19,15,3,0,0,23,39,41,3,3,0,9,58,15,5,4,0,3,33,12,3,3,0,4,24,7,0,0,4,4,17,0,0,0,0,0,0,0,0,0,0,0,0,94,13,17,9,65,199,0,0,0,0,27,27,0,0,0,0,39,39,19,0,0,0,57,82,77,6,6,0,13,106,44,5,6,3,3,56,29,3,5,0,4,46,16,0,3,4,4,31,4,0,0,4,0,3,0,0,0,0,0,0,195,15,26,10,141,388
80104103604,0,0,0,0,13,13,0,0,0,0,10,10,16,0,0,0,27,44,49,0,4,0,16,69,20,0,0,0,3,28,13,0,0,0,0,13,7,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,107,0,11,3,67,182,0,0,0,0,9,9,0,0,0,0,15,17,22,0,0,0,31,53,45,3,8,0,3,60,21,0,13,0,0,31,12,0,6,0,0,17,8,0,0,0,0,11,0,0,3,0,0,5,0,0,0,0,0,0,102,5,26,5,59,200,0,0,0,0,21,21,0,0,0,0,20,23,39,0,0,0,54,91,91,5,11,3,15,127,42,0,12,0,7,61,20,0,10,0,0,32,13,0,0,0,0,16,4,0,3,0,0,3,0,0,0,4,0,4,206,11,36,12,128,380
80104103605,0,0,0,0,12,12,0,0,0,0,9,9,9,0,0,0,7,17,22,0,0,0,3,32,13,0,0,0,4,18,14,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,55,3,5,0,35,103,0,0,0,0,3,3,0,0,0,0,9,9,15,0,0,0,13,22,18,0,0,0,0,22,14,0,0,0,4,20,7,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,56,0,4,3,26,91,0,0,0,0,10,10,0,0,0,0,12,12,20,0,0,0,23,45,38,0,0,0,6,51,26,4,0,0,6,38,19,0,3,0,0,19,3,0,0,0,0,6,0,0,0,9,0,3,0,0,0,0,0,0,113,5,9,9,65,193
