SA1_CODE_2021,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
80104104618,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,3,3,3,4,0,3,0,0,3,6,3,12,0,3,6,10,0,10,5,5,5,23,5,29,7,4,12,10,0,16,7,0,7,19,0,19,3,0,3,0,0,0,100,40,142
80104104619,0,0,0,0,0,0,0,0,0,0,3,3,3,4,9,0,0,3,6,7,12,4,3,9,5,4,9,8,4,8,5,3,9,7,3,10,7,0,11,9,0,14,11,0,11,5,0,5,12,6,13,8,0,8,0,0,0,81,49,127
80104104620,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,4,0,4,0,7,7,5,5,12,7,6,11,5,7,3,9,0,11,14,6,20,18,0,18,7,0,11,8,0,8,7,0,7,0,0,6,3,0,3,83,41,120
80104104621,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,5,4,8,6,0,9,5,0,3,9,4,7,9,7,13,0,9,11,13,12,16,7,3,12,13,4,21,8,0,8,13,0,13,3,0,3,0,0,0,84,49,132
80104104622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,6,0,0,0,3,0,3,8,0,8,6,3,9,3,3,10,4,6,8,14,3,15,6,0,6,15,0,15,15,0,15,15,0,15,3,0,3,0,0,0,92,28,120
80104104623,0,4,4,0,0,0,0,3,6,0,0,0,0,0,0,3,3,5,0,0,3,0,7,3,5,5,10,4,3,10,7,9,11,3,0,4,22,9,29,14,0,15,17,4,22,14,0,19,39,0,38,11,0,11,0,0,0,140,57,190
80104104624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104625,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,0,4,4,0,9,0,3,7,5,3,6,5,3,4,3,4,6,7,0,5,22,9,33,11,0,13,15,0,15,7,0,11,23,4,27,6,0,6,0,0,0,118,35,149
80104104626,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,5,0,3,8,0,8,0,4,6,5,3,8,5,4,8,0,4,5,23,7,29,15,0,14,6,0,6,3,0,3,12,0,19,9,0,10,0,0,0,96,32,129
80104104627,0,0,0,0,0,0,0,0,0,0,4,5,0,6,6,4,4,5,8,7,12,6,4,6,3,5,10,4,0,8,3,0,5,4,3,10,22,7,28,14,0,16,13,0,14,6,0,6,19,0,16,3,0,5,0,0,0,104,45,146
80104104628,0,0,0,0,0,0,0,3,3,0,0,0,0,3,7,0,5,3,8,4,8,10,0,14,0,5,5,9,0,9,5,0,7,3,3,6,26,4,27,12,0,12,10,0,9,3,0,3,10,0,13,5,0,5,0,0,0,105,28,132
80104104629,0,0,0,0,0,0,0,5,5,0,3,3,3,13,18,0,14,14,18,12,32,12,11,20,20,11,23,7,6,13,0,3,7,0,4,6,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,80,152
80104104630,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,3,3,0,0,0,3,3,3,5,7,0,4,7,7,8,11,3,0,8,18,8,26,5,0,5,10,0,10,7,0,10,11,4,13,0,0,4,0,0,0,80,32,117
80104104631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,3,0,3,3,0,0,4,0,4,3,0,5,11,0,11,15,0,15,10,0,14,30,0,30,4,0,4,0,0,0,93,6,102
80104104632,0,3,4,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,3,3,0,0,9,7,0,7,11,5,18,9,5,20,4,11,16,32,11,53,23,0,23,13,0,16,19,0,20,16,3,24,10,0,10,0,0,0,164,50,214
80104104633,0,0,5,0,0,0,0,0,0,0,0,0,0,3,4,0,4,4,0,0,0,6,0,6,0,0,9,3,6,11,7,4,9,8,0,13,28,3,32,10,3,16,18,0,18,12,0,12,17,0,20,7,0,7,0,0,0,133,25,161
80104104634,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,4,6,8,0,3,5,16,12,27,15,0,15,19,0,21,18,0,13,17,0,18,4,6,6,0,0,0,97,24,124
80104104635,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,3,0,3,3,4,8,9,3,3,0,3,6,5,3,0,7,14,3,16,13,0,13,6,0,9,7,0,7,8,0,8,5,0,5,0,0,0,70,30,101
80104104636,0,0,0,0,0,0,0,0,3,0,6,6,0,0,0,0,0,0,5,0,5,0,0,4,4,0,4,3,0,10,0,7,11,0,4,6,13,10,18,11,0,9,8,0,9,3,0,3,18,0,19,4,0,4,0,0,3,76,32,112
80104104637,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,4,0,4,0,0,0,0,0,4,3,0,3,9,0,9,9,0,9,12,0,12,10,0,10,23,0,19,3,0,3,0,0,0,84,28,110
80104104701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,5,5,6,3,0,3,6,0,3,6,0,12,0,0,5,5,0,5,43,0,43,6,0,6,0,0,0,79,9,86
80104104702,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,3,12,12,0,12,9,6,7,3,7,14,3,6,8,12,9,15,8,0,8,12,0,12,8,0,9,38,0,38,3,0,3,0,0,0,111,37,151
80104104703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,6,0,12,9,0,9,11,0,11,10,0,10,13,0,13,73,0,74,10,0,10,0,0,0,134,3,141
80104104704,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,6,3,0,3,0,0,3,0,0,0,3,0,3,8,0,8,3,0,8,4,0,4,32,0,31,3,0,3,0,0,0,61,7,73
80104104705,4,0,4,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,7,0,7,0,0,0,0,0,0,0,0,5,6,3,8,5,3,7,14,0,10,3,0,3,14,0,16,14,0,14,43,0,43,5,0,5,0,0,0,116,10,135
80104104706,0,0,0,0,0,0,0,5,7,0,0,0,0,3,4,0,3,5,3,4,4,5,3,6,6,5,9,5,0,4,3,0,3,3,0,10,12,0,11,9,0,9,6,3,7,9,0,9,31,0,30,8,0,8,0,0,0,107,31,133
80104104707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,5,6,0,8,0,0,0,5,0,5,9,0,9,26,0,28,7,0,7,0,0,0,70,8,76
80104104708,0,5,0,0,0,0,0,3,3,0,3,3,0,5,5,3,0,5,0,0,0,0,0,0,7,0,10,4,0,3,7,5,5,6,7,8,8,3,15,9,0,9,12,0,12,13,0,9,15,0,18,8,0,4,3,0,5,95,36,129
80104104709,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,4,0,0,7,6,9,8,0,8,3,0,5,3,0,7,12,3,15,5,0,7,9,0,9,3,0,5,15,0,17,3,0,7,0,0,0,81,17,95
80104104710,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,4,0,4,4,0,6,0,0,0,0,0,5,5,0,4,12,0,12,11,0,11,7,0,15,9,0,9,49,4,53,8,0,8,0,0,0,122,14,132
80104104711,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,6,4,7,9,4,7,5,0,7,5,5,6,5,4,8,8,3,8,17,6,21,10,0,8,15,0,12,18,0,18,42,0,41,12,0,10,0,0,0,137,33,173
80104104712,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,4,8,7,0,0,4,4,5,11,5,0,10,3,3,4,3,4,11,4,4,9,11,4,16,7,0,7,9,0,8,5,0,5,9,5,13,3,0,6,0,0,0,69,45,115
80104104713,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,0,5,10,0,0,4,5,0,8,4,5,5,9,0,11,6,3,5,4,3,5,13,3,14,18,0,18,10,0,12,14,0,14,35,0,37,3,0,3,0,0,0,126,32,155
80104104714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104715,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,3,0,0,4,0,4,0,0,0,7,4,8,8,0,8,9,0,9,3,0,3,42,0,45,0,0,0,0,0,0,89,10,98
80104104716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,6,0,9,9,0,5,15,0,22,7,0,7,13,0,13,9,0,12,49,0,49,4,0,4,0,0,5,121,14,137
80104104717,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,9,0,0,3,0,0,3,6,0,10,3,0,3,12,0,11,6,0,4,9,0,9,6,0,9,13,0,13,79,0,78,7,0,7,0,0,0,145,9,156
80104104718,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,10,3,0,4,0,0,0,7,0,8,10,0,8,10,0,10,10,0,10,86,0,87,4,0,4,0,0,0,138,14,145
80104104719,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,9,0,9,7,5,7,0,6,5,6,0,4,5,0,5,9,5,10,18,3,16,12,0,12,7,0,7,12,0,12,54,0,54,0,0,0,0,0,0,126,17,143
80104104801,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,4,0,0,0,0,0,5,0,0,3,3,0,7,4,3,5,4,0,4,9,0,12,12,0,12,13,0,14,12,0,12,31,0,27,4,0,4,0,0,0,90,15,104
80104104802,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,3,3,0,0,0,0,6,8,4,3,7,8,4,12,10,9,16,3,3,4,19,9,28,14,0,14,24,0,22,10,0,10,37,4,42,6,0,6,0,0,0,141,43,180
80104104803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,4,4,0,4,0,4,3,4,4,11,3,0,3,0,3,6,10,6,17,7,0,11,12,0,12,6,0,6,25,3,29,4,3,3,0,0,0,83,31,113
80104104804,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,5,4,7,5,6,12,3,6,9,5,6,5,7,4,11,4,4,9,10,6,10,11,10,20,6,0,8,11,0,10,10,0,10,17,0,18,3,0,3,0,5,5,99,55,154
80104104805,5,0,5,0,0,0,0,4,7,0,5,5,0,4,4,0,3,5,4,4,12,9,6,12,12,7,17,8,0,9,10,4,16,7,10,13,27,7,28,25,3,26,11,0,11,14,0,14,15,4,18,3,0,3,0,0,0,143,54,195
80104104806,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,0,5,5,0,0,0,4,3,8,6,3,10,3,3,9,14,7,20,9,0,7,13,3,11,6,0,6,24,0,26,4,0,4,0,0,0,91,31,117
80104104807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,3,0,0,0,0,3,6,0,8,0,0,6,15,0,15,5,0,5,12,0,12,11,0,13,31,0,31,5,0,5,0,0,0,97,14,106
80104104808,0,0,4,0,0,0,0,0,0,0,0,0,0,5,9,0,0,3,0,5,5,4,0,8,3,3,8,3,0,10,5,3,8,8,7,12,11,4,18,12,0,12,12,0,12,5,0,5,16,0,21,3,0,3,0,0,0,101,33,133
80104104809,0,0,0,0,0,0,0,0,0,0,4,4,4,4,3,0,3,4,0,0,0,3,3,8,5,0,5,6,3,13,8,3,10,8,3,12,9,0,16,16,0,16,8,0,13,15,5,14,39,0,39,7,0,7,0,0,0,131,21,157
80104104810,0,0,0,0,0,3,0,0,0,0,5,0,0,3,7,0,3,0,4,4,7,0,0,0,3,3,4,8,0,10,4,4,7,9,0,9,15,4,13,7,0,3,6,0,6,10,0,8,23,0,22,8,0,8,0,0,0,83,32,116
80104104811,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,0,4,3,3,10,3,0,3,6,0,7,0,0,4,3,0,3,6,3,12,5,0,5,4,0,4,8,0,8,35,0,30,9,0,9,0,0,0,93,18,109
80104104812,3,8,11,0,0,0,0,5,4,0,3,3,0,12,14,3,5,6,3,5,13,3,0,7,3,0,4,14,6,16,9,8,18,11,0,11,27,11,38,19,0,19,10,6,18,15,0,15,21,7,26,13,6,12,0,0,0,159,76,232
80104104813,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,4,0,0,5,0,5,3,0,0,4,4,4,6,10,6,9,14,0,13,7,0,7,15,0,11,7,0,11,11,0,11,6,0,5,0,0,0,74,26,103
80104104814,0,0,0,0,0,0,0,0,0,0,4,9,3,15,21,0,6,6,0,3,0,5,7,15,3,3,6,11,0,12,0,7,4,6,0,6,19,11,27,16,0,16,13,3,13,14,0,14,29,4,32,5,0,5,0,0,4,136,66,196
80104111601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104111702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104111801,0,0,0,0,0,0,3,4,0,0,0,3,0,3,5,5,0,5,9,0,3,5,0,5,3,9,9,9,13,21,12,8,17,13,5,17,33,7,39,23,3,27,24,0,24,8,0,8,27,0,26,7,4,7,0,0,0,178,56,237
80104111803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104111901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
80104112001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,3,0,6,5,0,0,0,3,0,6,3,0,3,5,0,10,18,0,17,17,0,17,7,0,10,24,0,32,6,0,9,0,0,0,104,13,115
80104112003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,17,0,16,11,0,11,25,0,22,11,0,11,42,0,42,7,0,10,0,0,0,131,9,136
80104112005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,4,0,4,3,3,9,3,0,4,3,0,4,17,4,22,14,0,14,8,0,8,13,0,13,28,0,28,4,0,4,0,0,0,100,15,115
80104112006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,3,5,8,0,11,7,5,11,11,0,10,18,0,23,19,0,19,23,4,24,11,0,10,19,5,24,8,0,8,0,0,0,132,21,154
80104112007,5,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,7,9,4,11,6,3,9,3,0,3,4,5,10,18,0,17,9,0,9,4,0,4,20,0,21,7,0,7,0,0,0,107,12,119
80104112008,0,0,0,0,0,0,0,0,0,0,4,8,0,3,4,0,0,6,0,3,8,5,0,5,3,8,11,5,0,10,4,4,6,0,0,7,26,8,33,10,0,10,11,5,19,4,0,4,10,0,10,5,0,6,0,3,3,104,52,153
80104112009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,3,5,0,4,9,8,8,10,7,6,12,0,6,9,27,3,30,29,0,30,20,0,17,5,0,5,12,0,12,0,4,6,0,0,4,128,39,162
80104112010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,9,0,9,0,0,0,5,0,5,9,0,9,8,0,10,10,0,9,5,0,5,11,0,13,19,0,19,33,0,34,8,0,8,0,0,0,118,8,126
80104112011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,9,0,9,5,0,5,8,0,12,4,0,4,9,0,9,14,4,15,28,0,28,9,0,9,0,0,0,93,9,97
80104112012,0,4,5,0,0,4,3,0,3,0,0,0,3,4,5,4,0,7,5,0,5,3,0,5,6,0,6,9,0,8,9,3,14,6,0,6,17,0,20,22,0,22,23,0,22,12,0,10,16,0,16,5,0,5,0,0,0,141,14,159
80104112013,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,3,3,0,3,6,0,6,21,0,21,17,0,19,9,0,11,9,0,9,38,0,38,9,0,9,0,0,0,121,8,127
80104112014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104112015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,6,0,7,9,0,7,5,0,7,7,5,5,24,9,28,18,0,18,14,6,18,12,0,12,17,0,17,7,0,8,0,0,0,116,28,142
80104112102,0,0,0,0,0,0,0,6,6,4,0,5,0,0,6,3,0,6,3,0,3,0,0,0,0,0,0,3,0,3,5,0,5,0,0,0,11,0,11,9,0,9,5,0,5,9,0,9,11,0,16,4,0,9,0,0,0,75,13,90
80104112103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,5,4,0,4,14,0,14,3,0,3,0,0,0,30,0,30
80104112104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104112105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,13,0,17
80104112106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
80104112107,0,0,0,0,0,0,0,0,0,0,4,4,0,8,4,6,0,8,4,5,9,0,3,8,0,0,7,10,3,8,11,3,16,14,4,15,18,6,21,19,0,19,16,0,16,15,0,15,16,0,16,5,0,8,0,0,3,141,31,169
80104112108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,3,0,3,4,0,3,4,0,5,11,0,14,17,0,17,7,0,6,8,0,8,25,0,25,5,0,5,0,0,0,91,7,98
80104112109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,4,0,4
80104112110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,0,4,0,0,0,4,0,4,3,0,3,7,0,7,0,0,0,19,0,18
80104112111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
80104112112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104112113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104112114,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,7,0,0,0,0,0,6,0,0,0,4,0,4,4,0,4,3,0,9,16,0,15,10,0,10,11,0,11,20,0,20,19,7,25,4,0,6,0,0,0,109,12,117
80104112115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,4,0,4,12,0,12,7,0,7,6,0,6,12,0,12,18,0,22,4,0,3,0,0,0,64,8,71
80104112202,0,4,4,0,0,0,0,7,7,0,5,5,3,0,0,3,0,3,4,4,4,5,0,5,0,5,6,4,0,4,4,0,4,4,0,10,13,0,16,17,0,17,15,0,15,13,0,13,24,0,24,7,0,4,0,0,0,122,19,139
80104112203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,12,4,14,3,0,3,9,0,9,12,0,12,9,3,11,6,0,6,0,0,0,58,5,62
80104112204,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,3,0,3,4,0,4,5,0,3,4,0,4,0,0,4,4,0,0,12,0,12,12,0,12,9,0,8,11,0,11,38,0,40,5,0,11,0,0,0,106,9,117
80104112205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,9,0,7,13,0,9,8,0,8,11,0,11,9,0,10,23,0,22,0,0,0,0,0,0,78,7,81
80104112206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,14,0,11
80104112207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,5,0,5,3,5,4,0,0,0,8,4,9,0,0,0,6,0,7,6,0,6,8,0,8,0,0,0,0,0,0,42,8,50
80104112208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,5,7,4,9,15,0,13,7,0,7,15,0,15,51,0,56,0,0,0,0,0,0,111,9,120
80104112209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,6,0,6,3,0,0,0,5,5,14,3,19,12,0,12,14,0,14,13,0,12,32,0,32,6,0,5,0,0,0,106,17,126
80105104901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105104902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105104903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105104904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105105001,0,0,0,0,0,0,0,0,0,3,8,11,0,8,11,0,7,12,8,3,7,0,5,7,5,0,9,4,6,6,4,5,10,6,0,6,10,9,18,8,0,8,3,3,10,10,0,10,35,4,37,9,0,9,0,6,4,112,72,181
80105105002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,0,0,4,0,5,6,3,4,5,0,0,6,4,5,4,8,0,10,9,0,8,4,0,4,41,5,46,9,0,9,0,0,0,77,26,103
80105105003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105105004,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,6,0,8,0,4,5,0,0,0,0,6,7,5,0,3,0,6,0,7,5,8,0,0,0,0,0,0,0,0,0,33,6,41,0,0,0,0,0,0,68,27,96
80105105005,0,0,0,0,0,0,0,5,5,0,0,0,4,9,12,0,0,0,4,0,4,0,3,4,5,4,6,0,4,4,0,3,10,5,10,8,9,10,16,3,0,3,11,0,11,13,0,13,69,6,66,11,0,16,0,0,0,133,51,181
80105105006,0,5,5,0,3,7,0,6,6,0,14,14,4,22,26,4,8,11,0,4,5,4,4,3,0,0,5,6,8,8,3,0,3,0,0,0,5,7,16,6,0,6,7,4,12,10,0,10,33,5,39,3,0,8,0,4,3,92,91,176
80105105007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,5,0,3,0,4,0,9,6,0,14,0,0,4,6,0,4,3,0,3,31,3,34,11,4,11,0,0,0,67,29,96
