SA1_CODE_2021,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
80104103711,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,0,0,0,0,3,5,4,3,10,6,4,10,0,0,4,7,7,15,15,3,19,22,3,22,21,0,21,25,0,25,66,0,65,8,0,10,0,0,0,179,39,218
80104103712,0,0,0,0,0,0,0,0,0,0,6,6,0,6,6,0,9,9,0,11,7,3,12,18,5,7,17,4,5,10,3,0,3,4,3,5,5,5,4,4,0,4,3,0,3,0,0,0,19,0,23,6,0,6,0,0,3,63,64,136
80104103713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,3,0,3,0,0,5,10,3,11,0,0,0,13,0,13,12,0,6,44,0,46,0,0,3,0,0,0,83,15,102
80104103714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,8,0,0,3,3,0,3,7,0,9,9,0,9,9,0,12,9,0,9,64,5,63,9,0,9,0,0,0,125,10,143
80104103804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,4,4,3,0,3,0,0,6,0,3,3,8,3,12,7,0,9,5,0,11,8,0,8,70,0,79,7,0,7,4,0,4,130,10,142
80104103805,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,6,0,6,9,3,13,6,0,6,18,0,18,9,0,9,48,0,48,6,0,6,0,0,0,104,12,116
80104103806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,5,3,0,3,13,3,15,6,0,6,46,0,51,0,3,0,0,0,0,72,8,84
80104103807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,5,0,0,0,9,3,15,10,0,10,7,3,13,7,0,7,43,4,46,0,0,0,0,0,0,87,7,99
80104103808,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,4,3,3,0,3,0,0,0,6,4,5,3,0,3,5,0,4,3,4,4,16,9,24,9,0,8,14,0,13,8,0,8,29,3,31,4,0,5,0,0,0,97,32,133
80104103809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,6,8,3,0,3,8,0,8,11,0,11,37,0,39,4,0,4,0,0,0,76,10,89
80104103810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,3,0,3,0,0,3,4,0,0,3,0,3,0,3,3,9,0,9,12,0,12,14,0,14,44,0,43,4,0,4,0,0,0,96,11,106
80104103811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,6,0,0,3,3,0,3,3,0,3,10,0,10,8,0,8,0,0,7,40,0,46,0,0,0,0,0,0,78,8,84
80104103812,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,4,4,6,6,0,7,15,6,24,14,0,14,25,3,28,11,0,11,49,0,51,0,0,4,3,0,3,136,22,164
80104103813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,0,8,4,0,4,3,0,5,5,0,3,13,0,18,12,0,12,13,0,12,13,0,13,39,0,39,0,0,3,0,0,0,95,14,115
80104103814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,5,0,5,4,0,5,0,3,6,4,0,9,3,3,9,11,3,13,0,0,3,9,0,9,3,0,3,30,0,33,8,0,8,0,0,3,97,27,119
80104103815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,6,0,0,0,7,0,7,3,4,5,4,3,10,7,5,11,3,0,3,13,0,14,21,0,21,51,0,50,3,0,3,0,0,0,116,21,136
80104103907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,4,0,3,0,0,5,11,0,8,4,0,4,4,0,10,9,0,9,20,0,20,5,5,7,0,0,0,67,15,79
80104103908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,3,5,0,5,0,4,7,7,3,9,11,9,21,14,0,12,10,0,9,6,0,5,0,0,4,3,0,5,0,0,0,59,28,84
80104103910,0,0,0,0,0,0,3,0,0,0,0,0,3,0,9,0,0,0,3,4,7,10,10,17,10,13,19,14,9,20,4,12,19,11,14,21,23,24,48,22,9,33,10,7,14,9,0,10,22,3,29,5,0,6,3,0,3,157,114,271
80104103911,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,7,6,12,10,7,14,3,0,5,15,12,25,7,0,7,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,51,40,94
80104103912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,5,0,3,0,0,0,5,3,8,9,3,15,8,0,9,13,4,12,10,0,10,30,3,36,5,0,7,0,0,0,95,15,106
80104103913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,4,6,9,7,12,10,4,7,7,11,3,10,7,0,7,6,3,12,4,0,4,9,0,6,6,0,6,0,0,0,50,36,87
80104103914,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,9,0,6,10,0,7,10,3,12,0,3,7,14,0,14,12,0,12,16,0,16,7,0,7,41,3,41,7,0,5,0,0,0,126,22,139
80104103915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,4,5,0,0,0,7,0,0,0,9,5,14,11,0,11,7,0,8,9,0,9,25,0,25,6,5,6,0,0,0,80,14,92
80104103916,0,0,0,0,0,0,0,0,4,0,0,0,0,7,7,0,0,0,0,0,0,0,0,3,7,0,10,5,3,3,0,3,5,3,4,10,29,14,36,16,3,18,13,0,12,5,3,10,25,6,23,4,8,7,0,0,0,113,44,155
80104103917,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,4,3,3,5,6,6,14,3,3,7,8,4,20,7,0,6,3,0,3,5,0,5,4,0,4,8,3,7,0,0,0,48,36,83
80104103918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,3,6,8,15,4,5,10,0,4,7,16,8,21,11,0,9,4,0,4,4,0,4,4,0,4,0,0,0,0,0,0,56,36,88
80104103919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,3,0,3,7,0,6,6,0,6,6,0,10,6,0,6,23,0,27,6,0,5,0,0,0,68,11,76
80104103920,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,0,0,0,0,0,0,4,4,6,0,9,9,9,4,7,4,10,16,3,10,15,13,8,18,8,0,8,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,54,51,101
80104103921,3,9,5,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,3,3,3,3,12,7,4,12,8,8,12,8,7,23,8,7,16,6,22,25,14,6,18,11,5,15,6,0,6,17,3,17,3,0,3,0,0,0,105,78,181
80104103922,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4,0,0,0,3,0,3,6,0,6,18,3,23,15,0,18,10,0,13,9,0,6,43,0,38,4,0,4,0,0,0,112,20,135
80104103923,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,6,10,0,9,3,0,3,8,0,10,10,4,15,14,0,14,13,0,12,12,0,12,47,0,51,7,0,7,0,4,4,120,20,145
80104103924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,15,0,14,7,0,7,8,0,8,6,0,13,49,0,43,8,0,11,0,0,0,105,5,106
80104103925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,4,3,4,7,5,0,5,7,6,15,4,0,4,22,0,22,14,0,14,41,0,40,11,0,11,0,0,0,113,8,128
80104103926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,4,3,6,4,10,13,0,4,8,3,12,15,0,4,6,6,10,19,4,0,3,5,0,5,0,0,0,0,4,7,0,0,4,0,3,3,39,60,96
80104103927,0,0,5,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,0,3,0,3,6,0,6,7,3,11,5,5,9,6,5,11,11,5,20,18,0,18,15,3,13,15,0,15,44,3,43,5,0,4,0,0,0,136,35,169
80104103928,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,0,0,0,0,4,5,0,6,0,0,0,0,0,0,3,0,3,9,4,5,3,0,8,15,0,15,8,0,8,4,0,4,18,0,18,5,0,5,0,0,0,66,11,82
80104103929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,4,0,7,7,7,5,12,3,9,7,14,5,21,4,8,7,11,0,9,7,0,7,12,6,11,0,0,4,0,0,0,79,38,112
80104104001,0,0,0,4,0,4,0,0,0,0,0,0,0,6,6,0,0,3,8,4,11,4,7,15,6,10,14,9,11,18,3,17,19,12,3,12,23,12,36,20,3,27,9,3,11,8,0,10,26,8,33,11,0,14,0,0,0,148,82,227
80104104002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,5,5,0,5,0,0,0,8,4,11,4,0,7,5,5,13,8,0,8,44,5,47,9,0,9,0,0,0,95,18,117
80104104005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,8,3,0,5,5,0,5,4,4,9,0,0,4,18,0,18,15,0,10,14,0,12,6,0,7,25,10,34,3,0,6,0,0,0,103,23,123
80104104006,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,3,4,3,0,3,0,0,0,3,0,8,3,6,3,4,0,3,6,5,8,6,0,9,9,0,9,14,0,14,10,0,8,19,4,25,10,0,10,0,0,0,77,22,99
80104104007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,3,0,4,0,4,8,0,6,0,3,4,6,6,16,15,4,18,19,0,21,14,0,14,34,4,37,12,0,12,0,0,0,122,27,154
80104104008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,3,4,0,4,5,3,9,4,0,7,18,3,21,18,0,19,17,3,21,15,0,15,47,3,48,10,0,10,0,3,3,138,26,165
80104104011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,6,0,0,8,4,4,3,0,5,4,0,5,5,0,9,3,0,3,13,0,13,8,0,8,30,0,29,6,0,6,0,0,0,77,23,103
80104104014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,3,5,3,0,4,0,3,3,7,0,7,9,0,10,15,0,16,5,0,5,5,4,6,32,5,35,9,4,5,0,0,0,86,25,115
80104104015,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,5,6,0,6,0,4,9,3,0,7,6,4,14,9,0,9,8,0,8,12,0,12,38,0,43,9,0,8,0,0,0,99,19,119
80104104017,6,0,8,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,6,0,0,0,0,5,0,3,4,9,0,8,8,4,8,6,4,11,9,9,19,4,0,4,8,0,8,8,0,8,21,0,22,0,0,0,0,0,0,87,35,119
80104104018,0,0,0,0,3,3,4,3,4,0,5,4,3,6,17,8,0,8,0,0,4,3,7,7,0,0,3,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,41,29,71
80104104019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,6,0,7,5,0,5,0,0,0,23,0,23,0,0,0,0,0,0,55,10,63
80104104020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104021,0,0,0,0,0,0,0,0,0,0,4,4,0,3,7,0,3,0,0,7,6,0,4,9,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,32
80104104022,0,0,0,0,0,0,0,0,7,0,0,0,0,4,4,4,0,7,0,6,6,0,4,4,5,4,6,0,10,12,7,10,17,4,5,13,20,10,28,7,0,7,3,0,8,0,0,0,0,0,4,4,3,7,0,0,0,64,60,121
80104104023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,5,6,0,0,0,3,4,3,0,0,0,6,0,6,9,0,13,6,0,6,3,0,8,4,0,4,36,4,36,0,0,0,0,0,0,69,20,90
80104104025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,7,3,0,7,7,0,8,3,0,6,3,5,9,13,7,15,8,0,10,11,5,16,7,0,11,12,10,23,4,0,4,0,0,0,85,34,122
80104104026,0,3,3,0,0,0,0,0,0,0,4,3,0,0,3,9,3,12,0,3,6,4,11,11,5,21,29,14,22,32,9,14,21,10,16,22,26,14,42,5,5,10,12,0,21,10,0,9,23,10,29,7,3,10,4,0,4,146,129,275
80104104027,0,7,8,0,0,0,0,0,0,0,0,0,0,3,6,0,3,9,3,6,10,7,4,5,5,5,14,7,13,20,12,8,16,5,6,12,24,18,36,20,0,18,10,3,13,10,0,13,14,0,14,8,0,9,0,0,0,127,89,210
80104104028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,3,3,0,4,6,0,8,9,6,12,18,0,10,11,5,8,11,16,15,22,11,3,14,9,0,9,5,0,5,10,0,8,4,0,4,0,0,0,74,59,131
80104104029,0,5,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,4,0,5,0,4,6,6,4,11,9,5,13,3,8,12,10,9,10,32,11,40,17,0,16,9,3,18,3,0,3,10,0,6,8,4,8,0,3,0,114,57,168
80104104030,0,3,3,0,0,0,0,9,6,0,7,10,0,5,3,4,6,11,5,0,8,12,14,20,23,20,41,13,17,34,24,11,32,13,8,22,41,22,64,31,6,37,18,4,14,9,0,15,25,4,26,8,0,12,0,0,0,228,131,360
80104104031,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,5,10,4,7,7,10,10,13,7,6,13,21,13,24,12,0,12,7,0,9,0,0,0,15,0,19,3,0,3,0,0,0,81,44,125
80104104032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,9,0,8,8,0,4,6,5,14,16,6,0,8,11,11,17,13,0,13,5,3,8,3,0,3,6,0,10,0,0,0,0,0,0,56,48,104
80104104301,0,0,0,0,0,0,0,0,3,0,4,4,0,4,9,0,0,0,0,3,5,5,0,4,3,3,8,4,3,5,0,0,0,4,0,4,8,4,6,13,0,13,3,0,6,11,0,11,27,0,28,6,0,6,3,0,3,86,25,105
80104104302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104401,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,4,4,0,3,0,0,5,8,3,13,8,0,8,4,0,4,3,4,8,16,7,21,12,5,13,17,0,16,19,0,22,51,3,52,10,0,6,0,0,0,147,31,178
80104104402,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,6,0,6,0,0,0,12,0,14,4,4,10,3,5,4,3,4,7,6,4,9,12,0,12,19,5,18,12,0,10,60,7,63,9,5,15,0,0,0,152,39,185
80104104404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,5,10,5,0,4,3,4,8,6,5,15,11,5,21,17,0,16,17,0,24,12,0,12,54,3,59,9,6,12,0,0,0,145,34,185
80104104405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,3,0,0,0,3,0,3,3,0,3,0,0,0,18,0,18,15,0,15,21,0,21,11,0,11,40,3,43,10,0,10,0,0,0,124,8,131
80104104409,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,0,3,10,3,10,19,0,19,15,0,14,6,0,6,23,0,27,6,0,6,0,0,0,98,7,107
80104104410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,7,0,3,5,5,6,10,3,4,9,6,5,12,0,0,5,4,0,4,4,0,3,6,0,6,6,0,10,0,0,0,42,31,73
80104104411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,6,0,6,9,0,9,9,0,9,8,0,8,11,0,9,38,3,39,5,0,8,0,0,0,85,6,93
80104104412,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,3,3,5,0,0,4,4,0,8,0,0,0,0,3,4,0,0,0,4,0,4,3,0,3,6,0,6,33,0,37,7,0,7,0,0,0,69,12,85
80104104413,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,11,0,16,3,0,3,6,0,6,14,0,14,50,0,52,8,0,8,0,0,0,107,8,112
80104104414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,4,0,4,5,0,5,9,0,5,4,0,4,8,0,9,9,0,9,14,0,14,8,0,8,0,0,0,55,7,63
80104104415,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,13,0,3,8,5,12,15,4,8,10,12,13,20,10,0,12,8,0,9,9,0,9,24,0,26,3,0,3,3,0,4,91,51,142
80104104416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,3,0,0,6,0,0,3,17,5,24,15,0,15,5,0,12,10,0,10,39,3,41,7,4,13,0,0,0,108,31,139
80104104417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,10,3,15,12,0,12,13,0,13,16,0,16,42,0,50,3,0,11,0,0,0,96,14,112
80104104418,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,3,4,3,7,10,6,4,7,11,10,15,7,5,15,12,0,11,7,0,11,23,6,28,16,4,19,15,0,17,5,0,13,11,6,17,7,3,7,0,0,0,125,61,185
80104104419,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,8,4,9,6,8,10,15,23,9,7,20,5,10,12,21,9,31,20,0,15,9,0,4,5,0,5,9,0,5,3,0,3,0,0,0,92,69,163
80104104420,0,5,5,0,0,0,0,0,0,0,4,4,0,3,3,0,6,6,0,4,5,7,9,15,4,9,11,11,11,22,16,12,24,9,15,17,25,12,37,21,4,21,9,4,12,9,0,13,19,0,25,4,0,3,0,0,0,128,104,233
80104104421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,3,5,0,12,11,11,13,14,4,11,17,11,3,13,23,12,31,14,0,14,4,0,9,3,0,3,11,0,13,3,0,3,0,0,0,83,66,145
80104104422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,7,0,0,0,5,9,14,11,0,11,21,0,21,8,0,8,23,0,28,8,0,13,0,0,0,95,16,110
80104104424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,6,4,0,4,0,0,3,8,0,8,18,0,18,8,0,11,9,0,9,13,5,18,40,0,42,0,3,8,0,0,0,113,26,140
80104104425,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,0,3,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12
80104104426,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,3,0,3,3,8,3,8,3,4,7,9,7,14,0,9,6,6,3,9,17,16,32,16,0,22,15,5,24,4,0,9,28,8,36,9,0,13,0,0,0,123,54,181
80104104502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
80104104601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,4,3,0,4,4,0,8,3,0,6,15,0,13,6,0,6,5,0,5,11,0,11,18,0,21,3,0,3,0,0,0,74,8,86
80104104602,0,3,3,0,0,0,0,0,0,0,0,0,0,9,9,0,5,4,4,0,7,4,10,12,4,4,6,3,9,8,8,15,15,9,10,12,24,17,40,24,0,26,14,6,11,3,0,3,15,3,16,3,3,5,0,0,0,107,80,189
80104104603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,6,0,6,7,0,7,4,0,4,31,0,36,0,0,0,0,0,0,69,5,67
80104104604,0,0,4,0,0,0,0,0,0,0,5,5,0,3,3,0,0,0,5,0,5,0,0,0,0,6,8,6,0,6,6,0,6,9,5,8,10,9,13,6,0,6,3,0,4,4,0,4,16,0,16,3,0,3,0,0,0,71,27,96
80104104605,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,4,3,4,3,0,3,7,0,5,5,5,8,3,6,10,3,3,6,17,14,29,8,0,15,3,0,7,5,0,5,7,0,8,5,0,4,0,0,0,70,46,114
80104104606,0,0,0,0,0,0,0,0,0,5,0,0,0,3,4,0,0,3,6,0,3,0,9,9,4,5,9,8,3,7,5,4,11,5,7,7,9,0,12,10,0,12,16,0,14,14,0,14,13,4,14,7,0,4,0,0,0,99,45,144
80104104607,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,3,3,4,0,4,0,0,6,0,3,7,0,0,3,0,4,8,7,4,10,13,5,17,7,0,7,5,0,7,0,0,3,7,0,7,5,0,7,0,0,0,63,38,98
80104104609,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,4,5,0,3,0,0,5,0,0,6,7,4,8,0,3,5,5,3,8,16,5,22,10,0,10,6,0,6,6,0,8,4,0,4,6,0,6,0,0,0,78,30,110
80104104612,0,0,4,0,0,0,3,0,3,0,0,0,0,7,7,0,3,3,5,0,5,3,8,10,3,0,5,3,5,3,4,3,3,5,0,8,13,7,16,10,0,10,0,0,0,0,0,0,8,3,7,5,0,3,0,0,0,59,36,94
80104104613,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,6,4,0,0,11,0,11,7,3,8,0,3,3,0,0,0,12,0,16,11,6,12,8,0,8,8,0,8,37,0,38,4,0,4,0,0,0,104,26,122
80104104614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,0,6,0,0,0,3,0,3,5,0,11,3,0,3,13,0,11,3,0,3,27,0,27,10,0,10,0,0,0,79,5,88
80104104616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,4,3,0,0,0,3,0,3,0,4,5,5,5,4,7,4,11,7,6,13,8,0,10,3,0,3,10,0,10,4,5,6,0,0,4,0,0,0,61,32,85
80104104617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,6,3,0,9,0,5,3,0,4,5,4,0,4,9,0,6,7,3,12,21,4,28,15,0,14,19,5,19,14,5,17,33,0,33,7,0,7,0,0,3,138,35,174
