SA1_CODE_2021,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
80104103412,0,0,30,30,0,0,20,20,3,0,6,18,24,0,0,28,47,3,3,54,17,0,0,21,9,0,0,9,7,0,0,4,0,0,0,0,102,6,67,181,0,0,34,34,0,0,15,15,7,5,0,12,31,5,5,36,50,0,4,55,11,0,9,18,3,0,4,7,0,0,0,5,0,0,4,4,107,10,67,187,0,0,61,61,0,0,34,34,19,4,10,30,57,5,5,60,95,7,9,109,28,3,9,37,13,0,4,20,6,0,3,8,0,0,4,4,215,20,133,364
80104103413,0,0,16,16,0,4,13,14,10,11,13,27,12,3,7,19,27,3,14,42,13,0,4,20,10,0,4,13,4,0,0,7,5,0,0,5,76,18,65,152,0,0,13,13,0,0,4,7,14,4,8,26,22,0,8,38,17,0,7,29,10,0,10,22,3,0,9,13,3,0,4,11,0,0,0,0,80,13,66,160,0,0,26,26,0,0,17,23,18,13,23,54,37,4,19,56,44,3,23,70,24,0,14,40,12,0,13,27,9,0,5,13,8,0,0,8,153,25,135,310
80104103414,0,0,6,6,0,0,8,10,0,4,8,11,11,0,5,12,16,0,3,15,10,0,0,13,3,0,0,3,0,0,0,0,0,0,0,0,46,10,27,77,0,0,10,10,0,0,8,12,4,0,3,8,9,0,3,17,11,0,3,16,9,0,6,16,3,0,0,7,0,0,0,4,0,0,0,0,39,5,36,85,0,0,18,18,0,5,17,21,4,7,8,23,22,0,5,28,26,6,5,32,19,0,5,29,6,0,0,12,3,0,0,3,0,0,0,0,90,16,63,159
80104103501,0,0,10,10,0,0,13,16,20,11,23,53,21,0,6,26,12,5,0,16,10,3,0,12,3,0,0,3,3,0,0,0,0,0,0,0,72,14,56,140,0,0,6,6,0,6,9,11,25,5,4,34,22,4,7,37,9,0,7,18,15,3,7,21,3,0,0,3,0,0,0,0,0,0,0,0,76,19,40,131,0,0,20,20,0,3,19,24,44,13,29,85,46,5,10,63,19,5,5,30,25,9,7,33,7,0,0,11,3,0,0,7,0,0,0,0,145,35,98,271
80104103505,0,0,7,7,0,0,11,12,12,0,4,20,27,3,4,42,9,0,0,12,5,0,0,3,7,0,0,7,0,0,0,0,0,0,0,0,57,8,23,97,0,0,4,4,0,0,9,7,14,6,0,28,31,4,6,38,5,0,12,16,0,0,0,4,7,0,10,8,0,0,0,3,0,0,0,0,57,13,41,112,0,0,9,9,0,0,15,17,29,9,9,43,59,7,16,82,16,0,12,24,3,0,5,9,6,0,8,15,3,0,0,4,0,0,0,0,122,22,66,209
80104103506,0,0,16,16,0,0,14,14,10,7,13,29,34,4,6,43,25,0,3,34,3,0,0,9,5,0,0,5,3,0,0,3,0,0,0,0,79,14,65,155,0,0,14,14,0,0,6,11,17,8,6,27,38,9,7,51,19,4,7,27,5,0,0,7,0,0,8,10,0,0,0,3,0,0,0,0,72,16,49,143,0,0,33,33,0,0,21,26,24,11,19,56,68,10,15,95,45,0,13,61,7,5,3,14,10,0,5,13,3,0,0,3,0,0,0,0,153,35,112,298
80104103507,0,0,13,13,0,0,5,11,9,4,15,26,38,7,7,50,12,0,3,20,7,0,0,7,6,0,0,10,3,0,0,3,0,0,0,0,82,13,46,144,0,0,15,15,0,0,3,7,18,3,6,32,35,7,8,49,15,0,8,20,6,0,5,11,4,0,0,6,3,0,3,4,0,0,0,0,80,13,40,142,0,0,22,22,3,0,10,21,28,9,20,61,71,13,14,103,27,3,14,39,17,0,5,19,12,0,4,15,3,0,3,9,0,0,0,0,164,30,89,284
80104103508,0,0,15,15,0,0,5,8,6,8,7,23,27,3,4,38,11,0,8,19,6,0,3,10,0,0,0,3,0,0,0,0,0,0,0,0,55,13,39,108,0,0,7,7,0,0,3,8,15,4,3,24,22,7,10,33,14,0,8,20,0,0,0,0,4,0,3,10,0,0,5,0,0,0,0,0,58,13,40,107,0,0,23,23,0,0,8,12,24,9,11,50,52,10,12,67,29,0,10,43,3,0,4,9,3,0,4,10,5,0,5,3,0,0,0,0,113,21,77,215
80104103509,0,0,15,15,0,0,5,9,9,0,15,25,30,3,6,48,29,0,0,32,6,0,0,13,6,0,0,4,0,0,0,0,0,0,0,0,83,9,51,142,0,0,16,16,0,0,17,14,19,5,5,37,39,6,11,50,20,0,3,29,4,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,84,11,60,156,0,0,36,36,0,4,20,23,27,11,24,65,67,10,19,100,50,0,4,60,16,0,6,16,4,0,5,7,0,0,0,0,0,0,0,0,164,26,109,299
80104103510,0,0,21,21,0,0,20,20,11,3,29,41,39,4,9,47,31,4,0,38,15,3,4,17,3,0,0,8,0,0,0,0,0,0,0,0,100,18,78,190,0,0,15,15,0,0,15,15,16,8,18,43,40,3,3,47,28,5,8,38,6,0,10,18,4,0,0,9,0,0,4,7,0,0,0,0,96,15,76,187,0,0,37,37,0,0,39,39,20,12,42,76,76,12,11,98,61,4,12,73,24,3,13,34,12,4,3,12,0,0,4,4,0,0,0,0,194,35,147,376
80104103511,0,0,9,9,0,0,18,18,8,7,9,21,23,9,0,35,16,0,0,20,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,54,18,44,109,0,0,15,15,0,4,8,13,13,8,6,22,21,7,8,42,11,4,10,21,0,0,0,0,3,0,0,4,0,0,4,4,0,0,0,0,57,20,47,126,0,0,21,24,0,0,26,27,22,8,16,49,48,16,10,73,32,4,10,40,3,0,0,5,6,0,0,7,0,0,4,4,0,0,0,0,112,32,88,237
80104103512,0,0,20,19,0,4,11,16,10,3,11,30,48,3,5,52,37,0,7,46,11,0,0,12,9,0,0,4,5,0,0,5,0,0,0,0,118,14,54,182,0,0,26,24,0,5,15,23,17,7,17,44,55,0,10,64,23,0,9,35,6,0,3,10,4,0,8,10,3,0,0,3,0,0,0,0,119,19,80,214,0,0,42,44,4,7,27,33,32,20,23,71,101,10,15,119,61,0,15,80,20,0,4,20,11,0,4,19,7,0,0,5,0,0,0,0,233,35,134,402
80104103513,0,0,9,9,0,0,8,8,18,5,10,32,23,6,0,32,16,5,3,25,9,0,0,14,3,0,0,3,0,0,0,0,0,0,0,0,72,16,38,121,0,0,11,11,0,0,14,13,19,8,14,33,26,3,6,39,14,4,7,22,12,0,0,16,5,0,0,5,0,0,4,4,0,0,0,0,72,17,56,144,0,0,22,22,0,0,20,24,33,10,23,67,52,9,8,73,30,8,9,48,17,0,4,27,7,0,0,12,0,0,4,4,0,0,0,0,143,34,90,267
80104103514,0,0,4,4,0,0,5,8,4,0,8,13,36,0,5,42,16,4,4,21,11,3,3,15,5,0,0,5,0,0,0,0,0,0,0,0,71,8,30,105,0,0,14,14,0,0,7,9,8,6,3,13,32,3,10,42,20,5,0,25,4,0,7,11,0,0,4,3,0,0,0,0,0,0,0,0,69,10,41,119,0,0,19,19,0,0,14,15,10,9,5,26,66,3,10,80,40,3,5,46,14,3,7,26,3,0,4,9,0,0,0,0,0,0,0,0,137,18,66,224
80104103515,0,0,14,14,0,0,7,7,4,0,3,11,28,9,0,39,17,0,3,26,4,0,0,9,0,0,0,9,4,0,0,4,0,0,0,0,63,13,38,112,0,0,8,8,0,0,8,8,9,3,8,20,25,7,4,34,20,3,0,26,5,0,0,12,0,0,0,5,0,0,5,3,0,0,0,0,67,14,42,117,0,0,25,25,0,0,15,15,10,8,16,30,58,8,4,67,40,3,8,47,7,0,0,15,4,0,0,11,4,0,5,7,0,0,0,0,129,24,79,230
80104103516,0,0,19,25,0,0,6,11,17,12,22,44,44,4,13,66,21,4,3,25,6,0,0,5,5,0,0,5,0,0,0,6,0,0,0,0,95,21,75,186,0,0,7,7,0,0,10,11,35,11,16,66,42,4,16,58,17,4,0,20,6,0,5,12,3,0,7,12,0,0,0,0,0,0,0,0,99,21,66,180,0,0,33,30,0,0,22,21,57,22,34,115,87,9,31,125,30,3,8,47,10,0,6,18,3,0,7,13,6,0,5,4,0,0,0,0,193,40,140,366
80104103517,0,0,8,8,0,0,3,3,11,4,12,23,29,4,4,34,11,0,3,14,4,0,3,5,3,0,0,3,4,0,0,4,0,0,0,0,54,3,37,97,0,0,5,5,0,0,4,8,12,0,4,16,28,5,10,33,4,0,9,17,7,0,0,5,4,0,0,6,0,0,0,0,0,0,0,0,54,5,35,97,0,0,16,16,0,0,10,10,20,8,14,41,49,6,12,67,14,0,18,31,14,0,4,15,6,0,0,12,4,0,0,7,0,0,0,0,105,12,77,191
80104103518,0,0,12,12,0,0,9,13,13,8,16,35,30,10,6,49,26,4,0,33,8,0,0,8,7,0,0,7,4,0,0,5,0,0,0,0,88,24,50,157,0,0,18,18,0,0,15,12,15,10,6,32,36,9,4,49,20,8,6,30,6,0,0,10,5,0,3,11,0,0,3,3,0,0,0,0,87,23,52,167,0,0,26,26,0,0,28,29,30,17,24,69,63,22,13,93,41,7,9,58,21,0,0,18,14,0,3,16,9,0,3,14,0,0,0,0,173,52,108,329
80104103519,0,0,5,5,0,0,11,13,9,5,17,28,25,3,9,43,23,0,0,27,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,71,12,41,121,0,0,10,10,0,3,4,9,14,0,10,36,32,0,4,38,14,0,0,18,3,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,73,11,35,115,0,0,18,18,0,3,20,24,32,7,24,58,61,4,13,83,37,0,5,41,14,0,0,12,0,0,0,3,0,0,5,5,0,0,0,0,143,16,75,236
80104103520,0,0,5,5,0,0,4,4,11,6,25,44,25,4,7,29,11,0,4,16,0,0,0,4,8,0,0,10,5,0,0,3,0,0,0,0,55,14,50,121,0,0,13,13,0,3,5,13,18,6,17,34,24,0,9,31,7,3,0,15,5,0,4,10,8,0,3,9,0,0,0,5,0,0,0,0,59,14,56,129,0,0,17,17,0,6,7,21,30,15,37,78,48,9,15,66,22,3,5,33,4,0,3,9,11,0,3,18,4,0,4,6,0,0,0,0,118,30,98,246
80104103521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104103522,0,0,4,4,0,0,9,11,11,4,11,30,28,3,5,41,19,3,0,22,9,0,0,9,0,0,0,6,0,0,0,0,0,0,0,0,76,8,41,127,0,0,5,5,0,5,7,12,17,5,8,29,35,8,3,45,16,0,8,17,7,0,0,5,3,0,5,5,0,0,0,0,0,0,0,0,76,10,47,129,0,0,12,12,0,6,22,21,33,11,15,59,66,6,12,83,35,3,12,45,8,0,4,13,8,0,3,12,4,0,0,9,0,0,0,0,147,21,85,259
80104103601,0,0,14,14,0,0,16,22,7,10,23,37,33,8,8,43,24,0,0,31,12,0,4,22,9,0,4,7,4,0,0,4,0,0,0,0,83,13,77,178,0,0,8,8,0,0,15,15,8,9,17,37,39,5,7,53,20,0,6,29,17,0,9,25,6,0,9,19,0,0,0,0,0,0,0,0,85,19,86,190,0,0,25,25,0,4,38,35,21,19,42,78,67,14,19,100,43,0,14,56,29,0,14,43,13,0,13,25,4,0,4,3,0,0,0,0,170,36,157,366
80104103604,0,0,10,10,0,6,7,10,14,16,13,38,41,5,16,69,20,0,3,28,5,0,6,8,8,0,0,7,4,0,0,4,0,0,0,0,95,28,52,176,0,0,9,9,0,3,10,14,20,21,11,50,40,3,11,53,21,0,11,31,5,3,10,18,3,0,0,6,0,0,0,0,0,0,0,0,89,24,65,185,0,0,19,19,0,3,15,20,32,31,17,85,86,11,28,116,42,4,13,61,14,8,6,27,12,0,0,17,4,0,0,5,0,0,4,4,186,58,120,360
80104103605,0,0,5,5,0,0,6,8,9,3,8,17,21,0,0,29,11,0,3,16,7,0,0,15,3,0,0,3,0,0,0,0,0,0,0,0,52,9,27,90,0,0,3,3,0,0,8,9,15,6,4,28,17,3,0,21,9,4,3,15,7,0,0,9,0,0,0,0,0,0,3,3,0,0,0,0,53,14,24,91,0,0,10,10,0,4,11,12,20,5,16,43,38,3,4,49,26,5,10,30,18,4,4,19,3,0,0,6,0,0,6,3,0,0,0,0,106,22,50,177
80104103606,0,0,4,4,0,4,5,7,17,7,13,35,37,3,4,45,4,0,8,15,4,0,4,5,10,0,0,7,0,0,0,4,0,0,0,0,75,19,34,130,0,0,10,10,3,0,6,12,28,7,17,46,31,6,4,46,6,0,5,12,6,0,8,11,4,0,3,9,0,0,0,0,0,0,0,0,78,16,45,138,0,0,7,7,0,6,6,20,46,19,24,87,71,10,16,90,11,0,9,21,11,0,7,19,16,0,6,19,0,0,0,3,0,0,0,0,150,36,85,264
80104103607,0,0,10,10,0,0,10,10,14,4,3,18,29,7,3,40,23,0,4,24,10,0,4,11,6,0,0,3,0,0,0,0,0,0,0,0,70,14,27,110,0,0,9,9,0,0,0,0,19,4,4,26,24,8,10,38,20,0,0,17,6,0,5,12,5,0,3,8,0,0,0,0,0,0,0,0,74,14,36,119,0,0,16,16,0,0,12,12,31,5,10,49,55,16,8,81,35,0,9,43,14,0,7,22,6,0,5,10,0,0,0,4,0,0,0,0,145,25,58,230
80104103608,0,0,18,18,0,0,10,16,14,20,4,35,49,12,3,65,21,4,0,27,11,0,0,12,7,0,3,7,0,0,0,3,0,0,0,0,100,35,47,184,0,0,11,11,0,0,15,18,27,21,11,63,41,8,6,54,20,3,10,40,14,0,11,18,3,0,10,10,0,0,4,3,0,0,0,0,105,35,77,220,0,0,25,25,0,0,26,31,46,38,17,103,86,17,10,116,43,11,16,65,25,0,10,34,13,0,9,17,4,0,0,4,0,0,0,0,205,72,128,408
80104103609,0,0,10,10,0,3,13,14,29,15,27,73,61,4,14,82,14,4,7,22,8,0,0,6,7,0,0,9,0,0,0,0,0,0,0,0,116,28,79,221,0,0,8,8,0,3,20,22,43,14,23,78,51,8,16,74,11,3,19,26,7,0,16,23,0,0,5,10,0,0,5,9,0,0,0,0,116,26,106,250,0,0,24,24,0,5,30,38,82,29,48,156,111,12,28,151,22,9,30,56,7,0,16,31,7,0,10,17,0,0,5,4,0,0,0,4,234,59,185,471
80104103610,0,0,8,8,0,3,7,15,10,13,22,41,21,3,5,33,10,7,0,12,3,0,0,7,0,0,4,4,3,0,0,3,0,0,0,0,49,20,50,119,0,0,0,0,0,6,8,16,16,6,9,38,14,0,8,20,8,0,7,20,5,0,5,11,4,0,0,4,0,0,0,0,0,0,0,0,45,26,40,117,0,0,9,9,0,12,20,32,27,23,30,80,37,3,15,54,10,5,11,35,12,0,9,16,5,0,3,9,5,0,0,4,0,0,0,0,92,44,91,230
80104103611,0,0,13,13,0,0,5,3,4,0,0,8,26,0,0,32,18,0,4,21,5,0,0,10,0,0,0,0,3,0,0,3,0,0,0,0,65,3,21,95,0,0,22,22,0,0,4,5,10,3,6,14,34,0,3,38,18,0,0,23,5,0,0,7,3,0,0,3,0,0,0,0,0,0,0,0,70,8,35,111,0,0,35,35,0,0,7,6,16,8,3,24,57,0,4,68,43,0,4,46,14,0,0,18,0,0,0,0,3,0,0,3,0,0,0,0,139,14,59,203
80104103612,0,0,5,5,0,5,0,3,12,8,6,23,13,0,10,26,5,0,3,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,27,10,29,70,0,0,0,0,0,6,0,6,16,6,9,31,7,0,8,21,3,0,5,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,31,16,27,68,0,0,4,4,0,8,8,15,26,15,15,56,24,5,18,49,9,4,5,18,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,62,26,55,144
80104103613,0,0,13,13,3,0,3,6,20,5,15,39,35,0,10,49,9,0,5,16,6,6,4,14,6,0,4,5,0,0,0,0,0,0,0,0,80,14,49,148,0,0,10,10,0,0,4,7,30,6,13,51,31,10,13,54,9,3,3,15,8,4,5,14,6,0,5,7,0,0,0,0,0,0,0,0,79,21,51,154,0,0,23,23,4,0,5,12,47,20,29,93,62,13,23,101,17,3,11,33,18,10,11,28,12,0,6,17,0,0,0,5,4,0,0,4,157,45,102,304
80104103614,0,0,14,14,0,0,11,11,8,5,10,27,28,0,4,33,14,0,0,16,15,0,4,12,6,0,0,13,0,0,0,0,0,0,0,0,74,7,48,125,0,0,5,5,0,0,12,9,7,7,4,19,32,0,3,35,11,0,3,16,12,0,5,21,4,0,0,10,0,0,0,0,0,0,0,0,73,6,39,118,0,0,18,18,0,0,24,23,22,9,17,45,58,5,10,68,29,0,7,31,27,0,9,33,16,0,0,20,4,0,0,4,0,0,0,0,147,15,85,242
80104103615,0,0,13,13,0,0,14,14,30,7,9,47,59,13,3,70,29,6,8,41,9,0,4,11,0,0,5,5,3,0,0,3,0,0,0,0,131,21,52,200,0,0,15,15,0,4,4,9,36,0,10,56,53,6,9,77,23,3,4,33,6,0,5,12,4,0,3,8,0,0,0,0,0,0,0,0,126,25,59,210,0,0,27,27,0,4,21,19,65,10,27,97,109,19,13,140,57,14,9,79,13,4,7,27,4,0,3,9,5,0,0,5,0,0,0,0,256,48,108,409
80104103616,0,0,17,17,0,0,18,17,12,6,17,32,34,8,9,54,30,0,5,34,22,0,0,23,10,0,6,10,0,0,0,0,0,0,0,0,108,20,65,195,0,0,17,17,0,0,10,9,21,8,10,38,35,10,10,52,29,0,5,34,15,3,8,26,6,0,7,9,0,0,0,0,0,0,0,0,106,21,70,195,0,0,36,36,0,7,25,28,31,15,29,70,69,16,13,113,55,0,13,68,34,4,13,49,16,0,8,24,0,0,0,0,0,0,0,0,207,41,135,390
80104103617,0,0,12,12,0,0,9,5,15,7,8,32,27,8,6,39,19,3,0,27,7,0,0,10,7,0,0,5,0,0,0,3,0,0,0,0,75,22,39,135,0,0,16,16,0,4,3,13,16,3,4,26,38,5,4,50,15,7,9,22,5,0,3,14,0,0,0,3,0,0,0,0,0,0,0,0,76,22,50,143,0,0,26,26,0,3,13,19,27,15,15,56,66,14,9,90,30,13,13,51,18,0,8,25,3,0,6,5,0,0,0,3,0,0,0,0,145,48,90,277
80104103618,0,0,0,0,0,3,0,5,8,5,5,18,0,0,3,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,14,12,36,0,0,0,0,0,0,3,5,3,7,8,19,5,3,3,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,11,21,40,0,0,0,0,0,5,5,9,13,12,16,37,5,6,6,17,0,0,0,5,3,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,21,27,28,75
80104103702,0,0,10,10,0,3,12,14,18,10,9,39,26,3,12,41,7,0,4,13,5,0,4,7,3,0,0,7,0,0,0,0,0,0,0,0,59,17,54,131,0,0,9,9,0,6,6,13,20,12,9,43,21,5,15,41,6,0,9,19,4,0,6,13,0,0,6,9,0,0,0,0,0,0,0,0,55,16,66,146,0,0,18,18,0,8,22,30,34,19,24,79,47,5,26,82,15,0,17,33,12,0,12,23,5,0,6,11,0,0,0,0,0,0,0,0,114,33,128,276
80104103703,0,0,7,7,0,0,17,17,32,18,15,59,24,4,9,37,14,0,11,22,4,4,3,10,3,0,0,3,0,0,0,0,0,0,0,0,81,31,60,165,0,0,5,5,0,3,13,18,36,16,20,69,24,9,6,41,11,3,9,21,3,0,4,9,6,0,3,3,0,0,0,0,0,0,0,0,81,31,68,179,0,0,11,11,0,3,35,40,68,37,32,135,52,10,15,80,22,5,22,51,6,4,9,19,11,0,3,11,0,0,0,0,0,0,0,0,158,65,130,346
80104103704,0,0,14,14,0,4,7,13,13,9,12,36,37,4,3,45,24,4,3,38,16,0,0,16,7,0,0,9,4,0,0,6,0,0,0,0,105,15,48,164,0,0,15,15,0,4,10,13,23,4,6,38,38,4,0,43,26,3,4,33,13,3,0,19,0,0,3,8,3,0,0,7,0,0,0,0,105,16,44,168,0,0,23,23,0,3,18,23,36,18,17,73,75,12,7,91,54,6,10,69,24,3,0,28,8,0,8,13,6,0,4,11,0,0,0,0,208,37,92,336
80104103705,0,0,0,0,0,0,4,7,7,15,14,31,0,0,5,13,0,0,5,3,0,0,4,6,9,0,0,5,3,0,0,4,0,0,0,0,15,18,35,66,0,0,0,0,0,0,10,7,6,12,4,25,0,0,0,4,0,0,3,3,0,0,0,5,5,0,5,7,0,0,3,8,0,0,3,3,19,20,32,67,0,0,0,0,0,0,10,17,9,25,18,59,6,7,8,21,0,0,4,5,0,0,3,9,6,0,8,19,6,0,8,7,0,0,3,3,36,37,62,137
80104103706,0,0,12,12,0,0,4,4,4,6,8,18,27,0,0,33,17,4,0,20,16,0,0,16,5,0,0,5,0,0,0,0,0,0,0,0,69,7,24,102,0,0,10,10,0,0,5,3,10,3,6,25,34,0,8,38,15,0,0,13,9,0,3,10,5,0,0,4,0,0,0,0,0,0,0,0,70,13,29,109,0,0,21,21,0,0,9,6,14,6,11,41,64,3,4,70,25,6,0,32,20,0,7,25,14,0,0,11,0,0,0,0,0,0,0,0,144,19,46,209
80104103707,0,0,5,5,0,0,4,0,8,17,21,44,22,8,5,37,6,0,5,8,5,0,0,5,3,0,0,4,0,0,0,0,0,0,0,0,47,21,35,108,0,0,4,0,0,4,8,4,16,20,11,44,25,4,9,44,4,0,6,16,3,0,5,3,0,0,0,4,0,0,0,0,0,0,0,0,53,28,39,117,0,0,5,8,0,4,7,12,24,34,32,86,47,11,20,79,12,0,5,20,10,0,5,8,3,0,3,6,4,0,0,4,0,0,0,0,96,50,77,228
80104103708,0,0,8,8,0,0,3,9,16,6,10,37,39,0,7,45,30,0,9,39,15,0,0,18,5,0,0,5,0,0,0,3,0,0,0,0,106,13,40,162,0,0,15,15,0,0,10,9,22,11,9,40,47,5,3,55,32,0,3,29,15,0,8,17,0,0,9,11,0,0,4,4,0,0,0,0,114,16,56,180,0,0,30,30,3,0,14,18,38,13,17,74,86,6,11,99,60,3,11,70,25,0,5,33,9,0,9,18,0,0,4,4,0,0,0,0,226,30,93,345
80104103709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104103710,0,0,7,7,0,0,3,3,10,7,21,40,55,3,4,69,21,0,4,24,10,0,0,14,7,0,4,5,3,0,0,3,0,0,0,0,107,13,45,166,0,0,9,9,0,0,9,4,20,5,5,34,59,5,10,72,19,5,6,27,4,0,0,6,3,0,5,6,0,0,5,5,0,0,0,0,104,13,39,166,0,0,16,16,0,0,14,15,30,10,30,73,115,11,8,132,38,8,8,47,15,0,0,18,11,0,8,13,3,0,3,10,0,0,0,0,213,28,91,329
80104103711,0,0,16,16,0,0,14,15,20,15,17,54,61,6,9,73,27,3,4,41,14,0,0,14,12,0,0,14,0,0,0,5,0,0,0,0,140,28,63,227,0,0,15,15,0,0,11,14,35,13,13,69,63,3,15,85,23,4,6,31,10,0,6,16,8,0,7,16,0,0,3,7,0,0,0,0,137,27,77,241,0,0,31,31,3,0,24,24,59,31,30,118,125,11,25,163,49,10,12,68,20,7,9,30,15,0,6,25,4,0,7,11,0,0,0,0,276,58,141,471
80104103712,0,0,7,7,0,0,8,8,0,0,4,4,16,0,0,16,14,0,0,10,4,0,5,6,5,0,0,5,15,0,3,17,10,0,6,12,60,0,30,89,0,0,6,6,0,0,4,4,4,0,0,4,18,0,0,19,7,0,0,7,5,0,0,0,11,0,9,21,17,0,34,51,6,0,13,13,58,0,64,122,0,0,8,8,0,0,7,7,4,0,0,7,32,0,0,34,16,0,5,16,3,0,6,9,16,0,9,30,28,0,41,70,12,0,15,28,117,4,92,217
