SA1_CODE_2021,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
80103111306,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80103111307,..,65,65,22,5,27,4,0,4,3,0,3,0,0,0,0,0,0,32,74,101
80103111308,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80103111309,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80103111401,..,19,19,6,0,6,5,0,7,10,0,10,0,0,0,0,0,0,23,14,44
80103111501,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80103111502,..,4,4,9,0,7,8,0,8,11,0,11,3,0,3,5,0,5,31,9,33
80103111503,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80103111504,..,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
80103111505,..,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,4,0,3
80103111506,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3
80103111507,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104103401,..,42,42,49,3,46,32,0,30,23,0,23,6,0,6,6,0,6,111,44,156
80104103402,..,12,12,24,4,33,14,0,14,15,0,15,8,0,8,0,0,0,63,18,81
80104103403,..,27,27,36,5,40,23,0,23,40,0,40,19,0,19,11,0,11,123,27,151
80104103404,..,24,24,36,0,33,27,0,25,40,0,40,13,0,13,7,0,7,114,27,136
80104103405,..,16,16,29,0,29,26,0,26,51,0,51,16,0,16,6,0,6,128,16,141
80104103406,..,29,29,43,4,47,28,0,33,19,0,19,16,0,16,5,0,5,116,31,149
80104103407,..,9,9,19,0,19,23,0,23,19,0,19,5,0,4,3,0,3,70,13,82
80104103408,..,99,99,111,10,120,67,0,67,48,0,48,20,0,20,7,0,7,254,105,362
80104103409,..,17,17,23,0,22,22,0,22,26,0,26,5,0,5,5,0,6,75,16,93
80104103410,..,12,12,39,5,41,28,0,28,52,0,52,15,0,14,9,0,9,133,19,155
80104103411,..,16,16,42,3,47,32,0,32,66,0,66,23,0,23,3,0,3,164,24,181
80104103412,..,10,10,23,0,22,25,0,25,52,0,52,19,0,19,10,0,10,127,3,137
80104103413,..,33,33,51,8,57,26,0,27,26,0,26,9,0,11,0,0,0,114,40,151
80104103414,..,5,5,11,0,11,14,0,14,19,0,19,3,0,3,6,0,6,60,4,65
80104103501,..,10,10,28,0,28,24,4,25,21,0,21,15,0,13,12,0,12,94,17,108
80104103505,..,22,22,17,0,17,20,0,20,19,0,19,15,0,15,4,0,4,82,22,100
80104103506,..,13,13,26,0,25,29,0,27,35,0,37,12,0,12,6,0,6,110,16,126
80104103507,..,10,10,19,0,25,35,0,35,31,0,30,16,0,16,15,0,15,111,17,130
80104103508,..,17,17,19,0,20,16,0,18,30,0,30,15,0,15,0,0,0,84,15,107
80104103509,..,10,10,25,7,27,20,0,20,41,0,40,19,0,19,11,0,11,117,10,131
80104103510,..,11,11,23,0,29,34,0,39,48,0,52,14,0,14,14,0,14,132,17,153
80104103511,..,15,15,16,6,16,16,5,22,33,0,33,10,0,10,3,0,3,82,19,105
80104103512,..,9,9,26,0,21,36,0,36,50,0,50,27,0,27,10,0,10,147,10,163
80104103513,..,5,5,21,0,21,29,0,29,29,0,29,13,0,17,3,0,3,96,11,107
80104103514,..,10,10,16,0,16,17,0,17,27,0,27,21,0,21,11,0,11,84,10,94
80104103515,..,4,4,22,0,22,12,0,12,30,0,30,17,0,17,9,0,9,86,4,90
80104103516,..,25,25,23,4,27,36,0,36,45,0,45,21,0,21,11,0,11,139,33,171
80104103517,..,13,13,19,0,19,10,0,10,20,3,21,14,0,14,9,0,9,68,12,86
80104103518,..,4,4,28,0,31,24,0,24,37,0,41,11,0,17,9,0,9,118,7,134
80104103519,..,15,15,17,3,17,24,0,24,25,0,25,8,0,8,9,0,9,86,14,98
80104103520,..,14,14,27,0,27,15,4,17,25,0,25,8,0,8,11,0,13,87,14,108
80104103521,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104103522,..,24,24,25,3,22,17,3,18,38,0,38,12,0,12,3,0,3,98,29,123
80104103601,..,39,39,33,4,37,33,4,32,33,0,33,14,0,19,6,0,6,120,41,168
80104103604,..,26,26,47,4,52,51,0,50,29,0,29,9,0,9,6,0,6,150,31,177
80104103605,..,9,9,21,0,23,15,0,16,20,0,20,8,0,8,0,0,0,72,9,83
80104103606,..,31,31,39,0,37,22,0,26,33,0,33,4,0,4,3,0,3,107,36,141
80104103607,..,9,9,30,0,30,24,0,27,34,0,34,11,0,11,3,0,3,99,7,106
80104103608,..,31,31,42,0,37,52,0,54,49,0,51,15,0,15,7,0,7,163,34,195
80104103609,..,67,67,43,8,51,57,4,60,44,0,44,16,0,16,4,0,4,168,81,243
80104103610,..,28,28,38,8,40,24,0,24,14,3,18,11,0,11,4,0,4,86,35,117
80104103611,..,0,0,13,0,12,18,0,18,37,0,37,5,0,5,7,0,7,77,5,77
80104103612,..,25,25,23,6,34,14,0,14,12,0,12,0,0,0,0,0,0,57,30,84
80104103613,..,38,38,38,4,36,35,0,39,29,0,29,8,0,9,4,0,4,116,39,155
80104103614,..,5,5,19,0,19,30,0,30,28,0,28,10,0,10,7,0,7,91,8,95
80104103615,..,27,27,41,0,39,51,0,51,60,0,60,16,0,16,7,0,7,164,31,194
80104103616,..,28,28,39,3,41,34,5,34,42,0,42,16,0,19,8,0,8,143,34,180
80104103617,..,20,20,39,7,36,30,0,30,35,0,35,10,0,10,5,0,5,105,22,135
80104103618,..,18,18,19,0,21,10,0,10,0,0,0,0,0,0,0,0,0,25,19,46
80104103702,..,50,50,44,3,48,26,0,28,26,3,23,5,0,5,0,0,0,102,54,154
80104103703,..,30,30,47,8,57,39,6,40,29,0,26,13,0,13,7,0,7,131,48,173
80104103704,..,10,10,40,0,40,39,0,36,42,0,39,13,0,13,4,0,4,135,15,150
80104103705,..,42,42,29,0,37,5,0,7,7,0,7,0,0,0,0,0,0,37,49,92
80104103706,..,5,5,24,0,27,18,0,18,28,0,31,7,0,7,4,0,4,84,11,89
80104103707,..,35,35,46,7,56,20,0,21,21,0,21,5,0,5,0,0,0,90,41,133
80104103708,..,15,15,38,0,35,37,0,37,48,0,51,17,0,17,4,0,4,140,16,157
80104103709,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104103710,..,13,13,41,3,43,33,0,31,46,0,46,13,0,13,4,0,4,133,20,150
80104103711,..,36,36,55,4,58,39,0,39,61,0,61,16,0,16,11,0,11,179,39,218
80104103712,..,64,64,33,0,33,7,0,7,17,0,17,7,0,7,6,0,6,63,64,136
80104103713,..,9,9,21,0,21,21,0,23,27,0,32,11,0,11,0,0,0,83,15,102
80104103714,..,7,7,30,0,33,31,0,31,43,0,43,21,0,21,5,0,5,125,10,143
80104103804,..,10,10,29,3,32,39,0,40,42,0,42,10,0,10,4,0,4,130,10,142
80104103805,..,7,7,31,0,25,27,0,27,39,0,39,10,0,10,3,0,3,104,12,116
80104103806,..,0,0,15,3,14,14,0,14,32,0,32,15,0,13,3,0,3,72,8,84
80104103807,..,7,7,27,0,30,19,0,19,32,0,32,9,0,9,0,0,0,87,7,99
80104103808,..,26,26,30,0,30,33,0,34,25,0,24,11,0,11,4,0,4,97,32,133
80104103809,..,10,10,10,0,10,13,0,13,30,0,30,14,0,14,9,0,9,76,10,89
80104103810,..,11,11,26,0,29,17,0,19,30,0,30,14,0,14,0,0,0,96,11,106
80104103811,..,9,9,21,0,21,14,0,20,28,0,30,9,0,9,0,0,0,78,8,84
80104103812,..,19,19,38,0,40,37,0,37,44,0,44,16,0,16,8,0,8,136,22,164
80104103813,..,14,14,22,0,24,17,0,17,41,0,41,19,0,19,3,0,3,95,14,115
80104103814,..,21,21,36,0,38,21,0,21,32,0,32,5,0,5,0,0,0,97,27,119
80104103815,..,15,15,40,0,38,31,0,31,33,0,33,7,0,7,5,0,5,116,21,136
80104103907,..,7,7,19,0,18,16,0,26,15,0,15,13,0,13,3,0,3,67,15,79
80104103908,..,20,20,18,0,17,11,8,17,21,0,27,4,0,4,3,0,3,59,28,84
80104103910,..,83,83,66,17,89,45,13,58,27,0,30,8,0,8,9,0,9,157,114,271
80104103911,..,37,37,34,0,39,14,0,12,8,0,8,3,0,3,0,0,0,51,40,94
80104103912,..,4,4,26,4,33,15,0,15,29,0,33,16,0,20,9,0,9,95,15,106
80104103913,..,33,33,28,4,30,10,0,12,5,0,5,0,0,0,0,0,0,50,36,87
80104103914,..,14,14,32,0,32,26,0,29,43,0,47,15,0,13,10,0,10,126,22,139
80104103915,..,7,7,14,0,17,22,4,20,22,0,25,14,0,15,3,0,3,80,14,92
80104103916,..,20,20,29,10,37,33,7,44,29,0,31,22,5,21,0,0,0,113,44,155
80104103917,..,23,23,20,9,30,13,0,14,7,0,7,6,0,6,0,0,0,48,36,83
80104103918,..,28,28,33,3,39,11,0,12,8,0,8,3,0,3,0,0,0,56,36,88
80104103919,..,5,5,15,0,17,16,0,15,18,0,24,4,0,4,5,0,5,68,11,76
80104103920,..,46,46,30,0,32,15,0,15,3,0,3,3,0,3,0,0,0,54,51,101
80104103921,..,66,66,61,11,68,24,4,26,11,0,12,7,0,7,3,0,3,105,78,181
80104103922,..,10,10,23,3,30,29,0,31,36,7,45,17,0,17,4,0,4,112,20,135
80104103923,..,14,14,22,0,26,33,0,32,37,4,34,18,0,18,8,0,12,120,20,145
80104103924,..,0,0,20,0,20,18,0,19,42,0,43,16,0,16,3,0,10,105,5,106
80104103925,..,7,7,22,0,22,33,0,33,40,0,46,6,0,9,3,0,3,113,8,128
80104103926,..,48,48,22,10,28,14,0,14,0,0,0,0,0,0,0,0,0,39,60,96
80104103927,..,29,29,33,4,33,31,3,36,40,6,41,24,0,24,4,0,4,136,35,169
80104103928,..,12,12,16,0,16,15,0,15,24,0,26,15,0,15,4,0,4,66,11,82
80104103929,..,22,22,33,10,44,27,3,27,13,0,15,3,0,3,0,0,0,79,38,112
80104104001,..,59,59,60,9,67,28,4,32,32,7,35,16,0,16,12,4,17,148,82,227
80104104002,..,11,11,40,0,44,27,0,27,19,0,19,10,5,8,0,0,0,95,18,117
80104104005,..,12,12,32,5,36,23,5,22,34,0,35,9,0,8,7,0,7,103,23,123
80104104006,..,12,12,26,3,28,17,0,23,26,0,28,8,0,8,3,0,3,77,22,99
80104104007,..,15,15,32,3,37,26,3,30,39,0,40,22,0,24,5,0,8,122,27,154
80104104008,..,20,20,33,7,33,36,0,42,39,0,39,26,0,23,7,0,7,138,26,165
80104104011,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104013,..,15,15,24,5,24,20,0,20,29,0,29,7,0,7,3,0,3,77,23,103
80104104014,..,14,14,18,3,29,20,0,24,21,4,28,9,4,14,8,0,8,86,25,115
80104104015,..,12,12,26,3,25,20,6,29,35,0,39,14,0,14,12,0,12,99,19,119
80104104017,..,22,22,23,3,29,21,0,23,24,0,22,13,0,7,7,0,10,87,35,119
80104104018,..,29,29,27,0,31,4,0,4,3,0,3,0,0,0,0,0,0,41,29,71
80104104019,..,0,0,18,3,22,15,0,15,22,0,22,4,0,7,0,0,0,55,10,63
80104104020,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104021,..,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,32
80104104022,..,56,56,33,0,37,16,0,22,7,0,7,0,0,0,0,0,0,64,60,121
80104104023,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104024,..,10,10,16,4,18,18,0,24,21,0,22,13,0,13,7,4,8,69,20,90
80104104025,..,21,21,29,5,29,24,0,24,15,7,23,8,0,11,10,0,9,85,34,122
80104104026,..,109,109,73,8,86,32,5,37,29,8,36,3,0,6,4,0,8,146,129,275
80104104027,..,75,75,65,10,76,33,0,40,19,0,17,0,0,0,0,0,0,127,89,210
80104104028,..,43,43,46,9,54,17,4,18,14,0,14,4,0,4,0,0,0,74,59,131
80104104029,..,48,48,71,6,82,27,0,31,10,0,10,3,0,3,0,0,0,114,57,168
80104104030,..,110,110,131,18,147,60,0,62,34,0,34,3,0,3,0,0,0,228,131,360
80104104031,..,35,35,48,5,54,24,0,24,8,0,8,0,0,0,0,0,0,81,44,125
80104104032,..,42,42,34,7,34,20,0,20,5,0,6,0,0,0,0,0,0,56,48,104
80104104301,..,23,23,35,0,35,14,0,14,15,0,15,18,0,18,0,0,0,86,25,105
80104104302,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104401,..,18,18,36,5,42,32,0,28,49,3,56,22,0,24,7,0,7,147,31,178
80104104402,..,26,26,47,0,46,36,8,44,50,0,50,17,0,17,8,0,9,152,39,185
80104104404,..,19,19,28,3,33,36,3,39,55,0,54,22,0,23,5,0,9,145,34,185
80104104405,..,6,6,15,4,17,30,0,30,53,0,49,17,0,17,5,0,5,124,8,131
80104104409,..,10,10,29,0,29,18,0,19,27,0,32,15,0,15,6,0,6,98,7,107
80104104410,..,21,21,19,4,23,8,0,14,10,3,12,7,0,7,0,0,0,42,31,73
80104104411,..,5,5,22,0,22,23,4,22,21,0,21,16,0,16,5,0,5,85,6,93
80104104412,..,9,9,21,6,22,16,0,16,9,0,9,14,0,14,6,0,6,69,12,85
80104104413,..,5,5,25,0,26,17,0,17,42,0,42,10,0,10,13,0,13,107,8,112
80104104414,..,7,7,9,0,9,13,0,13,18,0,18,9,0,9,9,0,9,55,7,63
80104104415,..,47,47,31,6,32,29,3,29,24,0,24,4,0,4,3,0,3,91,51,142
80104104416,..,18,18,25,4,36,17,4,25,43,0,43,14,5,14,10,0,10,108,31,139
80104104417,..,11,11,25,5,29,21,0,20,35,0,35,15,0,15,4,0,4,96,14,112
80104104418,..,42,42,38,8,49,34,0,38,32,3,40,15,0,15,3,0,3,125,61,185
80104104419,..,56,56,52,9,63,26,0,24,14,0,14,4,0,5,0,0,0,92,69,163
80104104420,..,84,84,65,9,75,27,3,30,22,0,22,12,0,12,0,0,0,128,104,233
80104104421,..,64,64,46,0,48,13,0,17,13,0,13,3,0,3,0,0,0,83,66,145
80104104422,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104423,..,11,11,30,0,30,30,3,30,29,0,29,10,0,10,0,0,0,95,16,110
80104104424,..,7,7,22,4,28,24,11,33,37,0,36,13,0,20,10,0,14,113,26,140
80104104425,..,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12
80104104426,..,40,40,43,8,49,30,5,36,37,4,34,9,6,11,8,0,8,123,54,181
80104104502,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104503,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104504,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
80104104601,..,8,8,27,0,27,18,0,18,25,0,25,5,0,5,4,0,4,74,8,86
80104104602,..,71,71,54,9,61,25,0,28,23,0,23,0,0,0,0,0,0,107,80,189
80104104603,..,5,5,25,0,25,11,0,11,15,0,15,15,0,15,6,0,6,69,5,67
80104104604,..,27,27,33,0,33,14,0,14,16,0,16,0,0,0,0,0,0,71,27,96
80104104605,..,35,35,25,7,30,14,0,14,26,0,27,5,0,5,0,0,0,70,46,114
80104104606,..,35,35,30,4,30,27,0,28,31,0,31,8,0,8,0,0,0,99,45,144
80104104607,..,32,32,32,0,35,12,4,14,11,0,11,6,0,6,0,0,0,63,38,98
80104104609,..,22,22,39,3,40,18,0,18,13,0,15,10,0,10,0,0,0,78,30,110
80104104612,..,37,37,23,6,32,16,0,16,13,0,13,3,0,3,0,0,0,59,36,94
80104104613,..,15,15,31,0,35,19,0,18,27,0,32,16,0,16,6,0,6,104,26,122
80104104614,..,5,5,27,0,27,13,0,13,20,0,20,12,0,12,8,0,8,79,5,88
80104104616,..,22,22,25,3,30,12,0,11,18,0,18,6,0,6,0,0,0,61,32,85
80104104617,..,29,29,52,6,55,37,0,37,27,5,29,17,0,17,6,0,6,138,35,174
80104104618,..,30,30,38,3,47,19,3,18,26,0,26,12,0,12,4,0,4,100,40,142
80104104619,..,42,42,26,3,30,33,6,35,17,0,17,5,0,5,0,0,0,81,49,127
80104104620,..,35,35,27,3,28,26,0,27,23,0,23,6,0,6,0,0,0,83,41,120
80104104621,..,44,44,27,4,26,23,0,22,19,0,19,14,0,14,7,0,7,84,49,132
80104104622,..,21,21,30,3,34,20,0,20,26,0,26,9,0,9,6,0,6,92,28,120
80104104623,..,44,44,57,7,63,32,0,35,37,4,36,9,0,9,5,0,5,140,57,190
80104104624,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104625,..,28,28,41,0,45,32,0,30,29,0,29,15,0,15,0,0,5,118,35,149
80104104626,..,31,31,43,6,42,26,0,26,20,0,22,10,0,10,5,0,5,96,32,129
80104104627,..,44,44,34,0,33,28,3,28,26,0,25,7,0,7,3,0,3,104,45,146
80104104628,..,26,26,41,0,45,19,4,22,28,0,28,10,0,10,4,0,4,105,28,132
80104104629,..,78,78,70,0,68,0,0,0,0,0,0,0,0,0,0,0,0,70,80,152
80104104630,..,29,29,24,9,31,20,0,21,23,0,23,10,0,10,3,0,3,80,32,117
80104104631,..,3,3,15,3,20,24,0,24,26,0,26,15,0,15,6,0,6,93,6,102
80104104632,..,50,50,64,0,61,31,0,33,51,0,49,13,0,18,10,0,10,164,50,214
80104104633,..,23,23,35,3,35,35,0,38,38,0,38,16,0,19,4,0,4,133,25,161
80104104634,..,18,18,27,0,32,25,0,28,31,3,33,12,0,12,4,0,4,97,24,124
80104104635,..,29,29,25,0,30,20,0,20,18,0,18,3,0,3,0,0,0,70,30,101
80104104636,..,30,30,35,0,36,14,0,14,15,0,15,3,0,3,4,0,4,76,32,112
80104104637,..,22,22,34,3,32,13,0,13,17,0,20,9,0,12,8,0,8,84,28,110
80104104701,..,3,3,28,0,30,18,0,18,20,0,21,15,0,15,9,0,9,79,9,86
80104104702,..,34,34,58,0,62,25,0,25,21,0,21,7,0,7,0,0,0,111,37,151
80104104703,..,3,3,33,0,33,34,0,34,41,0,41,21,0,21,5,0,5,134,3,141
80104104704,..,5,5,21,0,23,16,0,16,18,0,18,7,0,7,0,0,0,61,7,73
80104104705,..,12,12,46,0,52,22,0,22,25,0,25,14,0,14,8,0,8,116,10,135
80104104706,..,29,29,45,3,46,16,0,16,31,0,31,7,0,9,6,0,6,107,31,133
80104104707,..,8,8,32,0,32,13,0,13,14,0,14,6,0,6,5,0,5,70,8,76
80104104708,..,34,34,40,0,40,26,0,25,20,4,24,13,0,13,0,0,0,95,36,129
80104104709,..,12,12,35,6,43,20,0,22,16,0,16,3,0,3,0,0,0,81,17,95
80104104710,..,8,8,44,0,48,16,0,20,34,0,34,17,0,17,3,0,3,122,14,132
80104104711,..,30,30,48,3,53,34,0,36,32,0,32,14,0,14,3,0,3,137,33,173
80104104712,..,40,40,33,3,33,22,0,24,9,0,9,4,0,4,3,0,4,69,45,115
80104104713,..,28,28,46,0,48,32,0,30,29,0,29,13,0,14,6,0,6,126,32,155
80104104714,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104715,..,7,7,38,0,41,12,0,12,25,0,25,13,0,13,0,0,0,89,10,98
80104104716,..,11,11,46,0,46,25,0,29,33,0,33,13,0,13,0,0,0,121,14,137
80104104717,..,13,13,47,4,47,34,0,34,40,0,40,12,0,12,8,0,8,145,9,156
80104104718,..,5,5,45,4,47,24,0,24,42,0,42,14,0,14,4,0,4,138,14,145
80104104719,..,17,17,49,0,49,21,0,21,40,0,40,14,0,14,4,0,4,126,17,143
80104104801,..,12,12,32,0,32,20,0,24,23,0,23,11,0,11,5,0,5,90,15,104
80104104802,..,36,36,46,0,46,36,0,36,37,0,39,17,0,17,8,0,8,141,43,180
80104104803,..,20,20,32,4,34,23,6,24,19,0,22,13,0,17,0,0,0,83,31,113
80104104804,..,47,47,31,6,37,25,0,30,21,0,21,11,0,11,0,0,0,99,55,154
80104104805,..,46,46,64,8,66,34,0,34,27,0,27,14,0,14,3,0,3,143,54,195
80104104806,..,25,25,41,0,39,20,0,22,17,0,17,6,0,6,3,0,3,91,31,117
80104104807,..,12,12,40,0,37,29,0,33,18,0,18,7,0,7,3,0,3,97,14,106
80104104808,..,29,29,46,3,50,21,0,21,19,0,19,9,0,6,3,0,3,101,33,133
80104104809,..,20,20,56,5,59,30,0,30,38,0,35,8,0,8,9,0,9,131,21,157
80104104810,..,27,27,42,3,45,13,0,13,22,0,22,10,0,10,3,0,3,83,32,116
80104104811,..,19,19,34,3,38,26,0,26,20,0,20,4,0,4,8,0,8,93,18,109
80104104812,..,67,67,86,6,92,36,0,37,21,0,19,6,0,6,6,0,6,159,76,232
80104104813,..,20,20,31,0,39,21,0,20,18,0,18,8,0,8,4,0,4,74,26,103
80104104814,..,55,55,51,3,50,35,0,35,35,0,33,12,0,12,7,0,7,136,66,196
80104111601,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104111702,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104111801,..,45,45,46,8,57,45,0,46,51,0,51,26,0,26,6,0,6,178,56,237
80104111803,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104111901,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
80104112001,..,4,4,17,0,22,22,3,28,43,0,43,11,0,11,7,0,7,104,13,115
80104112003,..,8,8,21,0,22,22,0,28,55,0,55,23,0,23,16,0,16,131,9,136
80104112005,..,10,10,21,0,21,24,0,24,32,0,34,17,0,17,9,0,9,100,15,115
80104112006,..,22,22,35,3,38,35,0,35,38,0,38,15,0,15,10,0,10,132,21,154
80104112007,..,13,13,23,0,28,30,0,30,31,0,36,12,0,12,6,0,6,107,12,119
80104112008,..,46,46,43,9,49,25,0,25,23,0,23,8,0,8,0,0,0,104,52,153
80104112009,..,28,28,46,9,49,42,5,47,25,0,25,12,0,12,3,0,3,128,39,162
80104112010,..,5,5,25,0,25,26,0,26,42,0,40,25,0,25,7,0,7,118,8,126
80104112011,..,0,0,19,0,21,18,0,18,41,0,41,12,0,12,3,0,3,93,9,97
80104112012,..,14,14,35,4,35,34,0,34,40,0,38,24,0,24,5,0,5,141,14,159
80104112013,..,9,9,22,4,26,30,0,30,42,0,42,16,0,16,16,0,16,121,8,127
80104112014,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104112015,..,21,21,46,4,48,31,3,35,28,0,28,10,0,10,5,0,5,116,28,142
80104112102,..,11,11,20,0,24,19,7,26,12,0,17,8,0,8,6,0,6,75,13,90
80104112103,..,0,0,9,0,9,10,0,10,10,0,10,9,0,9,0,0,0,30,0,30
80104112104,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104112105,..,0,0,3,0,3,0,0,0,3,0,3,4,0,4,0,0,0,13,0,17
80104112106,..,0,0,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0
80104112107,..,32,32,54,0,54,42,0,38,30,0,30,11,0,11,8,0,8,141,31,169
80104112108,..,8,8,14,0,16,24,0,22,25,0,25,13,0,13,12,0,12,91,7,98
80104112109,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
80104112110,..,0,0,4,0,6,5,0,5,6,0,6,9,0,9,0,0,0,19,0,18
80104112111,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
80104112112,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104112113,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104112114,..,6,6,8,0,12,22,0,25,36,0,36,23,0,24,17,0,17,109,12,117
80104112115,..,10,10,7,0,7,20,0,18,20,0,20,10,0,10,7,0,7,64,8,71
80104112202,..,22,22,37,0,37,25,0,25,44,0,45,13,0,13,3,0,3,122,19,139
80104112203,..,6,6,10,0,12,17,0,16,15,0,15,4,0,4,6,0,0,58,5,62
80104112204,..,4,4,19,0,16,32,3,35,28,0,33,22,0,25,10,0,10,106,9,117
80104112205,..,5,5,23,0,23,28,0,28,19,0,22,5,0,5,0,0,0,78,7,81
80104112206,..,0,0,0,0,0,3,0,3,4,0,4,0,0,0,0,0,0,14,0,11
80104112207,..,5,5,11,0,12,11,0,11,12,0,12,5,0,5,3,0,3,42,8,50
80104112208,..,7,7,20,0,20,15,0,15,55,0,55,16,0,11,6,0,10,111,9,120
80104112209,..,9,9,25,0,24,37,3,37,32,0,32,13,0,10,4,0,0,106,17,126
80105104901,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105104902,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105104903,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105104904,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105105001,..,61,61,43,9,52,27,5,34,27,0,27,11,0,11,0,0,0,112,72,181
80105105002,..,18,18,31,0,29,18,0,19,17,4,23,9,0,7,3,0,3,77,26,103
80105105003,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105105004,..,28,28,29,0,26,11,0,11,21,0,21,3,0,0,0,0,6,68,27,96
80105105005,..,43,43,48,0,47,29,9,34,32,0,36,16,0,16,7,0,7,133,51,181
80105105006,..,77,77,43,6,45,20,5,23,15,3,17,5,3,12,0,0,0,92,91,176
80105105007,..,18,18,26,4,29,20,0,25,13,0,13,8,0,8,4,0,4,67,29,96
80105105008,..,44,44,22,0,26,7,4,12,23,0,22,5,0,5,4,0,4,59,46,105
80105105011,..,59,59,62,5,65,36,10,47,39,0,42,7,0,14,0,0,0,152,70,225
80105105012,..,21,21,47,3,53,24,13,30,29,0,29,13,0,13,3,0,3,111,33,144
80105105013,..,40,40,57,6,67,27,4,34,32,0,37,13,5,16,3,0,3,138,53,198
80105105014,..,26,26,16,0,17,24,4,25,27,0,32,5,3,5,0,0,0,70,38,109
80105105015,..,113,113,53,5,54,3,0,3,3,0,0,0,0,0,0,0,0,61,123,176
80105105016,..,21,21,10,6,16,9,0,10,7,4,13,10,0,10,5,0,5,49,30,78
80105105017,..,15,15,19,3,21,10,3,14,12,0,12,10,0,9,0,0,0,52,25,77
80105105018,..,14,14,23,0,23,16,3,17,10,0,10,4,0,3,0,0,0,50,22,77
80105105101,..,93,93,113,39,154,20,5,29,10,0,10,3,0,3,0,0,0,144,139,281
80105105102,..,106,106,61,19,75,18,8,25,8,0,15,5,0,5,3,0,3,93,136,226
80105105105,..,312,312,161,68,226,26,10,34,10,0,10,0,0,0,0,0,0,196,392,592
