SA1_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Other_0_14,F_Other_15_24,F_Other_25_34,F_Other_35_44,F_Other_45_54,F_Other_55_64,F_Other_65_74,F_Other_75_84,F_Other_85_over,F_Other_Tot,F_None_0_14,F_None_15_24,F_None_25_34,F_None_35_44,F_None_45_54,F_None_55_64,F_None_65_74,F_None_75_84,F_None_85_over,F_None_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Other_0_14,P_Other_15_24,P_Other_25_34,P_Other_35_44,P_Other_45_54,P_Other_55_64,P_Other_65_74,P_Other_75_84,P_Other_85_over,P_Other_Tot,P_None_0_14,P_None_15_24,P_None_25_34,P_None_35_44,P_None_45_54,P_None_55_64,P_None_65_74,P_None_75_84,P_None_85_over,P_None_Tot
80101100208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,7,9,0,4,0,0,43,0,0,0,0,0,0,0,0,0,0,3,3,4,6,0,4,3,0,0,23,28,22,34,18,14,8,9,0,0,133,0,0,3,0,0,0,0,0,0,3,28,29,62,28,27,16,15,6,0,211,0,0,0,0,3,4,5,5,0,17,6,9,15,7,3,9,3,0,0,52,0,0,0,0,0,5,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,0,0,0,0,15,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,8,20,9,9,0,5,0,0,51,0,0,0,0,0,0,0,0,0,0,3,5,3,12,6,3,5,0,0,37,52,31,64,44,29,14,8,0,0,242
80101100209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,8,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,20,10,32,15,10,3,6,0,0,96,3,0,3,0,0,0,0,0,0,6,23,17,50,19,14,8,10,0,0,141,0,0,0,4,0,0,0,0,0,4,0,6,7,7,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,13,6,5,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,6,0,0,0,20,35,28,54,22,16,7,7,0,0,169
80101100210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,5,6,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,4,0,16,15,15,18,23,13,8,9,6,0,107,5,3,5,4,0,0,3,0,0,20,27,23,42,33,23,19,19,10,0,196,0,3,0,0,0,12,10,9,0,34,0,4,12,4,0,3,0,0,0,23,0,0,0,0,0,3,4,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,11,0,0,0,0,0,4,6,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,11,17,4,5,3,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,3,10,9,0,3,4,4,0,33,29,27,45,37,27,16,13,6,0,200
80101100211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,7,23,7,4,4,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,4,5,0,0,25,38,29,52,21,11,6,3,6,0,166,0,5,3,6,0,3,0,3,0,20,42,49,90,40,20,16,16,9,3,285,0,0,5,3,9,5,3,4,3,32,6,5,16,3,8,0,3,0,0,41,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,3,3,0,20,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,16,36,13,8,4,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,5,17,8,4,6,5,0,3,48,67,55,136,65,28,20,4,6,0,381
80101100212,0,0,0,0,0,0,0,4,10,14,0,0,0,0,0,0,0,11,6,17,0,0,3,5,0,0,3,0,8,19,0,0,0,0,0,0,0,11,9,20,6,0,0,0,0,0,3,20,11,40,26,18,25,18,5,9,10,10,12,133,0,0,0,0,0,3,0,3,7,13,25,18,23,23,10,10,28,74,97,308,0,0,0,0,3,4,17,47,69,140,3,4,3,4,0,0,6,21,14,55,0,0,0,0,0,0,5,16,23,44,0,0,0,0,0,0,4,8,29,41,0,0,0,0,0,0,6,15,16,37,0,0,0,0,0,0,9,27,38,74,0,0,0,0,0,0,3,9,14,26,0,0,0,0,0,0,0,9,12,21,0,3,3,6,3,0,3,3,8,29,0,0,0,0,0,0,0,13,16,29,6,4,4,0,5,0,14,27,17,77,44,25,46,35,7,13,13,17,24,224
80101100213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,13
80101100215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0,0,0,14,12,39,107,24,9,8,3,0,0,202,0,0,11,0,0,0,0,0,0,11,12,57,129,32,12,7,4,5,0,258,0,0,4,0,0,0,3,4,0,11,0,8,18,5,5,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,25,5,3,3,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,3,13,10,3,0,0,0,0,29,23,73,227,55,15,7,6,0,0,406
80101100216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,29,3,0,3,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,14,14,3,4,0,0,0,0,35,45,148,308,28,12,6,0,0,0,547,3,12,29,0,5,0,0,0,0,49,47,206,384,42,24,18,12,3,0,736,0,3,8,6,0,3,7,3,0,30,0,24,30,9,0,4,0,0,0,67,0,0,0,3,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,8,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,37,41,8,3,4,0,0,0,93,0,0,0,0,0,0,0,0,0,0,3,15,23,14,3,0,4,0,0,62,86,297,622,75,27,12,5,0,0,1124
80101100217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,8,0,0,19,8,27,50,16,8,4,0,3,0,116,0,5,5,0,0,0,0,0,0,10,8,38,78,28,14,10,5,3,0,184,0,0,4,0,4,5,8,3,0,24,0,8,13,5,0,0,7,4,0,37,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,3,4,4,0,0,0,35,0,0,0,0,0,0,0,0,0,0,6,0,5,5,0,6,4,0,0,26,9,42,115,39,20,12,3,3,0,243
80101100218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,5,6,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,4,11,3,5,4,0,0,0,27,15,31,84,26,14,4,0,0,0,174,3,3,8,0,3,0,0,0,0,17,19,42,124,45,25,14,11,0,0,280,0,0,4,0,6,0,3,0,0,13,0,11,19,4,4,0,3,0,0,41,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,10,0,0,0,0,3,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,22,6,6,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,6,18,9,7,4,0,0,0,44,29,59,185,60,15,10,4,0,0,362
80101100219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,11,3,0,0,0,0,0,17,6,17,57,22,8,3,0,0,0,113,0,0,5,3,0,0,0,0,0,8,13,24,90,30,5,3,3,3,0,171,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,4,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,33,5,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,3,20,8,0,0,0,0,0,31,21,42,137,46,16,5,0,0,0,267
80101100220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,8,12,28,11,12,0,0,0,0,71,0,0,3,0,0,0,0,0,0,3,12,20,47,24,16,0,3,0,0,122,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,8,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,0,3,0,0,19,19,21,67,41,15,4,0,0,0,167
80101100221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
