SA1_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
80101100101,..,0,0,8,8,10,11,5,4,53,..,0,4,3,3,6,0,0,0,10,..,0,0,0,0,0,0,0,0,0,27,..,..,..,..,..,..,..,..,27,..,5,..,..,..,..,..,..,..,5,..,3,5,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,27,12,11,14,18,14,11,9,3,111,..,0,0,10,6,14,6,8,0,51,..,0,7,3,4,6,0,0,0,14,..,0,0,3,0,5,0,0,0,8,30,..,..,..,..,..,..,..,..,30,..,7,..,..,..,..,..,..,..,7,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
80101100102,..,0,10,10,22,19,7,7,0,77,..,0,0,3,3,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,40,..,..,..,..,..,..,..,..,40,..,14,..,..,..,..,..,..,..,14,..,3,3,4,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,4,..,12,4,5,0,0,0,0,0,15,..,0,0,0,0,0,5,7,0,11,0,0,0,0,0,0,0,0,0,0,40,33,22,20,34,21,13,12,5,189,..,0,9,20,21,11,10,7,0,80,..,0,0,5,4,0,0,0,0,6,..,0,0,0,0,0,3,0,0,6,37,..,..,..,..,..,..,..,..,37,..,14,..,..,..,..,..,..,..,14,..,6,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0
80101100103,..,0,6,21,13,16,9,6,0,72,..,0,5,7,7,0,0,0,0,17,..,0,0,3,0,0,0,0,0,3,46,..,..,..,..,..,..,..,..,46,..,7,..,..,..,..,..,..,..,7,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,8,4,0,0,0,0,0,14,..,5,6,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,46,21,30,35,19,22,9,7,0,180,..,0,8,19,20,12,7,4,3,71,..,0,5,9,3,0,0,0,0,16,..,0,0,3,4,6,0,0,5,15,46,..,..,..,..,..,..,..,..,46,..,13,..,..,..,..,..,..,..,13,..,4,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,3,..,3,6,3,0,0,0,0,0,14
80101100104,..,0,8,19,25,24,17,14,0,112,..,0,0,0,5,3,3,0,0,16,..,0,0,0,0,0,0,0,0,0,44,..,..,..,..,..,..,..,..,44,..,15,..,..,..,..,..,..,..,15,..,9,9,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,3,8,0,0,0,0,0,0,10,..,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,3,44,30,26,27,30,29,22,16,3,226,..,0,10,24,22,33,17,7,0,111,..,3,0,3,4,4,0,0,0,18,..,0,0,0,0,4,0,0,0,11,27,..,..,..,..,..,..,..,..,27,..,14,..,..,..,..,..,..,..,14,..,0,9,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3
80101100105,..,0,4,20,22,18,14,19,6,107,..,0,3,3,7,3,4,0,0,22,..,0,0,0,0,0,0,0,0,5,58,..,..,..,..,..,..,..,..,58,..,16,..,..,..,..,..,..,..,16,..,5,8,3,0,0,0,0,0,19,..,0,0,0,0,0,0,0,0,0,..,4,6,0,0,0,0,0,0,11,..,0,0,0,0,3,0,0,0,12,..,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,5,58,31,22,29,28,34,24,26,9,265,..,0,3,24,25,21,21,10,3,113,..,4,3,8,3,3,4,0,0,24,..,0,0,7,5,8,0,0,4,18,49,..,..,..,..,..,..,..,..,49,..,15,..,..,..,..,..,..,..,15,..,4,3,0,0,0,0,0,0,16,..,0,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,6
80101100106,..,0,11,17,22,15,12,16,4,95,..,0,3,9,6,8,0,0,0,31,..,0,0,0,0,0,0,0,0,4,44,..,..,..,..,..,..,..,..,44,..,7,..,..,..,..,..,..,..,7,..,4,5,0,0,0,0,0,0,10,..,0,5,0,0,0,0,0,0,6,..,0,4,0,4,0,0,0,0,4,..,0,3,0,0,0,0,0,0,8,..,0,0,0,4,0,0,0,3,11,0,0,0,3,0,0,0,0,0,9,44,22,29,25,33,27,20,22,7,228,..,4,7,23,17,20,11,16,0,91,..,0,3,6,6,8,0,0,0,24,..,0,0,4,3,0,0,0,0,7,38,..,..,..,..,..,..,..,..,38,..,14,..,..,..,..,..,..,..,14,..,0,3,4,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3
80101100201,..,0,16,17,5,0,0,0,0,47,..,4,10,9,3,0,0,0,0,24,..,0,0,0,0,6,0,0,0,8,15,..,..,..,..,..,..,..,..,15,..,3,..,..,..,..,..,..,..,3,..,0,3,0,0,3,0,0,0,8,..,8,3,0,0,0,0,0,0,7,..,3,4,0,0,0,0,0,0,6,..,14,8,3,7,3,3,0,0,37,..,3,11,13,4,4,0,0,0,34,0,3,0,0,0,0,0,0,0,4,15,39,55,41,22,13,6,7,0,199,..,0,22,15,4,0,0,4,0,42,..,8,7,3,0,0,0,0,0,25,..,0,3,0,6,5,0,7,0,19,26,..,..,..,..,..,..,..,..,26,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,5,..,4,0,0,0,0,0,0,0,10,..,5,4,0,0,0,0,0,0,10
80101100202,..,0,12,15,8,3,7,3,0,46,..,0,9,0,0,3,0,0,0,10,..,0,3,5,4,0,0,0,0,12,28,..,..,..,..,..,..,..,..,28,..,6,..,..,..,..,..,..,..,6,..,3,3,3,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,4,..,0,5,0,0,0,0,0,0,5,..,4,6,5,0,0,0,0,0,19,..,0,7,4,6,3,0,0,0,19,0,0,0,0,0,0,0,0,0,4,28,16,37,34,22,9,5,4,0,159,..,0,21,20,0,3,5,0,0,44,..,0,4,0,0,0,0,0,0,15,..,0,4,7,10,3,0,0,0,24,33,..,..,..,..,..,..,..,..,33,..,0,..,..,..,..,..,..,..,0,..,0,5,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,7,..,3,5,0,0,0,0,0,0,4
80101100203,..,4,56,29,7,5,7,3,0,103,..,11,32,8,6,0,0,0,0,53,..,0,0,0,3,0,0,0,0,7,35,..,..,..,..,..,..,..,..,35,..,0,..,..,..,..,..,..,..,0,..,4,5,0,0,0,0,0,0,7,..,3,4,0,5,0,0,0,0,17,..,5,13,0,0,0,0,0,0,22,..,13,23,7,0,0,0,0,0,49,..,7,12,11,8,3,3,0,3,52,0,0,0,0,0,0,0,0,0,7,35,51,148,61,29,11,10,5,3,352,..,11,55,24,5,9,0,5,0,106,..,15,34,4,3,0,0,0,0,59,..,0,6,4,3,3,0,0,0,13,22,..,..,..,..,..,..,..,..,22,..,0,..,..,..,..,..,..,..,0,..,0,3,0,0,0,0,0,0,3,..,7,7,0,0,0,0,0,0,13,..,9,13,0,0,0,0,0,0,20
80101100205,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
80101100208,..,0,7,18,9,4,5,0,0,41,..,10,15,8,0,4,0,0,0,32,..,0,0,0,4,0,0,0,0,9,30,..,..,..,..,..,..,..,..,30,..,3,..,..,..,..,..,..,..,3,..,4,3,0,0,0,0,0,0,9,..,0,3,0,0,0,0,0,0,4,..,0,4,0,0,0,0,0,0,4,..,3,9,0,0,0,0,0,0,19,..,0,4,3,8,9,5,0,0,34,0,0,0,0,0,0,0,0,0,0,33,19,39,38,25,11,15,5,0,187,..,0,12,11,5,0,9,4,0,39,..,4,21,8,3,0,0,0,0,35,..,0,8,4,5,0,0,0,0,20,28,..,..,..,..,..,..,..,..,28,..,8,..,..,..,..,..,..,..,8,..,0,0,0,0,0,0,0,0,4,..,3,0,0,0,0,0,0,0,6,..,0,4,0,0,0,0,0,0,8
80101100209,..,4,9,11,6,0,3,0,0,35,..,0,8,0,0,0,0,0,0,22,..,0,0,0,0,0,0,0,0,6,16,..,..,..,..,..,..,..,..,16,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,4,..,5,0,0,0,0,0,0,0,9,..,8,4,0,0,0,0,0,0,9,..,0,8,10,4,3,3,0,0,34,0,3,4,0,0,0,0,0,0,7,16,26,33,29,16,10,8,0,0,135,..,3,16,10,5,4,0,0,0,34,..,4,4,3,0,0,0,0,0,15,..,0,5,3,0,0,0,0,0,8,21,..,..,..,..,..,..,..,..,21,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,4,0,0,8,..,0,6,0,0,0,0,0,0,3
80101100210,..,0,11,12,3,7,11,11,0,49,..,5,11,7,0,0,0,0,0,24,..,0,0,0,0,0,3,0,0,4,14,..,..,..,..,..,..,..,..,14,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,3,..,0,4,3,0,0,0,0,0,12,..,7,8,3,4,6,0,0,0,24,..,0,4,3,16,3,0,5,0,33,0,0,0,0,3,0,0,0,0,8,14,16,36,22,22,15,10,10,6,161,..,0,10,11,0,9,9,7,0,53,..,7,10,3,0,0,0,0,0,27,..,0,0,0,4,0,0,0,0,7,20,..,..,..,..,..,..,..,..,20,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,5,..,5,0,0,3,0,0,0,0,14,..,3,0,0,0,0,3,0,0,9
80101100211,..,0,33,26,6,3,3,0,0,71,..,12,24,3,3,0,0,0,0,38,..,0,0,3,0,3,0,0,0,7,39,..,..,..,..,..,..,..,..,39,..,0,..,..,..,..,..,..,..,0,..,4,0,5,0,0,0,0,0,10,..,4,6,0,0,0,0,0,0,14,..,3,16,3,0,0,0,0,0,22,..,7,12,0,4,0,0,0,0,25,..,3,5,8,18,11,3,0,0,53,0,0,4,3,0,0,0,0,0,8,39,39,99,50,30,16,12,3,0,288,..,3,35,21,3,0,4,0,0,71,..,7,17,3,0,0,0,0,0,32,..,4,3,4,9,3,0,0,0,23,42,..,..,..,..,..,..,..,..,42,..,10,..,..,..,..,..,..,..,10,..,7,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,4,..,4,4,0,0,0,0,0,0,11
80101100212,..,0,12,12,0,6,12,24,21,87,..,6,3,0,3,0,0,0,0,16,..,0,0,0,4,0,0,0,0,4,22,..,..,..,..,..,..,..,..,22,..,0,..,..,..,..,..,..,..,0,..,0,0,3,0,0,0,0,0,4,..,0,4,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,9,0,0,0,0,0,0,0,15,..,0,0,0,0,0,0,11,3,18,0,0,0,0,0,0,0,0,0,0,22,15,22,18,7,8,20,33,23,174,..,0,13,15,5,7,19,24,14,95,..,4,4,4,0,0,3,0,0,12,..,0,0,3,0,5,0,0,0,9,28,..,..,..,..,..,..,..,..,28,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
80101100213,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,4,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
80101100215,..,0,36,14,8,0,0,4,0,64,..,8,37,7,0,0,0,0,0,56,..,0,0,0,4,0,0,0,0,7,8,..,..,..,..,..,..,..,..,8,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,6,0,0,0,0,0,0,6,..,0,8,0,0,0,0,0,0,8,..,20,26,0,0,0,0,0,0,42,..,8,34,20,4,0,4,3,0,73,0,0,0,0,0,0,0,0,0,3,8,43,146,39,14,7,3,3,0,265,..,4,43,14,3,0,0,0,0,62,..,17,32,3,0,0,0,0,0,53,..,0,0,0,0,0,0,0,0,5,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,9,..,6,8,0,0,0,0,0,0,14
80101100216,..,14,105,36,10,8,4,0,0,173,..,55,115,11,0,0,0,0,0,181,..,0,0,0,0,0,0,0,0,0,43,..,..,..,..,..,..,..,..,43,..,6,..,..,..,..,..,..,..,6,..,0,0,0,0,0,0,0,0,3,..,10,11,3,0,0,0,0,0,23,..,13,18,0,0,0,0,0,0,27,..,36,42,0,0,0,0,0,0,83,..,33,67,0,10,4,0,0,0,119,0,4,0,0,0,0,0,0,0,7,43,165,350,56,23,16,4,0,0,667,..,15,119,19,8,5,4,0,0,179,..,70,113,5,0,0,0,0,0,194,..,0,7,6,3,4,0,0,0,20,40,..,..,..,..,..,..,..,..,40,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,4,..,5,4,0,0,0,0,0,0,12,..,6,20,0,0,0,0,0,0,24
80101100217,..,0,14,12,0,4,5,4,0,34,..,4,22,3,6,0,0,0,0,36,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,0,3,0,0,0,0,0,0,4,..,0,6,0,0,0,0,0,0,9,..,7,18,0,0,0,0,0,0,31,..,4,12,9,3,3,5,0,0,38,0,0,4,0,0,0,0,0,0,5,9,21,82,30,13,8,4,3,0,169,..,0,21,4,3,4,4,0,0,34,..,3,22,0,4,0,0,0,0,38,..,0,0,6,0,0,0,0,0,7,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,..,5,0,0,0,0,0,0,0,11
80101100218,..,0,37,29,3,5,4,0,0,80,..,10,33,4,3,0,0,0,0,47,..,0,0,0,0,0,0,0,0,0,19,..,..,..,..,..,..,..,..,19,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,4,0,0,0,0,0,0,0,12,..,0,3,0,0,0,0,0,0,9,..,11,14,0,0,0,0,0,0,31,..,14,27,12,9,8,0,0,0,67,0,0,3,0,0,0,0,0,0,0,16,40,119,44,17,10,6,0,0,260,..,3,45,16,4,3,5,0,0,69,..,10,36,3,0,0,0,0,0,53,..,0,0,6,3,0,0,0,0,7,15,..,..,..,..,..,..,..,..,15,..,6,..,..,..,..,..,..,..,6,..,0,0,0,0,0,0,0,0,0,..,3,7,0,0,0,0,0,0,13,..,4,0,0,0,0,0,0,0,5
80101100219,..,0,19,17,4,4,0,0,0,42,..,9,32,5,0,0,0,0,0,50,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,3,0,0,0,0,0,0,0,4,..,8,14,5,0,0,0,0,0,31,..,4,36,12,4,6,0,0,0,61,0,0,3,0,0,0,0,0,0,5,11,25,110,33,9,10,0,0,0,207,..,0,24,7,4,0,0,0,0,42,..,12,29,5,0,0,0,0,0,43,..,0,0,0,0,0,0,0,0,10,13,..,..,..,..,..,..,..,..,13,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,3,4,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
80101100220,..,0,14,17,4,3,0,0,0,36,..,0,17,3,0,0,0,0,0,25,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,5,0,0,0,0,0,0,14,..,0,10,6,5,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,11,6,51,30,9,7,5,0,0,116,..,4,12,10,5,0,0,0,0,38,..,6,15,5,0,0,0,0,0,25,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,0,3,0,0,0,0,0,0,3,..,4,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0
80101100221,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
80101100222,..,0,28,27,10,9,0,3,0,82,..,20,30,10,0,0,0,0,0,54,..,0,0,3,4,0,0,0,0,9,20,..,..,..,..,..,..,..,..,20,..,0,..,..,..,..,..,..,..,0,..,4,3,0,0,0,0,0,0,4,..,4,0,0,0,0,0,0,0,3,..,0,4,0,0,0,0,0,0,4,..,12,11,0,0,0,0,0,0,28,..,10,23,22,12,11,0,0,0,85,0,0,0,5,0,0,0,0,0,4,18,46,98,70,25,17,10,5,3,293,..,0,37,23,11,9,4,5,0,85,..,15,30,9,0,0,0,0,0,53,..,0,4,4,0,0,0,0,0,6,28,..,..,..,..,..,..,..,..,28,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,6,..,0,5,0,0,0,0,0,0,5
80101100223,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
80101100224,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
80101100225,..,3,23,20,6,9,8,4,4,65,..,9,14,3,0,0,0,0,0,29,..,0,0,0,0,0,0,0,0,0,14,..,..,..,..,..,..,..,..,14,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,3,..,3,3,0,0,0,0,0,0,4,..,14,10,0,4,0,0,0,0,26,..,4,17,6,3,8,0,0,0,51,0,0,0,0,0,0,0,0,0,3,14,34,70,27,14,16,12,5,4,196,..,0,26,17,7,9,8,3,0,71,..,11,20,0,0,0,0,0,0,33,..,0,0,0,0,0,0,0,0,3,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,4,6,3,0,0,0,0,0,7
80101100301,..,0,17,28,9,3,7,4,0,59,..,3,10,6,0,0,0,0,0,23,..,0,0,0,0,0,0,0,0,3,29,..,..,..,..,..,..,..,..,29,..,3,..,..,..,..,..,..,..,3,..,6,0,0,0,0,0,0,0,6,..,3,9,0,0,0,0,0,0,7,..,0,4,0,0,0,0,0,0,9,..,14,26,8,0,0,0,0,0,47,..,0,9,0,4,3,0,0,0,13,0,4,4,0,0,0,0,0,0,7,31,33,79,45,9,11,9,4,0,214,..,4,24,19,3,0,4,3,0,61,..,3,15,4,0,0,0,0,0,19,..,0,0,0,3,3,0,0,0,5,19,..,..,..,..,..,..,..,..,19,..,6,..,..,..,..,..,..,..,6,..,0,0,0,0,0,0,0,0,3,..,0,5,0,0,0,0,0,0,9,..,3,3,0,0,0,0,0,0,7
