SA1_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
80105105505,10,3,0,3,0,0,0,23,0,3,4,0,0,0,0,13,0,0,0,0,0,0,0,3,7,3,4,0,4,4,0,26,0,0,0,0,0,0,0,0,20,15,11,10,5,4,0,62,5,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,3,0,3,0,0,21,26,18,16,8,10,3,6,83
80105105506,4,9,0,3,3,0,0,13,3,5,0,0,0,0,0,11,8,0,6,0,0,0,0,11,15,11,9,8,4,0,0,39,0,0,0,0,0,0,0,0,27,16,9,8,5,0,0,77,0,0,0,0,3,3,0,8,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,11,0,0,0,0,0,0,0,6,8,7,3,0,4,5,6,32,39,24,13,13,16,7,6,106
80105105507,9,8,4,6,0,0,0,22,0,4,0,0,3,0,0,4,7,5,0,0,0,0,0,15,3,6,11,11,4,0,0,40,0,0,0,0,0,0,0,0,16,17,18,14,10,0,6,84,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,21,28,18,18,14,6,4,96
80105105508,7,9,3,4,0,0,0,37,4,8,0,0,4,0,0,15,5,5,0,0,0,0,0,12,27,23,18,5,7,3,0,85,0,0,0,0,0,0,0,0,43,47,26,15,15,9,0,151,0,10,0,0,0,0,0,12,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,5,3,0,0,0,0,18,50,55,32,16,15,7,0,168
80105105509,3,0,3,3,0,0,0,17,7,0,0,0,0,0,0,11,4,7,4,0,0,0,0,15,11,8,4,7,3,0,0,33,0,0,0,0,0,0,0,0,24,18,14,5,9,8,4,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,21,26,19,10,7,15,9,4,92
80105105601,0,10,5,0,5,0,0,13,0,0,3,0,5,0,0,13,0,9,0,0,0,0,0,17,25,21,13,9,11,4,0,79,0,0,0,0,0,0,0,0,26,33,24,13,17,9,0,119,0,0,0,0,0,0,0,6,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,16,26,37,25,16,27,9,0,134
80105105602,0,0,0,4,3,0,0,9,7,4,3,3,0,0,0,19,6,5,0,0,0,0,0,22,15,21,11,4,3,3,0,64,0,0,0,0,0,0,0,0,27,40,16,18,9,3,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,5,0,0,5,0,22,0,0,0,0,0,0,0,0,0,4,5,3,8,5,0,30,29,43,25,20,15,10,3,142
80105105603,6,12,3,0,4,0,0,25,0,4,5,0,0,0,0,10,3,5,5,0,0,0,0,14,11,6,3,4,0,0,0,32,0,0,0,0,0,0,0,0,24,22,20,10,8,0,0,77,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,12,25,25,16,12,6,0,0,92
80105105604,0,6,0,0,0,0,0,5,5,3,6,0,8,0,0,16,3,6,0,3,0,0,0,9,17,23,18,6,8,4,3,78,0,0,0,0,0,0,0,0,28,35,20,10,15,3,5,110,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,14,28,36,24,10,24,0,4,127
80105105605,5,0,0,7,0,0,0,8,0,4,0,3,5,0,0,11,4,9,0,0,0,0,0,20,23,21,18,14,15,0,0,94,0,0,0,0,0,0,0,0,32,34,23,19,16,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,7,33,34,23,22,27,3,0,140
80105105606,0,0,4,0,0,0,0,7,0,0,0,0,3,0,0,5,0,0,0,3,0,0,0,3,12,6,0,4,5,3,0,33,0,0,0,0,0,0,0,0,7,13,10,7,13,3,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,12,13,7,10,15,3,0,61
80105105607,0,3,7,0,0,0,0,5,5,7,4,4,0,0,0,17,0,12,0,0,9,3,0,20,7,21,18,9,13,3,4,78,0,0,0,0,0,0,0,0,8,40,28,22,19,6,4,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,40,26,21,23,8,4,129
80105105701,0,0,4,5,4,0,0,16,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,15,6,9,6,9,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,15,6,9,9,11,0,3,49
80105105702,4,9,7,0,0,0,0,17,4,3,0,0,0,0,0,6,5,0,0,0,0,0,0,4,6,4,3,0,0,3,0,16,0,0,0,0,0,0,0,0,19,11,9,0,0,3,0,42,0,5,0,6,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,9,20,18,3,0,0,3,0,54
80105105703,7,0,4,3,0,0,0,8,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,7,0,4,3,3,3,0,0,24,0,0,0,0,0,0,0,0,11,14,8,6,9,0,0,42,5,3,0,0,0,0,0,9,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,4,4,4,4,0,0,0,12,11,12,9,10,9,0,0,55
80105105704,5,0,0,0,0,0,0,7,5,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,4,4,0,0,23,0,0,0,0,3,0,0,6,16,7,6,3,7,0,0,39,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,6,0,0,0,0,0,8,15,16,5,3,7,0,0,51
80105105705,4,5,0,3,6,0,3,24,3,3,0,0,0,0,0,12,0,6,0,0,0,0,0,9,10,11,0,0,8,0,0,25,0,0,0,0,0,0,0,0,12,19,6,8,9,4,4,69,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,24,6,8,9,4,4,76
80105105706,7,4,0,0,0,0,0,14,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,17,10,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,8,0,0,0,0,0,32
80105105708,0,0,7,0,0,0,0,11,0,7,4,0,0,0,0,12,6,0,4,0,5,0,0,12,10,5,3,6,10,0,0,37,0,0,0,0,0,0,0,0,11,16,14,12,14,4,4,71,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,12,0,0,0,0,0,0,0,0,0,0,4,7,7,0,0,20,11,17,14,17,18,6,6,88
80105105709,15,7,6,0,0,0,0,28,0,0,0,0,5,0,0,3,4,0,0,0,0,0,0,5,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,17,10,7,3,7,0,0,45,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,8,17,13,7,5,6,0,6,51
80105105711,17,19,4,6,4,0,0,52,4,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,5,9,4,0,0,0,0,15,0,0,0,0,0,0,0,0,32,20,5,10,8,3,0,72,0,11,0,0,3,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,14,0,0,0,0,0,0,0,0,3,14,3,0,6,0,4,29,31,33,14,8,13,3,0,106
80105105712,4,6,5,0,0,0,0,18,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,7,6,0,0,0,0,25,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,11,10,10,0,0,0,0,31
80105105713,5,0,7,0,4,0,0,11,0,4,0,0,0,0,0,8,0,0,3,4,0,0,0,4,12,10,14,4,7,0,0,52,0,0,0,0,0,0,0,0,17,15,19,8,9,3,4,77,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,8,5,5,5,3,18,20,20,20,8,14,4,0,91
80105105714,6,3,0,0,0,0,0,9,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,8,8,4,8,0,6,0,0,23,0,0,0,0,0,0,0,0,11,7,9,7,14,4,0,43,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,11,12,10,7,16,3,0,53
80105105715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,9,3,3,4,0,0,0,13,0,0,0,0,0,0,0,0,9,7,6,4,4,0,0,28,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,9,4,6,0,0,29
80105105801,0,0,9,0,3,0,0,17,4,10,7,7,11,0,0,39,5,6,3,0,0,0,0,15,11,27,16,8,17,0,4,89,0,0,0,0,0,0,0,0,23,45,29,18,28,12,3,156,0,0,0,3,0,0,0,4,0,0,0,5,0,0,0,7,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,6,0,3,8,0,0,22,28,45,31,25,35,10,4,177
80105105802,6,7,6,0,0,0,0,15,3,0,0,0,0,0,0,10,0,0,0,0,4,0,0,9,4,12,0,7,8,0,4,36,0,0,0,0,0,0,0,0,12,19,10,11,15,4,4,65,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,19,14,23,12,12,23,4,4,85
80105105803,0,8,0,0,0,0,0,8,3,0,0,0,0,0,0,5,3,0,4,0,0,0,0,11,9,10,3,5,7,0,0,37,0,0,0,0,0,0,0,0,14,18,10,5,9,3,0,61,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,5,0,3,0,0,15,0,0,0,0,0,0,0,3,8,5,5,0,5,3,0,25,29,24,16,12,18,7,0,91
80105105804,0,4,6,0,3,0,0,20,6,3,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,7,9,3,6,6,0,34,0,0,0,0,0,0,0,0,8,10,17,10,14,7,3,68,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,11,14,17,19,14,17,7,3,86
80105105805,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,11,5,6,6,0,0,38,0,0,0,0,0,0,0,0,11,19,13,3,5,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,11,19,15,7,5,0,0,59
80105105806,4,6,4,0,5,0,0,14,0,5,3,0,0,0,0,4,5,0,0,0,0,0,0,5,9,8,5,3,0,0,0,27,0,0,0,0,0,0,0,0,15,18,12,3,6,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,14,17,12,5,6,0,0,57
80105105807,3,4,0,0,0,0,0,9,0,5,0,0,3,0,0,10,0,0,0,0,0,3,3,11,8,21,21,15,11,3,7,82,0,0,0,0,0,0,0,0,11,27,26,12,17,6,11,111,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,7,4,0,0,14,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,17,13,27,32,18,25,7,10,133
80105105808,0,0,0,3,0,4,0,5,0,0,9,0,5,4,0,26,4,0,4,0,3,0,0,21,10,24,6,6,5,8,3,61,0,0,0,0,0,0,0,0,19,31,22,10,18,7,3,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,5,0,4,3,6,0,0,13,21,31,20,15,20,11,3,123
80105105809,0,5,0,0,8,7,0,20,0,6,4,5,0,0,0,8,4,0,6,0,3,0,0,13,5,0,11,5,3,9,3,34,0,0,0,0,0,0,0,0,4,14,9,13,16,14,3,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,4,14,13,15,17,14,3,83
80105105810,6,0,5,6,0,0,4,15,0,0,3,0,8,0,0,8,0,0,3,0,0,0,0,6,7,8,6,6,4,5,0,38,0,0,0,0,0,0,0,0,17,13,16,8,12,9,4,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,19,13,19,14,11,9,4,79
80105105811,0,0,0,3,0,0,0,10,3,0,0,0,0,0,0,7,0,0,3,0,3,7,0,9,8,7,4,5,8,6,0,43,0,0,0,0,0,0,0,0,14,18,11,8,14,6,0,76,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,15,15,23,10,8,18,10,0,89
80105105812,3,11,5,0,0,0,0,13,0,3,4,0,0,0,0,13,0,0,0,0,0,0,0,9,4,12,5,5,3,4,0,33,0,0,0,0,0,0,0,0,14,23,15,8,13,5,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,8,14,23,12,16,12,5,0,84
80105105813,8,5,8,0,0,0,0,23,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,4,0,4,0,0,17,0,0,0,0,0,0,0,0,16,11,8,5,4,0,0,44,3,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,22,23,19,11,4,3,0,0,66
80105105814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105106003,4,6,6,0,0,0,0,16,5,3,4,0,0,0,0,17,5,3,0,0,0,0,0,8,9,8,0,0,0,0,0,22,0,0,0,0,0,0,0,0,23,23,14,0,0,0,0,58,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,20,20,23,16,11,0,3,0,81
80105106006,6,3,4,6,3,0,0,25,0,0,0,0,9,0,0,9,4,0,3,0,5,0,0,6,10,5,6,3,4,4,3,33,0,0,0,0,0,0,0,0,24,13,9,9,18,8,3,76,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,8,26,13,11,9,18,12,5,88
80105106007,5,5,0,0,5,0,0,10,0,3,5,0,0,0,0,10,0,0,3,0,5,0,0,10,0,13,14,6,9,0,0,41,0,0,0,0,0,0,0,0,3,19,18,9,16,3,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,19,18,13,16,6,0,71
80105106008,6,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,11,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,3,0,0,0,0,16
80105106009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105106010,0,0,0,0,4,0,0,6,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,4,0,0,12
80105106011,0,0,0,4,5,6,0,16,0,3,0,0,5,0,0,8,0,0,0,0,0,0,0,4,6,4,6,0,3,3,0,21,0,0,0,0,0,0,0,0,6,7,4,4,7,4,3,46,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,11,8,5,4,7,6,3,55
80105106012,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,3,6,0,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,9,8,6,0,4,0,0,28
80105106013,0,6,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,5,14
80105106014,4,10,6,0,0,0,0,18,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,3,10,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,15,17,4,3,0,0,0,40,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,11,15,21,4,6,6,0,0,48
80105106015,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,3,0,3,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,10,0,3,5,0,0,28
80105106101,5,3,0,5,5,3,0,17,3,0,0,0,0,0,0,6,5,4,4,0,3,0,0,17,17,19,10,5,5,0,0,50,0,0,0,0,0,0,0,0,21,28,9,12,11,0,0,82,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,7,3,0,3,12,26,25,15,16,12,0,3,100
80105106102,3,5,5,0,0,0,0,13,0,3,0,0,0,0,0,8,0,3,0,0,0,0,0,5,14,13,10,5,8,4,0,48,0,0,0,0,0,0,0,0,18,21,12,5,14,8,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,17,24,26,17,11,11,8,0,91
80105106103,0,3,0,0,0,0,0,8,7,6,0,0,0,0,0,16,4,8,3,3,0,0,0,13,18,11,7,0,0,0,0,36,0,0,0,0,0,0,0,0,30,21,11,6,3,3,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,31,23,13,4,4,7,0,79
80105106106,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,4,18,13,4,4,0,0,46,0,0,0,0,0,0,0,0,7,24,10,4,4,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,29,10,4,4,0,0,60
80105106107,4,5,0,0,0,0,0,9,6,7,3,0,0,0,0,15,0,3,0,0,0,0,0,3,12,15,9,3,4,0,0,47,0,0,0,0,0,0,0,0,21,24,7,7,9,3,0,69,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,24,7,10,12,3,0,81
80105106108,8,8,0,0,0,0,0,13,3,3,0,0,0,0,0,4,0,5,4,3,0,0,0,16,17,6,10,3,3,0,0,47,0,0,0,0,0,0,0,0,29,20,14,7,6,3,0,81,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,11,3,3,4,0,0,23,30,30,18,7,13,3,3,106
80105106109,6,7,4,0,0,0,0,11,4,5,5,5,5,0,0,23,3,5,3,0,0,0,0,20,17,20,7,9,9,0,0,58,0,0,0,0,0,0,0,0,25,35,10,8,15,10,3,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,7,26,38,18,16,19,11,3,120
