SA1_CODE_2021,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
80104104705,43,2250,1216,593,3408,0.8,3312,3.1
80104104706,41,2383,1070,388,3027,0.7,2374,2.7
80104104707,41,2219,1552,570,3714,0.7,3463,2.8
80104104708,40,2039,1056,585,2772,0.7,2316,2.6
80104104709,45,2284,1021,541,2267,0.8,2211,2.6
80104104710,44,1983,1264,555,3340,0.7,3480,3.1
80104104711,37,2210,1215,457,3250,0.8,2527,2.8
80104104712,37,1907,976,430,2281,0.7,1825,2.3
80104104713,39,2167,1118,500,2750,0.7,2515,2.8
80104104714,0,0,0,0,0,0,0,0
80104104715,53,2500,1168,620,3343,0.7,3562,2.9
80104104716,47,2622,1363,800,3600,0.7,3457,3
80104104717,46,3142,1315,640,4533,0.7,4518,3.2
80104104718,46,2600,1584,620,4578,0.7,4578,3.2
80104104719,47,2200,1232,520,3437,0.7,3094,2.9
80104104801,37,2100,1204,550,3229,0.8,3104,3
80104104802,32,1882,1168,451,2823,0.8,2430,2.8
80104104803,34,2050,1292,546,3019,0.8,2750,2.8
80104104804,31,1630,1004,445,2232,0.8,1906,2.4
80104104805,36,1733,996,443,2355,0.8,2050,2.5
80104104806,37,1802,1339,470,3083,0.7,2460,2.6
80104104807,40,2278,1289,495,3340,0.8,3166,2.9
80104104808,36,2136,1088,400,2533,0.8,2158,2.6
80104104809,42,2056,1125,465,2767,0.8,2656,2.9
80104104810,43,2026,1029,415,2431,0.7,2100,2.6
80104104811,43,2704,1098,570,3291,0.7,2892,2.9
80104104812,34,1702,1121,431,2307,0.8,2039,2.3
80104104813,35,1842,1168,465,2725,0.8,2307,2.7
80104104814,38,1950,1099,440,2691,0.8,2250,2.6
80104111601,0,0,0,0,0,0,0,0
80104111702,0,0,0,0,0,0,0,0
80104111801,30,1766,1157,450,2362,1,2154,2.9
80104111803,11,5417,2500,0,4750,1.6,4750,5
80104111901,17,0,762,227,2499,1.2,1375,2.7
80104112001,30,2666,1284,586,3012,1,3048,3.5
80104112003,31,2671,1289,610,3217,0.9,3379,3.8
80104112005,30,2467,1240,500,2788,0.9,2978,3.4
80104112006,30,2000,1206,594,2722,0.9,2647,3.1
80104112007,30,2185,1176,315,2652,0.9,2573,3.2
80104112008,29,1737,1110,201,2270,0.9,2107,2.4
80104112009,29,1733,1242,475,2482,1,2405,2.7
80104112010,30,2600,1176,281,2899,0.9,3107,3.6
80104112011,33,2600,1263,648,2944,0.9,3250,3.5
80104112012,28,1950,1111,313,2534,1,2430,3.3
80104112013,31,2503,1301,670,3036,0.9,3019,3.7
80104112014,0,0,0,0,0,0,0,0
80104112015,29,1820,1316,522,2658,0.9,2514,2.8
80104112102,30,2486,977,250,2250,1,2388,3.3
80104112103,31,2967,1312,503,3200,0.9,3449,3.3
80104112104,0,0,0,0,0,0,0,0
80104112105,31,2533,1312,0,2250,0.8,2750,3.4
80104112106,35,1584,949,0,2124,1,2166,3.5
80104112107,29,2000,1087,275,2291,1,2206,2.9
80104112108,30,2700,1119,362,2733,1,2866,3.7
80104112109,35,2200,1124,675,2124,0.9,2416,3.9
80104112110,32,2555,1408,0,3250,0.9,3124,3.6
80104112111,49,0,362,125,450,0.7,425,1.7
80104112112,0,0,0,0,0,0,0,0
80104112113,0,0,0,0,0,0,0,0
80104112114,30,2796,1097,690,2646,1,2924,3.9
80104112115,32,2500,1213,640,2650,0.9,3083,3.6
80104112202,31,2600,1200,275,2750,0.9,2609,3.1
80104112203,31,2610,1269,695,3250,0.9,3214,3.3
80104112204,30,2817,1227,357,3125,0.9,3349,3.7
80104112205,32,2732,1592,650,3250,0.8,3291,3.1
80104112206,31,3000,1125,1000,3812,0.9,3812,3.6
80104112207,30,2130,1044,203,2374,0.9,2349,2.9
80104112208,32,3100,1510,393,3716,0.9,3874,3.7
80104112209,30,2600,1448,600,3283,0.9,3160,3.2
80105104901,19,0,257,9,0,1,0,1
80105104902,0,0,0,0,0,0,0,0
80105104903,0,0,0,0,0,0,0,0
80105104904,0,0,0,0,0,0,0,0
80105105001,38,2290,1026,300,2750,0.8,2053,2.4
80105105002,40,2500,1720,685,4603,0.8,4083,2.7
80105105003,0,0,0,0,0,0,0,0
80105105004,40,2500,1353,280,4250,0.7,2666,2.5
80105105005,40,2600,1441,580,4250,0.8,3424,2.8
80105105006,45,2534,850,134,3405,0.7,1550,2.1
80105105007,45,2400,1470,450,3550,0.8,3187,2.6
80105105008,40,2450,918,213,2600,0.9,1875,2.4
80105105011,43,2963,1304,298,3750,0.8,3116,2.5
80105105012,38,2600,1333,520,3527,0.8,2666,2.8
80105105013,40,2383,1254,515,3272,0.8,2894,2.7
80105105014,37,3060,1476,550,4553,0.8,3360,2.8
80105105015,81,2091,928,231,1841,0.7,1230,1.4
80105105016,38,3481,1170,278,4625,1,2437,2.8
80105105017,33,2037,1364,600,4541,0.8,3416,2.7
80105105018,41,3043,1196,435,3250,0.8,2957,2.5
80105105101,28,2024,1295,580,2445,1.1,2137,1.9
80105105102,42,2167,1235,430,3476,0.9,2060,1.8
80105105105,29,1687,1446,500,2687,1.1,2145,1.6
80105105109,30,2000,1541,526,3432,1,2459,2.1
80105105110,30,1607,1527,458,2583,1.3,2038,1.6
80105105111,29,1517,1429,480,2816,1,2221,1.8
80105105112,31,1884,1413,400,2949,1,2197,1.9
80105105113,33,2091,1625,466,3471,1.1,2365,1.7
80105105114,22,0,900,250,0,3,2750,3
80105105115,34,2425,1425,591,3480,0.9,2703,2.2
80105105116,30,1627,1512,470,3083,0.9,2370,1.8
80105105117,32,1794,1629,535,3437,0.9,2874,1.8
80105105118,30,1560,1649,450,2845,1.2,2244,1.6
80105105119,32,1725,1775,515,3166,1.1,2264,1.6
80105105120,31,1950,1773,500,3384,1.1,2316,1.6
80105105301,38,2167,1654,551,3333,1,2392,1.7
80105105302,31,2000,1634,500,3015,1.2,2266,1.7
80105105305,19,0,0,0,0,0,0,0
80105105306,34,1820,1759,600,3437,1,2527,1.7
80105105307,20,0,277,301,0,1,75,1
80105105308,21,0,351,310,0,0.5,0,1
80105105311,27,1720,1036,560,2250,1.1,1739,1.8
80105105312,35,1600,1645,556,3312,1.1,2301,1.6
80105105313,28,1907,1190,550,2266,1,2096,1.8
80105105314,29,1879,1338,530,2619,1.1,2137,1.7
80105105404,34,2334,1057,550,3036,0.8,2538,2.7
80105105405,31,2732,1318,500,4166,0.9,3083,2.8
80105105406,35,2609,1140,400,3208,0.9,2341,2.5
80105105407,31,2121,1116,463,2928,0.9,2222,2.4
80105105408,31,2232,1304,455,2687,1,2218,2
80105105409,30,1680,1375,530,2614,1.1,2116,1.8
80105105410,28,1800,1536,440,3159,1.1,2410,2
80105105501,37,2234,1189,471,3544,0.8,2358,2.6
80105105502,37,2392,1187,435,3083,0.8,2531,2.7
80105105503,38,2600,1006,350,2856,0.8,1666,2.3
80105105504,34,2800,1036,460,2944,0.9,2484,2.7
80105105505,33,1600,1319,360,2578,1,1875,1.9
80105105506,33,2191,1106,470,2886,0.9,2394,2.6
80105105507,39,2300,1084,423,3024,0.8,2518,2.7
80105105508,37,2513,1031,400,2625,0.9,2314,2.8
80105105509,34,2167,1129,550,2924,0.8,2729,2.8
80105105601,39,2600,1276,500,3437,0.8,2404,2.5
80105105602,38,2379,1202,380,3250,0.8,2440,2.6
80105105603,43,2043,1242,340,2613,0.9,1857,2.2
80105105604,40,2167,1357,250,3833,0.9,2777,2.7
80105105605,41,2900,1504,365,3874,0.8,3139,2.7
80105105606,45,2617,1562,480,3562,0.8,3250,2.8
80105105607,41,3067,1583,650,4416,0.8,4024,3
80105105701,55,1799,1408,631,3272,0.7,2531,2.1
80105105702,37,2000,1329,450,2730,0.8,2485,2.5
80105105703,42,2383,1062,200,2791,0.7,1958,2.3
80105105704,41,2000,1174,438,2874,0.7,1887,2.1
80105105705,46,2709,1062,353,2696,0.8,2011,2.3
80105105706,53,1430,864,398,2700,0.9,1705,1.6
80105105708,37,2544,1199,380,3027,0.8,2380,2.4
80105105709,35,1300,1048,335,2333,1,1671,1.8
80105105711,30,1660,1382,450,2483,1.1,2190,1.9
80105105712,28,1660,1348,448,2571,1.1,1995,1.8
80105105713,34,2496,1093,287,3146,0.8,2333,2.6
80105105714,36,2167,1119,408,3666,0.8,2833,2.5
80105105715,30,2030,969,429,2568,0.9,1770,2.2
80105105801,40,2700,1271,325,3696,0.9,3267,3
80105105802,36,2000,1120,515,3178,0.9,2440,2.6
80105105803,30,2167,1209,450,3214,1.1,2250,2.3
80105105804,36,2800,967,375,3068,0.8,2666,2.8
80105105805,42,2477,1437,400,3250,0.8,2424,2.5
80105105806,39,2167,1019,369,2625,0.9,2054,2.3
80105105807,40,2903,1319,612,3924,0.8,3234,2.8
80105105808,39,2730,1406,500,3971,0.8,3214,2.7
80105105809,43,2525,1329,550,4125,0.8,3250,2.8
80105105810,30,2935,1190,515,3750,0.9,3143,2.9
80105105811,43,2184,1348,418,4166,0.9,2270,2.1
80105105812,32,3507,1196,600,3449,0.8,2750,2.9
80105105813,30,1898,1344,440,2821,1,2062,1.9
80105105814,42,0,575,0,0,0,0,0
80105106003,31,1950,1569,450,3216,1.1,2307,1.9
80105106006,31,2700,1162,500,3431,0.9,2562,2.9
80105106007,44,3333,1510,650,4285,0.7,2976,2.5
80105106008,29,1515,1242,450,2428,1.2,2127,1.6
80105106009,32,0,725,690,0,0.6,725,2
80105106010,30,1610,1605,486,3083,1.1,2329,1.7
80105106011,30,2167,1476,490,3785,0.9,3038,2.3
80105106012,31,1972,1534,475,3266,1,2294,1.8
80105106013,30,1800,1431,500,3083,1.1,2299,1.9
80105106014,30,1834,1493,500,2946,1.1,2344,1.9
80105106015,38,1950,1363,500,3318,0.9,2257,1.8
80105106101,40,2383,1062,200,2781,0.8,1952,2.4
80105106102,34,2550,1177,465,3055,0.9,2550,2.7
80105106103,36,2145,1543,510,3078,0.8,2712,2.3
80105106106,33,2300,1312,451,3843,0.8,3071,2.7
80105106107,37,2300,1143,330,3111,0.8,2339,2.5
80105106108,37,2184,1051,320,2625,0.9,1704,2.2
80105106109,38,2807,1355,431,3535,0.9,3214,2.9
80105106110,37,2383,1381,475,3545,0.8,2843,2.8
80105106111,40,2550,1115,271,3187,0.8,2312,2.6
80105106112,36,2383,1223,329,2865,0.9,2408,2.5
80105106113,32,1733,1306,500,2692,0.8,2388,2.5
80105106114,32,1310,1468,420,2693,0.9,2150,1.8
80105106116,31,1640,1312,440,2333,0.9,2033,2
80105106117,0,0,0,0,0,0,0,0
80105106118,16,0,0,0,0,0,0,0
80105106119,35,2208,1543,528,3694,0.8,3220,2.8
80105106120,31,2212,1740,617,3346,0.8,3107,2.4
80105106121,41,2500,1609,575,3833,0.7,3408,3
80105112301,0,0,0,0,0,0,0,0
80105112401,41,2167,1144,350,3750,0.9,1859,2.1
80105112402,41,1900,1648,470,3785,0.8,2795,2.2
80105112403,39,3237,1662,750,4416,0.7,3440,2.7
80105112404,37,2599,1469,425,4588,0.8,3272,2.4
80105112405,47,3225,1375,300,4774,0.8,4634,2.9
80105112406,43,3142,1442,850,3976,0.7,3487,2.9
80105112407,33,2500,1663,510,3779,0.9,2912,2.3
80105112408,42,3017,1506,600,3750,0.8,2856,2.4
80105112410,32,2192,1854,595,3703,1,2489,1.7
80105112411,36,2029,1781,620,3890,0.8,3301,1.9
80105112501,24,0,1360,270,3250,0.8,3083,2.8
80105112502,20,0,895,60,0,0.5,3750,2
80105112601,32,0,225,0,0,0,0,0
80105112602,0,0,0,0,0,0,0,0
80105112701,48,3500,669,110,3562,0.8,788,1.7
80105112702,31,1993,1319,462,2520,1,2077,1.8
80105112703,44,2308,1443,488,3403,0.8,2517,2.1
80105112704,50,3280,1716,610,4643,0.8,3749,2.7
80105112801,0,0,0,0,0,0,0,0
80106106201,70,2442,1254,495,2703,0.7,1759,1.6
80106106202,43,4667,1708,598,4700,0.7,3833,2.5
80106106203,56,0,899,0,0,0,0,0
80106106204,41,3629,1551,618,4250,0.8,3250,2.7
80106106205,38,3217,1633,480,4124,0.8,3294,2.6
80106106206,44,3033,1741,850,4250,0.7,3781,2.8
80106106207,44,3130,1650,540,4596,0.8,3928,2.6
80106106208,43,3342,1843,527,4750,0.7,4562,2.8
80106106209,46,3200,1472,700,4646,0.7,4250,2.7
80106106301,44,2167,1791,560,3764,0.9,2650,1.9
80106106302,49,4500,1828,709,5357,0.8,5062,2.9
80106106303,49,3467,1786,630,4281,0.8,4031,2.5
80106106304,49,4333,2120,1200,6611,0.7,6444,3.1
80106106401,37,1922,1589,460,2971,0.9,2224,1.7
80106106402,46,3695,1583,400,4521,0.8,3916,2.8
80106106403,58,2175,1305,493,4083,0.9,2908,2.1
80106106405,46,3189,1727,618,4508,0.8,3315,2.4
80106106407,45,3583,1760,710,5389,0.8,5049,3
80106106409,0,0,0,0,0,0,0,0
80106106410,39,1669,1643,490,3200,0.9,2202,1.8
80106106411,33,1666,1535,430,3011,1,2191,1.6
80106106413,53,3414,1768,123,4974,0.7,4312,2.5
80106106414,37,1843,1674,565,3250,1,3083,2.2
80106106415,42,4000,1596,685,4974,0.8,4550,3
80106106416,42,4167,1607,559,4750,0.8,3971,2.8
80106106417,34,1519,1807,450,3583,1.2,1937,1.4
80106106418,30,1339,1208,403,2166,1,1900,1.8
80106106419,31,1920,1625,505,3291,1.1,2519,1.9
80106106420,30,1842,1695,520,2928,1,2295,1.8
80106106601,0,0,0,0,0,0,0,0
80106106701,37,2639,1359,425,3416,0.8,2892,2.4
80106106702,43,2951,631,211,1968,0.9,974,2
80106106703,36,2722,1192,465,3536,0.8,3250,2.7
80106106704,38,2134,1187,470,2562,0.8,1922,2.2
80106106705,40,2300,807,275,2307,0.8,1687,2.3
80106106706,37,2308,1195,413,3125,0.9,2230,2.3
80106106707,57,1350,1003,450,1955,0.8,1770,1.8
80106106708,41,3000,1792,713,4525,0.8,4229,2.9
80106106709,40,2598,1053,215,3083,0.8,2075,2.5
80106106710,39,2600,1298,585,4250,0.8,3214,2.8
80106106712,38,2600,1531,660,4107,0.8,3478,3
80106106713,45,3100,1505,600,3416,0.7,3028,2.6
80106106714,47,2400,1141,194,4708,0.8,2833,2.5
80106106715,43,2949,1365,570,3600,0.8,2886,2.6
80106106716,41,3250,1577,450,4596,0.8,4083,3
80106106717,34,2000,1357,455,3068,1,2178,2.2
80106106718,85,3436,496,1130,3416,0.8,3416,3.2
80106106719,32,1807,1388,470,2524,0.9,2289,2.1
80106106801,82,0,824,178,0,1,1375,2
80106106901,42,4167,1492,833,4750,0.7,4646,3
80106106902,24,9999,936,1750,6875,0.6,5624,2.9
80106106903,46,4000,1757,785,4833,0.7,4666,3
80106106904,46,3225,1647,550,4299,0.8,3625,2.8
80106106905,41,3000,1271,425,4035,0.8,2471,2.6
80106106906,38,3150,1385,405,4150,0.9,3220,2.7
80106106907,49,3417,1595,830,4874,0.7,4691,2.8
80106106908,0,0,0,0,0,0,0,0
80106106909,49,4000,1661,800,4750,0.7,4583,3
80106107001,52,3860,1583,600,4609,0.7,3250,2.4
80106107002,48,2866,1604,613,3833,0.7,3519,2.5
80106107003,50,3232,1513,633,3856,0.7,3227,2.5
80106107004,57,4203,1275,160,4528,0.7,2094,2
80106107005,46,3685,1585,565,4706,0.7,3899,2.6
80106107006,55,3100,1743,775,4632,0.7,3750,2.3
80106107007,44,2898,1642,420,4027,0.8,3013,2.2
80106107008,46,4667,1593,750,4963,0.7,4833,3.2
80106112901,43,2000,1803,550,3374,1,2620,1.8
80106112902,40,2500,1625,570,4125,0.9,3528,2.3
80106112903,36,1954,1811,500,3434,1,2338,1.6
80106113002,37,0,1062,450,1625,0.6,1625,2
80106113003,39,0,331,0,0,0.3,900,1
80106113004,54,0,2249,300,0,0.2,2250,1
80106113005,52,3033,1187,0,4250,1,4250,3
80106113006,0,0,0,0,0,0,0,0
80106113007,36,0,774,323,2249,1.3,933,1.8
80106113101,37,1842,1822,490,3384,1.1,2437,1.7
80106113103,34,1874,1709,481,3558,0.9,2396,1.8
80106113104,35,1950,1589,460,3055,0.8,2319,1.8
80106113106,36,2000,1920,550,3933,0.9,2454,1.6
80106113107,38,2006,1710,526,3291,0.9,2379,1.8
80106113108,35,2000,1689,500,3028,0.8,2618,2
80106113109,34,1943,1801,560,3722,1,2696,1.9
80106113111,42,0,949,300,1125,0.8,1624,2.4
80106113112,32,2134,1521,490,3281,0.9,2625,2.2
80106113113,49,2350,1883,600,3833,0.9,3060,1.7
80106113114,38,1975,2146,540,4250,1,2441,1.5
80106113115,34,2155,1766,588,4696,1,3536,2.2
80106113116,44,1940,1968,600,4083,1,2416,1.6
80106113117,35,2167,1947,510,4250,1,2481,1.5
80106113118,32,1800,1625,478,3033,0.9,2284,1.8
80106113119,32,1872,1753,480,3356,1,2434,1.7
80107107101,0,0,0,0,0,0,0,0
80107107102,38,2391,1437,340,3588,0.8,3750,3.4
80107107104,37,1961,1197,333,2944,0.8,2449,2.7
80107107105,37,1972,1128,400,2600,0.8,2315,2.7
80107107106,32,1900,1115,485,2426,0.8,2131,2.8
80107107107,33,1733,1091,433,2416,0.8,1937,2.6
80107107108,35,1733,1071,415,2353,0.7,2029,2.5
80107107109,33,2075,1156,450,2726,0.9,2545,3
80107107110,32,1950,1117,415,2468,0.8,2187,2.7
80107107111,42,1785,1079,405,2812,0.8,2468,2.7
80107107112,39,2496,1352,520,3449,0.8,3363,3.2
80107107113,35,1663,1110,400,2480,0.9,2321,2.8
80107107114,35,2056,1253,450,2625,0.8,2288,2.7
80107107202,46,1738,885,305,2068,0.6,1465,2
80107107203,38,2167,1143,500,2821,0.8,2578,3
80107107204,44,1903,1242,469,2555,0.6,2098,2.2
80107107205,36,1975,1360,550,3033,0.8,2946,3.1
80107107206,36,1703,1068,400,2133,0.8,1860,2.1
80107107207,37,2167,1159,400,2533,0.8,2524,2.9
80107107208,35,2100,990,461,2487,0.8,2295,2.9
80107107209,0,0,0,0,0,0,0,0
80107107210,39,2059,1172,470,2865,0.7,2437,2.7
80107107211,44,1950,1166,590,3187,0.8,3166,3.1
80107107301,35,2200,1401,500,3250,0.8,3077,3
80107107302,40,2015,1239,460,2761,0.7,2473,2.6
80107107303,35,2167,1177,500,2874,0.8,2583,2.9
80107107304,34,1820,1130,425,2382,0.7,1954,2.2
80107107307,37,1946,1279,475,2932,0.8,2553,2.7
80107107308,44,2109,1471,505,3250,0.7,3100,2.8
80107107309,36,2134,1090,476,2774,0.8,2725,3.1
80107107310,46,2383,1240,536,3349,0.7,3296,2.9
80107107311,35,1733,1099,403,2409,0.8,2007,2.4
80107107312,41,2342,1375,620,3821,0.8,3625,3.1
80107107313,32,1612,1043,410,2050,0.7,1922,2.3
80107107314,38,2167,1173,527,3041,0.8,2781,3.1
80107107315,84,0,451,0,0,0,0,0
80107107316,33,1761,1197,440,2299,0.8,1937,2.4
80107107317,39,2302,1462,569,3480,0.8,3291,3.1
80107107401,40,2167,1078,235,2386,0.7,2170,2.7
80107107402,38,2000,975,200,2586,0.8,2076,2.7
80107107403,41,2167,1256,425,2860,0.7,2433,2.7
80107107404,35,1733,923,140,2220,0.8,1571,2.2
80107107405,33,2167,959,420,2298,0.8,2138,2.8
80107107406,35,1733,1093,450,2544,0.8,2269,2.6
80107107407,37,2001,1119,423,2513,0.8,2299,2.8
80107107408,41,2167,1025,530,2772,0.7,2687,2.9
80107107409,36,2130,1218,520,2696,0.8,2479,2.8
80107107410,39,1733,1346,510,3204,0.7,2874,2.6
80107107411,38,2048,1115,500,2899,0.8,2735,2.9
80107107412,34,1842,866,370,2272,0.9,2166,3
80107107413,37,2010,1198,420,2874,0.7,2528,2.7
80107107502,37,2195,1176,325,3250,0.8,3125,3.2
80107107503,43,2365,1072,350,3250,0.7,2550,2.8
80107107504,40,1812,944,190,2273,0.7,1730,2.1
80107107505,37,2167,1312,450,2973,0.7,2687,2.7
80107107506,30,1813,1090,410,2399,0.8,2156,2.9
80107107507,35,2000,1189,430,2482,0.8,2411,3
80107107508,38,2442,1349,725,3694,0.8,3954,3.4
80107107509,40,2295,1132,650,3143,0.8,3187,3.1
80107107510,35,2167,1209,250,3092,0.9,2985,3.2
80107107512,40,2004,1238,428,3111,0.7,2821,2.8
80107107513,43,2273,1244,462,3053,0.7,2849,2.8
80107107514,0,0,0,0,0,0,0,0
80107107515,0,0,0,0,0,0,0,0
80107107516,35,1950,1132,435,2596,0.8,2320,2.7
80107107517,38,2600,1324,542,3466,0.7,3449,3.1
80107107601,46,2752,1416,900,3856,0.7,3594,3
80107107602,43,2342,1524,560,3474,0.7,3229,2.8
80107107603,43,2200,1147,627,2750,0.7,2360,2.7
80107107604,39,2680,1484,586,3650,0.7,3437,2.9
80107107605,44,2247,1514,600,3523,0.7,3303,2.7
80107107606,43,2600,1319,620,3482,0.7,3166,2.9
80107107607,0,0,0,0,0,0,0,0
80107107608,41,2167,1431,600,3976,0.7,3750,3
80107107609,48,2457,1585,692,4281,0.7,4071,2.9
80107107701,37,1950,1146,368,2454,0.8,2250,2.8
80107107702,39,1950,990,398,2583,0.8,2250,2.8
80107107703,38,2022,1080,450,2716,0.9,2519,2.9
80107107704,35,2167,1208,435,2916,0.7,2455,2.6
80107107705,35,2000,1279,451,2697,0.8,2513,3
80107107706,38,2167,1379,400,3166,0.7,2562,2.5
80107107707,43,2167,1108,555,2833,0.7,2562,2.8
80107107708,44,0,1499,277,0,0.5,1875,1
80107107801,33,1733,1125,400,2284,0.8,1933,2.3
80107107802,37,1750,1315,390,2399,0.7,2287,2.5
80107107803,34,1669,983,430,2154,0.8,1716,2.4
80107107804,32,1710,1078,445,2218,0.8,2011,2.5
80107107805,33,2048,1162,450,2803,0.8,2402,2.7
80107107806,35,1892,1261,430,2840,0.8,2319,2.6
80107107807,53,2257,1047,119,2928,0.8,1906,2.2
80107107808,36,1736,1193,425,2807,0.7,2210,2.5
80107107809,40,2290,1037,375,3104,0.8,3159,3.3
80107107810,57,2167,788,320,2227,0.8,1510,2.4
80107107811,33,1758,1104,480,2412,0.8,1984,2.5
80107107812,38,1742,1177,425,2446,0.7,2105,2.5
80107107813,42,1763,1289,446,2903,0.7,2634,2.8
80107107814,40,2400,1330,473,3476,0.8,3420,3.3
80107107815,37,1733,1294,430,2774,0.7,2250,2.4
80107107816,34,2300,1369,550,3611,0.8,3542,3.1
80107107817,37,2167,1424,565,3139,0.8,3083,2.9
80107107818,41,2018,1312,554,3402,0.7,3341,3.1
80107107819,35,2201,985,438,2708,0.8,2583,3.1
80107107820,39,1993,1119,503,2643,0.8,2625,2.9
80107107821,43,1925,1189,575,3053,0.7,2932,2.9
80107107901,39,2392,1323,400,3031,0.7,2700,2.7
80107107902,36,2167,1379,570,3214,0.8,3053,2.9
80107107903,36,2200,1193,450,2888,0.7,2588,2.7
80107107904,41,2450,1341,610,3227,0.7,3050,2.9
80107107905,40,2024,1143,304,2583,0.7,2349,2.7
80107107906,38,2100,1206,500,2937,0.8,2839,2.7
80107107907,37,2317,1157,223,2781,0.8,2431,2.7
80107107908,39,1954,1145,500,3038,0.8,2874,2.9
80107107909,34,2254,1044,250,2277,0.8,1843,2.6
80107108002,48,1509,996,465,2026,0.7,1663,2
80107108003,41,1842,1106,485,2345,0.7,1951,2.1
80107108006,31,1404,1244,398,1958,1.3,1760,1.6
80107108007,48,2167,1153,640,2437,0.9,1875,2
80107108008,30,2084,1535,565,3062,0.8,2536,2.2
80107108009,0,0,0,0,0,0,0,0
80107108010,0,0,0,0,0,0,0,0
80107108011,38,1529,1226,460,2512,0.9,2090,1.9
80107108012,0,0,0,0,0,0,0,0
80107108013,31,1455,1203,420,2293,1.1,1649,1.7
80107108014,42,2730,1575,718,4416,0.8,4250,2.7
80107108015,32,1408,1286,420,2315,1.1,1730,1.6
80107108016,34,1440,1235,460,2161,0.9,1864,1.8
80107108101,33,1625,1061,445,2329,0.8,2010,2.5
80107108102,35,1733,1023,460,2315,0.8,2050,2.5
80107108103,39,2086,1009,510,2791,0.8,2449,2.9
80107108104,35,2167,1276,450,3192,0.8,3077,3
80107108105,34,2100,1205,514,3105,0.9,3026,3.2
80107108106,35,1800,1125,423,2616,0.8,2421,2.7
80107108107,35,2192,1268,473,3144,0.8,3062,3
80107108108,34,1975,1049,400,2360,0.8,1928,2.6
80107108109,34,2037,1136,430,2567,0.9,2578,3.1
80107108111,37,2167,1174,530,2903,0.8,2732,2.8
80107108112,36,1463,1019,440,1937,0.7,1625,2.2
80107108113,79,0,537,231,1042,0.6,805,1.3
80107108114,33,1560,1108,428,2132,0.7,1974,2.3
80107108201,40,1651,821,240,2463,0.7,1713,2.4
80107108202,36,2167,1203,520,2874,0.8,2666,2.8
80107108203,42,1950,793,170,2119,0.7,1321,2.1
80107108204,45,2400,1125,423,3172,0.7,2899,2.8
80107108205,40,1815,868,233,2146,0.7,1656,2.5
80107108206,35,1950,764,322,2704,0.8,2100,2.8
80107108207,43,2047,898,435,2116,0.7,1653,2.4
80107108208,42,2500,1359,591,3600,0.7,3356,2.7
80107108209,43,2048,1078,450,3023,0.8,2625,2.9
80107108210,44,2167,1133,400,2750,0.7,2356,2.6
80107108211,40,2157,1099,460,2718,0.7,2356,2.7
80107108212,43,1981,1030,465,2650,0.7,2287,2.5
80107108213,37,2253,1133,420,2896,0.8,2573,2.8
80107108214,43,1842,955,450,2750,0.7,2181,2.5
80107108215,40,1517,1042,350,1978,0.8,1505,1.7
80107108216,36,1842,1078,400,2223,0.7,2024,2.3
80107108217,45,2058,1178,464,2826,0.7,2457,2.6
80107108218,42,2120,1154,480,2931,0.7,2412,2.6
80107108219,43,1733,1035,460,2412,0.7,2091,2.5
80107108220,46,1880,1116,350,2583,0.7,2120,2.2
80107108221,35,1995,1312,533,2863,0.8,2553,2.8
80107108222,42,2134,1009,440,2750,0.7,2266,2.6
80107108223,37,1975,1087,458,2392,0.7,2133,2.6
80107108224,39,2086,992,418,2250,0.8,2014,2.7
80107108225,37,2244,1125,445,2700,0.8,2365,2.6
80107108226,38,1725,1082,283,2588,0.8,1833,2.3
80107108227,36,2253,1070,201,2711,0.8,2175,2.6
80107108228,40,2167,929,405,2139,0.7,1875,2.5
80107108229,42,2301,1183,443,2932,0.8,2733,3
80107108230,45,2400,1244,370,2366,0.7,2250,2.6
80107108231,40,1800,1093,387,2535,0.7,1952,2.5
80107108232,51,2600,1338,840,3799,0.7,3824,3
80107108233,36,1950,840,232,2307,0.8,2062,2.7
80107108234,39,2232,987,227,2349,0.7,2062,2.7
80107108235,35,1950,991,433,2423,0.8,2268,2.7
80107108236,41,1889,1080,400,2569,0.8,2286,2.8
80107108237,52,2167,1379,840,3856,0.7,3571,2.8
80107108238,51,2000,1352,760,3625,0.7,3542,2.9
80107108239,36,2100,1266,475,2916,0.8,2416,2.8
80107108240,46,2654,1264,590,3444,0.8,3299,3
80107108241,38,2000,1012,430,2603,0.7,2343,2.6
80107108301,38,2470,1478,550,3319,0.8,3194,3
80107108302,39,2000,1270,565,3399,0.8,3200,2.9
80107108303,42,2228,1271,504,2928,0.7,2571,2.6
80107108401,47,1775,1109,545,2791,0.7,2424,2.6
80107108402,39,2200,1218,585,3178,0.8,2860,3
80107108403,36,2243,1218,490,2821,0.8,2367,2.9
80107108404,36,2167,1180,450,2525,0.8,1913,2.5
80107108405,49,1779,1403,478,3154,0.6,2704,2.4
80107108406,39,1982,1031,430,2340,0.8,2181,2.9
80107108407,40,2099,1320,570,3166,0.7,2974,2.8
80107108408,37,2300,1208,575,3115,0.7,3015,2.8
80107108409,47,2392,1244,600,3321,0.7,3285,2.9
80107108410,40,2063,1142,485,3166,0.8,3028,3
