SA1_CODE_2021,F_300_399_15_19_yrs,F_300_399_20_24_yrs,F_300_399_25_34_yrs,F_300_399_35_44_yrs,F_300_399_45_54_yrs,F_300_399_55_64_yrs,F_300_399_65_74_yrs,F_300_399_75_84_yrs,F_300_399_85ov,F_300_399_Tot,F_400_499_15_19_yrs,F_400_499_20_24_yrs,F_400_499_25_34_yrs,F_400_499_35_44_yrs,F_400_499_45_54_yrs,F_400_499_55_64_yrs,F_400_499_65_74_yrs,F_400_499_75_84_yrs,F_400_499_85ov,F_400_499_Tot,F_500_649_15_19_yrs,F_500_649_20_24_yrs,F_500_649_25_34_yrs,F_500_649_35_44_yrs,F_500_649_45_54_yrs,F_500_649_55_64_yrs,F_500_649_65_74_yrs,F_500_649_75_84_yrs,F_500_649_85ov,F_500_649_Tot,F_650_799_15_19_yrs,F_650_799_20_24_yrs,F_650_799_25_34_yrs,F_650_799_35_44_yrs,F_650_799_45_54_yrs,F_650_799_55_64_yrs,F_650_799_65_74_yrs,F_650_799_75_84_yrs,F_650_799_85ov,F_650_799_Tot,F_800_999_15_19_yrs,F_800_999_20_24_yrs,F_800_999_25_34_yrs,F_800_999_35_44_yrs,F_800_999_45_54_yrs,F_800_999_55_64_yrs,F_800_999_65_74_yrs,F_800_999_75_84_yrs,F_800_999_85ov,F_800_999_Tot,F_1000_1249_15_19_yrs,F_1000_1249_20_24_yrs,F_1000_1249_25_34_yrs,F_1000_1249_35_44_yrs,F_1000_1249_45_54_yrs,F_1000_1249_55_64_yrs,F_1000_1249_65_74_yrs,F_1000_1249_75_84_yrs,F_1000_1249_85ov,F_1000_1249_Tot,F_1250_1499_15_19_yrs,F_1250_1499_20_24_yrs,F_1250_1499_25_34_yrs,F_1250_1499_35_44_yrs,F_1250_1499_45_54_yrs,F_1250_1499_55_64_yrs,F_1250_1499_65_74_yrs,F_1250_1499_75_84_yrs,F_1250_1499_85ov,F_1250_1499_Tot,F_1500_1749_15_19_yrs,F_1500_1749_20_24_yrs,F_1500_1749_25_34_yrs,F_1500_1749_35_44_yrs,F_1500_1749_45_54_yrs,F_1500_1749_55_64_yrs,F_1500_1749_65_74_yrs,F_1500_1749_75_84_yrs,F_1500_1749_85ov,F_1500_1749_Tot,F_1750_1999_15_19_yrs,F_1750_1999_20_24_yrs,F_1750_1999_25_34_yrs,F_1750_1999_35_44_yrs,F_1750_1999_45_54_yrs,F_1750_1999_55_64_yrs,F_1750_1999_65_74_yrs,F_1750_1999_75_84_yrs,F_1750_1999_85ov,F_1750_1999_Tot,F_2000_2999_15_19_yrs,F_2000_2999_20_24_yrs,F_2000_2999_25_34_yrs,F_2000_2999_35_44_yrs,F_2000_2999_45_54_yrs,F_2000_2999_55_64_yrs,F_2000_2999_65_74_yrs,F_2000_2999_75_84_yrs,F_2000_2999_85ov,F_2000_2999_Tot,F_3000_3499_15_19_yrs,F_3000_3499_20_24_yrs,F_3000_3499_25_34_yrs,F_3000_3499_35_44_yrs,F_3000_3499_45_54_yrs,F_3000_3499_55_64_yrs,F_3000_3499_65_74_yrs,F_3000_3499_75_84_yrs,F_3000_3499_85ov,F_3000_3499_Tot,F_3500_more_15_19_yrs,F_3500_more_20_24_yrs,F_3500_more_25_34_yrs,F_3500_more_35_44_yrs,F_3500_more_45_54_yrs,F_3500_more_55_64_yrs,F_3500_more_65_74_yrs,F_3500_more_75_84_yrs,F_3500_more_85ov,F_3500_more_Tot,F_PI_NS_15_19_yrs,F_PI_NS_ns_20_24_yrs,F_PI_NS_ns_25_34_yrs,F_PI_NS_ns_35_44_yrs,F_PI_NS_ns_45_54_yrs,F_PI_NS_ns_55_64_yrs,F_PI_NS_ns_65_74_yrs,F_PI_NS_ns_75_84_yrs,F_PI_NS_ns_85_yrs_ovr,F_PI_NS_ns_Tot,F_Tot_15_19_yrs,F_Tot_20_24_yrs,F_Tot_25_34_yrs,F_Tot_35_44_yrs,F_Tot_45_54_yrs,F_Tot_55_64_yrs,F_Tot_65_74_yrs,F_Tot_75_84_yrs,F_Tot_85ov,F_Tot_Tot,P_Neg_Nil_income_15_19_yrs,P_Neg_Nil_income_20_24_yrs,P_Neg_Nil_income_25_34_yrs,P_Neg_Nil_income_35_44_yrs,P_Neg_Nil_income_45_54_yrs,P_Neg_Nil_income_55_64_yrs,P_Neg_Nil_income_65_74_yrs,P_Neg_Nil_income_75_84_yrs,P_Negtve_Nil_incme_85_yrs_ovr,P_Neg_Nil_income_Tot,P_1_149_15_19_yrs,P_1_149_20_24_yrs,P_1_149_25_34_yrs,P_1_149_35_44_yrs,P_1_149_45_54_yrs,P_1_149_55_64_yrs,P_1_149_65_74_yrs,P_1_149_75_84_yrs,P_1_149_85ov,P_1_149_Tot,P_150_299_15_19_yrs,P_150_299_20_24_yrs,P_150_299_25_34_yrs,P_150_299_35_44_yrs,P_150_299_45_54_yrs,P_150_299_55_64_yrs,P_150_299_65_74_yrs,P_150_299_75_84_yrs,P_150_299_85ov,P_150_299_Tot,P_300_399_15_19_yrs,P_300_399_20_24_yrs,P_300_399_25_34_yrs,P_300_399_35_44_yrs,P_300_399_45_54_yrs,P_300_399_55_64_yrs,P_300_399_65_74_yrs,P_300_399_75_84_yrs,P_300_399_85ov,P_300_399_Tot,P_400_499_15_19_yrs,P_400_499_20_24_yrs,P_400_499_25_34_yrs,P_400_499_35_44_yrs,P_400_499_45_54_yrs,P_400_499_55_64_yrs,P_400_499_65_74_yrs,P_400_499_75_84_yrs,P_400_499_85ov,P_400_499_Tot,P_500_649_15_19_yrs,P_500_649_20_24_yrs,P_500_649_25_34_yrs,P_500_649_35_44_yrs,P_500_649_45_54_yrs,P_500_649_55_64_yrs,P_500_649_65_74_yrs,P_500_649_75_84_yrs,P_500_649_85ov,P_500_649_Tot
80101102305,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,4,0,0,12,0,3,0,6,0,0,0,0,0,12,0,0,4,0,3,3,0,0,0,13,0,0,6,0,0,0,3,0,0,13,0,0,6,0,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,14,0,0,5,4,7,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,15,13,30,23,32,16,16,9,0,145,6,0,0,5,0,4,0,0,0,24,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,9,0,0,0,5,0,5,0,0,3,19,0,6,7,0,3,0,7,0,0,21
80101102306,0,0,0,3,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,3,0,0,22,0,0,3,0,0,0,3,3,0,14,0,0,3,0,0,0,0,0,0,11,0,3,4,3,4,4,0,0,0,12,0,0,3,10,3,0,0,0,0,14,0,0,0,3,3,0,0,0,0,9,0,0,0,4,0,0,0,0,0,11,0,0,3,7,6,3,0,0,0,19,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,15,34,34,24,14,15,10,0,155,13,0,5,4,3,3,0,0,0,23,5,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,12,0,3,0,5,3,0,5,8,0,25,0,0,0,0,0,0,0,0,0,8,0,4,6,3,7,0,5,3,0,27
80101102307,0,0,0,0,0,0,4,7,8,24,0,0,0,0,0,0,13,23,17,53,0,0,0,0,0,0,13,16,18,40,0,0,3,0,0,0,3,15,5,35,0,0,0,0,0,0,3,11,7,31,0,0,4,0,0,0,3,10,10,26,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,10,0,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,40,62,0,4,24,7,7,6,46,114,138,344,0,0,3,0,0,3,0,4,3,18,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,5,10,14,27,0,0,0,0,0,0,4,12,14,38,0,0,0,0,0,0,13,33,27,71,0,0,5,0,0,0,13,16,27,56
80101102401,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,8,0,0,0,0,4,3,4,0,0,8,0,3,0,0,0,0,0,3,3,14,0,0,6,0,0,0,0,0,0,4,0,3,9,0,6,0,0,0,0,16,0,0,5,4,5,0,4,0,0,9,0,0,3,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,5,0,0,6,10,7,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,22,21,24,3,13,12,3,119,5,0,5,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,10,4,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,11,0,0,0,3,0,0,0,7,0,9,0,0,0,0,4,3,6,0,0,10
80101102402,6,0,0,3,0,0,3,7,0,19,0,0,5,0,3,0,0,0,0,9,0,3,0,5,6,0,3,0,0,20,0,0,0,4,0,0,5,0,0,8,0,4,3,5,0,0,0,0,0,13,0,0,7,12,0,0,3,0,0,20,0,0,0,0,0,0,3,0,0,9,0,0,4,9,4,0,0,0,0,23,0,0,5,4,0,0,0,0,0,11,0,0,5,3,8,8,0,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,9,11,16,39,51,28,19,23,15,3,210,9,0,0,4,3,3,0,0,0,31,7,0,0,4,0,5,0,7,0,24,4,0,0,0,3,0,3,0,0,21,6,0,0,3,0,3,9,8,0,23,0,0,5,0,7,4,7,0,0,25,0,5,0,4,6,0,3,0,0,28
80101102403,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,5,3,3,0,14,0,0,0,0,4,0,0,0,0,15,0,0,6,3,0,0,0,0,0,12,0,0,4,4,3,6,4,0,0,13,0,0,4,3,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,3,0,0,6,0,3,0,0,0,0,12,0,0,4,4,0,0,0,0,0,16,0,0,0,7,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,3,6,10,32,33,29,20,18,8,4,151,10,0,0,4,4,3,0,0,0,25,0,0,3,0,0,0,0,0,0,10,3,6,0,0,0,0,3,7,0,13,0,0,5,0,0,0,5,0,0,10,0,0,4,0,5,5,3,3,0,19,0,0,3,3,4,0,3,4,0,20
80101102404,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,9,0,0,4,0,0,0,3,0,0,14,0,0,4,3,0,3,0,0,0,11,0,0,5,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,8,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,24,21,18,17,8,4,4,97,10,0,0,3,3,4,0,0,0,18,3,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,3,0,11,0,0,0,3,0,3,0,0,0,13,4,0,8,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,8
80101102405,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,10,0,0,0,10,4,0,0,0,0,15,0,0,0,6,3,0,0,0,0,13,0,0,0,5,3,3,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,27,22,15,16,7,0,108,3,7,0,0,5,7,5,0,0,26,8,0,0,0,0,6,3,0,0,16,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,8
80101102406,5,5,0,0,0,0,5,4,0,12,0,3,0,0,0,0,4,3,0,8,0,0,0,0,4,3,5,0,0,17,0,0,8,0,3,0,0,3,0,17,0,0,0,4,0,0,6,0,0,16,0,0,6,5,4,3,0,0,0,14,0,0,10,7,0,0,4,0,0,21,0,0,7,0,5,0,0,0,0,21,0,0,9,3,0,0,0,0,0,9,0,0,4,12,8,6,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,8,18,18,45,34,32,20,26,11,0,207,4,4,0,0,3,0,0,0,0,19,10,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,4,3,0,13,5,0,4,0,0,0,9,4,0,23,0,3,0,5,0,0,3,3,0,16,0,3,0,0,4,3,3,0,0,22
80101102407,0,5,0,0,3,0,0,0,0,12,0,0,3,0,0,0,5,0,0,6,0,5,0,4,5,0,0,0,0,9,0,0,0,6,0,0,4,4,0,12,0,0,0,3,0,0,0,0,0,12,0,0,7,0,0,4,0,0,0,9,0,0,3,4,4,0,0,0,0,11,0,0,4,3,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,5,0,0,4,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,0,3,0,0,0,7,8,16,34,21,16,21,13,4,0,126,0,0,0,4,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,8,0,5,3,0,3,0,0,0,0,15,0,0,5,0,0,0,0,0,0,11,0,5,7,9,6,3,0,0,0,30
80101102408,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,4,4,3,14,0,0,0,0,0,5,0,0,0,13,0,0,4,4,0,0,3,5,0,12,0,0,0,0,4,3,0,0,0,15,0,0,6,0,0,0,0,3,0,11,0,0,4,8,4,0,0,0,0,17,0,0,3,6,3,4,0,0,0,14,0,0,3,6,3,0,0,0,0,14,0,0,4,11,10,4,0,0,0,25,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,13,17,10,42,52,29,28,23,16,4,208,16,0,0,8,0,4,0,3,0,37,7,0,0,0,0,0,3,0,0,14,4,0,0,8,0,4,8,0,0,21,0,0,6,3,0,0,4,3,0,21,0,3,3,0,0,4,8,3,7,21,0,3,11,0,0,5,0,5,0,23
80101102501,0,0,0,0,0,4,5,0,0,12,0,0,0,4,0,0,3,3,0,11,0,0,0,0,0,3,0,0,0,9,0,0,3,3,0,0,0,3,0,11,0,0,0,3,3,0,0,0,0,11,0,0,3,0,0,0,4,0,0,9,0,0,0,9,3,0,0,0,0,13,0,0,0,0,3,0,0,0,0,9,0,0,4,0,0,0,0,0,0,10,0,0,4,4,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,6,28,27,20,13,20,7,0,130,7,0,0,0,0,0,0,0,0,7,4,0,3,0,0,0,0,0,0,10,0,0,3,0,5,0,0,0,0,7,0,6,0,0,3,5,5,5,0,22,0,0,0,5,0,0,3,4,3,25,0,0,5,0,0,4,3,0,0,15
80101102502,4,0,0,0,0,0,5,0,0,8,0,0,5,0,0,0,0,0,0,11,0,6,0,3,4,0,7,0,0,16,0,0,0,0,0,0,0,0,0,12,0,0,3,4,0,3,0,0,0,17,0,0,3,3,0,0,4,0,0,11,0,0,5,4,0,0,0,0,0,20,0,0,4,0,0,4,4,0,0,11,0,0,0,0,0,3,0,0,0,3,0,0,5,11,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,16,9,28,38,28,23,27,7,4,170,5,0,5,0,4,4,0,0,0,17,6,0,0,0,0,0,0,3,0,15,0,7,6,0,3,0,4,0,0,20,4,0,0,0,0,0,6,0,0,20,0,0,3,0,0,0,0,0,0,13,6,6,0,3,4,0,6,0,0,21
80101102503,4,3,0,0,0,3,4,4,3,18,0,6,3,4,4,0,6,0,0,15,0,0,0,0,4,0,4,4,0,14,0,0,0,0,0,4,3,0,0,10,0,3,3,5,0,3,0,0,0,22,0,4,3,5,0,3,0,0,0,14,0,5,8,3,7,3,3,0,0,30,0,0,7,3,3,9,0,0,0,14,0,0,0,5,3,3,0,0,0,12,0,0,6,4,5,6,0,0,0,24,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,5,20,14,32,44,45,36,33,11,0,217,15,3,0,0,3,0,0,0,0,21,15,0,0,0,0,0,3,0,0,22,0,0,0,5,0,4,3,0,0,18,4,6,0,0,0,0,7,3,0,27,0,3,0,3,4,0,4,6,0,23,0,0,0,0,3,0,5,4,0,18
80101102504,0,0,0,3,3,4,6,0,0,16,0,0,0,0,0,0,3,4,0,11,0,6,0,4,3,0,3,0,0,16,0,0,0,5,4,0,7,3,0,18,0,0,4,6,3,0,4,0,0,13,0,4,3,0,3,0,3,0,0,13,0,0,5,4,3,3,0,0,0,20,0,0,3,3,4,0,0,4,0,13,0,0,3,3,3,0,0,0,0,8,0,0,3,19,8,0,0,0,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,4,0,5,0,0,0,0,16,14,17,34,44,34,21,28,13,5,214,11,3,0,0,4,0,0,0,0,25,10,0,0,0,0,0,0,0,0,20,9,4,0,3,0,4,0,0,0,20,0,0,4,4,7,3,6,0,6,29,0,0,6,0,4,3,9,4,0,20,0,5,0,4,3,0,4,0,0,27
80101102505,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,4,0,3,8,4,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,5,0,3,4,6,0,0,7,0,0,0,0,0,0,4,4,0,13,0,0,3,3,0,0,0,0,0,8,0,0,5,5,0,0,0,0,0,14,0,0,0,0,7,0,0,0,0,10,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,10,14,20,27,9,25,3,3,111,4,0,8,5,0,7,0,0,0,20,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,7,0,0,10,3,0,0,3,0,0,3,0,3,16,3,3,0,0,0,0,0,0,0,18
80101102506,3,3,0,0,0,0,0,5,0,9,0,3,0,0,0,0,0,0,0,13,0,0,4,0,0,0,0,0,0,8,0,0,3,0,0,0,5,0,0,9,0,0,4,3,3,4,4,0,0,25,0,0,5,0,3,3,5,0,0,15,0,0,0,3,3,3,7,3,0,17,0,0,3,4,5,0,0,0,0,16,0,0,0,5,6,5,0,0,0,17,0,0,4,3,4,8,0,0,0,29,0,0,0,3,0,0,0,0,0,3,0,0,0,6,5,0,0,0,0,5,0,0,5,0,0,3,0,0,0,10,18,13,26,36,30,31,46,21,4,222,9,6,3,4,3,3,7,4,0,45,8,0,4,0,0,0,0,0,0,11,0,3,0,0,0,0,5,6,0,16,3,3,0,4,0,0,0,7,0,20,5,5,0,0,0,0,0,3,0,14,0,0,6,0,0,0,4,3,0,18
80101102601,0,0,0,0,0,5,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,10,0,3,6,0,0,0,0,0,0,10,0,0,0,5,0,3,0,0,0,14,0,0,0,0,3,5,3,0,0,15,0,0,0,13,8,7,3,0,0,23,0,0,0,5,0,0,0,0,0,4,0,0,0,4,3,4,0,0,0,12,0,0,3,0,3,4,0,0,0,5,8,13,13,29,23,27,21,14,5,145,7,0,6,0,0,0,0,0,0,12,5,3,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,4,0,13,0,0,0,0,0,5,4,0,0,9,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,6
80101102602,0,3,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,9,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,0,0,3,0,0,5,0,0,5,0,0,0,13,0,0,3,3,0,4,3,0,0,12,0,0,0,0,6,0,0,0,0,13,0,0,3,3,6,0,0,0,0,11,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,16,16,18,11,14,8,0,91,6,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,10,0,3,0,0,0,0,3,0,0,11,0,4,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,7,0,10
80101102603,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,11,0,0,0,4,0,0,3,4,0,14,0,0,0,4,0,3,0,3,0,10,0,0,5,0,9,4,0,0,0,11,0,0,0,0,3,0,0,0,0,13,0,0,4,8,5,6,0,0,0,29,0,0,0,4,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,14,13,15,22,32,24,20,16,7,161,7,0,0,0,0,0,0,0,3,19,11,3,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,4,0,13,0,0,0,0,0,3,0,3,0,15,0,0,0,0,0,0,4,0,4,14,0,0,0,0,0,0,0,0,0,11
80101102604,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,11,0,3,3,0,0,0,0,0,0,9,0,0,0,5,0,0,9,0,0,15,0,0,0,6,0,4,4,0,0,19,0,0,4,3,3,0,3,0,0,15,0,0,0,3,6,5,0,0,0,13,0,0,4,4,0,3,0,0,0,13,0,0,0,3,13,10,0,0,0,24,0,0,0,3,5,4,0,0,0,14,0,0,0,6,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,19,15,20,41,34,29,24,17,5,198,19,3,0,0,0,0,0,0,0,26,17,0,0,0,0,0,0,3,3,27,7,3,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,6,0,9,0,0,0,0,5,0,0,0,0,18,0,4,6,0,4,0,5,7,0,24
80101102605,0,0,0,0,0,4,0,3,0,5,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,5,3,3,13,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,7,0,6,3,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,3,0,0,15,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,6,16,18,16,13,10,13,18,4,114,9,0,4,5,0,0,0,3,0,21,3,0,0,0,0,6,0,0,0,11,0,0,3,0,0,0,0,4,0,7,0,0,0,0,0,4,0,3,0,12,0,3,0,0,0,5,0,0,0,7,4,6,7,0,0,0,5,3,3,21
80101102606,0,0,0,0,0,0,4,0,0,10,0,0,5,0,0,0,3,5,4,12,4,0,0,7,0,0,6,5,3,23,0,0,3,3,0,0,0,3,0,15,0,0,6,3,3,4,5,3,0,20,0,0,6,4,0,0,0,0,0,12,0,0,3,0,0,3,3,0,0,12,0,0,10,4,5,0,3,4,0,27,0,0,3,5,0,0,0,3,0,17,0,4,5,12,18,6,4,0,0,43,0,0,0,5,4,0,0,0,0,10,0,0,0,3,5,8,0,0,0,15,0,0,0,0,0,0,0,0,0,6,28,9,33,42,43,27,36,30,8,253,20,0,3,0,0,5,4,3,0,35,16,0,0,0,0,3,0,5,6,20,7,0,0,0,0,0,6,0,0,17,4,0,5,0,0,0,4,0,0,21,5,5,3,4,0,0,0,5,4,23,4,0,4,5,3,0,6,4,5,32
80101102607,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,4,0,0,10,0,5,0,0,3,0,0,3,0,11,0,0,5,0,4,0,0,0,0,9,0,0,4,0,6,0,0,0,0,12,0,0,9,0,4,0,0,0,0,16,0,0,0,7,7,6,0,0,0,18,0,0,0,3,7,0,0,0,0,11,0,0,4,5,10,0,3,0,0,29,0,0,0,0,0,4,0,0,0,6,0,0,0,0,3,6,0,0,0,10,0,0,0,0,0,0,0,0,0,4,12,13,33,28,39,14,28,12,4,180,10,0,3,0,0,0,0,0,0,24,7,5,0,3,0,0,0,0,0,15,8,4,0,0,0,4,3,0,0,17,0,0,0,0,0,0,0,7,0,17,0,0,0,0,0,0,3,8,0,18,0,0,4,3,0,0,4,0,0,17
80101111101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
80101114201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101114301,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,4,0,0,5,4,0,0,0,0,0,10,0,0,7,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,26,21,6,3,3,0,0,75,5,3,0,0,3,0,3,0,0,12,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,3
