SA1_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
80101100208,0,14,19,68,0,101,0,0,0,12,0,12,13,0,0,4,0,17,0,0,0,0,0,0,0,0,0,3,0,3,12,10,14,90,0,126,17,0,0,0,0,17,0,0,0,0,0,0,4,3,4,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,4,11,4,41,0,60,5,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,87,4,11,6,0,108,0,0,0,0,8,8,163,30,28,169,10,400
80101100209,0,4,8,31,0,43,0,0,0,6,0,6,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,28,0,43,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,5,7,16,0,28,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,20,0,27,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,5,0,0,4,0,9,13,0,0,0,5,18,0,0,0,0,0,0,85,0,0,5,0,90,3,0,0,0,14,17,169,10,12,68,21,280
80101100210,0,14,11,79,0,104,0,0,0,6,0,6,19,0,3,0,0,22,0,0,0,0,0,0,0,0,0,3,0,3,33,15,6,58,0,112,25,0,0,0,0,25,0,0,0,0,0,0,3,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,9,0,3,25,0,37,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,21,0,37,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,3,0,3,58,3,4,7,0,72,0,0,0,0,22,22,165,23,19,145,23,375
80101100211,11,17,13,83,0,124,0,0,0,11,0,11,70,0,3,0,0,73,0,0,0,0,0,0,7,0,0,4,0,11,21,7,19,78,0,125,7,0,0,0,0,7,0,0,0,0,0,0,3,0,3,7,0,13,0,0,0,6,0,6,0,0,0,0,0,0,54,0,0,0,0,54,5,5,3,34,0,47,0,0,0,5,0,5,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,32,0,46,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,5,4,0,0,0,0,4,8,0,0,0,0,8,0,0,0,0,0,0,125,9,5,11,3,153,4,0,0,5,29,38,316,25,29,180,32,582
80101100212,7,19,13,105,0,144,0,0,0,0,0,0,38,0,0,0,0,38,5,0,0,0,0,5,6,0,0,0,0,6,52,22,15,122,4,215,10,0,0,0,0,10,0,0,0,4,0,4,10,0,0,10,0,20,6,0,0,0,0,6,0,0,0,0,0,0,17,0,0,0,0,17,14,0,0,47,0,61,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,5,10,56,0,83,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,0,49,3,3,8,0,63,0,0,0,0,36,36,209,31,27,233,36,536
80101100213,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,14
80101100215,8,17,21,48,0,94,0,0,0,3,0,3,142,0,0,0,0,142,0,0,0,5,0,5,0,0,0,3,0,3,19,7,12,52,0,90,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35,5,0,0,22,0,27,5,0,0,3,0,8,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,7,0,0,19,0,26,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,15,0,0,0,0,15,0,0,0,0,0,0,98,5,9,7,0,119,14,0,0,0,20,34,366,22,28,111,20,547
80101100216,14,18,23,137,0,192,0,0,0,10,0,10,398,0,0,5,0,403,0,0,0,0,0,0,3,3,0,3,0,9,56,22,20,102,3,203,37,0,0,0,0,37,0,0,0,0,0,0,11,6,0,21,0,38,4,0,0,6,0,10,4,0,0,0,0,4,118,0,0,0,0,118,5,8,0,41,0,54,8,0,0,13,0,21,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,6,3,0,0,3,0,6,0,0,0,0,0,0,8,0,0,0,0,8,7,3,7,38,0,55,3,0,0,0,0,3,3,0,0,0,0,3,14,0,0,0,0,14,4,0,0,0,0,4,25,0,0,0,0,25,0,0,0,0,0,0,339,3,4,9,0,355,14,0,0,0,100,114,1033,39,42,249,104,1467
80101100217,7,4,12,53,0,76,0,0,0,8,0,8,43,0,0,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,24,6,6,50,0,86,7,0,0,0,0,7,0,0,0,0,0,0,4,0,0,10,0,14,0,0,0,0,0,0,3,0,0,0,0,3,22,0,0,0,0,22,6,0,5,25,0,36,8,0,0,4,0,12,3,0,0,0,0,3,3,0,0,3,0,6,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,21,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,86,3,4,5,0,98,4,0,0,0,17,21,206,14,21,116,17,374
80101100218,0,13,10,75,0,98,0,0,0,9,0,9,74,0,0,0,0,74,0,0,0,4,0,4,4,0,0,0,0,4,13,13,12,66,0,104,19,0,0,0,0,19,0,0,0,0,0,0,3,0,0,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,52,3,0,6,22,0,31,9,0,4,6,0,19,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,23,0,39,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,119,0,6,4,0,129,4,0,0,0,40,44,311,20,27,146,40,544
80101100219,9,13,13,56,0,91,0,0,0,11,0,11,62,0,0,0,0,62,0,4,0,0,0,4,0,0,3,0,0,3,11,13,13,50,0,87,17,0,5,0,0,22,0,0,0,0,0,0,0,3,0,9,0,12,0,0,0,0,0,0,4,0,0,0,0,4,28,0,0,0,0,28,3,0,7,14,0,24,6,0,0,7,0,13,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,18,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,10,0,0,0,0,0,0,71,0,4,0,0,75,6,0,0,4,13,23,205,23,27,118,15,388
80101100220,0,0,11,27,0,38,0,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,12,5,9,34,0,60,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32,5,4,0,14,0,23,4,0,0,6,0,10,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,51,0,9,6,0,66,3,0,0,0,10,13,144,8,10,67,10,239
