SA1_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
80104112102,20,52,0,0,4,10,0,0,33,136,35,148,0,0,0,4,0,0,4,8,41,152,0,0,0,0,0,0,10,29,10,29,0,0,4,9,0,3,3,13,15,44,0,0,80,246
80104112103,9,21,0,0,3,9,0,10,9,40,13,62,0,3,0,5,0,11,5,21,18,75,0,0,0,0,0,6,0,0,4,5,0,0,0,0,0,0,0,0,4,5,0,0,35,103
80104112104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104112105,6,13,0,0,0,0,0,0,11,33,11,33,0,0,0,0,0,0,0,0,11,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,47
80104112106,0,4,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13
80104112107,56,107,0,5,9,40,0,0,59,213,68,256,0,0,0,8,0,6,0,17,74,270,0,0,0,4,0,0,16,38,17,47,0,5,0,7,3,3,4,7,20,51,7,3,147,433
80104112108,16,35,3,15,5,22,0,4,56,203,59,238,0,4,6,15,0,10,8,28,69,268,0,4,5,7,0,0,3,18,10,31,0,0,0,0,3,6,3,6,12,32,0,3,100,336
80104112109,0,3,0,0,0,0,0,0,4,6,4,6,5,10,0,0,0,0,5,10,3,17,0,0,0,0,0,0,3,10,3,10,0,0,0,0,0,0,0,0,3,10,0,0,7,22
80104112110,7,12,0,0,0,3,0,0,13,50,11,48,0,3,0,0,0,0,3,6,14,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,63
80104112111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,9,0,0,6,9
80104112112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104112113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104112114,16,33,0,0,11,52,3,16,63,244,75,320,0,7,0,10,9,18,12,32,83,353,0,0,0,0,0,0,8,30,8,30,0,0,0,0,0,0,0,0,13,36,4,10,117,421
80104112115,23,42,0,0,0,9,0,9,45,161,48,174,0,3,0,9,0,4,3,15,48,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,4,5,0,0,74,238
80104112202,35,65,0,0,10,28,0,0,63,236,69,264,0,0,4,10,3,11,7,25,73,286,0,0,0,8,0,0,11,27,13,32,0,0,0,0,0,9,0,9,17,44,5,3,128,396
80104112203,18,31,0,0,0,10,0,0,26,108,27,116,0,3,3,13,0,8,8,23,34,143,0,0,4,6,0,0,0,0,4,6,0,0,0,0,0,0,3,6,4,13,0,3,52,182
80104112204,20,43,0,0,10,45,0,0,65,245,73,287,0,0,3,18,3,17,12,33,83,319,0,0,0,0,0,0,3,15,3,15,0,0,0,0,3,6,3,6,3,13,0,0,110,384
80104112205,20,41,0,0,3,13,0,0,46,161,50,172,0,0,0,3,0,8,0,7,53,182,0,0,0,0,0,0,6,8,6,8,0,0,0,0,0,0,0,0,8,7,0,0,79,232
80104112206,0,4,0,0,0,10,0,0,7,29,13,35,0,5,0,0,0,0,0,5,12,36,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,4,0,4,0,0,14,47
80104112207,18,32,0,0,0,6,0,0,18,62,20,72,0,0,3,14,0,0,6,16,22,88,0,0,0,0,0,3,4,4,3,9,0,0,0,0,0,0,0,0,3,9,0,0,42,134
80104112208,29,60,0,0,9,51,0,0,58,230,73,287,0,15,4,22,0,8,13,50,84,333,0,0,0,0,0,0,5,17,5,17,0,0,0,0,0,5,0,5,3,21,0,0,119,410
80104112209,25,51,0,6,5,17,0,0,57,213,63,233,0,9,4,13,0,4,6,23,69,260,0,0,0,4,0,0,10,23,12,23,0,4,0,0,4,9,3,12,17,39,0,0,108,347
80105104901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105104902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105104903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105104904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105105001,36,76,0,7,0,7,0,3,35,128,34,143,4,14,4,23,8,31,20,63,54,207,0,0,3,7,0,4,6,18,11,29,0,0,0,0,11,25,16,29,23,56,4,0,115,336
80105105002,28,56,0,0,3,25,0,0,29,96,32,115,0,5,3,9,4,11,4,20,36,138,0,0,0,0,0,0,5,8,5,8,0,0,0,3,7,14,4,16,11,25,0,3,75,222
80105105003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105105004,17,42,0,0,0,16,0,0,21,74,21,90,0,8,4,9,0,6,8,29,29,125,0,8,0,0,0,0,0,6,4,7,0,0,0,0,12,26,12,26,15,39,0,0,66,198
80105105005,48,95,0,8,10,41,3,7,39,154,53,209,8,27,12,37,6,12,17,70,72,281,0,0,0,0,0,4,3,4,8,8,0,0,0,4,4,7,4,8,7,20,0,3,130,399
80105105006,39,82,0,0,0,14,0,0,21,79,26,97,0,0,7,18,11,28,18,47,40,144,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,9,3,11,5,9,3,3,88,240
80105105007,28,64,0,0,0,14,0,0,10,43,10,59,7,10,5,14,11,21,17,45,28,103,0,0,0,0,0,0,3,7,3,7,0,0,4,9,4,3,3,16,5,20,0,3,71,193
80105105008,20,34,0,0,0,10,0,0,21,80,21,92,4,7,0,3,6,21,9,32,31,120,0,0,0,0,0,4,3,17,5,17,0,0,0,0,5,7,4,6,9,21,0,0,58,183
80105105011,65,128,0,0,6,36,0,0,36,133,43,167,5,6,7,33,10,29,23,70,66,237,3,7,7,10,0,0,8,36,13,53,0,6,0,9,5,9,9,21,23,72,3,6,159,447
80105105012,39,74,0,0,3,16,0,6,30,125,36,145,0,11,5,16,9,16,13,45,52,187,0,0,0,6,0,0,9,27,12,38,0,3,4,6,5,17,13,27,29,66,0,0,115,330
80105105013,54,105,0,3,7,38,0,3,32,131,48,174,6,8,12,40,3,15,19,69,65,241,0,5,0,0,0,3,6,20,7,23,0,0,3,7,7,18,8,28,20,54,0,0,141,402
80105105014,13,30,0,0,0,5,0,0,40,131,41,137,0,8,8,18,3,12,8,41,52,176,0,0,0,5,0,0,0,11,3,17,0,6,0,6,3,6,3,10,8,27,0,0,72,237
80105105015,47,88,0,0,0,0,0,0,6,12,6,12,0,0,0,4,0,0,0,4,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,3,6,0,3,56,126
80105105016,11,29,0,6,4,26,0,3,15,60,22,96,0,8,0,5,7,20,9,30,29,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,8,4,12,0,0,49,159
80105105017,19,38,0,0,3,11,0,0,15,54,18,67,3,10,5,14,3,6,6,28,24,95,0,0,0,0,0,0,3,8,3,8,0,4,0,3,0,0,3,3,9,19,0,3,52,150
80105105018,25,43,0,0,0,3,0,0,10,40,12,44,0,0,8,21,4,12,12,34,25,79,0,0,0,0,0,0,5,10,5,10,0,0,0,0,6,7,4,6,9,14,0,0,53,142
80105105101,110,224,0,0,0,6,0,0,15,49,19,59,0,0,0,3,0,0,0,3,19,59,0,0,0,0,0,0,5,9,5,9,0,3,4,8,3,5,9,19,13,26,4,14,146,317
80105105102,61,117,0,0,0,8,0,0,12,46,11,51,0,14,0,7,3,23,16,45,25,97,0,0,0,0,0,0,10,13,10,13,0,0,0,3,0,0,0,3,12,18,0,3,89,234
80105105105,165,323,0,0,0,0,0,0,23,65,23,65,0,0,0,3,0,6,3,9,19,75,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,8,3,8,4,8,3,7,201,416
80105105109,93,179,0,0,8,14,0,0,26,96,32,108,0,0,0,13,4,13,10,24,37,134,0,0,0,10,0,0,3,4,6,15,0,0,0,6,3,8,6,6,9,26,5,5,146,348
80105105110,37,66,0,0,0,0,0,0,9,28,9,28,0,0,0,0,0,0,0,0,9,28,0,0,0,0,0,0,4,3,4,3,0,0,0,0,0,0,0,0,4,3,0,5,42,97
80105105111,77,152,0,0,0,3,0,0,16,55,18,58,0,0,4,8,0,0,4,8,20,60,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,3,6,8,7,16,0,7,107,233
80105105112,22,49,0,0,0,0,0,0,6,22,6,22,0,0,0,4,0,3,4,6,10,28,0,0,0,0,0,0,5,17,5,17,0,0,4,3,0,0,4,3,9,21,0,3,41,102
80105105113,58,113,0,0,0,0,0,0,9,21,9,21,0,0,0,0,0,0,0,0,9,21,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,4,3,0,3,66,138
80105105114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105105115,79,151,0,0,3,21,3,4,20,71,29,98,0,3,0,12,5,13,8,24,33,123,0,0,0,0,0,0,3,16,3,16,0,0,0,3,0,9,4,9,11,24,0,0,117,305
80105105116,48,99,0,0,0,0,0,0,16,48,16,48,0,0,0,0,0,0,0,0,16,48,0,0,0,0,0,0,4,11,4,11,0,0,3,0,0,4,3,5,11,14,3,5,79,170
80105105117,38,74,0,0,0,0,0,0,6,12,6,12,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,6,7,8,8,0,0,0,5,0,4,6,7,7,13,0,4,55,101
80105105118,55,118,0,0,0,0,0,0,7,25,7,25,0,0,0,0,0,0,0,0,11,27,0,0,0,0,0,0,0,4,0,4,0,0,4,7,0,0,4,7,4,8,0,6,74,156
80105105119,78,157,0,0,0,0,0,0,9,34,9,34,0,0,0,4,0,4,0,7,14,44,0,0,0,3,0,0,0,0,0,4,0,0,0,0,6,5,6,5,6,13,6,0,103,213
80105105120,109,221,0,0,0,4,0,0,15,40,13,45,0,0,0,0,0,5,0,5,11,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,7,8,9,15,0,0,135,284
80105105301,143,278,0,0,0,0,0,0,14,43,17,51,0,0,5,5,3,16,11,23,25,68,0,0,0,0,0,0,7,11,7,11,0,0,4,13,4,6,6,20,16,31,0,0,178,381
80105105302,97,192,0,0,0,0,0,0,14,37,14,37,0,0,0,0,0,3,0,3,16,41,0,0,0,0,0,0,5,10,5,10,0,0,0,4,6,4,3,7,12,22,4,10,121,273
80105105305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105105306,45,89,0,0,0,0,0,0,6,30,6,30,0,0,0,9,0,0,0,9,10,33,0,0,0,4,0,0,0,3,0,3,0,0,0,3,0,0,3,3,3,12,0,3,64,139
80105105307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105105308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105105311,59,116,0,0,0,0,0,0,9,25,9,25,0,0,0,3,0,0,4,3,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,7,72,153
80105105312,82,166,0,0,0,0,0,0,9,39,9,39,0,7,0,0,6,11,8,21,18,58,0,0,0,0,0,0,9,9,9,9,0,0,0,4,0,0,0,4,4,13,0,4,110,240
80105105313,65,126,0,0,0,0,0,0,6,19,6,19,0,0,0,0,0,0,0,0,6,19,0,0,0,0,0,0,0,0,0,0,0,4,5,13,3,3,10,17,10,17,7,6,81,172
80105105314,146,286,0,0,4,12,0,0,19,62,24,74,0,0,0,0,3,7,3,7,24,77,0,0,0,6,0,0,5,8,10,16,0,0,0,3,0,3,0,4,11,21,3,12,183,387
80105105404,43,75,0,0,8,34,0,0,24,99,36,134,4,19,0,12,7,16,14,42,46,177,0,7,0,0,0,0,12,21,13,39,0,0,0,0,11,24,11,24,21,59,0,3,111,317
80105105405,9,18,0,0,3,11,0,0,17,71,17,83,0,0,0,5,0,0,0,5,19,86,0,0,0,0,0,0,0,5,0,5,0,0,0,3,0,4,0,6,4,10,0,3,38,113
80105105406,44,85,0,0,4,26,0,0,42,158,48,181,0,9,5,24,6,13,13,44,64,227,0,0,0,3,0,0,4,8,6,15,0,0,0,0,10,11,8,16,17,30,0,3,123,353
80105105407,51,106,0,5,7,18,0,0,26,108,32,131,0,7,4,17,6,17,13,38,40,169,0,0,0,3,0,3,12,34,14,34,0,0,3,4,9,19,13,18,24,58,3,4,124,333
80105105408,28,54,0,0,5,15,0,0,9,27,10,43,0,0,0,0,0,0,0,0,14,44,0,0,0,0,0,0,3,8,3,8,0,0,0,3,0,3,0,8,6,8,0,4,43,114
80105105409,151,308,0,0,3,14,0,0,32,101,37,114,0,4,0,3,3,6,6,16,36,126,0,0,0,3,0,0,6,15,10,22,0,0,5,7,4,5,9,14,17,31,10,17,218,485
80105105410,76,148,0,0,0,6,0,0,20,66,24,76,0,8,4,4,6,11,6,24,27,98,0,0,0,0,0,0,11,21,11,21,0,0,0,0,3,8,5,9,15,29,0,3,118,280
80105105501,47,106,0,0,5,41,0,0,33,121,42,161,0,0,11,26,3,16,14,45,53,205,0,4,0,4,0,6,5,10,6,26,0,0,4,4,4,7,7,10,14,31,0,0,113,343
80105105502,36,73,0,4,8,23,0,11,27,99,35,135,0,9,3,9,0,10,4,16,43,154,0,0,0,0,0,0,9,19,9,19,0,0,0,3,0,4,3,8,11,27,4,6,91,262
80105105503,37,74,0,8,4,18,0,5,37,133,38,158,0,4,5,7,5,12,5,19,45,182,0,0,0,0,0,0,5,8,5,8,0,0,5,4,6,14,13,16,17,26,5,3,101,287
80105105504,39,76,0,0,7,29,0,0,31,118,41,150,4,11,0,7,3,12,10,23,48,170,0,0,3,8,0,0,5,17,10,22,0,0,0,0,5,19,5,19,16,37,4,9,101,290
80105105505,69,141,0,0,3,19,0,0,34,112,40,135,0,0,4,9,5,4,5,17,44,155,0,0,0,6,0,0,12,30,14,36,0,5,0,5,6,3,4,13,20,48,0,4,139,347
80105105506,43,81,0,0,0,10,0,3,39,138,43,160,0,3,4,11,3,20,9,34,56,192,0,5,0,0,0,0,13,33,11,34,0,0,8,14,8,11,12,28,27,66,6,6,127,348
80105105507,50,101,4,9,9,33,0,12,28,114,41,161,3,11,7,16,6,10,11,41,54,201,0,0,0,0,0,0,4,17,4,17,0,5,4,11,3,3,4,16,9,33,4,13,114,345
80105105508,56,116,0,7,8,51,0,0,61,230,72,287,0,8,6,25,6,15,14,42,85,332,0,0,0,6,0,9,12,27,14,35,0,0,0,0,9,25,9,25,22,62,8,13,175,519
80105105509,31,61,0,0,0,6,0,0,35,123,37,134,0,6,6,27,3,14,14,48,49,180,0,3,7,16,0,0,4,9,7,27,0,0,0,0,7,19,9,19,16,50,0,4,97,287
80105105601,45,94,0,9,9,29,0,13,44,163,51,215,0,13,8,30,3,23,18,66,73,280,0,0,0,3,0,0,4,10,9,14,0,0,5,10,8,10,9,24,19,35,4,13,139,421
80105105602,50,94,0,0,4,25,0,7,50,178,50,215,4,12,3,9,12,35,18,53,67,268,0,0,4,17,0,0,11,22,19,33,0,5,7,13,15,26,17,41,32,79,0,6,149,445
80105105603,51,104,0,5,6,9,0,0,32,137,41,153,0,0,4,13,6,19,11,33,51,186,0,0,0,6,0,0,3,9,6,10,0,0,0,0,4,10,7,17,12,30,5,4,117,326
80105105604,24,43,0,0,3,24,0,0,44,170,46,190,0,7,7,30,13,33,18,67,69,262,0,0,5,9,0,0,3,10,8,14,0,10,0,8,6,16,12,28,14,47,4,3,113,356
80105105605,49,101,0,3,11,49,4,6,49,188,67,253,4,4,3,24,4,9,9,37,78,289,0,0,0,0,0,3,4,6,8,14,4,5,0,4,8,14,14,22,14,37,0,3,145,434
80105105606,21,43,0,5,8,38,0,0,9,56,25,95,0,4,0,13,3,11,5,26,29,121,0,0,3,8,0,0,0,0,4,10,0,0,0,3,3,5,3,9,10,16,0,0,60,183
80105105607,30,63,3,10,10,38,0,3,34,152,49,208,8,19,7,28,14,38,29,90,74,298,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,13,5,19,9,15,3,4,117,381
80105105701,75,146,0,10,4,15,3,8,18,58,25,91,0,0,3,12,0,0,3,13,29,103,0,0,0,0,0,0,4,0,4,7,0,4,3,3,4,5,8,16,10,21,0,0,117,273
80105105702,25,52,0,0,0,0,0,0,21,84,21,84,0,0,0,5,5,24,6,26,30,110,0,0,0,0,0,0,5,13,5,13,0,0,4,4,0,8,6,15,14,26,0,0,71,193
80105105703,35,70,0,7,3,9,0,3,17,61,18,76,0,0,4,7,0,8,3,21,28,99,0,0,0,0,0,0,6,26,6,26,0,0,0,3,7,13,8,21,17,40,0,0,78,207
80105105704,40,81,0,0,0,14,0,0,16,58,19,70,0,5,4,8,6,15,5,27,29,99,0,0,0,0,0,0,7,14,7,14,0,0,0,0,7,8,6,7,9,23,4,4,81,207
80105105705,72,138,0,0,4,18,0,8,23,94,29,119,4,15,3,25,4,28,19,68,50,180,0,0,0,0,0,0,3,12,10,14,0,0,0,0,11,12,11,12,13,27,0,0,133,350
80105105706,35,73,0,0,0,7,0,0,17,52,18,56,0,0,0,0,0,0,0,0,18,56,0,0,0,3,0,0,0,4,4,11,0,0,0,0,0,0,0,0,8,10,7,6,60,150
80105105708,48,88,0,0,7,21,0,0,23,90,29,113,6,22,6,27,7,16,21,69,45,179,0,0,4,9,0,0,10,18,10,24,0,4,5,6,7,18,14,32,21,54,3,0,120,328
80105105709,46,95,0,0,0,10,0,0,22,84,25,87,0,0,3,12,3,11,8,29,31,117,0,0,0,0,0,0,4,12,4,12,0,9,3,4,9,18,9,24,14,36,3,4,99,256
80105105711,147,294,0,0,3,11,0,0,45,152,49,161,0,0,6,17,3,7,7,22,54,184,0,0,4,7,0,0,15,31,12,37,0,0,7,14,3,11,12,23,25,58,12,21,243,562
80105105712,107,208,0,0,0,0,0,0,17,60,17,60,0,0,0,3,3,3,6,13,16,66,0,0,0,0,0,0,8,10,8,10,0,0,0,0,0,4,3,3,8,14,4,13,133,296
80105105713,22,44,0,3,5,28,0,6,29,112,38,150,0,3,0,12,0,9,3,19,46,167,0,0,0,4,0,0,3,11,7,23,0,0,8,10,4,12,11,25,20,39,0,9,88,261
80105105714,21,43,0,5,3,13,0,0,16,66,22,80,3,12,3,14,6,18,15,40,31,118,0,0,0,6,0,0,3,3,5,9,0,4,4,5,0,3,9,10,7,21,0,0,66,187
80105105715,25,56,0,8,0,0,0,0,9,43,15,50,0,0,0,6,0,13,3,20,21,64,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,7,6,11,8,23,4,7,61,149
80105105801,30,60,0,0,13,60,0,9,44,190,65,258,0,4,15,55,15,35,28,91,87,353,0,9,0,5,0,0,10,16,14,32,0,0,9,8,11,31,14,42,28,72,6,9,153,487
80105105802,54,97,0,0,5,24,0,3,18,80,26,105,5,16,8,29,3,5,17,54,43,160,0,0,5,4,0,0,7,17,9,23,0,3,6,3,5,11,6,23,21,44,0,3,111,313
80105105803,50,99,0,0,3,29,0,0,27,95,31,119,0,0,0,8,8,14,10,31,37,153,0,0,0,4,0,0,6,25,11,33,0,6,5,10,4,14,12,28,19,61,4,8,112,311
80105105804,27,62,0,0,9,29,0,0,15,78,26,105,0,10,7,33,3,12,14,58,42,158,0,0,4,5,0,0,4,14,5,19,0,0,0,0,6,16,7,16,14,39,0,4,84,261
80105105805,24,59,0,0,4,13,0,0,18,80,18,92,0,4,0,5,0,0,5,15,24,103,0,0,0,0,0,0,6,10,9,17,0,0,0,0,4,5,4,11,11,26,0,0,65,190
80105105806,33,59,0,0,0,6,0,0,22,95,30,100,3,7,0,6,3,16,8,30,38,131,0,0,0,0,0,0,6,9,6,9,0,0,0,0,3,3,3,3,10,19,0,3,72,212
80105105807,65,130,0,5,10,47,0,5,29,124,49,187,6,7,8,38,8,39,28,85,71,271,0,0,3,9,0,0,5,12,12,26,0,3,4,8,3,10,7,18,15,43,0,3,156,443
80105105808,60,110,0,0,12,48,0,8,35,129,46,181,0,4,10,41,5,22,24,70,66,249,0,0,3,8,0,0,4,12,10,13,0,0,3,5,7,5,9,11,12,26,0,5,135,392
80105105809,36,66,0,0,10,48,0,0,18,75,31,120,4,23,8,26,13,26,18,77,52,191,0,0,4,5,0,0,3,4,5,12,0,3,0,0,0,0,0,3,6,17,3,7,97,283
80105105810,32,63,0,3,5,33,0,5,20,83,35,131,4,9,8,21,0,6,10,35,43,164,0,0,0,6,0,0,0,7,8,13,0,0,0,0,0,4,0,4,4,10,5,15,85,255
80105105811,59,114,0,0,4,21,0,5,28,94,35,124,0,6,9,33,4,24,20,58,49,184,0,0,3,7,0,0,3,9,4,21,0,5,6,8,4,10,11,18,14,42,0,5,126,341
80105105812,38,63,0,7,6,11,0,3,25,109,32,133,0,3,6,18,8,27,10,47,43,180,0,0,4,4,4,4,0,9,8,22,0,0,0,0,3,15,3,15,13,34,0,4,96,280
80105105813,76,152,0,0,0,3,0,0,24,85,25,89,0,0,3,13,0,3,10,20,32,109,0,0,0,0,0,7,11,35,17,38,0,0,3,3,3,8,9,14,25,52,4,4,134,314
80105105814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105106003,118,234,0,0,0,6,0,3,28,115,33,121,0,0,0,4,6,19,7,22,39,140,0,0,0,5,0,0,11,28,11,30,0,0,0,0,6,13,8,12,23,47,0,4,180,427
80105106006,45,88,0,0,7,35,0,4,20,82,27,119,0,17,13,27,15,40,24,89,56,202,0,0,3,13,6,5,4,5,9,21,0,0,3,4,9,16,5,17,15,42,0,0,112,332
80105106007,35,68,0,4,12,44,0,3,15,69,29,120,0,0,4,17,4,19,11,34,40,149,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,8,5,5,11,4,9,86,239
80105106008,65,121,0,0,0,0,0,3,8,27,9,31,0,0,0,0,0,0,0,0,9,31,0,0,0,0,0,0,0,5,0,5,0,0,3,6,0,3,0,5,9,9,6,10,76,168
80105106009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105106010,57,110,0,0,0,0,0,0,7,17,7,17,0,0,0,5,0,0,0,5,7,20,0,0,0,0,0,0,0,6,0,6,0,0,0,0,3,5,3,5,7,10,0,6,68,153
80105106011,43,88,0,0,4,18,0,0,13,50,15,67,0,6,6,23,3,10,13,39,30,103,0,0,0,0,0,0,9,9,9,9,0,0,0,4,0,0,0,4,4,9,0,0,74,202
80105106012,88,172,0,0,0,0,0,0,12,37,15,43,0,6,4,13,0,7,6,20,16,66,0,0,0,4,0,0,3,0,3,9,0,0,0,3,6,8,7,16,10,20,4,3,119,256
80105106013,23,41,0,0,0,0,0,0,8,22,8,22,0,0,0,9,0,3,3,9,7,35,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,3,0,5,0,0,27,74
80105106014,104,207,0,0,5,11,0,0,24,86,30,94,0,0,0,0,0,5,0,5,27,98,0,0,0,0,0,0,8,18,8,18,0,0,5,7,4,9,9,20,19,39,6,9,151,351
80105106015,74,151,0,0,0,3,0,0,15,46,15,44,0,0,6,7,0,14,3,19,20,64,0,0,0,0,0,0,4,8,4,8,0,0,0,3,7,3,8,12,10,16,0,6,108,239
80105106101,34,74,0,0,4,23,0,0,36,138,40,158,0,6,7,20,6,16,11,40,54,197,0,0,0,4,0,0,6,21,9,21,0,6,0,3,12,22,14,28,26,56,4,8,119,332
80105106102,34,68,0,0,8,21,0,0,28,107,32,130,0,0,5,28,9,24,12,48,45,177,0,0,0,0,0,0,7,18,8,21,0,0,0,0,0,5,0,5,11,25,0,3,89,275
80105106103,48,103,0,0,5,13,0,0,39,145,49,162,0,0,3,6,6,6,0,13,50,172,0,0,0,4,0,0,10,18,7,22,0,0,5,0,4,3,5,14,14,31,0,0,119,305
80105106106,18,35,0,0,3,11,0,6,23,95,27,112,0,4,3,7,0,0,8,10,33,128,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,7,0,7,3,7,0,3,57,171
80105106107,33,69,0,4,4,8,0,0,27,112,27,128,4,18,0,15,3,8,12,45,45,173,0,0,0,0,0,0,5,6,5,6,0,0,0,6,5,13,7,17,14,24,0,0,91,265
80105106108,43,94,0,0,6,18,0,0,37,134,37,149,0,0,6,23,8,19,11,41,52,194,0,0,0,9,0,0,15,29,12,35,5,5,4,3,4,8,12,26,22,57,5,5,125,350
