SA1_CODE_2021,LFS_Emp_Dia_ges_dia,LFS_Emp_HD_HA_ang,LFS_Emp_Kid_dis,LFS_Emp_LC_COPD_emph,LFS_Emp_MHC_dep_anx,LFS_Emp_Stroke,LFS_Emp_oth_LTHC,LFS_Emp_no_LTHC,LFS_Emp_LTHC_NS,LFS_Emp_Tot,LFS_Unemp_Arth,LFS_Unemp_Asth,LFS_Unemp_Can_rem,LFS_Unemp_Dem_Alzh,LFS_Unemp_Dia_ges_dia,LFS_Unemp_HD_HA_ang,LFS_Unemp_Kid_dis,LFS_Unemp_LC_COPD_emph,LFS_Unemp_MHC_dep_anx,LFS_Unemp_Stroke,LFS_Unemp_oth_LTHC,LFS_Unemp_no_LTHC,LFS_Unemp_LTHC_NS,LFS_Unemp_Tot,LFS_NLF_Arth,LFS_NLF_Asth,LFS_NLF_Can_rem,LFS_NLF_Dem_Alzh,LFS_NLF_Dia_ges_dia,LFS_NLF_HD_HA_ang,LFS_NLF_Kid_dis,LFS_NLF_LC_COPD_emph,LFS_NLF_MHC_dep_anx,LFS_NLF_Stroke,LFS_NLF_oth_LTHC,LFS_NLF_no_LTHC,LFS_NLF_LTHC_NS,LFS_NLF_Tot,LFS_NS_Arth,LFS_NS_Asth,LFS_NS_Can_rem,LFS_NS_Dem_Alzh,LFS_NS_Dia_ges_dia,LFS_NS_HD_HA_ang,LFS_NS_Kid_dis,LFS_NS_LC_COPD_emph,LFS_NS_MHC_dep_anx,LFS_NS_Stroke,LFS_NS_oth_LTHC,LFS_NS_no_LTHC,LFS_NS_LTHC_NS,LFS_NS_Tot,LFS_Tot_Arth,LFS_Tot_Asth,LFS_Tot_Can_rem,LFS_Tot_Dem_Alzh,LFS_Tot_Dia_ges_dia,LFS_Tot_HD_HA_ang,LFS_Tot_Kid_dis,LFS_Tot_LC_COPD_emph,LFS_Tot_MHC_dep_anx,LFS_Tot_Stroke,LFS_Tot_oth_LTHC,LFS_Tot_no_LTHC,LFS_Tot_LTHC_NS,LFS_Tot_Tot,TPI_wk_NNI_Arth,TPI_wk_NNI_Asth,TPI_wk_NNI_Can_rem,TPI_wk_NNI_Dem_Alzh,TPI_wk_NNI_Dia_ges_dia,TPI_wk_NNI_HD_HA_ang,TPI_wk_NNI_Kid_dis,TPI_wk_NNI_LC_COPD_emph,TPI_wk_NNI_MHC_dep_anx,TPI_wk_NNI_Stroke,TPI_wk_NNI_oth_LTHC,TPI_wk_NNI_no_LTHC,TPI_wk_NNI_LTHC_NS,TPI_wk_NNI_Tot,TPI_wk_1_299_Arth,TPI_wk_1_299_Asth,TPI_wk_1_299_Can_rem,TPI_wk_1_299_Dem_Alzh,TPI_wk_1_299_Dia_ges_dia,TPI_wk_1_299_HD_HA_ang,TPI_wk_1_299_Kid_dis,TPI_wk_1_299_LC_COPD_emph,TPI_wk_1_299_MHC_dep_anx,TPI_wk_1_299_Stroke,TPI_wk_1_299_oth_LTHC,TPI_wk_1_299_no_LTHC,TPI_wk_1_299_LTHC_NS,TPI_wk_1_299_Tot,TPI_wk_300_649_Arth,TPI_wk_300_649_Asth,TPI_wk_300_649_Can_rem,TPI_wk_300_649_Dem_Alzh,TPI_wk_300_649_Dia_ges_dia,TPI_wk_300_649_HD_HA_ang,TPI_wk_300_649_Kid_dis,TPI_wk_300_649_LC_COPD_emph,TPI_wk_300_649_MHC_dep_anx,TPI_wk_300_649_Stroke,TPI_wk_300_649_oth_LTHC,TPI_wk_300_649_no_LTHC,TPI_wk_300_649_LTHC_NS,TPI_wk_300_649_Tot,TPI_wk_650_999_Arth,TPI_wk_650_999_Asth,TPI_wk_650_999_Can_rem,TPI_wk_650_999_Dem_Alzh,TPI_wk_650_999_Dia_ges_dia,TPI_wk_650_999_HD_HA_ang,TPI_wk_650_999_Kid_dis,TPI_wk_650_999_LC_COPD_emph,TPI_wk_650_999_MHC_dep_anx,TPI_wk_650_999_Stroke,TPI_wk_650_999_oth_LTHC,TPI_wk_650_999_no_LTHC,TPI_wk_650_999_LTHC_NS,TPI_wk_650_999_Tot,TPI_wk_1000_1749_Arth,TPI_wk_1000_1749_Asth,TPI_wk_1000_1749_Can_rem,TPI_wk_1000_1749_Dem_Alzh,TPI_wk_1000_1749_Dia_ges_dia,TPI_wk_1000_1749_HD_HA_ang,TPI_wk_1000_1749_Kid_dis,TPI_wk_1000_1749_LC_COPD_emph,TPI_wk_1000_1749_MHC_dep_anx,TPI_wk_1000_1749_Stroke,TPI_wk_1000_1749_oth_LTHC,TPI_wk_1000_1749_no_LTHC,TPI_wk_1000_1749_LTHC_NS,TPI_wk_1000_1749_Tot,TPI_wk_1750_2999_Arth,TPI_wk_1750_2999_Asth,TPI_wk_1750_2999_Can_rem,TPI_wk_1750_2999_Dem_Alzh,TPI_wk_1750_2999_Dia_ges_dia,TPI_wk_1750_2999_HD_HA_ang,TPI_wk_1750_2999_Kid_dis,TPI_wk_1750_2999_LC_COPD_emph,TPI_wk_1750_2999_MHC_dep_anx,TPI_wk_1750_2999_Stroke,TPI_wk_1750_2999_oth_LTHC,TPI_wk_1750_2999_no_LTHC,TPI_wk_1750_2999_LTHC_NS,TPI_wk_1750_2999_Tot,TPI_wk_3000_more_Arth,TPI_wk_3000_more_Asth,TPI_wk_3000_more_Dep_rem,TPI_wk_3000_more_Dem_Alzh,TPI_wk_3000_more_Dia_ges_dia,TPI_wk_3000_more_HD_HA_ang,TPI_wk_3000_more_Kid_dis,TPI_wk_3000_more_LC_COPD_emph,TPI_wk_3000_more_MHC_dep_anx,TPI_wk_3000_more_Stroke,TPI_wk_3000_more_oth_LTHC,TPI_wk_3000_more_no_LTHC,TPI_wk_3000_more_LTHC_NS,TPI_wk_3000_more_Tot,TPI_wk_NS_Arth,TPI_wk_NS_Asth,TPI_wk_NS_Can_rem,TPI_wk_NS_Dem_Alzh,TPI_wk_NS_Dia_ges_dia,TPI_wk_NS_HD_HA_ang,TPI_wk_NS_Kid_dis,TPI_wk_NS_LC_COPD_emph,TPI_wk_NS_MHC_dep_anx,TPI_wk_NS_Stroke,TPI_wk_NS_oth_LTHC,TPI_wk_NS_no_LTHC,TPI_wk_NS_LTHC_NS,TPI_wk_NS_Tot,TPI_wk_Tot_Arth,TPI_wk_Tot_Asth,TPI_wk_Tot_Can_rem,TPI_wk_Tot_Dem_Alzh,TPI_wk_Tot_Dia_ges_dia,TPI_wk_Tot_HD_HA_ang,TPI_wk_Tot_Kid_dis,TPI_wk_Tot_LC_COPD_emph,TPI_wk_Tot_MHC_dep_anx,TPI_wk_Tot_Stroke,TPI_wk_Tot_oth_LTHC,TPI_wk_Tot_no_LTHC,TPI_wk_Tot_LTHC_NS,TPI_wk_Tot_Total,CANA_HNA_Arth,CANA_HNA_Asth,CANA_HNA_Can_rem,CANA_HNA_Dem_Alzh,CANA_HNA_Dia_ges_dia,CANA_HNA_HD_HA_ang,CANA_HNA_Kid_dis,CANA_HNA_LC_COPD_emph
80101102205,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,3,0,0,4,0,0,0,12,0,3,16,0,44,5,7,0,0,3,0,0,0,4,0,8,13,0,33,14,11,9,0,12,11,4,5,13,0,15,28,6,76,15,5,4,0,8,9,3,5,8,0,10,24,3,70,9,16,4,0,8,4,0,0,14,0,18,49,3,104,9,7,0,0,4,0,0,0,6,0,11,64,0,101,4,0,0,0,0,0,0,0,0,0,0,18,0,23,0,0,0,0,0,0,0,0,0,0,0,0,12,17,56,49,18,0,36,22,4,9,69,9,61,215,23,452,18,9,0,0,7,7,4,4
80101102206,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,5,0,0,0,0,0,0,0,0,4,11,0,26,3,4,0,0,0,0,0,0,5,0,0,13,0,24,3,0,4,3,6,3,0,0,4,0,6,13,0,33,0,4,0,0,0,0,0,0,0,0,5,9,0,17,4,8,0,0,3,6,0,0,16,0,15,34,0,61,4,7,0,0,4,0,0,0,15,0,11,35,0,64,4,5,0,0,0,0,0,0,5,0,0,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0,8,8,24,35,4,3,16,11,3,0,47,0,38,128,11,255,3,0,0,3,0,0,0,0
80101102207,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,3,0,0,0,0,0,0,8,0,0,11,0,22,3,3,0,0,0,3,0,0,3,0,0,21,0,30,12,13,0,0,12,11,0,5,16,0,9,41,0,81,16,9,7,0,8,4,0,4,10,0,3,30,0,65,11,11,0,0,3,8,0,3,9,0,13,59,0,96,5,7,0,0,3,0,0,0,8,0,9,34,0,65,3,0,0,0,4,0,0,0,0,0,3,14,0,21,0,0,0,0,0,0,0,0,0,0,0,3,15,23,48,54,17,3,28,31,0,22,53,3,42,214,27,399,9,10,0,0,3,5,0,5
80101102208,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,5,8,0,19,5,6,0,0,0,0,0,0,7,0,0,10,0,22,13,3,0,0,0,5,3,0,10,0,4,7,0,31,9,4,0,0,0,3,0,0,0,0,10,17,0,33,10,5,10,0,0,6,0,0,4,0,0,31,0,63,5,3,6,0,0,0,0,0,0,0,5,18,3,35,3,6,0,0,3,0,0,0,4,0,0,29,0,44,0,0,0,0,0,0,0,0,0,0,0,0,5,5,40,29,19,0,6,14,5,4,27,0,27,125,13,251,4,0,0,0,0,0,0,0
80101102301,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,0,0,0,0,0,0,0,5,0,0,15,0,22,3,4,0,0,3,0,0,0,8,0,0,11,0,27,15,4,3,0,6,8,0,4,8,0,11,25,0,63,10,3,3,3,11,3,0,3,14,0,7,29,0,62,12,10,6,0,6,3,0,3,7,0,6,60,3,100,8,14,6,0,3,0,0,0,12,0,9,52,0,86,0,3,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,3,18,23,47,36,19,3,25,19,0,16,51,3,36,201,27,397,8,6,4,3,3,0,0,3
80101102302,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,3,11,0,19,0,0,0,0,0,0,0,0,0,0,0,7,0,9,13,0,0,0,3,3,0,0,3,0,9,14,0,37,0,4,0,0,0,5,0,3,5,0,3,13,0,26,4,7,0,0,3,0,0,3,6,0,5,39,0,58,4,3,0,0,0,0,0,0,6,0,6,24,0,43,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,9,21,22,4,4,12,8,0,4,23,0,29,107,14,207,6,0,0,0,5,0,0,0
80101102303,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,0,0,0,0,0,0,0,5,0,3,30,0,36,5,0,3,0,0,3,3,0,0,0,5,11,0,21,12,6,8,0,4,5,5,6,13,6,15,38,3,84,13,3,0,0,0,3,0,0,3,0,9,40,0,59,4,11,0,0,10,4,0,0,14,0,6,69,3,107,4,11,0,0,0,0,0,0,11,0,5,44,0,73,0,6,0,0,0,0,0,0,0,0,6,6,0,13,0,0,0,0,0,0,0,0,0,0,0,4,11,12,41,35,11,0,24,19,8,7,53,3,43,239,19,403,7,4,3,0,3,5,3,3
80101102304,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6,3,3,0,0,0,0,0,6,0,0,12,0,25,5,3,3,0,0,0,0,0,0,0,3,13,0,26,8,3,4,0,7,5,0,0,16,4,8,34,0,70,13,10,4,0,6,3,6,4,8,0,11,40,0,78,11,19,0,0,7,6,0,4,15,0,17,74,3,120,5,6,7,0,4,0,0,6,7,0,11,37,0,64,0,0,0,0,0,3,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,4,0,40,50,48,48,17,6,25,15,7,16,59,7,49,226,44,442,11,5,0,6,3,9,6,5
80101102305,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,3,0,0,3,0,0,0,3,0,5,15,0,24,0,3,0,0,0,0,0,0,0,0,4,10,0,14,10,4,0,0,3,7,5,6,14,0,3,22,0,50,7,6,3,0,4,5,0,3,9,0,5,26,0,54,5,3,0,0,3,0,0,0,9,0,11,30,0,55,0,4,0,0,4,5,0,0,9,0,10,36,3,58,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,11,11,19,33,5,0,16,12,3,10,40,5,37,143,14,275,10,8,0,0,3,0,6,5
80101102306,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,5,5,0,0,0,0,0,6,0,0,18,0,23,0,0,0,0,0,3,0,0,0,0,0,15,0,15,13,7,0,5,8,7,0,3,14,0,16,25,0,54,3,10,0,0,0,3,0,0,11,0,0,24,3,42,0,9,5,0,3,5,0,0,6,0,7,60,5,82,3,6,0,0,6,0,0,0,8,0,5,38,4,61,0,0,0,0,4,0,0,0,5,0,4,6,0,16,0,0,0,0,0,0,0,0,0,0,0,4,8,17,28,36,9,6,21,8,0,5,48,0,42,185,12,308,5,6,0,5,4,6,0,6
80101102307,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,0,0,0,0,5,4,0,8,0,0,3,5,18,22,0,7,4,9,13,0,5,9,6,9,10,0,44,84,26,20,37,29,33,9,20,17,14,31,24,7,161,37,18,12,10,12,26,6,7,14,4,17,22,0,91,30,6,8,11,12,15,0,7,15,7,16,21,0,88,7,5,0,0,0,6,0,0,3,0,3,13,0,30,3,0,0,0,0,0,0,0,0,0,0,0,0,6,68,5,18,54,17,43,10,8,41,11,87,0,10,101,249,62,67,118,82,137,25,41,109,46,162,87,25,535,166,31,36,113,44,87,20,27
80101102401,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,4,0,0,0,0,3,0,7,0,0,9,0,19,4,0,0,0,0,0,0,0,0,0,0,9,0,14,9,10,5,0,4,0,4,4,5,0,0,12,0,36,6,3,4,0,0,0,0,0,4,0,0,10,0,26,11,12,0,0,0,0,0,0,12,0,3,29,0,52,0,5,0,0,0,0,0,0,4,0,3,27,3,45,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,32,32,9,0,10,10,8,7,36,0,11,95,11,195,4,0,0,0,0,0,0,0
80101102402,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,4,0,0,0,0,0,0,0,0,5,22,0,31,8,9,0,0,3,0,0,0,9,0,4,15,0,36,26,12,3,0,15,7,4,4,18,3,16,27,0,75,10,5,0,0,0,0,0,0,3,0,0,28,0,48,6,7,8,0,6,0,0,0,20,0,10,61,4,100,10,14,0,0,9,0,0,0,13,0,5,47,0,85,0,3,0,0,0,0,0,0,0,0,0,9,0,11,5,0,0,0,0,0,0,0,0,0,0,0,17,17,55,59,14,0,31,15,10,9,56,5,43,208,24,410,11,4,3,0,9,4,0,0
80101102403,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,8,15,0,25,3,6,4,0,0,0,0,0,3,0,5,9,0,20,7,11,5,0,7,0,0,0,10,0,4,27,0,53,8,0,0,0,0,0,0,0,5,0,5,25,0,37,14,11,3,0,3,0,0,0,9,0,5,40,0,68,3,12,0,0,0,0,0,0,9,0,7,47,0,72,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,15,34,35,14,0,14,10,0,0,35,0,35,166,13,310,0,5,0,0,5,0,0,0
80101102404,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,16,0,18,3,0,0,0,0,0,0,0,4,0,3,15,0,24,0,4,0,0,0,8,0,3,5,0,0,16,0,29,3,3,4,0,0,5,0,0,3,0,6,15,0,33,4,4,0,0,9,4,0,0,4,0,0,43,0,58,4,7,0,0,0,0,0,0,4,0,9,22,0,41,0,0,0,0,3,0,0,0,0,0,0,13,3,15,0,0,0,0,0,0,0,0,0,0,0,0,9,12,19,20,6,0,7,15,6,4,37,0,26,130,17,234,0,0,0,0,0,3,0,0
80101102405,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,3,0,0,0,3,0,3,13,0,26,8,6,0,0,6,0,0,0,9,0,5,7,0,21,0,0,0,0,5,0,0,0,0,0,3,10,0,25,0,4,0,0,4,0,0,0,7,0,5,11,0,22,7,3,0,0,3,0,0,0,8,0,7,42,0,67,5,5,0,0,0,0,0,0,10,0,11,35,4,58,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,18,22,0,0,13,3,3,6,34,0,32,134,8,235,6,0,0,0,3,0,0,5
80101102406,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,18,0,19,0,0,3,0,0,0,0,0,6,0,5,18,0,25,11,14,0,0,8,4,0,0,10,0,7,30,0,64,7,7,0,0,0,4,3,0,13,0,11,28,0,58,6,15,0,0,4,8,3,0,12,4,11,62,6,104,5,8,4,0,0,0,0,0,8,0,9,42,3,69,0,0,0,0,0,0,0,0,4,0,3,10,0,12,0,0,0,0,0,0,0,0,0,0,0,3,21,24,35,42,9,0,13,15,7,5,49,5,39,198,31,368,6,4,0,0,0,5,0,0
80101102407,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,3,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,13,0,14,8,7,0,0,0,0,0,0,13,0,6,42,0,58,3,0,0,0,0,0,0,0,6,0,5,32,0,41,5,6,0,0,4,3,0,0,15,0,4,35,0,66,0,5,0,0,0,0,0,0,5,0,3,20,0,30,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,23,20,19,21,3,0,8,8,0,4,40,0,18,142,26,244,6,4,0,0,0,0,0,0
80101102408,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,4,0,0,0,0,0,5,3,0,7,24,0,37,3,5,0,0,0,0,0,0,5,0,0,26,0,34,15,9,3,0,11,8,0,0,21,7,14,24,4,73,8,7,3,0,7,6,0,0,6,0,8,38,0,64,7,10,0,0,3,4,0,0,6,0,7,66,0,96,0,15,0,0,3,0,0,0,15,0,13,44,0,86,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,5,20,28,43,45,15,0,24,20,7,7,53,7,45,235,24,430,9,4,0,0,4,4,0,5
80101102501,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,3,0,0,10,0,7,3,3,3,0,0,4,0,0,8,0,6,9,0,15,20,9,3,0,13,5,0,6,17,3,6,9,0,63,3,7,0,0,5,0,0,0,7,0,5,15,6,35,7,16,3,0,10,5,0,0,5,0,10,33,0,65,9,5,0,0,0,5,0,0,7,0,3,14,0,38,0,8,0,0,0,5,0,0,5,0,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,15,41,51,15,0,29,18,3,5,45,3,38,96,26,258,6,4,4,0,0,5,0,3
80101102502,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,6,14,0,17,3,0,3,0,0,0,0,0,0,0,0,14,0,29,6,5,0,6,7,8,0,0,11,0,11,23,0,51,13,6,0,0,7,0,5,0,9,0,10,23,0,44,4,11,3,0,0,3,0,0,12,0,7,46,0,80,7,8,4,0,4,0,0,0,14,0,10,34,0,64,0,7,0,0,0,0,0,0,4,0,0,12,0,21,0,0,0,0,0,0,0,0,0,0,0,0,9,13,36,40,8,5,23,10,6,3,54,3,42,169,16,321,6,3,5,6,9,5,0,0
80101102503,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,8,0,5,13,0,21,3,5,4,0,6,4,0,0,10,0,8,21,0,44,13,13,3,0,7,12,0,3,17,0,8,33,0,65,7,9,3,0,7,0,0,0,11,0,3,27,0,50,11,19,9,0,3,7,4,3,21,0,10,59,6,114,3,9,0,0,6,3,0,0,13,0,3,56,3,87,0,0,0,0,0,0,0,0,3,0,0,15,0,21,0,0,0,0,0,0,0,0,0,0,0,0,8,13,41,50,21,0,22,24,4,3,77,0,46,215,20,416,3,6,4,0,3,6,0,4
80101102504,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,6,0,0,0,0,0,0,6,0,7,18,0,25,6,5,0,0,0,0,0,0,10,0,11,17,0,38,18,10,6,0,19,9,3,5,21,8,12,21,3,74,7,3,4,0,3,7,0,0,10,0,3,21,0,46,17,8,0,0,9,8,0,0,8,0,13,57,4,106,8,10,0,0,4,0,0,0,13,0,10,51,5,94,0,0,0,0,0,0,0,0,3,0,0,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,21,18,55,46,15,5,33,28,7,4,72,8,56,200,32,423,13,6,5,5,4,9,3,0
80101102505,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6,3,0,0,0,0,0,0,4,0,4,4,0,20,0,0,0,0,0,0,0,0,0,0,0,9,0,13,5,0,6,0,5,4,6,4,0,0,9,15,0,43,12,7,0,0,0,0,0,0,3,0,10,7,0,26,6,3,4,0,3,0,0,0,8,0,5,39,0,68,3,10,0,0,0,0,0,0,5,0,8,26,0,47,4,0,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,3,29,22,9,0,17,10,6,5,28,3,40,113,12,229,5,0,0,0,3,3,0,3
80101102506,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,5,0,0,0,0,0,0,0,0,6,20,0,45,5,5,6,0,8,0,0,0,8,0,4,12,0,28,12,0,7,0,8,9,3,0,3,0,7,27,0,49,13,3,5,0,0,9,5,0,4,0,7,35,3,61,12,3,8,0,4,9,0,0,9,0,13,53,0,103,6,8,3,0,3,5,0,0,7,0,7,58,0,90,6,5,0,0,0,6,0,0,4,0,5,15,0,38,0,0,0,0,0,0,0,0,0,0,0,0,17,15,59,32,28,3,21,33,10,10,36,0,50,219,29,425,6,4,6,3,5,3,0,0
