SA1_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
80101101106,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,4,0,4,..,56,4,59,0,59,..,0,0,0,11,11,157,56,4,59,11,240
80101101107,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
80101101108,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,24,5,23,0,23,..,0,0,0,8,8,164,27,5,27,8,199
80101101109,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,7,0,7,..,64,10,69,0,69,..,4,0,4,5,5,160,67,10,72,5,232
80101101110,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,42,0,42,0,42,..,0,0,0,9,9,204,42,0,42,9,253
80101101202,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
80101101203,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,3,0,0,0,0,3
80101101301,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,7,14,0,11,..,15,0,15,0,15,..,39,4,48,0,42,..,0,0,0,8,8,161,39,4,48,11,213
80101101302,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,18,4,19,0,19,..,43,3,46,0,46,..,222,20,238,0,244,..,9,3,9,57,62,292,226,25,248,53,593
80101101303,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,12,0,12,..,0,0,0,4,4,360,11,0,12,4,376
80101101304,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,45,9,49,0,49,..,0,0,0,4,4,221,45,9,49,4,273
80101101305,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,50,6,60,0,60,..,0,0,0,6,6,360,50,6,60,6,425
80101101306,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,36,9,47,3,49,..,0,0,0,4,4,300,36,9,47,6,353
80101101307,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,7,0,7,..,3,0,3,0,3,..,31,0,36,0,36,..,3,0,3,0,8,165,32,4,37,0,206
80101101308,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,0,0,0,5,5,301,13,0,13,5,325
80101101309,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
80101101310,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,9,0,9,..,6,0,6,0,6,..,33,0,37,0,37,..,3,0,3,9,12,195,31,0,37,9,238
80101101401,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,7,10,0,10,..,0,0,0,0,0,..,53,22,74,0,74,..,0,0,0,20,17,316,53,26,73,20,408
80101101402,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,6,0,6,0,6,..,60,8,66,0,66,..,3,0,3,10,10,427,60,8,62,10,498
80101101403,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,3,12,0,12,..,14,0,15,0,16,..,94,13,108,0,110,..,3,0,3,18,19,521,98,13,111,17,648
80101101404,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,23,3,26,0,31,..,87,8,97,4,95,..,3,0,3,13,15,434,92,8,95,13,544
80101101405,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,10,0,15,0,15,..,13,6,21,0,21,..,66,12,74,0,74,..,0,0,0,14,17,313,65,12,79,14,403
80101101406,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,13,0,18,0,18,..,42,9,49,0,49,..,0,0,0,8,8,200,42,9,49,8,251
80101101407,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,10,21,0,21,..,19,0,17,0,17,..,79,16,99,0,99,..,0,0,0,5,11,452,82,18,96,5,562
80101101502,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,5,4,0,4,..,4,0,6,0,4,..,31,8,39,0,41,..,0,0,0,11,11,245,31,8,39,16,297
80101101503,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,4,11,0,14,..,34,0,39,3,42,..,0,0,0,10,10,270,34,0,39,10,322
80101101504,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,9,0,9,0,9,..,54,3,64,0,64,..,0,0,0,17,14,308,56,3,60,17,380
80101101505,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,12,0,12,..,8,4,10,0,10,..,52,8,58,0,58,..,0,5,3,5,10,445,51,12,65,5,519
80101101506,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,16,0,16,..,49,4,56,0,56,..,0,0,0,4,6,269,53,4,58,4,328
80101101508,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,4,12,0,12,..,0,0,0,0,0,..,22,12,36,0,36,..,0,0,0,4,4,291,26,12,35,4,326
80101101509,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,4,12,0,12,..,60,7,67,4,70,..,3,0,3,17,21,299,64,7,75,19,391
80101101510,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,13,0,13,..,42,6,47,0,47,..,0,0,0,8,8,328,42,6,47,8,384
80101101511,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,4,7,0,7,..,21,6,29,0,29,..,0,0,0,12,12,200,21,6,29,12,233
80101101512,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,15,3,17,0,19,..,47,10,57,0,57,..,0,0,0,3,3,246,47,10,57,3,302
80101101513,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,7,0,7,0,7,..,6,0,10,0,10,..,83,12,91,0,91,..,0,0,0,26,28,162,86,12,96,26,286
80101101514,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
80101101515,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,0,6,9,0,9,..,17,3,19,0,19,..,80,25,106,0,106,..,7,0,7,26,30,315,82,25,109,26,450
80101101516,0,3,0,3,..,3,0,4,0,4,..,0,0,0,0,0,..,10,0,13,0,9,..,67,10,77,0,76,..,289,29,315,5,325,..,9,0,5,13,19,404,294,33,325,18,747
80101101517,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,9,0,8,..,84,3,84,0,85,..,0,0,0,15,16,541,85,3,83,15,649
80101101601,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,15,3,20,0,20,..,80,6,86,0,86,..,6,0,6,6,6,351,82,6,90,6,443
80101101602,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,3,11,0,11,..,42,9,51,0,51,..,5,0,3,6,6,157,46,3,51,6,213
80101101603,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,8,3,16,0,15,..,26,4,27,0,27,..,118,28,151,4,149,..,0,0,0,19,18,376,118,28,150,22,548
80101101604,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,3,15,0,15,..,12,0,12,0,10,..,94,9,107,0,107,..,0,0,0,25,25,300,94,9,107,27,430
80101101605,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,15,6,17,0,17,..,74,20,93,0,92,..,0,0,0,10,10,279,81,20,99,10,388
80101101606,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,98,15,106,0,106,..,0,0,0,3,5,431,101,15,112,3,548
80101101607,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,9,0,9,..,9,0,9,0,9,..,63,4,68,0,66,..,0,0,0,6,8,204,61,4,72,5,273
80101101608,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,12,15,0,15,..,0,0,0,11,11,34,0,12,15,11,58
80101101609,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,7,0,7,..,16,0,16,0,16,..,138,24,161,0,161,..,0,0,0,9,10,286,138,27,164,9,454
80101101610,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,4,0,4,..,47,10,56,0,56,..,0,0,0,3,8,188,52,10,60,3,252
80101101611,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,6,0,5,0,5,..,104,12,116,0,116,..,3,0,3,3,7,277,106,12,119,3,402
80101101612,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,17,6,21,0,21,..,22,4,21,0,21,..,114,20,131,0,131,..,4,0,4,9,13,365,115,20,135,9,505
80101101613,0,0,0,0,..,8,6,10,0,10,..,0,0,0,0,0,..,0,5,9,0,9,..,23,5,30,0,30,..,156,36,193,3,192,..,5,0,5,14,20,336,162,36,196,16,548
80101101614,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,7,0,7,..,6,0,6,0,10,..,67,6,75,3,79,..,0,0,0,14,14,330,67,6,75,16,423
80101101615,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,4,19,0,19,..,84,12,95,3,99,..,0,0,0,14,13,333,88,12,98,18,440
80101101616,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,8,0,9,0,9,..,22,0,22,0,22,..,166,18,182,4,189,..,3,0,3,12,13,311,172,18,189,19,514
80101101617,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,9,0,9,0,12,..,8,0,11,0,11,..,91,13,97,4,101,..,4,0,4,11,15,304,89,13,98,17,422
80101101618,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,13,0,14,0,14,..,14,0,12,0,12,..,80,14,91,0,97,..,0,0,3,22,24,268,79,13,100,22,387
80101101619,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,8,..,5,0,5,0,5,..,58,10,66,4,74,..,0,0,0,20,19,340,64,10,67,24,434
80101101701,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,5,0,5,..,63,6,65,0,65,..,4,0,4,13,14,252,63,6,66,13,329
80101101702,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,8,6,16,0,16,..,12,0,14,0,14,..,64,13,72,0,72,..,0,0,0,24,24,450,62,13,76,24,547
80101101703,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,7,0,6,4,11,..,87,11,98,4,101,..,0,0,0,28,33,480,88,11,105,33,613
80101101704,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,4,17,0,22,..,68,11,71,0,73,..,0,0,0,8,8,255,68,11,71,8,341
80101101705,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,9,0,9,..,8,0,14,0,14,..,50,8,56,0,56,..,0,0,0,7,7,302,50,8,56,5,361
80101101706,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,10,0,11,0,11,..,52,4,56,0,56,..,5,0,5,31,32,521,54,4,60,31,609
80101101707,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,3,4,0,4,..,25,0,31,0,31,..,72,13,84,0,84,..,0,0,0,5,11,352,73,13,86,5,451
80101101708,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,4,4,0,4,..,9,4,11,0,11,..,0,0,0,20,20,144,9,4,11,20,172
80101101709,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,52,4,58,0,58,..,0,0,0,9,8,273,50,4,57,9,346
80101101802,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
80101101805,0,20,0,20,..,3,0,3,0,3,..,0,0,0,0,0,..,19,3,22,0,22,..,24,3,26,0,26,..,311,39,345,0,345,..,3,0,3,52,52,247,316,39,352,52,652
80101101806,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,11,0,11,..,18,0,23,0,23,..,140,25,165,0,167,..,0,0,5,18,22,154,138,25,166,22,339
80101101807,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,22,0,25,0,25,..,227,28,254,0,254,..,0,0,0,38,40,270,228,28,257,38,571
80101101808,0,19,0,19,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,14,0,14,..,22,0,22,0,22,..,189,11,199,5,204,..,0,0,0,18,17,155,191,11,200,19,375
80101101809,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,230,7,237,0,237,..,9,0,9,27,32,144,231,7,243,22,408
80101101810,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,20,0,20,..,14,0,14,0,14,..,166,12,175,7,182,..,0,0,0,13,13,199,161,12,177,22,391
80101101902,0,3,0,3,..,0,0,0,0,0,..,3,0,0,0,0,..,20,0,19,0,19,..,23,5,27,0,28,..,190,9,199,0,203,..,10,0,10,13,18,426,201,9,210,11,648
80101101904,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,16,0,21,..,146,21,158,3,162,..,4,0,4,4,12,286,145,21,161,9,458
80101101905,0,5,0,5,..,7,0,7,0,7,..,0,0,0,0,0,..,24,3,27,0,27,..,16,7,17,5,20,..,169,23,189,7,186,..,5,0,3,5,11,297,168,21,191,3,491
80101101906,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,53,6,66,0,66,..,0,0,6,10,20,258,55,10,67,10,336
80101101907,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,42,5,51,0,51,..,6,0,6,9,11,490,51,5,52,9,551
80101101908,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,12,..,42,0,43,0,45,..,0,0,0,10,8,420,48,0,46,10,471
80101101909,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,26,3,22,0,22,..,68,8,71,0,71,..,6,0,6,7,12,361,68,8,74,7,441
80101101910,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,5,0,5,..,51,6,53,0,53,..,5,0,5,6,9,290,57,6,55,6,348
80101101911,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,3,0,3,..,58,10,68,0,68,..,0,0,0,25,26,409,57,10,65,25,499
80101101912,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,3,0,3,..,14,0,13,0,13,..,53,5,56,0,57,..,0,0,0,13,16,298,52,5,57,13,373
80101101913,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,3,25,0,27,..,60,9,70,0,73,..,0,0,0,14,14,362,60,9,70,19,452
80101101914,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,5,0,5,..,16,0,16,0,16,..,81,5,86,0,86,..,0,0,0,12,10,162,79,5,88,12,259
80101101915,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,10,0,10,..,12,0,8,0,8,..,94,4,93,0,98,..,0,0,0,3,10,232,94,4,98,6,333
80101101916,0,6,0,6,..,3,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,27,0,28,0,28,..,81,11,90,0,97,..,0,4,4,4,7,229,81,15,93,8,330
80101101917,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,7,..,3,0,6,0,7,..,26,4,27,0,30,..,121,6,131,0,132,..,0,0,0,7,8,188,121,8,134,14,328
80101101918,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,19,3,22,0,22,..,100,6,107,0,107,..,0,0,3,0,7,170,103,9,110,0,281
80101101919,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,15,0,15,..,13,0,15,0,15,..,154,15,177,0,177,..,0,0,0,8,13,245,159,15,174,8,433
80101102001,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,19,8,23,0,26,..,60,9,70,0,71,..,0,0,0,9,9,230,60,9,70,10,307
80101102002,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,6,9,12,0,12,..,12,3,14,0,14,..,78,18,101,0,99,..,0,0,0,29,34,274,82,18,98,32,402
80101102003,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,16,0,16,..,60,4,64,0,64,..,4,0,4,9,12,192,65,4,73,9,276
80101102004,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,50,4,57,0,57,..,0,0,0,12,12,197,50,4,57,12,260
80101102005,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,25,4,32,0,32,..,27,0,31,0,31,..,239,21,266,0,265,..,7,0,7,59,63,535,243,21,267,58,860
80101102006,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,8,0,8,..,14,0,14,0,14,..,57,3,65,0,66,..,0,0,0,25,25,210,57,3,65,25,296
80101102007,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,5,0,5,..,9,0,13,0,11,..,65,4,70,0,70,..,0,0,0,19,21,221,62,4,69,18,307
80101102008,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,0,0,0,..,11,0,11,0,11,..,72,6,77,0,77,..,0,0,0,18,16,299,72,5,77,18,397
80101102101,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,9,4,11,0,11,..,12,0,15,0,15,..,125,15,144,0,144,..,3,0,3,19,27,452,132,15,149,19,622
80101102102,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,4,0,3,0,3,..,23,4,25,0,25,..,92,17,104,0,104,..,0,0,0,11,9,263,89,17,103,11,378
80101102103,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,4,3,8,0,8,..,19,4,21,0,21,..,132,19,148,0,148,..,0,0,0,17,20,376,130,19,147,17,542
80101102104,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,5,0,5,0,5,..,11,3,15,0,15,..,92,19,111,0,111,..,6,0,4,7,13,352,102,17,118,7,479
80101102105,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,26,0,26,0,26,..,21,0,26,0,26,..,194,18,210,0,212,..,0,0,0,31,27,482,197,18,212,31,722
80101102201,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,6,4,6,0,6,..,8,0,9,0,9,..,23,4,30,0,30,..,0,0,0,5,4,194,25,4,29,5,225
80101102202,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,25,5,27,0,27,..,0,0,0,0,0,265,25,5,27,0,295
80101102203,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,4,10,0,10,..,24,0,26,0,26,..,79,3,81,0,89,..,8,0,8,28,29,396,84,3,91,28,511
80101102204,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,5,3,0,3,..,22,0,23,0,27,..,108,14,124,3,129,..,4,0,5,22,22,425,110,17,126,25,580
80101102205,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,8,4,9,0,9,..,23,0,20,0,20,..,88,10,97,0,95,..,0,0,0,16,14,482,90,10,97,13,592
80101102206,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,44,6,46,0,46,..,0,0,0,3,3,292,45,6,48,3,343
80101102207,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,22,0,16,..,74,14,86,0,88,..,4,0,4,30,26,421,72,14,85,29,535
80101102208,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,35,0,34,0,40,..,0,0,0,8,8,261,35,0,34,11,305
80101102301,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,4,0,4,..,5,0,5,0,5,..,52,10,65,0,61,..,0,0,0,24,24,418,52,10,65,26,510
80101102302,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,13,0,13,..,7,8,9,0,9,..,69,10,83,0,83,..,0,0,0,9,9,159,69,10,83,9,249
80101102303,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,4,3,0,3,..,32,6,35,0,34,..,146,17,158,0,162,..,3,0,3,10,10,302,149,17,160,10,478
80101102304,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,7,0,10,0,10,..,25,3,29,0,29,..,114,17,128,0,133,..,0,0,0,54,53,344,115,17,135,50,527
80101102305,0,0,0,0,..,0,0,7,0,7,..,0,0,0,0,0,..,4,0,4,0,4,..,13,5,22,0,22,..,69,16,86,0,85,..,0,0,0,8,15,241,68,16,90,14,339
80101102306,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,17,3,22,0,22,..,20,3,26,0,27,..,107,18,127,0,128,..,0,0,0,12,13,246,109,18,125,18,391
80101102307,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,3,9,0,11,..,55,24,76,5,86,..,0,3,4,47,49,423,54,25,81,57,559
80101102401,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,37,7,41,0,48,..,0,0,3,5,6,205,37,11,45,5,253
80101102402,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,0,0,0,..,22,0,25,0,27,..,85,12,97,3,98,..,0,0,0,19,17,424,86,12,98,19,547
80101102403,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,14,..,77,17,89,0,92,..,4,0,4,16,20,294,80,17,95,17,403
80101102404,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,47,6,53,0,53,..,0,0,0,4,9,231,50,6,58,4,292
80101102405,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,9,11,0,11,..,12,0,10,0,10,..,71,11,84,0,86,..,0,0,0,3,3,210,71,11,84,8,305
80101102406,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,6,0,6,0,6,..,14,4,16,0,16,..,78,10,86,0,90,..,8,0,8,19,30,331,87,12,98,24,455
80101102407,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,10,0,12,..,80,13,93,0,93,..,0,0,0,24,20,176,80,13,94,23,296
80101102408,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,20,5,20,0,20,..,28,3,30,0,30,..,126,21,148,0,149,..,5,0,5,22,22,353,128,21,150,19,523
80101102501,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,5,9,0,9,..,26,8,28,0,28,..,0,0,0,17,21,279,25,8,29,17,332
80101102502,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,5,0,5,..,24,4,28,0,28,..,0,0,0,11,14,360,26,4,29,11,398
80101102503,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,15,0,15,0,15,..,63,11,76,0,72,..,0,0,0,10,10,426,63,11,76,9,513
80101102504,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,14,0,15,0,15,..,56,3,58,0,58,..,0,0,0,20,26,443,54,7,58,20,526
80101102505,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,26,0,33,0,33,..,0,0,0,8,8,250,26,0,33,6,293
80101102506,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,4,17,0,17,..,56,5,61,0,61,..,0,0,0,19,19,447,57,5,68,19,525
80101102601,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,30,0,30,0,28,..,0,0,0,14,24,302,31,0,31,18,352
80101102602,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,7,0,7,..,21,0,23,0,23,..,0,0,0,4,4,182,21,0,23,0,211
80101102603,0,0,0,0,..,7,0,7,0,7,..,5,0,5,0,5,..,4,0,4,0,4,..,3,0,3,0,3,..,65,5,70,0,70,..,0,0,0,5,3,325,66,8,71,5,398
