SA1_CODE_2021,M_0_cond_0_14,M_0_cond_15_24,M_0_cond_25_34,M_0_cond_35_44,M_0_cond_45_54,M_0_cond_55_64,M_0_cond_65_74,M_0_cond_75_84,M_0_cond_85_over,M_0_cond_Tot,M_1_cond_0_14,M_1_cond_15_24,M_1_cond_25_34,M_1_cond_35_44,M_1_cond_45_54,M_1_cond_55_64,M_1_cond_65_74,M_1_cond_75_84,M_1_cond_85_over,M_1_cond_Tot,M_2_cond_0_14,M_2_cond_15_24,M_2_cond_25_34,M_2_cond_35_44,M_2_cond_45_54,M_2_cond_55_64,M_2_cond_65_74,M_2_cond_75_84,M_2_cond_85_over,M_2_cond_Tot,M_3_or_mo_cond_0_14,M_3_or_mo_cond_15_24,M_3_or_mo_cond_25_34,M_3_or_mo_cond_35_44,M_3_or_mo_cond_45_54,M_3_or_mo_cond_55_64,M_3_or_mo_cond_65_74,M_3_or_mo_cond_75_84,M_3_or_mo_cond_85_over,M_3_or_mo_cond_Tot,M_1m_cond_Tot_0_14,M_1m_cond_Tot_15_24,M_1m_cond_Tot_25_34,M_1m_cond_Tot_35_44,M_1m_cond_Tot_45_54,M_1m_cond_Tot_55_64,M_1m_cond_Tot_65_74,M_1m_cond_Tot_75_84,M_1m_cond_Tot_85_over,M_1m_cond_Tot_Tot,M_cond_NS_0_14,M_cond_NS_15_24,M_cond_NS_25_34,M_cond_NS_35_44,M_cond_NS_45_54,M_cond_NS_55_64,M_cond_NS_65_74,M_cond_NS_75_84,M_cond_NS_85_over,M_cond_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_0_cond_0_14,F_0_cond_15_24,F_0_cond_25_34,F_0_cond_35_44,F_0_cond_45_54,F_0_cond_55_64,F_0_cond_65_74,F_0_cond_75_84,F_0_cond_85_over,F_0_cond_Tot,F_1_cond_0_14,F_1_cond_15_24,F_1_cond_25_34,F_1_cond_35_44,F_1_cond_45_54,F_1_cond_55_64,F_1_cond_65_74,F_1_cond_75_84,F_1_cond_85_over,F_1_cond_Tot,F_2_cond_0_14,F_2_cond_15_24,F_2_cond_25_34,F_2_cond_35_44,F_2_cond_45_54,F_2_cond_55_64,F_2_cond_65_74,F_2_cond_75_84,F_2_cond_85_over,F_2_cond_Tot,F_3_or_mo_cond_0_14,F_3_or_mo_cond_15_24,F_3_or_mo_cond_25_34,F_3_or_mo_cond_35_44,F_3_or_mo_cond_45_54,F_3_or_mo_cond_55_64,F_3_or_mo_cond_65_74,F_3_or_mo_cond_75_84,F_3_or_mo_cond_85_over,F_3_or_mo_cond_Tot,F_1m_cond_Tot_0_14,F_1m_cond_Tot_15_24,F_1m_cond_Tot_25_34,F_1m_cond_Tot_35_44,F_1m_cond_Tot_45_54,F_1m_cond_Tot_55_64,F_1m_cond_Tot_65_74,F_1m_cond_Tot_75_84,F_1m_cond_Tot_85_over,F_1m_cond_Tot_Tot,F_cond_NS_0_14,F_cond_NS_15_24,F_cond_NS_25_34,F_cond_NS_35_44,F_cond_NS_45_54,F_cond_NS_55_64,F_cond_NS_65_74,F_cond_NS_75_84,F_cond_NS_85_over,F_cond_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_0_cond_0_14,P_0_cond_15_24,P_0_cond_25_34,P_0_cond_35_44,P_0_cond_45_54,P_0_cond_55_64,P_0_cond_65_74,P_0_cond_75_84,P_0_cond_85_over,P_0_cond_Tot,P_1_cond_0_14,P_1_cond_15_24,P_1_cond_25_34,P_1_cond_35_44,P_1_cond_45_54,P_1_cond_55_64,P_1_cond_65_74,P_1_cond_75_84,P_1_cond_85_over,P_1_cond_Tot,P_2_cond_0_14,P_2_cond_15_24,P_2_cond_25_34,P_2_cond_35_44,P_2_cond_45_54,P_2_cond_55_64,P_2_cond_65_74,P_2_cond_75_84,P_2_cond_85_over,P_2_cond_Tot,P_3_or_mo_cond_0_14,P_3_or_mo_cond_15_24,P_3_or_mo_cond_25_34,P_3_or_mo_cond_35_44,P_3_or_mo_cond_45_54,P_3_or_mo_cond_55_64,P_3_or_mo_cond_65_74,P_3_or_mo_cond_75_84,P_3_or_mo_cond_85_over,P_3_or_mo_cond_Tot,P_1m_cond_Tot_0_14,P_1m_cond_Tot_15_24,P_1m_cond_Tot_25_34,P_1m_cond_Tot_35_44,P_1m_cond_Tot_45_54,P_1m_cond_Tot_55_64,P_1m_cond_Tot_65_74,P_1m_cond_Tot_75_84,P_1m_cond_Tot_85_over,P_1m_cond_Tot_Tot,P_cond_NS_0_14,P_cond_NS_15_24,P_cond_NS_25_34,P_cond_NS_35_44,P_cond_NS_45_54,P_cond_NS_55_64,P_cond_NS_65_74,P_cond_NS_75_84,P_cond_NS_85_over,P_cond_NS_Tot
80104103709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104103710,69,7,33,52,21,6,0,0,0,194,4,4,4,11,3,3,5,0,0,37,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,4,4,3,14,3,5,5,0,0,42,0,0,3,6,0,0,0,0,0,5,75,15,41,69,24,12,5,3,0,244,51,16,24,55,17,0,0,0,0,171,0,0,4,13,0,5,5,4,0,36,0,0,0,0,0,3,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,7,7,4,0,46,0,0,0,4,4,0,0,0,0,12,59,17,34,70,28,10,6,5,0,226,122,25,62,105,38,5,3,5,0,366,8,4,12,21,5,9,9,4,0,67,0,0,4,0,0,3,4,0,0,15,0,0,0,0,0,0,0,0,0,0,8,6,11,28,10,15,10,6,0,90,0,0,8,7,4,0,0,0,0,18
80104103711,85,28,49,69,36,9,10,0,0,280,4,0,3,10,3,0,0,0,0,33,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,3,12,6,0,3,3,0,37,4,4,5,0,0,0,0,0,0,11,89,30,58,78,38,14,14,0,0,328,73,22,48,59,24,11,11,0,0,257,4,0,17,11,3,3,3,3,0,48,0,0,3,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,7,4,0,19,18,9,7,5,7,0,61,0,3,3,5,0,0,0,0,0,16,82,32,70,85,31,16,17,7,0,330,151,55,97,129,51,25,12,0,0,529,7,5,17,15,12,5,8,3,0,75,0,0,3,7,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,7,7,5,24,26,18,8,13,10,0,106,3,6,8,4,0,0,0,0,0,26
80104103712,30,10,3,13,12,4,3,10,4,83,0,0,0,6,0,0,4,6,5,27,0,0,0,0,0,0,0,7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,8,6,35,0,0,0,0,0,0,0,0,0,0,31,12,4,17,10,6,5,17,12,125,17,4,8,14,7,3,12,10,5,67,0,0,0,6,0,0,4,22,7,38,0,0,0,0,0,0,4,18,0,17,0,0,0,0,0,0,5,7,0,11,0,0,0,6,0,0,7,39,10,67,0,0,0,0,0,0,0,3,0,6,18,4,4,21,7,0,21,50,13,142,43,17,6,26,16,6,11,15,3,151,3,0,3,10,4,0,5,26,11,63,0,0,0,0,0,0,3,18,3,23,0,0,0,0,0,0,5,5,4,15,3,0,3,10,4,7,18,52,17,109,0,0,0,0,0,0,0,3,0,7
80104103713,39,15,10,31,17,4,3,4,0,121,3,0,0,6,4,6,4,0,0,28,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,6,4,6,3,0,0,33,7,0,0,4,0,0,0,0,0,12,49,16,10,37,26,15,9,4,0,165,37,12,24,23,17,8,10,0,0,124,4,4,7,3,5,4,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,3,7,5,5,4,4,0,0,33,3,0,0,4,5,0,0,0,0,10,43,16,22,30,24,9,9,0,0,161,78,23,30,51,33,6,12,4,0,247,5,3,7,7,12,12,4,0,0,52,0,0,0,0,0,0,9,0,0,12,0,0,0,0,0,0,0,0,0,3,5,6,7,9,12,10,12,3,0,62,10,0,0,6,5,0,0,0,0,23
80104103714,59,28,9,46,31,6,3,0,0,193,6,3,0,7,6,6,4,0,0,32,0,0,0,0,0,0,5,3,0,9,0,0,0,0,0,0,0,0,0,0,6,3,0,7,4,6,5,0,0,38,5,4,4,0,0,0,0,0,0,15,70,32,16,53,34,14,20,0,0,247,58,18,15,51,26,10,4,0,0,184,5,4,4,9,3,4,5,0,0,39,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,4,5,4,3,13,7,5,7,3,0,53,0,0,5,0,0,0,0,0,0,6,63,24,28,61,30,16,15,5,0,238,112,46,33,97,57,23,18,0,0,376,14,8,5,18,9,7,7,3,0,72,0,0,0,0,6,3,9,5,0,17,0,0,0,0,0,0,0,0,0,4,14,8,10,14,8,12,14,7,0,94,8,4,7,0,0,0,0,0,0,21
80104103804,44,31,17,29,26,10,8,0,0,156,4,0,5,5,16,9,0,0,0,44,0,0,0,0,0,5,0,0,0,7,0,0,0,0,6,0,0,0,0,8,4,0,6,5,21,8,3,0,0,51,3,0,0,0,0,4,0,0,0,8,55,31,24,35,47,22,8,0,0,221,55,31,14,34,29,7,5,0,0,178,5,3,0,10,16,9,0,0,0,44,0,0,5,3,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,5,3,6,16,18,9,5,0,0,58,0,3,0,0,0,5,0,0,0,4,65,35,18,48,49,15,8,0,0,243,102,62,29,57,60,17,7,0,0,337,10,9,8,17,29,12,5,0,0,86,0,0,4,3,3,5,3,0,0,22,0,0,0,0,6,0,6,0,0,4,10,9,9,18,35,12,9,4,0,112,3,3,3,3,0,6,0,0,0,16
80104103805,51,14,11,31,22,9,3,0,0,148,6,0,3,6,3,3,0,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,3,8,3,6,3,0,0,37,4,0,0,0,0,0,0,0,0,8,66,16,14,42,32,16,9,0,0,192,38,9,11,25,13,13,0,0,0,121,4,0,4,16,4,7,0,0,0,40,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,4,6,10,16,9,10,0,0,0,54,0,0,0,0,0,0,0,0,0,8,40,14,20,43,22,21,4,3,0,179,88,22,27,63,40,20,5,6,0,264,12,9,11,25,9,12,0,0,0,69,0,0,0,4,4,4,0,0,0,14,0,0,0,0,0,4,0,0,0,0,14,11,8,24,14,16,9,0,0,90,7,0,0,0,0,4,0,0,0,13
80104103806,43,22,4,17,25,4,5,0,0,123,3,4,0,6,7,4,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,6,7,5,3,0,0,24,0,3,0,0,0,0,0,0,0,4,43,26,9,19,35,9,6,0,0,156,28,14,9,11,24,9,0,3,0,97,8,4,0,4,10,5,0,0,0,28,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,8,0,5,15,6,6,0,0,39,0,0,0,0,0,0,0,0,0,0,36,20,10,22,34,14,3,3,0,142,74,40,13,31,53,10,3,7,0,221,9,6,3,8,15,6,8,0,0,53,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,11,3,10,19,12,5,0,0,64,0,4,0,0,0,0,0,0,0,3
80104103807,33,10,9,22,19,0,0,0,0,100,3,3,0,3,16,4,7,0,0,40,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,6,3,16,10,9,0,0,49,0,0,0,0,0,0,0,0,0,9,43,16,11,27,33,6,10,0,0,157,32,20,13,23,32,4,0,0,0,120,11,3,0,4,3,0,8,0,0,24,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,3,11,3,3,3,3,3,9,0,0,38,5,0,0,0,0,0,0,0,0,7,46,19,17,31,38,12,10,0,0,165,63,25,24,40,46,10,3,0,0,219,13,9,3,7,18,3,10,0,0,65,0,0,3,0,0,0,4,0,0,15,0,0,0,0,0,4,5,0,0,3,13,6,6,7,24,8,16,4,0,85,3,0,0,0,0,0,0,0,0,20
80104103808,33,20,16,23,20,6,4,5,0,130,5,3,0,9,8,6,0,0,0,33,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,9,9,8,3,0,0,36,7,3,3,4,3,6,0,0,0,27,49,26,26,31,28,16,10,5,0,190,27,21,20,32,20,9,3,0,0,131,10,10,4,11,3,4,0,0,0,40,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,4,10,6,8,11,7,5,7,5,3,51,6,3,4,3,0,0,6,0,0,18,42,29,28,40,32,13,12,5,3,200,63,34,40,48,41,19,7,5,0,262,12,9,3,19,15,10,5,0,0,67,0,0,0,0,0,4,3,0,0,16,0,0,0,0,0,0,0,0,4,5,13,12,9,19,14,12,11,5,0,91,15,9,9,3,7,6,0,0,0,42
80104103809,47,19,8,19,25,7,0,0,0,123,5,3,0,0,6,0,0,0,0,16,6,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,7,3,0,4,7,0,0,0,0,28,0,9,0,7,3,0,0,0,0,16,54,29,8,31,39,7,0,0,0,165,43,25,7,25,22,3,0,0,0,114,4,9,0,9,0,0,3,0,0,28,4,4,0,3,3,0,0,0,0,9,0,0,0,0,0,4,0,0,0,4,3,6,0,11,6,4,3,0,0,39,0,4,0,6,4,0,0,0,0,14,46,32,9,39,34,4,3,0,0,167,80,47,12,44,47,7,0,0,0,242,6,13,0,11,5,0,3,0,0,42,3,4,0,7,6,0,0,0,0,18,0,0,0,0,5,4,0,0,0,9,13,11,0,15,16,4,6,0,0,63,0,8,0,5,9,0,0,0,0,25
80104103810,45,14,7,30,20,6,7,0,0,129,8,0,0,5,0,5,0,4,0,31,0,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,3,0,0,3,8,3,0,5,4,6,3,3,0,34,3,0,0,0,0,0,0,0,0,3,54,17,8,37,31,13,11,3,0,175,46,13,7,37,12,8,0,0,0,122,0,0,0,7,9,5,4,0,0,29,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9,4,7,4,0,38,0,0,0,4,0,0,3,0,0,3,45,17,11,52,19,13,6,4,0,166,89,29,13,65,32,14,5,0,0,249,7,7,5,15,14,11,5,3,0,54,0,0,0,0,3,4,0,0,0,18,0,0,0,0,0,0,3,0,0,3,7,3,4,12,15,13,8,3,0,73,3,0,0,0,0,0,3,0,0,11
80104103811,33,9,8,23,16,6,0,0,0,91,5,0,4,4,3,0,5,0,0,22,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,6,10,3,0,5,0,0,28,0,0,0,0,0,0,0,0,0,3,37,14,12,31,20,7,3,0,0,124,39,10,11,26,16,3,3,0,0,112,3,0,0,6,4,0,0,0,0,21,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,7,7,6,3,0,0,0,31,0,0,0,0,0,0,0,0,0,3,47,12,11,38,21,7,7,0,0,145,75,22,16,47,31,13,9,0,0,207,7,5,4,12,10,5,5,0,0,44,0,5,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7,4,8,18,12,6,5,6,0,60,0,0,0,0,0,0,6,0,0,4
80104103812,55,35,30,43,26,4,0,0,0,200,5,0,10,4,8,7,0,0,0,26,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,5,0,10,7,11,5,0,0,0,35,0,0,6,0,0,4,0,0,0,15,61,36,43,53,34,9,7,0,0,250,62,24,39,51,17,8,0,3,0,205,11,4,8,4,6,3,3,0,0,44,0,0,4,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,4,11,4,11,11,6,4,0,55,3,3,8,0,0,0,0,0,0,16,78,33,50,60,32,14,8,6,0,273,117,56,67,99,46,11,5,3,0,402,16,9,10,10,14,9,4,0,0,66,0,0,4,3,9,0,0,0,0,17,0,0,0,0,0,0,0,4,0,3,16,6,14,12,24,12,6,4,0,91,4,3,8,3,5,4,0,0,0,29
80104103813,55,18,12,27,23,5,0,0,0,145,4,3,5,7,8,6,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,7,8,5,3,0,0,40,0,4,5,5,0,0,0,0,0,9,56,26,25,37,33,12,3,0,0,192,50,14,16,36,18,8,4,0,0,150,3,3,3,9,7,4,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,7,5,3,0,0,25,0,0,0,0,5,0,0,0,0,4,54,20,18,51,25,10,8,4,0,185,102,35,30,63,38,13,4,3,0,294,7,4,5,16,12,10,5,0,0,64,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,8,5,18,12,10,5,0,0,70,0,3,5,0,5,0,0,0,0,22
80104103814,39,17,15,25,29,3,0,0,0,131,0,4,0,9,4,4,6,0,0,22,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,5,5,9,0,5,4,3,0,32,4,0,0,0,5,0,0,0,0,8,44,18,21,37,34,9,3,3,0,173,29,16,15,31,16,8,0,4,0,114,0,3,9,11,3,8,0,0,0,33,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,7,11,3,8,0,0,0,34,3,0,3,0,0,5,0,0,0,11,31,21,22,36,21,19,4,4,0,167,67,33,34,56,48,15,0,4,0,244,4,4,9,16,10,7,8,0,0,53,0,0,4,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,4,4,11,13,16,9,12,6,4,0,72,9,8,3,4,6,5,0,0,0,24
80104103815,47,15,15,29,23,9,13,0,0,145,3,0,0,4,10,10,0,3,0,34,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,4,13,12,0,3,0,41,0,5,0,0,0,0,0,0,0,9,48,16,19,35,35,28,14,9,0,202,41,14,22,29,22,13,10,0,0,147,6,5,3,8,12,3,0,0,0,38,0,0,0,3,0,0,4,0,0,8,0,0,0,0,0,5,0,0,0,6,6,5,3,12,10,5,9,0,0,50,10,0,0,0,5,0,0,0,0,15,49,20,23,45,35,20,16,0,0,214,87,26,36,57,43,25,17,0,0,295,5,4,0,19,17,13,4,3,3,69,0,0,0,3,3,0,3,6,0,15,0,0,0,0,0,3,0,0,0,9,5,4,0,19,20,17,10,5,3,90,6,7,0,0,3,0,0,0,0,26
80104103907,20,9,16,17,15,8,4,0,0,86,6,4,0,0,3,0,0,0,0,20,0,0,0,0,3,0,5,3,0,8,0,0,0,0,0,0,0,0,0,0,6,7,0,0,5,0,6,4,0,30,5,0,3,4,0,0,0,0,0,10,28,19,25,23,21,8,8,4,0,122,30,13,17,12,17,5,5,0,0,91,3,6,0,0,3,0,4,5,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,5,4,0,3,3,9,5,0,25,0,0,0,0,0,0,0,0,0,8,29,15,21,24,19,11,8,5,0,122,51,23,33,34,30,12,7,0,0,185,4,8,4,3,9,0,3,5,0,35,0,0,0,0,3,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,4,11,5,5,11,3,13,4,0,53,5,0,6,4,0,0,0,0,0,13
80104103908,25,11,32,21,8,0,0,0,0,104,0,4,4,0,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,6,4,0,4,0,0,15,4,6,3,0,0,0,0,0,0,16,24,22,39,33,13,0,4,0,0,136,21,8,34,24,7,5,0,0,0,95,0,0,3,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,0,3,0,0,0,17,5,0,0,0,0,0,0,0,0,4,26,6,35,29,4,7,4,0,0,117,45,20,64,47,12,5,5,0,0,198,0,4,8,8,5,3,0,0,0,27,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,4,7,16,3,3,3,0,0,39,9,6,8,5,0,0,0,0,0,24
80104103910,34,34,108,50,22,8,5,0,0,263,0,12,17,7,4,0,0,0,0,40,0,0,4,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,17,7,5,3,0,0,0,47,3,4,11,5,3,0,0,0,0,26,43,50,133,60,30,11,3,0,0,339,40,40,97,35,12,7,3,0,0,238,0,7,16,13,4,3,3,0,0,44,0,0,6,0,0,6,0,0,0,12,0,0,0,0,4,0,0,0,0,4,0,5,19,10,5,6,0,0,0,61,0,0,8,0,0,0,0,0,0,17,44,52,129,52,21,17,10,0,0,322,78,75,207,85,36,14,7,0,0,503,4,15,25,15,8,7,3,0,0,86,0,0,9,3,3,7,0,0,0,15,0,0,0,0,4,0,0,0,0,3,4,21,31,20,15,13,0,0,0,104,7,9,18,5,3,0,3,0,0,47
80104103911,4,11,40,10,3,0,0,0,0,68,0,4,5,6,6,0,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,6,0,4,0,0,19,0,4,0,0,0,0,0,0,0,5,9,15,45,12,7,0,6,0,0,92,10,12,30,5,7,0,3,0,0,68,3,6,6,5,0,0,0,0,0,22,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,6,13,4,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,13,19,38,12,7,4,3,0,0,89,18,22,66,13,11,3,0,0,0,137,0,10,15,4,6,0,4,0,0,39,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,17,7,6,0,4,0,0,42,0,4,0,0,0,0,0,0,0,5
80104103912,32,31,21,22,25,3,0,0,0,143,6,6,9,3,10,0,3,0,0,33,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,8,6,9,3,7,7,3,0,0,42,0,0,0,0,3,0,0,0,0,3,38,38,28,29,35,18,5,0,0,196,26,25,21,20,22,7,4,0,0,127,0,3,3,10,7,6,4,0,0,30,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,10,8,8,4,0,0,38,0,0,0,0,0,0,0,0,0,0,33,31,21,26,35,9,8,0,0,164,64,50,37,46,49,13,11,0,0,268,9,20,7,11,15,4,8,0,0,67,0,0,0,0,5,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,6,20,9,11,22,12,4,3,0,81,0,0,0,0,4,0,0,0,0,8
80104103913,8,9,36,16,6,0,0,0,0,76,0,0,3,9,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,8,12,11,47,25,6,7,0,0,0,101,11,6,32,8,9,0,0,0,0,70,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,11,14,38,15,9,5,0,0,0,87,19,15,69,23,13,0,0,0,0,149,0,3,10,10,0,3,0,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,13,8,0,3,0,0,0,26,0,6,4,3,0,0,0,0,0,9
80104103914,47,27,18,42,30,14,6,0,0,180,4,6,3,3,3,4,6,0,0,31,0,0,0,0,4,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,6,5,6,5,6,6,0,0,42,0,0,0,3,0,0,0,0,0,8,51,32,18,56,37,21,11,5,0,225,61,18,22,36,23,6,6,0,0,174,4,10,3,14,6,6,4,0,0,52,0,0,0,5,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,13,3,17,12,11,4,0,0,66,4,0,0,0,0,0,0,0,0,7,67,31,24,53,29,18,15,3,0,244,105,41,35,81,51,15,12,6,0,353,4,19,5,17,10,14,12,5,0,86,0,0,0,3,4,5,0,0,0,19,0,0,0,0,3,0,0,0,0,4,8,22,8,22,15,14,11,5,0,102,6,0,0,5,3,0,0,0,0,16
80104103915,38,17,16,38,19,5,9,0,0,139,4,6,0,3,3,3,5,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,4,6,0,4,9,8,7,0,3,31,0,0,0,0,0,0,0,0,0,3,46,18,12,40,21,13,12,3,3,167,37,11,24,30,13,10,0,0,0,122,0,4,0,3,5,3,6,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,4,4,0,0,31,0,0,3,0,0,0,0,0,0,3,36,14,24,33,19,11,8,0,0,158,76,28,34,67,29,15,8,4,0,259,9,7,0,6,9,8,9,0,0,43,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,5,0,7,9,7,5,5,13,10,7,0,3,60,0,0,3,0,0,0,0,0,0,10
80104103916,34,19,83,36,14,8,5,0,0,205,0,0,8,4,6,0,0,0,0,18,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,0,0,0,0,24,0,6,7,0,5,0,0,0,0,17,36,26,95,43,23,15,4,0,0,243,31,23,88,26,11,7,0,0,0,191,0,13,5,3,0,0,3,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,5,3,0,0,3,0,0,31,5,0,3,0,0,0,0,0,0,11,37,36,101,35,16,12,3,0,0,237,65,43,172,65,24,14,5,0,0,402,0,12,12,7,6,0,3,0,0,39,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,11,12,6,0,3,3,0,0,47,6,8,12,5,3,0,0,0,0,31
80104103917,10,13,31,13,9,0,0,0,0,75,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,6,13,13,34,15,7,6,0,0,0,93,19,6,34,13,0,0,0,0,0,82,0,4,4,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,3,0,0,0,0,22,3,0,0,0,0,0,0,0,0,5,20,14,38,19,7,3,3,0,0,108,29,18,68,29,10,4,0,0,0,156,0,4,7,7,0,0,0,0,0,21,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,9,10,12,4,6,0,0,0,34,3,8,0,0,0,0,0,0,0,8
