SA1_CODE_2021,Age_yr_0_M,Age_yr_0_F,Age_yr_0_P,Age_yr_1_M,Age_yr_1_F,Age_yr_1_P,Age_yr_2_M,Age_yr_2_F,Age_yr_2_P,Age_yr_3_M,Age_yr_3_F,Age_yr_3_P,Age_yr_4_M,Age_yr_4_F,Age_yr_4_P,Age_yr_0_4_M,Age_yr_0_4_F,Age_yr_0_4_P,Age_yr_5_M,Age_yr_5_F,Age_yr_5_P,Age_yr_6_M,Age_yr_6_F,Age_yr_6_P,Age_yr_7_M,Age_yr_7_F,Age_yr_7_P,Age_yr_8_M,Age_yr_8_F,Age_yr_8_P,Age_yr_9_M,Age_yr_9_F,Age_yr_9_P,Age_yr_5_9_M,Age_yr_5_9_F,Age_yr_5_9_P,Age_yr_10_M,Age_yr_10_F,Age_yr_10_P,Age_yr_11_M,Age_yr_11_F,Age_yr_11_P,Age_yr_12_M,Age_yr_12_F,Age_yr_12_P,Age_yr_13_M,Age_yr_13_F,Age_yr_13_P,Age_yr_14_M,Age_yr_14_F,Age_yr_14_P,Age_yr_10_14_M,Age_yr_10_14_F,Age_yr_10_14_P,Age_yr_15_M,Age_yr_15_F,Age_yr_15_P,Age_yr_16_M,Age_yr_16_F,Age_yr_16_P,Age_yr_17_M,Age_yr_17_F,Age_yr_17_P,Age_yr_18_M,Age_yr_18_F,Age_yr_18_P,Age_yr_19_M,Age_yr_19_F,Age_yr_19_P,Age_yr_15_19_M,Age_yr_15_19_F,Age_yr_15_19_P,Age_yr_20_M,Age_yr_20_F,Age_yr_20_P,Age_yr_21_M,Age_yr_21_F,Age_yr_21_P,Age_yr_22_M,Age_yr_22_F,Age_yr_22_P,Age_yr_23_M,Age_yr_23_F,Age_yr_23_P,Age_yr_24_M,Age_yr_24_F,Age_yr_24_P,Age_yr_20_24_M,Age_yr_20_24_F,Age_yr_20_24_P,Age_yr_25_M,Age_yr_25_F,Age_yr_25_P,Age_yr_26_M,Age_yr_26_F,Age_yr_26_P,Age_yr_27_M,Age_yr_27_F,Age_yr_27_P,Age_yr_28_M,Age_yr_28_F,Age_yr_28_P,Age_yr_29_M,Age_yr_29_F,Age_yr_29_P,Age_yr_25_29_M,Age_yr_25_29_F,Age_yr_25_29_P,Age_yr_30_M,Age_yr_30_F,Age_yr_30_P,Age_yr_31_M,Age_yr_31_F,Age_yr_31_P,Age_yr_32_M,Age_yr_32_F,Age_yr_32_P,Age_yr_33_M,Age_yr_33_F,Age_yr_33_P,Age_yr_34_M,Age_yr_34_F,Age_yr_34_P,Age_yr_30_34_M,Age_yr_30_34_F,Age_yr_30_34_P,Age_yr_35_M,Age_yr_35_F,Age_yr_35_P,Age_yr_36_M,Age_yr_36_F,Age_yr_36_P,Age_yr_37_M,Age_yr_37_F,Age_yr_37_P,Age_yr_38_M,Age_yr_38_F,Age_yr_38_P,Age_yr_39_M,Age_yr_39_F,Age_yr_39_P,Age_yr_35_39_M,Age_yr_35_39_F,Age_yr_35_39_P,Age_yr_40_M,Age_yr_40_F,Age_yr_40_P,Age_yr_41_M,Age_yr_41_F,Age_yr_41_P,Age_yr_42_M,Age_yr_42_F,Age_yr_42_P,Age_yr_43_M,Age_yr_43_F,Age_yr_43_P,Age_yr_44_M,Age_yr_44_F,Age_yr_44_P,Age_yr_40_44_M,Age_yr_40_44_F,Age_yr_40_44_P,Age_yr_45_M,Age_yr_45_F,Age_yr_45_P,Age_yr_46_M,Age_yr_46_F,Age_yr_46_P,Age_yr_47_M,Age_yr_47_F,Age_yr_47_P,Age_yr_48_M,Age_yr_48_F,Age_yr_48_P,Age_yr_49_M,Age_yr_49_F,Age_yr_49_P,Age_yr_45_49_M,Age_yr_45_49_F,Age_yr_45_49_P,Age_yr_50_M,Age_yr_50_F,Age_yr_50_P,Age_yr_51_M,Age_yr_51_F,Age_yr_51_P,Age_yr_52_M,Age_yr_52_F,Age_yr_52_P,Age_yr_53_M,Age_yr_53_F,Age_yr_53_P,Age_yr_54_M,Age_yr_54_F,Age_yr_54_P,Age_yr_50_54_M,Age_yr_50_54_F,Age_yr_50_54_P,Age_yr_55_M,Age_yr_55_F
80101100101,0,3,3,0,3,3,0,0,4,0,0,0,0,5,4,4,12,14,4,0,4,0,3,9,4,0,0,0,5,5,3,0,3,8,9,21,0,0,5,0,4,7,4,0,0,0,0,0,0,8,7,9,7,17,0,0,6,0,0,0,0,0,0,0,0,0,0,5,3,8,4,10,0,0,5,0,0,0,5,0,3,0,0,4,0,0,0,9,5,12,0,0,4,3,0,3,0,0,0,0,0,4,0,0,0,5,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,0,3,0,0,6,0,8,9,0,5,4,3,3,6,10,14,21,0,0,3,0,0,0,0,0,3,0,5,6,0,0,3,3,5,13,0,4,6,0,0,0,0,0,3,0,0,7,3,4,3,12,7,26,5,4,7,0,0,7,0,0,0,0,0,0,0,0,0,6,6,12,0,3
80101100102,3,0,3,0,3,4,0,3,8,0,0,0,7,3,13,14,13,21,3,0,9,3,4,3,7,0,7,7,4,11,6,0,5,18,12,27,5,4,8,3,0,5,0,7,4,5,3,5,4,0,4,14,14,25,3,4,6,0,3,3,0,4,8,6,0,6,3,3,11,11,14,30,9,5,8,0,5,5,9,0,8,6,0,6,0,3,4,18,11,34,0,0,0,0,0,0,4,0,4,0,0,0,4,0,7,6,0,12,0,0,7,4,0,4,0,0,9,7,4,5,0,4,5,10,13,24,0,0,0,6,0,4,0,0,4,0,0,5,0,3,3,11,9,15,5,3,5,0,0,3,0,6,6,5,5,9,0,6,3,12,18,25,5,3,7,0,3,5,5,0,5,5,4,3,0,0,6,15,6,25,5,0,7,3,9,6,5,6,8,3,3,7,0,0,3,16,18,36,0,0
80101100103,3,3,8,0,0,6,0,3,6,6,5,7,0,4,7,12,20,27,0,3,4,4,4,6,0,5,3,0,3,6,3,4,8,14,15,27,4,5,10,0,3,7,3,5,12,4,4,12,6,0,6,24,13,39,0,5,5,0,0,5,0,5,5,0,0,0,0,0,0,0,9,16,4,0,3,4,5,5,0,6,5,4,4,3,4,6,6,11,18,34,7,3,8,3,5,5,7,8,14,0,0,7,3,3,4,16,25,38,3,0,3,3,3,9,3,7,6,0,3,3,3,0,5,15,13,23,0,5,4,3,6,6,4,3,8,0,0,7,3,8,10,16,18,40,4,0,8,3,0,3,4,6,8,3,0,5,4,0,7,19,17,34,3,3,6,0,0,5,0,8,8,0,0,3,0,0,4,11,8,22,0,3,5,4,3,7,0,3,8,0,3,3,0,3,0,11,22,27,9,6
80101100104,0,0,3,7,3,7,3,0,5,5,0,5,0,7,6,16,9,24,6,0,0,0,0,0,5,4,10,6,3,4,0,0,0,7,6,19,6,0,9,0,0,4,6,6,9,4,0,6,0,3,10,24,12,32,0,4,4,4,0,9,3,6,12,0,0,4,0,3,5,15,19,34,0,0,3,3,0,4,0,0,3,7,0,8,7,3,8,16,11,25,7,0,7,5,6,7,4,5,9,0,0,5,0,3,9,17,11,32,7,6,8,0,7,5,5,0,4,5,0,5,0,0,0,9,14,21,0,4,5,0,3,3,0,6,8,3,3,6,3,6,5,7,18,26,0,5,9,0,5,7,3,9,5,3,4,10,9,6,11,17,25,38,5,0,5,3,5,3,6,0,7,0,3,4,0,8,5,15,15,28,3,4,8,4,0,6,0,3,3,6,3,9,0,0,0,11,15,31,0,6
80101100105,0,0,0,4,3,7,0,0,5,0,3,5,3,0,9,9,13,23,6,0,3,3,3,10,4,4,3,3,0,10,4,5,12,19,14,39,6,4,9,6,8,18,8,7,12,5,9,6,7,3,12,28,29,58,7,5,10,3,4,3,3,7,12,0,3,3,0,4,4,14,22,35,4,5,10,4,4,11,6,0,8,0,3,8,0,0,0,21,11,36,3,5,9,9,0,6,0,0,4,6,3,13,0,0,0,20,17,32,0,0,3,0,0,0,0,0,3,0,0,0,3,4,8,8,5,17,0,0,0,0,4,4,0,3,3,5,0,8,6,4,6,10,12,24,6,8,13,4,0,8,5,3,7,3,4,9,9,10,14,20,29,47,7,4,7,0,6,7,3,8,7,0,3,3,7,4,10,14,24,39,3,5,8,5,5,7,6,5,10,5,5,6,9,4,9,22,22,39,0,0
80101100106,4,0,4,0,0,5,0,5,11,4,7,5,0,0,0,13,13,21,0,3,3,0,0,3,8,3,14,7,3,10,0,0,3,15,10,32,6,6,8,3,5,3,4,0,9,4,6,6,0,5,4,22,14,33,3,0,5,6,5,3,6,4,8,5,0,4,0,3,3,16,12,25,7,3,5,0,0,0,0,3,12,6,5,3,0,4,4,15,11,24,3,0,4,0,0,7,3,4,6,3,0,3,3,7,6,14,11,28,5,7,5,4,6,8,5,4,3,0,5,6,3,0,6,16,13,29,3,6,12,3,4,7,7,4,9,3,0,0,0,3,8,14,21,32,0,3,5,0,5,5,5,3,8,0,3,3,0,4,11,13,17,30,5,0,6,0,5,8,3,7,11,3,4,8,0,3,4,19,17,32,7,4,7,4,0,7,3,0,4,0,0,7,3,0,0,17,9,26,5,3
80101100201,4,0,6,0,6,6,0,3,6,0,4,4,0,3,3,4,15,23,0,0,0,0,0,0,0,4,4,4,0,6,3,3,5,8,6,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,0,0,0,0,0,0,0,0,0,0,5,9,6,0,3,9,10,18,3,0,8,10,4,13,3,3,7,4,4,6,8,7,16,36,15,49,4,6,16,3,9,11,8,5,10,6,5,14,7,5,14,24,34,56,0,6,11,4,9,12,4,5,8,8,4,18,6,0,11,28,27,55,6,4,9,6,3,14,7,0,10,3,5,8,3,0,8,30,16,41,4,0,6,0,3,3,5,3,9,4,0,4,0,0,5,17,8,31,5,3,3,6,0,9,6,0,8,0,3,3,0,5,4,15,13,26,0,3,3,5,0,4,0,0,4,3,3,7,4,5,7,11,8,22,0,5
80101100202,4,5,6,6,6,7,0,0,4,0,0,0,0,6,5,8,19,28,0,0,6,3,3,3,0,0,4,4,0,4,0,6,4,16,16,27,3,0,5,0,0,0,4,0,4,0,0,3,4,3,4,11,6,18,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,6,6,11,0,4,7,6,3,5,3,0,3,4,4,7,0,0,4,11,17,27,0,6,9,5,6,9,0,5,7,4,8,11,6,11,15,15,27,49,6,8,7,6,7,13,4,9,9,9,4,9,5,4,5,22,24,44,5,5,6,5,12,15,4,0,9,5,8,9,8,5,10,25,23,51,3,3,6,4,4,5,0,3,3,0,0,6,4,0,4,9,19,27,0,4,4,3,0,3,0,0,0,0,0,0,0,0,3,11,8,20,0,0,3,9,0,3,0,3,0,0,0,0,0,0,0,4,4,14,0,3
80101100203,13,6,14,4,4,4,3,3,8,4,3,6,0,4,5,24,13,38,4,0,4,0,0,0,3,4,4,0,0,0,0,0,0,9,4,11,6,0,3,0,0,0,0,4,4,0,0,0,0,4,3,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,7,4,0,9,13,11,19,7,18,21,12,15,28,24,16,39,47,60,104,14,21,36,15,18,37,14,15,36,20,24,38,10,23,34,74,96,175,18,7,32,12,9,24,18,18,38,8,9,16,13,13,24,74,63,140,14,8,20,11,17,26,9,5,10,11,0,14,4,10,15,43,41,83,7,0,9,3,0,9,6,5,7,7,4,10,0,6,6,17,13,33,4,4,5,0,0,0,0,4,9,3,4,6,6,0,8,19,10,30,0,0,5,3,3,8,0,3,0,3,4,9,3,0,3,14,12,25,0,3
80101100205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101100208,6,5,7,4,3,3,0,0,4,0,0,3,0,4,3,11,12,22,8,0,8,6,0,5,3,0,7,0,0,3,0,0,3,15,10,22,0,0,3,0,0,0,0,0,3,3,0,5,4,3,4,8,7,17,0,0,0,0,4,7,5,0,0,0,0,0,0,0,6,4,5,13,3,4,10,0,5,5,4,3,6,3,3,9,0,6,8,13,24,33,3,3,4,5,10,12,4,0,6,6,3,6,3,13,18,15,29,45,6,3,12,4,6,7,4,6,8,9,7,14,4,0,6,24,29,57,3,4,6,3,3,4,0,6,6,6,0,7,5,0,10,16,17,35,4,4,8,0,0,7,3,0,6,0,4,8,7,4,5,16,12,33,4,8,14,0,7,7,5,0,5,0,3,3,0,0,0,13,14,30,0,4,3,3,3,3,0,3,0,8,4,10,0,0,0,13,10,22,0,0
80101100209,5,0,5,3,8,4,0,0,0,0,0,0,0,0,0,10,8,13,4,0,4,0,0,0,0,3,3,0,0,0,0,0,0,4,7,5,0,0,0,0,0,4,0,4,4,0,8,6,0,3,5,5,8,20,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,6,11,5,0,6,0,0,0,8,0,12,3,6,7,4,6,10,18,13,34,3,3,6,3,5,9,5,7,10,0,6,8,8,0,14,25,21,43,9,5,14,3,10,13,0,0,5,0,3,9,0,3,3,11,24,39,3,4,7,0,0,6,5,0,9,0,0,3,3,0,3,17,9,25,0,6,3,5,0,4,0,0,0,0,5,5,6,4,9,12,10,23,3,0,10,0,6,6,0,0,0,0,0,0,0,0,3,8,5,15,0,4,3,0,4,0,4,0,3,3,0,5,0,0,0,7,5,14,0,0
80101100210,0,8,6,3,6,4,4,8,6,0,7,9,4,0,4,11,17,25,8,0,8,0,0,4,0,0,0,0,4,4,0,0,0,5,3,15,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,5,0,4,4,0,6,6,0,9,10,4,0,10,0,8,13,9,20,39,5,5,14,7,6,7,3,3,10,3,4,5,8,5,9,20,23,42,3,5,3,0,3,4,0,5,10,8,3,13,5,3,10,19,18,36,3,3,5,5,6,11,0,8,14,5,5,7,0,0,0,15,26,39,0,0,0,3,0,5,0,0,6,6,3,5,0,0,0,11,11,19,4,6,9,0,0,0,0,0,0,5,0,6,0,0,5,11,6,21,4,0,11,4,3,3,0,6,4,3,0,3,4,0,8,16,11,23,3,0
80101100211,3,5,8,4,0,4,5,3,7,0,3,10,3,8,6,15,22,40,0,0,4,0,0,8,0,0,3,4,3,11,3,0,3,13,11,27,5,0,4,0,6,7,5,0,3,0,0,0,0,0,0,11,7,16,0,0,0,0,0,0,0,4,4,4,0,4,6,5,4,11,13,24,5,7,10,6,6,6,6,8,16,7,3,11,7,14,22,34,38,66,9,12,21,10,11,26,8,12,21,7,5,18,7,6,16,57,49,97,10,4,16,12,8,17,6,6,17,9,9,12,13,8,23,44,44,92,5,10,16,11,5,13,8,5,14,5,3,3,5,3,11,29,27,53,3,7,11,9,0,9,10,0,15,0,0,6,0,3,7,23,15,42,0,0,4,0,5,4,7,0,7,5,3,5,3,0,5,18,5,26,4,0,6,0,0,3,0,0,3,6,0,5,0,4,6,13,10,27,4,0
80101100212,0,6,9,0,3,3,4,0,4,0,4,4,0,0,3,10,11,22,3,3,9,0,0,4,0,5,7,0,3,6,3,4,5,10,13,23,6,0,6,3,3,6,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,6,3,0,3,0,7,7,4,3,5,8,5,14,0,0,6,17,13,32,0,0,5,0,5,4,0,0,6,0,4,5,9,0,9,15,12,25,3,0,0,4,4,6,4,7,8,0,0,0,0,5,9,15,14,31,6,3,4,0,0,7,0,0,3,0,0,0,0,4,7,6,14,23,0,4,8,0,4,3,0,0,3,0,0,3,0,0,5,8,9,21,0,3,0,4,5,4,0,0,0,0,0,3,0,0,4,7,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0
80101100213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,5,0,0,3,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101100215,0,3,6,0,4,3,0,0,0,0,0,0,0,0,0,0,9,14,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,6,0,5,0,0,0,4,5,13,0,0,7,10,6,17,8,6,13,11,15,29,8,21,25,35,55,91,3,24,31,28,18,44,6,10,23,23,21,46,27,10,36,97,78,177,10,20,35,13,12,21,12,11,26,11,8,21,10,4,16,64,49,118,5,7,16,4,3,6,3,4,5,5,4,9,0,0,8,27,22,44,9,0,5,0,3,4,4,0,7,0,3,5,0,0,0,12,14,29,4,0,4,6,0,3,0,0,0,4,0,6,0,3,6,10,10,16,5,0,5,0,0,4,0,0,0,0,0,0,0,0,0,9,3,7,0,0
80101100216,5,12,22,13,6,14,10,4,15,0,7,11,4,4,5,34,31,64,5,0,8,4,0,3,0,7,7,0,0,3,4,3,3,11,14,23,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,4,7,10,0,0,0,4,0,4,0,0,6,3,7,7,10,5,16,19,10,29,17,19,39,19,27,49,25,32,66,46,60,104,49,50,102,167,192,355,34,48,84,51,56,106,63,68,130,53,48,99,37,40,84,239,264,505,60,38,95,26,20,51,23,16,33,29,24,50,11,22,28,145,122,263,11,12,25,10,7,21,5,4,13,3,4,6,4,8,16,41,33,75,7,4,7,3,0,3,0,6,3,3,4,9,0,0,4,17,13,29,12,0,12,8,0,6,3,5,5,0,8,7,3,3,5,25,17,40,5,10,8,0,0,0,0,0,5,0,0,0,0,4,4,5,9,24,0,0
80101100217,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,4,3,3,5,9,4,7,11,7,16,19,15,37,56,16,6,22,8,12,22,11,13,27,5,7,8,19,10,25,59,48,104,8,3,13,14,4,16,7,9,13,8,7,16,0,0,4,35,26,66,6,6,11,4,3,12,6,6,11,3,6,9,0,0,0,19,15,36,4,0,4,0,0,3,5,0,8,0,3,0,0,3,5,8,9,20,0,4,3,0,0,0,3,0,0,0,0,5,0,0,0,5,9,10,3,0,6,0,3,3,0,0,3,5,0,3,0,0,0,11,3,13,5,0
80101100218,4,4,8,6,0,6,6,0,5,0,7,4,3,0,6,20,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,3,0,0,0,0,7,3,4,4,7,7,9,15,3,0,4,6,8,16,5,5,10,12,12,17,10,9,28,40,38,73,22,14,35,16,20,40,9,19,23,10,9,25,11,8,19,66,72,138,10,10,20,9,11,17,15,15,28,8,11,20,8,0,16,55,53,108,8,9,21,14,9,23,6,3,8,5,0,11,7,5,16,40,35,71,5,7,8,3,0,5,4,0,3,3,7,4,4,0,3,11,13,26,0,3,6,0,3,4,7,3,7,5,0,5,0,3,0,11,12,28,0,0,0,0,0,0,0,0,3,0,3,3,3,0,3,4,5,16,0,0
80101100219,4,0,5,0,6,10,0,0,0,5,0,5,0,0,4,12,6,17,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,4,3,5,0,9,7,5,0,5,6,5,12,15,10,21,25,26,48,8,18,20,19,11,31,9,16,24,16,8,21,17,9,24,71,59,127,9,9,20,10,6,18,11,10,22,4,3,12,3,3,8,45,31,69,10,5,9,5,0,4,12,3,9,8,4,7,4,0,5,27,13,44,0,6,8,4,0,5,3,4,3,0,4,3,0,0,5,11,15,22,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,9,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0
80101100220,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,6,6,9,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,4,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,5,9,0,0,0,0,4,0,0,4,5,3,6,4,0,5,8,8,15,24,12,6,15,5,4,15,10,10,21,6,4,9,5,0,9,34,28,60,3,0,3,5,9,13,5,0,3,7,5,12,4,0,3,16,18,36,4,5,8,7,8,13,0,5,5,3,0,9,3,7,4,21,12,34,4,0,4,4,0,0,0,8,6,4,4,8,0,4,5,14,12,23,0,3,0,0,5,0,0,0,5,4,4,4,0,0,3,8,7,18,0,3,3,0,0,0,0,0,5,0,0,3,0,0,0,4,5,14,0,0
80101100221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101100222,8,3,10,3,0,6,0,4,4,0,5,6,0,0,0,10,17,29,0,4,6,0,4,4,0,0,0,0,0,0,0,0,0,3,12,13,0,0,0,3,0,6,3,0,3,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,8,9,4,0,9,0,3,11,8,3,8,17,12,24,19,15,34,45,37,82,9,16,25,22,5,27,14,19,26,11,14,24,7,14,27,63,67,127,6,8,14,5,10,12,16,18,33,9,12,21,6,4,11,44,54,95,9,9,15,9,5,17,11,0,13,7,8,8,7,0,14,46,24,70,4,8,10,6,0,7,3,8,10,4,0,9,7,0,9,23,14,40,0,0,4,0,0,0,3,0,3,4,0,3,5,4,7,12,7,22,3,3,5,4,0,6,3,0,4,0,0,6,6,5,6,12,10,24,4,0
80101100223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101100224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,10,14,23,34,22,24,45,13,25,36,12,8,22,10,14,18,7,14,19,10,15,24,52,74,125,13,3,13,3,4,3,7,8,16,0,3,5,3,0,3,21,17,38,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101100225,0,0,0,3,0,0,3,3,3,0,0,5,0,0,0,10,6,17,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,6,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,4,3,10,6,9,15,0,6,9,6,7,15,13,10,21,35,40,74,6,9,14,13,10,25,4,11,15,6,9,14,11,4,18,43,45,85,7,9,13,6,4,14,5,3,13,5,4,11,3,5,11,30,26,58,0,0,0,5,7,11,5,5,13,4,3,10,0,4,9,22,21,34,7,4,11,0,0,0,0,4,3,0,0,0,0,3,9,9,14,22,0,8,8,5,0,5,0,0,5,4,0,4,0,3,3,10,7,18,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,9,5,13,0,0
80101100301,3,0,3,5,0,3,0,0,6,0,0,0,5,0,8,17,12,21,5,0,4,0,4,4,0,0,4,5,3,7,0,0,0,9,9,23,0,4,5,0,0,0,0,0,0,4,0,4,0,0,0,4,4,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,5,0,5,5,3,9,5,5,9,20,9,12,18,10,12,22,30,36,64,8,3,13,15,5,27,17,7,24,3,13,21,12,5,20,49,42,92,13,5,12,0,8,14,5,8,16,8,5,15,5,14,15,30,37,69,10,3,19,7,6,10,3,0,5,4,3,6,7,4,6,33,14,50,4,4,9,4,5,6,0,0,3,0,0,0,0,0,0,12,12,23,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,7,4,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,7,8,3,0
80101100304,0,0,6,0,5,10,6,7,13,0,10,8,5,6,9,17,22,38,9,5,17,9,9,9,0,3,3,3,6,8,3,0,8,23,23,51,5,7,8,3,0,3,0,0,5,0,4,3,4,0,4,8,12,25,0,4,4,0,3,5,0,0,6,5,0,5,4,0,9,14,12,29,4,3,10,11,13,27,11,11,16,13,12,28,5,18,24,51,57,110,17,13,29,13,17,33,18,16,31,17,18,35,17,20,36,80,81,160,16,14,27,17,8,21,9,9,17,5,15,23,9,16,22,54,53,109,3,11,17,10,13,26,9,10,20,8,5,19,9,8,18,49,51,99,13,7,15,4,10,13,10,4,10,9,8,10,5,4,6,32,31,61,3,5,9,0,5,8,8,6,16,3,6,6,4,5,11,24,19,47,4,10,11,10,8,10,3,3,8,0,3,4,0,7,6,17,27,38,3,0
