SA1_CODE_2021,Age_yr_0_M,Age_yr_0_F,Age_yr_0_P,Age_yr_1_M,Age_yr_1_F,Age_yr_1_P,Age_yr_2_M,Age_yr_2_F,Age_yr_2_P,Age_yr_3_M,Age_yr_3_F,Age_yr_3_P,Age_yr_4_M,Age_yr_4_F,Age_yr_4_P,Age_yr_0_4_M,Age_yr_0_4_F,Age_yr_0_4_P,Age_yr_5_M,Age_yr_5_F,Age_yr_5_P,Age_yr_6_M,Age_yr_6_F,Age_yr_6_P,Age_yr_7_M,Age_yr_7_F,Age_yr_7_P,Age_yr_8_M,Age_yr_8_F,Age_yr_8_P,Age_yr_9_M,Age_yr_9_F,Age_yr_9_P,Age_yr_5_9_M,Age_yr_5_9_F,Age_yr_5_9_P,Age_yr_10_M,Age_yr_10_F,Age_yr_10_P,Age_yr_11_M,Age_yr_11_F,Age_yr_11_P,Age_yr_12_M,Age_yr_12_F,Age_yr_12_P,Age_yr_13_M,Age_yr_13_F,Age_yr_13_P,Age_yr_14_M,Age_yr_14_F,Age_yr_14_P,Age_yr_10_14_M,Age_yr_10_14_F,Age_yr_10_14_P,Age_yr_15_M,Age_yr_15_F,Age_yr_15_P,Age_yr_16_M,Age_yr_16_F,Age_yr_16_P,Age_yr_17_M,Age_yr_17_F,Age_yr_17_P,Age_yr_18_M,Age_yr_18_F,Age_yr_18_P,Age_yr_19_M,Age_yr_19_F,Age_yr_19_P,Age_yr_15_19_M,Age_yr_15_19_F,Age_yr_15_19_P,Age_yr_20_M,Age_yr_20_F,Age_yr_20_P,Age_yr_21_M,Age_yr_21_F,Age_yr_21_P,Age_yr_22_M,Age_yr_22_F,Age_yr_22_P,Age_yr_23_M,Age_yr_23_F,Age_yr_23_P,Age_yr_24_M,Age_yr_24_F,Age_yr_24_P,Age_yr_20_24_M,Age_yr_20_24_F,Age_yr_20_24_P,Age_yr_25_M,Age_yr_25_F,Age_yr_25_P,Age_yr_26_M,Age_yr_26_F,Age_yr_26_P,Age_yr_27_M,Age_yr_27_F,Age_yr_27_P,Age_yr_28_M,Age_yr_28_F,Age_yr_28_P,Age_yr_29_M,Age_yr_29_F,Age_yr_29_P,Age_yr_25_29_M,Age_yr_25_29_F,Age_yr_25_29_P,Age_yr_30_M,Age_yr_30_F,Age_yr_30_P,Age_yr_31_M,Age_yr_31_F,Age_yr_31_P,Age_yr_32_M,Age_yr_32_F,Age_yr_32_P,Age_yr_33_M,Age_yr_33_F,Age_yr_33_P,Age_yr_34_M,Age_yr_34_F,Age_yr_34_P,Age_yr_30_34_M,Age_yr_30_34_F,Age_yr_30_34_P,Age_yr_35_M,Age_yr_35_F,Age_yr_35_P,Age_yr_36_M,Age_yr_36_F,Age_yr_36_P,Age_yr_37_M,Age_yr_37_F,Age_yr_37_P,Age_yr_38_M,Age_yr_38_F,Age_yr_38_P,Age_yr_39_M,Age_yr_39_F,Age_yr_39_P,Age_yr_35_39_M,Age_yr_35_39_F,Age_yr_35_39_P,Age_yr_40_M,Age_yr_40_F,Age_yr_40_P,Age_yr_41_M,Age_yr_41_F,Age_yr_41_P,Age_yr_42_M,Age_yr_42_F,Age_yr_42_P,Age_yr_43_M,Age_yr_43_F,Age_yr_43_P,Age_yr_44_M,Age_yr_44_F,Age_yr_44_P,Age_yr_40_44_M,Age_yr_40_44_F,Age_yr_40_44_P,Age_yr_45_M,Age_yr_45_F,Age_yr_45_P,Age_yr_46_M,Age_yr_46_F,Age_yr_46_P,Age_yr_47_M,Age_yr_47_F,Age_yr_47_P,Age_yr_48_M,Age_yr_48_F,Age_yr_48_P,Age_yr_49_M,Age_yr_49_F,Age_yr_49_P,Age_yr_45_49_M,Age_yr_45_49_F,Age_yr_45_49_P,Age_yr_50_M,Age_yr_50_F,Age_yr_50_P,Age_yr_51_M,Age_yr_51_F,Age_yr_51_P,Age_yr_52_M,Age_yr_52_F,Age_yr_52_P,Age_yr_53_M,Age_yr_53_F,Age_yr_53_P,Age_yr_54_M,Age_yr_54_F,Age_yr_54_P,Age_yr_50_54_M,Age_yr_50_54_F,Age_yr_50_54_P,Age_yr_55_M,Age_yr_55_F
80101101611,0,4,5,3,0,4,0,0,6,0,0,4,0,0,0,9,5,12,5,5,15,3,5,4,4,5,8,4,5,6,5,7,7,22,20,38,3,3,10,7,0,6,3,0,8,5,4,7,4,8,11,23,17,43,3,3,7,3,0,4,4,4,10,0,0,0,0,4,10,15,8,25,0,0,0,4,0,7,3,3,6,0,0,4,5,3,9,11,10,20,3,0,6,4,4,4,4,0,4,5,3,4,0,0,4,12,8,18,0,0,0,0,3,7,5,0,5,0,0,0,0,3,5,9,8,17,4,6,6,4,0,4,4,0,4,8,0,5,7,4,6,18,12,36,8,3,13,5,5,4,0,5,5,0,0,4,0,0,0,12,10,23,4,3,8,3,0,9,3,0,5,6,6,5,0,3,3,17,16,31,3,4,8,3,3,10,0,0,0,0,3,0,3,0,3,12,13,22,0,0
80101101612,4,4,9,5,0,5,0,6,6,3,0,4,5,0,6,13,10,26,5,3,9,3,0,3,0,0,3,0,5,10,8,0,7,19,11,32,0,8,10,6,3,6,0,3,5,0,3,5,7,3,8,12,21,29,5,0,3,4,0,3,0,5,4,7,0,3,8,7,10,24,12,32,3,0,3,6,3,7,0,5,5,7,4,4,0,0,0,16,10,22,0,4,0,4,4,4,0,5,8,3,4,9,7,0,4,13,9,26,4,4,11,3,3,4,4,0,5,0,6,10,3,0,9,12,18,33,4,3,4,11,4,9,5,9,11,0,0,5,6,3,7,24,18,39,3,3,10,0,3,6,4,7,10,10,3,9,11,7,12,23,19,39,4,4,12,3,3,0,0,4,7,4,0,4,0,0,3,12,15,28,4,0,3,0,6,3,4,3,8,4,5,5,0,3,4,15,12,28,3,4
80101101613,0,3,5,5,7,8,3,4,10,3,0,4,3,0,5,15,19,38,8,3,7,3,3,3,0,0,3,3,4,8,5,3,5,10,13,22,3,0,3,3,3,9,3,5,8,3,0,5,5,6,9,11,17,31,0,3,0,3,0,3,5,0,5,3,0,4,6,0,6,13,4,18,0,0,0,0,3,7,7,5,10,7,3,6,13,3,15,23,18,46,10,4,11,3,0,8,5,3,14,10,7,16,3,11,17,25,35,63,8,5,13,8,14,20,11,7,15,6,5,10,3,3,8,28,33,67,7,5,12,0,9,6,8,0,4,9,4,13,0,9,8,20,23,47,5,0,5,0,4,10,0,3,7,4,6,4,0,8,8,10,18,30,3,3,0,3,0,3,7,0,6,0,3,3,4,3,10,13,12,28,0,3,5,0,9,11,8,0,6,3,0,7,0,0,0,16,7,28,0,6
80101101614,3,6,8,8,7,10,3,0,3,0,0,0,3,4,5,17,17,24,6,3,7,0,0,0,0,4,8,0,3,3,4,3,10,15,13,24,5,4,11,0,0,7,4,0,4,0,4,4,0,3,4,16,10,26,7,3,4,3,6,9,0,0,3,0,3,3,0,0,0,16,14,27,5,3,4,0,5,5,0,3,3,0,0,5,0,0,0,4,10,10,5,0,4,0,0,0,0,0,3,0,0,0,0,0,3,13,6,18,4,0,4,6,0,0,3,0,3,0,4,4,0,4,7,9,15,19,4,0,5,4,0,4,5,0,3,7,3,8,4,0,0,19,10,23,0,0,0,0,4,4,5,4,11,0,0,7,8,6,6,13,15,28,3,3,5,9,0,9,6,4,7,3,7,5,0,0,0,15,14,27,5,5,9,0,0,6,4,3,4,0,0,0,0,0,3,13,11,25,0,0
80101101615,5,0,5,4,4,7,4,4,11,0,0,0,0,3,9,14,11,26,3,7,5,4,0,4,0,0,0,6,3,10,0,0,0,15,11,23,5,0,5,6,6,7,3,0,3,9,0,5,6,0,7,16,12,28,0,4,3,3,3,3,0,0,0,3,3,7,3,4,4,9,16,27,4,0,4,0,0,4,3,3,6,4,3,8,9,5,7,27,12,36,0,3,6,3,0,5,7,0,5,0,0,0,3,9,8,16,10,24,5,4,10,5,4,8,0,6,4,7,3,7,0,0,3,15,15,34,4,6,8,4,0,6,0,0,8,6,6,4,3,6,9,14,18,32,0,0,5,0,10,10,3,3,4,4,0,4,4,0,7,12,14,23,4,0,4,0,4,4,3,0,3,0,4,4,0,3,8,13,17,32,0,3,3,6,5,10,0,3,8,4,0,4,0,0,3,9,13,26,3,0
80101101616,3,0,4,0,3,4,3,0,3,0,0,3,0,0,5,13,13,26,0,0,0,3,4,11,4,0,4,0,0,3,3,4,10,15,8,21,4,6,6,4,0,6,5,0,6,4,3,7,0,4,3,12,21,27,8,0,13,0,0,5,6,0,7,4,5,7,5,0,9,27,11,37,0,4,4,3,3,10,5,8,13,7,9,9,0,6,7,11,26,37,10,5,14,9,3,7,8,3,12,3,3,3,5,3,9,32,19,43,0,0,3,0,5,8,9,0,6,4,0,4,0,0,0,10,12,22,3,4,6,0,0,3,5,0,3,0,7,4,5,6,9,10,17,23,4,4,8,4,3,7,0,4,4,3,0,10,0,5,6,15,16,30,3,8,3,0,5,7,4,0,5,8,4,8,4,0,4,20,15,29,0,3,3,6,5,9,4,3,9,5,4,10,8,5,12,18,20,36,0,0
80101101617,3,0,3,7,4,8,5,6,9,0,3,3,0,3,0,19,9,24,4,0,4,4,0,7,0,0,7,0,6,3,3,4,5,14,12,26,3,0,3,4,0,3,0,4,4,0,0,0,0,0,3,13,9,18,7,0,0,0,0,4,0,0,3,0,6,7,5,0,4,10,7,19,0,0,4,0,3,11,0,0,0,4,0,4,7,0,8,13,8,19,5,7,8,0,5,12,4,0,3,3,3,5,3,5,10,17,19,41,0,0,0,3,4,5,0,4,10,11,0,7,0,0,0,14,6,24,5,3,5,7,7,13,5,7,7,3,0,6,4,0,3,19,19,36,0,0,0,8,0,3,6,6,6,0,5,9,0,3,3,10,11,26,4,0,4,0,0,0,0,4,5,6,7,4,0,0,4,10,16,22,0,0,5,0,0,0,0,3,5,4,0,4,9,4,8,9,10,21,5,3
80101101618,0,7,3,7,0,8,5,4,10,0,4,0,0,6,4,11,13,22,3,4,6,0,0,5,3,5,9,4,0,8,0,3,0,15,10,26,0,3,5,0,5,5,0,0,8,10,0,10,0,0,5,13,12,24,4,0,0,3,0,9,0,0,0,3,0,0,4,0,3,14,10,21,6,0,5,0,4,7,0,0,0,3,0,4,4,0,3,12,13,23,0,4,4,0,5,3,0,0,0,0,0,4,3,3,9,10,9,17,3,0,4,0,0,0,8,6,4,3,5,11,8,4,7,20,13,30,4,0,9,0,4,6,0,0,3,3,0,3,7,0,3,14,17,26,0,3,10,5,3,8,4,7,7,0,5,3,0,4,4,12,13,26,5,4,5,0,3,6,6,4,12,0,0,6,4,0,4,14,13,33,3,0,3,3,0,3,5,4,7,4,3,8,3,0,4,15,13,31,0,0
80101101619,4,0,3,0,3,6,5,3,9,0,0,4,0,0,0,11,15,19,4,3,8,3,6,5,9,4,5,0,9,9,0,0,0,17,16,34,0,7,7,0,0,0,5,0,10,0,0,4,3,6,6,6,13,18,0,3,4,0,0,3,0,3,8,0,3,9,4,0,8,10,12,21,4,4,5,4,8,9,7,3,4,3,0,3,7,3,10,18,17,36,3,4,6,9,0,10,3,0,3,3,5,8,5,0,6,16,13,27,0,0,4,0,0,0,4,6,8,0,0,0,0,8,7,9,12,18,0,0,0,3,4,9,3,0,6,7,4,5,0,4,5,18,15,33,0,4,4,0,4,4,12,5,10,0,4,3,3,4,6,18,11,32,6,0,3,0,3,4,4,0,4,6,4,8,0,0,3,8,7,21,0,4,0,7,0,8,0,0,3,0,5,3,5,0,4,16,14,32,0,0
80101101701,3,4,3,0,3,3,0,3,3,0,0,0,0,5,5,4,11,17,0,4,3,4,4,10,0,0,0,3,0,3,3,0,9,12,10,23,0,0,9,3,0,3,3,3,5,0,4,4,3,0,5,12,7,25,5,3,10,3,0,4,3,0,4,0,0,0,7,6,12,11,10,27,5,0,4,5,0,4,0,0,4,0,0,0,4,4,7,12,4,15,0,0,0,0,4,4,0,0,0,0,6,7,0,0,0,8,9,10,6,0,3,0,0,0,3,5,9,0,0,0,4,8,9,11,17,22,7,0,6,3,4,8,0,0,7,4,4,5,8,3,4,19,8,27,0,8,5,0,0,0,0,0,0,0,3,4,6,0,6,8,10,19,3,4,5,3,9,12,8,3,10,0,0,0,3,6,6,24,20,42,0,0,0,0,0,4,0,4,3,0,0,0,4,3,6,6,6,12,0,0
80101101702,6,9,17,5,0,5,3,0,7,4,4,13,3,7,8,26,26,50,6,3,16,4,4,9,7,8,13,3,6,7,3,3,4,25,24,51,5,9,7,0,3,5,6,0,5,5,4,7,3,4,6,23,18,33,6,3,7,0,0,3,0,3,11,0,6,6,0,0,4,17,18,35,4,0,4,4,3,4,0,0,5,0,0,0,3,6,9,17,7,26,7,4,5,3,3,7,4,4,12,0,0,3,7,3,9,17,17,38,5,5,12,4,3,9,3,4,10,5,4,9,3,3,10,17,23,41,4,7,9,3,8,8,6,4,11,5,3,11,6,0,4,17,23,42,5,8,9,6,3,11,3,0,8,6,4,9,4,3,10,23,27,49,6,3,6,4,0,3,5,3,6,3,4,9,0,4,4,17,19,34,10,3,12,0,3,9,0,5,8,0,0,0,8,5,10,16,12,33,0,3
80101101703,0,4,8,9,3,8,5,6,8,5,0,8,6,4,7,20,18,38,5,3,8,8,6,13,3,5,3,9,0,10,0,6,11,23,16,36,3,0,8,8,0,11,7,0,7,0,0,9,4,0,8,25,14,32,8,4,11,3,0,3,0,4,6,0,3,3,6,3,9,20,13,35,3,3,7,0,4,5,0,0,0,4,3,3,4,0,3,9,18,31,0,9,11,0,0,3,3,4,10,5,6,9,0,6,6,14,21,32,5,3,8,6,10,18,9,3,10,4,3,10,5,10,12,28,31,57,4,6,9,9,0,12,6,7,16,3,4,5,0,11,6,24,25,51,8,7,13,6,5,15,8,6,13,0,5,10,0,4,8,20,28,54,5,0,10,6,9,11,10,6,11,7,10,13,6,4,11,25,24,50,6,3,9,5,0,9,4,10,13,5,4,7,0,0,0,19,15,35,0,0
80101101704,0,4,5,5,4,9,0,0,7,0,3,3,0,6,0,7,19,25,4,3,4,3,10,12,0,0,4,3,4,4,5,4,10,15,14,31,3,0,5,3,3,10,4,5,7,3,0,5,3,0,0,18,10,25,0,0,3,0,0,0,0,0,4,0,0,0,0,0,7,9,9,17,0,0,7,0,4,8,6,0,3,3,0,3,0,0,3,8,6,19,3,5,4,0,3,6,4,3,5,0,0,3,3,3,6,9,13,24,0,4,0,0,0,0,0,0,0,0,5,5,4,3,6,9,6,15,0,4,5,0,0,7,0,5,6,4,4,9,6,0,10,14,16,28,4,4,3,3,6,10,3,3,3,5,0,6,0,0,3,17,12,33,0,6,6,8,0,9,0,3,7,0,0,6,0,5,8,9,18,30,3,0,3,0,0,0,9,0,9,0,0,0,0,4,0,15,9,17,0,0
80101101705,6,0,6,0,0,0,4,0,6,0,5,5,0,4,4,20,8,26,4,0,4,4,0,3,3,0,0,0,3,5,0,0,4,17,3,21,3,0,3,5,0,5,3,0,4,5,0,5,0,3,4,21,5,18,0,0,9,5,5,4,4,0,4,0,0,4,5,0,3,9,6,18,0,0,0,4,0,5,5,0,10,3,3,5,3,0,3,11,8,18,7,0,8,6,0,6,0,4,4,0,6,3,4,0,5,20,12,26,0,0,4,0,3,5,0,3,4,0,0,0,6,3,12,16,13,25,3,3,5,3,5,8,0,7,10,8,4,8,0,6,6,16,24,39,3,0,8,3,0,0,5,3,4,3,3,0,0,0,0,14,11,22,3,3,4,7,0,6,4,0,4,3,0,4,0,0,4,13,13,24,3,0,3,0,0,0,0,0,0,0,3,3,0,3,6,11,13,15,0,0
80101101706,4,6,13,0,3,3,4,5,9,0,0,0,5,9,8,20,22,36,8,0,10,3,6,8,0,3,4,8,11,12,0,0,7,26,20,46,0,0,3,5,3,9,5,4,6,9,6,11,3,3,5,19,17,44,3,5,13,0,4,7,4,9,13,4,0,5,7,0,7,15,24,47,4,0,8,7,4,13,3,5,7,4,7,6,0,3,0,22,16,34,0,4,6,6,3,10,0,3,5,0,3,7,4,0,3,15,10,27,0,6,11,3,3,12,3,3,6,10,8,17,4,0,7,23,24,44,4,0,9,3,4,10,0,6,13,3,7,13,3,7,12,20,20,40,3,0,5,3,3,10,3,3,5,7,0,10,0,6,5,20,17,40,4,5,11,8,5,15,4,3,8,0,10,10,6,5,10,21,29,46,9,0,11,3,0,9,7,3,9,7,3,10,3,4,10,23,19,44,3,4
80101101707,11,0,7,8,0,8,6,8,14,0,0,5,5,5,6,19,13,43,5,0,9,3,4,10,3,3,6,8,0,10,9,0,7,23,10,34,4,0,4,0,0,0,7,5,7,0,4,8,5,4,4,11,11,24,3,0,4,0,3,3,0,3,0,0,3,3,3,5,5,9,12,21,5,0,4,0,0,5,5,4,7,6,0,0,0,3,4,12,7,19,0,3,5,3,3,12,5,4,3,0,0,4,0,0,0,11,13,29,5,5,6,3,4,11,7,0,7,4,0,0,5,6,9,13,21,35,4,5,8,4,3,5,0,0,0,3,4,6,3,4,8,17,11,30,5,3,10,4,3,10,4,7,8,5,9,10,0,0,0,14,27,40,9,3,10,3,3,7,6,0,7,5,0,7,4,0,9,21,17,37,4,7,15,0,5,0,4,0,3,0,0,9,0,5,7,15,21,33,0,0
80101101708,0,0,0,0,0,0,5,3,4,4,0,6,0,0,0,8,5,17,0,4,4,4,0,4,0,0,0,5,0,0,0,0,0,10,9,12,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,9,11,0,4,3,0,0,0,0,0,0,0,3,5,0,3,3,9,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,8,3,0,0,0,8,10,3,0,4,0,0,0,0,4,4,7,9,17,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,5,8,12,0,0,0,0,3,6,0,0,0,3,0,3,3,0,3,8,7,10,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,3,5,0,3,5,0,3,4,0,0,0,6,0,3,0,0,6,8,9,12,0,0
80101101709,3,7,9,5,3,6,0,0,4,4,5,5,6,3,14,23,14,36,0,0,8,0,0,3,0,0,6,3,0,7,4,0,9,8,11,21,3,0,7,0,3,3,5,0,3,0,0,0,0,0,0,10,4,9,0,0,3,0,0,0,0,0,5,0,3,6,0,4,4,0,10,10,0,0,4,0,0,0,6,0,4,4,0,0,0,0,5,6,8,13,0,3,3,0,3,3,0,0,6,3,0,4,4,8,14,5,14,22,4,3,3,3,3,5,9,4,14,9,3,10,8,5,7,23,17,45,4,0,5,5,4,6,0,0,3,3,0,3,4,5,7,17,13,27,0,0,4,4,0,6,3,0,4,0,0,4,0,0,3,7,10,14,0,0,4,0,6,6,6,0,6,0,0,3,0,0,0,8,8,13,7,0,7,0,0,4,0,0,0,0,0,0,0,0,0,4,8,10,0,0
80101101802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101101805,4,0,6,6,8,11,0,8,6,0,3,5,6,4,12,26,24,46,4,0,6,0,4,3,0,5,4,4,0,4,0,0,3,9,7,16,4,0,3,3,3,9,0,0,6,0,4,6,0,0,0,7,12,23,4,0,3,0,0,0,6,5,6,0,0,0,0,4,8,7,7,13,12,7,18,10,14,17,14,14,24,16,22,31,17,16,31,58,71,127,5,12,23,26,18,42,18,12,32,15,11,28,7,18,22,71,68,145,12,11,24,18,12,24,6,3,13,9,4,11,15,3,19,52,35,91,10,7,10,7,7,16,3,8,13,8,6,11,0,4,6,25,36,56,5,4,12,7,3,11,7,0,10,4,3,9,0,0,4,22,18,42,0,3,4,0,4,4,0,0,0,4,0,9,0,0,0,7,5,14,0,0,5,3,9,9,0,5,0,0,4,9,0,0,5,8,14,24,0,4
80101101806,3,0,8,0,0,3,0,0,4,0,5,3,0,0,3,9,8,19,4,0,0,0,3,4,3,0,3,0,0,0,3,0,3,6,5,8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,5,0,0,0,0,0,5,0,0,0,0,0,3,0,0,7,6,5,12,10,8,13,3,4,6,8,9,12,5,7,13,11,11,19,28,32,60,11,9,17,10,7,17,8,6,13,3,8,11,8,11,20,42,42,82,7,6,10,0,4,12,7,5,15,5,8,12,0,3,10,28,28,56,4,5,6,5,0,5,0,9,10,6,0,4,0,4,4,16,13,28,0,10,7,0,0,0,8,0,6,0,0,0,0,0,4,9,11,20,0,0,3,0,0,3,0,0,0,0,0,4,0,4,3,7,3,9,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,7,7,0,0
80101101807,8,7,8,0,3,8,4,0,3,9,6,12,0,0,0,15,15,33,0,0,5,4,0,3,0,0,0,3,0,4,4,0,4,11,4,15,4,0,6,0,0,4,0,0,3,3,0,3,4,0,4,14,8,25,4,0,4,0,0,0,0,0,0,0,5,5,8,4,10,10,9,16,4,7,7,14,8,17,9,11,13,20,13,30,7,11,15,48,44,97,9,16,23,11,12,23,14,8,19,8,13,23,7,9,21,58,57,117,12,10,18,16,16,30,6,10,20,7,3,14,14,12,21,53,51,102,5,6,14,6,3,16,4,11,15,6,6,10,9,5,10,41,31,68,4,3,6,5,0,6,0,4,4,0,0,0,5,8,5,13,10,25,4,9,10,0,0,4,0,0,0,3,0,3,0,3,5,13,19,27,0,0,0,6,0,6,0,0,0,0,3,5,0,0,0,3,10,13,5,0
80101101808,4,4,6,0,3,4,0,0,3,4,3,4,3,3,4,12,12,30,6,3,3,3,4,8,3,5,10,3,3,8,4,0,4,15,10,28,3,0,5,0,0,3,0,0,0,0,3,3,3,0,3,10,5,16,0,3,3,0,0,4,0,0,0,0,5,10,8,5,7,10,8,22,0,4,8,3,3,11,7,3,10,3,8,12,3,7,14,18,28,52,7,0,7,7,8,14,0,3,9,8,7,20,9,3,11,37,21,60,9,9,16,7,8,13,6,5,10,5,6,14,0,9,9,29,31,56,4,6,9,4,11,13,3,7,14,0,0,3,3,3,7,21,23,47,4,4,10,5,0,3,3,3,6,3,0,4,0,6,6,17,12,33,3,0,4,4,4,4,0,5,3,0,0,0,0,0,3,12,3,15,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,4,5,10,0,0
80101101809,0,3,3,0,4,4,0,6,3,0,0,0,0,0,0,5,12,14,0,0,0,5,0,8,5,0,0,0,0,9,0,0,3,10,11,17,0,0,4,3,0,0,4,0,4,4,3,7,4,0,8,9,11,20,0,0,4,0,0,0,0,0,5,0,0,0,3,5,3,10,5,12,5,9,13,3,5,13,8,10,12,9,10,23,13,11,23,41,39,81,14,9,27,21,8,25,30,9,33,8,7,10,10,8,15,72,44,119,6,5,10,12,4,19,8,9,15,0,3,0,4,0,9,22,26,52,0,3,5,0,4,9,0,6,7,8,4,3,8,8,13,21,16,32,0,0,0,8,0,7,3,5,8,3,0,3,0,0,0,9,15,29,5,4,7,0,0,0,0,0,3,0,0,0,7,0,5,12,5,14,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,5,3,3,0,0
80101101810,3,0,5,4,3,8,0,0,0,0,4,3,0,0,0,12,9,20,4,0,4,0,0,0,0,4,4,3,0,5,3,0,3,8,6,11,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,5,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,5,6,10,4,6,15,7,9,21,9,9,12,5,12,15,34,37,69,8,14,21,14,11,22,8,7,20,4,10,14,3,5,12,43,44,81,15,6,14,12,12,23,0,4,7,10,4,15,4,6,12,45,35,79,6,6,14,4,4,6,0,4,6,7,3,11,0,5,5,20,22,38,6,0,6,3,3,0,5,4,4,3,0,9,0,6,3,12,9,24,0,0,0,0,0,0,0,3,5,0,0,0,5,0,4,9,6,17,4,0,4,0,0,0,0,0,0,0,0,3,5,6,3,5,3,8,0,0
80101101902,13,6,13,7,10,17,8,8,10,8,4,16,6,10,11,38,33,73,4,16,22,5,11,19,4,6,10,3,10,14,6,11,13,32,50,83,4,4,6,0,5,9,0,3,10,0,3,5,4,7,7,24,20,45,0,3,5,0,0,4,0,3,3,0,3,4,4,0,5,6,12,19,0,0,8,3,0,6,0,0,0,5,3,4,7,0,7,13,7,18,7,4,6,8,10,15,4,11,11,5,9,20,3,7,12,25,41,63,13,6,18,6,10,18,4,8,9,10,10,20,4,12,14,32,45,75,18,14,23,14,7,23,7,6,13,6,11,12,13,13,23,55,44,103,8,10,19,8,9,13,6,9,16,12,5,13,4,5,7,31,37,63,6,4,5,3,3,11,7,3,11,0,0,0,5,8,11,28,25,48,4,0,5,0,0,0,0,0,0,3,8,9,0,0,3,9,7,13,0,7
80101101904,0,3,3,4,7,7,0,6,3,0,4,13,7,7,12,16,25,39,3,6,9,5,0,6,3,4,8,0,3,8,6,0,5,15,23,40,6,4,3,11,3,19,3,6,6,4,3,8,3,0,3,28,18,42,0,3,0,0,0,8,0,7,7,3,0,3,3,4,5,7,14,20,0,0,0,4,0,5,7,6,11,0,0,3,5,0,5,16,12,23,0,0,6,3,0,3,6,3,10,0,4,3,7,8,15,18,19,31,0,7,10,0,3,4,4,0,7,9,3,15,7,9,11,22,23,40,4,8,5,0,9,10,3,6,13,5,7,13,4,7,17,21,33,54,6,3,11,7,3,14,3,7,5,5,4,14,3,4,8,22,24,49,7,0,8,9,6,15,0,0,0,3,0,4,0,10,12,15,18,34,3,0,5,0,0,0,0,6,3,3,5,5,3,3,5,7,9,19,0,3
80101101905,5,4,13,6,6,11,3,3,12,0,7,9,5,5,9,18,25,41,3,3,8,13,8,14,0,5,10,5,7,14,0,7,8,26,26,51,3,0,3,8,4,8,4,0,4,0,0,0,5,4,8,17,13,29,0,4,5,0,5,3,3,0,3,0,0,0,0,0,0,7,7,16,7,0,6,0,4,7,4,0,4,4,3,8,4,6,7,15,13,26,7,4,8,3,5,6,7,3,11,3,0,3,0,12,12,19,19,40,3,4,11,3,8,13,3,3,8,6,3,11,8,0,11,26,19,46,11,10,16,3,8,8,4,9,8,11,3,14,6,12,19,36,35,71,10,7,10,9,6,9,9,8,19,0,3,5,6,4,7,26,21,51,3,0,4,3,3,8,0,6,3,6,7,5,0,0,4,13,17,32,7,8,12,0,3,3,6,0,5,0,6,3,3,0,3,8,12,20,0,7
80101101906,5,0,5,4,0,8,0,0,6,0,0,0,5,0,0,11,10,21,5,4,4,4,0,4,3,3,8,5,0,5,0,5,5,14,17,31,3,6,6,0,3,3,5,3,13,0,0,0,0,3,6,15,14,26,0,0,4,3,6,9,0,0,3,3,0,4,0,0,0,12,9,14,0,0,8,0,0,0,3,0,4,0,0,0,7,0,4,8,3,13,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,7,6,13,4,3,9,3,0,3,4,0,8,0,0,0,0,4,5,6,12,25,0,3,10,6,6,13,0,0,0,0,0,3,5,0,5,13,15,22,3,0,4,0,4,0,3,3,4,0,0,8,0,4,9,11,15,24,5,6,9,0,0,3,4,0,4,4,3,7,0,0,0,14,13,23,0,0,5,0,0,5,0,6,9,0,0,8,3,0,6,9,18,21,4,4
