SA1_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
80105105507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,3,0,0,7,6,0,6,0,8,0,0,0,0,4,5,5,0,0,11,3,3,3,0,15,7,9,0,0,10,5,0,0,0,7,15,26,0,0,42,0,6,0,0,9,0,0,0,0,0,50,54,9,4,114
80105105508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,6,0,0,0,4,3,5,3,0,6,4,0,0,0,5,5,3,0,0,8,6,5,5,3,11,8,9,3,0,24,5,13,4,0,17,0,9,3,0,15,4,7,0,0,11,5,36,0,0,44,4,0,3,0,6,0,0,0,0,0,56,85,22,8,175
80105105509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,4,5,0,5,0,0,0,0,7,4,0,0,0,4,3,0,0,0,0,3,5,0,0,9,0,5,0,0,12,5,4,0,0,13,0,8,0,0,9,9,19,3,0,25,0,0,0,0,6,0,0,0,0,0,31,49,16,0,97
80105105601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,0,10,5,3,0,0,12,3,0,0,0,6,9,4,3,0,18,0,6,3,0,8,0,4,0,0,12,5,14,0,0,16,13,38,0,0,49,3,3,3,0,8,0,0,0,0,0,45,73,19,4,139
80105105602,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,3,7,6,3,0,5,0,0,9,0,6,6,3,3,0,12,3,3,0,0,9,5,7,0,0,9,5,11,0,0,19,11,31,3,0,44,3,0,4,0,11,0,0,0,0,5,50,67,32,0,149
80105105603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,5,5,0,0,3,3,4,0,0,10,3,3,0,0,14,0,6,0,0,4,9,3,5,0,17,3,0,0,0,14,3,4,0,0,10,0,0,0,0,4,10,21,0,0,35,3,3,0,0,9,0,0,0,0,0,51,51,12,5,117
80105105604,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,6,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,7,3,5,0,8,3,3,0,0,11,0,7,0,0,10,0,10,0,0,7,0,44,0,0,50,0,4,3,0,9,0,0,0,0,0,24,69,14,4,113
80105105605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,0,0,0,9,5,4,0,0,11,5,0,0,0,7,3,8,0,0,12,5,3,0,0,14,0,10,0,0,8,15,44,4,0,68,0,0,5,0,3,0,0,0,0,0,49,78,14,0,145
80105105606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,6,4,0,0,7,0,0,0,0,4,5,0,0,0,9,6,3,0,0,3,6,18,0,0,25,0,0,6,0,3,0,0,0,0,0,21,29,10,0,60
80105105607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,0,0,3,4,3,0,0,8,3,4,0,0,7,5,5,4,0,9,4,57,0,0,62,0,7,0,0,3,0,0,0,0,0,30,74,9,3,117
80105105701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,4,0,0,0,4,5,0,0,0,5,9,0,0,0,5,3,0,0,0,3,11,4,0,0,16,3,4,0,0,9,6,5,0,0,10,12,3,0,0,12,19,13,5,0,37,3,4,0,0,13,0,0,0,0,0,75,29,10,0,117
80105105702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,6,0,5,0,0,3,0,0,0,0,5,3,8,5,0,11,9,5,0,0,11,0,3,0,0,5,0,3,0,0,5,8,10,0,0,14,0,4,0,0,4,0,0,0,0,0,25,30,14,0,71
80105105703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,3,0,3,6,0,0,0,4,0,0,3,0,0,4,0,0,0,3,0,0,0,0,0,4,6,0,0,13,9,0,0,0,3,5,0,0,0,7,0,0,0,0,3,7,12,0,0,23,0,0,0,0,3,0,0,0,0,0,35,28,17,0,78
80105105704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,0,0,0,4,0,0,0,0,3,4,0,0,0,9,0,8,5,0,7,3,0,0,0,7,6,5,0,0,7,0,0,0,0,5,16,13,0,0,28,0,0,0,0,0,0,0,0,0,0,40,29,9,4,81
80105105705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,6,0,0,0,6,4,0,3,0,7,3,4,3,0,13,3,0,6,0,10,5,0,0,0,12,4,3,0,0,12,6,6,0,0,5,6,9,0,0,6,13,23,0,0,38,0,0,3,0,12,3,0,0,0,3,72,50,13,0,133
80105105706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,3,4,4,0,8,4,0,0,0,8,3,0,0,0,3,4,0,0,0,8,8,5,0,0,9,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,35,18,8,7,60
80105105708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,4,0,0,0,9,3,0,0,0,3,3,0,4,0,11,5,3,4,0,18,3,9,0,0,12,4,3,0,0,7,5,9,0,0,12,8,28,3,0,36,0,0,0,0,0,0,0,0,0,0,48,45,21,3,120
80105105709,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,10,3,0,3,0,6,3,0,0,0,7,7,3,0,0,6,4,3,0,0,9,10,7,0,0,14,4,0,0,0,7,4,0,4,0,14,3,8,0,0,11,0,3,0,0,3,0,0,0,0,0,46,31,14,3,99
80105105711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,3,3,0,3,0,12,11,4,0,0,16,6,0,7,0,13,8,0,3,0,15,28,9,3,0,46,24,5,0,0,28,15,10,0,0,21,13,6,0,0,17,25,12,4,0,43,6,6,0,0,12,0,0,0,0,0,147,54,25,12,243
80105105712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,5,0,7,9,0,0,0,13,5,0,0,0,3,10,0,0,0,6,17,0,3,0,20,19,0,0,0,21,9,0,0,0,19,8,0,0,0,8,21,5,0,0,25,0,0,0,0,5,0,0,0,0,0,107,16,8,4,133
80105105713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,5,0,3,0,0,0,0,4,6,0,3,0,4,0,0,0,0,0,0,5,0,0,3,0,0,3,0,5,4,0,0,0,8,0,9,4,0,11,0,0,0,0,4,10,21,0,0,28,0,0,5,0,4,0,0,0,0,0,22,46,20,0,88
80105105714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,3,0,0,3,3,8,0,0,9,0,9,0,0,6,13,18,5,0,26,0,0,0,0,0,0,0,0,0,0,21,31,7,0,66
80105105715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,4,0,0,9,0,0,0,0,0,3,0,0,0,3,4,0,0,0,3,3,5,0,3,10,4,0,4,0,3,0,0,0,0,0,0,6,0,0,6,5,0,0,0,7,0,0,0,0,0,25,21,8,4,61
80105105801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,3,3,0,4,0,0,0,0,4,0,0,7,0,9,0,0,0,0,3,3,5,7,0,16,0,7,5,0,7,4,5,0,0,14,5,9,0,0,14,9,55,4,0,64,0,8,0,0,8,0,0,0,0,0,30,87,28,6,153
80105105802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,8,3,0,0,0,3,4,0,0,0,3,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,7,0,4,0,15,4,5,0,0,10,7,0,0,0,9,3,0,0,0,10,8,38,0,0,44,0,4,0,0,5,0,0,0,0,0,54,43,21,0,111
80105105803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,3,0,4,8,0,0,0,13,0,3,0,0,9,6,3,0,0,10,19,17,3,0,41,4,5,0,0,3,0,0,0,0,0,50,37,19,4,112
80105105804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,5,0,0,0,0,5,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,6,0,5,0,4,4,0,0,0,3,7,0,0,0,9,0,10,0,0,9,0,4,0,0,3,6,18,0,0,22,0,6,0,0,7,0,0,0,0,0,27,42,14,0,84
80105105805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,3,0,0,0,7,9,0,0,0,6,3,0,0,0,8,0,4,0,0,3,3,0,0,0,4,11,11,0,0,26,0,4,3,0,5,0,0,0,0,0,24,24,11,0,65
80105105806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,0,0,6,3,0,0,0,3,0,4,0,0,4,4,4,0,0,6,0,3,0,0,10,0,4,0,0,4,0,0,0,0,6,4,15,0,0,23,0,0,0,0,3,0,0,0,0,0,33,38,10,0,72
80105105807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,7,0,5,0,12,0,0,0,0,4,0,0,0,0,4,5,0,4,0,13,10,0,0,0,10,7,10,0,0,15,3,3,0,0,8,17,49,0,0,74,4,0,0,0,7,0,0,0,0,0,65,71,15,0,156
80105105808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,4,0,8,3,0,0,0,3,6,7,7,0,16,4,0,0,0,7,5,4,3,0,9,3,0,0,0,13,18,44,0,0,63,3,8,0,0,10,0,0,0,0,0,60,66,12,0,135
80105105809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,8,0,7,0,3,8,0,3,0,0,5,4,4,0,0,4,8,32,0,0,45,3,0,0,0,10,0,0,0,0,0,36,52,6,3,97
80105105810,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,3,3,5,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,6,4,0,0,3,3,3,0,0,0,3,0,6,0,0,9,12,24,0,0,38,0,0,0,0,7,0,0,0,0,0,32,43,4,5,85
80105105811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,6,3,0,0,0,3,4,0,0,0,3,3,0,4,0,9,9,0,0,0,15,3,0,0,0,6,0,6,0,0,7,26,41,3,0,65,7,3,0,0,7,0,0,0,0,0,59,49,14,0,126
80105105812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,5,0,0,0,0,6,0,0,0,3,5,4,5,0,9,4,0,0,0,6,5,0,0,0,3,3,4,0,0,3,10,28,0,0,39,4,5,0,0,7,0,0,0,0,0,38,43,13,0,96
80105105813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,5,4,0,0,0,5,6,0,0,0,5,0,0,0,0,4,0,0,0,0,0,7,3,3,0,10,4,7,4,0,14,13,0,0,0,18,8,6,0,0,16,8,5,0,0,11,27,8,0,0,37,0,0,3,0,5,0,0,0,0,0,76,32,25,4,134
80105105814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105106003,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,4,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,5,0,6,15,3,0,0,19,11,8,0,0,24,19,3,0,0,30,13,6,0,0,16,38,13,3,0,52,8,3,0,0,7,0,0,0,0,0,118,39,23,0,180
80105106006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,6,4,0,0,0,4,6,0,0,0,6,16,0,0,0,17,4,0,0,0,8,3,5,4,0,12,4,3,0,0,3,8,34,3,0,44,0,3,5,0,6,0,0,0,0,0,45,56,15,0,112
80105106007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,6,0,0,0,6,8,0,0,0,14,5,0,0,0,9,0,0,0,0,0,9,34,3,0,41,0,0,0,0,3,0,0,0,0,0,35,40,5,4,86
80105106008,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,5,5,0,0,0,4,9,0,0,0,9,6,0,0,0,3,8,0,0,0,14,9,0,0,0,8,7,0,0,0,12,7,0,0,0,7,7,0,0,0,5,3,0,0,0,3,0,0,0,0,0,65,9,9,6,76
80105106009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105106010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,8,0,0,0,10,6,0,0,0,12,11,0,0,0,12,0,0,0,0,0,21,0,0,0,22,0,0,0,0,0,0,0,0,0,0,57,7,7,0,68
80105106011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,6,0,0,0,11,0,0,0,0,11,8,0,0,0,4,13,15,0,0,35,0,0,0,0,0,0,0,0,0,0,43,30,4,0,74
80105106012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,4,0,0,0,0,4,0,4,0,9,3,0,0,0,3,4,0,0,0,6,0,0,0,0,0,5,0,0,0,6,10,0,0,0,10,13,0,0,0,17,4,0,0,0,5,27,10,0,0,42,10,0,0,0,14,0,0,0,0,0,88,16,10,4,119
80105106013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,3,0,0,11,0,0,0,0,0,0,0,0,0,0,23,7,0,0,27
80105106014,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,8,0,3,0,7,4,0,0,0,4,4,3,0,0,6,3,4,0,0,5,16,5,4,0,22,10,0,0,0,14,13,0,4,0,18,12,4,0,0,18,28,12,0,0,38,0,4,0,0,5,0,0,0,0,0,104,27,19,6,151
80105106015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,8,0,3,0,6,0,0,0,0,0,6,5,0,0,10,11,0,0,0,11,6,0,0,0,15,4,0,0,3,11,25,11,0,0,33,4,0,0,0,6,0,0,0,0,0,74,20,10,0,108
80105106101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,5,0,5,0,0,4,3,0,4,0,5,0,0,4,0,7,3,0,3,0,9,5,6,0,0,16,3,5,4,0,9,3,7,0,0,6,5,6,0,0,12,4,24,4,0,35,3,0,0,0,4,0,0,0,0,0,34,54,26,4,119
80105106102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,6,6,0,0,0,6,0,0,0,0,6,0,0,0,0,0,9,0,3,0,13,6,0,0,0,9,5,10,0,0,13,0,6,0,0,6,4,23,3,0,29,0,4,0,0,3,0,0,0,0,0,34,45,11,0,89
80105106103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,5,0,10,6,9,5,0,16,7,10,0,0,19,11,6,0,0,16,9,0,0,0,11,17,14,0,0,37,4,3,0,0,3,0,0,0,0,0,48,50,14,0,119
80105106106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,0,0,0,9,0,0,0,0,0,0,4,0,0,4,0,5,0,0,9,4,16,0,0,23,0,0,0,0,0,0,0,0,0,0,18,33,3,0,57
80105106107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,0,0,0,3,0,0,0,0,0,8,0,0,0,8,5,0,0,0,0,3,4,4,0,6,4,6,0,0,9,0,6,0,0,10,0,0,0,0,3,0,26,4,0,35,4,0,0,0,3,0,0,0,0,0,33,45,14,0,91
80105106108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,3,0,0,0,3,3,0,6,0,9,0,5,3,0,6,0,0,0,0,6,6,4,5,0,7,4,0,3,0,18,6,5,5,0,11,0,5,0,0,12,0,5,0,0,8,6,26,0,0,25,0,3,0,0,0,0,0,0,0,0,43,52,22,5,125
80105106109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,7,6,5,0,0,6,0,0,0,0,4,0,0,0,0,0,7,5,4,0,15,0,6,0,0,5,0,14,0,0,14,0,7,0,0,6,8,40,0,0,49,0,3,0,0,9,0,0,0,0,0,35,70,15,3,116
80105106110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,5,0,0,3,0,3,11,4,3,0,19,0,6,4,0,10,0,6,0,0,7,6,6,0,0,13,11,32,0,0,41,0,6,0,0,7,0,0,0,0,0,32,61,15,0,105
80105106111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,4,0,5,5,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,3,4,0,0,12,3,6,0,0,10,0,7,0,0,6,3,25,0,0,30,3,3,0,0,7,0,0,0,0,0,25,50,14,3,92
80105106112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,5,0,0,0,4,0,0,4,0,4,0,0,0,0,3,7,0,0,0,9,10,0,0,0,11,0,5,3,0,9,0,0,0,0,0,3,20,0,0,22,0,0,0,0,0,0,0,0,0,0,30,35,15,0,79
80105106113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,5,0,0,9,4,7,3,0,15,3,11,0,0,16,5,4,0,0,13,4,0,0,0,5,3,5,5,0,13,0,0,0,0,0,0,0,0,0,0,27,33,12,0,73
80105106114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,10,0,0,3,0,6,9,0,5,0,9,10,8,3,3,26,16,4,0,0,24,12,3,0,0,24,11,6,0,0,15,17,8,0,0,23,3,9,0,0,10,0,0,0,0,0,78,34,27,10,140
