SA1_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
80101100101,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,7,11,0,18,0,0,0,0,0,0,0,0,0,0,30,12,11,22,17,21,15,17,5,143,..,0,3,25,16,23,17,9,0,102,..,0,4,9,11,9,0,0,0,29,..,0,0,3,4,5,0,0,0,6,53,..,..,..,..,..,..,..,..,53,..,15,..,..,..,..,..,..,..,15,..,3,6,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,3,0,0,0,0,5,..,0,0,0,0,0,7,9,4,22,0,0,0,0,0,0,0,0,0,0,53,25,17,35,34,34,27,23,11,259
80101100102,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,4,0,11,0,0,0,0,0,0,0,0,0,0,37,29,15,28,27,12,19,11,3,179,..,0,15,31,49,29,23,18,4,165,..,4,4,10,3,0,0,0,0,22,..,0,0,0,4,3,3,0,0,9,74,..,..,..,..,..,..,..,..,74,..,27,..,..,..,..,..,..,..,27,..,12,5,6,0,0,0,0,0,17,..,0,0,0,0,0,0,0,0,0,..,0,5,0,0,0,0,0,0,3,..,7,4,0,0,0,0,0,0,20,..,0,0,0,0,4,8,11,3,24,0,0,0,0,0,0,0,0,0,0,74,56,36,48,52,34,29,26,10,364
80101100103,..,5,11,0,0,0,0,0,0,18,..,0,0,0,0,0,3,9,0,12,0,0,0,0,0,0,0,0,0,3,46,29,38,29,33,16,18,16,7,216,..,0,17,44,32,24,17,10,7,145,..,0,16,7,7,0,0,0,0,32,..,0,0,4,4,8,0,0,5,18,92,..,..,..,..,..,..,..,..,92,..,14,..,..,..,..,..,..,..,14,..,7,0,0,0,0,0,0,0,12,..,0,0,0,0,3,0,0,0,9,..,9,15,8,0,0,0,0,0,29,..,12,16,0,0,0,0,0,0,29,..,0,0,0,0,0,3,7,0,13,0,0,0,0,0,0,0,0,0,3,92,43,61,66,48,34,19,22,6,396
80101100104,..,5,0,0,0,0,0,0,0,9,..,0,0,0,0,3,3,3,0,10,0,0,0,0,0,0,0,0,0,5,27,27,19,36,31,41,20,19,0,214,..,0,21,44,44,55,28,27,0,218,..,3,8,7,9,5,3,0,0,37,..,0,0,0,0,4,0,0,0,11,72,..,..,..,..,..,..,..,..,72,..,34,..,..,..,..,..,..,..,34,..,7,10,0,3,0,0,0,0,23,..,4,0,0,0,0,0,0,0,6,..,0,6,0,0,0,0,0,0,3,..,6,9,0,0,0,0,0,0,23,..,0,0,0,0,3,7,6,3,19,0,0,0,0,0,0,0,0,0,7,72,59,47,63,58,67,40,38,8,443
80101100105,..,0,5,0,0,3,0,0,0,13,..,0,0,0,5,3,9,7,3,26,0,0,0,0,0,3,0,0,0,4,49,29,20,37,41,43,35,18,12,283,..,0,10,45,50,35,38,33,9,219,..,0,9,10,12,7,8,0,0,50,..,0,0,7,3,9,0,0,4,26,113,..,..,..,..,..,..,..,..,113,..,35,..,..,..,..,..,..,..,35,..,15,12,3,4,0,0,0,0,32,..,0,0,0,0,0,3,0,0,8,..,6,4,0,0,0,0,0,0,19,..,3,7,0,0,5,0,0,0,21,..,0,0,0,5,9,4,8,4,30,0,0,0,0,0,6,0,0,0,4,111,64,46,62,71,76,52,42,20,554
80101100106,..,3,0,0,0,0,0,0,0,7,..,0,4,0,3,7,5,5,7,26,0,0,0,0,0,0,0,0,0,0,38,22,23,36,29,37,21,20,9,221,..,0,14,41,39,36,28,27,8,188,..,0,6,10,5,18,3,3,0,56,..,0,0,4,3,0,4,0,0,8,84,..,..,..,..,..,..,..,..,84,..,22,..,..,..,..,..,..,..,22,..,7,8,0,0,0,0,0,0,19,..,0,4,0,0,0,0,0,0,10,..,3,4,0,4,0,0,0,0,11,..,9,8,0,0,0,0,0,0,14,..,0,4,0,4,9,6,3,8,38,0,0,5,3,0,0,0,0,0,7,83,45,53,59,60,62,44,36,13,453
80101100201,..,8,3,0,0,0,0,0,0,17,..,0,5,6,8,10,8,6,0,41,0,0,0,0,0,0,3,0,0,9,26,29,49,26,23,22,13,12,0,203,..,0,38,31,9,4,0,5,0,87,..,8,18,8,3,0,0,0,0,46,..,0,5,0,10,6,0,3,0,24,40,..,..,..,..,..,..,..,..,40,..,7,..,..,..,..,..,..,..,7,..,4,3,0,0,5,0,0,0,17,..,11,3,0,0,0,0,0,0,18,..,4,7,3,0,3,0,0,0,17,..,20,13,3,7,4,5,0,0,53,..,3,14,14,19,13,8,3,0,76,0,6,0,4,0,0,3,0,0,7,40,71,107,66,43,37,16,13,0,400
80101100202,..,6,5,0,0,0,0,0,0,9,..,7,5,3,4,7,8,0,7,32,0,0,0,0,0,0,0,0,0,8,35,14,53,33,16,17,14,4,7,187,..,0,31,34,7,9,13,0,0,92,..,0,10,8,0,4,0,0,0,21,..,0,9,10,11,5,0,0,0,29,61,..,..,..,..,..,..,..,..,61,..,7,..,..,..,..,..,..,..,7,..,0,3,3,0,0,0,0,0,17,..,5,0,0,0,0,3,0,0,9,..,3,10,0,0,0,0,0,0,10,..,11,10,6,0,0,0,0,0,27,..,4,7,6,10,9,9,4,7,59,3,0,5,3,0,0,0,0,0,9,65,36,91,69,29,23,21,10,5,347
80101100203,..,23,26,4,0,0,0,0,0,51,..,4,19,16,12,10,4,13,0,73,0,0,0,0,0,0,0,0,0,0,22,60,154,54,19,24,8,11,0,351,..,16,107,52,10,14,8,7,0,205,..,25,65,13,9,0,0,0,0,112,..,0,6,4,8,4,0,0,0,18,56,..,..,..,..,..,..,..,..,56,..,0,..,..,..,..,..,..,..,0,..,4,10,3,0,0,0,0,0,13,..,6,9,0,5,0,0,0,0,27,..,12,29,6,0,0,0,0,0,45,..,35,48,9,3,0,0,0,0,97,..,11,30,29,17,12,6,9,0,120,0,0,0,0,0,0,0,0,0,4,56,112,299,114,48,30,21,16,0,702
80101100205,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101100208,..,7,8,5,0,0,0,0,0,14,..,0,5,3,8,4,11,4,0,34,0,0,0,0,0,0,0,0,0,0,28,29,59,28,27,10,15,6,0,204,..,0,21,33,13,6,9,4,0,86,..,9,35,15,3,3,0,0,0,70,..,0,8,8,13,0,0,0,0,28,61,..,..,..,..,..,..,..,..,61,..,8,..,..,..,..,..,..,..,8,..,7,0,0,0,0,0,0,0,11,..,7,3,0,0,0,0,0,0,12,..,0,6,0,0,0,0,0,0,10,..,11,19,5,0,0,0,0,0,36,..,0,7,3,21,10,16,9,0,65,0,0,0,0,0,0,0,0,0,4,65,47,98,70,53,22,27,12,6,388
80101100209,..,4,5,0,5,0,0,0,0,11,..,0,10,0,0,0,0,0,0,14,0,0,4,0,0,0,0,0,0,9,26,17,50,17,14,8,7,0,0,133,..,3,27,14,10,3,3,0,0,67,..,9,16,8,0,0,0,0,0,34,..,0,5,10,0,0,0,0,0,13,36,..,..,..,..,..,..,..,..,36,..,6,..,..,..,..,..,..,..,6,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,4,0,0,9,..,5,5,0,0,0,0,0,0,13,..,12,10,0,5,3,0,0,0,21,..,0,17,13,7,5,4,0,0,50,0,3,6,0,3,0,0,0,0,15,38,41,84,42,26,18,10,0,0,265
80101100210,..,5,4,0,0,0,0,0,0,16,..,0,6,7,5,10,5,3,0,32,0,0,0,0,0,0,0,0,0,8,20,27,39,27,15,19,18,10,0,181,..,0,17,24,9,16,16,18,0,99,..,10,23,14,0,0,3,0,0,43,..,0,0,0,4,0,3,0,0,16,37,..,..,..,..,..,..,..,..,37,..,7,..,..,..,..,..,..,..,7,..,3,0,0,0,0,0,0,0,9,..,10,0,0,3,0,0,0,0,15,..,4,3,4,5,0,3,0,0,20,..,11,10,7,4,6,0,0,0,34,..,0,11,14,15,12,5,11,0,63,0,0,0,0,3,0,3,0,0,13,37,41,77,53,45,31,33,26,3,339
80101100211,..,10,7,0,0,4,0,0,0,26,..,0,10,11,4,9,4,3,4,37,0,0,0,0,0,0,0,0,0,7,42,48,88,39,20,13,16,9,3,265,..,10,70,43,12,8,8,4,0,142,..,15,43,7,3,0,0,0,0,71,..,3,3,8,11,6,0,0,0,30,74,..,..,..,..,..,..,..,..,74,..,10,..,..,..,..,..,..,..,10,..,6,0,7,0,0,0,0,0,17,..,4,8,0,0,0,0,0,0,14,..,11,18,3,0,0,0,0,0,35,..,19,25,0,4,4,0,0,0,55,..,8,14,18,21,13,9,6,4,92,0,5,3,4,0,0,3,0,0,18,74,87,184,86,47,30,24,11,7,557
80101100212,..,11,3,0,0,0,0,0,3,13,..,0,0,4,0,0,8,31,34,77,0,0,0,0,0,0,0,0,0,6,28,19,29,18,10,8,28,56,50,248,..,0,26,24,8,13,29,49,36,182,..,8,11,5,0,0,7,4,0,34,..,0,0,3,4,5,0,0,0,8,50,..,..,..,..,..,..,..,..,50,..,0,..,..,..,..,..,..,..,0,..,0,4,3,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,6,..,4,0,0,0,0,0,0,0,4,..,16,3,5,0,0,6,0,3,26,..,0,0,3,0,0,8,46,37,98,0,0,0,0,0,0,0,0,0,4,50,34,48,43,13,19,48,95,77,423
80101100213,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,10,..,5,0,0,0,0,0,0,0,7,..,6,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,3,5,0,0,0,0,0,19
80101100215,..,14,20,9,0,0,0,0,0,37,..,3,21,14,4,0,4,0,0,56,0,0,0,0,0,0,0,0,0,4,12,58,129,32,8,8,4,5,0,258,..,4,78,26,3,0,0,3,0,127,..,30,73,8,5,3,0,0,0,109,..,0,0,0,5,0,0,0,0,6,22,..,..,..,..,..,..,..,..,22,..,5,..,..,..,..,..,..,..,5,..,3,0,0,0,0,0,0,0,3,..,0,7,0,0,0,0,0,0,16,..,14,11,0,0,0,0,0,0,22,..,34,48,9,0,0,0,0,0,81,..,15,56,24,10,7,7,3,0,127,0,4,6,0,0,0,0,0,0,9,22,99,274,74,23,16,7,7,0,525
80101100216,..,48,42,3,0,0,0,0,0,94,..,34,59,8,11,5,3,0,0,119,0,4,3,0,0,0,0,0,0,11,44,196,363,43,24,18,12,0,0,693,..,34,219,54,21,17,8,0,0,354,..,125,223,19,0,0,0,0,0,369,..,0,7,7,3,4,0,0,0,21,88,..,..,..,..,..,..,..,..,88,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,3,..,16,11,3,0,0,0,0,0,34,..,18,34,0,0,0,0,0,0,57,..,85,83,0,0,0,0,0,0,172,..,65,126,14,19,10,3,0,0,238,0,6,9,0,0,0,0,0,0,19,88,363,717,99,45,31,12,0,0,1361
80101100217,..,14,10,6,0,0,0,0,0,28,..,4,6,6,0,3,5,4,0,38,0,0,0,0,0,0,0,0,0,5,8,39,68,28,14,7,5,3,0,175,..,0,34,16,3,7,7,3,0,72,..,8,47,8,8,0,0,0,0,68,..,0,0,6,0,0,0,0,0,7,17,..,..,..,..,..,..,..,..,17,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,0,4,0,0,0,0,0,0,8,..,6,9,0,0,0,0,0,0,16,..,22,34,0,0,0,0,0,0,61,..,8,19,16,10,10,9,4,0,83,0,4,4,4,0,0,0,0,0,5,17,60,155,55,28,22,18,4,0,347
80101100218,..,11,11,8,0,0,0,0,0,18,..,5,20,13,10,3,5,0,0,66,0,0,0,0,0,0,0,0,0,0,15,45,118,45,18,14,11,0,0,258,..,0,84,41,5,7,10,0,0,148,..,20,68,6,5,0,0,0,0,99,..,0,0,6,4,0,0,0,0,10,32,..,..,..,..,..,..,..,..,32,..,6,..,..,..,..,..,..,..,6,..,0,0,0,0,0,0,0,0,5,..,4,10,0,0,0,0,0,0,23,..,7,4,0,0,0,0,0,0,12,..,18,26,3,0,0,0,0,0,53,..,20,46,26,21,9,5,0,0,127,0,0,0,0,0,0,0,0,0,3,33,81,237,89,38,21,14,0,0,517
80101100219,..,0,9,0,0,0,0,0,0,11,..,7,19,11,3,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,13,24,89,32,5,3,3,3,0,165,..,0,39,26,10,3,0,0,0,79,..,15,62,4,0,0,0,0,0,86,..,0,0,0,3,0,0,0,0,9,23,..,..,..,..,..,..,..,..,23,..,6,..,..,..,..,..,..,..,6,..,0,0,0,0,0,0,0,0,0,..,0,6,0,0,0,0,0,0,9,..,3,4,0,0,0,0,0,0,4,..,7,30,5,0,0,0,0,0,42,..,10,53,22,9,3,6,0,0,106,0,0,6,3,0,0,0,0,0,3,23,47,199,62,18,11,3,0,0,374
80101100220,..,0,3,0,0,0,0,0,0,5,..,0,6,6,4,0,0,0,0,29,0,0,0,0,0,0,0,0,0,3,12,20,44,24,13,0,3,0,0,111,..,4,28,32,9,3,0,0,0,73,..,5,32,3,5,0,0,0,0,46,..,0,0,0,0,0,0,0,0,4,20,..,..,..,..,..,..,..,..,20,..,0,..,..,..,..,..,..,..,0,..,0,3,0,0,0,0,0,0,3,..,4,0,0,0,0,0,0,0,9,..,0,4,0,0,0,0,0,0,4,..,4,11,0,0,0,0,0,0,17,..,3,15,19,13,3,0,0,0,51,0,0,0,0,0,0,0,0,0,3,20,27,92,53,27,5,5,0,0,233
80101100221,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101100222,..,10,6,0,0,0,0,0,0,19,..,11,27,11,4,0,0,5,0,63,0,0,4,0,0,0,0,0,0,4,28,45,121,40,14,12,8,7,3,270,..,6,63,46,13,12,7,8,3,165,..,36,56,14,0,4,0,0,0,109,..,0,4,6,4,0,0,0,0,17,43,..,..,..,..,..,..,..,..,43,..,3,..,..,..,..,..,..,..,3,..,0,3,0,0,0,0,0,0,8,..,3,0,0,0,0,0,0,0,3,..,0,10,0,0,0,0,0,0,14,..,24,19,0,0,0,0,0,0,44,..,15,56,32,18,15,4,5,3,143,0,0,3,5,0,0,0,0,0,7,49,89,216,107,39,30,12,17,4,566
80101100223,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101100224,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,9
80101100225,..,18,7,0,0,0,0,0,0,26,..,3,7,5,3,5,4,0,0,36,0,0,0,0,0,5,0,0,0,6,11,39,68,25,14,15,14,9,0,193,..,0,46,37,8,13,13,11,4,134,..,16,34,4,0,0,0,0,0,58,..,0,0,3,0,0,0,0,0,9,27,..,..,..,..,..,..,..,..,27,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,3,0,0,0,0,0,0,0,6,..,9,4,0,0,0,0,0,0,16,..,29,18,0,4,6,0,0,0,51,..,11,29,15,10,12,4,3,0,85,0,0,0,0,0,3,3,0,0,9,27,73,141,55,29,32,22,13,6,392
80101100301,..,15,12,0,0,0,0,0,0,31,..,0,4,4,0,4,0,0,0,15,0,0,9,0,0,0,0,0,0,3,19,32,75,24,10,7,10,3,0,181,..,7,39,43,9,5,12,6,0,117,..,6,27,7,0,0,0,0,0,45,..,0,0,0,3,5,0,0,0,6,50,..,..,..,..,..,..,..,..,50,..,4,..,..,..,..,..,..,..,4,..,6,0,0,0,0,0,0,0,8,..,7,9,0,0,0,0,0,0,15,..,7,8,0,0,0,0,0,0,17,..,36,43,8,0,0,0,0,0,81,..,0,15,8,3,5,3,0,0,32,0,6,10,0,0,0,0,0,0,14,51,67,154,69,18,18,15,6,0,398
80101100304,..,13,13,0,0,0,0,0,0,36,..,14,31,21,13,10,0,0,0,85,0,0,0,0,0,0,0,0,0,9,49,70,134,74,48,26,18,7,0,424,..,0,66,85,40,38,20,9,0,260,..,21,69,10,4,3,0,0,0,111,..,0,0,4,11,5,0,0,0,22,96,..,..,..,..,..,..,..,..,96,..,28,..,..,..,..,..,..,..,28,..,16,7,0,0,0,0,0,0,22,..,4,11,5,0,4,0,3,0,22,..,6,7,5,0,0,0,0,0,10,..,29,31,3,0,0,0,0,0,71,..,28,57,37,23,12,0,0,0,156,0,3,5,4,3,0,0,0,0,14,96,132,262,148,84,60,26,12,4,819
80101100306,..,23,16,0,0,0,0,0,0,42,..,0,3,6,5,5,4,5,0,31,0,0,0,0,0,0,0,0,0,7,29,31,55,28,20,16,19,3,3,209,..,0,28,31,16,12,18,5,7,112,..,8,27,6,3,0,7,0,0,43,..,0,0,0,4,4,0,0,0,19,55,..,..,..,..,..,..,..,..,55,..,3,..,..,..,..,..,..,..,3,..,8,0,0,0,0,0,0,0,3,..,0,6,0,0,0,0,0,0,6,..,8,11,0,0,0,0,0,0,19,..,35,32,4,0,0,0,0,0,71,..,0,3,12,5,8,12,3,0,45,0,0,3,0,0,0,0,0,0,7,56,57,104,57,32,28,30,11,9,380
80101100307,..,17,6,0,0,3,0,0,0,28,..,0,0,0,0,0,3,3,0,16,0,0,0,0,0,0,0,0,0,3,16,34,26,12,10,13,8,10,0,128,..,0,10,22,16,7,8,4,0,63,..,0,4,3,3,0,0,0,0,15,..,0,0,0,3,5,0,0,0,9,26,..,..,..,..,..,..,..,..,26,..,6,..,..,..,..,..,..,..,6,..,8,0,0,0,0,0,0,0,7,..,0,3,0,0,0,0,0,0,10,..,9,6,0,0,0,0,0,0,20,..,30,23,5,0,7,0,0,0,63,..,0,5,0,0,0,3,8,0,17,0,0,3,0,0,0,0,0,0,11,26,54,59,37,23,21,15,12,0,242
80101100308,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,36,0,31,0,0,0,0,0,0,0,36,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,46,5,0,0,0,0,0,0,47,0,46,7,0,0,0,0,0,0,53
80101100309,..,27,12,0,0,0,0,0,0,35,..,0,4,5,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,14,44,45,20,15,5,4,0,0,154,..,0,21,25,12,8,3,0,0,75,..,9,25,0,0,0,0,0,0,40,..,0,0,4,7,0,0,0,0,14,40,..,..,..,..,..,..,..,..,40,..,15,..,..,..,..,..,..,..,15,..,5,7,0,0,0,0,0,0,9,..,3,10,4,0,0,0,0,0,14,..,9,12,0,0,0,0,0,0,15,..,33,14,0,0,0,0,0,0,52,..,0,3,5,5,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,40,64,92,42,26,16,14,0,0,289
80101100310,..,0,5,0,0,0,0,0,0,11,..,0,0,0,0,0,4,0,0,6,0,5,0,0,0,0,0,0,0,5,11,22,21,17,16,13,12,4,0,111,..,0,10,11,17,22,11,6,0,85,..,0,9,8,3,5,0,0,0,20,..,0,0,3,6,0,0,0,0,7,30,..,..,..,..,..,..,..,..,30,..,15,..,..,..,..,..,..,..,15,..,9,0,0,0,0,0,0,0,8,..,3,0,0,0,0,0,0,0,5,..,9,14,3,0,0,0,0,0,26,..,6,11,0,0,0,0,0,0,23,..,0,0,4,0,0,4,0,0,10,0,5,0,0,0,0,0,0,0,4,30,43,47,35,33,25,13,4,0,242
80101100311,..,10,9,0,0,0,0,0,0,25,..,0,0,0,3,0,4,0,0,10,0,0,5,0,0,0,0,0,0,3,12,24,47,14,11,21,19,9,0,155,..,0,22,15,11,21,18,15,0,102,..,0,15,4,0,4,4,0,0,31,..,0,3,0,3,8,0,0,0,11,25,..,..,..,..,..,..,..,..,25,..,3,..,..,..,..,..,..,..,3,..,9,5,0,0,0,0,0,0,18,..,4,0,0,0,0,0,0,0,5,..,6,0,0,0,0,0,0,0,9,..,16,20,5,0,0,0,0,0,49,..,0,0,0,3,0,4,0,0,11,0,0,6,0,0,0,0,0,0,10,25,40,80,26,17,35,28,11,3,276
80101100312,..,18,18,0,3,0,0,0,0,48,..,0,3,5,0,5,3,0,0,24,0,0,0,0,0,0,0,0,0,0,46,61,73,42,31,29,21,7,5,318,..,5,35,54,37,44,32,9,0,220,..,13,25,6,6,5,0,0,0,55,..,0,6,3,6,0,0,0,5,13,80,..,..,..,..,..,..,..,..,80,..,35,..,..,..,..,..,..,..,35,..,0,0,0,0,3,0,0,0,6,..,10,0,0,0,0,0,4,0,18,..,12,22,0,0,0,0,0,0,33,..,30,46,5,7,3,0,0,0,91,..,0,9,11,0,9,3,3,0,37,0,3,3,0,0,0,0,0,0,4,80,110,142,84,58,60,38,19,5,600
