CED_CODE_2021,M_Y12e_15_19,M_Y12e_20_24,M_Y12e_25_34,M_Y12e_35_44,M_Y12e_45_54,M_Y12e_55_64,M_Y12e_65_74,M_Y12e_75_84,M_Y12e_85ov,M_Y12e_Tot,M_Y11e_15_19,M_Y11e_20_24,M_Y11e_25_34,M_Y11e_35_44,M_Y11e_45_54,M_Y11e_55_64,M_Y11e_65_74,M_Y11e_75_84,M_Y11e_85ov,M_Y11e_Tot,M_Y10e_15_19,M_Y10e_20_24,M_Y10e_25_34,M_Y10e_35_44,M_Y10e_45_54,M_Y10e_55_64,M_Y10e_65_74,M_Y10e_75_84,M_Y10e_85ov,M_Y10e_Tot,M_Y9e_15_19,M_Y9e_20_24,M_Y9e_25_34,M_Y9e_35_44,M_Y9e_45_54,M_Y9e_55_64,M_Y9e_65_74,M_Y9e_75_84,M_Y9e_85ov,M_Y9e_Tot,M_Y8b_15_19,M_Y8b_20_24,M_Y8b_25_34,M_Y8b_35_44,M_Y8b_45_54,M_Y8b_55_64,M_Y8b_65_74,M_Y8b_75_84,M_Y8b_85ov,M_Y8b_Tot,M_DNGTS_15_19,M_DNGTS_20_24,M_DNGTS_25_34,M_DNGTS_35_44,M_DNGTS_45_54,M_DNGTS_55_64,M_DNGTS_65_74,M_DNGTS_75_84,M_DNGTS_85_ov,M_DNGTS_Tot,M_Hghst_yr_schl_ns_15_19,M_Hghst_yr_schl_ns_20_24,M_Hghst_yr_schl_ns_25_34,M_Hghst_yr_schl_ns_35_44,M_Hghst_yr_schl_ns_45_54,M_Hghst_yr_schl_ns_55_64,M_Hghst_yr_schl_ns_65_74,M_Hghst_yr_schl_ns_75_84,M_Hghst_yr_schl_ns_85_ovr,M_Hghst_yr_schl_ns_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Y12e_15_19,F_Y12e_20_24,F_Y12e_25_34,F_Y12e_35_44,F_Y12e_45_54,F_Y12e_55_64,F_Y12e_65_74,F_Y12e_75_84,F_Y12e_85ov,F_Y12e_Tot,F_Y11e_15_19,F_Y11e_20_24,F_Y11e_25_34,F_Y11e_35_44,F_Y11e_45_54,F_Y11e_55_64,F_Y11e_65_74,F_Y11e_75_84,F_Y11e_85ov,F_Y11e_Tot,F_Y10e_15_19,F_Y10e_20_24,F_Y10e_25_34,F_Y10e_35_44,F_Y10e_45_54,F_Y10e_55_64,F_Y10e_65_74,F_Y10e_75_84,F_Y10e_85ov,F_Y10e_Tot,F_Y9e_15_19,F_Y9e_20_24,F_Y9e_25_34,F_Y9e_35_44,F_Y9e_45_54,F_Y9e_55_64,F_Y9e_65_74,F_Y9e_75_84,F_Y9e_85ov,F_Y9e_Tot,F_Y8b_15_19,F_Y8b_20_24,F_Y8b_25_34,F_Y8b_35_44,F_Y8b_45_54,F_Y8b_55_64,F_Y8b_65_74,F_Y8b_75_84,F_Y8b_85ov,F_Y8b_Tot,F_DNGTS_15_19,F_DNGTS_20_24,F_DNGTS_25_34,F_DNGTS_35_44,F_DNGTS_45_54,F_DNGTS_55_64,F_DNGTS_65_74,F_DNGTS_75_84,F_DNGTS_85_ov,F_DNGTS_Tot,F_Hghst_yr_schl_ns_15_19,F_Hghst_yr_schl_ns_20_24,F_Hghst_yr_schl_ns_25_34,F_Hghst_yr_schl_ns_35_44,F_Hghst_yr_schl_ns_45_54,F_Hghst_yr_schl_ns_55_64,F_Hghst_yr_schl_ns_65_74,F_Hghst_yr_schl_ns_75_84,F_Hghst_yr_schl_ns_85_ovr,F_Hghst_yr_schl_ns_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Y12e_15_19,P_Y12e_20_24,P_Y12e_25_34,P_Y12e_35_44,P_Y12e_45_54,P_Y12e_55_64,P_Y12e_65_74,P_Y12e_75_84,P_Y12e_85ov,P_Y12e_Tot,P_Y11e_15_19,P_Y11e_20_24,P_Y11e_25_34,P_Y11e_35_44,P_Y11e_45_54,P_Y11e_55_64,P_Y11e_65_74,P_Y11e_75_84,P_Y11e_85ov,P_Y11e_Tot,P_Y10e_15_19,P_Y10e_20_24,P_Y10e_25_34,P_Y10e_35_44,P_Y10e_45_54,P_Y10e_55_64,P_Y10e_65_74,P_Y10e_75_84,P_Y10e_85ov,P_Y10e_Tot,P_Y9e_15_19,P_Y9e_20_24,P_Y9e_25_34,P_Y9e_35_44,P_Y9e_45_54,P_Y9e_55_64,P_Y9e_65_74,P_Y9e_75_84,P_Y9e_85ov,P_Y9e_Tot
CED801,1133,3681,8873,8765,7075,5551,4087,1882,470,41517,119,199,402,435,488,512,335,141,36,2664,267,384,1010,935,1404,1843,1295,632,218,7989,61,32,128,130,160,228,301,228,80,1334,12,19,61,65,90,135,291,286,129,1084,7,5,26,39,35,29,32,33,11,218,137,176,511,410,331,298,308,269,126,2571,1735,4495,11008,10778,9584,8586,6653,3470,1071,57379,1074,3785,9612,9566,7800,6122,3887,1669,461,43972,95,124,332,334,426,514,373,185,54,2430,169,228,768,707,1295,2080,2051,1177,402,8874,37,30,113,108,151,255,468,350,142,1652,12,14,40,51,77,191,346,408,235,1369,0,0,18,25,32,58,44,65,43,290,104,140,410,357,295,263,345,329,208,2465,1498,4319,11298,11145,10080,9485,7507,4172,1547,61049,2210,7461,18484,18336,14878,11674,7978,3554,927,85489,214,319,734,768,916,1022,707,323,88,5088,435,616,1777,1643,2700,3920,3345,1805,615,16864,98,59,237,239,308,482,766,572,221,2988
CED802,1928,6362,11939,8662,6989,5470,4180,2078,702,48318,68,119,280,227,244,251,172,103,47,1509,116,159,406,387,600,820,565,375,153,3576,28,25,59,74,94,94,131,124,64,697,7,4,41,51,69,78,134,195,135,718,0,9,55,37,36,26,33,18,12,226,306,598,848,535,400,389,330,220,118,3745,2458,7272,13630,9974,8428,7122,5548,3124,1223,58789,2222,6883,12161,9267,7464,5714,4158,2020,722,50611,57,81,173,164,196,238,215,186,89,1403,76,100,287,266,478,889,1007,776,442,4315,11,18,48,38,58,114,194,209,172,861,13,7,22,42,49,112,222,300,261,1030,0,3,34,22,32,34,39,62,47,274,347,538,725,417,325,289,333,271,229,3478,2714,7632,13447,10204,8603,7383,6183,3823,1972,61968,4148,13242,24099,17931,14462,11182,8341,4097,1423,98925,122,201,450,389,447,486,390,288,140,2912,192,258,692,646,1070,1709,1576,1157,598,7892,38,38,111,113,143,205,329,336,241,1556
CED803,1146,4456,11631,11500,7628,4162,2811,1204,273,44810,144,229,491,499,445,354,190,77,18,2440,234,308,976,847,1204,1281,879,445,100,6273,43,36,127,130,157,151,267,168,44,1118,17,13,75,104,86,142,223,214,94,969,3,13,91,68,62,59,39,39,12,378,139,239,658,490,348,218,167,128,53,2445,1728,5293,14053,13638,9920,6369,4577,2269,593,58439,1224,4603,12491,11981,7676,4262,2681,1047,249,46207,114,154,352,388,381,397,265,122,37,2221,149,213,693,752,1153,1479,1528,757,211,6923,50,25,96,109,132,192,387,220,86,1293,10,12,54,82,121,191,348,292,131,1255,4,15,62,49,70,94,71,66,27,454,123,204,588,423,291,201,227,156,79,2294,1668,5219,14344,13791,9828,6809,5505,2661,821,60649,2365,9060,24124,23481,15296,8427,5493,2248,520,91021,261,385,847,887,830,751,453,196,56,4668,390,514,1669,1602,2358,2761,2405,1197,311,13195,86,60,229,238,283,344,655,382,132,2408
CED894,5,16,34,16,11,13,0,3,0,106,0,4,3,3,0,3,0,0,0,15,3,5,9,11,9,4,4,0,0,54,6,0,0,0,4,0,0,0,0,14,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,11,30,19,16,8,4,0,97,16,44,60,62,53,38,21,6,0,306,11,29,34,30,18,19,4,0,0,140,0,4,0,4,0,5,4,0,0,17,5,4,3,0,8,5,0,3,0,29,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,7,7,3,8,7,0,0,34,16,39,53,33,30,35,10,8,0,229,16,48,70,42,28,29,7,3,0,247,0,6,3,11,0,3,4,0,0,28,12,15,17,9,18,14,6,3,0,84,6,0,5,4,4,0,0,3,0,19
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
