CED_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
CED801,0,5,31,155,101,111,49,23,9,489,0,3,0,11,3,17,16,9,4,75,0,8,11,39,20,17,16,3,0,115,22,128,182,841,438,403,384,290,103,2796,111,273,230,688,265,235,273,229,116,2419,4419,9589,8262,22450,10085,9486,7512,4174,1547,77528,0,7,6,62,10,20,15,5,0,121,8763,17321,14232,29428,13749,11958,8864,4234,1364,109931,0,19,28,230,70,48,23,9,0,423,0,0,0,31,8,26,29,23,6,120,0,3,3,79,11,13,9,0,0,120,0,0,11,33,18,15,9,3,0,87,3,20,35,145,74,76,40,13,4,408,0,6,6,48,36,35,47,21,5,203,11,56,75,779,216,240,158,70,24,1634,0,0,0,11,32,69,121,134,41,416,0,17,17,36,15,23,22,16,3,143,15,168,191,624,632,1166,961,723,267,4748,0,11,32,117,53,59,26,11,4,323,3,19,13,83,53,26,24,10,6,228
CED802,3,38,81,263,120,105,55,17,11,691,0,3,4,23,5,6,8,9,5,71,0,0,9,30,9,13,5,0,0,71,23,188,245,1304,353,292,283,179,113,2971,94,223,861,1069,307,267,293,197,172,3488,3065,6944,12414,23665,8603,7392,6187,3827,1970,74059,0,5,21,92,23,8,11,4,0,167,5743,11923,17220,28008,11198,9366,7305,4001,1788,96554,4,30,40,290,42,21,9,4,0,434,0,0,5,26,12,12,18,14,3,89,0,8,16,136,21,9,3,5,0,210,0,10,33,57,24,13,12,5,0,157,8,42,48,217,134,99,59,32,0,640,5,8,9,75,43,38,27,25,6,230,18,115,1010,2455,408,366,213,95,43,4713,0,3,8,22,20,56,98,109,50,364,0,11,6,36,4,9,16,8,10,103,25,191,579,818,684,942,852,650,293,5037,0,8,24,100,38,38,21,23,4,257,7,41,52,163,63,45,17,7,11,408
CED803,5,39,93,494,235,182,105,29,6,1194,0,0,3,19,6,9,11,11,0,70,0,7,37,65,43,14,10,0,0,170,28,169,280,1298,446,337,291,162,64,3065,162,320,288,897,264,174,154,103,34,2396,5478,10833,9481,28147,9833,6818,5508,2661,821,79572,4,24,54,233,80,35,20,4,0,456,10666,19302,13940,29186,11990,7513,5606,2669,720,101597,9,45,84,644,180,84,32,8,0,1082,0,0,0,56,35,50,30,15,9,198,0,14,12,162,55,19,6,0,0,275,0,0,17,79,47,33,22,5,0,208,8,29,23,136,84,37,25,5,0,348,0,10,5,112,82,87,70,41,0,402,18,109,585,3416,607,564,373,101,21,5794,0,4,8,64,50,100,193,120,35,575,0,44,32,117,35,25,27,9,0,296,16,164,226,655,568,686,653,390,148,3513,0,11,31,211,100,84,45,22,3,512,0,10,7,59,26,11,3,7,4,124
CED894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,6,0,0,0,9,0,0,0,11,4,8,4,0,0,30,9,13,74,91,30,35,10,8,0,273,0,0,0,0,0,0,0,0,0,0,20,15,115,127,54,43,11,3,0,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
