CED_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
CED801,0,20,13,44,30,17,18,10,0,158,3,27,41,87,73,42,34,11,8,324,0,14,21,153,80,74,80,34,4,463,0,4,0,8,8,7,0,3,0,37,4,14,21,56,8,14,9,3,0,136,0,5,0,13,14,3,6,0,0,46,17,59,60,130,63,55,39,20,0,447,0,11,17,69,74,98,51,14,6,339,0,0,5,26,13,11,14,12,7,89,0,5,13,40,26,14,4,0,0,109,14,157,174,755,380,388,315,219,81,2485,107,300,268,784,304,278,242,192,89,2571,4785,10171,8955,21800,9592,8586,6654,3475,1071,75080,0,4,4,27,0,12,4,0,0,52,4213,8376,6801,14729,7043,6247,4683,2374,838,55303,0,12,6,123,37,22,13,0,0,212,0,0,0,19,5,6,11,12,6,65,0,3,0,49,10,5,3,0,0,72,0,0,6,18,10,5,6,4,0,50,0,12,9,85,35,36,27,9,6,223
CED802,3,21,51,68,27,14,6,4,0,195,0,13,72,117,68,31,34,9,0,356,3,20,42,189,58,52,23,17,3,404,0,12,16,102,16,3,0,0,0,152,0,14,39,85,16,11,5,0,0,173,0,0,0,25,10,9,10,0,0,60,22,107,119,259,102,76,54,35,4,783,3,22,53,182,90,91,47,13,9,516,0,0,0,10,16,11,21,13,8,75,0,0,5,32,16,18,7,4,0,84,27,193,246,1190,362,259,191,144,61,2682,100,220,852,1274,386,391,299,184,91,3806,3173,7362,11837,23618,8437,7127,5548,3122,1223,71449,0,0,8,23,7,3,3,0,0,52,2822,5769,8831,13870,5614,4748,3795,2254,1127,48827,0,8,24,133,20,9,3,4,0,209,0,0,3,14,7,10,5,3,0,54,0,4,12,77,14,0,3,5,0,116,0,9,9,36,10,12,8,3,0,87,3,24,26,127,78,54,28,8,0,347
CED803,7,19,14,66,48,20,11,5,0,193,0,37,65,136,108,49,31,11,3,441,3,32,71,307,127,107,70,25,8,748,0,4,5,82,7,7,0,0,0,112,3,20,45,86,21,9,4,3,0,196,0,0,4,39,8,8,0,0,0,62,9,52,59,128,60,37,24,9,4,379,8,23,62,316,171,164,85,17,14,855,0,0,3,11,9,18,15,11,3,74,0,3,12,71,39,17,4,0,0,150,19,197,264,1154,447,332,238,140,42,2841,172,322,315,976,298,205,117,82,19,2505,5864,11627,9753,27715,9924,6370,4581,2268,593,78697,0,9,26,91,27,15,7,3,0,182,5156,9285,6853,14646,6007,3892,3073,1454,434,50812,3,23,44,321,69,47,9,0,0,516,0,0,0,21,21,28,11,14,4,100,0,4,3,89,26,7,6,0,0,143,0,0,13,47,24,17,19,8,0,120,4,6,13,78,46,19,14,3,0,176
CED894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,14,0,0,8,25,14,13,7,0,0,75,18,13,66,125,53,38,21,6,0,336,0,0,0,0,0,0,0,0,0,0,8,5,64,43,17,23,3,3,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
