CED_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
CED801,0,0,9,72,235,162,405,510,134,95,104,100,47,30,47,1950,11,22,31,28,181,43,30,9,0,0,7,5,0,0,10,377,4,10,23,51,59,37,49,43,13,4,6,0,0,3,11,328,0,6,21,65,72,105,180,129,11,20,10,24,7,0,6,673,0,5,34,57,233,164,239,158,14,14,9,18,11,11,9,972,0,0,5,9,15,24,20,23,3,6,9,3,0,0,0,109,0,3,10,26,74,96,142,87,18,14,15,13,16,4,19,525,163,598,1650,1000,721,392,620,381,45,43,36,27,19,15,115,5814,8,13,45,111,105,133,173,117,25,40,34,53,42,10,11,915,0,0,8,202,214,90,125,87,22,10,19,15,8,0,26,824,114,281,805,882,879,765,1159,825,182,244,189,221,111,47,138,6845,541,1750,3881,3668,4504,3741,7056,5856,1311,1393,1301,1091,522,239,834,37696
CED802,0,0,5,43,111,116,190,228,52,58,81,79,42,11,8,1031,23,17,25,39,126,27,39,19,0,9,11,0,0,0,3,338,7,5,24,44,45,47,116,65,21,28,19,18,11,7,10,464,0,22,23,82,96,128,223,62,11,19,20,37,5,14,5,745,4,3,10,42,113,151,189,134,25,45,41,41,10,3,15,834,0,0,0,0,27,36,71,86,24,21,24,19,8,3,9,324,0,0,6,29,46,50,126,91,16,38,29,35,5,0,9,481,188,547,1259,901,653,507,964,435,64,57,72,76,65,32,133,5952,8,21,83,159,168,195,345,248,42,67,69,94,91,40,30,1647,0,0,12,152,209,158,197,182,55,70,51,56,28,0,39,1212,124,242,522,664,619,773,1096,1072,275,387,559,626,321,53,143,7466,573,1713,3091,3236,3807,4216,7535,6337,1772,2341,2401,2307,1236,310,792,41662
CED803,0,0,16,42,269,285,518,478,91,99,97,121,32,10,34,2103,12,0,14,21,126,44,32,28,3,0,3,0,5,0,4,294,3,7,15,46,53,38,106,51,13,9,7,4,10,5,5,377,0,6,8,29,51,102,286,263,33,45,34,40,17,0,7,930,0,7,20,21,170,249,505,336,47,44,42,27,16,4,7,1496,0,0,0,6,15,33,66,70,15,9,11,8,3,0,7,256,0,0,5,24,49,73,211,137,22,20,20,23,4,4,16,613,102,433,929,671,469,318,634,412,73,55,60,56,26,5,61,4305,4,0,36,72,81,105,198,156,29,32,36,33,25,13,7,822,0,0,5,203,415,339,421,291,77,73,65,57,32,3,56,2043,57,178,520,607,865,1021,2206,1236,340,324,350,353,122,36,146,8354,347,1169,2494,2654,4155,5187,13713,9973,2398,2768,2616,2315,864,205,918,51771
CED894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,3,0,0,0,0,0,5,26,0,0,10,7,15,14,12,18,6,0,3,9,3,5,13,121
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
