SAL_CODE_2021,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
SAL80098,0,97,187,48,11,11,0,0,360,0,12,22,8,6,5,0,0,54,28,146,165,65,11,8,0,0,425,10,57,72,42,8,5,0,0,199,17,95,65,34,13,7,6,0,228,5,4,3,3,0,0,0,0,21,3,0,3,0,3,0,0,0,17,27,103,72,34,15,7,3,0,260,0,0,4,0,0,0,0,0,12,12,24,28,12,3,7,0,0,91,89,442,555,208,63,42,8,0,1400,5,91,134,28,7,7,0,0,269,0,26,35,16,3,0,0,0,78,29,238,212,63,21,12,5,0,577,17,57,71,27,11,3,0,0,187,27,64,42,23,8,0,5,0,170,4,7,3,3,0,0,0,0,17,4,5,7,7,7,3,0,0,27,34,76,49,35,16,3,5,0,219,4,3,3,0,0,0,0,0,8,14,39,32,12,0,4,4,0,104,99,526,536,180,63,29,10,0,1446,7,185
SAL80099,0,74,138,123,93,40,31,0,501,0,19,11,28,18,13,8,0,104,36,137,134,105,69,64,34,9,596,10,20,33,31,35,30,10,0,178,21,48,39,41,59,41,14,5,272,3,0,3,4,0,0,0,0,11,0,0,4,0,3,3,0,0,11,26,48,47,45,59,47,19,5,299,0,3,0,3,0,4,0,0,17,22,28,26,30,21,29,22,24,204,96,341,393,375,296,225,126,49,1891,4,78,138,125,70,32,9,0,461,3,17,48,44,32,20,3,0,163,45,167,170,130,117,65,26,16,734,6,23,32,42,51,40,20,14,231,18,22,35,35,29,11,5,0,157,3,3,0,4,5,6,0,0,24,0,0,4,0,7,14,6,3,37,21,28,43,38,40,26,13,10,222,3,0,3,0,5,3,0,0,16,22,21,26,28,29,22,31,53,230,96,332,458,408,341,208,119,90,2059,5,153
SAL80100,5,122,165,85,59,29,7,7,474,0,28,25,20,26,10,4,0,103,43,217,188,138,78,47,21,0,738,12,84,114,79,54,19,24,3,396,73,235,171,95,87,40,40,12,749,18,12,13,9,7,0,0,0,45,5,6,15,6,8,10,0,0,55,96,250,191,111,100,51,45,11,846,0,4,4,0,6,4,0,0,17,32,45,52,24,18,12,17,3,199,185,752,736,461,330,168,124,28,2777,4,115,136,60,34,14,6,0,371,4,64,62,42,28,17,0,0,215,54,324,297,175,98,55,25,9,1030,35,95,135,99,67,49,25,0,501,63,137,125,99,52,22,16,0,514,15,13,14,16,7,3,0,0,71,3,10,12,13,23,26,11,0,104,78,158,155,131,79,54,33,0,686,0,3,0,0,3,3,9,0,22,20,39,41,29,18,29,25,10,218,192,802,816,532,333,220,126,15,3037,3,237
SAL80101,0,41,70,105,92,74,26,6,415,0,6,6,31,36,23,9,0,105,51,89,102,136,117,72,29,7,603,6,21,37,83,75,22,23,0,272,40,54,50,75,69,40,38,3,361,3,4,0,3,0,0,0,0,14,0,0,4,10,15,12,3,0,40,40,57,52,86,84,52,44,3,413,0,3,0,4,0,0,0,0,13,8,9,11,18,18,12,10,4,83,107,231,274,462,423,257,132,16,1906,8,45,75,90,60,22,7,0,300,0,12,37,32,34,30,8,0,153,48,92,143,169,116,61,25,3,667,8,30,40,93,73,56,16,0,323,26,30,31,51,41,14,3,0,196,8,3,10,5,11,7,0,0,39,3,0,0,13,20,20,9,3,76,37,35,46,71,65,44,13,3,314,0,0,3,8,3,3,3,0,24,4,4,10,5,11,19,10,0,74,115,228,356,472,370,220,91,4,1855,11,90
SAL80102,6,89,102,122,96,74,28,11,536,0,18,19,28,28,21,6,0,113,97,184,102,131,109,66,17,4,707,17,18,22,46,19,9,4,4,133,14,46,31,33,23,20,11,11,194,9,4,0,0,0,0,0,0,13,0,3,4,0,0,7,0,0,18,21,56,35,35,27,26,11,11,220,0,0,0,0,0,0,0,0,15,22,30,11,14,11,14,0,5,99,163,391,290,370,293,214,73,32,1823,6,122,136,127,81,63,10,3,554,5,33,32,40,37,18,11,0,178,104,210,112,146,100,79,26,6,778,11,24,26,36,34,22,10,0,170,19,20,14,11,22,3,3,4,89,5,10,0,0,3,0,3,0,19,4,0,5,5,7,7,4,5,46,26,26,17,23,28,12,11,7,147,0,0,3,0,0,3,0,0,15,9,13,17,19,9,6,7,11,95,164,437,343,398,298,202,74,32,1944,14,215
SAL80103,0,4,7,16,26,18,7,0,83,0,0,0,0,4,9,0,0,14,10,16,14,25,17,27,12,0,124,0,0,6,6,3,4,0,0,23,5,6,0,7,4,7,0,0,30,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,6,0,8,4,7,4,0,36,0,0,0,0,0,0,3,0,4,3,0,3,0,4,4,3,0,23,20,29,30,60,61,62,28,10,300,0,10,3,17,23,11,5,0,69,0,0,3,5,0,0,0,0,16,14,11,10,33,10,17,8,0,113,0,0,0,7,14,6,7,0,37,3,0,0,4,3,9,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,3,7,7,6,0,34,0,0,0,0,0,5,0,0,0,0,0,3,5,5,6,0,0,17,16,22,30,77,59,51,20,8,281,0,13
SAL80104,0,3,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,4,3,0,5,0,0,19,0,4,6,0,0,3,0,0,13,0,4,6,5,7,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,6,4,11,5,0,0,32,0,0,0,0,0,0,0,0,0,3,11,10,14,8,3,0,0,55,4,29,30,27,22,13,3,0,125,0,7,0,0,6,0,0,0,9,0,0,3,3,0,0,0,0,9,0,12,7,3,5,0,0,0,27,0,4,7,8,0,5,0,0,15,0,0,4,6,0,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,3,0,0,4,5,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,14,6,0,3,0,0,0,28,3,33,21,15,12,10,0,0,101,0,5
SAL80105,0,10,12,11,16,13,3,0,58,0,0,4,7,7,0,0,0,22,3,16,19,22,22,24,3,0,125,6,5,13,13,14,4,0,0,54,14,35,16,27,30,14,3,6,144,7,0,0,0,0,0,0,0,11,0,0,5,0,0,0,0,0,11,17,38,22,29,32,25,5,6,164,0,0,0,0,0,0,0,0,0,9,4,3,8,8,3,0,0,35,36,78,72,87,97,69,19,4,457,0,6,8,5,9,4,0,0,41,0,6,6,8,3,3,0,0,35,7,31,32,15,28,19,3,0,138,4,10,19,11,24,13,4,0,93,5,18,10,21,16,4,0,0,78,0,3,0,0,0,4,0,0,11,0,3,0,0,0,4,0,0,12,15,25,14,22,21,9,0,0,99,0,0,0,0,0,6,0,0,4,4,12,5,7,0,3,4,0,36,34,91,90,77,90,58,16,3,445,0,16
SAL80106,5,55,44,25,19,6,4,7,157,0,4,7,8,7,7,0,0,35,15,78,68,30,18,16,21,11,260,3,21,20,13,15,11,8,5,87,8,36,27,26,19,14,19,13,161,4,7,4,0,0,0,0,0,15,0,0,4,3,0,5,0,3,19,14,43,35,27,21,21,20,17,198,3,3,0,0,0,0,0,0,8,12,20,12,10,8,10,18,23,108,50,216,187,109,82,71,74,64,860,3,49,44,25,12,9,9,3,151,0,10,15,21,8,10,5,4,78,25,93,62,34,27,26,25,9,298,4,19,23,24,15,10,15,10,130,17,23,17,14,9,6,5,6,98,10,0,0,4,4,3,0,3,23,5,0,0,5,3,8,4,0,26,25,23,24,21,11,19,13,9,138,0,6,0,0,0,0,0,5,12,10,16,8,9,10,6,39,57,157,60,209,172,141,95,90,108,97,971,8,105
SAL80107,5,46,70,59,49,32,8,0,266,0,8,9,19,25,8,0,0,76,24,101,134,77,57,39,7,0,444,13,38,43,40,38,24,0,0,201,30,78,79,57,48,32,23,4,349,11,6,3,4,0,0,0,0,21,0,5,5,5,0,0,0,0,15,38,87,87,65,52,32,23,5,387,0,0,4,6,3,4,0,0,19,17,31,22,22,15,10,5,0,109,91,321,373,279,234,149,43,15,1506,0,65,84,52,43,15,3,0,267,4,14,27,33,20,12,0,0,110,27,164,139,87,59,49,9,0,536,13,32,39,49,49,28,19,0,229,24,50,49,41,32,22,0,0,217,5,5,5,0,4,0,0,0,13,6,5,3,12,13,16,4,0,51,40,57,50,57,42,35,5,0,295,0,4,0,0,3,0,0,0,14,10,20,27,22,7,17,9,0,109,89,365,374,309,228,150,39,8,1555,5,113
SAL80108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80109,0,27,34,47,43,30,12,6,180,0,0,11,14,12,9,0,0,44,12,57,47,49,33,27,23,3,256,5,12,17,18,26,16,5,4,98,14,19,24,25,31,4,20,3,137,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,13,16,22,24,29,34,9,20,3,152,0,0,0,0,0,0,0,0,6,6,3,0,8,8,5,7,0,44,43,119,137,161,152,100,62,12,794,0,20,38,32,26,12,5,3,134,0,16,19,19,15,4,4,0,83,21,54,67,67,54,34,27,4,329,6,13,14,34,24,18,17,5,135,5,6,11,20,16,5,0,0,69,0,0,0,0,0,4,3,0,13,6,0,0,0,4,5,4,0,20,12,11,15,20,23,9,8,0,98,0,0,0,0,0,0,0,0,8,8,4,9,7,10,21,6,10,60,51,118,159,177,143,106,75,23,845,0,45
SAL80110,0,184,115,37,17,17,4,0,380,3,37,29,9,13,10,0,0,94,59,322,160,64,34,24,12,4,674,7,56,53,26,20,5,4,3,177,25,77,50,25,22,8,9,0,217,5,7,0,4,0,0,0,0,18,0,5,4,0,3,0,0,0,19,31,85,53,26,29,8,7,5,247,0,7,0,4,0,0,0,0,12,18,56,30,17,14,10,3,0,147,117,753,438,182,130,68,35,14,1736,5,246,110,51,20,14,5,0,446,7,71,21,17,20,13,9,0,148,87,412,145,65,49,33,7,4,808,24,65,39,39,29,19,10,3,232,28,44,25,23,17,11,0,4,161,3,8,4,0,3,0,0,0,17,3,6,4,9,9,3,5,0,39,28,57,36,36,31,19,8,6,218,0,4,3,3,0,0,3,0,13,21,45,11,16,9,7,5,0,112,185,904,370,223,153,97,43,7,1983,5,429
SAL80111,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,3,4,3,0,3,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,5,3,3,20,10,0,5,5,44,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,9,0,0,0,0,3,0,0,0,10,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,11,12,3,7,0,34,0,0
SAL80112,0,19,58,77,54,34,20,10,274,0,0,8,12,12,6,3,0,54,25,53,52,77,77,61,24,9,380,0,10,3,15,16,7,3,0,58,6,9,16,8,20,7,7,9,77,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,3,13,14,9,16,8,24,9,7,9,92,0,0,0,8,0,0,0,0,14,6,9,8,6,5,13,3,3,50,49,99,152,202,182,135,69,30,914,4,23,58,49,51,18,6,4,219,0,12,16,10,24,16,4,0,83,21,60,71,110,66,50,18,18,408,9,7,13,16,22,29,10,10,114,0,6,7,8,10,8,4,0,44,0,0,0,0,3,0,0,0,9,0,0,0,3,8,0,5,7,24,3,4,13,13,19,6,3,8,75,0,0,0,0,5,3,3,3,14,4,9,7,12,11,10,7,9,59,38,111,175,217,197,126,54,51,963,4,45
SAL80113,0,36,27,15,26,23,15,0,147,0,5,4,5,15,6,0,0,38,24,71,23,16,34,23,11,0,205,3,24,5,7,9,10,5,0,63,0,6,3,12,6,3,0,0,33,5,4,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,4,0,10,7,13,5,3,0,0,57,0,0,0,0,0,0,0,0,0,9,18,7,14,9,5,3,0,71,49,157,83,73,102,72,38,5,576,0,43,27,25,14,18,3,0,140,0,10,3,10,8,10,4,0,50,34,44,19,22,36,25,22,0,195,4,8,5,0,18,8,7,4,43,3,8,5,6,7,0,0,0,24,6,4,0,0,0,0,0,0,7,0,0,0,0,0,3,4,0,7,5,7,4,5,7,6,3,0,45,0,0,0,0,0,0,0,0,0,10,4,7,4,4,10,3,0,47,53,115,68,69,89,78,39,3,526,6,77
SAL80114,0,18,16,7,11,6,4,0,52,0,10,4,3,8,0,0,0,22,12,30,32,18,17,9,5,0,133,9,23,35,24,17,19,4,0,120,26,78,61,57,42,37,9,4,311,6,3,5,3,0,0,0,0,14,3,3,0,0,0,0,0,0,12,32,81,65,63,43,40,9,4,341,0,0,0,0,3,3,0,0,7,9,7,12,12,13,5,0,0,59,60,169,162,131,108,81,20,3,735,0,21,17,0,0,3,0,0,48,0,9,8,10,4,5,0,0,34,8,54,39,39,21,15,0,0,183,9,22,28,34,32,14,0,0,141,27,50,28,30,21,5,0,0,165,4,0,7,0,12,0,0,0,25,4,8,3,7,11,3,0,0,32,33,61,40,31,47,13,0,0,223,0,0,0,0,0,4,0,0,9,4,16,12,7,8,5,0,0,65,51,182,147,131,114,65,10,7,695,0,35
SAL80115,0,31,37,24,26,14,10,3,136,0,11,9,5,4,5,0,0,43,12,56,68,48,37,29,15,3,260,5,13,30,32,10,15,11,0,124,16,37,32,43,23,26,27,11,213,3,0,0,0,0,0,4,0,9,0,4,6,8,6,0,0,0,21,15,45,37,50,32,30,28,11,244,0,0,0,0,0,0,0,0,10,14,15,19,13,7,4,7,0,74,44,170,197,174,112,104,66,16,888,0,35,51,28,17,10,0,0,143,0,14,21,30,15,17,5,0,100,15,77,91,55,23,40,21,3,317,8,8,20,23,31,25,14,4,138,14,18,16,19,19,13,3,0,109,0,0,3,0,7,0,0,0,9,0,0,0,4,6,16,5,0,36,16,22,25,24,25,24,12,3,154,0,0,0,0,0,3,0,0,6,15,11,22,14,10,13,8,3,84,52,170,233,181,122,132,56,14,945,0,68
SAL80116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80117,0,27,54,28,12,9,5,0,141,0,5,8,14,6,9,3,0,36,6,64,74,39,22,8,15,3,236,4,15,26,17,9,19,10,0,102,17,48,31,36,35,22,8,3,211,3,4,0,0,0,0,0,0,7,0,0,3,5,0,0,0,0,11,27,53,36,43,36,18,15,3,232,0,4,0,0,0,3,0,0,7,11,21,4,14,8,4,3,4,74,47,199,209,148,95,72,50,9,831,0,30,55,31,17,11,0,0,137,0,12,21,13,7,5,3,0,69,15,93,86,55,23,21,10,6,310,10,15,21,33,12,17,5,0,110,8,27,22,11,10,4,8,0,93,3,4,0,0,4,3,0,0,16,0,0,3,11,3,7,4,0,28,19,31,24,25,17,15,4,0,137,0,0,0,0,0,5,0,0,4,10,15,15,5,9,13,7,0,66,47,196,229,160,89,82,31,3,836,0,62
SAL80118,0,10,16,24,11,14,4,0,73,0,9,4,3,3,6,3,0,34,6,21,41,28,23,29,20,0,162,3,14,32,17,18,13,3,0,101,17,46,57,40,23,22,5,0,218,3,3,0,0,0,0,0,0,7,0,3,4,5,3,0,4,0,16,28,52,63,45,28,22,7,0,237,0,0,0,5,0,0,0,0,10,12,7,7,11,4,4,3,0,54,42,110,160,127,88,94,47,5,672,4,11,25,21,8,12,0,0,88,0,8,21,8,6,12,3,0,62,6,45,62,45,17,32,6,0,223,8,19,31,22,17,16,10,4,124,14,18,22,27,11,10,0,0,109,0,0,3,0,0,5,0,0,8,0,3,0,3,3,4,0,0,16,15,22,25,29,19,23,0,0,135,0,0,0,0,0,0,0,0,7,11,10,5,6,7,15,3,0,64,46,121,172,133,82,114,28,5,704,3,20
SAL80119,0,6,21,19,16,22,4,8,92,0,5,12,3,3,5,0,0,30,4,32,30,38,20,26,12,11,178,0,3,18,20,11,17,4,0,73,3,16,18,17,25,23,18,8,120,0,3,0,0,0,0,0,0,6,0,4,0,5,5,9,0,5,19,3,20,21,22,25,24,17,7,145,0,0,0,0,0,0,0,0,5,0,8,7,7,4,3,10,10,48,15,71,107,111,79,98,52,30,568,0,12,29,21,14,9,4,5,93,0,3,6,6,13,5,7,0,44,12,38,44,44,40,32,13,4,220,0,13,13,19,17,15,11,5,95,10,13,10,10,8,0,3,0,59,0,0,0,0,3,0,0,0,17,0,0,0,3,3,11,0,0,25,15,16,13,15,15,13,7,0,95,0,0,0,0,0,3,0,0,11,4,4,9,4,5,9,7,9,53,30,86,117,115,105,85,56,21,613,0,20
SAL80120,0,14,22,9,0,0,0,0,48,0,5,0,0,0,0,0,0,10,7,33,17,8,0,0,0,0,59,0,14,14,6,0,0,0,0,31,4,13,8,6,3,0,0,0,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,10,6,3,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,7,14,81,68,27,9,4,0,0,205,0,19,24,8,4,4,0,0,56,0,10,3,0,0,0,0,0,14,13,34,24,0,0,0,0,0,74,5,15,12,4,0,0,0,0,38,3,16,6,0,0,0,0,0,30,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,3,14,8,0,0,4,0,0,35,0,0,3,0,0,0,0,0,3,0,3,3,5,0,0,0,0,8,21,100,71,19,9,5,0,0,229,0,39
SAL80121,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,7,0,3,3,4,3,6,0,0,19,0,0,3,0,4,0,0,0,16,0,5,4,9,13,18,4,0,62,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,6,9,12,18,4,0,63,0,0,0,0,0,0,0,0,0,9,12,29,20,38,12,12,0,132,8,23,43,41,63,36,20,0,241,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,4,0,0,5,4,0,5,0,0,18,0,0,0,0,0,4,5,0,12,3,0,4,6,3,5,0,0,21,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,4,3,5,5,15,4,5,0,0,30,0,0,0,0,0,0,0,0,5,9,9,6,9,24,13,6,0,83,18,18,20,26,31,36,11,0,153,0,3
SAL80122,0,55,77,13,8,3,0,0,165,0,4,6,0,0,0,0,0,20,11,71,73,15,11,5,0,0,184,0,37,31,11,3,5,0,0,85,11,23,22,12,9,9,0,0,84,0,0,4,0,0,0,0,0,4,0,3,0,0,0,0,0,0,6,14,26,26,12,9,11,0,0,96,0,3,3,3,0,0,0,0,7,5,15,19,3,0,0,0,0,52,34,219,229,61,36,25,0,0,603,0,66,56,12,3,0,0,0,132,0,6,12,4,6,0,0,0,22,14,113,74,20,9,3,5,0,243,5,39,34,12,3,3,0,0,98,12,19,16,5,7,0,0,0,58,0,5,4,3,0,0,0,0,6,0,4,0,0,3,0,0,0,12,13,23,21,8,3,0,0,0,76,0,4,0,0,0,0,0,0,3,7,20,15,8,8,5,0,0,51,46,274,201,64,31,11,7,0,633,0,124
SAL80123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,5,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,12,0,6,0,3,0,0,0,0,3,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,4,0,0,26,0,0
