SAL_CODE_2021,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
SAL80072,0,31,46,33,28,32,19,3,199,0,0,9,17,11,18,5,0,66,17,59,55,61,46,50,32,13,327,3,9,13,25,11,12,3,0,80,13,20,21,34,17,9,14,7,123,5,3,0,3,0,0,0,0,12,0,0,0,0,0,6,0,0,13,19,28,16,32,16,18,17,10,148,0,3,0,0,0,6,0,0,4,14,12,10,6,5,7,3,4,54,48,145,142,174,119,131,89,25,884,0,30,34,43,41,28,13,0,183,3,15,17,13,13,14,11,5,85,22,69,60,68,60,42,36,5,362,11,14,24,23,19,17,24,4,142,8,17,20,6,8,8,0,0,70,3,0,5,6,0,0,5,0,11,0,0,0,6,4,12,5,0,30,12,17,28,15,14,19,7,0,117,0,0,0,0,0,0,0,0,5,6,19,8,3,4,0,12,0,62,52,162,166,172,152,131,98,15,953,0,60
SAL80073,0,25,31,20,19,13,11,0,121,0,3,8,11,14,6,4,0,39,8,51,55,43,28,17,22,5,234,5,25,32,33,15,10,4,0,117,24,65,50,54,46,27,27,10,291,10,4,5,0,0,0,0,0,19,0,3,0,4,0,6,0,0,12,25,70,57,54,50,34,25,10,324,0,0,3,0,0,0,0,0,6,8,10,14,8,3,5,3,0,58,43,182,200,173,128,80,75,10,894,0,35,29,24,7,4,5,0,106,0,13,20,16,14,8,0,0,69,11,69,77,49,29,25,13,0,281,10,28,35,29,25,19,10,0,145,16,48,35,22,12,9,3,5,152,3,0,0,0,0,4,0,0,15,3,0,0,9,6,7,3,0,37,20,51,43,35,20,19,8,3,202,3,0,3,0,0,0,5,0,6,6,3,11,5,6,10,7,4,53,45,205,211,153,111,82,50,10,866,0,64
SAL80074,0,20,37,28,18,24,14,0,146,0,12,12,10,6,8,8,0,60,10,47,67,57,28,38,17,5,268,0,7,19,29,24,10,7,0,110,20,27,29,26,19,16,11,3,148,0,0,0,0,0,0,0,0,10,0,3,4,0,0,0,3,0,11,18,29,28,26,21,16,16,3,168,0,0,0,6,0,0,0,0,5,5,6,4,6,8,11,3,0,49,36,123,181,152,108,109,66,15,798,0,30,43,30,28,4,5,0,145,0,10,15,26,13,9,0,0,84,6,68,84,72,43,28,22,5,332,3,14,20,26,19,18,11,11,124,8,18,11,14,10,8,0,0,66,5,0,0,5,3,0,0,0,13,0,3,0,9,8,10,0,0,29,6,24,11,22,21,15,6,3,111,0,0,0,0,0,0,0,0,6,3,4,10,8,6,10,3,0,49,28,153,188,184,131,92,60,25,854,0,50
SAL80075,0,56,62,26,18,15,10,0,186,0,3,9,10,6,8,4,0,45,21,124,106,58,19,41,16,4,391,3,40,51,27,28,22,9,0,180,31,109,84,84,49,47,27,8,434,6,5,7,3,0,0,0,0,24,0,6,7,6,7,5,3,0,27,41,118,97,89,58,52,27,8,488,0,4,9,0,0,0,3,0,21,13,22,26,21,3,8,15,3,102,75,361,352,232,135,144,88,16,1406,0,63,54,34,20,18,3,0,201,0,19,20,20,9,13,7,0,102,29,181,158,61,34,39,26,12,534,20,60,58,53,39,25,12,3,263,36,78,60,61,32,20,10,0,296,8,9,3,0,3,4,0,0,32,0,9,6,15,3,17,7,4,62,44,93,71,80,41,38,18,6,390,0,0,0,3,4,0,0,0,14,10,31,15,14,7,20,17,9,118,106,449,384,264,153,152,80,28,1616,3,122
SAL80076,5,31,50,74,49,40,14,13,275,0,3,18,12,20,17,0,0,67,15,52,77,64,51,41,24,20,349,4,11,7,9,12,12,8,5,72,9,15,14,13,19,11,12,10,104,0,0,0,5,0,0,0,0,9,0,0,0,4,0,0,0,0,13,7,20,17,25,15,16,12,8,122,0,3,0,0,0,0,0,0,4,0,4,7,11,7,12,5,8,48,35,127,186,187,157,131,67,50,936,0,38,66,55,41,15,11,8,227,0,10,25,23,16,20,5,0,99,28,62,78,65,66,52,26,18,404,5,12,17,19,20,16,23,22,129,3,12,11,8,8,0,5,10,56,3,0,0,0,4,0,0,0,5,0,6,0,5,6,3,4,0,24,8,16,10,9,21,9,8,7,90,0,0,0,0,0,0,0,5,5,3,11,7,12,8,8,11,27,84,46,147,203,185,176,112,85,85,1038,4,69
SAL80077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,0,5,3,0,27,0,0,0,0,0,0,0,0,0,0,10,8,4,5,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,4,5,0,0,0,24,0,3,5,0,0,0,0,0,6,3,9,13,3,0,0,0,0,29,4,26,23,14,0,3,8,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,3,3,0,0,0,0,10,0,0
SAL80078,0,20,32,39,48,51,16,5,213,0,3,3,5,15,17,3,0,45,6,54,32,31,44,27,28,6,240,0,3,10,8,11,9,10,0,60,9,12,6,13,18,11,19,6,99,5,0,0,0,0,3,0,3,8,0,0,3,3,0,0,0,0,11,13,12,16,19,18,17,16,11,124,0,0,6,0,3,3,0,0,7,5,4,5,8,7,7,7,6,41,19,94,108,123,151,137,82,20,729,0,20,42,29,38,20,8,7,154,0,3,16,11,15,13,8,0,66,18,53,51,49,59,45,26,3,300,0,0,8,14,24,29,11,3,92,7,9,11,7,10,11,0,0,58,3,0,0,0,3,0,0,0,9,0,0,0,8,3,9,4,0,31,10,8,13,10,17,23,11,4,102,0,0,4,0,3,0,6,0,15,3,5,4,5,11,5,9,0,38,31,86,134,122,157,132,77,15,764,0,33
SAL80079,0,13,30,14,18,6,5,0,82,0,3,7,8,7,5,0,0,25,10,56,61,37,31,23,4,4,239,4,32,40,20,31,21,9,0,164,33,92,67,59,66,39,12,13,385,9,5,0,4,3,0,0,0,22,0,5,13,5,8,0,0,0,26,44,103,77,64,79,36,14,8,430,0,0,0,3,3,0,0,0,11,11,14,16,12,6,12,7,0,77,69,221,233,162,180,103,40,20,1038,0,34,22,23,16,3,5,0,99,0,18,14,8,16,0,0,0,58,21,90,84,51,36,20,9,4,308,6,55,56,38,31,15,7,0,212,24,63,44,39,44,14,8,0,233,9,10,6,3,4,4,0,0,34,5,6,7,4,17,7,3,3,54,34,75,54,46,67,21,10,6,316,4,5,3,0,0,4,0,0,16,3,13,11,15,15,12,16,7,90,73,281,240,182,174,78,55,19,1105,0,45
SAL80080,0,0,20,11,0,0,0,0,35,0,0,0,0,0,0,0,0,3,0,13,24,10,3,0,0,0,47,3,10,7,0,0,0,0,0,22,9,18,10,9,4,0,0,0,41,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,18,14,8,4,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,10,45,66,31,6,4,0,0,160,0,8,25,3,0,0,0,0,39,0,0,0,0,0,0,0,0,10,9,22,31,16,0,0,0,0,73,0,15,10,4,0,5,0,0,35,4,7,5,3,0,0,0,0,24,4,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,7,12,11,3,3,0,0,0,29,0,0,0,0,0,0,0,0,0,3,3,5,3,0,6,0,0,14,13,61,80,30,0,9,0,0,198,0,11
SAL80081,6,80,99,75,68,49,18,0,397,0,14,32,22,21,32,5,0,128,55,148,155,110,82,83,37,0,675,15,46,53,57,38,43,13,0,261,31,91,93,79,63,79,40,6,486,16,10,0,5,0,0,5,0,30,8,3,5,0,5,16,3,0,45,51,105,100,83,69,99,51,7,563,0,7,9,3,0,3,0,0,25,15,31,20,22,24,23,11,0,155,136,435,463,370,305,327,138,19,2200,0,85,99,67,45,29,12,0,338,0,24,61,28,27,39,0,0,180,50,165,178,119,99,90,37,6,746,16,46,60,54,51,60,29,4,322,28,51,39,27,53,33,7,3,240,8,0,0,5,8,11,3,0,40,4,7,5,15,24,28,10,0,79,40,59,43,45,86,66,20,4,364,0,5,6,0,6,0,0,0,13,16,23,19,22,14,36,9,3,148,123,403,471,338,331,323,104,24,2108,5,165
SAL80082,0,91,111,111,88,86,38,4,531,0,19,30,32,52,40,14,3,188,46,207,209,205,174,198,61,15,1117,15,90,117,131,101,85,33,6,580,93,233,259,203,155,158,95,19,1209,25,15,5,10,0,5,5,0,59,15,10,19,19,14,24,19,4,112,130,256,276,229,171,188,110,18,1382,0,3,4,7,7,3,0,3,35,38,54,60,46,24,38,27,6,299,230,714,805,767,621,636,290,60,4128,0,76,150,110,71,48,26,0,478,8,43,82,84,55,65,14,0,351,64,278,335,266,200,204,70,10,1432,36,99,154,158,151,139,50,6,787,71,130,117,122,104,67,25,3,635,16,18,16,15,14,14,8,0,99,5,8,14,33,30,53,19,0,160,92,162,154,162,142,129,46,5,896,0,7,11,4,4,7,0,0,39,31,42,44,54,36,73,34,18,326,227,708,933,835,659,663,242,41,4305,0,164
SAL80083,5,185,175,119,79,54,20,3,634,3,45,41,21,23,18,3,0,153,74,405,159,95,98,87,24,5,954,4,38,55,36,29,11,12,0,191,13,67,41,23,22,16,6,4,199,0,3,0,0,0,0,0,0,7,5,3,5,3,0,0,5,0,12,21,81,37,25,24,14,10,4,216,0,3,10,4,0,0,0,0,23,23,98,57,43,36,28,17,0,304,135,854,538,339,294,220,85,14,2475,6,245,200,99,81,51,15,4,697,3,101,64,30,32,29,11,0,272,128,472,193,106,72,60,31,8,1060,3,50,46,43,41,30,5,0,225,18,26,17,13,19,6,0,0,102,3,10,3,3,0,5,0,0,21,0,4,0,6,10,5,6,0,30,15,36,25,18,31,11,7,0,156,0,3,4,0,0,6,0,0,10,38,91,52,36,28,32,15,5,303,203,998,580,327,282,228,92,18,2724,8,429
SAL80084,0,18,37,29,15,11,9,0,114,0,7,9,15,4,5,0,0,41,6,42,62,45,20,17,25,4,217,3,25,15,26,33,18,8,0,133,19,67,79,63,42,36,6,5,326,0,3,0,0,0,0,0,0,10,6,0,4,5,0,3,3,0,20,26,69,89,69,41,37,10,5,350,0,0,0,0,0,0,0,0,0,10,27,15,10,7,0,4,3,82,46,196,225,190,124,88,55,13,937,0,24,46,33,13,10,0,0,126,0,11,26,19,9,8,4,0,83,8,80,86,57,30,40,13,0,314,0,41,41,43,36,16,7,6,189,18,46,38,24,25,13,0,0,167,3,5,6,9,6,5,0,0,22,0,5,3,3,9,14,9,0,49,23,53,40,38,37,32,9,0,238,0,0,0,0,0,0,3,0,6,9,14,12,6,5,17,4,3,84,48,224,255,198,138,136,37,7,1036,0,43
SAL80085,8,157,73,23,11,3,0,0,281,3,17,12,9,4,0,0,0,43,64,179,62,26,15,9,0,0,354,17,31,14,7,4,0,0,0,68,26,46,16,10,3,6,0,0,106,4,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,28,50,20,10,3,6,0,0,119,5,4,0,0,0,0,0,0,6,21,39,27,3,0,3,0,0,92,144,475,202,75,41,20,6,0,959,7,119,56,23,10,0,0,0,216,5,22,10,4,7,0,0,0,44,74,218,78,26,15,4,0,0,412,21,30,15,12,15,0,0,0,90,20,26,13,6,4,0,0,0,67,0,3,0,0,0,0,0,0,6,6,0,0,5,0,0,0,0,4,28,27,12,7,4,0,0,0,73,3,0,0,5,0,0,0,0,7,30,35,17,5,3,4,0,0,88,156,448,197,75,38,19,0,0,934,16,276
SAL80086,7,153,125,91,64,42,18,8,498,0,39,16,19,19,14,4,0,107,81,248,130,76,54,51,13,7,664,10,32,26,31,14,11,4,3,133,18,47,30,30,27,29,8,9,197,4,6,0,0,4,5,0,0,24,0,3,4,0,4,0,0,0,12,25,57,33,33,37,30,13,11,230,0,7,6,0,0,0,0,0,17,21,46,30,15,4,19,24,26,185,142,579,362,267,193,167,77,52,1841,13,199,142,90,51,28,12,4,532,8,45,27,30,27,23,5,0,173,105,299,133,87,70,44,25,7,768,20,27,35,34,32,26,17,6,194,19,28,18,16,19,8,3,3,113,14,3,0,3,0,0,0,4,27,4,8,3,6,10,9,10,5,39,37,34,24,26,25,15,11,10,177,4,0,5,0,0,0,5,5,16,5,37,22,5,11,14,34,51,174,180,639,378,271,221,156,107,80,2038,16,351
SAL80087,0,76,64,44,42,16,9,4,253,0,11,9,6,14,4,4,0,53,20,91,70,50,28,25,14,6,308,16,23,38,16,10,6,7,7,126,14,35,12,24,25,11,18,13,149,7,3,0,0,0,0,0,0,10,0,0,3,3,0,0,0,6,13,16,33,16,28,27,12,20,12,172,0,0,0,0,0,0,0,0,5,11,23,13,9,9,3,10,5,81,69,254,221,156,123,70,66,37,998,0,72,64,48,22,11,3,0,226,6,22,23,17,11,6,3,0,95,20,113,62,56,40,25,23,3,344,13,37,22,28,13,11,19,4,148,19,13,11,14,7,4,4,3,76,6,0,0,0,0,0,0,4,23,0,0,3,8,7,4,5,0,22,25,21,20,19,16,8,10,3,119,0,0,0,0,0,0,0,0,15,9,10,7,11,10,13,10,9,78,68,283,194,184,108,77,80,23,1023,0,146
SAL80088,0,7,9,7,15,14,4,0,49,0,0,7,4,9,3,0,0,22,5,16,20,23,18,18,3,0,105,0,10,7,13,14,11,6,0,59,3,27,37,18,17,10,6,0,113,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,10,7,28,37,18,19,13,6,0,123,0,0,0,0,0,0,0,0,4,0,3,4,0,0,3,0,0,12,10,64,79,73,70,62,14,5,373,0,4,13,11,4,8,0,0,41,0,7,8,5,8,10,0,0,38,6,29,38,33,26,13,0,0,149,3,10,16,15,18,10,0,0,75,9,15,16,4,9,10,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,10,15,14,4,10,14,7,0,75,0,0,0,0,0,0,0,0,3,0,0,6,0,0,3,0,0,9,23,63,94,78,71,52,10,0,390,0,11
SAL80089,0,46,87,46,35,16,6,0,244,0,4,20,15,12,10,4,0,63,10,122,135,80,34,31,15,3,431,8,56,104,62,25,19,3,0,276,32,133,156,86,55,46,24,7,534,12,10,12,3,0,4,0,0,40,5,6,14,9,0,10,0,0,37,45,147,179,101,61,60,24,7,615,5,5,0,0,5,4,0,0,20,16,15,28,19,10,10,7,3,106,85,397,557,320,180,146,59,12,1755,0,65,105,41,18,13,6,0,243,0,32,44,31,16,11,6,0,134,23,187,218,96,51,48,22,0,646,17,79,110,69,50,25,10,3,356,35,83,104,45,29,20,3,0,326,7,16,3,14,3,0,0,0,43,0,4,5,12,14,9,0,0,54,47,100,119,67,51,29,7,0,415,0,3,3,0,3,0,0,0,14,17,17,28,7,8,13,10,0,100,105,482,613,306,195,142,61,6,1907,0,113
SAL80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80091,5,56,52,35,32,18,9,3,208,0,11,6,8,16,9,5,0,55,24,68,61,49,33,31,24,3,282,4,18,12,14,16,7,4,3,87,14,45,32,25,21,25,12,7,174,3,3,0,0,0,0,0,0,11,0,5,0,0,4,0,4,0,11,19,46,38,25,20,25,14,9,193,0,0,4,0,0,0,3,0,6,22,26,13,10,18,8,13,0,106,80,219,183,145,129,93,76,17,935,0,71,66,36,16,4,12,0,206,0,11,20,15,11,13,9,0,84,34,91,84,65,39,33,15,6,368,12,20,17,20,10,13,15,0,102,13,23,22,15,15,16,9,0,92,0,0,0,0,0,0,0,0,9,0,0,5,0,10,4,6,3,29,16,20,20,12,23,20,6,3,136,0,0,0,0,0,0,0,0,4,8,15,11,14,8,9,10,3,83,79,234,222,153,115,108,68,17,983,12,127
SAL80092,0,58,55,38,32,25,27,6,229,0,5,10,16,9,12,5,0,58,19,101,80,48,43,48,25,15,375,8,26,22,26,23,11,6,0,121,16,33,27,26,33,9,19,3,169,5,5,0,0,0,0,0,0,5,3,0,6,0,4,0,0,0,15,17,37,34,30,38,14,17,0,182,0,0,0,0,0,0,0,0,10,3,20,20,9,10,11,3,0,72,51,244,222,164,159,113,86,28,1058,0,62,61,36,19,9,6,0,187,0,10,25,22,19,16,7,3,95,24,120,98,68,58,35,27,9,439,11,21,33,36,36,16,16,3,178,13,18,11,13,15,7,5,0,92,4,4,0,3,0,0,0,0,12,0,0,3,6,0,7,4,0,26,22,21,17,26,16,16,13,6,130,0,3,0,0,0,0,0,0,10,5,16,11,0,5,12,10,4,71,61,253,251,179,158,105,79,21,1108,0,116
SAL80093,0,20,33,19,26,32,6,0,137,0,0,6,3,15,9,5,0,43,11,52,43,39,37,35,11,3,222,3,7,22,20,15,16,3,0,82,21,40,18,36,33,25,6,5,174,3,5,0,0,0,0,0,0,8,0,0,0,0,5,4,0,0,8,24,44,17,33,32,31,6,5,200,0,0,0,0,0,0,0,0,3,9,12,7,5,6,3,4,0,51,45,137,133,137,132,125,33,6,742,0,29,22,22,22,13,0,0,106,0,4,9,16,21,21,0,0,74,13,64,70,59,54,38,10,0,306,6,14,17,25,32,12,9,0,116,12,17,11,22,18,8,0,0,104,6,3,0,0,0,0,0,0,14,0,0,0,4,4,10,0,0,21,17,21,10,27,31,23,0,0,135,0,0,0,0,0,3,3,0,12,8,5,8,8,3,6,3,0,47,43,135,132,156,163,114,32,5,791,0,45
SAL80094,0,16,37,34,19,23,8,0,145,0,0,14,6,12,3,6,0,41,17,41,56,44,27,35,28,3,254,8,18,25,26,14,17,13,3,121,27,52,51,55,29,23,13,5,255,5,3,0,0,0,0,0,0,6,5,0,0,5,5,0,0,0,21,33,58,57,52,37,25,18,5,283,7,0,0,4,0,0,0,0,11,13,8,10,5,9,8,6,0,55,70,144,198,172,121,121,82,10,916,0,32,46,40,12,14,4,0,149,0,3,24,9,9,16,6,0,71,18,66,91,57,40,39,24,5,327,8,21,26,27,32,23,17,0,155,13,17,29,24,14,8,0,0,107,9,5,3,4,7,4,4,0,28,0,3,3,4,4,4,3,0,29,18,26,33,37,25,13,9,0,161,0,0,5,0,3,0,0,0,9,9,13,6,7,10,7,10,0,58,49,160,225,183,128,109,58,4,925,0,46
SAL80095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
SAL80096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80097,0,27,31,34,44,23,6,5,172,0,7,14,15,22,10,4,0,67,12,65,95,57,54,51,12,8,362,8,24,42,49,38,43,8,9,226,24,77,78,70,91,55,30,16,433,3,5,3,0,0,0,0,0,13,4,3,11,6,8,12,3,7,42,26,88,93,72,97,61,37,23,494,0,0,3,0,3,3,0,0,8,5,13,7,7,14,12,20,5,90,54,224,274,238,274,209,94,45,1422,0,31,39,20,30,11,4,0,137,0,10,22,15,27,12,8,0,95,25,108,117,93,71,50,19,13,501,8,35,58,59,71,37,39,17,330,20,37,38,41,41,30,10,6,223,7,0,6,3,3,0,5,0,17,0,0,5,7,24,18,11,5,77,22,38,53,50,68,49,25,12,315,0,5,0,3,7,5,0,0,21,7,6,12,12,17,24,25,21,125,63,238,308,253,294,189,121,65,1534,0,60
