SAL_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
SAL80129,10,0,0,0,17,0,0,3,0,9,3,0,9,0,7,0,0,9,0,9,14,6,11,0,23,4,4,20,0,33,27,0,17,0,54,33,7,27,4,65,55,13,17,0,85,72,23,25,0,120,52,35,32,0,120,67,35,24,0,133,135,94,51,0,284,89,122,32,4,245,82,133,10,0,235,47,110,9,0,168,139,350,21,0,505,35,60,21,7,121,0,4,3,0,12,871,998,338,24,2237
SAL80130,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,0,0,10,0,0,8,0,8,8,0,10,0,19,9,0,10,3,23,19,0,9,0,34,33,6,4,0,46,12,3,7,0,23,17,10,10,0,41,36,35,17,0,86,31,27,8,0,72,24,39,9,0,70,13,40,0,0,58,40,161,8,0,214,10,11,8,0,33,0,0,0,0,3,270,355,113,11,748
SAL80131,0,0,3,0,7,0,0,0,0,0,4,0,0,0,4,0,0,7,0,7,3,0,9,0,8,7,4,17,0,21,14,0,7,0,22,18,4,17,3,37,36,11,14,4,64,35,22,20,5,79,31,18,19,0,70,31,21,26,0,79,98,57,64,8,226,81,83,22,4,186,78,110,14,3,202,55,75,0,0,133,147,360,24,0,528,25,34,15,0,79,3,0,3,0,10,670,788,274,33,1772
SAL80132,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,6,0,4,0,14,7,0,0,0,15,16,4,0,0,23,24,8,3,0,35,13,8,9,0,29,21,7,10,0,38,51,14,11,0,75,28,15,7,0,55,30,25,3,0,56,12,36,0,0,48,69,258,16,0,347,0,13,3,0,25,0,3,0,0,5,298,399,73,6,779
SAL80133,4,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,4,0,0,0,9,3,0,5,0,8,19,0,8,0,22,18,6,6,0,21,16,8,6,0,34,43,7,15,0,71,26,6,9,0,42,23,9,11,0,50,61,38,26,3,121,30,36,13,0,77,54,49,15,0,115,25,51,0,0,76,69,244,11,0,328,16,28,19,0,61,0,0,0,0,3,415,486,141,14,1065
SAL80134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80135,7,0,0,0,4,0,0,0,0,0,0,0,4,0,6,0,0,4,0,3,3,0,4,0,3,0,0,4,0,6,9,0,4,0,12,13,3,4,0,19,7,0,4,3,16,21,14,6,0,41,17,18,4,6,38,19,15,9,0,52,66,39,23,5,130,60,48,5,0,115,36,57,12,4,107,35,64,7,3,111,91,195,19,5,302,12,16,3,0,35,0,5,0,0,8,399,481,122,17,1019
SAL80136,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,13,11,0,3,0,13,11,0,0,0,16,14,7,3,0,21,12,4,3,0,21,18,3,4,0,19,55,21,8,0,81,46,14,9,0,68,49,15,8,0,76,30,20,0,0,52,173,254,25,0,456,14,21,7,0,43,0,6,0,0,5,447,366,77,3,902
SAL89494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
