SAL_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
SAL80070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,5,0,0,0,5,6,4,0,0,11,5,0,0,0,6,0,10,0,0,7,3,21,0,0,23,4,4,0,0,4,3,0,0,0,3,32,43,11,0,87
SAL80071,23,3,9,0,28,3,0,0,0,8,3,0,0,0,3,0,0,0,0,4,4,0,5,0,5,10,9,6,3,23,14,8,7,0,29,21,16,10,0,49,36,18,21,0,82,50,35,18,6,100,34,37,26,4,97,44,40,22,0,103,119,118,58,5,307,74,117,12,5,218,53,137,17,0,212,47,121,8,3,182,113,420,22,0,556,23,68,22,0,121,3,0,4,0,10,681,1161,256,32,2129
SAL80072,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,11,4,0,3,0,9,12,5,4,0,22,12,7,8,0,31,21,15,10,0,41,35,9,3,3,47,18,11,9,0,41,34,7,9,0,49,49,27,23,4,102,47,20,10,0,75,32,29,4,0,65,22,29,3,0,52,55,199,10,0,261,4,16,7,0,29,0,0,0,0,0,356,363,113,12,852
SAL80073,0,0,0,0,3,5,0,0,0,6,0,0,3,0,3,0,0,0,0,3,7,0,5,0,5,3,4,3,0,18,29,9,11,0,46,26,7,11,0,38,22,7,13,0,43,28,13,20,0,59,15,11,8,0,36,20,19,10,0,48,34,60,25,0,121,46,64,6,3,117,37,66,3,5,109,38,47,5,0,82,46,108,6,0,161,15,12,9,0,41,0,3,0,0,4,364,425,143,13,946
SAL80074,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,9,5,0,6,0,8,15,4,6,0,28,5,4,7,0,18,23,11,10,0,42,32,4,3,0,38,24,8,12,0,44,27,8,13,0,39,45,23,21,0,93,38,25,7,0,77,15,35,14,0,60,23,51,0,0,74,68,160,10,0,232,8,17,12,0,39,0,0,3,0,3,331,343,121,7,801
SAL80075,8,0,4,0,12,0,0,0,0,3,0,0,3,0,7,3,0,3,0,6,4,3,6,0,16,9,0,18,0,33,28,8,19,0,57,35,4,8,6,52,39,11,26,0,75,46,26,21,3,106,40,20,23,3,92,27,27,18,0,72,83,101,34,3,224,81,73,20,5,181,54,94,9,0,155,49,85,3,0,131,78,143,13,0,225,12,31,17,0,66,0,0,0,0,4,610,636,250,26,1520
SAL80076,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,5,0,3,0,9,10,0,4,0,11,12,0,9,0,15,9,4,7,0,17,23,0,12,0,37,17,3,3,3,28,18,10,0,0,38,30,30,20,0,78,28,16,5,0,56,28,32,8,0,68,13,36,8,0,56,75,261,13,0,355,13,20,6,0,38,0,0,0,0,5,286,417,107,8,822
SAL80077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL80078,0,0,0,0,3,7,0,0,0,7,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,11,0,3,0,16,16,0,0,0,22,18,5,4,3,23,22,4,0,0,27,21,3,7,0,34,25,10,3,0,36,29,16,23,0,71,31,18,9,0,61,26,21,7,0,50,27,28,0,0,58,77,158,6,0,239,11,21,8,0,41,4,0,0,0,4,328,292,86,11,717
SAL80079,5,0,0,0,8,3,0,0,0,4,3,0,0,0,9,3,0,6,0,8,10,0,7,0,15,10,4,3,0,17,36,5,11,0,53,19,5,9,0,31,16,16,18,0,54,38,15,11,0,68,28,24,28,0,79,20,24,20,6,72,48,73,39,0,163,54,80,10,0,148,43,90,11,0,145,22,61,3,0,94,47,132,6,0,191,11,38,13,0,64,10,4,0,0,16,418,581,217,18,1226
SAL80080,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,5,0,5,0,3,4,0,3,0,0,0,4,10,0,5,0,0,5,0,10,4,0,10,0,4,3,0,10,3,3,0,0,14,7,25,0,0,31,3,17,0,0,22,4,20,0,0,20,0,9,3,0,11,6,19,0,0,25,0,3,0,0,9,0,0,0,0,0,34,110,31,3,180
SAL80081,11,5,0,0,16,6,0,0,0,6,0,0,3,0,3,0,4,0,0,10,4,0,3,0,13,12,5,11,0,24,44,8,5,0,58,36,8,19,3,62,42,24,27,6,86,78,25,35,3,138,78,34,18,0,130,62,26,18,6,111,101,95,34,4,236,95,96,25,0,222,62,89,18,0,174,52,119,12,0,187,92,374,25,0,496,18,58,18,0,95,6,3,0,0,15,807,965,284,28,2083
SAL80082,18,0,3,3,20,0,0,4,0,10,5,0,5,0,8,0,4,11,0,13,21,5,27,0,47,16,7,38,0,65,84,15,38,0,141,68,8,50,4,135,122,26,64,6,212,154,49,75,8,291,117,41,65,6,230,114,65,49,0,224,255,193,119,7,575,168,204,44,6,432,163,251,49,5,462,101,214,21,3,338,232,680,43,0,962,43,103,63,4,213,0,9,8,0,15,1701,1878,761,65,4402
SAL80083,0,0,6,0,11,0,0,0,0,0,0,0,0,0,3,5,0,0,0,8,0,0,0,0,4,0,0,5,0,10,9,6,6,0,18,10,0,7,0,18,15,3,13,0,28,30,4,6,0,40,30,3,17,0,49,31,12,11,3,57,111,23,31,3,173,116,19,10,6,148,114,30,20,0,168,104,35,3,4,149,402,190,38,6,630,36,16,14,0,65,4,0,0,0,9,1026,353,201,22,1596
SAL80084,0,0,0,0,7,3,0,0,0,3,0,0,3,0,3,0,0,6,0,6,7,0,6,0,17,7,3,7,0,17,15,3,12,0,30,10,5,16,0,29,23,10,13,0,43,34,18,17,0,70,23,10,17,3,53,28,21,18,0,64,46,71,23,0,142,39,53,14,0,108,44,53,14,0,107,22,59,0,0,79,54,127,6,0,195,10,33,12,0,53,0,3,0,0,4,373,467,178,15,1032
SAL80085,10,0,0,0,5,4,0,0,0,7,0,0,0,0,3,0,0,0,0,0,5,0,3,0,6,3,0,5,0,6,6,0,3,0,7,8,0,0,0,11,12,10,10,3,25,24,11,4,0,40,21,0,0,0,26,21,10,7,0,38,59,21,11,3,91,40,21,0,5,65,36,22,4,3,69,34,30,0,3,67,44,77,5,3,130,13,9,8,0,34,4,3,0,0,3,336,213,65,31,638
SAL80086,0,0,0,0,3,0,0,4,0,7,0,0,6,0,7,0,0,0,0,3,0,3,4,0,10,0,0,4,0,9,16,3,5,0,35,13,6,16,0,38,31,8,16,6,62,52,11,15,6,78,35,12,15,3,63,50,21,14,3,86,91,42,30,4,166,95,41,5,5,147,61,46,7,4,125,57,41,6,0,106,150,163,14,3,332,23,20,13,0,56,0,0,3,0,3,699,429,183,39,1347
SAL80087,6,0,0,0,4,6,0,4,0,12,0,0,0,0,0,0,0,0,0,0,6,0,4,0,12,5,0,3,0,7,17,3,3,0,24,13,7,0,0,19,17,9,8,0,37,34,21,12,0,61,27,6,7,6,44,25,15,3,0,45,65,28,19,0,112,28,26,9,0,61,31,37,7,0,74,13,31,5,3,49,54,154,22,0,228,16,20,10,4,45,3,3,0,0,9,353,349,115,18,842
SAL80088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,0,0,8,0,0,3,0,8,10,0,6,0,17,20,8,0,0,26,8,6,5,0,15,7,4,3,0,20,19,18,12,0,43,7,27,4,0,40,19,34,3,0,55,7,30,0,0,37,34,99,3,0,135,3,13,0,0,19,4,0,0,0,3,154,222,47,0,427
SAL80089,8,0,3,0,9,8,0,0,0,8,4,0,0,0,4,0,0,3,0,9,3,0,7,0,16,4,0,11,0,21,30,5,14,0,50,17,14,26,0,51,25,23,29,0,82,55,24,25,7,114,43,32,34,8,116,33,52,26,6,123,84,128,61,4,278,90,177,20,0,287,65,141,15,5,224,55,110,10,0,175,86,229,17,7,333,14,37,19,5,71,0,0,0,0,6,624,985,325,27,1965
SAL80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80091,0,0,0,0,6,4,0,0,0,4,0,0,0,0,0,0,0,4,0,4,3,3,11,0,15,0,0,10,0,14,13,0,3,0,20,16,7,17,0,35,16,3,12,0,37,40,11,10,0,65,25,14,10,0,49,19,12,8,0,39,44,32,19,4,97,47,30,8,5,92,33,31,4,0,69,17,27,0,0,47,48,120,10,0,178,10,15,8,0,28,9,0,0,0,6,337,300,134,15,793
SAL80092,8,0,3,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,5,4,9,0,15,11,0,3,0,22,13,6,6,0,27,24,9,5,4,40,26,15,9,5,50,32,13,10,0,58,36,14,18,0,63,76,29,28,4,138,34,33,6,4,81,35,37,8,0,78,28,35,3,0,71,82,161,5,0,245,15,22,7,0,43,0,4,0,0,4,419,377,128,20,953
SAL80093,6,0,0,0,11,0,0,0,0,0,0,0,3,0,3,0,0,4,0,4,6,0,9,0,11,3,0,4,0,13,24,7,8,0,27,13,5,4,0,19,12,8,14,0,27,26,10,9,0,40,11,3,9,0,19,18,10,4,0,36,53,19,14,0,87,28,31,11,0,66,32,39,9,0,72,32,50,3,0,82,63,155,6,0,228,11,18,5,0,36,0,0,0,0,6,339,353,99,0,794
SAL80094,0,0,4,0,7,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,6,0,6,0,12,0,0,9,0,14,19,4,3,0,31,12,5,10,0,32,23,6,4,0,33,43,4,10,4,65,20,16,13,0,44,23,13,11,0,53,54,32,26,4,109,37,42,7,0,86,30,71,4,0,109,19,45,0,0,62,57,172,3,0,235,14,23,9,0,50,5,0,0,0,8,344,445,136,9,933
SAL80095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80097,9,0,5,0,15,0,0,0,0,5,5,0,6,0,8,0,0,5,0,4,9,0,6,0,16,7,0,3,0,9,38,7,11,3,60,34,3,12,0,50,41,14,28,0,75,62,11,15,0,95,39,12,21,4,68,36,26,25,0,80,74,68,42,0,188,65,81,25,3,177,58,77,8,0,151,36,101,12,0,146,78,238,13,3,328,18,39,22,0,81,3,3,0,0,6,611,690,248,23,1564
SAL80098,14,4,4,0,14,0,0,0,0,3,0,0,5,0,8,0,0,5,0,4,0,0,9,0,11,0,0,14,0,17,3,6,9,0,20,11,24,9,4,39,7,24,17,0,42,20,51,12,6,80,17,32,20,0,70,16,41,10,0,70,57,119,32,9,219,51,133,12,4,197,49,133,9,3,197,31,84,0,0,120,53,203,6,0,263,10,37,9,0,59,0,6,0,0,5,336,903,175,18,1433
SAL80099,5,5,3,0,8,0,0,3,0,0,0,0,0,0,0,0,0,3,0,7,5,4,12,0,20,0,3,12,0,16,21,3,9,0,40,13,6,15,0,37,34,13,19,3,64,34,17,20,0,75,32,11,15,0,56,33,20,21,4,73,67,48,54,7,172,61,35,20,3,119,69,65,19,0,153,42,62,8,0,113,151,392,23,0,568,16,44,17,0,73,5,4,7,0,12,582,733,269,25,1607
SAL80100,19,0,5,0,25,6,0,0,0,9,0,0,9,0,10,0,0,12,0,9,11,0,7,4,23,0,12,21,0,34,74,6,29,0,113,52,21,20,0,93,51,32,44,7,137,65,47,47,3,164,37,55,60,0,148,49,67,35,0,152,168,244,87,5,506,124,196,22,5,345,94,200,24,4,317,84,151,11,0,248,111,348,29,0,483,32,82,38,3,151,0,3,7,0,9,984,1462,508,34,2989
SAL80101,15,0,0,0,17,3,0,0,0,3,5,0,0,0,3,0,0,3,0,6,14,0,6,0,17,9,0,6,0,16,27,7,7,0,39,29,6,9,0,47,47,7,12,0,66,50,8,15,0,70,51,18,12,0,90,48,14,15,0,83,88,62,28,8,183,61,76,14,0,154,57,88,13,0,162,59,107,5,0,169,159,556,14,4,739,24,72,13,0,102,3,0,5,0,10,751,1021,181,16,1978
SAL80102,5,0,6,0,7,3,0,0,3,7,0,0,5,0,5,0,0,3,0,5,3,3,5,3,19,4,0,7,0,19,19,4,10,0,32,9,5,13,5,34,15,9,10,0,42,39,9,15,5,64,25,4,9,0,38,26,7,12,0,47,61,37,36,3,132,76,35,5,4,128,47,47,14,0,107,50,43,6,0,95,171,382,18,0,571,24,41,14,0,81,0,0,5,0,5,580,625,202,28,1434
SAL80103,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,3,0,0,0,4,9,0,4,0,16,9,0,0,0,5,4,0,0,0,6,15,9,0,0,22,7,3,0,0,13,13,3,0,0,15,6,6,3,0,12,47,92,7,0,142,9,18,0,0,22,3,0,0,0,5,128,130,18,3,281
SAL80104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,4,0,0,9,0,0,0,0,7,0,0,0,0,3,0,3,5,0,7,0,7,0,0,5,5,6,0,0,7,0,0,0,0,0,3,8,0,0,8,5,0,0,0,0,0,0,0,0,0,24,27,11,4,65
SAL80105,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,0,3,10,0,11,5,0,3,0,9,10,0,4,0,18,10,6,12,0,24,13,8,7,0,24,14,3,0,6,26,13,5,3,0,19,27,18,11,0,61,25,29,3,0,54,16,35,6,0,54,20,26,0,0,45,32,70,6,0,106,4,16,0,0,25,0,6,0,0,5,187,220,79,6,492
SAL80106,4,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,9,0,17,0,0,5,0,9,18,3,6,0,33,20,0,11,0,28,25,9,9,5,42,32,11,13,0,62,13,19,8,0,41,18,16,5,0,37,36,33,21,0,96,28,37,5,0,71,28,34,4,0,66,24,23,5,3,51,29,77,3,0,108,3,14,7,0,29,3,0,0,0,4,292,288,126,9,704
SAL80107,7,4,6,0,11,3,0,0,0,7,3,0,3,0,6,0,0,3,0,3,11,5,12,0,24,6,3,11,0,21,22,5,21,0,43,23,9,25,3,55,19,14,14,0,54,40,25,30,3,95,27,12,25,5,73,25,22,21,3,78,78,88,45,6,215,73,83,19,0,173,54,95,13,4,162,43,78,3,0,133,86,231,12,0,334,22,41,10,0,73,0,0,0,0,4,543,717,267,24,1553
SAL80108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80109,4,0,0,0,5,4,0,0,0,6,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,3,0,4,0,5,11,7,3,0,18,11,0,4,0,18,18,0,5,0,21,23,3,3,0,35,18,4,6,0,26,20,6,9,0,30,29,22,19,0,69,20,22,7,0,53,26,27,9,0,62,14,29,8,3,55,64,189,10,0,262,10,20,11,0,41,0,0,0,0,4,276,340,96,10,725
SAL80110,8,5,4,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,0,0,3,6,4,6,6,0,10,8,8,3,0,24,20,3,9,0,32,19,9,14,0,38,53,22,13,5,88,44,18,17,0,81,46,22,16,3,81,130,75,35,7,250,120,55,12,5,187,73,45,4,8,135,68,17,0,3,89,113,70,12,0,194,30,27,12,0,72,0,0,0,0,12,746,387,162,34,1326
SAL80111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,8,0,4,0,0,0,5,6,0,0,12,0,0,0,0,0,0,0,0,0,0,12,15,4,0,34
SAL80112,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,6,5,0,0,9,0,0,0,0,3,0,3,0,0,4,4,3,0,0,13,8,8,3,0,16,13,3,9,0,19,7,9,8,0,17,13,4,7,0,26,30,8,9,0,52,35,18,0,0,61,24,24,3,0,54,9,20,3,0,38,93,318,21,0,434,11,25,10,0,46,0,0,0,0,0,265,443,84,13,792
SAL80113,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,4,3,0,0,0,4,6,0,0,0,7,9,0,3,0,14,10,0,4,0,11,9,0,0,0,8,22,3,4,0,35,23,8,7,0,36,26,8,3,0,37,14,6,0,0,19,61,57,3,0,122,8,8,3,0,25,0,0,0,0,0,197,104,38,6,344
SAL80114,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,0,0,6,0,6,0,0,10,0,19,0,0,9,0,14,14,0,11,3,27,14,6,18,4,47,20,6,13,0,41,20,9,13,3,51,15,19,12,0,52,22,15,12,4,54,53,55,28,3,134,27,59,10,3,101,23,56,5,0,84,15,40,9,0,61,23,81,4,0,109,13,21,20,0,48,3,5,0,0,5,280,371,186,19,860
SAL80115,7,0,3,0,12,0,0,0,0,0,6,0,0,0,0,0,0,5,0,9,4,0,4,0,7,5,7,12,0,20,33,0,6,0,41,11,0,5,0,16,17,6,7,0,36,30,7,13,0,56,17,12,15,0,48,18,15,6,0,36,41,40,16,3,96,41,51,16,0,111,32,40,15,0,86,24,46,3,0,80,58,157,3,0,222,11,25,14,0,51,7,0,0,0,3,357,410,163,12,936
SAL80116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80117,6,0,0,0,7,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,4,4,0,6,3,3,6,0,12,15,8,8,0,31,19,3,4,0,24,31,8,8,0,44,30,8,19,3,61,17,17,11,5,43,9,17,15,0,50,38,47,26,0,110,25,43,4,0,78,26,58,10,0,90,13,49,3,0,67,35,94,11,0,134,6,14,16,0,37,7,0,0,0,7,277,375,136,18,812
SAL80118,4,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,5,0,4,0,0,7,0,9,0,5,0,0,3,18,0,5,0,34,15,3,3,0,22,17,3,6,4,33,29,4,15,0,45,18,9,6,0,26,10,9,6,0,22,38,28,18,3,88,28,53,7,4,91,22,41,7,0,69,18,43,0,3,63,38,114,5,0,164,4,17,6,0,29,0,0,0,0,0,264,330,106,14,718
SAL80119,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,4,0,8,12,0,5,0,15,11,0,8,0,22,25,4,3,0,35,18,3,4,0,34,24,12,7,0,41,12,7,3,0,19,34,18,18,0,65,19,19,4,0,50,11,23,10,4,50,10,30,3,0,41,36,122,9,0,159,6,22,6,0,27,0,0,0,0,4,222,263,84,6,577
SAL80120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,5,0,0,10,5,13,10,0,24,10,10,0,0,30,17,18,0,0,35,17,15,0,0,30,14,8,0,0,21,7,19,0,0,27,0,7,0,0,9,0,0,0,0,0,67,106,18,3,197
SAL80121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,14,0,0,0,12,4,0,3,4,10,6,3,7,0,14,4,0,5,0,8,0,0,0,0,0,0,3,0,0,6,0,4,0,0,6,5,0,0,0,6,4,0,0,0,6,0,0,0,0,0,0,0,0,0,4,6,5,3,0,10,0,0,0,0,0,50,19,18,6,88
SAL80122,10,0,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,6,0,11,3,3,5,0,9,3,8,4,0,17,0,8,8,0,15,0,7,3,0,10,8,14,3,0,28,8,23,6,0,35,8,25,4,0,34,21,61,8,4,87,19,46,0,0,76,15,42,0,0,63,18,49,0,0,68,21,67,0,0,88,4,17,4,0,27,0,4,0,0,4,154,366,74,9,595
SAL80123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,4,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,3,7,0,25
SAL80124,3,0,0,0,3,0,0,0,0,0,0,0,3,0,6,5,0,0,0,5,0,3,3,0,4,3,0,7,0,9,13,0,4,0,22,13,0,7,0,21,24,3,26,0,53,19,20,20,4,54,19,23,16,0,56,15,19,8,0,40,48,49,29,3,125,50,68,21,3,143,43,66,10,0,122,32,68,0,6,107,52,171,16,0,242,14,34,12,0,59,7,0,0,0,3,346,536,179,10,1071
SAL80125,6,0,0,0,0,0,3,0,0,3,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,7,3,0,11,4,4,7,0,18,7,11,0,0,17,6,8,9,5,29,5,14,6,0,20,10,14,6,0,26,23,55,3,0,74,18,49,0,0,69,22,53,4,0,79,22,57,0,0,74,33,143,4,0,178,5,18,0,0,29,0,3,0,0,6,161,430,53,5,651
SAL80126,3,0,0,0,6,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,3,4,0,0,12,9,4,9,0,20,13,3,5,0,26,15,3,11,0,26,14,7,8,0,27,11,4,6,0,28,31,32,9,8,72,18,19,3,0,41,24,38,4,0,63,18,37,3,0,54,53,173,9,0,231,10,17,7,0,33,4,0,4,0,5,225,339,84,10,657
SAL80127,6,0,3,0,9,4,0,0,0,3,4,0,3,0,3,0,0,0,0,0,0,0,3,0,7,6,5,3,0,7,14,6,7,0,22,7,0,6,0,18,18,4,10,0,29,21,7,4,4,31,27,3,5,0,31,29,3,8,3,41,80,21,14,0,115,85,20,3,0,104,93,22,9,4,126,51,16,6,3,72,176,139,14,4,331,26,14,3,0,50,4,0,0,0,4,639,249,94,28,1010
SAL80128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,12,7,6,0,0,10,6,8,0,0,6,0,6,0,0,9,14,20,0,0,33,0,8,6,0,6,0,0,0,0,6,30,51,12,0,90
