SAL_CODE_2021,M_Mng_0,M_Mng_1_19,M_Mng_20_29,M_Mng_30_34,M_Mng_35_39,M_Mng_40_44,M_Mng_45_49,M_Mng_50_over,M_Mng_hours_NS,M_Mng_Tot,M_Pro_0,M_Pro_1_19,M_Pro_20_29,M_Pro_30_34,M_Pro_35_39,M_Pro_40_44,M_Pro_45_49,M_Pro_50_over,M_Pro_hours_NS,M_Pro_Tot,M_TTW_0,M_TTW_1_19,M_TTW_20_29,M_TTW_30_34,M_TTW_35_39,M_TTW_40_44,M_TTW_45_49,M_TTW_50_over,M_TTW_hours_NS,M_TTW_Tot,M_CPS_0,M_CPS_1_19,M_CPS_20_29,M_CPS_30_34,M_CPS_35_39,M_CPS_40_44,M_CPS_45_49,M_CPS_50_over,M_CPS_hours_NS,M_CPS_Tot,M_CA_0,M_CA_1_19,M_CA_20_29,M_CA_30_34,M_CA_35_39,M_CA_40_44,M_CA_45_49,M_CA_50_over,M_CA_hours_NS,M_CA_Tot,M_Sal_0,M_Sal_1_19,M_Sal_20_29,M_Sal_30_34,M_Sal_35_39,M_Sal_40_44,M_Sal_45_49,M_Sal_50_over,M_Sal_hours_NS,M_Sal_Tot,M_MOD_0,M_MOD_1_19,M_MOD_20_29,M_MOD_30_34,M_MOD_35_39,M_MOD_40_44,M_MOD_45_49,M_MOD_50_over,M_MOD_hours_NS,M_MOD_Tot,M_Lab_0,M_Lab_1_19,M_Lab_20_29,M_Lab_30_34,M_Lab_35_39,M_Lab_40_44,M_Lab_45_49,M_Lab_50_over,M_Lab_hours_NS,M_Lab_Tot,M_ID_NS_0,M_ID_NS_1_19,M_ID_NS_20_29,M_ID_NS_30_34,M_ID_NS_35_39,M_ID_NS_40_44,M_ID_NS_45_49,M_ID_NS_50_over,M_ID_NS_hours_NS,M_ID_NS_Tot,M_Tot_0,M_Tot_1_19,M_Tot_20_29,M_Tot_30_34,M_Tot_35_39,M_Tot_40_44,M_Tot_45_49,M_Tot_50_over,M_Tot_hours_NS,M_Tot_Tot,F_Mng_0,F_Mng_1_19,F_Mng_20_29,F_Mng_30_34,F_Mng_35_39,F_Mng_40_44,F_Mng_45_49,F_Mng_50_over,F_Mng_hours_NS,F_Mng_Tot,F_Pro_0,F_Pro_1_19,F_Pro_20_29,F_Pro_30_34,F_Pro_35_39,F_Pro_40_44,F_Pro_45_49,F_Pro_50_over,F_Pro_hours_NS,F_Pro_Tot,F_TTW_0,F_TTW_1_19,F_TTW_20_29,F_TTW_30_34,F_TTW_35_39,F_TTW_40_44,F_TTW_45_49,F_TTW_50_over,F_TTW_hours_NS,F_TTW_Tot,F_CPS_0,F_CPS_1_19,F_CPS_20_29,F_CPS_30_34,F_CPS_35_39,F_CPS_40_44,F_CPS_45_49,F_CPS_50_over,F_CPS_hours_NS,F_CPS_Tot,F_CA_0,F_CA_1_19,F_CA_20_29,F_CA_30_34,F_CA_35_39,F_CA_40_44,F_CA_45_49,F_CA_50_over,F_CA_hours_NS,F_CA_Tot,F_Sal_0,F_Sal_1_19,F_Sal_20_29,F_Sal_30_34,F_Sal_35_39,F_Sal_40_44,F_Sal_45_49,F_Sal_50_over,F_Sal_hours_NS,F_Sal_Tot,F_MOD_0,F_MOD_1_19,F_MOD_20_29,F_MOD_30_34,F_MOD_35_39,F_MOD_40_44,F_MOD_45_49,F_MOD_50_over,F_MOD_hours_NS,F_MOD_Tot,F_Lab_0,F_Lab_1_19,F_Lab_20_29,F_Lab_30_34,F_Lab_35_39,F_Lab_40_44,F_Lab_45_49,F_Lab_50_over,F_Lab_hours_NS,F_Lab_Tot,F_ID_NS_0,F_ID_NS_1_19,F_ID_NS_20_29,F_ID_NS_30_34,F_ID_NS_35_39,F_ID_NS_40_44,F_ID_NS_45_49,F_ID_NS_50_over,F_ID_NS_hours_NS,F_ID_NS_Tot,F_Tot_0,F_Tot_1_19,F_Tot_20_29,F_Tot_30_34,F_Tot_35_39,F_Tot_40_44,F_Tot_45_49,F_Tot_50_over,F_Tot_hours_NS,F_Tot_Tot
SAL80109,10,5,12,11,26,43,31,50,0,179,10,13,11,14,47,74,14,36,0,219,7,9,12,5,24,19,5,10,0,87,3,7,8,3,7,4,3,6,0,43,0,4,5,3,20,10,0,4,0,52,5,16,5,3,6,10,4,3,0,44,0,3,3,7,3,3,0,0,0,25,3,15,4,5,11,0,0,0,0,38,0,0,0,0,0,0,0,0,4,3,30,74,53,41,149,167,62,115,3,699,4,4,12,15,36,32,13,18,3,140,11,20,28,39,48,49,11,17,0,219,0,0,0,0,10,3,0,0,0,17,6,24,17,9,16,9,4,11,0,93,11,15,15,11,44,20,6,9,0,130,4,20,11,4,6,0,0,0,0,44,0,0,0,0,0,0,0,0,0,3,0,8,6,0,3,0,0,0,0,18,0,0,0,3,4,5,0,4,3,15,38,95,85,83,157,117,37,65,7,683
SAL80110,5,6,8,3,75,68,25,37,4,233,9,27,19,24,227,209,44,59,3,612,9,11,20,13,68,68,14,21,5,229,3,15,18,18,38,14,6,15,0,128,7,10,5,8,93,35,13,12,4,192,3,15,11,6,31,20,4,7,6,100,0,5,7,3,14,17,3,11,0,61,4,25,32,8,38,20,10,7,0,141,0,0,0,0,11,10,3,5,0,38,47,114,126,89,597,458,114,167,27,1726,12,10,10,16,62,78,31,23,0,241,42,27,51,52,285,184,50,61,9,756,4,0,12,8,19,19,0,0,0,64,4,38,52,32,57,40,4,13,8,253,18,14,27,15,146,65,20,16,5,322,4,25,21,12,26,8,0,4,0,103,0,3,0,0,0,0,0,3,0,10,0,13,16,10,9,5,0,0,0,50,4,0,0,0,15,4,0,0,5,27,84,124,173,136,624,401,117,123,22,1819
SAL80111,0,0,4,0,0,5,3,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,4,4,6,11,4,3,0,41,0,0,0,0,0,4,4,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,10,0,4,4,0,0,0,0,0,0,6,0,0,5,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,7,4,5,4,3,0,33
SAL80112,8,10,10,9,22,52,23,88,4,223,9,19,21,15,60,100,19,84,0,334,0,3,0,0,9,14,14,15,0,60,0,22,14,0,6,5,0,0,0,51,0,11,0,0,20,7,0,10,0,57,5,18,5,3,3,8,3,9,0,51,0,3,0,0,5,3,0,0,0,18,5,12,5,0,7,3,0,0,0,30,0,0,0,0,4,8,0,4,0,14,22,97,57,38,136,211,65,213,4,841,7,3,14,16,18,42,17,33,0,159,14,35,37,29,56,73,21,42,0,309,3,0,5,3,3,4,0,0,0,18,4,48,15,6,6,6,0,0,0,84,12,23,13,13,27,13,5,6,0,109,3,28,8,4,0,7,0,3,0,53,0,0,0,0,0,0,0,0,0,0,5,8,7,0,0,0,0,0,0,26,0,10,0,5,0,3,0,4,0,28,40,158,102,73,123,157,46,90,5,786
SAL80113,5,6,0,3,20,23,6,31,0,101,8,18,8,6,64,43,17,20,3,193,4,8,0,4,12,17,4,5,0,50,0,11,4,3,5,0,0,0,0,26,0,13,0,4,26,0,0,4,0,49,0,3,0,3,0,7,0,0,0,14,0,4,3,0,0,3,0,0,0,12,0,10,3,4,0,0,0,0,0,17,0,0,0,0,5,3,0,0,0,13,21,68,29,22,137,97,29,66,6,479,9,0,7,0,15,23,12,20,0,82,12,21,21,6,40,26,9,18,0,157,0,4,5,3,6,3,0,0,0,16,4,17,8,0,3,4,5,0,0,46,5,5,10,7,31,9,6,3,0,67,0,7,3,0,6,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,4,5,0,5,0,0,0,0,10,0,5,3,0,3,0,0,0,0,13,27,63,50,24,93,67,20,43,5,406
SAL80114,4,4,4,5,25,23,9,21,0,95,7,9,4,4,38,50,4,20,0,132,11,11,7,14,44,80,16,30,3,213,8,4,9,3,15,11,9,7,0,53,3,10,3,7,29,19,0,4,3,76,0,12,7,5,9,7,0,0,0,50,0,8,5,4,19,30,14,32,4,107,3,21,5,6,12,28,10,8,3,92,0,0,0,0,0,4,0,0,3,18,41,73,37,44,201,249,65,116,14,841,4,0,8,9,20,18,16,5,0,76,12,12,15,18,47,36,12,13,0,164,0,3,5,4,13,5,4,3,0,40,15,19,23,16,29,18,5,8,0,133,12,15,16,17,85,43,3,10,0,204,3,21,18,4,4,8,0,0,0,64,0,4,0,4,4,4,0,0,0,13,0,11,12,0,7,6,0,4,0,31,0,0,4,0,0,5,0,0,0,19,52,82,101,66,216,143,35,44,8,749
SAL80115,0,7,5,9,26,45,20,29,0,147,10,13,15,20,59,69,26,27,0,233,12,4,12,6,26,44,10,28,0,145,7,17,20,4,12,13,3,5,0,73,5,3,3,3,22,14,3,0,0,65,0,18,0,3,4,5,0,0,0,31,0,8,4,3,4,3,0,3,0,36,0,7,13,3,10,13,3,4,0,58,0,0,0,0,5,3,3,6,0,19,35,78,66,66,163,206,69,113,4,801,11,5,7,9,35,25,18,17,0,131,21,29,36,33,62,59,23,35,0,290,0,3,0,4,8,6,0,3,0,37,10,34,26,9,20,9,6,7,0,113,5,23,28,17,56,32,7,4,0,171,3,16,3,3,11,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,4,4,6,3,0,0,0,0,24,0,0,5,0,7,4,0,0,0,15,57,113,104,78,197,141,49,57,3,814
SAL80116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80117,4,3,5,7,31,27,21,20,0,110,3,6,14,14,75,63,13,19,3,211,11,15,7,10,32,49,19,20,0,156,3,14,6,3,6,4,6,6,6,61,0,7,4,5,27,22,4,3,0,67,0,13,5,0,3,4,6,4,0,37,0,0,6,4,9,13,8,4,3,41,0,18,10,9,12,11,4,4,3,75,0,0,0,0,6,0,0,0,0,13,21,75,59,52,210,202,68,73,16,781,14,3,10,10,32,33,9,9,0,119,17,30,35,19,65,56,13,14,0,240,0,4,0,4,6,9,0,0,0,28,5,33,21,18,22,10,6,4,0,121,8,13,17,15,53,30,3,3,0,141,5,22,10,6,7,8,0,0,0,56,0,0,0,0,0,0,0,0,0,8,3,12,5,0,3,0,0,0,0,33,0,0,0,0,4,3,0,0,0,14,53,122,100,69,188,136,38,37,0,755
SAL80118,3,3,4,8,25,27,16,21,0,106,0,5,6,6,35,45,8,29,0,146,7,4,11,4,35,51,14,26,3,149,7,17,4,4,0,12,0,3,0,45,4,0,0,4,24,17,3,7,0,63,0,10,0,4,3,8,4,8,0,40,3,0,5,0,7,4,7,3,0,22,4,17,0,0,11,13,0,4,0,59,0,0,0,0,4,3,0,0,0,14,31,65,37,34,145,172,60,102,7,647,8,5,19,9,20,14,8,11,0,99,12,18,23,24,48,42,7,13,4,198,0,7,4,7,11,3,0,0,0,28,3,38,24,9,11,9,0,3,4,104,10,13,13,18,62,32,3,3,0,154,3,21,6,5,5,7,0,0,0,49,0,0,0,0,0,0,0,0,0,0,4,6,9,0,0,0,0,0,0,23,0,0,0,0,5,4,0,0,0,10,41,107,104,65,156,109,29,39,8,658
SAL80119,0,0,0,4,20,41,16,14,0,101,3,10,16,11,26,43,14,17,0,136,3,11,4,6,20,16,4,10,0,75,5,13,7,3,10,8,0,3,4,45,0,5,7,5,7,7,0,0,0,32,0,9,4,0,3,5,0,0,0,29,0,6,0,0,3,3,0,3,0,15,0,10,6,0,6,13,0,6,0,34,0,0,0,0,6,4,0,0,3,10,14,60,43,28,96,135,31,57,6,474,5,5,6,11,23,25,4,11,0,84,8,16,18,27,40,27,6,15,0,150,0,0,0,0,9,3,0,0,0,12,3,23,13,6,15,11,0,5,0,75,4,5,6,8,45,13,3,3,0,97,0,8,11,0,5,3,0,3,0,33,0,0,0,0,0,0,0,0,0,4,0,6,0,5,0,0,0,0,0,14,0,5,0,0,0,3,0,0,0,4,20,65,55,56,134,78,13,41,0,471
SAL80120,0,0,0,0,13,6,6,3,0,29,0,5,8,3,16,20,3,10,0,55,0,0,5,4,7,22,4,0,0,38,0,4,0,0,7,0,0,0,0,13,0,3,0,0,7,4,0,0,0,16,0,5,5,0,9,0,0,0,0,18,0,0,4,0,0,6,0,0,0,15,3,3,0,0,8,0,4,0,0,17,0,0,0,0,3,0,0,0,0,8,8,19,13,9,75,63,18,14,5,216,0,0,4,0,5,3,0,6,0,19,3,3,5,9,17,14,3,5,0,60,5,0,0,0,3,0,0,0,0,8,0,4,12,9,7,5,0,0,0,42,3,4,9,5,24,8,0,0,0,58,0,8,5,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,3,3,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,9,30,33,25,71,34,5,17,3,221
SAL80121,0,0,0,0,0,3,0,0,0,10,0,0,0,5,3,5,0,0,0,11,0,0,4,0,10,14,0,0,0,23,0,4,0,0,0,0,0,0,0,5,0,5,0,0,5,6,0,0,0,14,0,0,0,0,4,0,0,0,0,4,0,0,0,0,11,4,4,0,0,22,0,4,0,0,3,11,0,0,0,23,0,0,0,0,0,0,0,0,0,0,4,9,5,6,35,36,9,14,0,119,0,0,0,0,0,0,0,6,0,7,0,3,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,3,0,3,3,9,0,0,0,0,0,12,0,0,0,0,7,0,0,0,0,12,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,20,10,8,16,5,7,3,0,75
SAL80122,3,0,3,3,37,32,5,7,0,96,0,3,5,0,71,66,10,6,0,164,0,9,8,7,32,31,7,7,3,100,3,0,9,5,13,7,0,8,0,52,4,5,4,0,29,10,6,3,0,55,0,9,12,3,5,3,5,0,0,40,0,0,4,3,11,7,10,6,0,52,0,7,6,0,10,9,0,4,4,36,7,3,0,3,3,0,0,0,3,19,19,31,48,29,210,164,42,49,19,614,7,0,0,11,25,14,3,7,0,61,17,6,12,16,49,24,13,3,0,135,6,6,6,0,4,4,0,0,0,28,7,17,18,18,41,8,4,6,7,126,7,9,10,6,45,26,3,0,0,106,4,9,13,5,15,0,0,3,0,49,0,0,0,0,0,0,0,0,0,4,0,5,3,0,9,0,0,0,0,21,0,0,4,0,5,0,0,0,4,18,46,54,63,59,187,79,27,19,12,539
SAL80123,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,4,0,3,0,7,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,9,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,3,0,18
SAL80124,9,0,3,4,45,53,20,40,0,173,8,14,3,11,58,59,12,23,0,199,9,7,10,14,54,94,27,41,0,255,5,5,5,4,18,18,7,10,0,80,5,10,0,8,53,32,9,6,0,114,3,19,9,0,16,3,0,3,0,59,0,6,10,6,11,12,14,18,0,81,3,17,10,7,18,27,7,12,0,103,0,0,0,0,8,4,0,4,5,31,46,87,58,51,283,302,98,160,11,1094,11,6,3,8,48,40,19,18,3,159,24,23,22,24,82,61,11,14,0,268,4,3,6,5,10,9,0,0,0,41,10,44,37,20,28,23,5,12,0,172,14,15,42,32,103,61,12,14,0,291,3,43,9,4,18,4,0,3,0,90,0,3,0,0,0,0,0,0,0,7,0,14,3,5,8,3,0,4,0,39,0,0,3,3,12,13,0,0,0,26,74,149,127,109,315,204,51,69,4,1100
SAL80125,3,3,3,0,29,45,11,32,4,119,13,3,0,0,82,107,10,21,0,250,4,0,7,5,29,35,11,16,5,119,4,7,8,3,10,13,6,4,0,62,0,0,6,3,19,15,3,6,0,52,0,4,3,7,9,0,3,3,0,34,0,0,0,0,7,3,3,11,0,21,0,8,8,3,11,7,0,3,0,39,0,0,0,0,9,0,3,0,3,15,22,34,48,24,202,220,51,89,14,711,3,0,5,0,34,18,3,7,3,77,17,17,26,19,71,43,7,4,0,195,0,8,3,3,14,10,0,0,0,34,3,10,9,14,21,12,11,5,0,79,5,15,12,18,47,19,10,5,0,135,6,14,16,0,6,9,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,8,3,0,4,4,0,0,0,16,0,0,4,0,8,0,0,0,5,16,34,70,81,59,202,109,27,23,5,611
SAL80126,7,3,0,6,18,39,11,39,0,127,4,10,4,8,45,67,19,32,0,198,3,10,7,3,17,37,13,16,0,91,4,15,5,0,5,5,0,4,0,44,0,3,3,5,21,12,6,3,0,55,0,12,0,0,4,5,0,0,0,36,0,0,9,6,0,3,0,0,0,25,3,11,8,4,7,4,0,4,0,35,0,0,0,0,6,4,0,0,5,14,24,66,38,24,130,187,52,97,10,628,9,4,6,15,20,26,11,18,0,108,12,23,26,17,53,39,15,29,0,218,0,0,10,0,8,3,0,0,0,29,0,25,13,4,12,3,6,0,0,62,3,16,18,13,48,25,5,0,4,138,0,17,7,7,3,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,0,0,3,0,4,0,0,0,0,12,37,90,85,53,145,97,43,54,0,603
SAL80127,15,14,8,7,62,90,26,71,0,283,9,45,29,26,201,228,49,80,3,674,0,4,8,0,21,35,5,11,0,88,3,30,10,0,13,12,7,5,0,90,3,14,8,4,66,30,13,5,0,144,0,19,13,4,11,8,0,5,0,58,0,0,6,5,0,9,3,0,0,15,0,10,13,3,11,3,0,7,0,50,0,0,0,0,9,11,0,6,4,37,38,143,89,56,385,422,107,186,15,1446,21,10,11,16,79,76,35,45,0,299,27,57,46,39,234,172,55,67,0,698,4,11,3,7,5,8,0,4,0,34,4,58,20,7,17,11,5,4,0,128,8,38,43,27,98,50,15,12,0,296,8,28,12,3,15,10,0,0,0,76,0,0,0,0,0,0,0,0,0,6,4,0,7,5,4,0,0,0,0,28,6,8,0,0,9,6,0,0,3,35,79,210,162,93,466,329,116,137,3,1593
SAL80128,0,0,0,0,4,4,0,6,0,15,0,0,4,3,8,8,4,3,0,22,0,0,0,0,3,15,0,0,0,23,0,0,0,0,3,0,0,0,0,9,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,4,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,10,3,5,4,22,34,8,7,0,98,0,0,4,0,9,7,3,0,0,22,0,0,6,5,4,6,0,0,0,30,0,0,0,0,0,0,0,0,0,5,0,5,3,0,0,0,0,0,0,13,0,0,3,0,7,4,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,7,11,13,8,24,24,4,5,0,92
SAL80129,11,8,18,12,80,110,46,72,6,359,16,34,28,31,148,158,42,59,8,523,18,20,22,22,86,122,24,45,5,364,6,37,22,8,16,32,15,19,7,160,10,17,13,9,86,45,14,21,0,210,0,38,12,6,15,20,6,8,0,113,5,14,13,5,20,19,7,22,3,116,12,27,22,12,27,36,9,6,0,159,0,0,0,0,15,13,5,3,13,51,81,194,148,106,495,560,165,258,39,2046,16,8,24,22,65,68,25,44,0,273,57,56,77,66,160,113,41,45,0,614,0,7,11,7,18,9,0,3,0,64,12,63,62,31,37,30,5,14,6,259,27,53,58,38,163,69,15,15,4,443,14,55,28,8,20,5,0,3,0,133,0,9,0,0,3,3,0,0,0,15,0,27,14,0,8,4,0,0,0,58,5,4,0,3,15,7,0,0,0,38,130,276,273,174,491,309,89,136,10,1892
SAL80130,0,3,6,9,30,43,18,32,0,145,7,18,8,4,59,82,14,20,0,213,3,10,9,3,23,43,14,17,0,114,4,16,11,9,14,5,4,4,0,57,4,5,0,6,20,15,5,6,0,47,0,9,0,0,6,7,5,4,0,35,3,0,3,0,0,7,4,0,3,22,0,13,6,6,8,10,9,3,0,46,0,0,0,0,0,4,0,0,0,9,23,76,42,32,159,205,63,92,6,693,5,6,9,23,38,33,23,22,0,147,9,20,30,36,39,42,18,22,0,213,3,6,4,4,3,0,4,0,0,21,4,32,12,11,14,7,5,4,4,90,6,13,16,10,39,28,0,0,0,119,0,20,6,3,4,0,0,0,0,41,5,0,0,0,0,0,0,0,0,6,0,10,10,0,0,0,0,0,0,14,3,0,0,0,0,4,0,0,0,12,47,102,91,77,146,116,47,44,3,672
SAL80131,19,11,13,24,70,111,57,72,3,374,24,37,45,30,196,220,44,79,0,684,11,19,13,11,55,54,21,24,0,215,4,42,28,16,30,19,9,6,3,151,4,10,13,11,62,30,11,9,0,144,3,20,15,3,16,9,8,9,0,86,3,6,7,0,12,5,4,8,0,50,13,33,25,4,23,26,8,12,0,141,0,3,3,0,5,10,8,0,3,35,73,181,168,96,467,485,169,228,12,1872,27,10,31,37,106,108,49,59,5,428,39,93,92,77,226,158,53,61,4,807,0,8,11,9,16,18,5,6,0,69,22,84,42,20,33,19,3,6,4,237,20,30,44,28,106,48,11,13,3,296,7,49,21,6,17,4,0,3,0,113,0,0,0,3,0,0,0,0,0,3,3,19,23,3,5,10,4,4,0,82,0,4,0,4,9,8,3,6,4,40,119,299,262,189,520,380,129,155,13,2064
SAL80132,6,8,0,10,25,41,21,44,0,159,5,16,24,15,60,70,17,27,0,238,0,3,8,3,23,30,0,8,0,76,0,29,15,0,7,14,0,6,0,76,0,4,3,3,17,18,7,0,0,53,3,20,12,0,11,0,0,0,0,40,5,3,4,5,0,5,0,0,0,26,0,17,3,0,3,9,0,0,0,44,0,0,0,0,4,0,0,0,0,12,21,104,69,38,153,191,53,93,9,730,4,6,6,10,35,24,22,28,0,144,25,28,16,29,70,45,19,24,0,257,0,5,0,0,8,4,0,0,0,20,0,40,15,10,11,3,0,0,0,86,7,23,24,9,36,23,0,9,0,126,3,25,4,0,8,6,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,6,0,3,0,0,0,0,3,0,0,11,49,130,70,58,166,105,38,66,4,698
SAL80133,6,5,7,7,37,68,29,59,0,208,10,19,20,17,83,91,25,47,4,311,0,13,6,5,26,51,10,19,3,137,11,20,9,8,8,6,0,4,0,61,0,5,9,3,38,15,3,7,0,80,0,22,5,0,7,7,6,3,0,49,4,5,0,3,3,0,3,0,3,32,0,8,8,3,9,7,0,4,0,40,0,0,0,0,0,9,0,0,0,15,34,92,67,43,211,263,77,143,11,942,11,4,14,32,46,52,9,24,6,187,25,40,46,37,78,85,26,33,0,378,0,4,4,3,9,5,3,0,0,30,9,34,26,7,14,4,5,3,0,95,15,22,26,17,57,24,8,7,7,180,9,17,10,3,4,5,0,0,0,50,0,3,0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,3,3,18,0,0,0,0,0,4,0,0,0,15,66,138,128,100,214,184,53,72,10,967
SAL80134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80135,3,5,9,6,65,56,14,45,0,207,11,12,21,16,126,157,29,52,0,430,0,8,11,9,46,38,4,22,0,139,6,15,12,9,33,17,9,7,0,114,9,7,3,7,48,33,6,10,0,118,0,13,5,7,14,12,4,8,0,56,0,4,5,0,11,13,3,9,0,45,0,3,5,10,9,17,5,0,0,54,3,0,0,0,8,3,0,0,0,25,29,70,77,60,354,348,82,158,6,1194,12,12,10,14,59,42,21,24,0,188,29,30,48,40,171,123,23,42,0,515,0,0,0,4,7,18,0,0,0,39,9,39,18,15,30,16,8,7,0,132,4,19,23,12,106,47,10,11,4,246,6,15,10,0,10,5,0,5,0,55,0,0,0,0,0,0,0,0,0,5,0,6,9,0,5,4,0,0,0,21,3,0,0,3,5,8,0,0,3,26,58,126,126,91,399,264,68,88,13,1227
SAL80136,15,10,11,7,28,56,27,68,0,215,5,26,19,10,39,101,30,80,0,302,3,0,5,0,3,15,3,3,0,47,0,17,8,4,3,10,0,0,0,55,6,11,5,0,11,3,0,8,0,44,0,22,9,0,10,0,4,6,0,45,0,4,0,0,0,3,0,5,0,13,0,9,7,0,3,3,0,5,0,25,0,4,0,0,4,3,0,6,4,27,27,94,58,29,107,192,66,171,6,760,6,17,9,15,24,48,11,30,0,146,15,43,35,31,51,56,25,40,0,297,0,6,3,0,0,3,0,0,0,9,0,18,17,7,6,6,0,0,0,62,7,23,20,12,35,15,9,10,0,133,0,17,6,4,7,3,4,0,0,37,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,0,0,14,0,4,0,0,0,4,0,3,0,23,36,129,93,71,130,134,41,90,3,726
SAL89494,0,0,0,0,0,3,0,9,0,6,0,0,0,0,8,9,0,0,0,22,5,3,0,0,7,4,4,3,0,20,0,3,6,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,4,4,0,4,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,15,14,4,22,22,6,13,3,104,8,0,3,3,4,3,0,0,0,20,0,6,5,0,7,7,0,0,0,30,0,0,0,0,3,0,0,0,0,8,0,5,0,3,0,4,0,0,0,11,3,0,0,4,11,0,0,0,0,17,0,14,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,30,12,10,28,9,4,10,0,111
