SAL_CODE_2021,M_Mng_0,M_Mng_1_19,M_Mng_20_29,M_Mng_30_34,M_Mng_35_39,M_Mng_40_44,M_Mng_45_49,M_Mng_50_over,M_Mng_hours_NS,M_Mng_Tot,M_Pro_0,M_Pro_1_19,M_Pro_20_29,M_Pro_30_34,M_Pro_35_39,M_Pro_40_44,M_Pro_45_49,M_Pro_50_over,M_Pro_hours_NS,M_Pro_Tot,M_TTW_0,M_TTW_1_19,M_TTW_20_29,M_TTW_30_34,M_TTW_35_39,M_TTW_40_44,M_TTW_45_49,M_TTW_50_over,M_TTW_hours_NS,M_TTW_Tot,M_CPS_0,M_CPS_1_19,M_CPS_20_29,M_CPS_30_34,M_CPS_35_39,M_CPS_40_44,M_CPS_45_49,M_CPS_50_over,M_CPS_hours_NS,M_CPS_Tot,M_CA_0,M_CA_1_19,M_CA_20_29,M_CA_30_34,M_CA_35_39,M_CA_40_44,M_CA_45_49,M_CA_50_over,M_CA_hours_NS,M_CA_Tot,M_Sal_0,M_Sal_1_19,M_Sal_20_29,M_Sal_30_34,M_Sal_35_39,M_Sal_40_44,M_Sal_45_49,M_Sal_50_over,M_Sal_hours_NS,M_Sal_Tot,M_MOD_0,M_MOD_1_19,M_MOD_20_29,M_MOD_30_34,M_MOD_35_39,M_MOD_40_44,M_MOD_45_49,M_MOD_50_over,M_MOD_hours_NS,M_MOD_Tot,M_Lab_0,M_Lab_1_19,M_Lab_20_29,M_Lab_30_34,M_Lab_35_39,M_Lab_40_44,M_Lab_45_49,M_Lab_50_over,M_Lab_hours_NS,M_Lab_Tot,M_ID_NS_0,M_ID_NS_1_19,M_ID_NS_20_29,M_ID_NS_30_34,M_ID_NS_35_39,M_ID_NS_40_44,M_ID_NS_45_49,M_ID_NS_50_over,M_ID_NS_hours_NS,M_ID_NS_Tot,M_Tot_0,M_Tot_1_19,M_Tot_20_29,M_Tot_30_34,M_Tot_35_39,M_Tot_40_44,M_Tot_45_49,M_Tot_50_over,M_Tot_hours_NS,M_Tot_Tot,F_Mng_0,F_Mng_1_19,F_Mng_20_29,F_Mng_30_34,F_Mng_35_39,F_Mng_40_44,F_Mng_45_49,F_Mng_50_over,F_Mng_hours_NS,F_Mng_Tot,F_Pro_0,F_Pro_1_19,F_Pro_20_29,F_Pro_30_34,F_Pro_35_39,F_Pro_40_44,F_Pro_45_49,F_Pro_50_over,F_Pro_hours_NS,F_Pro_Tot,F_TTW_0,F_TTW_1_19,F_TTW_20_29,F_TTW_30_34,F_TTW_35_39,F_TTW_40_44,F_TTW_45_49,F_TTW_50_over,F_TTW_hours_NS,F_TTW_Tot,F_CPS_0,F_CPS_1_19,F_CPS_20_29,F_CPS_30_34,F_CPS_35_39,F_CPS_40_44,F_CPS_45_49,F_CPS_50_over,F_CPS_hours_NS,F_CPS_Tot,F_CA_0,F_CA_1_19,F_CA_20_29,F_CA_30_34,F_CA_35_39,F_CA_40_44,F_CA_45_49,F_CA_50_over,F_CA_hours_NS,F_CA_Tot,F_Sal_0,F_Sal_1_19,F_Sal_20_29,F_Sal_30_34,F_Sal_35_39,F_Sal_40_44,F_Sal_45_49,F_Sal_50_over,F_Sal_hours_NS,F_Sal_Tot,F_MOD_0,F_MOD_1_19,F_MOD_20_29,F_MOD_30_34,F_MOD_35_39,F_MOD_40_44,F_MOD_45_49,F_MOD_50_over,F_MOD_hours_NS,F_MOD_Tot,F_Lab_0,F_Lab_1_19,F_Lab_20_29,F_Lab_30_34,F_Lab_35_39,F_Lab_40_44,F_Lab_45_49,F_Lab_50_over,F_Lab_hours_NS,F_Lab_Tot,F_ID_NS_0,F_ID_NS_1_19,F_ID_NS_20_29,F_ID_NS_30_34,F_ID_NS_35_39,F_ID_NS_40_44,F_ID_NS_45_49,F_ID_NS_50_over,F_ID_NS_hours_NS,F_ID_NS_Tot,F_Tot_0,F_Tot_1_19,F_Tot_20_29,F_Tot_30_34,F_Tot_35_39,F_Tot_40_44,F_Tot_45_49,F_Tot_50_over,F_Tot_hours_NS,F_Tot_Tot
SAL80080,0,0,4,0,7,3,0,5,0,23,0,0,0,0,17,15,5,8,0,40,3,3,3,4,7,8,4,7,0,44,0,0,0,0,8,0,3,0,0,14,0,0,0,0,12,6,3,5,0,28,0,3,0,0,0,0,0,0,0,5,0,0,0,0,3,0,4,0,0,10,0,3,0,0,4,4,0,4,0,22,0,0,0,0,0,0,0,0,4,9,3,12,11,8,55,44,16,26,0,180,4,6,0,0,9,5,0,0,0,22,4,8,6,6,16,14,4,5,0,60,0,0,0,0,0,0,0,0,0,4,0,3,4,8,7,10,0,5,0,42,3,5,3,4,29,4,5,0,0,52,0,5,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,13,0,0,0,0,0,0,0,0,0,3,16,17,18,18,67,36,8,9,5,200
SAL80081,11,9,18,22,88,95,35,67,3,355,14,30,26,16,135,184,46,55,3,507,14,24,23,4,98,115,32,55,7,373,12,35,30,13,22,19,12,5,7,144,3,11,14,9,65,46,16,12,0,179,3,32,21,16,22,16,3,8,0,121,0,15,8,10,11,12,7,14,0,86,8,49,30,15,30,31,5,16,3,182,0,0,6,7,9,6,0,6,12,48,65,205,180,108,492,522,162,245,33,2003,16,15,20,34,75,55,35,27,0,284,42,52,86,61,141,119,29,35,3,569,8,16,14,11,19,14,6,0,0,75,15,81,61,22,53,18,5,7,0,256,14,48,56,36,126,62,20,9,4,373,8,43,22,10,15,10,4,4,0,109,0,3,0,0,0,0,0,4,0,6,6,30,13,5,14,9,0,6,0,77,4,4,0,0,9,0,0,0,8,32,102,284,286,178,447,285,90,89,21,1786
SAL80082,24,20,21,24,135,189,78,135,0,634,35,58,47,66,259,302,70,118,10,959,21,50,49,46,165,229,75,116,6,747,13,92,54,24,50,53,32,34,0,348,15,22,24,23,142,97,19,28,0,371,13,65,32,13,41,20,11,15,0,206,11,33,27,11,44,39,17,46,8,220,18,74,34,20,58,64,21,21,8,316,5,8,5,5,17,23,7,16,16,96,149,422,288,233,919,1010,327,523,46,3908,40,23,38,64,143,148,61,79,0,585,84,111,143,119,268,221,62,96,3,1116,5,18,35,15,50,25,4,4,0,148,25,161,121,77,103,51,11,20,6,568,51,86,105,69,313,149,29,40,7,855,16,131,48,27,32,17,4,7,9,284,0,0,0,0,4,3,0,0,0,12,8,44,24,9,22,11,0,7,0,124,3,6,8,7,16,19,6,10,9,82,233,576,525,380,952,642,175,258,30,3775
SAL80083,14,25,17,20,93,170,70,196,0,598,16,45,29,33,248,338,77,146,6,941,6,6,8,0,25,36,5,20,0,116,10,12,15,11,27,46,12,19,0,151,9,3,3,11,69,46,16,13,0,171,4,7,10,0,11,10,4,9,0,51,0,5,5,0,9,0,0,4,0,28,0,9,7,3,12,8,0,4,0,48,0,5,3,3,11,21,3,0,5,55,66,129,94,81,497,659,200,426,17,2154,27,19,22,28,113,144,68,92,0,516,61,55,56,57,296,274,100,137,3,1046,3,7,9,4,18,4,0,4,3,47,11,30,24,13,43,23,5,16,0,172,10,28,33,18,115,95,19,15,0,332,3,19,15,3,16,12,0,12,0,87,0,0,0,0,0,0,0,0,0,3,3,5,5,4,0,0,0,0,0,17,4,3,0,0,15,7,0,10,3,52,129,160,171,134,613,567,187,282,16,2262
SAL80084,5,3,7,0,39,50,15,29,0,152,9,16,9,10,60,63,13,21,0,202,3,11,10,14,44,82,21,32,5,215,8,17,10,4,11,15,7,11,0,69,0,4,3,0,40,20,7,7,0,84,0,15,10,5,5,6,0,7,0,46,3,8,6,6,8,19,9,12,0,64,5,18,11,13,17,18,3,0,0,86,0,4,0,3,5,8,0,6,3,21,34,88,63,56,227,269,71,119,8,939,10,4,16,16,46,26,15,19,0,155,27,29,34,34,66,53,11,19,3,295,3,8,6,0,10,3,0,0,0,39,3,42,25,18,28,11,3,5,0,145,6,10,22,28,66,45,4,14,0,199,3,35,9,4,15,4,0,6,0,71,0,0,0,0,0,0,0,0,0,4,0,19,8,4,7,3,0,0,0,41,0,0,0,0,8,0,0,3,4,18,59,159,125,101,245,153,46,69,7,960
SAL80085,5,3,5,0,40,35,17,15,0,125,7,16,15,9,131,103,12,25,4,326,3,4,12,3,46,40,11,5,0,135,5,20,21,7,14,11,8,11,0,100,0,3,7,0,40,26,6,7,0,84,0,6,17,4,13,9,0,9,0,57,0,6,16,5,9,6,0,3,0,53,3,19,18,3,8,10,3,10,0,71,0,3,0,0,3,7,0,0,6,27,31,87,109,47,305,241,64,84,22,979,9,6,6,3,37,30,11,15,0,116,13,18,26,28,124,79,22,26,0,335,0,6,5,0,10,11,0,0,0,30,3,29,33,9,35,20,0,3,0,136,8,18,25,10,66,21,7,6,0,154,3,28,19,0,14,0,0,0,0,61,0,3,4,0,0,0,0,0,0,3,0,11,9,0,6,4,0,0,0,32,7,7,0,0,4,4,0,0,3,23,41,120,122,65,289,161,44,52,10,899
SAL80086,4,9,12,9,81,87,33,60,0,303,6,38,31,29,185,192,61,64,0,615,10,12,16,9,43,48,9,25,0,168,3,30,21,11,19,18,6,16,0,131,3,13,13,8,60,32,12,9,0,141,0,21,8,5,13,10,6,3,0,65,0,9,9,5,3,7,0,10,0,50,0,24,28,6,15,13,6,5,0,101,4,3,5,3,17,6,0,4,9,40,28,162,148,80,441,408,134,200,18,1615,13,11,19,18,94,66,38,47,0,303,33,72,67,45,194,149,40,53,4,653,0,10,11,3,21,11,3,6,0,67,11,57,53,23,41,16,3,14,0,218,6,37,41,22,93,44,16,7,0,264,0,48,22,4,18,9,3,7,0,115,0,0,0,0,3,0,0,0,0,9,0,16,32,5,11,5,4,3,0,66,0,4,0,4,11,6,0,3,7,36,75,252,243,124,479,311,106,136,22,1735
SAL80087,0,4,3,6,33,37,12,36,0,134,9,12,20,9,73,73,27,43,0,258,3,5,12,16,40,34,11,8,0,125,0,9,11,12,18,12,7,6,0,81,4,7,3,0,22,19,0,9,0,69,0,7,10,7,9,10,0,0,0,45,0,0,4,6,12,6,0,3,0,36,0,29,35,6,23,15,9,9,3,120,0,0,0,3,0,0,0,0,9,17,21,79,93,56,227,207,76,109,9,880,11,6,8,15,41,40,14,27,0,150,14,24,30,30,51,72,19,29,0,267,0,0,5,3,6,4,6,0,0,25,6,38,36,20,40,8,0,5,4,163,8,8,20,5,44,26,3,7,0,121,3,19,16,4,6,0,0,0,0,51,0,0,0,0,0,0,0,0,0,4,4,7,10,5,14,7,0,3,0,60,0,0,5,6,5,3,0,0,5,17,47,110,126,90,207,160,43,72,9,856
SAL80088,4,0,7,6,15,29,14,11,0,86,3,4,6,12,25,26,5,13,0,89,0,3,3,0,10,21,8,10,0,62,0,5,9,0,9,8,0,0,0,34,5,3,3,0,15,8,5,5,0,42,0,4,0,0,5,4,0,5,0,14,0,0,0,0,4,3,3,11,0,17,0,9,0,0,3,3,0,0,0,19,0,0,0,0,0,3,0,0,0,6,14,28,25,22,86,105,32,52,8,369,0,0,7,6,17,18,11,10,0,66,15,13,32,10,21,28,9,11,0,129,0,0,0,0,8,7,0,0,0,14,5,8,16,3,5,0,3,4,0,40,5,12,15,9,22,13,3,5,0,86,0,10,9,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,5,0,7,3,0,3,0,0,0,0,12,0,0,3,0,0,4,0,0,6,7,22,51,74,39,77,71,26,24,6,375
SAL80089,8,5,12,8,69,71,31,57,0,263,14,20,17,28,157,141,29,52,0,462,15,19,27,22,105,118,28,53,4,390,8,21,12,8,33,45,17,29,0,180,14,9,4,7,74,28,10,9,0,161,5,22,19,11,10,18,8,16,0,102,4,12,6,10,18,24,16,35,0,127,5,24,22,3,31,38,14,15,6,164,0,3,5,0,9,14,4,6,9,50,74,141,117,107,515,494,160,270,21,1896,16,6,22,22,78,79,26,38,0,286,34,31,70,48,145,103,30,36,8,501,10,7,14,8,26,10,5,3,0,79,22,71,60,41,83,21,9,14,0,315,26,42,54,31,176,63,15,19,3,442,10,52,28,14,25,13,0,3,0,144,0,0,0,0,0,0,0,0,0,6,0,20,18,3,7,5,4,6,0,68,0,0,9,3,16,6,0,0,3,37,106,244,284,165,559,297,85,117,16,1876
SAL80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80091,3,6,6,8,37,38,9,23,0,136,7,20,16,8,74,73,16,36,0,242,4,5,9,9,28,32,9,17,0,121,3,17,13,9,21,10,4,5,0,84,0,0,0,0,16,21,8,3,0,52,0,15,9,4,3,7,0,8,0,45,7,7,4,0,4,5,0,9,0,30,0,14,10,6,11,9,0,3,4,52,0,0,3,0,0,10,0,0,0,15,31,80,62,41,198,199,57,97,10,784,8,8,5,5,40,21,19,19,0,134,16,16,30,16,90,59,19,24,0,287,3,9,0,3,9,0,0,0,0,25,3,36,18,17,19,7,0,0,0,107,7,7,11,12,46,22,12,0,0,126,3,20,12,3,5,7,0,0,0,52,0,0,0,0,0,0,0,0,0,0,4,12,8,0,4,0,0,0,0,32,0,0,4,0,4,8,0,0,0,14,47,106,91,61,226,132,62,54,3,776
SAL80092,9,0,5,4,39,47,15,37,0,149,12,13,14,10,62,101,17,36,0,269,4,8,14,4,41,40,12,18,0,145,3,12,6,5,15,13,0,11,0,71,3,6,11,4,30,16,4,0,0,78,0,11,13,8,9,7,7,0,0,55,0,0,7,0,6,5,0,6,0,31,4,19,22,3,22,14,3,4,0,86,4,0,0,0,5,4,0,0,0,13,35,74,88,44,228,248,56,117,7,900,9,14,15,5,40,39,11,29,0,158,13,18,32,33,63,49,17,31,3,269,0,13,3,3,9,3,0,0,0,28,3,29,28,19,34,11,3,14,0,143,9,12,25,18,57,33,3,9,0,171,5,27,13,7,12,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,16,15,0,6,11,0,3,0,46,0,5,0,0,7,6,0,0,0,15,44,124,137,89,228,151,39,91,11,899
SAL80093,3,4,0,3,34,39,19,45,0,147,3,9,3,9,65,53,15,19,0,187,4,11,12,6,30,48,15,20,0,147,0,12,6,0,5,6,0,8,0,33,3,0,4,6,17,12,3,10,0,56,6,11,3,3,4,6,0,4,0,28,0,8,0,0,5,12,8,12,0,38,0,11,5,3,9,8,0,6,0,41,0,0,0,0,0,0,0,4,5,18,22,67,42,35,168,180,63,123,11,701,7,5,14,9,27,26,14,29,0,114,11,23,12,24,60,44,13,20,0,201,0,4,7,5,9,4,0,0,0,31,5,18,26,6,16,0,6,0,0,82,9,10,26,16,44,24,5,5,4,157,3,22,13,3,6,4,0,0,0,47,0,0,0,0,0,0,0,0,0,4,0,5,9,3,3,0,0,4,0,18,0,0,0,0,0,5,0,0,0,4,40,97,96,65,159,107,35,51,3,662
SAL80094,9,8,4,4,35,56,16,28,0,160,16,20,17,12,63,79,12,35,0,242,9,7,5,12,48,57,17,27,0,175,5,15,12,0,8,9,3,8,0,53,0,0,0,3,27,9,0,5,0,52,3,13,8,0,16,4,0,0,0,43,8,0,8,0,4,8,4,4,0,27,0,17,4,0,6,19,5,6,3,65,0,4,0,4,7,0,0,4,0,13,44,85,55,35,211,233,61,108,10,835,6,4,12,19,35,43,9,17,0,141,21,28,31,18,71,47,21,23,0,256,0,0,7,3,3,3,0,4,0,30,15,29,22,14,19,4,0,3,0,109,10,25,27,14,58,24,9,3,0,174,3,24,14,0,11,0,0,0,0,61,0,3,0,0,0,0,0,0,0,7,0,9,6,0,0,0,0,0,0,25,4,0,0,0,7,3,0,0,0,16,53,131,120,67,206,127,42,61,3,814
SAL80095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SAL80096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80097,13,10,13,12,51,72,28,50,0,245,8,17,16,13,97,114,27,41,0,329,14,20,6,12,65,80,24,39,5,260,3,19,16,8,23,15,13,10,0,98,8,5,10,6,54,41,10,9,0,143,5,24,10,14,8,11,4,10,0,82,0,8,9,3,13,15,9,26,3,88,7,21,15,6,19,22,4,5,0,96,0,0,3,0,9,10,0,3,3,40,55,118,96,72,332,380,116,195,14,1375,12,12,11,20,52,57,25,22,0,209,26,37,53,41,111,71,22,37,0,388,6,7,8,3,11,10,0,0,0,40,6,40,36,23,22,20,10,4,5,171,27,31,47,25,125,58,16,16,8,352,4,38,27,8,9,4,0,0,0,85,0,0,0,0,0,5,0,0,0,0,3,14,3,7,6,0,0,5,0,40,6,0,0,0,3,3,0,6,0,18,87,180,179,126,336,221,70,92,10,1308
SAL80098,6,4,7,9,74,82,21,38,0,247,9,14,9,8,167,172,13,42,10,443,8,13,11,4,80,86,19,25,3,252,4,16,12,12,30,22,9,20,0,117,0,7,7,7,80,33,8,5,0,150,0,24,14,0,14,15,5,4,0,76,0,11,12,12,14,18,5,12,0,88,4,20,14,12,20,17,6,4,0,98,0,4,0,0,6,8,4,3,3,31,26,104,95,73,485,457,93,155,27,1502,6,9,10,4,64,41,14,19,0,161,15,26,41,37,140,98,24,28,0,408,0,6,10,4,17,16,0,0,0,66,10,46,41,32,59,21,0,10,0,227,8,31,28,29,117,55,13,13,3,292,0,39,8,11,21,16,0,0,0,97,0,3,0,0,4,3,0,0,0,9,4,7,9,4,9,3,0,0,0,32,4,5,3,0,10,6,0,4,4,35,56,165,150,122,436,256,49,68,12,1323
SAL80099,15,13,12,17,67,105,43,93,5,369,16,29,29,24,136,181,47,92,5,557,11,6,15,5,42,61,22,28,4,195,3,21,16,9,14,23,7,9,0,101,4,16,5,4,44,44,5,15,0,135,0,19,10,7,15,11,4,0,0,72,0,4,9,3,15,14,4,0,0,52,0,34,14,0,13,19,4,9,0,94,5,4,0,3,3,9,0,5,4,36,50,151,117,77,352,457,147,244,18,1605,27,18,28,27,67,81,38,72,0,354,29,54,68,50,161,140,43,66,3,618,0,6,8,0,6,9,5,0,0,35,10,59,27,22,26,14,3,11,0,170,7,24,32,26,92,45,13,9,0,245,3,46,12,8,16,10,0,0,0,106,0,0,0,0,0,0,0,0,0,0,5,21,8,0,4,12,0,0,0,49,0,6,7,9,10,11,3,5,4,40,86,231,180,134,381,319,105,159,7,1607
SAL80100,14,11,3,14,141,133,60,94,3,476,28,36,31,26,277,214,49,70,3,735,21,28,38,32,164,194,49,73,8,604,11,42,36,26,49,48,22,19,0,250,11,13,16,11,132,72,21,19,0,294,5,55,26,13,37,27,11,8,0,189,11,19,20,13,36,41,22,34,3,199,8,62,30,11,49,43,10,24,9,247,3,0,7,5,19,8,0,6,9,59,107,265,214,150,895,784,246,362,36,3054,30,11,28,34,116,104,35,48,0,406,53,63,78,100,245,179,46,70,3,834,4,24,17,10,42,24,8,8,0,139,27,103,90,68,122,50,5,27,7,493,26,59,87,65,253,121,33,31,3,688,22,83,39,17,34,15,9,8,0,223,0,0,0,0,3,0,0,0,0,12,6,38,27,6,22,7,3,3,3,117,3,4,5,3,16,7,3,0,0,45,172,400,372,311,853,506,143,193,22,2962
SAL80101,15,10,14,9,78,129,47,128,0,432,16,30,27,23,163,183,38,71,0,548,9,15,7,18,66,85,24,31,4,263,11,35,11,4,26,32,8,18,0,143,6,16,13,3,72,46,8,12,0,184,0,54,12,3,7,17,6,14,0,108,3,13,13,3,12,20,9,19,0,91,3,36,20,4,21,19,0,13,3,112,0,4,0,0,6,8,4,8,4,39,74,206,117,68,446,538,146,304,12,1923,23,7,23,15,58,72,30,56,7,285,32,51,63,45,159,118,34,50,0,560,6,12,13,8,20,13,5,3,0,74,4,76,39,32,27,15,0,9,0,210,22,61,66,42,153,78,20,25,0,458,9,68,29,9,18,12,0,5,0,143,0,0,0,4,0,0,0,0,0,4,5,22,9,3,4,3,0,0,0,47,0,0,5,6,8,6,4,3,4,31,98,294,240,162,442,315,98,144,14,1810
SAL80102,15,19,14,14,78,92,44,87,0,352,21,72,32,40,145,179,61,96,0,649,11,16,20,9,36,35,8,19,0,159,8,58,29,13,15,16,0,6,4,149,7,26,15,13,33,37,9,7,0,147,0,33,13,3,6,4,5,8,0,68,0,5,5,4,5,11,4,4,0,39,6,32,11,9,13,0,0,9,0,92,0,4,3,4,8,6,0,6,4,46,63,258,148,100,350,388,139,236,15,1690,18,9,35,30,69,66,42,67,0,337,24,85,89,63,156,162,64,67,0,709,0,9,7,6,7,9,0,4,0,40,13,76,46,25,28,12,4,7,5,210,10,56,38,21,55,39,12,12,0,244,8,40,21,3,6,5,0,3,0,87,0,0,0,0,0,0,0,0,0,3,5,17,11,0,5,0,0,4,0,37,0,0,6,0,0,3,0,5,0,30,76,301,238,146,333,300,118,165,12,1694
SAL80103,0,0,0,0,16,12,9,19,0,55,4,11,8,9,20,24,8,24,0,110,0,0,0,0,0,5,0,0,0,17,0,4,0,0,0,0,0,0,0,6,0,3,0,0,6,3,6,0,0,21,0,7,0,0,0,0,0,3,0,14,0,0,5,0,0,0,0,0,0,8,4,0,0,0,0,3,0,0,0,14,0,3,0,0,0,0,0,0,0,4,12,33,19,12,41,54,26,57,0,258,0,0,5,4,4,7,4,16,0,43,3,4,11,5,24,25,3,9,0,81,0,4,0,0,3,0,0,0,0,7,3,9,0,0,9,0,0,4,0,22,0,15,9,5,9,5,0,4,0,46,0,4,4,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,3,6,39,34,15,51,41,11,24,0,223
SAL80104,0,0,0,0,0,3,0,3,0,9,0,0,0,0,10,6,4,0,0,12,0,0,0,0,9,8,3,0,0,22,0,0,3,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,6,0,0,3,0,0,4,0,0,0,7,0,0,3,0,5,4,0,0,0,10,0,0,0,0,0,0,0,3,0,5,5,4,6,6,23,23,8,13,0,88,0,0,0,0,8,0,0,0,0,11,3,0,5,0,7,4,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,10,0,0,3,0,7,5,0,0,0,14,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,7,3,20,10,5,4,0,59
SAL80105,0,3,0,4,18,25,3,14,0,66,4,9,4,4,27,33,13,10,0,103,3,7,3,11,24,30,3,14,0,94,4,6,3,3,5,7,5,6,0,34,0,3,0,0,17,3,0,5,0,33,3,9,0,0,4,4,0,4,0,30,0,6,7,0,7,6,0,9,0,34,0,6,3,6,5,6,0,0,0,21,0,0,0,0,6,0,0,3,0,9,17,46,26,26,110,111,27,59,7,427,0,0,0,4,16,18,9,8,0,61,7,16,22,7,32,21,4,7,0,117,0,4,0,3,9,0,0,0,0,13,5,4,6,3,8,3,7,0,0,40,3,15,14,14,35,21,4,3,0,118,3,10,4,3,3,4,6,0,0,26,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,5,0,11,0,4,0,0,3,0,0,0,0,9,26,56,51,42,112,70,30,22,0,409
SAL80106,3,7,5,5,27,26,7,13,0,90,5,12,7,5,59,69,11,21,0,197,0,5,10,3,26,44,13,18,0,120,0,14,8,9,16,3,0,8,4,62,0,6,8,0,22,8,5,4,0,58,0,10,6,3,12,3,0,3,0,40,6,4,10,5,6,5,0,6,0,39,0,20,16,3,8,15,4,6,3,76,0,0,0,4,6,3,0,0,6,22,23,76,65,40,186,182,47,66,17,700,7,5,16,4,28,24,11,13,0,107,15,25,28,31,60,39,17,9,0,235,0,3,0,4,9,0,0,0,0,29,9,29,21,13,17,5,3,4,0,98,9,15,16,9,39,23,3,4,0,120,4,17,16,0,8,0,0,0,6,47,0,0,0,0,0,0,0,0,0,0,0,18,7,0,0,7,0,4,0,38,0,0,0,0,0,0,0,0,0,16,43,107,102,73,173,111,39,39,9,693
SAL80107,14,6,7,8,60,79,35,50,0,259,10,22,12,16,162,136,26,34,0,422,8,11,16,18,70,87,20,29,0,261,0,23,16,10,20,17,11,7,0,103,13,7,9,8,57,40,10,13,3,149,4,23,10,5,22,14,3,3,0,82,6,4,14,3,13,15,4,12,7,77,3,25,14,8,28,30,3,17,0,132,0,0,3,0,15,8,0,3,3,39,48,124,107,80,438,422,119,167,24,1529,13,10,15,20,37,56,18,31,0,195,29,46,55,33,125,90,25,31,0,435,4,5,7,5,21,14,0,4,0,66,20,51,57,19,55,19,5,0,0,223,19,30,55,28,144,63,18,15,4,374,9,40,24,12,14,3,3,0,0,104,0,0,0,0,0,0,0,0,0,4,0,18,10,7,5,5,0,4,3,48,5,4,4,0,13,0,0,0,0,26,97,206,224,113,409,248,69,96,4,1473
SAL80108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
