SAL_CODE_2021,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
SAL80062,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,15,3,17,0,0,7,0,5,0,41,5,5,0,0,3,0,4,4,0,20,15,0,110,0,8,0,10,29,3,177,0,0,5,0,5,6,0,3,0,22,4,0,4,0,4,49,0,7,0,80,13,0,11,12,3,8,3,23,0,68,4,3,0,0,17,4,27,0,6,60,3,8,5,0,4,0,0,0,0,18,0,4,0,0,7,0,0,0,0,12,3,0,0,0,6,6,0,0,0,19,18,61,13,0,18,0,0,0,0,109,4,3,7,6,9,0,0,18,0,52,97,112,19,27,124,0,0,4,17,405,7,58,4,21,14,0,0,5,0,112,11,51,6,55,33,0,0,0,0,162,9,0,0,4,0,0,0,0,0,12,5,5,28,8,5,0,0,4,0,67,0,5,8,0,6,0,0,0,4,27
SAL80063,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,9,4,8,0,4,0,0,0,0,29,3,4,0,0,4,0,0,5,0,19,31,6,95,0,9,0,0,24,0,173,3,0,3,0,0,0,3,0,0,14,18,0,8,0,0,47,0,9,0,82,13,0,12,26,0,15,3,11,0,86,0,0,4,0,10,3,18,0,0,33,3,10,8,0,4,0,0,0,0,23,0,8,0,0,16,0,0,0,0,23,6,6,0,0,3,11,0,0,0,23,29,93,20,0,23,0,0,0,4,170,3,6,9,0,7,0,0,10,0,36,129,126,20,33,117,0,0,3,13,451,17,117,6,39,20,0,0,0,0,208,16,59,3,58,23,0,0,7,0,165,11,7,4,10,5,0,0,0,0,37,7,10,18,12,3,3,0,3,0,51,3,11,13,5,4,0,3,0,11,42
SAL80064,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,12,3,45,0,16,3,17,4,0,105,4,0,9,0,9,4,10,3,0,43,36,12,227,0,31,3,30,56,6,406,3,5,11,0,7,12,8,0,0,48,57,9,33,0,19,187,7,22,0,344,27,0,22,61,10,35,9,46,3,215,9,0,12,0,29,0,65,0,0,121,12,13,14,0,7,4,0,0,0,53,11,24,0,0,22,8,0,0,5,59,8,3,0,0,17,24,0,0,0,51,48,146,33,0,71,0,0,0,8,306,8,10,10,4,30,0,3,44,0,111,340,335,40,98,422,5,5,8,34,1286,30,154,11,66,58,3,0,9,3,328,38,202,9,188,104,0,9,9,8,562,8,3,4,14,5,3,0,0,4,36,14,14,90,15,19,0,0,6,3,174,7,8,11,4,13,5,7,8,20,79
SAL80065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,5,0,0,5,0,27,0,4,3,0,0,0,0,0,0,17,15,7,71,0,12,0,3,30,4,145,0,3,6,0,0,0,0,0,0,12,9,3,5,0,4,53,3,11,0,82,23,0,9,24,4,14,8,21,0,93,5,3,0,0,7,0,14,5,0,32,11,4,4,0,5,0,0,0,0,22,6,4,0,0,12,0,0,0,0,27,0,4,0,0,4,3,0,0,0,10,28,71,12,0,20,6,0,0,3,135,0,5,4,0,5,0,0,13,0,29,142,138,15,35,119,0,4,0,16,478,18,99,7,36,4,0,0,3,0,168,18,78,0,54,28,0,5,0,0,196,5,4,4,11,0,0,0,0,0,27,8,12,29,15,12,0,0,3,0,81,5,4,0,6,0,0,0,3,4,23
SAL80066,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,4,15,0,3,9,3,0,0,40,0,4,8,0,3,5,5,0,0,26,15,5,79,0,10,0,8,16,3,130,3,0,3,0,4,7,3,0,0,20,38,11,4,0,15,76,13,12,3,164,35,0,36,31,10,19,4,23,0,149,5,3,0,0,16,5,28,3,0,63,7,8,10,0,8,4,0,0,0,31,0,0,0,0,13,0,0,0,0,20,4,0,0,0,5,12,0,0,0,27,29,143,25,0,29,3,0,0,0,233,8,17,3,7,14,0,0,19,4,64,172,288,22,57,230,0,0,8,19,798,13,77,4,44,9,0,0,0,0,153,26,129,13,120,55,4,4,4,8,359,5,9,5,4,5,4,0,0,0,28,7,11,34,17,16,0,0,3,0,87,4,9,4,0,3,3,0,4,9,46
SAL80067,3,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,12,17,15,3,4,5,0,0,0,52,6,7,0,0,0,0,0,0,0,19,29,13,42,0,14,0,5,15,0,114,3,6,3,0,3,15,0,4,0,34,28,14,8,0,8,76,3,9,0,141,26,0,26,60,4,23,0,25,0,169,8,7,0,0,7,3,10,5,0,34,10,25,3,0,3,0,0,0,0,38,20,26,0,0,14,3,0,0,5,62,9,9,0,0,4,40,0,0,0,63,88,295,14,0,47,7,0,0,0,450,5,20,3,4,7,0,0,12,0,54,406,533,19,60,198,0,0,3,33,1253,30,155,0,36,19,0,0,0,0,251,20,185,3,58,30,0,0,0,4,301,6,17,4,18,6,0,0,0,0,56,17,13,18,15,0,0,0,0,0,70,10,15,5,6,6,5,0,4,11,47
SAL80068,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,12,10,40,6,12,12,9,19,0,117,5,16,3,0,9,3,11,3,0,47,33,28,209,0,30,5,12,54,9,378,9,10,0,0,3,6,4,0,0,42,76,15,20,3,16,254,13,53,3,461,96,6,133,149,19,51,14,109,6,572,5,3,3,4,27,6,77,3,3,132,12,23,9,0,8,5,0,0,0,60,8,32,5,0,33,5,0,0,0,77,15,6,0,0,17,22,0,0,0,68,63,348,38,5,94,3,4,0,5,546,9,24,3,21,22,0,0,92,0,175,304,409,38,109,301,0,0,8,22,1190,25,210,13,103,45,0,0,3,0,410,25,184,8,241,66,8,3,10,5,557,13,14,4,31,10,4,0,0,0,76,16,14,65,32,15,0,0,14,0,164,4,19,33,9,11,7,9,12,47,155
SAL80069,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,5,0,6,7,8,0,3,0,4,0,32,5,0,0,0,0,0,0,0,0,7,15,5,31,0,3,0,5,12,0,76,3,0,0,0,0,3,0,0,0,14,11,3,4,0,6,49,0,6,0,75,12,0,12,34,3,10,6,12,0,83,0,3,0,0,6,0,11,0,0,24,10,14,0,0,4,0,0,0,0,32,0,6,0,0,8,0,0,0,0,17,0,4,5,0,0,7,0,0,0,22,46,117,4,0,18,0,0,0,0,195,4,9,3,0,0,0,0,11,0,22,244,197,13,14,80,0,0,0,8,556,23,142,12,25,14,0,0,0,0,212,18,71,0,31,14,0,0,3,3,138,10,31,0,12,5,4,0,4,0,65,6,7,8,9,3,0,0,5,0,35,4,0,3,0,4,0,0,0,9,21
SAL80070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,13,0,0,6,0,0,0,0,21,0,0,0,0,0,0,0,4,0,7,5,10,0,0,11,0,0,0,0,31,0,9,0,3,6,0,0,0,0,17,0,12,0,3,4,0,0,0,0,16,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,4
SAL80071,4,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10,6,15,5,5,6,6,9,4,58,11,14,4,0,7,3,6,0,0,42,37,15,153,0,20,0,10,31,16,281,5,0,3,0,4,8,0,0,0,36,62,12,20,4,16,237,8,32,5,379,73,6,96,125,6,52,10,70,5,443,12,10,0,0,16,0,40,4,3,95,15,37,6,0,13,7,0,0,0,78,7,29,0,0,37,7,0,0,3,82,10,9,0,0,13,16,0,0,0,51,83,335,25,0,59,4,0,0,6,516,13,20,9,10,20,0,6,55,0,127,431,540,48,109,309,0,3,7,37,1486,36,229,25,65,38,0,0,0,3,394,23,165,15,187,51,0,0,9,9,451,9,15,8,36,3,0,0,6,0,77,19,16,42,27,15,0,0,5,0,130,19,22,11,10,10,4,3,13,56,147
SAL80072,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,7,5,16,0,0,4,3,0,0,30,3,0,0,0,0,0,0,0,0,6,17,0,51,0,4,0,0,12,4,88,0,5,0,0,0,3,0,0,0,9,11,6,4,0,4,59,6,11,0,94,13,0,14,30,3,16,0,24,0,98,3,0,0,0,12,3,12,4,0,30,3,7,3,0,0,6,0,0,0,16,5,11,0,0,3,0,0,0,0,16,10,0,0,0,0,9,0,0,0,24,33,110,7,0,22,0,0,0,0,175,5,4,4,0,8,0,0,13,0,41,137,119,4,21,85,0,4,0,10,379,18,108,6,36,22,0,0,0,0,190,11,58,11,66,17,0,0,0,3,178,9,7,0,12,0,0,0,0,0,32,8,5,11,10,6,0,0,5,0,34,5,3,0,4,0,0,4,0,7,31
SAL80073,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,3,8,0,0,4,3,5,0,25,0,5,0,0,5,0,0,5,0,16,16,3,97,0,8,4,8,30,0,175,0,0,0,0,0,3,0,0,0,9,10,0,10,0,6,68,7,13,0,117,9,0,12,25,6,12,0,29,0,101,0,0,0,3,7,3,27,0,0,39,0,9,5,0,6,3,0,0,4,30,4,6,0,0,10,0,0,0,0,17,5,3,0,0,3,6,0,4,0,18,18,84,13,0,23,0,0,0,0,149,7,7,6,3,5,0,0,26,0,56,129,154,13,27,97,4,3,3,17,450,12,92,9,33,21,0,0,0,0,161,10,54,3,59,35,0,0,9,4,174,6,3,8,11,4,6,0,5,0,44,4,6,26,13,6,3,0,3,0,58,0,3,5,0,0,0,0,3,4,31
SAL80074,0,0,3,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,4,5,4,8,0,0,0,0,3,0,30,4,6,3,0,0,0,0,0,0,10,6,6,53,0,4,0,6,11,0,89,0,4,0,0,0,0,0,0,0,5,16,7,4,0,0,33,0,11,0,80,13,0,5,26,4,11,5,14,0,72,4,6,0,0,9,0,11,6,0,32,6,8,5,0,0,0,0,0,0,21,0,5,0,0,3,0,0,0,0,16,3,4,0,0,3,13,0,0,0,18,32,98,17,0,17,0,0,0,9,169,3,5,4,0,9,0,0,12,0,29,165,154,18,27,100,6,0,4,16,482,10,91,0,16,16,0,0,7,0,136,16,70,0,36,21,0,4,3,0,146,5,9,0,3,0,0,0,0,0,24,11,3,15,7,3,0,0,0,3,46,0,4,5,0,4,0,0,0,12,30
SAL80075,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,4,15,0,5,5,0,5,0,46,0,6,3,0,7,0,3,0,0,24,27,12,148,0,15,0,21,39,5,269,0,5,4,0,0,4,9,0,0,27,29,9,13,0,11,106,7,13,0,178,37,0,37,36,5,24,3,34,0,177,6,5,3,0,13,4,42,4,0,74,4,23,7,0,7,3,0,0,0,46,0,15,0,0,25,6,0,0,0,53,5,0,0,0,5,21,0,0,0,36,25,123,28,0,26,3,0,0,7,216,11,6,11,5,8,0,0,28,0,83,167,235,22,78,215,0,6,9,21,751,19,161,10,68,33,0,0,12,0,318,20,120,17,139,56,0,0,7,0,362,10,10,5,18,0,5,0,0,0,53,13,8,41,19,17,0,0,5,0,99,3,10,9,5,8,4,3,4,20,71
SAL80076,6,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,6,0,0,0,24,3,0,0,0,4,0,0,0,0,10,16,6,20,0,11,0,3,3,0,64,0,4,0,0,0,0,0,0,0,10,11,5,3,0,0,50,3,10,0,80,11,0,22,34,7,8,3,15,0,98,3,4,0,0,6,0,11,0,0,19,0,8,0,0,0,0,0,0,0,19,3,6,0,0,6,0,0,0,0,19,3,3,0,0,0,6,0,0,0,17,34,111,7,0,21,3,0,5,3,183,5,3,0,0,3,0,0,15,0,33,202,171,9,6,76,0,0,7,9,483,10,90,0,23,10,0,0,5,0,149,14,134,4,62,23,0,0,5,0,239,11,9,4,15,0,0,0,0,0,45,9,9,13,8,6,0,0,4,0,44,6,4,0,0,0,0,0,0,3,19
SAL80077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,9,0,0,0,0,18,5,0,0,0,0,0,0,0,0,9,15,3,32,0,5,0,0,6,0,64,5,0,0,0,0,3,3,0,0,8,11,4,3,0,4,31,0,3,0,50,9,0,0,22,0,11,3,6,0,54,4,0,0,0,3,3,9,0,0,19,4,15,0,0,0,6,0,0,0,19,3,11,0,0,0,0,0,0,0,12,5,4,0,0,7,3,0,0,0,17,22,77,3,0,20,0,0,0,0,132,5,6,3,0,10,0,0,9,0,32,117,125,9,16,76,3,0,0,9,360,10,54,0,18,9,0,0,0,0,95,7,113,4,27,20,0,0,0,5,179,3,3,0,4,0,0,0,0,0,13,5,3,8,11,3,0,0,0,0,21,0,5,3,0,0,0,0,0,3,13
SAL80079,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,19,0,6,5,4,8,0,53,5,0,6,0,3,4,4,0,0,21,23,0,132,0,18,3,17,36,0,224,0,0,5,0,9,5,4,3,0,29,34,4,12,3,10,87,9,14,0,171,13,0,18,41,4,27,4,24,0,128,8,0,5,0,19,5,48,4,0,90,9,4,3,0,0,0,0,0,0,27,0,5,0,0,15,0,0,0,0,23,3,4,0,0,8,3,0,4,0,26,18,81,25,0,28,0,0,0,0,157,6,8,13,0,10,0,0,29,0,69,126,185,21,48,188,0,4,10,18,601,11,83,4,29,17,0,0,0,0,157,19,97,13,143,48,0,3,11,3,327,0,3,3,6,6,0,0,0,0,21,11,0,48,12,10,0,0,5,0,97,3,5,12,8,10,0,3,6,11,49
SAL80080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,6,0,11,0,0,0,0,7,0,26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,10,0,0,0,23,3,0,10,5,0,0,0,5,0,28,0,0,0,0,0,0,8,0,0,12,0,0,0,0,0,0,0,0,0,5,0,3,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,7,21,0,0,13,0,0,0,0,38,0,5,0,0,3,0,0,9,0,18,14,28,5,6,29,0,0,0,3,88,0,17,0,8,4,0,0,0,0,37,5,21,7,32,5,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,11,0,0,0,0,0,0,0,0,4,14
SAL80081,3,0,3,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,9,8,26,0,0,10,9,12,0,67,0,8,6,0,0,5,0,7,0,33,36,15,178,0,15,5,15,58,7,332,5,6,3,0,3,6,7,0,0,33,35,15,13,5,0,145,3,19,0,228,41,4,43,70,13,30,13,62,3,269,6,4,4,0,27,3,40,7,0,82,4,23,10,0,13,10,0,0,0,60,6,15,0,0,18,0,0,0,0,43,6,4,0,0,9,12,0,0,0,40,72,257,30,4,67,6,0,0,6,437,15,11,12,7,19,0,0,65,0,126,303,301,27,49,247,4,5,8,24,965,29,246,13,76,46,0,0,0,0,412,23,116,10,137,48,0,3,10,4,342,19,21,3,27,6,5,0,0,0,93,12,19,47,16,15,0,0,12,0,113,13,7,11,6,8,8,0,3,25,92
SAL80082,0,0,0,0,0,0,0,8,0,17,0,0,3,0,0,0,0,0,0,7,35,18,50,0,8,18,15,13,4,156,8,6,19,0,10,3,9,7,0,60,74,19,359,0,45,9,32,98,18,649,13,12,12,0,7,18,14,7,0,77,76,19,32,11,27,304,18,34,9,525,56,0,43,138,7,57,19,91,0,408,14,15,15,6,41,11,96,16,4,211,15,53,14,4,9,9,0,0,0,113,12,35,0,0,29,0,0,0,0,74,9,10,0,0,14,36,3,0,0,78,106,388,75,0,103,4,0,3,9,693,23,26,41,16,34,0,0,80,4,222,602,651,60,133,590,7,16,18,69,2137,51,361,22,135,80,0,0,14,3,671,68,395,31,360,147,7,9,21,9,1043,21,29,12,42,16,3,0,5,0,136,21,36,105,48,32,5,4,20,0,260,14,18,12,16,20,7,8,11,38,155
SAL80083,11,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,17,9,8,0,3,6,0,3,0,41,4,6,3,0,0,0,4,0,0,21,40,15,38,0,14,0,3,11,0,123,8,8,0,0,7,0,0,0,0,21,40,6,3,0,3,64,4,7,0,129,36,0,16,66,0,13,0,10,0,142,14,7,0,0,5,6,12,3,0,47,17,58,0,3,4,0,0,0,0,85,10,31,0,0,13,5,0,0,0,62,9,11,0,0,10,29,0,0,0,62,105,450,17,3,56,3,0,0,15,645,16,21,5,3,6,4,0,15,0,69,651,873,29,117,305,0,0,5,57,2038,37,223,8,37,18,0,0,0,0,323,33,207,4,57,27,0,0,3,4,334,20,26,0,15,4,0,0,0,0,69,33,17,27,10,5,5,0,0,6,106,16,22,4,4,10,0,0,0,12,72
SAL80084,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,6,0,4,0,6,5,7,3,0,26,0,5,3,0,0,0,3,0,0,13,15,3,131,0,21,5,20,26,4,220,6,0,0,0,0,3,4,0,0,11,20,3,8,3,3,73,7,14,0,133,14,0,3,24,0,18,6,28,4,92,4,0,0,0,6,0,26,0,0,46,3,7,0,0,3,0,0,0,0,19,6,5,0,0,5,0,0,0,0,17,3,8,0,0,0,10,0,3,0,21,27,93,24,0,30,3,0,0,0,173,5,6,10,4,10,0,0,20,0,60,143,149,19,45,146,0,0,5,13,523,12,126,5,39,24,0,0,0,3,218,17,76,6,69,23,0,0,4,0,202,6,3,5,8,4,0,0,3,0,30,3,4,32,14,9,0,0,4,0,62,0,5,3,0,6,5,0,4,11,30
SAL80085,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,7,3,7,0,0,0,0,3,0,29,0,9,5,0,6,0,0,0,0,14,13,23,50,0,14,0,4,16,0,127,0,5,0,0,6,0,4,0,0,16,22,18,7,3,4,85,4,8,0,151,34,0,27,62,3,12,14,23,0,178,6,4,0,0,5,0,28,0,0,45,5,17,3,0,3,0,0,0,0,29,0,15,0,0,7,0,0,0,0,23,3,3,3,0,10,6,0,0,0,32,33,142,22,0,31,0,0,0,3,224,0,17,3,6,7,0,0,21,0,55,78,158,12,35,81,0,3,0,15,382,22,106,6,37,20,0,0,8,0,193,10,127,6,67,25,0,0,3,5,248,8,0,4,11,0,0,0,0,4,29,4,8,13,7,7,0,3,13,0,52,3,10,0,0,6,5,0,7,21,54
SAL80086,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,7,5,11,3,4,3,0,7,4,47,3,7,0,0,5,0,0,5,0,19,19,13,59,0,4,0,8,17,0,124,0,4,0,0,0,9,0,0,0,15,26,6,11,3,9,98,0,5,0,164,29,5,53,76,6,19,11,27,0,227,6,9,0,0,4,3,21,4,0,43,5,41,5,0,7,3,0,0,0,73,0,27,0,0,20,6,0,0,0,49,3,10,0,0,8,18,0,0,0,40,70,292,23,0,64,5,0,3,5,467,17,13,12,6,4,0,0,54,0,101,325,405,15,50,172,3,3,6,26,1002,28,273,8,58,33,0,0,15,0,428,21,118,7,103,40,0,0,10,0,299,15,25,7,25,13,3,0,10,0,92,6,9,11,23,12,3,0,5,0,75,12,3,8,6,5,0,4,8,22,66
SAL80087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,4,4,3,0,27,3,4,3,0,0,0,0,0,0,17,26,0,37,0,3,0,8,19,0,86,0,0,0,0,4,0,0,0,0,7,18,5,12,0,6,67,3,16,0,125,10,0,37,32,0,7,4,16,0,111,0,3,0,0,7,0,19,0,0,36,8,18,5,0,0,0,0,0,0,27,0,6,0,0,3,0,0,0,0,14,5,3,3,0,4,7,0,0,0,17,26,80,9,3,13,0,0,0,0,140,0,5,9,3,6,0,0,74,0,93,135,186,8,31,94,0,0,5,19,477,11,89,0,27,7,3,0,15,0,162,18,88,9,118,21,3,0,8,0,268,4,5,0,14,8,3,0,3,0,35,8,4,19,6,0,0,0,4,0,43,5,4,0,0,4,0,0,7,14,39
SAL80088,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,4,7,0,0,0,5,0,0,22,0,6,0,0,0,0,0,0,0,7,17,0,30,0,8,0,3,7,0,62,3,3,0,0,0,0,5,0,0,5,0,4,5,0,0,20,0,3,0,35,3,0,0,13,0,4,0,12,0,40,0,6,0,0,4,0,10,0,0,22,0,6,0,0,0,0,0,0,0,10,0,0,0,0,9,0,0,0,0,11,9,0,0,0,6,3,0,0,0,11,11,32,11,0,9,0,0,0,0,71,4,5,0,0,7,0,0,0,0,14,60,78,4,25,58,0,0,3,4,242,4,46,6,11,8,0,0,0,0,73,7,33,3,20,17,0,0,0,0,77,5,0,0,0,4,0,0,3,0,15,5,0,13,0,0,0,0,0,0,21,0,0,0,3,3,0,0,0,11,13
