SAL_CODE_2021,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
SAL80089,3,0,3,0,3,0,0,3,0,15,0,0,0,0,0,0,3,0,0,4,12,5,24,0,3,5,6,8,6,66,0,3,8,0,8,0,9,4,0,34,29,8,179,0,12,0,28,56,3,313,7,4,6,0,0,3,9,0,0,30,44,6,22,4,11,160,4,25,5,282,28,3,40,33,8,43,5,42,0,203,9,5,5,0,20,0,60,3,0,103,7,22,10,0,4,9,0,0,0,56,9,18,0,0,24,5,0,0,0,56,9,0,4,0,7,15,0,3,0,39,48,170,32,5,40,0,0,0,7,307,7,20,10,9,11,0,0,39,0,100,244,313,27,104,282,4,3,12,32,1020,31,180,12,100,44,0,0,4,5,374,26,151,16,200,79,0,0,17,9,501,15,16,8,20,8,4,0,0,0,65,20,14,65,17,9,0,0,7,0,137,4,15,9,0,12,0,0,8,22,82
SAL80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80091,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,3,0,0,0,19,0,5,0,0,0,0,0,0,0,6,20,4,46,0,3,0,3,12,0,93,4,3,0,0,0,0,0,0,0,6,10,4,0,0,3,60,0,7,0,95,4,0,22,44,4,14,0,22,0,113,0,5,0,0,4,6,16,0,0,31,0,12,6,0,0,0,0,0,0,23,0,9,0,0,7,0,0,0,0,11,0,5,0,0,0,3,0,0,0,17,26,107,15,0,16,0,0,0,0,174,0,5,4,5,6,0,0,23,0,48,142,145,10,25,99,0,0,0,13,434,14,134,8,38,20,0,0,3,0,218,9,77,0,50,17,0,0,3,0,161,8,4,0,9,0,0,0,0,0,25,7,4,14,14,0,0,0,0,0,37,0,5,5,0,3,3,0,0,12,28
SAL80092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,0,0,0,0,3,0,26,0,0,0,0,3,0,0,8,0,17,29,0,51,0,7,0,3,6,0,110,7,0,3,0,0,0,3,0,0,12,17,7,9,0,6,82,7,16,0,136,14,0,23,32,4,16,3,22,0,117,9,5,0,0,11,0,14,0,0,37,6,9,3,0,6,0,0,0,0,22,6,0,0,0,8,0,0,0,0,15,5,8,0,0,5,8,0,0,0,31,22,108,11,0,24,0,0,0,0,167,0,0,9,6,3,0,0,38,0,67,159,162,17,16,122,0,0,4,10,496,9,80,0,22,12,0,0,17,0,126,28,141,14,118,30,3,4,6,0,341,0,0,0,4,0,0,0,0,0,11,3,3,20,5,7,0,0,7,0,48,0,3,5,0,0,0,0,3,9,27
SAL80093,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,4,0,24,0,5,0,0,0,0,0,0,0,8,25,0,68,0,9,0,8,13,0,126,3,0,0,0,0,0,0,0,0,11,11,5,7,0,0,51,0,4,0,81,15,0,9,22,0,11,0,15,0,80,0,3,0,0,9,0,20,0,0,33,6,9,0,0,0,0,0,0,0,14,0,6,0,0,12,0,0,0,0,24,5,3,0,0,8,9,0,0,0,15,29,93,14,0,15,0,0,0,0,155,4,8,9,0,0,0,0,13,0,33,125,111,6,16,92,0,5,0,4,370,8,73,3,27,13,0,0,0,0,130,11,51,4,42,36,0,0,4,0,149,0,4,4,6,0,0,0,0,0,16,3,3,29,3,7,6,0,6,0,55,0,3,5,0,0,0,0,3,13,21
SAL80094,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,4,0,0,0,20,7,8,3,0,4,0,0,0,0,18,24,6,85,0,12,0,9,19,0,144,8,6,0,0,4,7,0,0,0,15,21,0,8,0,8,69,5,14,0,128,14,0,20,22,0,7,0,11,0,73,0,3,0,0,9,0,11,0,0,22,0,18,4,0,6,0,0,0,0,28,3,14,0,0,3,0,0,0,0,21,6,0,0,0,0,0,0,0,0,8,30,106,11,3,33,0,0,0,0,196,0,10,6,0,3,0,0,19,0,44,130,131,15,25,98,0,0,0,10,419,22,120,10,27,16,0,3,6,0,204,12,58,3,53,26,0,0,5,5,169,6,4,6,16,3,0,0,6,0,40,11,11,22,6,5,0,0,3,0,61,0,0,3,3,3,0,0,6,5,32
SAL80095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SAL80096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80097,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,3,16,0,6,7,3,4,0,56,3,3,4,0,5,0,0,3,0,20,31,3,122,0,22,4,18,37,6,244,13,5,7,0,4,4,6,0,0,34,19,6,15,0,5,97,5,9,0,148,14,0,10,23,6,17,4,27,0,104,3,0,3,0,16,9,41,4,5,80,4,12,4,0,5,8,0,0,0,30,6,14,0,0,18,3,0,0,0,45,8,3,0,0,3,12,0,0,0,28,42,107,17,0,46,3,0,0,7,224,4,9,15,5,7,0,0,22,6,73,210,276,30,48,259,3,6,4,22,860,18,123,5,39,29,0,0,5,0,218,27,119,15,111,42,0,0,4,4,325,7,10,8,12,4,4,0,0,3,49,13,7,34,14,8,6,0,7,0,90,3,10,6,5,6,0,3,4,7,50
SAL80098,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,11,6,12,0,4,4,8,8,0,52,0,9,0,0,4,0,0,0,0,13,34,10,101,0,18,0,6,21,4,195,0,6,0,0,5,0,0,3,0,23,25,13,10,4,14,109,9,16,4,203,31,0,28,27,3,27,4,36,4,164,0,10,5,0,21,0,51,0,3,85,7,15,3,0,10,0,0,0,0,38,6,19,3,0,27,0,0,0,3,61,3,0,0,0,7,14,0,0,0,28,41,193,33,0,42,0,0,0,5,313,10,12,5,3,8,3,0,25,0,64,182,271,31,62,207,4,3,9,21,789,17,141,5,62,15,0,0,3,0,244,25,132,19,147,45,0,5,3,3,377,5,4,5,15,6,0,0,0,0,27,8,0,41,10,8,0,0,14,4,82,5,11,8,4,7,0,0,3,12,59
SAL80099,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,12,3,10,0,4,0,6,3,0,44,5,5,0,0,0,0,0,0,0,9,35,8,100,0,8,3,12,24,0,181,0,3,0,0,0,9,0,0,0,22,32,6,8,8,9,103,0,17,0,183,40,0,32,61,12,24,6,33,0,205,10,7,0,3,17,0,22,0,0,57,5,24,6,0,11,0,0,0,4,50,3,23,0,0,17,0,0,0,0,44,7,3,0,0,5,16,0,3,0,39,66,245,19,0,44,5,0,0,8,392,18,14,8,4,11,5,0,27,0,82,399,419,12,30,181,0,4,3,27,1082,26,173,6,55,9,0,0,5,0,267,25,170,5,86,35,5,0,4,6,331,12,21,5,11,4,0,0,0,0,54,14,15,23,13,12,0,0,4,0,78,13,19,9,0,9,0,0,7,21,75
SAL80100,4,3,0,0,0,0,0,6,0,8,0,0,0,0,0,0,3,0,0,4,13,14,44,7,11,9,13,16,0,129,8,10,3,0,16,0,13,4,0,47,59,12,275,3,46,5,37,72,8,514,9,4,3,0,4,18,8,0,0,55,70,27,30,5,23,250,14,40,5,459,58,4,92,86,16,53,5,84,0,396,18,11,0,0,42,3,90,3,0,171,8,46,19,0,19,0,0,0,0,106,14,25,0,0,42,5,0,0,0,91,8,7,3,0,15,37,0,0,0,69,81,331,48,0,93,4,0,0,8,569,19,26,21,20,31,3,4,68,0,185,384,488,74,127,432,4,8,13,49,1574,35,302,9,145,68,0,0,8,5,573,47,208,16,256,104,0,8,12,5,651,18,23,8,38,7,6,0,5,0,99,25,20,73,36,19,4,5,19,0,198,8,17,18,11,13,3,7,7,31,113
SAL80101,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,9,13,18,0,4,8,4,4,0,55,5,14,0,0,3,0,9,0,0,24,65,11,133,0,31,0,10,37,0,295,7,12,3,0,0,10,3,0,0,36,48,9,12,4,20,145,10,20,0,264,38,3,27,79,3,40,8,38,0,242,5,4,3,3,17,3,40,3,0,82,12,22,3,0,9,3,0,0,0,56,11,22,0,0,31,3,0,0,0,74,11,3,0,0,4,19,0,0,3,50,83,253,28,0,70,3,0,0,9,434,8,18,0,11,18,3,0,20,0,79,324,355,28,75,287,4,3,4,23,1097,39,203,6,61,56,3,0,4,5,380,25,137,8,83,51,0,4,3,4,323,14,5,6,16,10,0,0,4,0,62,11,17,48,16,8,5,0,11,4,121,0,7,3,0,13,4,3,5,21,51
SAL80102,3,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,4,15,7,17,3,4,9,0,0,0,58,7,6,4,0,0,0,0,0,0,15,33,17,58,0,13,0,0,16,4,141,0,0,3,0,4,0,0,0,0,20,27,7,4,6,6,95,3,15,0,168,28,7,28,136,8,21,3,34,0,259,7,6,5,0,12,4,21,3,5,47,17,43,5,0,0,5,0,0,0,78,15,29,0,0,12,0,0,0,0,52,9,3,0,0,4,13,0,0,0,34,85,327,19,5,68,0,0,0,17,526,3,3,9,4,6,0,0,25,0,56,348,378,4,28,164,0,0,6,24,954,48,311,12,60,29,0,0,3,0,471,20,137,7,76,39,4,4,5,3,284,10,34,6,14,8,0,0,3,0,80,13,19,7,17,10,0,0,3,0,67,7,15,5,4,3,0,0,4,11,53
SAL80103,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,4,13,3,6,0,5,0,0,5,0,35,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,11,0,4,0,15,8,0,5,8,0,4,0,3,0,34,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,4,0,0,0,6,3,3,0,0,0,0,0,0,0,12,3,0,0,0,4,14,0,0,0,20,11,30,0,0,9,0,0,0,0,49,3,0,0,0,3,0,0,9,0,19,36,50,4,4,21,0,0,0,5,110,4,15,0,13,0,0,0,0,0,31,8,73,3,4,16,0,0,0,0,108,0,0,0,3,3,0,0,0,0,4,0,0,5,3,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,4
SAL80104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,7,0,0,3,0,0,0,0,7,0,10,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,10,16,0,3,8,0,0,0,0,48,0,5,0,3,0,0,0,0,0,7,0,6,0,8,4,0,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SAL80105,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,3,9,0,41,0,4,0,6,5,0,70,0,0,0,0,0,0,0,3,0,5,11,0,3,0,5,35,0,3,0,67,6,0,7,10,0,4,0,8,0,34,0,0,0,0,0,0,17,0,0,27,0,6,6,0,3,0,0,0,0,16,0,3,0,0,3,0,0,0,0,8,0,7,0,0,5,12,0,0,0,22,9,27,10,0,12,3,0,0,0,59,9,0,3,0,6,0,0,9,0,27,58,91,5,18,82,0,0,0,13,260,7,32,3,17,7,0,0,0,0,63,10,49,3,32,19,0,0,0,0,112,0,0,0,0,0,0,0,0,0,8,4,4,9,3,0,0,0,0,0,17,0,0,7,0,3,0,0,0,0,12
SAL80106,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,0,0,0,0,24,0,0,3,0,0,0,0,4,0,10,3,3,50,0,9,0,5,14,5,85,3,0,0,0,0,4,0,0,0,13,15,4,8,3,0,51,6,15,0,92,11,0,26,25,3,13,0,24,0,100,0,0,0,0,7,4,24,0,0,36,0,6,3,0,4,0,0,0,0,18,3,3,0,0,4,0,0,0,0,17,4,0,0,0,0,3,0,0,0,6,14,103,9,0,29,0,0,0,5,151,4,3,6,0,5,0,0,29,0,53,112,127,9,27,73,0,0,5,4,361,11,84,7,29,10,0,0,3,0,137,3,66,10,65,24,6,0,5,0,183,0,5,7,10,0,0,0,3,0,26,3,7,18,6,4,0,0,3,0,45,0,0,4,0,5,0,0,4,15,30
SAL80107,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,5,6,16,0,8,0,5,7,0,53,5,8,4,0,0,0,5,0,0,23,23,9,123,0,17,3,10,34,3,221,3,4,0,0,5,5,4,0,0,19,46,9,11,0,7,125,3,18,0,215,20,0,31,55,7,19,5,38,0,181,7,0,0,0,20,3,47,5,0,89,13,18,9,4,7,4,0,0,0,48,0,17,0,0,20,3,0,0,0,43,6,4,0,0,8,16,0,3,0,43,43,178,32,0,58,0,0,0,4,321,9,13,13,5,9,0,0,36,0,90,210,273,31,51,231,4,0,9,17,815,33,176,8,50,37,0,0,7,0,317,10,118,11,114,54,0,0,7,0,312,10,3,4,21,10,0,0,0,0,52,6,10,31,21,9,0,7,8,6,86,4,6,4,4,13,0,3,6,25,67
SAL80108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80109,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,7,0,7,0,0,4,0,0,0,22,3,0,3,0,0,0,0,0,0,4,30,5,39,0,7,0,4,5,0,97,0,0,0,0,0,4,0,0,0,9,8,0,0,0,3,39,0,6,0,65,16,0,11,38,3,16,4,19,0,106,0,3,0,0,3,0,13,0,0,18,0,5,0,0,9,0,0,0,0,20,6,3,0,0,6,0,0,0,0,19,0,5,0,0,6,16,0,0,0,26,34,88,10,0,21,0,0,0,3,155,9,10,3,3,0,0,0,13,0,31,159,127,6,14,91,0,0,9,7,411,14,65,4,16,10,0,0,6,0,107,23,99,9,49,26,0,0,3,0,208,3,7,0,5,4,0,0,0,0,21,6,9,10,10,5,0,0,0,0,35,4,0,0,0,0,0,0,3,6,19
SAL80110,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,11,15,0,4,0,3,8,0,53,3,11,3,0,8,0,3,0,0,22,18,10,62,0,11,6,7,17,0,124,0,5,0,0,3,10,8,0,0,24,40,19,13,0,5,148,4,20,0,247,35,0,66,59,14,16,5,42,0,243,0,7,0,0,13,0,27,0,0,51,12,21,3,0,11,0,0,0,0,47,7,16,0,0,13,0,0,0,0,33,10,4,3,0,4,19,0,0,0,42,34,188,23,3,42,0,0,0,9,298,5,19,5,10,13,0,0,53,0,107,237,425,29,34,255,3,8,13,30,1025,15,110,4,31,16,0,0,4,0,186,23,490,24,199,74,4,6,21,5,835,10,14,5,8,5,0,0,0,0,47,5,14,32,17,7,0,0,9,0,84,10,13,4,4,5,3,0,3,20,69
SAL80111,7,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,13,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,9,0,0,4,4,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SAL80112,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,7,7,10,3,0,4,0,0,0,31,0,0,0,0,0,0,0,0,0,7,42,7,18,0,9,0,0,8,0,83,8,3,0,0,0,5,3,0,0,13,17,10,4,0,0,53,0,9,5,98,18,3,13,44,3,10,0,13,0,107,7,0,0,0,0,4,4,0,0,17,9,19,0,0,3,4,0,0,0,31,4,9,0,0,5,0,0,0,0,21,12,5,0,0,4,16,0,0,5,41,51,172,8,3,29,0,0,8,7,271,0,4,0,0,7,0,0,3,0,23,155,156,7,10,65,0,0,0,21,423,15,86,0,30,4,0,0,0,0,143,11,146,3,31,24,0,0,4,0,224,0,6,0,4,0,4,0,0,0,21,6,7,8,10,0,0,0,3,0,35,13,9,3,0,3,0,0,0,4,32
SAL80113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,4,8,5,5,0,4,0,0,0,0,27,5,3,0,0,0,0,0,0,0,6,6,0,0,5,6,16,4,4,0,32,16,0,26,28,0,0,0,13,0,81,0,0,0,0,3,0,6,0,0,16,0,6,0,0,4,3,0,0,0,15,0,9,0,0,0,0,0,0,0,11,4,3,0,0,3,0,0,0,0,16,21,88,3,0,15,0,0,0,10,135,0,8,5,0,5,0,0,6,0,19,87,122,12,4,66,0,3,0,10,297,12,58,3,16,3,0,0,3,0,97,11,29,4,13,11,0,0,0,0,60,8,11,0,8,0,0,0,0,0,28,3,4,5,4,0,0,0,0,0,20,0,6,3,0,0,0,0,0,3,14
SAL80114,0,0,6,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,8,0,21,0,7,3,9,4,0,46,3,0,6,0,4,0,9,0,0,15,17,7,115,0,7,0,24,37,8,211,6,0,3,0,0,4,8,0,0,23,14,3,5,0,5,72,7,15,0,124,12,0,8,17,3,13,0,14,0,74,6,0,6,0,25,3,58,0,0,100,0,6,0,0,3,0,0,0,0,11,4,6,0,0,5,0,0,0,0,10,4,4,0,0,4,9,0,0,0,21,11,38,9,0,16,0,0,0,0,92,0,0,11,6,6,0,0,15,0,40,66,92,15,36,129,0,3,0,15,351,6,60,5,34,13,0,0,3,0,121,15,57,10,87,38,3,6,11,0,211,0,6,0,7,3,0,0,0,0,22,5,4,37,6,10,0,0,3,0,57,0,5,3,0,3,3,8,4,12,44
SAL80115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,0,0,4,0,4,0,34,3,0,0,0,4,0,3,0,0,15,15,3,71,0,13,0,6,12,0,126,3,5,0,0,4,0,0,0,0,15,17,0,5,0,5,44,0,5,0,89,8,0,6,27,0,7,7,16,0,75,0,3,0,6,9,0,9,3,0,27,6,10,0,0,3,0,0,0,0,16,5,11,0,0,3,0,0,0,0,20,3,0,0,0,7,4,0,0,0,13,25,100,19,0,21,0,0,0,0,163,3,3,9,0,4,0,0,16,0,48,128,159,13,20,109,0,0,3,16,460,15,97,6,26,18,0,0,0,0,169,14,103,4,77,28,0,4,4,0,228,5,13,6,8,4,3,0,4,3,39,0,5,22,10,5,0,0,0,0,46,4,5,0,0,0,0,0,5,11,20
