SAL_CODE_2021,M_AgriForestFish_0,M_AgriForestFish_1_19,M_AgriForestFish_20_29,M_AgriForestFish_30_34,M_AgriForestFish_35_39,M_AgriForestFish_40_44,M_AgriForestFish_45_49,M_AgriForestFish_50_over,M_AgriForestFish_hours_NS,M_AgriForestFish_Tot,M_Min_0,M_Min_1_19,M_Min_20_29,M_Min_30_34,M_Min_35_39,M_Min_40_44,M_Min_45_49,M_Min_50_over,M_Min_hours_NS,M_Min_Tot,M_Mnfg_0,M_Mnfg_1_19,M_Mnfg_20_29,M_Mnfg_30_34,M_Mnfg_35_39,M_Mnfg_40_44,M_Mnfg_45_49,M_Mnfg_50_over,M_Mnfg_hours_NS,M_Mnfg_Tot,M_EGW_WS_0,M_EGW_WS_1_19,M_EGW_WS_20_29,M_EGW_WS_30_34,M_EGW_WS_35_39,M_EGW_WS_40_44,M_EGW_WS_45_49,M_EGW_WS_50_over,M_EGW_WS_hours_NS,M_EGW_WS_Tot,M_Cnstn_0,M_Cnstn_1_19,M_Cnstn_20_29,M_Cnstn_30_34,M_Cnstn_35_39,M_Cnstn_40_44,M_Cnstn_45_49,M_Cnstn_50_over,M_Cnstn_hours_NS,M_Cnstn_Tot,M_WTrade_0,M_WTrade_1_19,M_WTrade_20_29,M_WTrade_30_34,M_WTrade_35_39,M_WTrade_40_44,M_WTrade_45_49,M_WTrade_50_over,M_WTrade_hours_NS,M_WTrade_Tot,M_RTrade_0,M_RTrade_1_19,M_RTrade_20_29,M_RTrade_30_34,M_RTrade_35_39,M_RTrade_40_44,M_RTrade_45_49,M_RTrade_50_over,M_RTrade_hours_NS,M_RTrade_Tot,M_AccomFoodS_0,M_AccomFoodS_1_19,M_AccomFoodS_20_29,M_AccomFoodS_30_34,M_AccomFoodS_35_39,M_AccomFoodS_40_44,M_AccomFoodS_45_49,M_AccomFoodS_50_over,M_AccomFoodS_hours_NS,M_AccomFoodS_Tot,M_TransPostWhse_0,M_TransPostWhse_1_19,M_TransPostWhse_20_29,M_TransPostWhse_30_34,M_TransPostWhse_35_39,M_TransPostWhse_40_44,M_TransPostWhse_45_49,M_TransPostWhse_50_over,M_TransPostWhse_hours_NS,M_TransPostWhse_Tot,M_InfoMedTelecom_0,M_InfoMedTelecom_1_19,M_InfoMedTelecom_20_29,M_InfoMedTelecom_30_34,M_InfoMedTelecom_35_39,M_InfoMedTelecom_40_44,M_InfoMedTelecom_45_49,M_InfoMedTelecom_50_over,M_InfoMedTelecom_hours_NS,M_InfoMedTelecom_Tot,M_FinInsurS_0,M_FinInsurS_1_19,M_FinInsurS_20_29,M_FinInsurS_30_34,M_FinInsurS_35_39,M_FinInsurS_40_44,M_FinInsurS_45_49,M_FinInsurS_50_over,M_FinInsurS_hours_NS,M_FinInsurS_Tot,M_RentHirREserv_0,M_RentHirREserv_1_19,M_RentHirREserv_20_29,M_RentHirREserv_30_34,M_RentHirREserv_35_39,M_RentHirREserv_40_44,M_RentHirREserv_45_49,M_RentHirREserv_50_over,M_RentHirREserv_hours_NS,M_RentHirREserv_Tot,M_ProScieTechServ_0,M_ProScieTechServ_1_19,M_ProScieTechServ_20_29,M_ProScieTechServ_30_34,M_ProScieTechServ_35_39,M_ProScieTechServ_40_44,M_ProScieTechServ_45_49,M_ProScieTechServ_50_over,M_ProScieTechServ_hours_NS,M_ProScieTechServ_Tot,M_AdminSupServ_0,M_AdminSupServ_1_19,M_AdminSupServ_20_29,M_AdminSupServ_30_34,M_AdminSupServ_35_39,M_AdminSupServ_40_44,M_AdminSupServ_45_49,M_AdminSupServ_50_over,M_AdminSupServ_hours_NS,M_AdminSupServ_Tot,M_PubAdmiSafety_0,M_PubAdmiSafety_1_19,M_PubAdmiSafety_20_29,M_PubAdmiSafety_30_34,M_PubAdmiSafety_35_39,M_PubAdmiSafety_40_44,M_PubAdmiSafety_45_49,M_PubAdmiSafety_50_over,M_PubAdmiSafety_hours_NS,M_PubAdmiSafety_Tot,M_EducTrain_0,M_EducTrain_1_19,M_EducTrain_20_29,M_EducTrain_30_34,M_EducTrain_35_39,M_EducTrain_40_44,M_EducTrain_44_49,M_EducTrain_50_over,M_EducTrain_hours_NS,M_EducTrain_Tot,M_HealthCareSocA_0,M_HealthCareSocA_1_19,M_HealthCareSocA_20_29,M_HealthCareSocA_30_34,M_HealthCareSocA_35_39,M_HealthCareSocA_40_44,M_HealthCareSocA_45_49,M_HealthCareSocA_50_over,M_HealthCareSocA_hours_NS,M_HealthCareSocA_Tot,M_ArtRecServ_0,M_ArtRecServ_1_19,M_ArtRecServ_20_29,M_ArtRecServ_30_34,M_ArtRecServ_35_39,M_ArtRecServ_40_44,M_ArtRecServ_45_49,M_ArtRecServ_50_over,M_ArtRecServ_hours_NS,M_ArtRecServ_Tot,M_OthServ_0,M_OthServ_1_19,M_OthServ_20_29,M_OthServ_30_34,M_OthServ_35_39,M_OthServ_40_44,M_OthServ_45_49,M_OthServ_50_over,M_OthServ_hours_NS,M_OthServ_Tot,M_ID_NS_0,M_ID_NS_1_19,M_ID_NS_20_29,M_ID_NS_30_34,M_ID_NS_35_39,M_ID_NS_40_44,M_ID_NS_45_49,M_ID_NS_50_over,M_ID_NS_hours_NS,M_ID_NS_Tot
SAL80117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,5,0,11,0,0,0,0,4,3,0,0,0,14,3,4,8,10,17,40,12,19,0,113,0,0,0,0,0,7,0,0,0,14,6,6,6,4,12,10,3,6,0,49,0,21,14,0,8,6,3,0,0,59,0,0,6,3,0,7,3,6,0,27,0,0,0,0,3,0,0,0,0,12,0,0,0,0,3,5,0,0,0,7,0,0,0,0,0,4,3,0,0,11,0,0,6,8,32,27,11,9,0,91,5,4,0,7,0,5,0,0,0,24,3,7,12,4,81,47,22,11,0,189,7,7,6,3,13,14,3,13,0,71,0,0,4,5,12,9,0,6,3,37,0,10,5,0,0,4,0,0,0,21,0,3,3,0,9,3,7,3,0,25,0,0,0,0,3,6,0,0,3,16
SAL80118,0,0,3,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,3,0,18,0,0,0,0,0,3,0,0,0,9,4,10,4,0,17,43,25,26,0,130,0,0,0,0,0,3,0,0,0,8,3,6,3,3,10,7,4,9,0,42,0,26,3,0,0,0,0,4,0,37,3,0,0,0,6,8,0,6,0,22,0,0,0,0,4,3,3,0,0,12,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,5,0,8,13,23,3,7,0,59,0,4,0,0,3,8,0,6,0,23,6,4,11,11,53,42,12,22,0,158,0,6,4,4,9,8,0,9,0,38,3,3,6,0,8,4,0,4,0,31,0,9,3,0,0,0,0,0,0,11,0,0,3,0,6,7,0,0,0,23,0,0,0,0,0,3,0,6,4,13
SAL80119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,8,13,17,3,13,0,55,0,0,0,0,0,0,0,0,0,0,0,8,6,0,6,6,0,6,0,30,3,12,3,0,5,5,5,0,0,32,0,6,3,0,5,3,0,3,0,12,0,0,4,0,3,4,0,0,0,8,0,3,0,0,0,4,0,0,0,12,0,0,0,0,0,3,0,0,0,4,0,6,6,0,10,11,7,6,0,47,0,0,5,0,0,0,0,0,0,9,6,6,10,7,42,52,11,18,0,162,0,3,3,0,0,9,5,3,0,27,0,0,5,5,5,3,0,3,0,25,0,3,4,0,0,0,0,0,0,11,0,0,0,0,0,3,0,3,0,9,0,5,0,0,0,0,0,0,0,9
SAL80120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,10,0,3,0,27,0,0,0,0,0,0,0,0,0,0,0,3,5,0,10,4,0,0,0,20,0,3,0,0,4,5,0,0,0,16,0,0,3,0,0,4,0,0,0,11,0,0,0,0,3,0,0,0,0,9,0,0,0,0,5,0,0,0,0,3,0,0,0,0,7,0,0,0,0,10,0,0,0,0,5,15,0,5,0,29,0,0,0,0,0,0,0,0,0,3,0,3,0,6,21,6,5,0,0,42,0,4,0,0,3,0,0,0,0,12,0,4,0,4,12,5,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3
SAL80121,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,4,4,0,0,0,11,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,3,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,8,0,0,0,5,6,8,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,5,0,7
SAL80122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,14,0,0,0,0,0,4,0,0,0,4,6,5,8,6,18,20,13,9,0,76,0,0,0,0,0,0,3,0,0,11,3,3,14,3,10,7,5,0,0,46,0,10,3,4,4,3,5,4,0,37,0,0,0,6,14,9,8,7,4,48,0,0,0,0,5,4,0,0,0,12,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,3,0,30,34,3,5,0,81,0,3,3,0,3,3,0,0,0,14,5,3,4,3,65,43,10,10,0,145,0,0,0,4,6,3,0,0,0,17,0,3,0,10,19,11,0,6,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,19,0,5,0,0,6,3,0,0,7,27
SAL80123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,3,13,0,51,0,0,0,0,4,9,4,4,0,20,3,6,8,11,36,82,23,42,0,215,0,0,0,0,12,3,0,10,0,23,3,16,16,0,12,8,5,12,3,71,0,17,9,4,6,3,0,0,0,45,0,5,6,4,9,13,0,14,0,60,0,0,0,0,4,9,0,0,0,8,0,0,0,0,6,0,0,0,0,8,3,0,0,0,5,4,0,0,0,10,3,3,7,0,22,26,7,13,0,83,0,5,5,4,5,5,0,4,0,34,18,6,3,10,106,86,23,26,0,280,0,5,3,0,15,4,6,4,0,40,0,5,0,5,18,4,4,3,5,47,0,4,0,0,4,0,0,3,0,17,6,0,3,3,8,13,8,6,0,43,3,0,0,0,5,5,3,5,3,25
SAL80125,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,15,0,0,0,0,0,0,0,0,0,3,0,8,6,3,13,26,7,11,4,76,0,0,0,0,0,3,0,0,0,5,0,4,8,0,9,6,0,0,0,33,0,8,10,7,8,3,4,0,0,42,0,0,4,0,9,0,6,12,0,30,0,0,0,0,4,5,3,0,0,12,0,0,0,0,4,0,0,3,0,8,0,0,0,0,0,3,0,3,0,7,3,0,3,3,36,54,3,15,0,113,0,0,4,0,4,0,0,0,0,9,11,4,0,4,64,82,18,25,0,206,3,0,3,0,5,6,0,3,0,27,0,4,11,7,20,11,0,4,0,58,0,4,0,0,4,0,0,0,0,5,0,0,0,0,6,3,3,0,0,15,0,0,4,0,9,6,0,0,6,32
SAL80126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,4,6,0,19,0,0,0,0,0,4,0,0,0,7,0,4,4,3,13,24,11,16,0,75,0,0,0,0,0,0,7,0,0,3,0,14,3,4,3,11,4,7,0,40,3,11,7,0,0,9,0,0,0,33,0,0,7,0,9,0,0,0,0,21,0,0,0,0,0,3,0,6,0,8,0,0,0,0,0,5,0,6,0,12,0,0,0,3,5,3,0,4,0,12,4,4,3,6,13,34,9,25,0,95,0,3,3,0,4,5,0,5,0,19,12,6,8,4,45,59,11,16,0,161,3,7,0,0,9,5,7,11,0,37,0,4,4,5,11,11,8,5,0,43,0,4,0,0,0,0,0,0,0,5,0,0,0,0,3,7,4,4,0,17,0,0,0,0,0,4,0,0,3,15
SAL80127,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,10,0,0,0,0,3,3,0,0,0,12,8,0,4,0,6,25,6,25,0,72,0,0,0,0,0,6,0,4,0,6,0,11,8,7,8,7,7,0,0,54,5,24,15,6,14,7,5,3,0,80,0,3,3,0,3,5,0,4,0,22,0,4,0,0,9,8,0,0,0,19,0,0,4,0,4,12,3,5,0,32,0,0,0,0,7,3,0,3,0,17,0,22,6,3,60,98,26,44,0,257,0,4,4,3,13,4,0,6,0,33,18,20,23,14,194,171,38,65,8,544,6,33,12,4,35,26,11,14,0,136,6,8,7,4,23,22,5,9,0,76,0,5,3,5,3,8,4,4,0,26,0,3,0,0,4,5,0,3,0,19,0,5,0,0,5,12,0,0,8,27
SAL80128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,3,6,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,3,5,0,22,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,4,0,0,0,4
SAL80129,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,7,4,0,16,22,4,6,0,60,0,3,0,0,7,3,0,6,0,25,14,12,15,10,39,89,29,51,4,268,0,5,0,0,9,10,0,4,0,29,6,21,20,5,27,28,8,12,0,132,3,46,20,9,17,19,6,11,0,129,4,9,7,3,13,18,10,12,0,70,0,0,0,3,11,8,4,6,0,39,0,0,0,0,3,4,3,7,0,22,0,0,0,0,4,5,0,5,0,11,4,22,16,3,52,82,8,27,4,213,4,16,5,3,12,17,4,0,0,56,27,16,19,24,205,172,54,53,10,577,3,25,13,4,25,22,5,21,0,115,4,21,14,16,39,19,6,20,0,142,4,7,9,5,4,3,0,3,0,34,5,4,4,3,15,25,9,7,0,69,0,0,0,9,3,8,8,10,17,45
SAL80130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,13,4,0,0,29,0,0,0,0,0,4,0,0,0,3,0,3,5,0,18,31,14,26,0,94,0,0,0,0,0,0,3,4,0,4,0,6,4,0,6,6,6,3,0,31,0,14,8,4,10,0,3,0,0,35,0,4,0,0,0,8,3,4,0,22,0,0,0,0,4,5,3,0,0,10,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,6,4,0,14,4,9,0,8,19,35,3,12,0,87,3,3,5,0,0,0,0,0,0,16,9,5,7,8,66,66,12,21,3,196,5,13,4,5,15,7,6,3,0,52,0,12,9,4,12,12,0,0,0,51,0,3,0,0,0,0,0,4,0,10,0,4,0,0,0,6,4,5,0,17,0,0,0,0,3,14,0,0,0,17
SAL80131,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,3,0,4,7,13,5,8,0,41,0,0,0,0,4,5,6,0,0,16,11,6,13,4,16,45,17,31,0,148,0,0,0,0,7,5,7,3,0,18,5,15,21,9,28,9,8,6,0,98,10,42,14,0,21,14,6,0,0,113,4,0,8,0,5,10,3,7,0,36,3,8,4,4,14,18,5,3,0,55,0,0,0,0,10,12,5,0,0,22,0,0,0,0,4,7,0,4,0,16,9,20,16,4,63,89,24,45,0,275,0,15,11,3,9,17,0,3,0,66,22,14,21,40,186,172,57,65,3,579,3,17,19,6,42,37,8,27,0,159,3,15,19,9,34,11,10,7,0,112,0,6,16,4,5,4,3,0,0,40,0,12,3,7,9,13,0,6,0,43,0,0,0,3,8,12,0,7,10,37
SAL80132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,6,3,3,5,22,3,13,0,59,0,3,0,0,0,8,0,0,0,15,0,10,6,4,8,6,0,0,0,32,0,29,13,0,8,8,0,0,0,65,6,0,7,9,0,4,0,0,0,22,4,0,0,0,3,5,0,0,0,11,0,0,0,6,7,5,4,0,0,21,0,0,0,0,0,0,0,0,0,9,0,0,7,4,19,42,12,21,0,108,0,0,0,0,9,6,0,0,0,16,6,13,3,11,58,60,28,27,0,199,0,15,5,5,17,6,3,13,0,68,0,6,8,3,12,8,0,4,0,44,0,7,4,0,0,0,0,0,0,14,0,0,0,3,3,4,0,4,0,14,0,0,0,0,5,0,0,0,4,12
SAL80133,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,14,0,0,0,0,3,3,0,5,0,8,0,6,3,9,11,43,14,26,0,112,0,0,0,0,0,0,0,0,0,6,0,11,6,0,10,3,4,3,0,43,0,15,5,0,0,3,4,4,0,38,0,0,6,3,3,3,0,0,3,23,0,5,0,0,0,3,4,4,0,17,3,0,0,0,6,3,5,9,0,22,0,0,0,0,0,5,6,4,0,11,3,8,6,6,39,40,14,24,3,132,0,8,0,0,6,5,0,7,0,30,10,10,11,13,74,90,19,44,0,280,7,7,8,0,12,21,9,10,0,76,0,3,10,4,17,15,0,12,0,60,0,6,0,0,5,6,0,0,0,12,0,0,0,0,8,5,0,4,0,16,0,0,0,4,5,3,0,3,7,24
SAL80134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80135,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,4,0,10,13,0,0,0,26,0,0,0,0,8,0,4,0,0,11,5,4,5,3,13,31,10,21,0,94,0,0,0,0,4,4,0,0,0,11,0,13,12,4,15,15,8,3,0,77,0,8,15,3,22,7,3,12,0,69,0,3,9,0,10,11,6,5,0,35,0,0,0,0,8,5,0,4,0,18,0,0,0,0,7,8,0,0,0,19,0,0,0,0,0,5,0,0,0,14,3,9,6,12,47,83,8,18,0,193,0,0,0,0,7,6,0,0,0,27,11,5,17,12,109,104,35,54,3,349,0,10,4,0,22,9,5,15,0,65,8,12,10,13,53,25,0,15,0,135,0,5,7,0,3,0,0,0,0,16,0,3,0,0,9,6,0,4,0,21,0,0,0,0,9,12,0,0,0,24
SAL80136,0,3,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,3,5,0,0,7,4,5,3,5,9,14,3,9,0,58,0,0,0,0,0,0,0,4,0,5,0,16,6,0,6,0,3,4,0,35,0,12,6,0,8,5,3,5,0,34,0,7,0,0,0,0,0,5,0,11,0,3,0,0,0,5,0,5,0,14,0,3,0,0,4,7,0,7,0,23,0,0,0,0,0,0,0,6,0,15,6,14,5,0,17,48,16,47,0,153,0,0,0,0,4,0,5,3,0,6,12,13,3,10,40,69,15,42,0,201,0,10,0,0,4,10,8,12,0,42,4,6,8,7,8,17,0,21,0,71,0,8,0,5,6,0,0,3,0,14,0,0,0,0,0,10,0,0,0,15,0,0,4,0,0,5,0,3,4,15
SAL89494,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,8,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,5,0,16,0,0,0,0,0,5,0,0,0,6,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4
SAL89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
