SAL_CODE_2021,M_AgriForestFish_0,M_AgriForestFish_1_19,M_AgriForestFish_20_29,M_AgriForestFish_30_34,M_AgriForestFish_35_39,M_AgriForestFish_40_44,M_AgriForestFish_45_49,M_AgriForestFish_50_over,M_AgriForestFish_hours_NS,M_AgriForestFish_Tot,M_Min_0,M_Min_1_19,M_Min_20_29,M_Min_30_34,M_Min_35_39,M_Min_40_44,M_Min_45_49,M_Min_50_over,M_Min_hours_NS,M_Min_Tot,M_Mnfg_0,M_Mnfg_1_19,M_Mnfg_20_29,M_Mnfg_30_34,M_Mnfg_35_39,M_Mnfg_40_44,M_Mnfg_45_49,M_Mnfg_50_over,M_Mnfg_hours_NS,M_Mnfg_Tot,M_EGW_WS_0,M_EGW_WS_1_19,M_EGW_WS_20_29,M_EGW_WS_30_34,M_EGW_WS_35_39,M_EGW_WS_40_44,M_EGW_WS_45_49,M_EGW_WS_50_over,M_EGW_WS_hours_NS,M_EGW_WS_Tot,M_Cnstn_0,M_Cnstn_1_19,M_Cnstn_20_29,M_Cnstn_30_34,M_Cnstn_35_39,M_Cnstn_40_44,M_Cnstn_45_49,M_Cnstn_50_over,M_Cnstn_hours_NS,M_Cnstn_Tot,M_WTrade_0,M_WTrade_1_19,M_WTrade_20_29,M_WTrade_30_34,M_WTrade_35_39,M_WTrade_40_44,M_WTrade_45_49,M_WTrade_50_over,M_WTrade_hours_NS,M_WTrade_Tot,M_RTrade_0,M_RTrade_1_19,M_RTrade_20_29,M_RTrade_30_34,M_RTrade_35_39,M_RTrade_40_44,M_RTrade_45_49,M_RTrade_50_over,M_RTrade_hours_NS,M_RTrade_Tot,M_AccomFoodS_0,M_AccomFoodS_1_19,M_AccomFoodS_20_29,M_AccomFoodS_30_34,M_AccomFoodS_35_39,M_AccomFoodS_40_44,M_AccomFoodS_45_49,M_AccomFoodS_50_over,M_AccomFoodS_hours_NS,M_AccomFoodS_Tot,M_TransPostWhse_0,M_TransPostWhse_1_19,M_TransPostWhse_20_29,M_TransPostWhse_30_34,M_TransPostWhse_35_39,M_TransPostWhse_40_44,M_TransPostWhse_45_49,M_TransPostWhse_50_over,M_TransPostWhse_hours_NS,M_TransPostWhse_Tot,M_InfoMedTelecom_0,M_InfoMedTelecom_1_19,M_InfoMedTelecom_20_29,M_InfoMedTelecom_30_34,M_InfoMedTelecom_35_39,M_InfoMedTelecom_40_44,M_InfoMedTelecom_45_49,M_InfoMedTelecom_50_over,M_InfoMedTelecom_hours_NS,M_InfoMedTelecom_Tot,M_FinInsurS_0,M_FinInsurS_1_19,M_FinInsurS_20_29,M_FinInsurS_30_34,M_FinInsurS_35_39,M_FinInsurS_40_44,M_FinInsurS_45_49,M_FinInsurS_50_over,M_FinInsurS_hours_NS,M_FinInsurS_Tot,M_RentHirREserv_0,M_RentHirREserv_1_19,M_RentHirREserv_20_29,M_RentHirREserv_30_34,M_RentHirREserv_35_39,M_RentHirREserv_40_44,M_RentHirREserv_45_49,M_RentHirREserv_50_over,M_RentHirREserv_hours_NS,M_RentHirREserv_Tot,M_ProScieTechServ_0,M_ProScieTechServ_1_19,M_ProScieTechServ_20_29,M_ProScieTechServ_30_34,M_ProScieTechServ_35_39,M_ProScieTechServ_40_44,M_ProScieTechServ_45_49,M_ProScieTechServ_50_over,M_ProScieTechServ_hours_NS,M_ProScieTechServ_Tot,M_AdminSupServ_0,M_AdminSupServ_1_19,M_AdminSupServ_20_29,M_AdminSupServ_30_34,M_AdminSupServ_35_39,M_AdminSupServ_40_44,M_AdminSupServ_45_49,M_AdminSupServ_50_over,M_AdminSupServ_hours_NS,M_AdminSupServ_Tot,M_PubAdmiSafety_0,M_PubAdmiSafety_1_19,M_PubAdmiSafety_20_29,M_PubAdmiSafety_30_34,M_PubAdmiSafety_35_39,M_PubAdmiSafety_40_44,M_PubAdmiSafety_45_49,M_PubAdmiSafety_50_over,M_PubAdmiSafety_hours_NS,M_PubAdmiSafety_Tot,M_EducTrain_0,M_EducTrain_1_19,M_EducTrain_20_29,M_EducTrain_30_34,M_EducTrain_35_39,M_EducTrain_40_44,M_EducTrain_44_49,M_EducTrain_50_over,M_EducTrain_hours_NS,M_EducTrain_Tot,M_HealthCareSocA_0,M_HealthCareSocA_1_19,M_HealthCareSocA_20_29,M_HealthCareSocA_30_34,M_HealthCareSocA_35_39,M_HealthCareSocA_40_44,M_HealthCareSocA_45_49,M_HealthCareSocA_50_over,M_HealthCareSocA_hours_NS,M_HealthCareSocA_Tot,M_ArtRecServ_0,M_ArtRecServ_1_19,M_ArtRecServ_20_29,M_ArtRecServ_30_34,M_ArtRecServ_35_39,M_ArtRecServ_40_44,M_ArtRecServ_45_49,M_ArtRecServ_50_over,M_ArtRecServ_hours_NS,M_ArtRecServ_Tot,M_OthServ_0,M_OthServ_1_19,M_OthServ_20_29,M_OthServ_30_34,M_OthServ_35_39,M_OthServ_40_44,M_OthServ_45_49,M_OthServ_50_over,M_OthServ_hours_NS,M_OthServ_Tot,M_ID_NS_0,M_ID_NS_1_19,M_ID_NS_20_29,M_ID_NS_30_34,M_ID_NS_35_39,M_ID_NS_40_44,M_ID_NS_45_49,M_ID_NS_50_over,M_ID_NS_hours_NS,M_ID_NS_Tot
SAL80089,0,5,0,0,0,4,0,3,0,9,0,0,0,0,0,0,0,0,0,3,3,0,0,0,18,14,3,8,0,56,3,0,0,0,9,5,5,4,0,21,6,14,16,12,41,111,30,66,0,292,0,0,5,0,9,3,5,3,0,28,0,23,16,17,29,18,7,23,0,135,7,31,28,4,28,8,6,8,0,113,6,7,5,5,15,19,6,21,0,88,0,0,0,3,11,15,0,4,0,35,0,4,0,0,10,4,0,4,0,21,0,0,0,0,6,3,0,0,0,11,5,6,4,10,54,70,11,20,0,175,3,6,8,6,14,9,0,7,0,58,18,14,12,25,174,135,41,58,0,484,3,14,10,7,28,24,3,13,0,98,4,9,7,10,30,25,14,11,0,114,0,5,6,0,7,5,3,4,0,30,0,0,5,6,12,18,5,14,0,72,0,4,3,0,15,9,3,3,13,53
SAL80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80091,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,10,0,0,0,0,0,0,0,0,0,4,0,8,0,3,10,32,10,10,8,83,0,0,0,0,0,0,0,0,0,6,0,15,5,0,7,5,0,7,0,54,3,12,6,4,9,7,0,5,0,57,3,0,6,0,5,0,0,4,0,28,0,0,0,0,5,5,0,0,0,9,0,0,0,0,3,0,0,4,0,6,0,0,4,0,0,0,0,0,0,10,6,9,8,3,31,30,6,18,0,109,0,3,7,4,9,4,0,0,0,22,12,4,9,8,67,64,16,20,0,199,0,15,4,0,20,19,11,16,0,80,0,5,10,3,20,7,4,6,0,52,0,0,0,0,4,3,3,0,0,10,0,5,5,0,4,4,8,3,0,24,0,4,3,0,4,4,0,0,6,20
SAL80092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,7,6,0,3,0,16,0,0,0,0,0,0,0,4,0,9,4,3,5,8,13,28,14,22,0,89,0,0,0,0,3,3,0,0,0,7,0,11,18,4,16,8,7,4,0,74,0,24,10,3,20,8,0,5,0,72,0,0,5,0,0,8,0,5,0,30,0,0,0,0,7,7,0,0,0,16,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,4,6,3,0,15,0,3,8,7,9,50,6,9,0,107,0,3,10,4,8,11,0,4,0,36,15,3,8,8,93,75,12,26,0,244,5,10,6,0,12,13,0,3,0,46,4,8,9,3,22,24,0,20,3,101,0,0,0,0,0,0,0,0,0,7,0,0,0,3,3,3,0,0,0,20,0,0,4,0,9,5,0,0,0,17
SAL80093,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,3,0,19,0,0,0,0,0,3,0,0,0,11,0,10,5,4,16,43,15,25,0,119,0,0,0,0,3,0,0,0,0,6,0,11,0,5,10,8,7,3,0,43,0,15,8,3,7,5,0,9,0,38,0,5,0,0,3,6,0,5,0,26,0,0,0,0,5,6,0,0,0,14,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,4,6,8,3,3,27,32,11,15,0,97,0,5,5,0,5,9,0,0,0,17,0,6,4,3,69,48,18,27,0,183,3,4,4,7,6,8,5,4,0,40,3,4,4,3,6,0,3,8,0,31,0,0,0,0,0,4,0,0,0,10,0,4,0,0,9,6,5,0,0,22,0,4,0,0,4,0,0,0,4,12
SAL80094,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,0,0,15,0,0,0,0,0,9,0,4,0,15,4,5,0,6,21,55,15,31,0,130,0,4,0,0,3,3,0,0,0,10,3,13,7,3,18,9,0,8,0,64,4,15,8,0,7,8,0,0,0,45,8,0,0,0,4,8,0,0,0,20,0,0,6,3,6,4,4,0,0,19,0,4,0,0,4,0,3,0,0,15,0,0,0,0,0,0,0,0,0,5,3,9,3,3,28,30,8,14,0,103,0,3,0,4,5,11,5,4,0,24,9,4,6,6,61,63,14,12,0,187,5,11,7,3,23,12,0,12,0,70,3,3,6,5,14,6,0,5,0,36,0,0,4,0,4,0,0,0,0,16,3,3,4,0,7,6,6,8,0,32,0,3,0,0,0,8,0,0,0,18
SAL80095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80097,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,10,3,8,0,47,0,0,0,0,8,5,0,10,0,19,10,13,10,6,36,82,25,43,3,221,0,0,0,3,3,11,5,4,0,29,4,25,9,8,13,15,5,4,4,74,5,18,12,5,10,4,0,5,0,67,5,4,3,3,19,12,0,15,0,66,0,0,0,3,7,7,4,0,0,16,0,0,4,0,3,3,0,8,0,25,0,0,0,0,0,4,3,3,0,13,0,8,9,7,18,55,11,22,0,136,0,4,5,3,10,8,0,0,0,38,18,16,19,13,144,129,40,34,5,420,3,7,9,6,20,11,5,3,0,53,0,9,6,3,26,15,4,9,0,72,0,8,0,5,3,0,0,4,0,22,0,0,7,3,7,12,0,8,0,44,0,5,3,0,5,8,0,3,6,29
SAL80098,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,0,3,0,42,0,0,0,0,8,5,0,0,0,15,0,11,5,7,23,64,14,28,5,162,0,0,0,3,5,0,3,0,0,13,0,19,14,6,24,23,11,7,3,108,3,23,21,8,14,7,3,8,0,97,0,4,8,7,19,20,4,8,0,76,0,0,0,0,12,7,0,0,0,23,0,0,0,0,9,10,0,6,0,28,0,0,0,0,3,4,0,5,0,13,4,3,0,0,58,102,7,13,0,196,5,3,4,4,6,3,4,5,0,31,5,3,6,8,197,134,23,46,3,432,0,4,9,7,30,21,3,7,0,79,0,9,5,13,28,16,8,10,0,83,0,4,0,0,3,0,0,0,0,12,0,0,3,0,10,6,5,6,0,40,0,3,5,0,8,4,3,0,11,33
SAL80099,0,0,3,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,7,3,7,0,30,0,0,0,0,6,5,0,0,0,10,6,5,5,4,23,59,25,28,4,159,0,0,0,0,7,6,0,0,0,17,3,25,14,4,17,13,6,6,0,87,0,34,16,8,18,13,4,14,0,98,0,8,3,3,9,8,0,8,0,43,3,6,0,0,5,6,0,3,0,23,0,0,0,3,3,9,0,3,0,17,0,0,0,0,3,4,0,6,0,22,3,8,11,12,35,91,22,39,0,218,0,5,5,4,8,8,0,5,0,44,28,16,7,28,156,171,57,76,0,539,0,19,11,0,17,24,8,11,0,90,4,15,7,4,18,11,6,16,0,83,0,3,8,0,9,6,3,4,0,30,0,8,9,3,5,8,3,7,0,36,0,4,5,0,3,15,7,3,8,46
SAL80100,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,5,0,3,0,0,0,0,28,34,12,13,0,93,3,0,0,0,14,12,0,7,0,33,9,16,21,21,76,158,43,83,8,442,0,0,3,0,13,11,0,12,0,37,10,46,29,16,61,31,15,15,0,222,7,70,34,21,37,26,6,18,3,221,8,15,12,10,27,31,11,24,3,144,0,6,3,0,30,23,7,8,0,76,0,0,0,0,24,10,6,0,0,44,0,6,0,0,10,3,5,7,0,30,9,19,10,11,120,103,25,35,0,326,0,8,12,7,20,15,6,11,0,81,30,24,35,24,312,215,62,82,0,779,6,16,10,13,53,33,9,19,0,158,6,18,13,11,48,20,12,13,0,142,4,9,3,7,6,12,4,5,0,53,3,11,6,0,14,31,17,5,0,92,3,0,7,0,12,11,3,9,24,69
SAL80101,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,5,8,0,40,0,0,0,0,0,4,0,5,0,16,9,14,14,14,39,72,26,58,0,244,0,0,0,4,8,6,0,3,0,25,4,44,14,4,18,21,8,10,0,123,7,54,21,4,13,17,0,5,3,123,4,3,5,0,7,19,7,8,0,60,0,4,0,0,9,11,0,4,0,32,0,0,0,0,0,11,4,10,0,32,0,4,0,0,0,6,5,9,0,23,6,13,9,13,51,91,30,52,0,265,0,8,3,0,5,14,0,4,0,37,31,10,19,14,206,183,47,76,0,585,5,24,5,0,23,26,4,12,0,102,9,13,7,3,15,14,0,13,0,83,0,11,5,4,6,9,0,6,0,30,0,5,5,0,20,18,0,11,3,62,0,4,3,0,6,0,0,4,3,29
SAL80102,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,7,0,9,11,8,0,0,44,0,0,0,0,5,0,0,0,0,8,9,3,9,5,21,35,6,32,4,117,0,3,0,3,0,7,0,0,0,12,4,26,10,4,7,4,3,5,0,80,8,51,21,13,8,10,3,7,0,130,8,5,0,5,10,12,0,5,0,39,4,5,6,3,10,6,7,4,0,44,0,3,0,5,4,3,5,4,0,24,0,3,5,0,0,5,0,9,0,23,8,32,23,22,60,78,23,42,0,294,3,8,6,0,9,0,0,3,0,34,24,26,11,21,135,140,50,64,4,484,0,50,13,14,34,31,16,38,0,197,0,14,12,3,15,12,3,10,0,75,0,9,3,0,5,4,0,0,0,29,0,5,4,0,4,4,6,3,0,27,0,0,8,4,4,4,6,4,4,31
SAL80103,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,6,0,3,0,21,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,5,0,19,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,0,5,0,0,0,0,0,3,0,13,0,3,5,0,0,12,3,12,0,31,0,7,0,0,0,0,0,4,0,12,4,3,0,0,26,10,10,4,0,62,0,0,0,0,0,0,0,0,0,3,3,4,4,4,10,12,9,13,0,51,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4
SAL80104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,6,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0
SAL80105,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,3,4,6,18,3,18,0,65,0,0,0,0,0,0,0,0,0,4,0,6,3,0,5,6,0,3,0,28,0,5,0,0,6,5,0,4,0,22,0,0,7,0,3,0,0,3,0,22,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,3,6,0,12,0,0,5,0,8,17,4,0,0,34,0,0,0,0,3,3,0,0,0,11,7,3,3,3,41,36,11,10,0,115,0,3,0,0,3,0,0,5,0,23,0,5,4,8,5,4,0,4,0,25,0,0,0,0,3,0,0,0,0,5,0,3,0,0,0,3,0,0,0,16,0,0,0,0,0,6,0,3,0,14
SAL80106,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,6,0,3,3,7,0,0,0,22,0,0,0,0,0,0,0,0,0,4,4,4,4,0,11,28,12,14,0,75,0,0,0,0,0,4,0,4,0,13,0,7,13,3,14,6,0,0,3,49,0,18,11,4,12,3,6,6,0,58,3,3,7,4,8,3,0,4,0,33,3,0,0,0,8,0,0,0,0,15,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,5,4,4,21,33,6,11,0,83,0,4,4,0,3,4,0,0,0,25,3,4,5,3,73,56,10,9,4,169,0,7,5,6,16,7,4,10,0,48,0,6,12,9,6,5,0,4,0,44,0,9,0,0,4,6,0,0,0,15,0,3,4,0,9,7,4,0,0,27,0,0,4,0,0,6,5,0,9,24
SAL80107,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,0,3,0,38,0,0,0,0,8,6,0,0,0,14,0,4,8,14,26,75,25,40,4,199,0,0,0,0,0,9,0,4,0,16,7,24,10,8,35,15,3,9,0,110,0,27,24,8,26,11,6,7,0,102,3,7,10,6,13,12,9,17,7,75,0,0,4,0,11,14,4,5,0,36,3,0,3,0,7,6,0,0,0,18,0,0,0,0,0,10,0,4,0,18,6,3,6,5,46,78,15,14,0,174,0,9,8,3,15,14,0,8,0,50,13,17,12,9,172,108,36,31,0,403,4,14,9,4,34,16,11,5,0,93,4,7,3,10,22,16,0,11,0,70,0,11,0,3,7,4,0,0,0,20,0,0,0,4,11,18,0,10,0,43,0,7,6,0,7,11,4,5,10,46
SAL80108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80109,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,5,0,16,0,0,0,0,0,0,0,4,0,3,3,3,4,3,10,19,7,23,0,79,0,0,0,0,0,0,0,0,0,6,5,10,6,0,3,0,0,4,0,29,3,25,5,0,8,3,0,5,0,56,0,0,0,3,7,0,0,0,0,21,0,0,0,4,3,0,3,0,0,11,0,0,3,0,3,0,0,4,0,13,0,0,4,0,3,4,4,4,0,20,0,4,8,3,18,34,13,16,0,103,0,4,0,3,0,3,3,0,0,21,13,3,3,14,52,57,22,25,0,179,4,0,6,0,13,4,6,10,0,40,3,6,6,6,17,15,5,16,0,66,0,10,0,0,0,9,0,0,0,15,0,0,0,0,4,3,0,0,0,14,0,0,0,0,5,0,0,0,3,6
SAL80110,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,18,5,0,0,43,0,4,0,0,3,4,0,0,0,17,5,3,4,6,20,38,11,17,0,111,0,3,0,0,8,9,0,4,0,16,0,20,21,8,47,21,4,6,3,142,10,18,31,17,31,21,10,9,0,146,4,3,0,0,8,16,6,5,0,42,0,0,4,0,12,8,0,3,0,31,0,0,0,0,3,3,0,3,0,15,0,0,0,0,3,11,0,4,0,23,0,11,10,6,51,62,13,21,0,168,0,5,14,3,18,8,6,4,0,47,10,4,10,19,237,128,36,26,4,473,6,14,10,0,20,13,4,10,0,69,6,24,16,17,95,72,12,37,0,276,0,0,3,0,9,4,0,4,0,16,0,3,5,5,8,13,0,8,5,38,4,3,3,0,14,14,0,0,5,40
SAL80111,0,0,4,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
SAL80112,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,9,0,16,0,0,0,0,5,0,0,0,0,5,0,4,3,4,5,13,0,29,0,64,0,0,0,0,0,0,0,4,0,11,4,15,4,4,9,11,0,16,0,53,0,18,6,0,5,5,0,10,0,54,0,4,0,0,3,0,0,0,0,14,0,4,0,0,3,4,0,9,0,20,0,0,0,0,6,4,0,3,0,17,0,5,5,6,3,6,6,6,0,22,0,8,16,10,19,58,10,54,0,170,0,4,0,0,3,9,0,0,0,17,11,7,3,3,50,61,21,46,0,202,0,13,4,0,4,5,4,9,0,47,3,3,7,5,6,24,11,21,0,83,0,7,0,0,0,0,0,0,0,12,0,5,0,0,6,4,6,0,0,16,6,0,0,0,0,8,0,4,0,23
SAL80113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,6,0,3,0,3,0,6,0,10,0,22,0,0,0,0,0,3,0,0,0,7,0,9,3,0,0,3,0,5,0,16,6,10,3,3,7,14,0,0,0,49,0,0,0,0,0,3,0,0,0,6,0,0,4,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,7,3,5,9,10,17,18,5,15,0,80,0,0,0,0,3,0,0,0,0,13,9,7,3,3,68,33,11,22,0,166,0,10,0,0,15,4,0,0,0,40,3,6,3,0,8,5,0,0,0,22,0,4,7,0,3,0,3,0,0,18,0,3,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,7
SAL80114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12,3,7,0,37,0,0,0,0,3,6,0,5,0,13,12,8,0,7,27,72,23,32,6,197,0,0,0,0,4,7,0,4,0,21,0,11,4,5,22,11,3,3,0,59,0,22,5,4,10,4,0,3,0,49,5,4,4,4,6,28,9,21,4,82,0,0,0,0,3,5,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,5,4,4,0,0,8,23,0,5,0,52,0,5,0,0,7,6,0,3,0,19,10,7,0,6,58,42,13,13,0,149,4,5,6,5,13,8,3,10,0,40,4,0,0,3,15,5,0,0,0,37,0,0,5,0,0,0,0,5,0,9,0,0,0,3,7,12,8,3,0,29,0,0,4,0,3,3,3,5,5,28
SAL80115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,9,5,4,0,26,0,0,0,3,0,9,0,10,0,12,6,3,9,8,11,30,17,22,3,111,4,0,0,0,0,0,0,6,0,13,0,17,7,4,6,8,0,6,0,51,0,11,8,5,3,5,0,5,0,40,0,3,3,0,3,4,0,0,0,22,0,0,0,0,3,5,0,4,0,11,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,5,0,0,0,5,5,0,5,4,17,31,17,16,0,94,0,0,3,0,6,13,0,0,0,27,11,3,4,18,64,69,16,29,0,209,0,13,7,0,15,13,3,3,0,51,6,8,12,6,14,15,6,7,0,70,0,10,0,0,3,0,0,0,0,18,0,3,4,6,7,7,0,0,0,18,0,0,0,0,6,3,0,5,0,14
SAL80116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
