SAL_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
SAL80068,80,69,145,154,163,323,71,55,118,52,42,93,269,262,538,136,142,283,49,48,102,41,40,81,230,235,464,22,26,47,43,55,94,27,29,52,70,79,146,0,0,0,160,182,343,121,145,270,100,143,244,26,29,51,101,112,217,4,0,4,352,429,787,513,616,1127,49,51,98,54,66,128,0,0,0,105,118,222,158,158,311,1357,1454,2815
SAL80069,44,31,70,124,106,231,30,23,58,18,22,35,169,151,323,108,101,213,19,28,43,26,22,52,159,148,304,3,4,4,7,8,17,8,0,15,12,15,25,0,0,0,32,25,67,32,59,87,17,27,47,5,7,15,25,45,76,0,0,0,76,140,218,110,173,278,4,4,3,6,9,19,0,0,0,9,10,22,61,41,98,548,552,1104
SAL80070,0,0,9,0,0,6,6,8,14,3,3,9,12,15,21,3,4,9,8,6,16,7,4,12,25,15,40,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,4,5,0,0,4,0,0,0,0,0,0,0,0,0,5,7,13,9,9,15,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,45,48,88
SAL80071,102,93,193,258,246,508,152,157,308,57,64,121,472,470,940,188,171,362,68,69,142,48,50,96,302,292,593,21,17,36,36,31,70,24,29,55,60,63,124,0,0,0,146,139,280,125,141,266,65,69,139,19,30,46,99,106,206,0,0,0,312,348,650,454,482,933,26,26,51,55,40,100,0,0,0,81,63,147,145,118,260,1555,1520,3076
SAL80072,22,18,39,97,91,189,9,10,26,8,6,18,114,110,227,70,64,136,21,25,49,24,21,47,112,112,232,9,3,9,3,4,14,13,10,19,15,18,34,0,0,0,42,40,74,44,46,84,19,20,39,7,6,16,22,27,50,0,0,0,88,108,197,129,138,269,4,6,12,12,10,24,0,0,0,17,17,33,51,50,93,443,446,889
SAL80073,40,36,70,93,96,188,39,45,81,9,6,17,141,146,285,101,84,178,31,32,61,6,4,10,140,117,255,6,3,12,7,5,10,17,10,28,17,22,41,0,0,0,43,47,91,23,35,58,8,9,19,3,7,13,14,44,60,0,0,0,54,94,149,100,140,243,0,0,0,10,24,33,0,0,0,8,27,35,45,42,92,472,512,977
SAL80074,36,28,63,51,47,104,50,40,92,14,16,28,129,104,232,61,38,99,30,44,79,16,6,20,106,89,201,3,4,8,3,8,8,12,4,22,12,17,29,0,0,0,32,34,66,14,29,46,5,17,20,5,3,7,34,38,75,0,0,0,66,90,158,96,124,219,3,0,3,11,15,23,0,0,0,14,14,31,53,50,103,428,414,842
SAL80075,66,52,120,172,133,304,56,49,97,15,5,24,238,188,432,124,91,219,36,32,66,11,10,26,174,139,310,18,8,24,13,27,37,21,15,31,45,54,100,0,0,0,94,101,193,33,44,83,19,41,57,3,9,15,43,57,100,0,0,0,98,151,251,191,258,446,16,13,32,26,25,47,0,0,0,47,37,86,86,100,188,803,769,1572
SAL80076,32,34,70,111,91,203,33,34,67,12,15,26,151,146,292,68,74,145,25,27,46,26,32,64,127,135,260,3,5,9,7,5,14,6,9,16,11,19,30,0,0,0,27,40,68,31,43,77,19,19,39,9,6,15,18,30,48,0,0,0,77,95,175,105,138,243,5,7,8,6,11,19,0,0,0,12,13,29,40,58,97,477,517,996
SAL80077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,19,376,359,19,375
SAL80078,17,14,31,49,49,105,23,19,44,23,25,43,94,95,189,26,26,55,30,16,48,21,18,32,82,59,137,6,5,5,0,4,3,4,5,9,7,18,25,0,0,0,20,24,45,25,37,60,14,7,14,7,7,17,4,22,26,0,0,0,46,68,117,66,91,163,0,5,0,6,5,7,0,0,0,5,7,13,39,32,67,310,296,602
SAL80079,42,52,96,146,141,293,39,48,91,14,23,40,204,210,421,90,81,168,46,41,94,8,18,23,142,139,283,5,7,11,8,13,18,16,13,29,18,34,49,0,0,0,52,61,114,28,33,61,13,14,23,3,8,16,19,54,79,0,0,0,67,108,180,120,168,291,3,7,15,20,23,41,0,0,0,28,25,56,53,56,112,589,662,1252
SAL80080,15,14,24,40,29,70,8,14,20,0,0,5,47,47,99,30,19,50,8,0,9,0,0,3,35,21,57,0,4,7,4,0,6,4,0,9,11,14,21,0,0,0,18,22,42,5,10,9,6,5,5,0,3,3,6,12,16,0,0,0,10,27,34,27,52,79,0,4,6,4,6,10,0,0,0,11,7,18,15,11,28,145,157,300
SAL80081,82,73,154,257,220,483,47,44,86,36,30,68,345,293,636,171,122,290,55,51,104,33,47,82,253,222,477,15,11,25,29,23,49,20,12,33,34,45,80,0,0,0,99,87,189,90,97,183,51,46,96,23,14,39,51,74,131,0,0,0,214,228,449,321,325,640,13,10,22,31,37,66,0,0,0,45,44,87,126,119,242,1169,1073,2239
SAL80082,127,135,266,438,405,844,220,198,415,61,71,127,715,673,1389,344,307,649,183,138,315,44,83,124,566,523,1085,25,10,38,23,27,54,67,28,90,87,116,201,0,0,0,200,189,383,121,154,276,37,49,88,30,39,67,96,150,255,0,0,0,289,397,685,485,585,1069,32,28,66,50,72,118,0,0,0,83,105,184,310,276,586,2292,2292,4584
SAL80083,34,27,65,76,87,164,9,4,15,6,12,16,92,102,196,59,52,109,10,4,12,17,9,32,85,72,155,4,6,8,7,6,11,11,5,17,30,48,77,0,0,0,51,65,119,48,63,109,37,69,104,21,24,49,162,195,359,0,0,0,273,347,619,326,414,739,4,10,13,21,25,45,0,0,0,27,35,56,311,291,599,871,937,1810
SAL80084,37,30,69,131,105,236,51,39,88,14,12,27,201,149,348,92,78,166,30,26,60,3,11,17,127,111,245,4,3,12,4,10,15,20,10,27,27,28,55,0,0,0,53,49,99,34,45,77,8,16,25,3,5,6,31,40,73,0,0,0,67,105,180,124,158,281,8,9,17,13,16,34,0,0,0,23,26,52,82,68,147,585,554,1137
SAL80085,24,13,39,47,29,81,16,8,27,12,12,29,74,49,129,19,20,42,10,6,15,13,7,23,39,40,83,12,4,17,25,16,38,10,3,14,24,17,41,0,0,0,69,37,109,97,125,220,61,53,111,14,23,38,36,57,95,0,0,0,207,251,462,277,294,569,12,11,27,22,12,35,0,0,0,40,25,62,77,88,168,540,507,1044
SAL80086,26,20,46,132,98,232,17,13,26,12,7,23,163,116,281,92,87,176,16,10,30,16,21,31,121,122,242,10,3,10,10,20,30,8,12,17,32,40,73,0,0,0,60,81,139,103,158,268,64,82,145,25,42,64,77,102,184,0,0,0,274,387,662,336,466,806,14,10,27,26,31,59,0,0,0,46,45,85,126,96,225,817,864,1680
SAL80087,21,31,52,79,67,148,30,24,54,4,17,27,114,113,231,69,53,115,16,25,39,14,12,23,96,94,191,10,8,18,21,14,37,9,5,11,12,27,37,0,0,0,56,53,105,39,40,71,29,29,59,7,8,10,23,39,62,0,0,0,94,112,200,149,162,314,7,7,16,11,21,34,0,0,0,21,36,54,68,67,137,474,499,971
SAL80088,14,11,30,32,35,70,33,29,59,5,10,22,76,72,150,19,34,56,30,21,47,4,8,11,56,59,118,4,0,10,3,0,3,7,0,9,9,7,15,0,0,0,23,14,32,12,12,26,3,7,8,0,6,6,7,15,20,0,0,0,18,37,55,40,47,85,4,0,3,3,6,8,0,0,0,7,3,11,7,9,12,198,205,410
SAL80089,103,76,181,298,309,606,74,81,161,33,24,56,405,419,822,171,156,323,38,57,90,15,17,35,220,229,448,18,18,33,19,18,40,23,18,37,51,71,124,0,0,0,107,123,233,52,54,103,33,36,71,4,17,27,48,76,125,0,0,0,138,186,322,249,308,560,16,14,32,34,43,80,0,0,0,53,61,112,98,87,185,1131,1181,2311
SAL80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80091,32,27,56,76,91,171,19,19,42,10,6,18,103,125,232,54,69,122,11,7,19,11,12,19,74,91,158,5,3,9,7,7,9,5,3,15,18,23,42,0,0,0,37,36,75,37,35,77,31,25,53,15,9,23,41,37,76,0,0,0,122,110,235,156,152,307,3,9,12,13,17,26,0,0,0,18,26,41,111,70,179,488,484,977
SAL80092,44,21,67,90,92,181,34,36,74,15,8,33,143,141,282,54,58,112,39,27,69,11,14,26,110,90,204,10,3,7,20,18,37,12,3,15,27,18,41,0,0,0,65,42,108,25,49,66,23,38,58,3,10,12,23,50,73,0,0,0,67,142,213,134,186,318,8,10,20,11,10,22,0,0,0,14,23,38,74,66,141,519,525,1041
SAL80093,26,25,51,60,57,111,32,36,68,20,11,31,104,106,209,47,45,87,30,26,55,17,11,27,93,81,172,6,0,10,0,3,8,11,0,15,11,18,29,0,0,0,32,27,59,27,37,68,13,15,21,6,15,14,11,30,43,0,0,0,56,92,148,90,117,205,4,0,3,4,21,27,0,0,0,5,23,29,48,38,88,366,397,760
SAL80094,42,43,79,131,124,250,46,34,85,8,16,29,191,172,362,77,56,133,33,35,71,14,17,25,128,104,228,5,3,11,3,3,6,21,12,27,14,15,34,0,0,0,50,33,80,37,26,57,12,21,28,6,7,16,33,37,75,0,0,0,78,93,176,124,129,256,0,9,8,8,23,31,0,0,0,9,29,36,61,50,113,557,524,1080
SAL80095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3
SAL80096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80097,67,49,116,144,119,268,63,49,113,42,26,64,251,195,443,77,94,174,60,49,106,22,32,54,149,183,331,16,5,24,5,10,15,31,16,53,29,30,55,0,0,0,75,61,141,39,40,78,23,19,39,13,8,22,27,53,83,0,0,0,94,125,219,174,186,358,5,6,17,19,24,41,0,0,0,21,27,57,74,109,181,738,756,1490
SAL80098,101,84,185,248,241,486,91,71,162,34,32,66,374,346,716,117,111,228,34,36,71,19,17,35,172,168,333,14,9,19,17,15,31,17,13,29,35,52,85,0,0,0,80,84,167,39,38,73,36,38,72,4,14,23,55,61,114,0,0,0,127,153,278,208,237,451,16,16,30,20,38,61,0,0,0,35,52,93,92,119,216,985,1005,1992
SAL80099,70,46,120,218,182,398,44,38,80,30,28,58,291,243,538,166,145,314,30,36,67,27,45,70,220,230,450,6,10,19,23,13,36,6,7,13,23,40,62,0,0,0,56,73,133,77,84,162,36,30,66,18,20,35,62,84,145,0,0,0,192,220,404,253,288,539,5,14,28,18,23,41,0,0,0,29,39,63,205,231,431,1066,1075,2136
SAL80100,148,138,284,391,365,762,107,104,213,39,33,68,538,509,1049,216,211,429,90,63,155,39,26,69,344,304,646,19,14,31,32,32,66,50,27,79,89,97,182,0,0,0,187,173,362,82,100,188,46,72,114,24,28,50,86,149,232,0,0,0,228,357,590,424,527,952,40,21,62,51,54,103,0,0,3,85,76,161,182,171,352,1724,1723,3447
SAL80101,56,54,111,143,127,274,111,94,209,49,46,92,308,264,574,85,90,180,111,115,227,56,72,122,257,283,534,10,6,16,3,11,18,38,20,55,19,38,62,0,0,0,72,81,153,112,121,233,23,15,43,20,20,36,52,65,114,0,0,0,205,227,428,274,304,581,6,4,13,20,25,40,0,0,0,26,31,55,59,54,115,979,988,1968
SAL80102,47,46,94,154,147,299,47,51,97,30,23,56,233,221,450,140,123,259,37,36,73,57,51,107,231,207,442,10,9,14,7,11,21,16,14,27,29,26,52,0,0,0,61,62,122,203,244,445,78,62,139,36,37,74,79,101,176,0,0,0,391,436,827,448,497,948,3,6,11,20,21,39,0,4,4,21,29,47,79,73,151,1068,1069,2134
SAL80103,6,3,3,11,7,16,17,11,26,4,12,23,26,36,64,9,10,16,8,10,21,15,21,35,33,41,73,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,5,5,10,19,21,43,5,3,7,0,4,6,6,3,9,0,0,0,37,39,69,37,41,80,0,0,0,0,3,3,0,0,0,0,3,3,16,13,34,115,139,256
SAL80104,4,4,6,10,0,11,0,6,6,0,0,0,12,3,17,4,10,15,0,0,0,0,0,0,4,10,15,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,0,6,3,0,0,0,3,9,9,8,9,13,0,0,0,0,4,4,0,0,0,0,4,7,51,38,83,76,60,135
SAL80105,11,11,30,65,35,98,25,20,39,9,14,18,92,66,160,49,27,75,27,14,35,13,7,21,86,45,132,3,3,8,0,0,0,5,3,12,7,13,19,0,0,0,25,18,41,14,11,21,5,7,16,0,3,5,12,18,21,0,0,0,25,38,61,51,58,104,4,4,8,3,8,14,0,0,0,8,13,18,29,25,53,278,226,504
SAL80106,32,26,61,89,77,171,20,20,34,4,0,3,110,102,210,46,55,95,16,16,32,9,4,13,69,73,144,0,5,8,10,13,24,6,0,4,24,11,37,0,0,0,41,39,80,19,29,46,23,22,48,8,8,17,33,39,69,0,0,0,77,98,179,122,131,256,4,5,13,16,10,21,0,0,0,17,17,36,115,130,239,468,476,938
SAL80107,63,56,115,206,186,386,42,24,62,35,35,75,282,240,529,107,96,206,34,41,74,40,26,65,178,167,342,8,11,22,15,10,27,18,11,29,32,45,76,0,0,0,81,76,156,59,68,133,30,30,64,17,12,30,44,67,112,0,0,0,155,184,338,231,261,497,17,4,23,25,38,59,0,0,0,40,36,78,100,97,190,894,859,1750
SAL80108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80109,24,20,42,41,61,101,67,23,95,14,11,30,122,104,230,43,32,71,67,39,98,12,16,28,121,81,205,9,5,12,7,3,9,14,9,21,6,15,26,0,0,0,37,33,66,29,37,68,14,15,33,11,4,19,14,28,42,0,0,0,69,90,157,111,116,225,13,3,11,10,11,20,0,0,0,24,15,32,35,42,79,438,377,811
SAL80110,33,23,58,62,76,144,19,17,38,13,10,21,95,104,204,42,53,96,8,3,18,0,4,9,53,58,117,4,9,13,17,32,55,13,10,25,42,46,90,0,0,0,86,96,181,38,73,117,57,73,125,13,16,29,74,121,193,0,0,0,184,280,465,265,379,650,12,11,23,26,38,68,0,0,0,40,57,96,135,93,226,622,720,1350
SAL80111,0,0,0,0,3,3,0,0,5,6,0,3,5,8,9,0,0,4,0,3,3,0,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,10,0,0,3,0,0,0,0,0,0,0,0,4,6,4,12,21,27,43
SAL80112,26,26,54,88,90,182,18,16,33,47,47,91,155,149,305,65,65,137,23,14,29,113,94,213,205,178,383,0,3,3,0,6,3,13,3,18,8,12,21,0,0,0,28,20,50,63,47,106,10,17,27,12,0,17,24,43,64,0,0,0,108,103,213,136,126,260,7,0,7,10,21,24,0,0,0,14,21,33,51,54,108,589,550,1139
SAL80113,6,6,14,19,19,37,0,3,7,6,9,9,23,23,51,7,13,22,10,4,14,8,8,11,30,21,49,0,9,9,8,4,15,4,0,5,21,13,37,0,0,0,35,26,62,52,46,98,21,15,33,4,8,9,21,14,38,0,0,0,99,80,182,134,112,248,5,0,5,7,5,10,0,0,0,10,5,14,58,43,101,256,210,468
SAL80114,27,27,59,94,100,196,35,35,75,7,6,13,144,146,283,86,63,151,19,27,44,8,11,15,115,100,211,4,3,10,6,4,8,9,8,17,22,29,51,0,0,0,45,42,90,21,14,38,9,10,13,3,6,10,14,15,32,0,0,0,48,51,92,94,93,181,5,4,13,12,19,31,0,0,0,20,21,42,55,59,115,446,445,896
SAL80115,41,40,81,132,118,252,32,14,46,11,20,32,175,155,328,50,66,115,30,32,57,18,4,22,93,99,197,6,0,7,0,3,3,3,6,13,17,25,43,0,0,0,30,33,65,24,25,49,6,16,28,9,6,13,30,36,63,0,0,0,65,86,145,93,120,212,4,3,10,9,16,31,0,0,0,15,29,41,77,62,140,497,502,998
SAL80116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80117,48,44,88,113,102,213,29,28,58,10,4,17,153,131,289,58,70,128,23,17,45,9,0,10,94,93,186,4,5,3,10,9,17,14,3,15,22,17,41,0,0,0,46,38,85,25,36,61,23,25,47,5,9,8,29,35,63,0,0,5,74,105,184,119,144,264,12,0,15,16,10,29,0,0,0,27,12,43,64,53,121,504,483,989
SAL80118,33,32,64,75,77,154,43,22,69,10,0,10,126,102,229,70,49,115,23,34,53,20,8,26,105,91,196,0,4,4,0,3,7,15,4,24,19,19,32,0,0,0,36,32,74,18,25,40,6,8,13,0,6,12,19,40,61,0,0,0,50,82,126,84,115,197,0,3,3,8,7,13,0,0,0,8,8,20,47,50,97,409,393,800
SAL80119,18,23,35,72,60,130,20,17,39,9,9,18,101,77,183,50,27,77,21,14,35,12,3,16,83,52,136,8,0,5,5,5,7,8,12,21,15,10,24,0,0,0,27,27,56,18,19,40,5,10,17,3,3,7,8,15,26,0,0,0,41,46,91,69,77,148,0,0,3,4,12,18,0,0,0,3,15,19,39,34,69,320,274,593
SAL80120,10,10,21,22,17,41,5,10,17,4,6,10,33,31,63,14,12,19,0,9,10,0,0,4,15,20,30,0,0,3,0,5,5,0,0,0,4,10,12,0,0,0,5,16,20,3,16,26,7,11,19,0,8,8,12,7,17,0,0,0,29,42,70,32,58,89,0,4,3,6,3,14,0,0,0,3,5,12,10,17,28,100,140,240
SAL80121,0,0,0,3,4,10,0,3,3,0,0,4,9,14,18,3,6,10,0,0,0,0,0,0,3,3,11,0,0,3,0,0,4,0,0,0,6,3,4,0,0,0,5,5,15,0,0,0,0,3,5,4,0,4,0,3,3,0,0,0,6,5,14,12,12,22,0,0,0,0,0,0,0,0,0,0,0,0,132,77,210,161,108,265
SAL80122,38,33,80,97,90,192,38,30,69,14,7,21,143,130,275,49,33,83,5,15,22,0,0,0,55,52,109,0,0,4,9,11,19,7,3,11,11,31,40,0,0,0,30,48,70,21,26,45,25,21,44,0,7,5,25,18,43,0,0,0,67,69,137,95,118,212,9,10,18,11,14,22,0,0,0,17,23,43,49,48,98,409,403,811
SAL80123,3,0,3,0,0,0,0,0,0,0,4,4,3,4,3,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,23
SAL80124,43,38,79,102,99,199,58,55,113,14,10,20,168,165,331,98,76,178,32,36,70,15,15,29,150,130,279,11,8,17,7,5,9,22,16,45,22,24,46,0,0,0,55,55,114,20,37,59,6,10,16,10,9,20,16,45,57,0,0,0,50,103,145,106,156,260,4,3,12,11,10,17,0,0,0,11,16,31,47,44,90,525,550,1073
SAL80125,54,44,91,92,74,158,39,42,83,35,35,72,163,147,313,41,31,74,24,19,39,16,21,43,84,72,157,0,0,5,9,10,20,0,4,0,19,22,38,0,0,0,33,34,61,17,23,42,15,19,37,4,3,6,28,29,57,0,0,0,64,83,149,99,120,210,9,0,12,14,6,20,0,0,0,22,10,30,39,32,68,455,426,882
SAL80126,23,21,46,79,87,165,24,33,57,8,6,17,115,129,242,61,47,108,39,22,60,21,9,29,115,84,202,8,0,10,0,0,0,4,4,9,12,14,25,0,0,0,24,22,52,31,29,58,4,12,15,6,5,14,15,26,44,0,0,0,58,76,132,84,99,186,0,0,9,6,13,18,0,0,0,11,14,24,48,42,90,394,388,788
SAL80127,13,14,26,66,61,124,6,5,15,9,12,16,74,83,153,37,41,76,10,8,14,12,21,33,60,66,124,5,0,9,8,10,20,9,9,11,29,27,55,0,0,0,50,45,89,145,239,388,102,76,174,30,42,72,89,114,202,0,0,0,366,471,833,411,508,924,13,7,19,13,21,38,0,0,0,29,25,52,69,73,144,660,775,1433
SAL80128,4,5,8,22,9,31,8,0,11,0,0,6,26,11,40,8,0,10,3,7,10,0,0,0,9,8,20,0,0,0,0,0,0,3,0,6,0,10,8,0,0,0,3,8,12,0,0,4,0,0,0,0,0,0,0,6,3,0,0,0,3,0,6,6,13,21,0,4,0,0,0,0,0,0,0,0,3,0,9,11,16,60,56,116
SAL80129,94,67,162,242,196,435,113,77,193,46,57,103,405,332,733,171,149,323,78,96,174,39,32,68,289,270,559,9,13,22,14,14,29,24,12,36,34,50,84,0,0,0,87,90,171,48,73,124,23,24,48,16,15,26,46,69,117,0,0,0,139,178,319,226,265,492,18,17,28,34,37,66,0,0,0,51,53,99,136,112,241,1190,1100,2287
SAL80130,33,32,63,103,101,199,22,19,38,8,19,29,131,140,272,53,51,108,26,22,52,11,20,31,97,94,190,5,8,13,3,4,4,14,4,14,11,13,24,0,0,0,26,24,50,21,21,45,14,22,36,3,8,9,22,28,51,0,0,0,68,80,143,96,102,193,6,9,12,5,15,15,0,0,0,7,20,27,65,55,126,419,445,868
SAL80131,80,71,151,267,238,503,32,36,74,34,23,62,336,305,637,137,135,272,35,45,80,26,20,46,200,204,403,20,9,24,22,24,43,16,9,21,29,57,88,0,0,0,82,100,181,73,128,201,76,81,159,15,26,43,64,132,193,5,0,5,230,362,593,308,462,774,11,9,16,31,31,53,0,0,0,34,36,74,117,113,222,1073,1188,2264
SAL80132,21,24,43,102,84,189,22,13,30,11,27,36,128,124,256,82,58,140,19,34,58,35,37,74,131,132,265,6,0,3,13,3,13,6,0,11,11,12,22,0,0,0,33,18,55,39,42,84,13,12,23,6,5,11,25,38,60,0,0,0,81,100,186,121,122,237,4,7,11,11,7,21,0,0,0,14,13,31,35,28,65,459,447,901
SAL80133,42,33,82,96,105,196,49,53,103,23,33,55,166,193,355,74,62,139,49,34,82,34,21,53,165,117,275,3,4,10,9,0,10,12,8,20,15,25,35,0,0,0,38,41,83,44,43,88,18,24,47,10,15,23,42,54,101,0,0,0,114,142,256,152,181,332,11,11,26,7,12,22,0,0,0,21,24,49,75,86,162,617,643,1260
SAL80134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SAL80135,42,50,89,103,115,217,37,37,73,20,45,68,157,207,359,42,39,82,26,24,47,17,34,54,87,94,180,6,11,13,20,14,29,10,13,24,34,35,69,0,0,0,70,60,125,45,52,94,36,32,70,17,15,31,50,82,126,0,0,0,148,185,329,213,243,461,12,7,20,12,22,31,0,0,0,21,28,51,66,65,131,589,687,1272
SAL80136,33,26,55,61,71,134,17,10,23,32,40,71,106,123,234,38,38,75,28,9,39,51,60,108,114,105,224,4,0,4,0,5,8,6,0,8,5,8,21,0,0,5,15,18,38,47,45,91,11,15,28,3,8,12,33,31,66,0,0,0,89,106,198,110,123,233,5,4,5,3,11,16,0,0,0,8,9,17,62,64,124,431,453,883
SAL89494,3,0,8,6,5,9,0,0,0,0,0,0,6,5,9,9,23,36,0,0,5,0,0,0,11,25,37,0,4,8,0,0,3,0,0,0,3,4,7,0,0,0,9,14,21,11,6,21,4,4,9,3,5,5,0,0,8,0,0,0,14,18,35,23,31,54,0,0,0,3,6,5,0,0,0,3,6,4,97,36,131,148,104,248
SAL89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
