SAL_CODE_2021,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,P_3500_more_15_19_yrs,P_3500_more_20_24_yrs,P_3500_more_25_34_yrs,P_3500_more_35_44_yrs,P_3500_more_45_54_yrs,P_3500_more_55_64_yrs,P_3500_more_65_74_yrs,P_3500_more_75_84_yrs,P_3500_more_85ov,P_3500_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SAL80042,8,32,53,31,9,9,13,9,3,171,0,36,62,41,26,22,18,15,3,225,0,26,112,81,26,22,28,15,9,315,0,41,101,81,31,18,20,11,0,302,0,10,112,115,51,21,15,3,0,329,0,3,80,123,66,16,6,4,3,302,0,0,116,280,176,65,6,0,3,648,0,0,15,57,25,10,6,0,0,119,0,0,28,112,58,21,0,0,0,229,8,8,28,20,12,9,5,7,5,96,208,241,863,1057,552,284,218,140,38,3607
SAL80043,5,31,34,19,11,29,30,41,18,225,5,27,54,34,29,30,40,34,26,277,6,33,53,46,43,46,63,27,15,323,0,29,55,51,36,46,40,31,11,307,0,6,77,57,52,58,46,19,9,337,0,4,62,82,54,48,28,8,3,289,0,0,96,194,207,136,36,18,5,703,0,0,18,51,68,42,16,5,0,195,0,0,24,156,153,102,12,5,4,452,12,6,20,26,24,18,15,10,21,149,310,298,593,783,780,682,460,366,196,4485
SAL80044,0,20,5,15,15,6,29,29,18,131,0,25,8,11,10,11,21,21,11,125,4,20,20,14,23,15,30,25,15,169,0,20,25,13,14,19,36,21,3,160,0,8,37,24,20,24,27,20,19,180,0,8,21,20,33,28,21,20,3,153,0,0,45,100,101,72,42,20,6,391,0,0,9,42,50,31,21,8,0,164,0,0,17,93,131,97,39,18,12,406,18,18,17,10,23,18,16,4,11,132,219,164,254,379,445,372,362,258,141,2596
SAL80045,6,8,10,14,5,8,0,0,0,59,0,14,31,23,8,6,0,0,0,86,0,29,71,31,11,5,0,0,0,152,0,19,63,39,10,12,4,0,0,152,0,16,108,70,18,18,4,0,0,238,0,9,79,64,18,10,6,0,0,180,0,8,148,205,74,17,0,0,0,454,0,0,17,45,17,13,0,0,0,97,0,0,24,85,41,10,4,0,0,164,5,9,20,24,5,0,0,0,0,72,106,147,664,668,245,129,60,15,0,2035
SAL80046,4,45,37,12,8,7,14,3,0,132,0,42,54,43,15,4,18,7,3,187,0,57,93,37,17,18,12,8,0,245,3,64,109,34,20,25,14,10,3,272,0,42,155,48,25,24,5,0,0,297,0,12,94,43,39,17,4,0,0,211,0,4,170,123,94,40,4,0,0,433,0,0,16,22,28,23,0,0,0,100,0,0,20,39,36,23,4,0,0,118,3,25,45,18,4,12,6,4,3,112,103,503,935,485,341,251,128,80,35,2863
SAL80047,4,44,30,28,14,20,22,11,6,185,7,35,55,46,36,21,27,21,5,255,0,49,108,73,24,35,21,11,5,325,0,31,81,56,39,24,26,17,0,269,0,14,92,60,45,26,20,8,5,274,0,0,65,75,45,15,5,5,0,208,0,4,115,183,147,63,12,3,3,529,0,0,17,49,33,8,4,0,0,111,0,0,14,59,48,23,5,4,0,146,3,26,35,32,19,22,16,8,3,148,193,372,751,775,519,374,293,179,74,3530
SAL80048,4,17,21,9,21,15,19,16,3,127,9,35,38,12,20,22,26,30,3,193,4,23,31,37,31,26,28,23,3,213,0,23,44,18,34,41,26,14,3,201,0,12,44,48,30,25,29,19,4,215,0,3,28,46,49,36,13,7,0,183,0,3,72,150,136,63,15,4,0,443,0,0,13,25,30,19,7,0,0,94,0,0,16,48,76,33,9,4,0,183,3,8,12,10,15,21,11,7,3,95,228,195,377,463,519,389,301,209,59,2729
SAL80049,15,41,39,45,47,48,26,15,5,281,21,49,94,93,62,64,32,15,5,428,5,52,122,113,104,79,52,11,4,545,0,36,107,130,116,69,33,0,4,503,6,23,120,159,126,84,26,3,0,546,0,0,71,144,121,79,16,0,0,439,0,7,95,277,275,104,12,0,0,777,0,0,13,38,37,23,4,0,0,117,0,5,7,51,50,20,0,0,0,140,29,21,31,29,46,31,14,6,0,197,540,402,857,1227,1128,759,435,174,40,5560
SAL80050,6,33,45,35,18,36,61,17,5,253,12,39,69,45,44,40,59,15,6,338,3,35,109,71,63,54,57,19,6,417,0,32,104,65,65,64,64,14,0,409,0,5,104,87,75,65,30,4,0,370,0,9,59,94,87,42,15,0,0,306,0,6,114,194,187,99,31,10,0,634,0,0,15,36,42,8,9,0,0,111,0,0,0,51,48,20,10,4,0,134,19,14,20,23,20,11,16,9,0,115,336,315,774,799,760,596,577,188,49,4394
SAL80051,0,16,19,13,9,17,27,15,5,125,7,16,13,15,12,25,32,20,0,145,0,22,22,29,19,32,35,8,0,167,3,12,27,21,32,36,35,15,3,183,0,5,29,46,44,44,38,8,0,208,0,0,19,46,42,42,28,3,0,178,0,0,38,147,124,108,28,5,0,456,0,0,7,17,32,27,6,0,0,94,0,0,12,51,62,46,13,0,0,189,3,4,7,0,3,8,12,5,4,43,184,145,235,419,402,465,422,122,28,2429
SAL80052,9,17,18,11,9,14,25,27,18,153,10,18,31,21,17,27,36,48,23,216,0,24,44,28,33,43,37,37,11,265,0,20,52,37,21,27,20,33,13,216,0,13,37,35,38,34,29,26,9,218,0,3,38,26,42,30,16,10,3,172,0,4,55,130,139,100,35,12,8,480,0,0,5,34,28,27,3,3,0,103,0,0,13,66,100,52,13,3,0,246,13,5,24,11,20,15,19,27,38,171,246,192,372,455,512,431,334,369,191,3105
SAL80053,10,9,9,10,17,12,26,26,10,129,6,15,23,38,24,22,38,29,15,205,3,16,46,44,28,20,26,21,4,209,0,9,53,25,34,28,21,23,0,196,0,10,48,43,41,34,9,8,0,192,0,6,45,54,42,25,17,4,6,187,0,0,62,120,134,44,11,9,0,386,0,0,12,24,30,11,6,0,0,84,0,0,9,37,41,18,5,0,0,114,9,10,16,19,9,17,18,13,7,115,173,128,377,478,466,294,287,248,82,2532
SAL80054,7,29,52,30,19,22,48,28,4,243,4,46,51,46,30,37,38,18,3,281,0,33,86,64,41,58,45,18,8,354,0,34,76,61,48,74,34,8,0,333,0,18,74,72,57,72,26,6,0,331,0,4,63,58,53,56,23,5,0,261,0,3,79,140,116,102,27,5,0,466,0,0,10,24,22,15,4,0,0,81,0,0,11,30,34,28,4,0,0,115,3,8,38,29,27,13,16,7,8,149,233,309,695,681,557,674,514,231,69,3960
SAL80055,6,24,30,14,22,27,28,12,7,159,10,28,46,28,27,26,25,12,4,202,5,25,54,46,47,39,30,23,0,264,0,27,66,43,30,34,27,8,0,237,0,10,63,58,47,42,25,8,0,243,0,4,51,71,56,28,20,4,0,224,0,4,75,143,127,69,22,10,0,450,0,0,10,21,21,16,4,0,0,66,0,0,4,33,34,21,4,0,0,103,7,3,16,14,16,18,14,8,0,90,230,208,479,525,487,406,359,177,30,2900
SAL80056,9,24,22,23,10,8,8,3,0,108,3,38,31,35,34,26,15,3,0,182,3,35,40,51,35,18,15,3,0,208,0,20,61,59,48,26,16,3,0,232,0,11,58,87,68,32,12,3,0,265,0,8,52,83,73,32,6,3,0,253,0,0,81,267,248,71,15,0,0,675,0,0,13,63,58,17,0,0,0,147,0,0,6,119,114,29,3,0,0,272,14,10,32,22,23,6,16,0,0,122,333,222,468,901,759,313,184,59,11,3252
SAL80057,0,8,11,3,0,3,12,6,6,49,0,3,14,4,0,14,12,9,3,64,0,11,15,6,11,7,19,12,0,88,0,7,29,12,7,14,27,15,3,123,3,7,44,14,15,15,23,8,0,134,0,5,40,13,24,13,22,16,4,130,0,3,71,49,54,49,28,15,4,273,0,0,9,10,31,21,11,0,0,89,0,0,18,49,101,93,46,12,0,324,3,3,11,0,9,8,10,6,5,56,93,95,277,187,282,270,239,149,36,1625
SAL80058,8,60,159,47,41,22,13,3,0,359,7,87,225,94,51,20,11,5,0,511,7,71,283,132,68,34,14,3,0,612,5,60,224,133,65,18,4,0,0,522,0,25,207,143,90,40,3,0,0,506,0,10,104,133,76,49,10,0,0,378,0,3,178,350,186,75,4,0,0,793,0,0,16,70,48,13,0,0,0,146,0,0,15,93,76,9,3,0,0,196,7,37,112,52,21,13,15,9,0,266,357,622,1938,1484,864,409,222,58,14,5971
SAL80059,3,10,9,10,14,5,32,6,3,97,0,13,17,21,12,13,30,11,0,124,4,16,32,11,20,26,40,18,0,165,0,10,25,21,23,25,17,7,3,130,0,4,21,28,38,25,26,3,0,152,0,3,17,31,34,19,18,0,0,120,0,0,22,93,80,45,20,6,0,256,0,0,6,12,14,3,4,0,0,40,0,0,4,26,27,18,4,0,0,75,0,4,9,19,5,4,6,4,0,47,133,116,198,310,289,243,303,99,16,1707
SAL80060,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,5,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,4,0,0,8,3,4,16,13,11,9,3,0,0,53
SAL80061,6,14,30,15,9,15,19,25,8,135,7,20,27,22,20,25,10,23,18,167,0,23,36,46,21,25,44,24,14,228,0,14,38,29,28,28,26,18,8,198,0,9,42,35,24,33,29,16,6,198,0,4,31,48,25,24,19,3,5,167,0,3,47,150,134,76,29,22,4,475,0,0,13,45,41,17,5,8,4,120,0,0,11,101,104,65,18,9,3,312,0,11,23,27,21,20,23,27,5,162,182,167,350,583,485,390,342,301,140,2938
SAL80062,4,16,14,14,15,12,23,12,0,107,5,30,30,25,19,27,12,0,0,152,3,25,65,27,38,51,26,4,0,240,0,15,49,50,36,39,17,3,0,213,0,7,50,52,34,45,22,6,0,212,0,0,32,45,31,44,11,0,0,160,0,0,48,89,93,41,10,0,0,280,0,0,9,16,9,14,0,0,0,44,0,0,6,22,16,12,5,0,0,53,3,6,11,20,8,15,13,7,0,71,176,140,366,399,342,403,247,65,27,2164
SAL80063,5,15,25,15,10,17,35,22,3,151,0,14,43,38,21,30,38,13,0,193,9,21,74,66,25,43,51,10,0,289,0,13,60,46,38,23,30,3,0,211,0,4,46,52,46,39,26,8,0,222,0,0,40,55,42,31,23,0,0,188,0,0,73,131,93,55,15,0,0,371,0,0,6,25,16,10,6,0,0,65,0,0,12,38,30,17,12,0,0,107,4,9,17,21,10,6,13,14,0,101,171,145,476,550,384,347,422,145,27,2671
SAL80064,13,56,70,53,40,62,50,30,13,395,13,84,115,54,67,81,55,25,6,503,3,78,137,97,103,107,56,20,7,608,0,53,164,101,93,111,45,9,0,585,0,28,163,124,118,118,35,6,0,594,0,6,110,114,119,99,18,8,0,471,0,4,121,247,295,200,22,0,5,890,0,6,4,21,42,26,4,0,0,104,0,0,15,31,80,53,6,3,0,189,12,19,25,32,35,19,26,42,35,244,447,510,1093,996,1123,1115,604,336,138,6361
SAL80065,0,10,30,11,8,28,27,19,0,137,4,29,22,20,18,20,42,11,0,166,4,22,51,33,45,52,43,8,4,250,0,16,60,53,30,25,33,3,0,223,0,6,59,48,40,32,30,7,0,225,0,5,44,47,42,33,13,0,0,185,0,4,74,106,77,62,16,4,0,347,0,0,11,19,22,19,3,0,0,74,0,0,5,35,24,20,8,0,0,97,3,3,22,18,10,7,3,4,3,81,159,161,425,455,352,383,378,135,32,2482
SAL80066,6,33,49,21,9,20,24,24,7,185,7,52,127,32,22,30,42,31,8,357,0,63,167,65,32,43,36,24,3,446,0,47,160,54,26,43,25,20,10,390,0,33,150,74,49,48,26,7,7,397,0,4,91,55,48,32,20,10,0,258,0,8,106,128,108,63,25,0,0,445,0,0,12,18,12,12,12,0,0,65,0,0,15,33,27,18,6,0,0,103,5,16,48,17,12,16,23,42,19,188,111,344,1045,591,405,412,394,276,105,3669
SAL80067,12,25,24,13,10,24,31,21,19,182,3,28,66,25,18,27,34,21,13,243,0,46,90,30,36,39,44,15,9,307,0,61,159,47,42,50,33,26,7,423,0,32,161,58,47,51,32,17,7,396,0,12,146,62,55,38,22,18,12,359,0,7,222,212,166,116,58,25,9,811,0,4,40,48,54,42,25,6,0,204,0,0,35,125,199,136,52,12,7,571,10,16,43,26,32,19,20,17,13,192,287,318,1095,708,720,638,448,261,157,4639
SAL80068,14,89,189,59,39,41,26,7,0,461,10,106,328,117,52,38,19,9,4,680,13,116,372,141,80,49,17,9,0,795,4,89,278,148,78,38,19,3,0,667,0,44,222,140,81,49,15,4,0,557,0,8,126,124,102,43,12,0,0,414,0,12,187,250,229,112,22,0,0,808,0,0,28,46,62,16,3,0,0,159,0,7,25,71,82,29,3,0,0,215,19,32,100,62,41,21,8,17,0,302,441,812,2390,1413,993,625,360,148,33,7213
SAL80069,0,18,24,14,6,20,18,13,8,126,0,12,27,23,12,12,27,12,6,138,0,10,34,26,19,12,30,18,12,169,0,14,19,38,24,37,21,9,9,179,0,5,37,50,36,35,21,16,5,193,0,4,31,46,51,45,17,0,3,186,0,0,45,130,151,77,22,5,3,425,0,0,7,27,44,11,6,4,0,112,0,0,9,57,93,42,4,0,3,206,7,6,19,17,19,14,17,6,4,105,205,152,337,476,520,376,241,167,87,2556
SAL80070,0,0,0,0,0,3,5,0,0,11,0,0,0,0,7,3,7,0,0,17,0,0,3,0,7,4,8,0,0,26,0,0,0,3,5,6,7,0,0,21,0,0,0,0,0,0,0,0,0,14,0,0,0,0,8,0,0,0,0,7,0,0,5,7,10,11,0,0,0,35,0,0,0,0,0,4,0,0,0,9,0,0,0,9,8,7,4,0,0,26,0,0,0,0,0,3,5,6,0,10,31,10,16,28,55,41,47,26,6,251
SAL80071,9,45,103,68,45,27,20,7,0,327,6,75,204,108,58,24,26,3,0,509,7,95,230,138,64,44,18,13,0,602,5,57,234,129,66,29,11,0,0,539,0,33,182,142,82,37,9,0,0,482,0,7,136,182,114,39,3,0,0,482,0,11,173,389,298,77,10,0,0,953,0,0,29,88,67,19,4,0,0,204,0,0,31,113,104,38,0,0,0,290,14,28,91,54,37,13,4,4,0,247,466,637,1739,1617,1074,481,228,89,19,6354
SAL80072,8,13,17,20,14,13,27,28,3,145,9,11,51,24,16,19,37,19,8,184,0,18,40,36,25,23,38,34,7,215,0,24,41,12,13,28,32,27,9,175,0,12,39,31,38,21,36,23,3,203,0,3,23,27,43,28,22,15,0,166,0,0,45,86,106,74,24,10,5,357,0,0,12,14,28,14,9,3,0,85,0,0,6,35,69,45,11,0,0,165,5,12,22,14,9,6,6,9,8,87,192,182,375,353,412,338,336,260,66,2520
SAL80073,3,17,25,21,19,18,20,22,3,149,5,22,36,35,30,36,29,30,3,217,0,27,54,47,48,33,26,16,6,259,0,12,64,48,35,34,14,9,3,217,0,4,67,51,48,37,19,10,0,234,0,0,50,48,42,27,4,12,0,187,0,0,83,113,96,37,3,3,0,339,0,0,6,15,10,9,4,0,0,45,0,0,8,24,13,11,3,0,0,57,11,4,5,17,16,8,9,10,4,92,208,160,481,489,439,324,275,238,46,2656
SAL80074,6,12,16,3,8,12,27,21,7,112,0,24,17,19,15,22,25,23,3,150,3,17,38,21,29,24,33,22,9,190,6,13,34,24,32,30,22,9,6,170,0,4,49,49,39,21,14,14,5,199,0,6,27,38,51,28,15,4,0,167,0,3,72,132,100,63,15,7,0,399,0,0,4,28,30,11,0,3,0,87,0,0,6,38,37,14,0,0,0,100,13,4,17,14,18,16,20,6,4,99,160,129,334,421,406,303,284,200,63,2287
SAL80075,6,34,60,32,41,19,64,37,8,312,15,45,103,60,40,35,54,24,6,376,3,35,141,95,65,50,45,28,6,461,4,32,125,73,68,47,31,17,0,405,0,14,120,90,82,58,24,7,0,400,0,5,105,107,61,39,12,0,6,331,0,3,121,186,148,50,14,6,0,529,0,0,11,28,20,6,0,0,0,75,0,0,15,32,12,14,3,0,0,72,10,20,37,28,28,10,18,10,9,165,260,321,1001,896,675,448,516,312,123,4550
SAL80076,3,26,24,15,15,17,21,23,8,135,4,12,23,24,16,20,16,32,17,164,5,20,41,17,20,30,23,21,18,198,0,19,33,27,14,27,36,8,4,160,0,5,39,33,27,17,28,8,7,163,0,3,24,38,22,36,21,5,5,152,0,0,56,112,108,80,31,12,7,411,0,0,3,38,30,20,0,3,0,100,0,0,14,61,98,65,10,0,0,259,3,0,10,9,23,4,26,27,81,184,190,164,321,417,426,384,290,214,207,2617
SAL80077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,36,154,103,48,14,6,5,0,376,11,37,154,103,56,16,6,10,0,390
SAL80078,3,14,4,4,6,14,25,18,9,100,0,10,15,14,6,19,23,26,5,125,0,13,22,20,18,23,34,27,3,159,0,11,29,19,7,25,27,24,5,156,0,4,33,16,23,18,34,9,4,149,0,4,28,31,34,47,31,5,3,173,0,0,38,70,76,68,29,13,0,289,0,0,5,19,19,28,9,0,0,81,0,0,5,34,47,62,14,4,4,165,6,4,6,5,17,13,10,12,5,69,119,112,206,271,290,383,342,243,67,2031
SAL80079,6,25,40,30,21,37,24,10,6,191,4,35,71,38,21,42,39,11,4,269,4,40,106,65,54,61,25,12,4,360,0,23,103,76,55,59,7,11,3,336,0,9,79,77,66,55,20,3,0,323,0,5,70,72,55,41,9,0,0,245,0,7,85,120,109,58,15,4,0,399,0,0,6,13,8,9,0,0,0,38,0,0,5,20,15,18,6,0,0,64,8,12,21,16,24,15,12,16,11,128,231,248,688,601,503,564,325,188,83,3429
SAL80080,0,4,14,6,3,0,0,0,0,33,0,6,11,20,3,0,0,0,0,37,0,0,27,17,7,0,0,0,0,56,0,8,21,26,9,0,0,0,0,65,0,0,15,13,13,3,0,0,0,49,0,0,13,13,6,0,3,0,0,38,0,0,17,31,8,3,0,0,0,53,0,0,0,3,0,0,0,0,0,7,0,0,0,6,6,0,0,0,0,8,0,5,3,9,6,0,0,0,0,19,40,38,134,167,77,17,15,4,0,492
SAL80081,10,42,82,41,34,51,103,38,11,423,14,50,99,63,37,68,93,33,11,474,9,52,150,106,69,82,87,31,0,593,0,40,114,104,74,62,94,16,4,508,4,26,105,109,69,73,70,20,4,477,0,10,88,103,78,60,28,8,0,371,0,10,81,265,249,146,58,7,0,815,0,0,13,45,44,37,8,0,0,149,0,0,22,77,68,30,14,6,0,216,12,18,48,35,36,33,48,24,5,268,416,450,1018,1105,900,864,988,415,130,6295
SAL80082,32,83,119,89,78,89,183,93,15,790,20,115,155,120,122,152,197,84,25,986,6,111,239,174,165,174,211,65,19,1168,3,85,217,192,167,145,149,42,12,1010,0,35,260,245,189,179,108,47,0,1061,0,10,151,209,204,139,76,17,0,800,0,6,265,496,498,302,94,16,4,1686,0,0,29,73,94,58,16,3,0,272,0,0,23,129,166,91,31,7,0,451,42,30,84,99,79,48,69,36,20,499,913,837,1855,2131,2100,1798,2020,887,191,12729
SAL80083,6,15,45,18,5,18,31,21,3,164,4,41,80,23,24,27,36,20,4,257,0,57,111,57,31,39,46,25,5,377,0,99,235,55,35,41,42,16,0,530,0,73,328,90,39,44,37,14,4,629,0,15,247,117,70,51,28,6,3,540,0,14,527,381,183,149,58,21,0,1346,0,0,65,99,66,46,16,5,0,294,0,0,60,163,159,131,60,10,0,591,9,57,181,115,80,69,60,23,4,598,146,462,1996,1202,744,685,516,217,42,6016
SAL80084,4,27,24,24,19,18,35,17,6,169,4,25,46,41,26,34,36,24,3,230,4,11,69,54,35,31,34,18,3,266,0,14,70,54,47,42,38,9,3,275,0,8,61,60,57,33,21,5,0,246,0,0,45,62,43,28,7,0,0,195,0,0,60,141,140,49,15,3,0,414,0,0,7,23,18,9,0,0,0,61,0,0,10,23,27,11,0,0,0,75,6,14,35,27,18,13,8,8,0,128,212,188,523,577,502,389,384,174,32,2981
SAL80085,4,35,62,19,3,0,4,0,0,130,7,69,80,27,10,8,0,0,0,191,3,60,156,41,14,8,3,0,0,283,0,55,126,33,7,6,0,0,0,233,0,18,127,55,11,11,3,0,0,230,0,8,84,41,23,9,0,0,0,166,0,10,128,109,50,15,0,0,0,306,0,0,5,17,13,4,0,0,0,38,0,6,10,31,11,8,0,0,0,68,8,38,63,33,6,3,3,0,0,168,89,485,1036,438,176,91,52,12,4,2386
SAL80086,6,58,46,28,21,23,44,23,12,263,5,67,110,47,39,26,47,25,15,376,4,75,151,76,31,45,36,20,6,444,0,74,173,61,38,34,23,15,6,425,0,35,195,67,57,47,39,17,0,453,0,12,146,79,41,30,21,4,0,338,0,6,203,215,166,91,20,10,3,718,0,0,18,41,39,20,8,4,0,125,0,0,20,48,74,51,14,4,0,216,0,21,78,45,20,8,29,57,69,320,192,591,1369,825,610,516,447,284,212,5053
SAL80087,0,23,45,23,16,13,18,40,14,192,5,16,79,36,22,20,15,27,14,231,0,29,93,51,28,28,19,22,12,281,0,22,67,34,41,30,18,16,6,224,0,9,69,48,22,15,5,7,0,183,0,0,47,23,33,19,9,9,0,149,0,5,72,94,91,55,22,9,4,349,0,0,10,24,23,12,3,0,0,70,0,0,10,52,56,27,4,0,4,148,8,15,28,18,19,15,12,10,11,133,153,212,621,476,408,294,211,239,109,2722
SAL80088,0,13,10,6,3,7,12,3,0,54,0,11,14,6,9,20,17,6,3,84,0,4,21,18,12,17,21,0,0,95,0,3,16,11,13,14,22,0,0,81,0,3,20,20,25,22,6,0,0,94,0,0,20,27,22,11,14,0,0,99,0,0,31,55,68,50,7,0,0,211,0,0,3,6,6,8,3,0,0,34,0,0,0,17,11,12,4,0,0,52,0,4,3,5,0,0,0,0,4,22,74,64,159,198,184,198,178,35,14,1106
SAL80089,12,46,52,55,41,38,50,21,3,317,15,48,109,99,55,52,51,20,0,442,0,51,162,136,86,53,43,8,3,546,0,29,131,186,88,48,37,15,0,527,0,21,165,175,103,64,31,8,0,570,0,4,107,151,85,38,10,0,0,402,0,7,145,269,177,71,21,3,0,696,0,0,12,40,28,18,0,0,0,98,0,0,16,51,36,19,0,0,0,119,5,24,27,45,14,16,14,8,0,158,343,358,1126,1393,834,565,491,197,32,5335
SAL80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80091,5,31,30,16,14,16,23,21,9,156,4,19,39,29,19,18,23,25,4,182,0,24,63,34,22,33,17,18,0,215,0,39,57,34,26,21,26,8,0,219,0,16,83,39,22,19,15,7,0,202,0,0,43,47,33,27,13,9,0,177,0,0,60,108,93,43,5,3,0,319,0,0,3,23,27,9,0,0,0,63,0,0,0,34,25,15,9,0,0,83,8,23,44,18,17,25,6,15,4,169,134,241,540,473,354,310,275,224,60,2595
SAL80092,5,21,37,29,15,22,16,23,10,169,4,26,70,38,26,20,26,29,10,236,0,26,106,29,30,33,33,26,7,303,0,15,68,44,31,22,22,5,0,217,0,14,60,48,29,44,14,7,7,223,0,0,39,50,41,23,21,12,0,187,0,4,55,112,97,82,22,11,3,388,0,0,5,20,25,16,6,0,0,81,0,4,18,40,56,29,9,6,0,160,6,9,25,27,7,13,10,9,0,105,160,179,571,515,395,396,294,243,75,2831
SAL80093,3,14,16,9,7,15,29,12,4,116,0,18,19,20,12,34,31,16,0,146,3,23,41,24,20,35,34,9,7,190,3,18,33,18,22,41,17,5,5,167,0,8,46,24,31,35,32,9,4,179,0,5,23,35,41,33,18,0,0,156,0,5,49,79,100,76,31,3,0,343,0,0,4,18,21,18,6,3,0,70,0,0,5,33,36,22,9,0,0,103,8,10,18,9,14,18,16,3,0,99,158,166,325,324,351,414,369,132,45,2284
SAL80094,9,13,31,17,10,20,33,28,4,157,4,18,30,27,29,23,32,26,9,196,4,24,46,37,37,38,35,19,3,239,0,23,34,46,34,20,17,16,0,199,0,17,58,52,47,30,21,8,0,234,0,8,22,54,44,24,18,10,0,170,0,0,48,129,96,60,25,8,0,369,0,0,9,27,26,21,8,0,0,93,0,0,7,28,32,13,5,7,0,85,3,14,20,11,16,14,11,8,0,102,185,187,383,502,457,346,325,215,35,2635
SAL80095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6
