SAL_CODE_2021,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
SAL80048,0,3,0,0,0,5,0,0,0,10,58,82,167,208,227,111,23,0,0,883,0,0,0,3,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,7,5,0,3,7,8,5,0,0,0,23,0,0,6,3,8,3,0,0,0,19,12,23,28,26,30,17,3,0,0,132,0,3,3,0,0,0,0,0,0,12,30,21,23,10,10,5,3,0,0,103,40,16,12,9,5,6,0,0,0,86,0,0,0,6,3,4,0,0,0,19,0,0,0,7,7,4,0,0,0,22,0,5,8,7,5,0,0,0,0,23,0,0,3,4,6,0,0,0,0,20,9,10,36,44,59,34,9,0,0,201,0,0,11,10,8,3,5,0,0,40,0,26,101,167,187,65,14,0,0,562,7,12,25,39,46,28,4,0,0,165,0,15,44,47,30,37,13,0,0,192,8,7,8,7,8,0,0,0,0,35
SAL80049,0,5,8,4,5,8,0,0,0,31,123,144,355,538,506,246,47,0,0,1960,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,3,14,13,21,13,0,0,0,71,0,0,9,12,10,8,0,0,0,37,27,53,91,71,72,34,10,0,0,349,0,9,9,6,5,4,0,0,0,39,55,41,45,46,33,22,6,0,0,254,81,27,27,28,21,18,3,0,0,204,0,0,13,18,34,27,3,0,0,90,4,3,9,21,13,7,0,0,0,47,0,0,15,20,11,5,0,0,0,60,0,5,11,17,9,6,0,0,0,47,8,25,53,107,88,43,8,0,0,335,0,3,14,33,19,21,3,0,0,94,6,42,174,378,361,161,20,0,0,1150,25,31,73,116,112,40,9,0,0,405,12,41,102,115,109,66,27,0,0,469,15,8,17,11,8,3,0,0,0,63
SAL80050,0,0,11,0,4,0,4,0,0,18,103,116,314,344,326,182,49,3,0,1431,0,0,3,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,12,13,8,7,0,0,0,46,0,0,9,8,6,4,0,0,0,28,13,35,95,72,45,26,16,0,0,309,0,0,7,4,7,9,4,0,0,29,55,34,23,26,27,17,0,0,0,193,60,29,28,18,14,8,6,0,0,169,0,3,10,9,11,19,6,0,0,53,0,0,10,10,7,4,0,0,0,38,0,0,9,9,9,3,3,0,0,39,0,0,12,4,10,7,0,0,0,29,3,20,94,89,69,35,11,0,0,323,3,3,18,24,15,13,10,0,0,91,4,26,152,229,243,99,18,0,0,771,10,31,60,78,83,49,16,0,0,330,10,36,77,60,56,44,9,0,0,296,11,7,10,13,8,6,5,0,0,63
SAL80051,0,0,0,0,0,0,0,0,0,10,48,55,92,197,180,142,53,0,0,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,9,8,0,4,0,19,0,0,0,4,3,3,0,0,0,10,0,6,27,15,21,18,5,0,0,97,0,0,0,5,3,0,6,0,0,18,24,22,20,12,14,12,3,0,0,98,34,14,8,6,0,3,5,0,0,75,0,0,10,4,6,6,4,0,0,26,3,5,4,8,13,3,0,0,0,34,0,0,4,4,7,0,4,0,0,22,3,6,0,5,0,6,0,0,0,20,3,8,31,52,38,30,12,0,0,182,0,3,3,6,4,8,3,0,0,21,4,11,49,156,162,118,25,3,0,527,10,8,16,38,45,35,16,3,0,170,8,15,22,47,39,45,12,0,0,196,9,4,0,7,0,0,0,0,0,20
SAL80052,0,0,7,0,3,0,0,0,0,15,50,87,145,205,232,145,25,5,0,894,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,8,5,14,4,0,0,0,36,0,0,4,4,4,0,0,0,0,11,6,14,26,28,12,14,0,0,0,102,0,3,0,4,4,4,0,0,0,17,28,30,13,6,14,8,5,3,0,101,37,25,18,11,4,5,0,0,0,104,0,5,4,5,0,5,0,0,0,26,0,0,7,6,0,4,0,0,0,20,0,4,8,11,5,4,0,0,0,29,0,4,0,0,6,6,0,0,0,19,0,13,33,49,65,34,14,4,0,212,3,3,12,13,11,7,0,0,0,49,3,20,86,143,185,104,17,0,0,554,8,16,12,37,34,30,10,0,0,155,3,18,54,52,53,37,12,0,0,235,7,5,7,8,4,7,0,0,0,46
SAL80053,0,0,0,0,4,3,0,0,0,11,48,37,166,195,197,103,28,5,0,775,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,5,8,8,0,5,0,0,29,0,0,6,5,6,4,0,0,0,17,9,11,35,27,13,4,4,0,0,103,0,0,7,0,5,5,0,0,0,12,25,7,16,8,9,5,7,0,0,75,37,17,18,11,8,4,0,0,0,84,3,0,0,12,10,10,4,0,0,39,0,3,3,3,7,0,0,0,0,21,0,0,3,4,3,0,0,0,0,13,0,0,7,6,4,0,0,0,0,18,6,3,34,47,37,22,5,3,0,148,0,0,6,5,12,6,0,0,0,35,0,6,97,140,151,65,17,0,0,480,9,7,23,42,53,21,14,0,0,166,4,6,63,57,46,23,9,0,0,205,5,8,8,5,12,8,0,0,0,38
SAL80054,0,0,0,0,3,6,3,0,0,20,70,124,257,281,227,212,37,4,0,1208,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,4,7,8,11,0,0,0,43,0,0,4,4,8,3,0,0,0,24,11,43,49,21,25,24,6,0,0,176,0,4,5,6,0,0,0,0,0,16,35,38,43,24,14,14,6,0,0,176,27,31,42,15,15,20,5,0,0,160,0,3,6,18,5,24,8,0,0,72,0,3,10,8,13,6,4,0,0,42,0,5,5,10,4,7,0,0,0,44,0,3,5,3,4,9,0,0,0,27,3,17,59,68,37,35,10,0,0,230,0,5,19,12,12,7,4,0,0,64,0,24,134,185,149,114,15,0,0,623,12,23,35,51,49,45,10,3,0,231,5,43,71,73,55,64,3,0,0,311,6,4,14,9,7,3,4,0,0,47
SAL80055,0,4,3,0,3,0,0,0,0,12,61,87,178,222,200,129,23,0,0,900,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,7,7,9,5,0,0,0,34,0,0,6,3,0,0,0,0,0,13,7,22,55,54,34,14,0,0,0,194,0,0,3,4,3,3,0,0,0,16,21,17,32,20,18,19,7,0,0,130,41,13,20,9,12,8,3,0,0,101,0,0,17,5,3,11,3,0,0,44,4,0,3,14,8,6,0,0,0,33,0,0,3,11,5,0,0,0,0,17,0,0,7,8,3,0,3,0,0,23,0,19,39,37,41,19,3,0,0,159,6,9,14,13,14,5,0,0,0,57,4,27,99,156,152,72,13,3,0,526,10,8,43,54,42,44,12,0,0,221,7,15,37,42,44,25,4,0,0,173,3,10,9,9,10,3,3,0,0,39
SAL80056,0,0,3,6,0,3,0,0,0,14,95,92,199,432,317,106,16,0,0,1263,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3,11,10,0,0,0,0,32,0,3,5,5,5,0,0,0,0,18,13,10,30,41,32,16,3,0,0,149,0,0,3,7,5,0,0,0,0,23,45,35,42,31,21,11,4,0,0,184,74,11,19,16,13,0,3,0,0,143,0,3,17,15,11,7,0,0,0,53,0,3,9,16,17,0,0,0,0,48,0,5,6,18,14,10,0,0,0,42,0,7,11,5,9,4,0,0,0,32,0,15,44,136,89,16,4,0,0,300,0,3,13,14,10,4,0,0,0,45,3,28,113,319,295,97,3,0,0,867,13,12,25,87,70,21,3,0,0,237,4,21,29,60,63,23,6,0,0,207,8,3,5,12,5,0,0,0,0,34
SAL80057,0,0,0,0,4,0,0,0,0,3,13,34,130,97,120,90,30,5,0,519,0,0,0,0,0,6,0,0,0,10,0,0,0,0,6,0,0,0,0,6,0,5,0,0,3,7,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,3,7,7,13,10,12,0,0,54,0,0,0,0,0,4,0,0,0,5,8,7,9,6,11,9,3,4,0,54,11,5,10,4,3,3,0,0,0,29,0,0,4,0,0,6,0,0,0,15,0,4,0,8,0,0,0,0,0,13,0,0,6,5,7,9,4,0,0,30,0,12,6,3,19,3,3,3,0,48,6,6,37,30,45,25,13,0,0,166,0,0,6,4,3,3,0,0,0,13,0,18,137,60,67,51,9,3,0,354,5,6,13,9,18,26,9,4,0,85,0,3,20,23,39,36,10,4,0,143,0,0,0,0,8,3,6,0,0,16
SAL80058,6,9,25,12,5,0,0,0,0,52,92,256,782,583,329,122,13,0,0,2181,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,35,14,16,4,0,0,0,75,0,3,5,10,0,0,0,0,0,21,13,26,103,73,42,12,6,0,0,272,0,6,19,6,3,3,0,0,0,43,28,89,166,59,28,18,4,0,0,401,59,80,186,75,38,24,0,0,0,460,0,5,48,29,13,9,5,0,0,101,0,7,36,26,12,0,0,0,0,85,0,11,28,29,10,3,0,0,0,74,0,3,18,14,7,0,0,0,0,39,5,32,189,156,81,26,3,0,0,485,3,13,52,25,22,11,0,0,0,133,6,55,311,422,280,92,6,0,0,1178,13,34,102,106,60,20,4,0,0,350,6,58,179,132,69,27,5,0,0,480,16,18,32,17,13,0,0,0,0,100
SAL80059,0,0,0,0,0,4,0,0,0,5,31,39,70,127,130,70,22,0,0,495,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,6,0,9,0,0,0,0,0,18,9,17,28,20,22,13,3,0,0,110,0,3,0,0,0,3,0,0,0,8,11,6,14,8,5,10,4,0,0,59,32,7,7,4,6,0,0,0,0,50,0,0,5,3,8,0,0,0,0,22,0,0,0,4,9,3,0,0,0,19,0,0,4,4,4,0,5,0,0,18,0,0,4,4,0,0,0,0,0,12,3,6,20,32,31,19,3,0,0,117,0,0,4,12,5,9,0,0,0,29,0,9,32,95,86,38,12,0,0,275,5,5,4,32,33,29,9,0,0,114,5,8,13,21,30,17,11,0,0,105,3,7,5,3,3,0,0,0,0,25
SAL80060,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80061,0,0,0,7,7,5,0,0,0,16,42,65,144,257,211,121,44,5,0,888,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,4,7,0,0,30,0,0,0,0,3,0,0,0,0,9,4,12,18,11,18,12,3,0,0,70,0,0,4,0,0,5,0,0,0,15,30,10,15,10,11,5,0,0,0,94,28,22,13,13,3,6,0,0,0,80,0,0,13,9,0,0,0,0,0,21,0,0,3,4,7,0,0,4,0,24,0,0,3,3,6,0,4,0,0,16,0,3,0,6,7,3,4,0,3,26,0,8,32,75,51,28,21,0,0,225,6,5,16,10,0,3,0,0,0,38,0,13,66,177,154,78,18,0,0,503,0,7,15,25,31,22,11,0,0,122,3,29,58,127,75,50,22,5,0,367,7,9,0,4,7,3,3,0,0,33
SAL80062,0,3,0,0,0,0,0,0,0,5,41,60,151,176,145,117,17,0,0,707,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,5,3,7,14,5,3,3,0,0,41,0,0,5,6,3,4,0,0,0,20,12,23,48,35,28,28,0,0,0,177,0,0,0,7,6,5,0,0,0,22,23,16,12,8,12,10,3,0,0,80,22,3,10,12,9,3,4,0,0,68,0,10,12,5,4,19,5,0,0,60,0,0,0,0,5,0,0,0,0,18,0,0,3,4,5,0,0,0,0,12,0,0,0,5,0,3,0,0,0,19,0,5,32,29,24,12,3,0,0,109,0,6,5,7,11,9,4,0,0,52,0,14,78,122,112,71,13,0,0,405,6,8,15,24,24,19,9,0,0,112,7,20,51,33,23,28,4,0,0,162,5,0,7,3,5,0,0,0,0,12
SAL80063,3,0,0,0,4,3,0,0,0,19,48,54,190,225,166,110,35,0,0,829,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,7,8,4,3,0,0,0,29,0,0,3,4,5,0,0,0,0,19,3,11,51,59,22,12,9,0,0,173,0,0,0,8,0,3,0,0,0,14,15,10,15,11,13,4,9,0,0,82,28,16,16,9,9,3,0,0,0,86,0,4,7,7,4,0,5,0,0,33,0,3,0,5,5,4,0,0,0,23,0,0,0,13,5,0,0,0,0,23,0,0,10,8,9,0,3,0,0,23,3,11,44,54,34,19,4,0,0,170,0,0,12,8,11,3,0,0,0,36,7,8,97,154,113,67,10,0,0,451,10,7,37,56,46,38,17,0,0,208,9,15,46,48,26,19,3,0,0,165,7,3,7,13,7,4,5,0,0,37
SAL80064,0,5,10,3,5,0,4,0,0,28,140,214,473,448,514,350,64,3,0,2206,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,8,17,20,16,28,15,4,0,0,105,0,4,12,10,8,7,0,0,0,43,29,52,114,74,69,62,12,0,0,406,4,4,9,13,5,6,0,0,0,48,65,62,64,49,36,47,15,0,0,344,76,50,22,27,23,15,7,0,0,215,0,11,22,26,31,21,5,0,0,121,0,5,22,4,10,9,0,0,0,53,0,6,12,10,16,6,0,0,0,59,0,7,12,9,13,12,0,0,0,51,4,28,73,69,69,57,13,0,0,306,0,6,28,25,34,17,3,0,0,111,8,58,244,316,384,236,41,0,0,1286,11,27,82,67,69,63,7,0,0,328,15,52,133,127,125,100,24,0,0,562,11,6,9,3,3,12,0,0,0,36
SAL80065,0,0,0,3,0,0,0,0,0,8,47,69,189,181,167,119,33,0,0,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,8,9,0,0,0,0,27,0,0,3,4,6,0,0,0,0,17,3,19,39,39,18,22,4,0,0,145,0,0,0,0,8,0,4,0,0,12,22,23,11,4,15,3,8,0,0,82,34,18,15,11,11,7,0,0,0,93,0,0,5,6,3,9,0,0,0,32,0,0,7,4,6,0,0,0,0,22,0,4,5,7,0,5,0,0,0,27,0,3,0,0,4,5,4,0,0,10,0,6,45,44,9,17,9,0,0,135,0,3,6,3,11,0,0,0,0,29,3,22,104,141,114,75,15,0,0,478,9,12,38,39,32,30,13,0,0,168,0,11,46,46,40,32,10,0,0,196,11,3,3,6,0,7,0,0,0,27
SAL80066,0,4,6,4,0,0,0,0,0,18,30,164,433,231,179,138,33,0,0,1207,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,3,4,14,8,11,0,7,0,0,40,0,0,10,3,5,6,0,0,0,26,0,21,56,24,15,17,0,0,0,130,0,3,14,0,0,4,0,0,0,20,12,26,68,26,9,22,5,0,0,164,18,31,58,19,11,12,3,0,0,149,0,0,27,14,6,12,3,0,0,63,0,3,10,3,8,0,0,0,0,31,0,3,13,3,0,0,4,0,0,20,0,4,13,4,0,0,0,0,0,27,0,23,93,45,35,24,14,0,0,233,0,3,20,15,13,13,4,0,0,64,0,68,258,211,149,92,21,0,0,798,0,21,52,29,22,15,10,0,0,153,3,47,145,61,50,45,11,0,0,359,4,5,8,3,3,3,0,0,0,28
SAL80067,0,3,8,0,3,4,0,0,0,20,65,140,490,318,283,207,56,12,4,1578,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,4,13,8,5,9,4,0,0,52,0,0,3,0,12,4,0,0,0,19,11,10,31,26,16,15,0,5,0,114,0,10,0,12,3,7,0,0,0,34,24,25,32,16,16,14,11,3,0,141,41,30,58,20,12,5,0,0,0,169,0,0,14,7,6,7,6,0,0,34,0,3,12,13,8,4,0,0,0,38,0,5,16,17,16,7,0,0,0,62,0,0,15,11,17,6,7,0,0,63,7,39,126,83,101,58,32,3,0,450,4,0,17,9,13,5,0,0,0,54,6,99,431,296,239,161,33,0,0,1253,16,12,69,37,58,37,19,0,0,251,3,23,95,54,51,51,20,0,0,301,11,5,14,6,12,4,0,0,0,56
SAL80068,0,10,19,11,8,0,0,0,0,54,116,323,902,533,380,166,33,0,0,2455,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,42,27,21,9,5,0,0,117,0,0,23,11,5,0,0,0,0,47,9,53,139,96,50,21,3,0,0,378,0,0,18,13,3,4,0,0,0,42,32,87,226,64,25,21,8,0,0,461,69,112,254,76,32,28,0,0,0,572,4,11,64,20,22,7,0,0,0,132,0,9,28,7,10,5,3,0,0,60,0,13,27,22,14,9,0,0,0,77,0,8,30,21,9,5,0,0,0,68,8,54,216,140,98,31,5,0,0,546,0,18,61,53,25,15,6,0,0,175,13,86,312,317,297,159,14,0,0,1190,18,33,122,108,72,36,6,0,0,410,14,69,236,113,74,34,12,0,0,557,8,18,23,14,3,4,4,0,0,76
SAL80069,0,0,0,0,0,0,0,0,0,13,56,71,131,216,237,121,26,6,0,863,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,8,3,4,9,5,3,0,0,0,32,0,0,0,0,3,0,0,0,0,7,0,10,16,18,11,9,5,0,0,76,0,0,0,3,3,0,0,0,0,14,26,15,16,5,7,7,3,0,0,75,35,23,13,5,8,4,0,0,0,83,0,0,4,7,3,5,5,0,0,24,0,4,0,5,8,7,0,0,0,32,0,0,0,3,8,0,0,0,0,17,0,0,0,4,6,4,0,0,0,22,0,10,34,53,59,34,9,5,0,195,0,0,5,4,7,3,0,0,0,22,0,11,77,183,201,70,10,0,0,556,6,13,33,58,64,34,10,0,0,212,0,13,37,24,33,25,9,0,0,138,8,7,9,15,17,11,3,0,0,65
SAL80070,0,0,0,0,0,0,0,0,0,0,8,8,0,11,24,12,5,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,0,7,4,9,0,0,21,0,0,0,0,0,0,0,0,0,7,0,0,0,8,10,10,0,0,0,31,0,0,0,5,3,0,0,0,0,17,0,4,0,3,10,0,0,0,0,16,0,0,0,0,0,0,0,0,0,5
SAL80071,0,5,31,15,14,0,0,0,0,67,112,269,679,680,442,144,15,0,0,2337,0,0,3,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,4,23,7,10,4,0,0,0,58,3,0,10,18,5,0,0,0,0,42,9,30,99,78,45,15,0,0,0,281,0,9,7,5,4,3,0,0,0,36,44,90,134,59,41,14,3,0,0,379,81,81,153,76,34,18,3,0,0,443,0,12,39,26,14,13,0,0,0,95,0,9,20,21,17,4,0,0,0,78,0,8,28,24,17,4,0,0,0,82,0,9,19,12,7,3,0,0,0,51,0,40,164,161,100,32,4,4,0,516,0,8,43,33,23,13,0,0,0,127,8,51,344,563,382,125,11,0,0,1486,14,50,96,124,93,19,0,0,0,394,17,40,148,128,79,29,5,0,0,451,9,14,19,16,15,0,0,0,0,77
SAL80072,0,3,0,3,7,0,0,0,0,11,43,66,149,146,178,109,30,5,0,734,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,5,6,8,4,0,0,0,30,0,0,0,0,0,4,0,0,0,6,10,11,26,19,10,9,0,0,0,88,0,0,0,0,4,0,0,0,0,9,25,15,18,11,9,4,4,0,0,94,27,23,33,6,7,4,0,0,0,98,0,0,7,8,7,10,0,0,0,30,6,0,7,5,6,3,0,0,0,16,0,0,0,5,8,0,0,0,0,16,0,0,4,4,4,3,0,0,0,24,3,15,24,46,52,27,10,3,0,175,0,5,14,12,9,9,3,3,0,41,4,8,63,95,134,57,11,0,0,379,7,17,35,31,43,38,15,0,0,190,9,18,46,34,31,25,13,0,0,178,9,3,10,0,3,0,6,0,0,32
SAL80073,0,0,3,0,0,4,0,0,0,5,43,61,220,200,170,99,17,0,0,817,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,9,0,0,0,25,0,0,0,8,0,3,0,0,0,16,9,20,58,32,30,15,6,0,0,175,0,0,0,0,3,0,0,0,0,9,29,19,29,14,15,10,0,0,0,117,34,20,19,10,9,0,6,0,0,101,0,5,6,4,12,9,5,0,0,39,0,3,4,13,3,0,0,0,0,30,0,0,7,4,5,4,0,0,0,17,0,0,4,4,10,6,0,0,0,18,0,9,45,47,31,9,3,4,0,149,0,5,12,13,15,7,4,0,0,56,0,10,109,135,121,69,10,0,0,450,3,5,40,39,40,27,3,0,0,161,3,13,51,47,37,24,8,0,0,174,4,11,11,5,7,0,0,0,0,44
SAL80074,0,0,5,5,0,0,0,0,0,13,38,56,158,182,185,97,19,5,0,739,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,4,0,6,7,10,3,0,0,0,0,30,0,0,0,0,3,0,0,0,0,10,5,11,24,24,15,3,4,0,0,89,0,0,0,0,0,0,0,0,0,5,20,16,10,8,10,0,0,0,0,80,35,8,22,5,11,4,0,0,0,72,0,0,6,10,12,5,0,0,0,32,0,0,6,3,6,3,0,0,0,21,0,0,0,3,3,4,0,0,0,16,0,0,5,3,8,4,0,0,0,18,4,8,32,59,38,23,10,0,0,169,0,5,9,10,5,7,0,0,0,29,4,17,100,148,140,60,19,0,0,482,3,11,27,29,37,20,8,0,0,136,3,15,37,36,30,26,5,0,0,146,5,0,5,3,7,5,0,0,0,24
