SAL_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL80066,..,33,21,11,3,12,0,0,0,79,..,32,118,58,53,71,79,55,30,503,3,6,4,0,10,3,8,0,0,41,215,227,505,277,206,227,197,129,49,2035,..,13,346,252,138,162,180,138,31,1256,..,97,230,69,36,29,16,5,0,479,..,4,32,53,69,31,17,6,7,216,429,..,..,..,..,..,..,..,..,429,..,90,..,..,..,..,..,..,..,90,..,59,38,13,10,6,3,0,0,127,..,23,31,8,4,10,12,0,0,97,..,17,32,9,0,0,0,0,0,61,..,61,62,18,14,20,0,0,0,178,..,46,227,142,114,127,122,82,46,911,10,11,16,5,10,9,8,4,0,79,436,437,1016,573,391,398,360,236,84,3924
SAL80067,..,48,74,5,0,3,0,6,0,141,..,9,131,74,47,65,58,45,34,460,0,3,10,3,3,3,9,0,0,25,324,270,537,343,324,299,207,114,54,2477,..,8,226,352,400,353,255,149,24,1765,..,57,272,103,76,53,29,0,0,595,..,0,11,35,55,37,12,6,3,150,651,..,..,..,..,..,..,..,..,651,..,279,..,..,..,..,..,..,..,279,..,75,45,10,10,4,0,0,0,148,..,20,32,3,6,3,3,7,6,81,..,19,26,5,3,0,0,0,0,54,..,78,165,16,12,4,5,0,0,287,..,37,240,139,101,129,98,57,41,831,4,5,21,4,6,8,8,0,0,61,656,571,1034,667,674,596,404,218,80,4899
SAL80068,..,88,100,18,10,13,10,0,0,245,..,45,124,72,59,53,41,25,10,424,9,11,21,10,10,7,7,0,0,73,638,617,1118,659,457,296,192,73,19,4070,..,51,878,799,574,364,197,75,19,2943,..,148,433,142,67,29,15,3,0,840,..,7,40,81,84,48,19,6,7,282,1300,..,..,..,..,..,..,..,..,1300,..,363,..,..,..,..,..,..,..,363,..,174,100,26,13,10,3,0,0,327,..,77,83,22,11,13,23,11,4,240,..,97,199,26,8,6,4,0,0,340,..,185,270,90,48,26,8,0,0,633,..,78,271,147,124,96,58,31,8,815,11,29,37,20,15,11,14,0,0,134,1311,1207,2301,1354,945,605,336,125,33,8223
SAL80069,..,45,15,0,0,0,3,0,0,69,..,5,6,10,21,39,42,41,24,192,3,3,0,3,0,9,0,0,0,23,312,181,157,238,260,184,125,93,50,1595,..,3,82,285,301,191,119,81,30,1090,..,12,73,85,76,45,16,4,0,318,..,0,3,19,41,20,11,11,15,110,639,..,..,..,..,..,..,..,..,639,..,186,..,..,..,..,..,..,..,186,..,63,46,16,15,7,3,0,0,147,..,7,10,7,3,3,8,12,5,52,..,8,14,4,0,0,0,0,0,26,..,58,48,6,5,3,7,0,0,127,..,6,17,20,47,63,65,53,35,304,12,7,9,11,0,11,0,0,0,54,654,341,313,452,490,347,223,157,82,3055
SAL80070,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,5,9,0,13,0,0,0,0,0,0,0,0,0,0,29,20,0,15,25,22,22,9,3,144,..,0,4,13,32,32,36,16,0,134,..,0,0,8,7,0,0,0,0,19,..,0,0,4,6,0,0,0,0,6,54,..,..,..,..,..,..,..,..,54,..,26,..,..,..,..,..,..,..,26,..,11,9,3,3,0,0,0,0,24,..,0,0,4,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,7,3,4,19,0,0,0,0,0,0,0,0,0,0,54,35,16,28,48,38,42,25,6,288
SAL80071,..,64,75,15,4,0,3,0,0,169,..,21,90,50,29,30,19,9,3,251,9,4,13,3,6,5,3,0,0,45,913,546,813,784,488,244,124,41,6,3956,..,28,606,1066,733,321,136,48,5,2939,..,112,306,154,68,22,9,0,0,682,..,0,27,72,107,32,8,3,0,252,1829,..,..,..,..,..,..,..,..,1829,..,437,..,..,..,..,..,..,..,437,..,165,92,19,4,0,0,0,0,285,..,47,58,18,4,26,26,7,3,191,..,76,159,31,9,4,0,0,0,277,..,154,236,59,20,13,11,0,0,484,..,40,181,125,77,48,32,15,3,524,6,15,20,17,11,8,3,0,0,83,1835,1079,1678,1568,1032,472,225,83,19,7983
SAL80072,..,9,12,6,3,3,6,0,0,35,..,3,22,14,18,30,45,44,9,183,0,8,8,0,0,0,0,7,0,21,241,171,177,169,199,179,174,136,27,1463,..,4,117,206,248,226,230,162,29,1226,..,13,77,43,39,12,13,6,0,209,..,0,11,24,42,19,5,10,4,119,475,..,..,..,..,..,..,..,..,475,..,169,..,..,..,..,..,..,..,169,..,83,48,13,14,6,0,0,0,164,..,17,8,0,0,12,3,10,0,60,..,17,15,4,0,0,0,0,0,37,..,26,32,7,4,3,5,0,0,77,..,5,32,37,49,41,68,58,23,310,6,9,10,0,3,4,0,7,0,31,476,358,347,335,404,320,333,247,61,2872
SAL80073,..,14,10,3,4,5,0,0,0,40,..,3,11,7,13,19,41,38,9,139,4,3,3,0,4,3,0,4,0,22,321,167,255,235,202,150,156,122,27,1626,..,6,187,290,234,172,168,150,20,1219,..,19,144,65,66,30,16,5,0,339,..,0,11,39,42,21,10,9,0,144,635,..,..,..,..,..,..,..,..,635,..,167,..,..,..,..,..,..,..,167,..,96,55,17,21,3,0,0,0,196,..,11,11,0,0,15,5,13,0,63,..,17,16,8,3,0,0,0,0,43,..,31,21,12,15,13,0,0,0,93,..,3,25,26,31,47,64,51,14,263,8,8,5,4,4,6,7,5,0,41,640,356,471,462,421,314,274,237,42,3211
SAL80074,..,0,17,0,0,3,0,0,0,22,..,5,6,11,25,35,40,30,19,175,8,0,5,5,0,5,0,0,0,17,237,134,172,205,212,157,136,102,33,1391,..,0,106,252,240,159,150,130,19,1068,..,25,80,72,51,25,12,0,0,267,..,0,16,30,37,30,11,6,3,124,492,..,..,..,..,..,..,..,..,492,..,139,..,..,..,..,..,..,..,139,..,66,32,13,12,4,0,0,0,133,..,12,9,0,0,3,10,10,0,50,..,13,16,4,0,0,0,0,0,36,..,10,31,7,0,4,5,0,3,63,..,6,11,23,37,59,61,42,26,273,14,7,8,5,4,5,4,0,0,46,502,276,318,404,391,284,256,194,52,2683
SAL80075,..,17,29,6,5,8,4,0,0,69,..,9,34,28,57,76,105,74,43,429,5,5,8,6,0,5,3,4,0,30,464,275,504,442,335,226,269,166,53,2739,..,17,399,478,321,188,265,154,30,1854,..,70,260,154,69,34,26,3,0,616,..,6,32,70,70,32,22,15,8,248,1021,..,..,..,..,..,..,..,..,1021,..,188,..,..,..,..,..,..,..,188,..,157,62,30,23,8,5,0,0,274,..,32,43,8,9,8,9,8,3,123,..,25,28,3,0,6,0,0,0,75,..,44,64,23,22,18,11,0,0,181,..,12,60,69,123,139,153,107,51,715,8,17,16,16,11,11,4,7,0,79,1031,562,964,861,652,440,484,294,89,5377
SAL80076,..,9,12,4,0,4,6,0,0,39,..,3,12,5,17,31,39,41,21,177,4,5,0,3,8,3,5,0,0,23,278,185,152,207,203,190,131,99,50,1502,..,11,100,289,264,224,153,87,28,1151,..,14,61,49,51,39,21,6,0,240,..,0,5,21,29,26,7,6,11,104,575,..,..,..,..,..,..,..,..,575,..,195,..,..,..,..,..,..,..,195,..,75,50,3,5,7,4,0,0,143,..,11,10,6,9,0,3,10,6,49,..,12,20,6,0,0,0,0,0,40,..,24,25,8,4,4,4,3,0,76,..,5,25,15,34,49,62,64,36,288,8,4,3,5,4,9,3,0,0,43,576,348,303,398,402,362,263,169,79,2908
SAL80077,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,..,0,0,0,7,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,6,0,6,..,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,6,0,14
SAL80078,..,5,9,3,0,3,3,0,0,16,..,0,4,3,11,28,30,43,14,129,0,0,3,0,4,3,0,4,0,15,161,108,97,146,143,195,166,132,35,1182,..,0,54,168,192,258,234,155,30,1092,..,4,30,34,21,20,12,5,0,134,..,0,0,16,26,14,13,11,3,82,334,..,..,..,..,..,..,..,..,334,..,134,..,..,..,..,..,..,..,134,..,54,62,20,6,10,0,0,0,151,..,3,10,4,4,8,10,4,8,50,..,6,13,3,0,0,0,0,0,23,..,8,14,6,0,6,3,4,0,48,..,4,4,11,20,41,46,47,18,187,0,0,4,4,4,3,5,4,0,34,339,224,200,261,270,360,325,232,65,2275
SAL80079,..,5,10,0,5,10,4,0,0,27,..,4,17,15,18,52,48,51,32,238,0,3,8,3,4,10,4,0,0,37,455,223,348,286,253,283,166,116,50,2187,..,8,265,376,276,348,197,105,22,1594,..,45,155,73,45,47,3,5,0,366,..,0,30,58,69,27,11,4,4,211,879,..,..,..,..,..,..,..,..,879,..,200,..,..,..,..,..,..,..,200,..,152,91,17,14,4,0,0,0,279,..,20,22,7,7,13,11,8,6,96,..,10,18,3,6,0,0,0,0,43,..,9,32,12,9,16,8,0,0,83,..,11,36,36,47,74,74,56,40,378,9,6,13,6,4,10,7,0,0,64,887,469,672,591,477,542,312,179,73,4208
SAL80080,..,4,3,0,0,0,0,0,0,9,..,0,8,3,6,0,5,0,0,30,0,4,0,0,0,0,0,0,0,3,99,40,67,84,38,10,13,0,0,360,..,0,55,125,45,4,9,3,0,245,..,3,23,10,7,0,0,0,0,43,..,0,11,12,10,0,0,0,0,36,210,..,..,..,..,..,..,..,..,210,..,29,..,..,..,..,..,..,..,29,..,19,5,0,0,0,0,0,0,27,..,8,4,3,0,0,3,0,0,19,..,0,3,0,0,0,0,0,0,0,..,7,8,0,0,0,0,0,0,16,..,4,18,12,8,3,5,0,0,51,0,4,0,0,0,0,0,0,0,9,211,70,128,161,71,13,15,4,0,682
SAL80081,..,42,40,11,19,14,6,6,0,136,..,10,23,16,15,46,80,77,34,295,8,9,12,8,3,8,5,0,0,50,632,364,441,537,414,434,488,197,56,3558,..,13,293,645,555,539,668,215,28,2957,..,31,174,165,95,51,33,0,0,560,..,0,22,67,77,53,31,23,10,284,1336,..,..,..,..,..,..,..,..,1336,..,349,..,..,..,..,..,..,..,349,..,219,141,59,24,16,0,0,0,468,..,41,30,9,10,27,24,21,11,163,..,41,79,26,13,7,0,0,0,163,..,111,154,47,39,29,11,9,0,392,..,17,54,40,33,85,134,103,46,514,9,24,29,9,13,11,18,3,3,120,1346,848,975,1072,856,819,920,371,97,7301
SAL80082,..,28,34,18,18,19,13,0,0,135,..,16,38,50,103,146,241,161,51,795,16,20,29,11,11,21,21,4,4,141,1369,789,878,1041,1028,886,1030,438,85,7548,..,9,534,1186,1163,1001,1264,521,66,5746,..,104,491,270,227,143,60,32,7,1331,..,11,95,178,216,128,78,35,14,760,2772,..,..,..,..,..,..,..,..,2772,..,793,..,..,..,..,..,..,..,793,..,525,272,126,78,24,8,0,0,1022,..,75,70,24,38,59,60,16,14,365,..,45,75,22,13,12,4,0,0,169,..,68,94,48,41,40,36,8,0,338,..,28,95,131,208,284,349,228,65,1386,40,35,46,39,27,34,35,4,6,276,2816,1689,1781,2017,2005,1726,1896,845,177,14949
SAL80083,..,73,153,21,4,7,4,0,0,261,..,60,246,168,94,110,72,52,18,825,5,9,27,13,0,5,5,0,0,70,274,285,946,549,321,314,220,106,26,3043,..,6,279,370,270,297,271,114,15,1606,..,90,626,226,76,55,25,0,3,1107,..,0,16,59,78,35,3,6,5,201,496,..,..,..,..,..,..,..,..,496,..,113,..,..,..,..,..,..,..,113,..,63,28,13,7,5,0,0,0,119,..,7,28,13,0,3,0,0,0,56,..,7,15,10,0,0,0,0,0,32,..,124,291,47,10,9,6,0,0,490,..,91,453,330,209,193,109,69,20,1465,7,23,42,24,17,8,12,0,0,132,506,532,1780,1077,661,605,421,195,42,5819
SAL80084,..,16,20,9,4,12,0,0,0,55,..,4,16,21,23,31,60,33,11,201,6,10,3,12,7,4,3,5,0,44,325,186,252,289,231,208,216,94,12,1817,..,3,161,322,257,210,242,102,14,1315,..,21,128,91,59,25,19,3,0,346,..,0,26,44,58,31,14,7,6,181,733,..,..,..,..,..,..,..,..,733,..,177,..,..,..,..,..,..,..,177,..,110,61,15,21,6,0,0,0,218,..,15,14,0,7,10,13,9,0,73,..,5,10,3,3,0,0,0,0,31,..,26,40,16,13,19,0,0,0,116,..,12,34,37,51,59,84,47,15,336,17,11,6,13,9,4,5,5,0,70,748,384,478,556,480,369,379,174,38,3595
SAL80085,..,124,76,3,0,0,0,0,0,212,..,10,52,17,20,7,3,4,0,113,0,8,9,4,0,0,3,0,0,18,147,273,456,197,86,46,23,5,0,1237,..,17,267,257,93,59,33,3,0,725,..,90,205,40,17,0,0,0,0,358,..,0,9,20,18,6,4,0,0,59,331,..,..,..,..,..,..,..,..,331,..,52,..,..,..,..,..,..,..,52,..,18,16,3,0,0,0,0,0,37,..,37,28,4,5,8,0,0,3,93,..,70,104,11,0,0,0,0,0,198,..,228,241,19,0,0,0,0,0,487,..,13,90,45,22,16,3,4,0,197,0,15,21,5,0,0,4,0,0,44,331,534,983,408,161,89,50,12,4,2567
SAL80086,..,150,123,14,5,4,0,0,0,303,..,31,134,66,47,76,75,65,49,540,7,8,21,9,7,7,3,3,0,62,283,420,655,387,292,254,210,128,81,2698,..,11,248,338,273,206,220,103,37,1442,..,120,367,130,73,64,18,6,0,781,..,0,15,41,62,37,10,12,6,183,592,..,..,..,..,..,..,..,..,592,..,164,..,..,..,..,..,..,..,164,..,68,32,20,11,6,3,0,0,150,..,29,39,11,0,10,4,7,6,113,..,35,50,7,4,0,0,0,0,102,..,259,263,31,13,14,3,4,0,593,..,56,245,149,116,137,111,77,61,951,7,13,34,20,11,8,8,6,0,109,599,757,1291,754,576,485,394,211,116,5181
SAL80087,..,15,28,10,0,0,0,0,0,61,..,9,26,20,36,29,45,66,32,267,6,0,11,5,6,4,0,0,0,34,264,159,299,216,209,131,101,147,51,1583,..,18,261,280,197,144,84,121,41,1154,..,22,82,45,37,23,12,4,0,237,..,3,11,26,44,16,4,6,4,117,521,..,..,..,..,..,..,..,..,521,..,128,..,..,..,..,..,..,..,128,..,76,33,11,9,6,0,0,0,133,..,12,22,8,6,7,12,6,0,76,..,34,41,9,5,0,0,0,0,84,..,33,59,24,11,0,6,0,0,138,..,25,67,48,65,57,71,86,44,472,6,8,18,5,11,5,0,0,0,60,530,355,589,455,388,270,192,229,98,3108
SAL80088,..,0,0,0,0,0,0,0,0,0,..,0,4,3,6,13,10,7,0,34,0,3,0,0,0,0,0,0,0,10,144,74,78,104,95,100,80,19,3,700,..,0,56,150,139,154,127,29,6,653,..,0,37,9,25,17,7,0,0,92,..,0,5,12,13,10,4,0,0,44,301,..,..,..,..,..,..,..,..,301,..,88,..,..,..,..,..,..,..,88,..,42,41,15,4,0,0,0,0,98,..,3,0,0,0,0,6,4,0,16,..,7,5,0,0,0,0,0,0,7,..,0,3,0,0,0,4,0,0,4,..,0,4,4,8,22,19,4,3,68,0,5,3,0,0,0,0,0,0,16,297,143,149,192,184,198,170,35,14,1383
SAL80089,..,15,19,4,6,5,9,0,0,52,..,0,32,54,48,57,61,28,10,294,3,9,9,6,3,7,0,0,0,47,809,341,583,684,404,294,243,98,16,3474,..,14,525,834,470,307,302,102,12,2562,..,60,226,182,92,41,27,3,0,634,..,3,44,104,98,49,19,16,4,328,1665,..,..,..,..,..,..,..,..,1665,..,292,..,..,..,..,..,..,..,292,..,174,103,50,21,8,0,0,0,355,..,44,37,17,21,17,11,17,5,168,..,27,33,9,0,9,0,0,0,86,..,37,43,22,14,9,9,0,0,138,..,4,68,109,90,89,91,37,12,506,9,19,26,15,8,12,6,0,0,90,1677,675,1102,1336,807,536,468,187,34,6824
SAL80090,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80091,..,29,27,8,0,6,4,0,0,75,..,11,41,24,22,33,59,39,12,242,9,0,8,0,0,5,4,3,0,32,257,163,246,236,163,135,151,111,32,1491,..,7,137,256,178,147,136,103,21,981,..,50,122,39,32,21,11,4,0,287,..,5,16,34,42,16,9,16,4,135,481,..,..,..,..,..,..,..,..,481,..,96,..,..,..,..,..,..,..,96,..,55,36,11,16,6,0,0,0,130,..,22,17,5,0,4,3,7,4,66,..,19,28,15,5,0,0,0,0,67,..,60,70,16,4,5,7,8,0,181,..,21,60,56,41,65,83,62,21,417,9,9,11,11,5,6,10,4,3,71,486,344,501,450,328,275,259,205,56,2913
SAL80092,..,16,18,7,3,5,3,4,0,58,..,7,26,21,24,37,45,51,26,237,6,3,5,0,4,0,6,0,0,23,264,167,277,255,201,198,141,128,36,1678,..,7,244,300,223,194,175,138,28,1313,..,32,85,56,39,34,15,0,0,264,..,6,10,29,45,25,5,3,6,132,571,..,..,..,..,..,..,..,..,571,..,139,..,..,..,..,..,..,..,139,..,64,55,12,13,4,0,0,0,144,..,22,23,8,9,15,0,6,0,84,..,22,30,9,3,0,0,0,0,60,..,34,47,20,8,3,0,6,0,118,..,9,56,37,45,80,62,77,36,407,10,3,3,5,11,3,0,4,0,43,581,335,551,482,384,368,271,235,73,3278
SAL80093,..,8,8,0,5,0,0,0,0,31,..,0,5,6,10,27,42,19,7,114,0,0,5,0,3,10,3,0,0,20,211,152,152,160,174,219,180,68,14,1340,..,0,85,202,243,292,261,79,22,1187,..,14,60,38,30,14,9,0,0,168,..,0,12,19,21,21,7,9,4,101,431,..,..,..,..,..,..,..,..,431,..,142,..,..,..,..,..,..,..,142,..,107,75,20,14,4,0,0,0,221,..,12,10,5,0,12,0,11,0,44,..,9,20,4,0,0,0,0,0,36,..,21,30,10,3,9,11,0,0,79,..,6,9,9,16,35,57,26,10,174,5,4,9,5,4,13,6,0,0,35,433,305,313,310,334,399,354,130,41,2620
SAL80094,..,5,10,4,3,0,0,0,0,25,..,4,7,23,20,24,35,34,11,149,4,3,4,0,3,5,0,0,0,19,352,153,189,270,220,170,161,111,18,1649,..,11,115,314,264,215,221,131,11,1282,..,22,86,70,65,32,13,11,0,282,..,4,17,35,42,19,4,6,4,130,723,..,..,..,..,..,..,..,..,723,..,163,..,..,..,..,..,..,..,163,..,105,59,19,11,0,0,0,0,199,..,12,18,0,3,12,6,8,0,66,..,19,18,4,3,0,3,0,0,46,..,20,26,10,8,9,0,0,0,75,..,4,18,33,35,39,54,55,18,253,3,5,6,6,6,8,0,0,0,39,727,362,366,494,439,333,305,210,35,3262
SAL80095,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL80096,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80097,..,3,6,4,3,5,8,0,0,33,..,0,15,16,20,62,91,92,72,375,0,3,3,0,0,4,5,3,0,27,459,257,307,353,309,419,310,207,103,2738,..,12,203,440,384,494,404,183,55,2176,..,28,152,81,60,55,17,7,0,396,..,0,24,53,79,52,13,15,7,247,969,..,..,..,..,..,..,..,..,969,..,237,..,..,..,..,..,..,..,237,..,185,134,42,17,10,0,0,0,384,..,28,24,5,5,19,17,9,3,120,..,22,23,4,3,4,0,0,0,53,..,17,25,19,10,11,10,0,0,89,..,6,31,43,51,95,126,112,84,557,4,16,7,10,8,12,7,3,7,64,973,539,620,695,614,761,601,330,157,5295
SAL80098,..,11,15,4,0,0,0,0,0,29,..,7,32,16,13,9,6,0,0,84,12,0,4,0,4,0,0,0,0,24,754,250,583,575,210,95,48,11,0,2525,..,23,619,945,320,121,58,16,0,2097,..,46,185,70,32,9,3,0,0,348,..,8,32,64,52,15,7,0,0,175,1519,..,..,..,..,..,..,..,..,1519,..,245,..,..,..,..,..,..,..,245,..,110,28,14,6,0,0,0,0,158,..,34,40,13,4,21,17,6,0,135,..,15,71,11,0,0,0,0,0,103,..,38,51,13,6,0,0,0,0,109,..,12,58,44,28,17,16,3,0,173,16,5,15,7,4,3,0,0,0,54,1537,525,1103,1182,447,182,101,27,0,5108
SAL80099,..,39,38,8,9,20,3,0,0,124,..,9,33,51,55,102,107,62,43,451,13,14,10,7,8,9,5,0,0,70,521,339,380,470,433,385,267,152,71,3017,..,14,205,515,484,365,271,161,25,2040,..,35,200,108,107,73,27,7,0,552,..,5,23,67,93,53,18,4,10,270,1064,..,..,..,..,..,..,..,..,1064,..,353,..,..,..,..,..,..,..,353,..,136,61,32,13,7,0,0,0,252,..,24,22,12,5,3,18,7,6,101,..,15,46,8,6,5,0,0,0,74,..,70,117,28,17,34,12,0,0,286,..,12,75,89,104,154,167,92,52,745,17,21,17,12,12,18,9,8,0,118,1086,682,764,874,830,721,523,280,96,5857
SAL80100,..,28,44,14,5,16,8,0,0,102,..,7,51,75,108,130,138,89,26,619,11,18,16,13,7,5,13,4,0,82,1094,573,944,936,698,492,390,219,43,5389,..,27,764,1141,779,488,344,233,41,3823,..,110,467,229,119,67,29,6,0,1023,..,3,66,150,157,80,27,13,6,509,2281,..,..,..,..,..,..,..,..,2281,..,499,..,..,..,..,..,..,..,499,..,354,164,38,24,14,0,0,0,591,..,54,52,17,13,24,36,26,3,229,..,37,76,17,9,3,0,0,0,153,..,80,141,35,20,19,14,0,4,321,..,14,108,159,176,211,181,113,32,995,23,32,40,19,15,6,20,8,0,165,2306,1215,1884,1814,1313,914,655,396,90,10584
SAL80101,..,3,9,3,9,5,4,0,0,35,..,3,11,13,25,33,61,37,18,195,3,8,0,3,5,0,5,5,0,29,543,448,271,398,581,481,343,156,32,3253,..,8,205,538,880,783,502,242,19,3173,..,28,75,65,67,60,25,12,0,333,..,3,13,36,67,35,8,11,0,183,1123,..,..,..,..,..,..,..,..,1123,..,497,..,..,..,..,..,..,..,497,..,321,164,21,15,6,0,0,0,529,..,29,11,9,16,14,23,14,8,116,..,14,28,7,3,3,5,0,0,50,..,16,36,14,12,10,3,0,0,100,..,8,17,25,56,55,88,48,29,311,3,17,6,6,5,3,9,8,0,60,1129,937,566,711,1128,970,664,327,58,6488
