SAL_CODE_2021,M_Ag_For_Fshg_15_19,M_Ag_For_Fshg_20_24,M_Ag_For_Fshg_25_34,M_Ag_For_Fshg_35_44,M_Ag_For_Fshg_45_54,M_Ag_For_Fshg_55_64,M_Ag_For_Fshg_65_74,M_Ag_For_Fshg_75_84,M_Ag_For_Fshg_85ov,M_Ag_For_Fshg_Tot,M_Mining_15_19,M_Mining_20_24,M_Mining_25_34,M_Mining_35_44,M_Mining_45_54,M_Mining_55_64,M_Mining_65_74,M_Mining_75_84,M_Mining_85ov,M_Mining_Tot,M_Manufact_15_19,M_Manufact_20_24,M_Manufact_25_34,M_Manufact_35_44,M_Manufact_45_54,M_Manufact_55_64,M_Manufact_65_74,M_Manufact_75_84,M_Manufact_85ov,M_Manufact_Tot,M_El_Gas_Wt_Waste_15_19,M_El_Gas_Wt_Waste_20_24,M_El_Gas_Wt_Waste_25_34,M_El_Gas_Wt_Waste_35_44,M_El_Gas_Wt_Waste_45_54,M_El_Gas_Wt_Waste_55_64,M_El_Gas_Wt_Waste_65_74,M_El_Gas_Wt_Waste_75_84,M_El_Gas_Wt_Waste_85ov,M_El_Gas_Wt_Waste_Tot,M_Constru_15_19,M_Constru_20_24,M_Constru_25_34,M_Constru_35_44,M_Constru_45_54,M_Constru_55_64,M_Constru_65_74,M_Constru_75_84,M_Constru_85ov,M_Constru_Tot,M_WhlesaleTde_15_19,M_WhlesaleTde_20_24,M_WhlesaleTde_25_34,M_WhlesaleTde_35_44,M_WhlesaleTde_45_54,M_WhlesaleTde_55_64,M_WhlesaleTde_65_74,M_WhlesaleTde_75_84,M_WhlesaleTde_85ov,M_WhlesaleTde_Tot,M_RetTde_15_19,M_RetTde_20_24,M_RetTde_25_34,M_RetTde_35_44,M_RetTde_45_54,M_RetTde_55_64,M_RetTde_65_74,M_RetTde_75_84,M_RetTde_85ov,M_RetTde_Tot,M_Accom_food_15_19,M_Accom_food_20_24,M_Accom_food_25_34,M_Accom_food_35_44,M_Accom_food_45_54,M_Accom_food_55_64,M_Accom_food_65_74,M_Accom_food_75_84,M_Accom_food_85ov,M_Accom_food_Tot,M_Trans_post_wrehsg_15_19,M_Trans_post_wrehsg_20_24,M_Trans_post_wrehsg_25_34,M_Trans_post_wrehsg_35_44,M_Trans_post_wrehsg_45_54,M_Trans_post_wrehsg_55_64,M_Trans_post_wrehsg_65_74,M_Trans_post_wrehsg_75_84,M_Trans_post_wrehsg_85ov,M_Trans_post_wrehsg_Tot,M_Info_media_teleco_15_19,M_Info_media_teleco_20_24,M_Info_media_teleco_25_34,M_Info_media_teleco_35_44,M_Info_media_teleco_45_54,M_Info_media_teleco_55_64,M_Info_media_teleco_65_74,M_Info_media_teleco_75_84,M_Info_media_teleco_85ov,M_Info_media_teleco_Tot,M_Fin_Insur_15_19,M_Fin_Insur_20_24,M_Fin_Insur_25_34,M_Fin_Insur_35_44,M_Fin_Insur_45_54,M_Fin_Insur_55_64,M_Fin_Insur_65_74,M_Fin_Insur_75_84,M_Fin_Insur_85ov,M_Fin_Insur_Tot,M_RtnHir_REst_15_19,M_RtnHir_REst_20_24,M_RtnHir_REst_25_34,M_RtnHir_REst_35_44,M_RtnHir_REst_45_54,M_RtnHir_REst_55_64,M_RtnHir_REst_65_74,M_RtnHir_REst_75_84,M_RtnHir_REst_85ov,M_RtnHir_REst_Tot,M_Pro_scien_tec_15_19,M_Pro_scien_tec_20_24,M_Pro_scien_tec_25_34,M_Pro_scien_tec_35_44,M_Pro_scien_tec_45_54,M_Pro_scien_tec_55_64,M_Pro_scien_tec_65_74,M_Pro_scien_tec_75_84,M_Pro_scien_tec_85ov,M_Pro_scien_tec_Tot,M_Admin_supp_15_19,M_Admin_supp_20_24,M_Admin_supp_25_34,M_Admin_supp_35_44,M_Admin_supp_45_54,M_Admin_supp_55_64,M_Admin_supp_65_74,M_Admin_supp_75_84,M_Admin_supp_85ov,M_Admin_supp_Tot,M_Public_admin_sfty_15_19,M_Public_admin_sfty_20_24,M_Public_admin_sfty_25_34,M_Public_admin_sfty_35_44,M_Public_admin_sfty_45_54,M_Public_admin_sfty_55_64,M_Public_admin_sfty_65_74,M_Public_admin_sfty_75_84,M_Public_admin_sfty_85ov,M_Public_admin_sfty_Tot,M_Educ_trng_15_19,M_Educ_trng_20_24,M_Educ_trng_25_34,M_Educ_trng_35_44,M_Educ_trng_45_54,M_Educ_trng_55_64,M_Educ_trng_65_74,M_Educ_trng_75_84,M_Educ_trng_85ov,M_Educ_trng_Tot,M_HlthCare_SocAs_15_19,M_HlthCare_SocAs_20_24,M_HlthCare_SocAs_25_34,M_HlthCare_SocAs_35_44,M_HlthCare_SocAs_45_54,M_HlthCare_SocAs_55_64,M_HlthCare_SocAs_65_74,M_HlthCare_SocAs_75_84,M_HlthCare_SocAs_85ov,M_HlthCare_SocAs_Tot,M_Art_recn_15_19,M_Art_recn_20_24,M_Art_recn_25_34,M_Art_recn_35_44,M_Art_recn_45_54,M_Art_recn_55_64,M_Art_recn_65_74,M_Art_recn_75_84,M_Art_recn_85ov,M_Art_recn_Tot,M_Oth_scs_15_19,M_Oth_scs_20_24,M_Oth_scs_25_34,M_Oth_scs_35_44,M_Oth_scs_45_54,M_Oth_scs_55_64,M_Oth_scs_65_74,M_Oth_scs_75_84,M_Oth_scs_85ov,M_Oth_scs_Tot,M_ID_NS_15_19,M_ID_NS_20_24,M_ID_NS_25_34,M_ID_NS_35_44,M_ID_NS_45_54,M_ID_NS_55_64,M_ID_NS_65_74,M_ID_NS_75_84,M_ID_NS_85ov,M_ID_NS_Tot
SAL80112,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,5,4,12,10,14,14,6,0,3,0,64,0,0,0,0,0,3,0,0,0,11,17,13,6,5,8,4,0,0,0,53,22,10,4,11,0,8,3,0,0,54,0,4,0,5,4,3,0,0,0,14,0,0,3,3,8,0,0,0,0,20,0,0,3,5,6,0,0,0,0,17,0,0,4,3,5,9,6,0,0,22,0,22,17,26,51,32,16,3,0,170,0,0,4,4,0,0,0,0,0,17,0,13,19,44,71,44,9,0,0,202,4,10,7,8,9,10,5,0,0,47,5,3,10,11,22,16,5,0,0,83,7,6,0,0,0,0,0,0,0,12,0,0,0,9,6,3,0,0,0,16,0,0,0,3,3,5,0,0,0,23
SAL80113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,3,0,0,0,0,0,0,6,0,0,7,3,0,4,5,0,0,22,0,0,4,0,0,0,0,0,0,7,4,4,5,0,5,0,0,0,0,16,6,12,23,7,5,0,0,0,0,49,0,0,3,0,0,3,0,0,0,6,0,0,7,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,10,23,8,7,17,7,0,0,80,0,0,0,0,0,5,0,0,0,13,0,18,46,35,33,28,4,0,0,166,4,5,11,6,3,11,4,0,0,40,0,0,11,5,7,8,0,0,0,22,0,4,0,0,4,0,3,0,0,18,0,5,3,0,0,5,0,0,0,11,0,0,0,0,0,0,6,0,0,7
SAL80114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,11,3,0,0,0,37,0,0,0,0,7,5,0,0,0,13,7,28,61,40,43,23,4,0,0,197,0,3,3,3,3,0,4,0,0,21,5,10,15,8,8,11,0,0,0,59,16,9,9,4,5,6,0,0,0,49,3,5,8,19,24,17,7,0,0,82,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,5,0,0,20,17,5,6,0,0,0,52,0,0,3,8,8,4,0,0,0,19,0,6,37,47,40,19,4,0,0,149,4,5,10,18,6,7,0,0,0,40,0,7,8,5,9,9,6,0,0,37,5,0,0,0,0,3,0,0,0,9,0,0,8,8,3,5,0,0,0,29,0,4,10,5,8,3,0,0,0,28
SAL80115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,7,5,0,0,0,0,26,0,0,4,3,4,0,0,0,0,12,0,13,38,16,23,11,0,0,0,111,0,0,0,9,3,3,0,0,0,13,11,4,9,5,3,6,6,0,0,51,12,11,8,3,0,7,0,0,0,40,0,0,0,4,6,8,5,0,0,22,0,0,0,3,4,0,0,0,0,11,0,0,3,4,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,5,0,6,21,35,24,13,4,0,0,94,0,0,5,3,5,8,0,0,0,27,0,0,41,64,56,39,5,0,0,209,3,3,6,16,14,11,5,0,0,51,0,9,17,18,14,4,7,0,0,70,4,0,5,3,6,0,0,0,0,18,0,4,5,6,4,5,0,0,0,18,0,0,0,3,3,0,0,0,0,14
SAL80116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,3,0,0,11,0,0,6,3,6,0,0,0,0,14,6,11,37,31,14,5,6,0,0,113,0,0,6,4,0,0,0,0,0,14,4,8,17,9,9,0,0,0,0,49,9,9,18,10,4,3,0,0,0,59,0,3,5,6,5,9,0,0,0,27,0,0,0,0,3,4,0,0,0,12,0,0,0,0,5,0,0,0,0,7,0,3,7,4,0,0,0,0,0,11,0,3,27,33,22,4,0,4,0,91,0,0,6,4,3,4,0,0,0,24,0,7,29,69,52,23,7,0,0,189,8,0,17,20,13,4,0,0,0,71,0,3,14,9,3,6,0,0,0,37,5,3,5,3,5,0,0,0,0,21,0,3,9,5,0,3,0,0,0,25,0,4,3,7,7,0,0,0,0,16
SAL80118,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,0,0,0,0,18,0,0,0,0,3,0,0,0,0,9,7,17,34,42,16,11,5,0,0,130,0,0,0,6,0,0,0,0,0,8,13,8,7,8,3,3,4,3,0,42,18,14,0,6,0,0,0,0,0,37,0,0,0,3,7,5,0,0,0,22,0,0,0,3,4,3,0,0,0,12,0,0,0,4,0,0,0,0,0,9,0,0,3,7,0,0,0,0,0,3,0,0,13,19,15,7,10,0,0,59,0,0,3,0,13,5,0,0,0,23,5,5,18,58,52,20,6,0,0,158,4,0,9,12,14,5,5,0,0,38,4,0,3,8,9,5,5,0,0,31,6,5,0,4,0,0,0,0,0,11,0,4,4,3,5,0,0,0,0,23,0,0,7,3,0,0,0,0,0,13
SAL80119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,7,10,13,10,9,5,0,0,55,0,5,0,0,0,0,0,0,0,0,9,4,3,7,5,0,0,0,0,30,14,5,4,4,0,0,0,0,0,32,0,0,5,0,4,0,5,0,0,12,0,0,0,4,0,0,0,0,0,8,0,0,0,3,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,5,12,18,6,9,0,0,47,0,0,4,0,0,0,0,0,0,9,0,9,21,53,50,19,3,0,0,162,0,0,6,3,5,10,4,0,0,27,0,5,5,9,6,0,0,0,0,25,0,0,0,0,0,4,0,0,0,11,0,3,0,0,4,0,0,0,0,9,0,0,5,0,0,0,0,0,0,9
SAL80120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,12,7,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,4,6,5,0,0,0,0,0,20,6,0,4,6,0,0,0,0,0,16,0,0,4,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,10,0,4,13,5,5,0,0,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,14,17,8,5,0,0,0,42,0,0,6,5,0,0,0,0,0,12,0,0,10,8,9,4,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3
SAL80121,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,3,7,3,8,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,11,0,5,0,0,3,0,0,0,0,8,0,0,0,0,3,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,4,4,3,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7
SAL80122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,4,0,0,0,14,0,4,0,3,0,0,0,0,0,4,0,10,32,27,6,4,0,0,0,76,0,0,5,0,0,0,0,0,0,11,3,4,20,9,3,7,0,0,0,46,9,3,15,7,3,0,0,0,0,37,0,3,19,18,8,0,0,0,0,48,0,0,4,8,0,0,0,0,0,12,0,0,7,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,6,22,44,13,0,0,0,0,81,0,4,0,8,0,0,0,0,0,14,0,3,48,64,16,9,0,0,0,145,0,4,8,3,0,4,0,0,0,17,0,0,13,23,5,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,0,0,0,0,19,0,6,11,8,0,0,0,0,0,27
SAL80123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,6,10,11,3,0,0,51,0,0,5,0,6,9,0,0,0,20,6,35,62,44,34,27,8,0,0,215,0,0,5,5,7,5,3,0,0,23,16,8,17,4,6,10,5,0,0,71,14,4,10,7,3,0,0,0,0,45,3,6,9,15,14,11,5,0,0,60,0,0,0,9,3,7,0,0,0,8,0,0,3,0,0,0,0,0,0,8,0,0,0,4,3,7,0,0,0,10,5,11,19,16,16,8,4,0,0,83,0,4,8,7,5,9,0,0,0,34,0,8,56,62,76,69,4,0,0,280,6,5,9,6,9,3,5,0,0,40,0,5,11,13,12,7,3,0,0,47,4,0,0,3,6,5,0,0,0,17,3,8,10,16,5,5,0,0,0,43,0,0,3,6,3,8,0,0,0,25
SAL80125,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,4,4,0,0,0,0,15,0,0,0,4,0,0,0,0,0,3,0,5,35,22,10,4,0,0,0,76,0,0,0,5,0,0,0,0,0,5,3,5,20,4,0,0,0,0,0,33,6,7,22,7,0,0,0,0,0,42,0,0,13,8,3,0,3,0,0,30,0,0,0,9,0,3,0,0,0,12,0,0,0,3,0,0,0,0,0,8,0,0,4,3,0,0,0,0,0,7,0,4,26,62,16,5,5,0,0,113,0,6,3,4,0,5,0,0,0,9,0,6,39,90,62,8,0,0,0,206,0,0,8,14,0,0,0,0,0,27,0,6,8,22,13,4,0,0,0,58,3,0,0,0,0,0,0,0,0,5,0,0,5,6,7,0,0,0,0,15,0,0,16,13,3,0,0,0,0,32
SAL80126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,0,19,0,0,0,0,4,3,0,0,0,7,7,8,15,22,14,0,0,0,0,75,0,0,0,6,3,0,0,0,0,3,4,4,11,5,8,3,0,0,0,40,12,12,4,0,0,0,0,0,0,33,0,0,5,3,3,0,0,0,0,21,0,0,6,4,0,0,0,0,0,8,0,0,3,4,6,0,0,0,0,12,0,0,0,6,0,0,0,0,0,12,0,12,13,29,33,13,0,0,0,95,0,0,5,0,3,0,5,0,0,19,0,8,25,50,48,30,3,0,0,161,5,6,3,6,10,7,0,0,0,37,0,3,7,17,8,11,0,0,0,43,0,0,0,3,0,0,0,0,0,5,0,4,5,0,6,0,0,0,0,17,3,0,3,3,0,0,0,0,0,15
SAL80127,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,0,0,0,0,10,0,3,4,0,0,0,0,0,0,12,0,10,35,9,7,0,0,0,0,72,0,0,7,0,3,0,0,0,0,6,0,21,17,9,0,4,0,0,0,54,9,33,31,7,3,4,0,0,0,80,0,6,5,7,0,0,0,0,0,22,0,7,9,0,4,0,0,0,0,19,0,0,17,3,0,6,0,0,0,32,0,0,7,3,0,0,0,0,0,17,0,41,112,51,19,17,7,0,0,257,0,4,12,10,6,0,0,0,0,33,3,54,243,131,62,48,8,0,0,544,6,24,35,34,22,14,4,0,0,136,0,11,35,17,10,4,0,0,0,76,0,4,13,4,3,0,0,0,0,26,0,4,5,3,6,3,0,0,0,19,5,4,18,0,0,0,0,0,0,27
SAL80128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,6,3,11,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,6,0,0,0,22,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4
SAL80129,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,4,8,13,6,20,5,5,0,0,60,0,0,12,3,3,5,5,0,0,25,11,30,81,54,54,31,8,0,0,268,0,3,6,8,3,10,0,0,0,29,16,20,28,27,17,20,6,0,0,132,42,19,32,15,11,3,4,0,0,129,0,4,18,15,10,12,13,0,0,70,0,0,11,9,10,5,0,0,0,39,0,0,0,8,8,0,0,3,0,22,0,0,3,6,4,0,0,0,0,11,0,10,59,54,41,37,15,0,0,213,3,7,11,12,6,9,3,0,0,56,0,14,105,160,161,104,25,3,0,577,6,9,13,29,24,16,9,3,0,115,3,11,32,43,29,16,7,0,0,142,11,8,0,9,4,4,5,0,0,34,0,8,17,15,9,14,0,0,0,69,0,7,8,11,8,12,0,0,0,45
SAL80130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,4,8,0,0,0,29,0,0,0,0,0,0,0,0,0,3,5,17,30,14,15,8,4,0,0,94,0,5,0,0,5,0,0,0,0,4,6,5,10,3,3,4,0,0,0,31,12,6,8,4,3,0,0,0,0,35,0,0,0,4,3,6,3,0,0,22,0,0,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,14,0,5,24,22,23,3,6,0,0,87,0,0,0,0,5,4,0,0,0,16,0,5,25,80,52,32,4,0,0,196,5,5,13,9,9,4,0,0,0,52,4,6,7,8,6,6,3,0,0,51,4,0,0,0,0,6,0,0,0,10,0,0,3,4,7,0,0,0,0,17,0,0,5,3,7,0,0,0,0,17
SAL80131,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,7,10,9,14,6,0,0,0,41,0,0,3,8,0,0,0,0,0,16,5,22,56,38,23,11,0,0,0,148,0,0,3,6,9,0,0,0,0,18,10,20,37,11,7,12,6,0,0,98,36,13,31,19,4,0,0,0,0,113,0,0,13,7,8,4,0,0,0,36,0,8,23,9,13,8,3,0,0,55,0,0,5,9,4,0,0,0,0,22,0,0,3,4,3,0,3,0,0,16,0,23,68,90,56,20,9,0,0,275,0,5,23,15,10,6,0,0,0,66,4,27,120,210,148,65,4,0,0,579,4,6,41,49,36,10,8,0,0,159,0,16,38,24,18,10,0,0,0,112,4,9,10,4,7,4,3,0,0,40,3,7,12,9,9,8,4,0,0,43,0,0,22,5,7,5,0,0,0,37
SAL80132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,10,15,17,8,7,0,0,0,59,0,0,4,3,5,5,0,0,0,15,12,4,10,3,0,0,0,0,0,32,23,11,13,6,0,4,0,0,0,65,0,0,9,4,8,0,0,0,0,22,0,3,0,5,0,3,0,0,0,11,0,0,0,4,3,3,7,0,0,21,0,0,0,0,4,0,0,0,0,9,0,9,18,25,37,14,8,4,0,108,0,0,5,8,4,4,0,0,0,16,0,5,20,60,77,29,7,0,0,199,9,8,6,8,19,11,4,0,0,68,3,3,6,10,9,6,4,0,0,44,5,3,0,0,0,0,0,0,0,14,0,0,9,0,3,0,0,0,0,14,0,3,4,0,0,6,0,0,0,12
SAL80133,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,14,0,0,4,0,6,0,0,0,0,8,6,10,31,31,19,8,3,0,0,112,0,0,0,5,0,0,0,0,0,6,9,7,12,0,3,5,0,0,0,43,11,8,11,3,4,0,0,0,0,38,0,0,5,6,6,4,0,0,0,23,0,5,0,8,0,0,0,0,0,17,0,0,7,7,7,0,7,0,0,22,0,0,0,4,6,0,0,0,0,11,0,13,18,56,32,10,7,0,0,132,0,0,7,4,7,3,0,0,0,30,0,9,47,84,95,35,7,0,0,280,0,6,14,11,19,13,8,0,0,76,0,5,17,8,14,13,0,0,0,60,3,0,4,0,6,0,0,0,0,12,0,4,0,0,6,0,3,0,0,16,0,0,5,3,8,5,6,5,0,24
SAL80134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80135,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,13,4,5,0,0,0,0,26,0,0,3,5,0,0,0,0,0,11,3,14,37,25,8,4,0,0,0,94,0,0,0,3,0,0,0,0,0,11,4,11,39,10,3,0,4,0,0,77,11,13,29,10,7,5,0,0,0,69,0,7,8,8,7,3,0,0,0,35,0,0,6,10,0,0,0,0,0,18,0,4,3,6,0,0,0,0,0,19,0,0,12,4,0,0,0,0,0,14,0,15,63,73,25,10,4,0,0,193,0,3,7,5,4,0,0,0,0,27,0,17,88,131,65,34,4,0,0,349,0,3,22,15,17,0,0,0,0,65,0,8,60,41,20,5,0,0,0,135,4,4,6,0,0,3,0,0,0,16,0,3,7,4,0,5,0,0,0,21,0,0,5,10,3,0,0,0,0,24
SAL80136,0,0,0,0,0,4,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,10,0,0,0,0,5,0,0,0,0,7,3,9,3,8,15,12,8,0,0,58,0,0,0,0,3,0,0,0,0,5,16,6,6,4,6,10,0,0,0,35,9,7,3,7,0,6,0,0,0,34,0,0,0,0,4,10,0,0,0,11,0,0,5,3,6,3,3,0,0,14,0,0,0,10,8,0,3,0,0,23,0,0,3,0,6,7,0,0,0,15,4,6,13,36,45,37,18,3,0,153,0,0,0,0,3,0,0,0,0,6,0,10,28,46,62,39,18,3,0,201,0,7,4,9,8,15,6,0,0,42,0,0,6,21,21,12,12,0,0,71,6,0,0,0,4,5,0,0,0,14,0,0,5,3,3,0,3,0,0,15,0,0,0,0,3,4,0,0,0,15
SAL89494,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,4,4,3,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,7,7,6,0,0,0,0,16,0,0,4,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,7,0,0,0,3,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,4
SAL89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
