SAL_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
SAL80068,32,31,14,31,31,7,3,7,5,161,65,63,64,88,56,19,9,21,3,393,74,45,175,96,86,29,22,25,13,562,4,0,5,11,8,5,0,0,0,42,9,11,3,9,14,0,0,10,0,56,9,11,3,3,3,3,0,0,0,30,0,11,12,12,8,3,4,6,9,73,644,1276,428,531,521,233,93,206,71,4000
SAL80069,3,14,0,3,5,6,0,0,0,40,15,15,6,13,13,0,0,4,0,69,31,4,42,7,15,6,4,7,0,116,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,16,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,9,390,598,77,67,132,22,17,26,18,1350
SAL80070,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,8,0,0,8,5,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,19,44,8,8,15,5,0,3,0,114
SAL80071,48,31,16,20,33,7,5,4,4,177,69,59,59,73,67,17,13,17,3,368,70,59,119,84,81,17,9,23,12,483,5,0,6,0,13,4,0,3,0,40,15,6,9,12,11,5,0,0,0,62,6,10,0,4,4,0,0,4,0,30,7,9,7,8,7,6,0,3,20,65,770,1399,337,407,491,179,63,134,106,3883
SAL80072,12,14,0,12,14,3,0,0,0,59,20,9,8,25,11,9,3,4,0,85,25,10,47,22,16,8,4,3,5,140,0,4,0,0,4,0,0,0,0,19,0,4,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,8,3,4,0,0,0,0,0,0,0,6,261,429,95,117,126,50,23,35,17,1156
SAL80073,16,14,11,9,14,3,0,0,0,72,18,37,7,23,23,8,3,5,3,123,31,17,115,48,40,20,13,31,0,323,4,0,4,6,5,6,5,6,0,29,8,4,3,0,3,0,0,0,3,25,0,7,4,0,4,0,0,0,0,7,5,0,0,4,3,0,0,0,0,19,211,412,166,132,170,55,31,59,22,1245
SAL80074,15,15,10,3,9,0,0,0,0,53,20,20,17,13,26,0,0,3,0,98,23,12,58,21,16,6,6,11,5,154,3,0,0,0,0,0,0,3,0,13,0,5,0,0,0,0,0,0,0,14,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,6,256,459,98,65,140,35,18,29,33,1131
SAL80075,13,35,6,13,24,3,3,0,0,110,30,37,34,38,53,4,3,0,8,210,66,41,188,84,87,26,18,28,11,545,0,4,8,10,8,4,0,0,0,39,6,10,4,7,12,4,0,0,0,43,3,6,0,4,0,0,0,0,0,20,4,5,3,5,4,0,0,0,6,33,317,694,274,260,327,94,51,64,46,2129
SAL80076,9,11,0,4,0,0,0,0,0,36,15,21,8,13,16,3,0,0,0,77,17,8,26,20,13,4,10,3,4,99,0,0,0,0,0,3,0,0,0,12,5,0,6,0,8,3,0,0,0,22,0,3,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,4,13,327,547,68,97,128,33,13,27,26,1266
SAL80077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6
SAL80078,4,7,0,4,9,0,0,0,0,31,13,6,3,11,17,0,0,0,0,46,16,14,21,18,10,5,0,6,0,99,0,0,0,0,0,0,0,0,0,7,4,3,0,3,11,0,0,0,0,20,5,9,0,0,4,0,0,0,0,14,0,3,4,0,0,0,0,0,0,12,210,405,51,63,122,20,15,17,15,912
SAL80079,15,19,11,14,23,0,0,0,0,89,23,32,19,38,54,7,0,10,4,192,51,38,169,72,59,18,23,28,6,468,6,4,6,10,3,4,0,5,4,41,0,3,13,8,9,4,0,5,0,50,6,3,3,5,8,0,0,0,0,21,5,5,6,3,6,3,7,8,3,46,222,428,253,218,254,49,51,63,31,1559
SAL80080,0,3,4,5,0,0,0,0,0,16,0,4,3,9,4,0,0,0,0,27,7,11,20,9,9,0,0,3,0,59,0,0,0,0,5,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,38,92,41,44,54,7,6,10,8,303
SAL80081,34,24,19,17,34,7,0,4,0,134,41,43,27,63,56,13,0,4,7,250,45,34,166,77,61,24,20,47,10,483,6,3,8,3,13,5,0,5,0,37,7,0,6,12,8,3,0,3,0,54,0,6,5,0,8,0,0,3,4,30,9,11,9,10,0,3,4,5,5,54,545,1014,315,291,397,110,46,117,52,2886
SAL80082,56,98,28,49,50,12,7,6,4,314,116,132,44,119,131,23,12,14,16,610,135,112,466,161,209,50,64,90,26,1314,11,9,6,21,25,11,0,9,0,98,21,15,16,27,33,15,5,8,0,136,5,13,4,10,6,6,0,3,0,34,10,17,9,13,13,4,7,5,11,86,1016,1858,660,624,824,172,111,171,119,5556
SAL80083,27,35,16,12,19,5,0,0,4,113,58,50,22,36,34,11,4,0,0,211,60,38,43,41,45,8,0,11,4,250,3,0,0,5,3,0,0,0,0,16,9,4,3,3,3,3,0,0,0,25,7,13,3,0,0,0,0,0,0,24,3,7,3,4,3,0,0,0,3,27,1018,1901,129,228,408,81,15,38,87,3901
SAL80084,17,27,7,15,7,5,3,0,0,79,31,25,15,30,43,5,3,4,3,151,53,27,142,36,50,12,17,24,12,376,0,5,0,3,7,6,0,0,0,16,11,3,0,6,13,6,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,17,255,444,183,131,207,40,32,47,34,1368
SAL80085,3,10,13,3,8,5,0,5,0,53,7,17,11,18,18,0,4,8,3,87,17,17,48,21,18,4,5,6,7,151,0,4,0,0,4,0,3,0,0,16,0,3,0,4,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,15,4,3,0,4,3,0,0,0,10,24,209,628,122,162,175,80,47,71,31,1524
SAL80086,15,15,7,9,14,3,0,0,0,65,30,17,22,32,30,12,0,5,3,147,24,16,56,28,24,19,10,16,4,195,5,4,0,9,3,7,0,0,0,25,0,8,3,0,4,0,0,8,0,27,5,3,0,3,0,0,0,0,0,14,0,0,9,0,3,0,0,5,11,35,547,1170,172,230,304,99,34,117,62,2739
SAL80087,7,11,0,12,8,0,0,3,0,44,22,25,14,35,19,10,3,16,3,147,25,3,42,28,15,11,6,17,0,153,0,0,0,0,9,3,0,0,0,19,0,3,6,5,5,0,0,0,0,20,0,0,0,3,0,0,0,0,0,10,0,7,3,0,0,7,0,5,3,27,261,493,110,178,143,58,27,119,29,1417
SAL80088,12,14,0,0,0,0,0,0,0,33,7,5,6,19,17,4,0,3,0,56,25,23,42,22,19,3,9,3,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,9,122,200,66,50,90,6,13,14,8,560
SAL80089,21,32,12,25,38,6,0,7,4,146,76,69,40,75,78,0,6,9,7,361,74,76,228,88,98,31,30,39,18,679,4,7,3,13,12,8,5,7,0,60,3,9,9,10,8,5,5,3,5,56,0,7,3,0,3,5,0,0,0,18,0,9,8,8,9,0,0,6,7,45,476,872,349,361,421,109,60,108,70,2822
SAL80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80091,5,12,5,5,3,3,0,6,0,32,10,9,10,23,17,4,3,0,0,83,21,16,52,29,26,10,11,8,5,173,0,5,0,0,0,3,0,4,0,11,4,3,0,3,7,0,0,0,0,20,0,0,0,5,0,0,0,0,0,4,4,3,0,5,0,0,0,3,4,13,242,494,102,125,142,35,26,52,25,1246
SAL80092,20,19,4,9,14,3,0,0,6,68,19,23,18,27,29,10,0,8,6,141,22,16,57,24,31,7,3,16,0,188,0,0,7,0,0,0,0,0,0,15,9,4,3,0,7,0,0,4,0,27,0,4,0,0,0,0,0,0,0,8,3,0,0,0,3,0,3,4,3,27,282,520,134,158,190,63,18,95,23,1494
SAL80093,7,14,3,6,12,0,0,0,0,44,23,6,12,16,19,4,0,4,0,88,26,14,86,25,32,3,7,6,6,208,3,0,0,0,4,0,0,0,0,14,0,3,0,0,3,0,0,0,0,14,0,5,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,4,18,224,345,127,81,156,27,21,26,20,1028
SAL80094,19,15,6,8,7,5,0,0,0,63,30,35,15,24,28,4,0,3,0,129,28,35,97,26,33,14,10,22,3,281,0,4,0,4,8,6,0,0,0,17,9,0,0,5,6,3,0,0,0,30,3,3,0,4,0,0,0,0,0,9,4,0,4,0,6,0,0,0,0,16,260,465,151,115,156,38,19,47,25,1263
SAL80095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80097,26,36,4,18,25,5,0,0,4,112,58,41,8,38,66,12,6,4,0,238,57,34,152,50,66,25,25,31,17,458,0,3,0,0,9,4,0,0,0,24,8,8,0,15,9,0,4,6,0,49,4,6,0,0,6,0,0,0,0,17,4,0,0,4,7,0,0,5,0,26,373,635,203,196,316,60,43,53,41,1924
SAL80098,21,18,13,9,16,0,3,8,0,89,42,40,27,53,44,14,9,16,9,248,35,30,103,55,53,17,14,19,9,327,7,3,3,8,8,3,4,0,0,25,3,0,0,4,13,3,0,0,0,38,0,0,0,0,0,0,0,0,5,16,0,8,3,4,3,0,5,0,11,35,366,803,242,284,336,92,75,83,51,2340
SAL80099,23,24,15,4,16,5,4,0,0,91,31,34,16,17,33,10,0,8,0,157,33,30,86,50,38,12,13,16,3,289,3,0,0,5,5,0,0,0,0,17,0,4,0,0,7,6,0,0,0,22,3,0,0,0,3,0,3,3,0,12,9,14,3,3,5,0,0,5,13,44,662,1112,174,173,275,77,39,60,64,2638
SAL80100,42,51,17,34,32,13,7,3,4,209,86,93,57,87,95,26,14,15,11,484,98,92,331,160,159,48,31,61,12,1004,5,11,5,15,17,12,4,10,0,79,11,15,8,23,20,7,7,7,4,88,0,5,0,6,5,0,0,0,0,21,6,12,13,16,20,3,0,5,12,90,713,1418,536,550,683,178,98,152,84,4409
SAL80101,40,42,12,19,36,10,0,8,0,168,60,64,16,40,72,4,6,4,0,263,60,33,140,51,76,20,21,19,6,428,3,5,6,5,7,0,0,4,0,33,7,8,10,13,14,3,0,3,0,57,0,5,6,0,3,0,0,0,0,21,6,9,6,0,6,0,0,0,4,30,602,995,230,210,441,90,41,46,42,2707
SAL80102,15,29,10,5,12,6,4,3,0,79,20,33,15,25,26,3,5,10,0,129,22,22,58,31,17,8,5,10,9,187,5,3,0,4,0,3,0,3,0,18,0,0,5,3,12,0,0,0,0,25,5,8,0,4,0,0,0,0,0,20,9,9,0,5,4,3,0,0,3,21,610,1263,141,177,281,52,31,65,55,2668
SAL80103,0,0,0,0,9,0,0,0,0,14,6,7,0,8,0,0,0,4,0,27,5,0,12,4,4,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,4,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,4,6,84,175,15,14,51,20,4,6,7,377
SAL80104,0,3,4,0,0,0,0,0,0,7,3,4,0,3,0,0,0,0,0,11,0,0,11,4,0,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,29,10,17,12,6,0,10,0,102
SAL80105,8,13,3,0,0,0,0,0,0,27,11,12,4,10,26,0,0,0,3,73,23,11,62,20,28,9,9,10,4,170,3,0,0,3,3,5,0,0,0,14,5,0,3,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,105,203,79,52,89,28,16,11,12,606
SAL80106,11,16,3,11,5,0,6,0,0,47,16,15,10,18,16,5,6,8,0,87,13,10,55,25,22,9,11,17,3,164,0,4,0,3,0,5,0,7,0,21,0,5,0,4,3,3,0,0,0,16,0,0,6,0,0,0,0,0,0,7,0,9,0,0,3,0,0,5,4,16,172,401,114,103,129,51,31,55,27,1087
SAL80107,23,24,10,5,23,6,3,7,0,107,44,42,18,52,43,5,3,0,3,213,47,38,138,58,80,28,17,22,10,430,5,3,0,7,10,3,0,3,0,33,7,0,5,9,15,6,0,7,0,45,4,9,0,5,3,0,0,4,0,16,0,8,5,6,12,0,4,3,5,48,392,793,237,216,356,85,43,68,42,2238
SAL80108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80109,13,13,9,7,4,5,3,0,0,55,28,23,9,18,21,4,3,4,0,107,41,15,43,20,14,13,3,10,0,155,0,0,0,0,3,5,0,0,0,8,3,6,6,6,0,4,0,0,0,20,0,7,0,0,0,0,0,0,0,10,3,3,0,0,0,0,0,0,6,11,298,414,74,91,131,46,12,27,13,1103
SAL80110,15,22,10,9,16,10,0,5,0,86,30,39,25,56,43,12,3,10,7,225,47,38,83,47,55,16,10,16,3,311,3,4,4,5,4,4,0,0,0,27,3,3,0,9,5,0,0,5,0,32,6,7,0,0,5,0,0,0,0,15,3,13,3,7,0,0,0,3,7,38,413,1290,223,304,386,137,49,129,52,2981
SAL80111,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,5,0,9,3,3,0,0,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,12,5,8,0,0,3,0,58
SAL80112,15,18,3,0,4,3,0,0,0,48,10,10,4,10,9,3,0,0,0,42,25,6,16,13,15,9,0,0,0,86,5,0,0,0,0,0,0,0,0,9,5,6,0,3,5,0,0,0,0,18,0,10,5,0,0,0,0,0,0,14,0,6,0,0,3,3,0,0,0,15,337,616,51,72,133,41,6,16,35,1307
SAL80113,9,5,3,4,4,5,0,0,0,23,11,8,11,4,4,0,0,3,0,46,7,5,9,8,3,0,0,7,3,43,0,4,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,6,0,0,4,0,0,0,3,11,165,327,59,26,83,10,6,12,14,717
SAL80114,6,12,12,11,12,0,0,0,6,68,21,19,12,22,24,7,3,10,3,126,36,28,142,49,55,9,22,26,7,377,4,3,0,3,10,4,6,3,0,31,3,0,0,6,11,0,4,0,0,32,0,0,0,0,0,0,0,0,0,7,0,3,4,0,8,0,5,0,5,25,136,258,183,135,165,44,54,48,21,1044
SAL80115,11,14,7,13,16,0,0,0,0,71,23,11,12,20,18,3,3,3,0,94,23,17,73,28,34,13,7,17,7,213,0,0,0,0,6,0,0,0,0,8,3,4,5,3,8,0,0,3,0,25,0,0,6,0,0,0,0,0,0,9,4,0,6,5,0,0,0,0,6,20,219,488,133,119,166,22,12,29,27,1224
SAL80116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80117,5,14,6,3,9,4,0,0,0,41,13,11,11,21,23,4,8,3,0,97,16,21,77,33,23,8,14,17,3,214,3,0,0,4,6,4,3,0,0,13,5,0,5,4,4,4,0,0,0,25,0,0,0,0,0,0,0,0,0,7,0,0,0,3,6,0,0,3,0,10,197,430,133,129,141,37,29,45,17,1148
SAL80118,11,3,0,5,12,0,0,0,0,41,21,30,12,24,29,7,0,3,0,122,19,21,97,33,40,15,6,13,4,247,0,0,3,0,5,3,0,0,0,13,0,0,0,4,0,4,3,0,0,15,0,5,0,0,0,0,0,0,0,9,0,0,0,3,5,0,0,0,0,15,173,304,130,100,151,31,13,23,11,940
SAL80119,5,8,3,6,6,5,0,0,0,35,14,12,7,9,17,0,0,0,3,60,10,16,27,21,14,12,0,9,0,116,0,0,0,5,5,0,0,0,0,15,0,0,4,0,5,0,0,0,0,13,0,0,0,0,4,0,0,0,0,3,4,3,0,0,0,0,0,0,0,13,158,273,56,71,84,26,7,17,14,703
SAL80120,0,0,0,0,6,3,3,0,0,19,3,3,6,5,13,3,3,5,7,41,3,0,28,16,3,0,5,0,0,59,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,47,112,47,56,54,17,10,21,13,370
SAL80121,3,0,0,0,0,0,0,0,0,6,0,3,0,4,0,0,0,0,0,8,5,0,12,5,6,0,3,3,3,45,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,14,20,16,10,4,9,15,4,104
SAL80122,6,6,7,12,6,4,3,0,0,47,19,11,20,30,12,0,3,7,0,106,17,7,33,25,12,5,4,12,3,113,0,0,0,0,0,0,0,0,0,6,0,0,0,4,3,0,0,0,0,16,0,3,0,0,0,0,0,0,0,11,0,0,4,7,0,0,0,0,8,20,138,285,105,150,149,56,35,31,28,980
SAL80123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,4,3,0,0,0,0,36
SAL80124,21,29,11,10,25,4,0,0,0,110,43,38,3,29,43,6,4,9,8,187,49,33,168,58,68,17,25,26,13,457,3,0,0,3,6,9,0,0,0,24,9,5,4,8,6,3,0,0,0,39,0,7,0,0,0,0,3,0,0,15,3,0,3,7,6,0,0,0,4,33,254,404,210,164,244,48,40,41,41,1440
SAL80125,7,9,6,0,12,3,3,0,0,44,20,19,15,15,14,6,0,0,6,95,14,13,41,17,21,0,0,3,6,115,0,0,0,0,0,0,0,0,0,9,0,3,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,10,0,6,4,5,0,0,0,0,4,29,171,419,113,120,152,42,11,25,26,1073
SAL80126,14,9,3,6,12,5,0,0,0,49,13,10,5,13,19,3,3,0,0,68,9,5,65,16,19,8,5,5,0,137,0,0,0,4,5,0,0,0,0,15,0,7,3,6,8,0,0,0,0,19,0,3,4,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,11,200,391,96,55,148,26,12,18,17,950
SAL80127,11,14,5,6,3,0,0,4,7,52,23,25,8,5,17,3,0,3,3,90,24,12,34,21,19,11,3,4,7,132,0,6,0,0,4,3,0,0,0,8,7,3,0,0,3,0,0,0,0,20,0,9,0,0,0,0,0,0,0,12,0,4,0,6,6,0,0,0,0,17,534,1277,98,120,317,77,12,49,58,2538
SAL80128,6,4,0,0,3,0,0,0,0,10,3,8,3,3,3,0,0,0,0,15,5,0,21,4,4,0,0,6,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,33,45,25,11,20,3,0,10,4,140
SAL80129,25,38,12,18,33,5,4,0,0,136,74,57,23,46,66,19,5,9,9,300,68,56,204,84,110,23,31,48,16,635,6,10,3,3,8,10,0,0,0,38,7,4,0,17,29,4,6,6,0,73,0,6,0,0,5,0,0,3,0,16,10,7,0,7,0,6,0,0,8,42,525,1046,296,264,444,97,72,95,63,2894
SAL80130,13,14,6,11,3,4,0,6,0,53,19,27,6,18,22,3,0,0,3,96,35,24,62,30,22,10,8,10,0,195,0,0,6,6,0,0,0,0,0,11,0,4,0,0,3,0,0,3,0,10,0,3,0,0,0,0,0,0,0,4,0,5,0,0,0,4,0,0,0,9,270,401,87,100,117,35,18,27,13,1059
SAL80131,24,27,5,12,14,6,4,13,4,113,34,32,23,28,37,18,0,9,4,187,50,47,103,48,40,13,7,21,7,336,5,0,0,3,4,0,0,0,0,13,3,3,6,0,7,3,0,5,0,28,7,7,5,0,0,0,0,0,0,13,0,4,7,3,3,0,0,4,8,37,727,1397,232,243,336,100,30,138,63,3272
SAL80132,7,18,0,3,8,5,4,0,3,47,26,14,8,13,12,3,0,0,0,77,17,13,36,18,16,0,3,7,0,123,0,4,3,0,5,3,0,0,0,15,0,0,0,5,9,3,0,0,0,18,3,5,0,0,4,0,0,0,0,6,0,0,0,0,3,0,0,0,0,15,279,462,76,86,144,34,17,17,19,1138
SAL80133,19,24,4,3,13,4,0,0,0,66,26,26,12,8,21,6,3,0,0,106,20,18,62,26,34,8,4,3,8,191,0,0,0,0,4,0,0,3,0,5,0,0,0,0,6,0,0,7,0,13,0,4,0,0,4,0,0,4,0,7,0,5,0,0,7,0,0,0,0,19,373,636,116,84,206,38,14,24,28,1515
SAL80134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80135,13,14,12,13,18,0,3,3,0,73,27,28,12,29,35,9,3,6,5,157,37,24,57,42,43,9,6,12,10,234,3,0,4,5,3,0,0,0,0,22,0,3,0,0,8,3,0,0,0,18,3,5,0,0,0,0,0,0,0,20,3,7,0,0,3,0,0,0,5,23,353,901,138,181,283,59,26,43,40,2024
SAL80136,12,16,3,4,8,4,0,0,0,47,16,14,8,5,17,0,0,3,0,68,10,7,13,8,6,8,3,7,4,63,0,0,0,0,3,0,0,0,0,6,3,0,0,0,5,0,0,0,0,15,5,4,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,7,330,563,43,57,137,37,7,13,33,1215
SAL89494,0,3,0,0,0,0,0,0,0,5,0,3,3,6,0,0,0,0,0,11,3,0,10,8,6,0,0,3,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,46,19,19,20,11,0,7,0,138
SAL89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
