SAL_CODE_2021,F_ID_NS_0,F_ID_NS_1_19,F_ID_NS_20_29,F_ID_NS_30_34,F_ID_NS_35_39,F_ID_NS_40_44,F_ID_NS_45_49,F_ID_NS_50_over,F_ID_NS_hours_NS,F_ID_NS_Tot,F_Tot_0,F_Tot_1_19,F_Tot_20_29,F_Tot_30_34,F_Tot_35_39,F_Tot_40_44,F_Tot_45_49,F_Tot_50_over,F_Tot_hours_NS,F_Tot_Tot,P_AgriForestFish_0,P_AgriForestFish_1_19,P_AgriForestFish_20_29,P_AgriForestFish_30_34,P_AgriForestFish_35_39,P_AgriForestFish_40_44,P_AgriForestFish_45_49,P_AgriForestFish_50_over,P_AgriForestFish_hours_NS,P_AgriForestFish_Tot,P_Min_0,P_Min_1_19,P_Min_20_29,P_Min_30_34,P_Min_35_39,P_Min_40_44,P_Min_45_49,P_Min_50_over,P_Min_hours_NS,P_Min_Tot,P_Mnfg_0,P_Mnfg_1_19,P_Mnfg_20_29,P_Mnfg_30_34,P_Mnfg_35_39,P_Mnfg_40_44,P_Mnfg_45_49,P_Mnfg_50_over,P_Mnfg_hours_NS,P_Mnfg_Tot,P_EGW_WS_0,P_EGW_WS_1_19,P_EGW_WS_20_29,P_EGW_WS_30_34,P_EGW_WS_35_39,P_EGW_WS_40_44,P_EGW_WS_45_49,P_EGW_WS_50_over,P_EGW_WS_hours_NS,P_EGW_WS_Tot,P_Cnstn_0,P_Cnstn_1_19,P_Cnstn_20_29,P_Cnstn_30_34,P_Cnstn_35_39,P_Cnstn_40_44,P_Cnstn_45_49,P_Cnstn_50_over,P_Cnstn_hours_NS,P_Cnstn_Tot,P_WTrade_0,P_WTrade_1_19,P_WTrade_20_29,P_WTrade_30_34,P_WTrade_35_39,P_WTrade_40_44,P_WTrade_45_49,P_WTrade_50_over,P_WTrade_hours_NS,P_WTrade_Tot,P_RTrade_0,P_RTrade_1_19,P_RTrade_20_29,P_RTrade_30_34,P_RTrade_35_39,P_RTrade_40_44,P_RTrade_45_49,P_RTrade_50_over,P_RTrade_hours_NS,P_RTrade_Tot,P_AccomFoodS_0,P_AccomFoodS_1_19,P_AccomFoodS_20_29,P_AccomFoodS_30_34,P_AccomFoodS_35_39,P_AccomFoodS_40_44,P_AccomFoodS_45_49,P_AccomFoodS_50_over,P_AccomFoodS_hours_NS,P_AccomFoodS_Tot,P_TransPostWhse_0,P_TransPostWhse_1_19,P_TransPostWhse_20_29,P_TransPostWhse_30_34,P_TransPostWhse_35_39,P_TransPostWhse_40_44,P_TransPostWhse_45_49,P_TransPostWhse_50_over,P_TransPostWhse_hours_NS,P_TransPostWhse_Tot,P_InfoMedTelecom_0,P_InfoMedTelecom_1_19,P_InfoMedTelecom_20_29,P_InfoMedTelecom_30_34,P_InfoMedTelecom_35_39,P_InfoMedTelecom_40_44,P_InfoMedTelecom_45_49,P_InfoMedTelecom_50_over,P_InfoMedTelecom_hours_NS,P_InfoMedTelecom_Tot,P_FinInsurS_0,P_FinInsurS_1_19,P_FinInsurS_20_29,P_FinInsurS_30_34,P_FinInsurS_35_39,P_FinInsurS_40_44,P_FinInsurS_45_49,P_FinInsurS_50_over,P_FinInsurS_hours_NS,P_FinInsurS_Tot,P_RentHirREserv_0,P_RentHirREserv_1_19,P_RentHirREserv_20_29,P_RentHirREserv_30_34,P_RentHirREserv_35_39,P_RentHirREserv_40_44,P_RentHirREserv_45_49,P_RentHirREserv_50_over,P_RentHirREserv_hours_NS,P_RentHirREserv_Tot,P_ProScieTechServ_0,P_ProScieTechServ_1_19,P_ProScieTechServ_20_29,P_ProScieTechServ_30_34,P_ProScieTechServ_35_39,P_ProScieTechServ_40_44,P_ProScieTechServ_45_49,P_ProScieTechServ_50_over,P_ProScieTechServ_hours_NS,P_ProScieTechServ_Tot,P_AdminSupServ_0,P_AdminSupServ_1_19,P_AdminSupServ_20_29,P_AdminSupServ_30_34,P_AdminSupServ_35_39,P_AdminSupServ_40_44,P_AdminSupServ_45_49,P_AdminSupServ_50_over,P_AdminSupServ_hours_NS,P_AdminSupServ_Tot,P_PubAdmiSafety_0,P_PubAdmiSafety_1_19,P_PubAdmiSafety_20_29,P_PubAdmiSafety_30_34,P_PubAdmiSafety_35_39,P_PubAdmiSafety_40_44,P_PubAdmiSafety_45_49,P_PubAdmiSafety_50_over,P_PubAdmiSafety_hours_NS,P_PubAdmiSafety_Tot,P_EducTrain_0,P_EducTrain_1_19,P_EducTrain_20_29,P_EducTrain_30_34,P_EducTrain_35_39,P_EducTrain_40_44,P_EducTrain_45_49,P_EducTrain_50_over,P_EducTrain_hours_NS,P_EducTrain_Tot,P_HealthCareSocA_0,P_HealthCareSocA_1_19,P_HealthCareSocA_20_29,P_HealthCareSocA_30_34,P_HealthCareSocA_35_39,P_HealthCareSocA_40_44,P_HealthCareSocA_45_49,P_HealthCareSocA_50_overr,P_HealthCareSocA_hours_NS,P_HealthCareSocA_Tot,P_ArtRecServ_0,P_ArtRecServ_1_19,P_ArtRecServ_20_29,P_ArtRecServ_30_34,P_ArtRecServ_35_39,P_ArtRecServ_40_44,P_ArtRecServ_45_49,P_ArtRecServ_50_over,P_ArtRecServ_hours_NS,P_ArtRecServ_Tot
SAL80060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80061,0,3,0,0,0,6,0,0,0,16,50,130,110,67,189,217,43,79,4,888,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,6,5,6,3,4,11,0,30,0,0,0,0,4,0,0,0,0,9,0,3,6,6,3,23,3,15,0,70,0,0,5,0,8,6,0,0,0,15,4,35,10,7,9,11,4,9,0,94,3,34,9,6,10,9,0,0,0,80,0,3,4,0,4,9,3,3,0,21,0,0,4,0,4,9,0,3,0,24,0,4,0,0,0,3,0,0,0,16,0,11,4,0,0,6,0,9,0,26,0,6,17,14,38,81,20,44,0,225,0,8,3,5,11,10,0,4,0,38,26,10,34,23,129,177,54,56,0,503,4,24,14,7,26,14,6,25,0,122,17,46,48,31,79,92,18,42,0,367,0,14,0,0,7,6,0,3,0,33
SAL80062,0,0,0,0,0,0,0,0,4,5,39,99,101,69,189,124,36,43,10,707,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,0,3,7,10,8,4,5,0,41,0,3,0,0,5,9,9,0,0,20,8,7,10,13,29,62,24,32,4,177,0,0,0,3,3,9,3,4,0,22,0,25,6,10,12,10,8,7,0,80,0,26,8,4,15,10,4,4,0,68,5,4,4,3,9,9,10,5,3,60,0,7,4,0,4,6,0,6,0,18,0,0,0,0,4,6,0,0,0,12,0,0,6,0,4,9,0,4,0,19,0,5,11,0,27,36,9,17,0,109,7,4,11,6,10,8,0,5,0,52,30,14,20,31,131,105,36,32,4,405,6,23,12,9,26,18,7,16,0,112,6,23,31,17,48,13,7,11,4,162,0,3,0,0,0,3,0,0,0,12
SAL80063,0,0,4,6,0,3,0,4,3,19,56,112,141,87,206,139,36,56,8,829,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,3,5,0,0,0,6,12,0,0,0,29,0,0,0,0,3,3,0,6,0,19,3,8,10,3,30,62,23,35,0,173,0,0,0,3,6,3,5,0,0,14,3,28,9,10,12,10,5,8,0,82,0,26,20,3,15,10,0,5,0,86,3,4,0,0,4,9,5,6,0,33,0,3,3,0,4,9,0,0,0,23,0,0,0,0,12,6,0,4,0,23,0,0,3,0,3,4,5,5,0,23,5,7,16,8,50,61,11,12,0,170,0,9,3,4,10,10,0,6,0,36,37,18,36,41,144,112,29,26,0,451,18,33,25,17,59,30,13,18,3,208,10,18,33,22,37,28,7,9,0,165,3,10,7,3,15,4,0,4,0,37
SAL80064,0,4,0,6,8,4,0,0,5,28,137,276,288,200,630,418,105,133,20,2206,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,3,12,10,36,26,8,9,0,105,4,4,0,0,14,10,8,10,0,43,6,17,31,16,64,150,43,78,0,406,0,0,0,0,23,11,0,10,0,48,6,88,42,29,82,51,15,26,7,344,3,90,27,20,26,25,8,9,8,215,0,8,12,3,27,34,17,25,0,121,4,4,0,0,11,22,3,5,0,53,3,3,3,6,25,11,0,4,0,59,0,0,0,0,21,11,0,5,0,51,4,16,20,11,73,112,25,46,0,306,8,19,22,13,22,13,6,5,0,111,88,31,77,74,445,368,95,100,5,1286,20,48,41,23,90,51,16,40,0,328,28,76,92,65,164,92,19,31,3,562,0,8,5,0,7,6,0,0,0,36
SAL80065,0,0,0,0,0,0,0,0,0,8,52,123,121,83,209,129,37,51,4,805,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,9,5,3,0,27,0,0,0,0,0,0,0,4,0,17,9,8,8,8,18,40,19,40,0,145,0,0,0,0,0,0,0,0,0,12,0,28,12,10,14,16,0,0,0,82,3,46,16,6,17,10,0,4,0,93,3,3,4,0,7,8,6,3,0,32,0,5,4,0,6,3,3,3,0,22,0,0,0,3,5,6,0,0,0,27,0,0,0,0,5,0,0,3,0,10,3,10,9,10,23,51,9,20,0,135,0,8,4,0,8,4,4,4,0,29,28,18,38,36,164,115,31,42,0,478,5,15,15,20,43,30,12,12,0,168,18,18,28,25,57,38,6,8,3,196,0,12,0,5,3,7,0,0,0,27
SAL80066,0,0,4,0,3,7,0,0,0,18,68,119,125,100,402,263,50,77,7,1207,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,4,6,0,11,12,0,7,0,40,0,5,0,0,11,8,0,4,0,26,5,3,10,3,23,56,16,21,0,130,4,0,0,0,6,0,5,3,0,20,6,30,30,6,56,24,8,10,0,164,5,24,25,16,43,21,4,14,0,149,0,7,7,5,14,13,6,14,0,63,0,0,0,3,18,8,0,0,0,31,0,0,4,0,8,4,0,0,0,20,0,0,0,0,5,4,0,3,0,27,7,23,20,8,58,85,6,19,3,233,3,15,11,9,23,8,4,5,0,64,38,23,25,49,309,235,61,56,4,798,4,21,7,14,52,27,8,8,0,153,19,23,48,36,109,72,10,34,3,359,0,4,9,0,7,4,0,3,0,28
SAL80067,0,0,3,0,7,3,0,0,4,20,85,190,150,103,387,335,121,199,3,1578,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,5,11,11,3,7,0,52,0,4,0,0,3,3,0,4,0,19,4,11,13,10,12,25,13,28,0,114,0,0,3,4,7,5,8,4,0,34,9,49,22,9,22,22,4,17,0,141,13,62,25,4,27,14,14,8,0,169,4,0,6,4,3,9,0,3,0,34,0,3,0,0,9,12,0,7,0,38,0,0,4,3,16,15,0,13,0,62,4,9,4,0,15,16,4,13,0,63,7,42,34,23,76,134,41,91,0,450,3,10,8,6,8,10,0,0,0,54,45,40,47,39,380,355,128,213,0,1253,14,35,22,20,56,41,22,43,5,251,18,35,34,35,65,55,18,49,0,301,0,11,3,6,17,8,3,4,0,56
SAL80068,0,7,7,0,16,5,5,0,15,54,105,335,364,189,781,396,116,141,30,2455,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,12,3,36,32,6,14,0,117,0,0,4,11,18,10,4,4,0,47,7,20,58,29,79,109,21,50,0,378,0,6,0,0,10,15,0,4,0,42,13,88,115,33,115,39,23,31,0,461,17,140,117,51,121,69,21,34,0,572,4,12,20,6,29,23,8,20,4,132,0,0,5,0,25,17,0,0,0,60,3,0,10,7,24,24,3,9,0,77,0,0,11,5,22,20,0,9,0,68,16,20,37,18,192,199,28,40,0,546,6,33,39,17,40,34,5,3,0,175,43,34,55,51,454,344,88,122,3,1190,12,69,49,32,121,67,25,31,3,410,28,70,102,57,182,73,15,31,6,557,6,13,16,3,17,8,4,7,0,76
SAL80069,0,0,0,0,3,0,0,0,8,13,57,168,106,92,178,135,51,77,10,863,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,5,0,13,3,3,0,8,0,0,0,32,0,0,0,0,5,0,0,0,0,7,0,7,0,6,11,20,6,17,0,76,0,0,0,0,3,4,0,0,0,14,4,34,12,10,14,0,0,4,0,75,4,50,14,3,9,5,0,0,0,83,3,0,4,0,3,3,0,8,0,24,0,0,0,4,6,5,4,6,0,32,0,0,8,3,6,0,0,4,0,17,0,3,0,0,4,7,4,3,0,22,5,19,21,22,41,56,15,23,0,195,0,8,0,0,6,4,0,0,0,22,37,17,37,45,158,120,62,73,0,556,7,36,26,16,49,44,18,19,0,212,4,26,26,24,27,20,3,9,0,138,6,22,14,4,7,0,4,0,0,65
SAL80070,0,0,0,0,0,0,0,0,0,0,0,16,12,11,16,13,3,10,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,7,0,5,0,5,0,21,0,0,0,0,0,0,0,0,0,7,0,4,0,3,6,6,5,9,0,31,0,5,6,0,7,5,0,4,0,17,0,0,4,4,5,3,0,3,0,16,0,0,0,0,0,0,0,0,0,5
SAL80071,0,4,8,3,17,13,0,6,19,67,105,321,315,177,671,467,89,158,31,2337,0,4,4,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,12,6,0,20,13,0,6,0,58,0,5,0,0,14,15,0,8,0,42,11,12,28,18,52,79,32,39,15,281,0,5,0,0,9,6,6,6,0,36,9,92,75,31,88,46,14,26,0,379,11,129,89,24,94,47,24,19,12,443,0,8,13,4,29,26,6,10,0,95,5,6,8,5,20,23,5,3,0,78,3,5,5,7,34,19,0,6,0,82,0,3,3,0,22,11,7,10,0,51,13,27,29,22,141,196,38,43,0,516,4,15,22,13,35,31,6,3,0,127,62,35,59,61,498,484,105,181,0,1486,14,69,33,18,114,76,22,34,4,394,27,63,75,52,129,67,5,36,3,451,4,19,9,5,28,9,0,4,0,77
SAL80072,0,4,3,0,4,0,0,0,0,11,36,127,103,53,152,147,41,75,5,734,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,6,5,3,3,3,3,0,30,0,0,0,0,0,0,0,0,0,6,5,10,6,0,8,31,11,14,0,88,0,0,0,0,6,5,0,0,0,9,7,33,13,5,19,11,0,5,0,94,8,36,17,7,16,11,5,5,0,98,0,6,4,4,6,10,3,0,0,30,0,6,0,3,5,3,0,5,0,16,0,0,5,0,8,7,3,0,0,16,0,4,0,0,3,4,3,10,0,24,3,10,22,9,34,54,21,18,0,175,0,9,0,5,10,12,3,0,0,41,14,14,21,34,105,112,33,46,0,379,11,45,19,11,38,36,14,33,0,190,10,33,39,17,33,22,7,9,3,178,0,15,0,0,0,8,0,4,0,32
SAL80073,0,0,0,0,0,0,0,0,7,5,56,106,103,86,224,149,46,50,5,817,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,6,6,0,4,4,6,7,0,25,3,0,0,0,4,7,0,0,0,16,4,6,11,12,31,61,18,20,3,175,0,0,0,0,0,0,0,0,0,9,3,39,19,11,17,17,7,3,0,117,4,40,11,7,18,13,0,5,0,101,4,4,3,0,8,13,4,5,0,39,0,5,3,0,11,5,0,4,0,30,0,4,0,3,5,9,0,0,0,17,0,0,0,0,5,8,0,0,0,18,3,11,11,8,37,58,11,17,0,149,0,13,6,8,11,16,0,0,0,56,24,6,17,41,167,116,32,34,0,450,14,19,21,17,38,23,7,22,0,161,9,21,28,28,54,30,6,12,0,174,3,7,5,3,11,5,0,4,0,44
SAL80074,0,0,0,0,0,3,0,0,3,13,42,104,98,70,195,136,31,58,12,739,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,5,4,0,5,9,5,8,0,30,0,0,0,0,0,5,0,0,0,10,0,4,4,0,22,37,5,18,0,89,0,0,0,0,0,0,0,5,0,5,0,30,7,4,20,10,0,7,0,80,7,28,14,3,9,8,4,5,0,72,0,0,3,0,6,9,0,4,0,32,4,4,3,0,8,0,0,3,0,21,0,0,0,3,0,0,0,6,0,16,0,3,0,0,0,7,0,3,0,18,4,5,14,10,34,52,12,22,0,169,0,7,10,0,3,7,3,0,0,29,25,12,33,30,168,125,41,41,0,482,3,24,17,13,27,22,9,15,0,136,5,17,21,25,40,29,0,4,0,146,5,4,0,0,4,0,4,0,0,24
SAL80075,0,9,0,3,0,5,0,0,6,24,96,174,167,156,430,252,64,85,10,1440,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,6,3,7,10,11,6,4,0,46,0,0,0,0,14,8,0,4,0,24,10,8,14,16,43,100,28,32,5,269,0,5,0,3,11,3,0,6,0,27,6,39,20,15,39,37,7,9,5,178,9,59,23,11,30,26,10,14,0,177,3,7,12,4,19,18,3,9,3,74,0,7,7,4,17,14,0,5,0,46,0,0,3,0,22,18,0,4,0,53,0,7,5,5,19,3,5,3,0,36,4,9,13,10,73,68,15,25,0,216,0,8,14,5,24,20,0,11,0,83,53,15,33,52,284,203,53,59,3,751,27,39,37,27,81,57,22,23,0,318,16,49,49,52,104,46,12,27,0,362,4,8,3,10,17,6,5,3,0,53
SAL80076,0,0,0,0,0,0,0,0,0,7,37,121,117,74,170,137,43,80,7,788,0,5,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,5,3,3,0,24,0,0,0,0,0,3,4,4,0,10,3,3,6,0,9,15,0,23,0,64,0,0,0,0,5,5,4,0,0,10,3,30,11,13,9,7,5,5,0,80,6,42,13,4,18,4,0,9,0,98,0,3,5,0,7,6,5,0,0,19,0,0,0,0,0,6,5,5,0,19,0,3,0,0,3,8,0,0,0,19,0,0,0,0,4,3,0,5,0,17,6,15,11,14,28,59,15,29,0,183,0,5,3,0,6,13,0,6,0,33,18,14,36,29,131,142,44,61,0,483,3,28,14,17,23,22,9,13,0,149,7,32,33,20,48,50,19,24,0,239,4,12,5,0,12,0,5,8,0,45
SAL80077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL80078,0,0,0,0,0,0,0,0,0,3,24,97,67,36,138,117,26,54,9,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,18,0,0,0,0,3,0,3,3,0,9,0,8,5,0,3,21,5,14,0,64,0,0,0,0,0,8,0,7,0,8,4,16,6,7,10,6,3,10,0,50,0,31,9,0,7,0,0,4,0,54,0,4,0,0,5,8,0,4,0,19,0,0,0,0,3,12,0,0,0,19,0,0,6,4,0,0,3,4,0,12,0,0,0,0,3,0,0,5,0,17,3,12,14,5,21,44,13,18,0,132,0,4,3,0,8,4,4,5,0,32,13,12,21,20,122,97,25,44,6,360,0,23,11,3,24,10,3,16,0,95,11,25,24,13,37,44,4,20,0,179,0,4,0,0,0,3,4,0,0,13
SAL80079,0,0,4,4,4,0,0,0,7,16,82,145,142,98,353,208,40,66,17,1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,14,14,4,9,0,53,0,0,0,3,7,0,4,0,0,21,5,8,10,10,48,80,24,33,5,224,0,4,0,0,13,9,4,5,0,29,15,46,28,13,43,12,10,16,0,171,8,46,27,7,19,12,6,4,0,128,9,4,6,10,17,22,7,12,5,90,0,0,0,7,8,7,3,0,0,27,0,0,0,0,12,14,0,0,0,23,0,0,0,0,7,0,0,3,0,26,9,15,8,15,46,50,6,15,0,157,0,11,12,4,16,14,0,4,0,69,37,12,34,41,237,157,33,43,4,601,14,19,16,11,49,24,13,15,0,157,24,35,48,30,112,50,8,22,7,327,0,3,3,3,6,0,0,0,0,21
SAL80080,0,0,0,0,0,0,0,0,0,0,16,17,18,18,67,36,8,9,5,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,9,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,0,23,0,12,3,0,8,5,0,0,0,28,0,0,0,0,3,4,4,3,0,12,0,0,0,0,0,4,0,0,0,5,0,0,0,0,5,6,0,0,0,10,0,0,0,0,4,0,0,0,0,4,0,0,0,4,14,10,4,0,0,38,0,0,3,0,6,0,0,0,0,18,5,0,0,9,37,15,9,7,0,88,0,4,0,6,15,6,0,3,0,37,6,4,5,4,20,9,3,3,0,62,0,0,0,0,0,0,0,0,0,0
SAL80081,0,4,10,0,11,0,0,0,8,34,102,284,286,178,447,285,90,89,21,1786,0,4,3,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,4,6,22,18,0,6,0,67,0,0,4,0,14,6,0,4,0,33,8,23,25,12,50,113,27,63,6,332,0,4,0,0,7,9,4,4,0,33,3,77,40,23,42,21,8,18,0,228,8,87,55,20,46,23,10,19,3,269,0,14,10,6,11,20,4,16,0,82,0,6,3,0,20,21,5,8,0,60,0,0,3,0,16,12,5,5,0,43,6,0,3,3,8,8,0,8,0,40,19,33,38,31,110,122,43,35,4,437,0,25,18,11,21,21,3,10,4,126,64,38,85,77,313,244,89,59,7,965,15,71,58,26,104,75,30,33,0,412,17,60,63,40,84,39,11,21,8,342,3,17,22,8,18,16,4,10,5,93
SAL80082,0,11,13,4,11,10,0,0,12,60,233,576,525,380,952,642,175,258,30,3775,0,6,0,0,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,7,4,11,4,8,46,48,12,23,0,156,0,4,8,5,15,14,8,8,0,60,20,48,36,33,88,216,68,135,5,649,0,8,5,9,22,18,4,14,0,77,31,174,86,41,94,54,18,25,4,525,15,183,65,28,38,37,15,18,4,408,13,20,27,11,41,37,14,44,0,211,10,9,9,7,32,23,11,16,0,113,9,0,7,6,14,19,4,13,0,74,4,12,7,6,23,15,8,12,0,78,25,51,62,49,151,211,47,85,3,693,9,47,42,16,51,32,4,16,0,222,121,61,138,151,734,573,174,182,6,2137,38,131,91,52,136,115,38,64,0,671,64,135,165,134,271,149,40,75,8,1043,0,33,17,10,22,26,4,5,0,136
SAL80083,0,3,4,3,6,9,0,3,3,35,129,160,171,134,613,567,187,282,16,2262,0,3,4,0,0,4,0,5,0,14,0,0,0,0,0,0,0,0,0,4,0,6,0,0,10,14,3,13,0,41,0,0,0,0,10,7,0,3,0,21,6,4,14,4,17,27,18,36,0,123,0,0,0,0,7,8,0,5,0,21,6,32,15,7,26,21,5,11,0,129,7,33,25,13,28,22,0,10,0,142,3,6,0,4,9,13,6,8,0,47,0,10,6,4,19,24,9,16,0,85,0,4,4,5,18,22,6,3,0,62,3,0,9,0,10,14,5,17,3,62,14,36,27,34,129,224,67,118,0,645,4,9,6,3,20,12,7,8,0,69,98,42,57,83,600,632,199,319,10,2038,17,43,30,14,76,67,24,50,3,323,17,28,35,26,82,71,25,52,0,334,6,8,9,4,14,16,3,8,0,69
SAL80084,5,0,0,0,0,0,0,0,4,17,59,159,125,101,245,153,46,69,7,960,0,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,26,0,0,0,0,6,4,0,3,0,13,7,16,14,14,26,83,23,32,0,220,0,0,0,0,0,4,0,5,0,11,0,36,21,8,28,16,5,15,0,133,3,49,9,4,6,5,0,0,0,92,3,0,10,3,9,4,5,5,0,46,0,3,0,0,5,0,0,4,0,19,0,4,0,3,0,5,0,3,0,17,0,0,0,0,6,9,0,6,0,21,12,6,17,8,51,50,7,11,0,173,4,12,10,8,19,13,3,0,0,60,18,13,27,43,177,159,39,42,0,523,15,34,31,25,53,28,7,21,0,218,13,39,30,24,49,20,3,18,0,202,4,12,0,0,7,3,0,3,0,30
SAL80085,0,9,9,0,0,3,0,0,4,27,41,120,122,65,289,161,44,52,10,899,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,6,0,0,0,29,0,0,0,0,8,5,0,0,0,14,5,6,12,4,24,33,14,14,0,127,0,0,0,3,4,3,0,0,0,16,6,30,36,11,44,12,4,9,0,151,9,40,36,14,45,16,11,13,0,178,0,9,10,0,8,10,0,0,0,45,0,3,0,0,10,6,3,0,0,29,0,0,0,0,7,0,0,0,0,23,0,0,3,0,5,13,0,0,0,32,4,6,14,8,68,87,17,15,4,224,0,10,8,0,12,14,6,3,0,55,10,10,21,17,170,102,26,25,0,382,12,25,25,15,58,25,15,20,0,193,14,26,35,30,75,38,6,16,0,248,0,3,3,4,9,4,0,0,0,29
SAL80086,0,8,7,0,3,0,0,4,13,31,75,252,243,124,479,311,106,136,22,1735,0,3,6,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,9,4,0,9,12,0,11,0,47,0,4,0,0,5,7,3,0,0,19,3,10,15,9,25,37,14,17,0,124,0,0,0,0,6,0,0,0,0,15,4,46,31,11,29,14,5,21,0,164,8,63,56,11,44,27,5,14,4,227,3,8,8,0,11,4,11,5,0,43,3,3,3,6,19,20,9,10,0,73,0,9,8,0,15,13,3,4,0,49,0,5,6,0,11,7,0,5,0,40,14,38,39,23,109,142,35,69,3,467,0,20,25,9,22,21,4,7,0,101,45,31,61,55,385,248,94,93,4,1002,14,79,51,28,105,63,35,44,4,428,8,40,47,34,89,45,11,19,0,299,0,27,9,7,21,12,7,5,0,92
