SAL_CODE_2021,F_ID_NS_0,F_ID_NS_1_19,F_ID_NS_20_29,F_ID_NS_30_34,F_ID_NS_35_39,F_ID_NS_40_44,F_ID_NS_45_49,F_ID_NS_50_over,F_ID_NS_hours_NS,F_ID_NS_Tot,F_Tot_0,F_Tot_1_19,F_Tot_20_29,F_Tot_30_34,F_Tot_35_39,F_Tot_40_44,F_Tot_45_49,F_Tot_50_over,F_Tot_hours_NS,F_Tot_Tot,P_AgriForestFish_0,P_AgriForestFish_1_19,P_AgriForestFish_20_29,P_AgriForestFish_30_34,P_AgriForestFish_35_39,P_AgriForestFish_40_44,P_AgriForestFish_45_49,P_AgriForestFish_50_over,P_AgriForestFish_hours_NS,P_AgriForestFish_Tot,P_Min_0,P_Min_1_19,P_Min_20_29,P_Min_30_34,P_Min_35_39,P_Min_40_44,P_Min_45_49,P_Min_50_over,P_Min_hours_NS,P_Min_Tot,P_Mnfg_0,P_Mnfg_1_19,P_Mnfg_20_29,P_Mnfg_30_34,P_Mnfg_35_39,P_Mnfg_40_44,P_Mnfg_45_49,P_Mnfg_50_over,P_Mnfg_hours_NS,P_Mnfg_Tot,P_EGW_WS_0,P_EGW_WS_1_19,P_EGW_WS_20_29,P_EGW_WS_30_34,P_EGW_WS_35_39,P_EGW_WS_40_44,P_EGW_WS_45_49,P_EGW_WS_50_over,P_EGW_WS_hours_NS,P_EGW_WS_Tot,P_Cnstn_0,P_Cnstn_1_19,P_Cnstn_20_29,P_Cnstn_30_34,P_Cnstn_35_39,P_Cnstn_40_44,P_Cnstn_45_49,P_Cnstn_50_over,P_Cnstn_hours_NS,P_Cnstn_Tot,P_WTrade_0,P_WTrade_1_19,P_WTrade_20_29,P_WTrade_30_34,P_WTrade_35_39,P_WTrade_40_44,P_WTrade_45_49,P_WTrade_50_over,P_WTrade_hours_NS,P_WTrade_Tot,P_RTrade_0,P_RTrade_1_19,P_RTrade_20_29,P_RTrade_30_34,P_RTrade_35_39,P_RTrade_40_44,P_RTrade_45_49,P_RTrade_50_over,P_RTrade_hours_NS,P_RTrade_Tot,P_AccomFoodS_0,P_AccomFoodS_1_19,P_AccomFoodS_20_29,P_AccomFoodS_30_34,P_AccomFoodS_35_39,P_AccomFoodS_40_44,P_AccomFoodS_45_49,P_AccomFoodS_50_over,P_AccomFoodS_hours_NS,P_AccomFoodS_Tot,P_TransPostWhse_0,P_TransPostWhse_1_19,P_TransPostWhse_20_29,P_TransPostWhse_30_34,P_TransPostWhse_35_39,P_TransPostWhse_40_44,P_TransPostWhse_45_49,P_TransPostWhse_50_over,P_TransPostWhse_hours_NS,P_TransPostWhse_Tot,P_InfoMedTelecom_0,P_InfoMedTelecom_1_19,P_InfoMedTelecom_20_29,P_InfoMedTelecom_30_34,P_InfoMedTelecom_35_39,P_InfoMedTelecom_40_44,P_InfoMedTelecom_45_49,P_InfoMedTelecom_50_over,P_InfoMedTelecom_hours_NS,P_InfoMedTelecom_Tot,P_FinInsurS_0,P_FinInsurS_1_19,P_FinInsurS_20_29,P_FinInsurS_30_34,P_FinInsurS_35_39,P_FinInsurS_40_44,P_FinInsurS_45_49,P_FinInsurS_50_over,P_FinInsurS_hours_NS,P_FinInsurS_Tot,P_RentHirREserv_0,P_RentHirREserv_1_19,P_RentHirREserv_20_29,P_RentHirREserv_30_34,P_RentHirREserv_35_39,P_RentHirREserv_40_44,P_RentHirREserv_45_49,P_RentHirREserv_50_over,P_RentHirREserv_hours_NS,P_RentHirREserv_Tot,P_ProScieTechServ_0,P_ProScieTechServ_1_19,P_ProScieTechServ_20_29,P_ProScieTechServ_30_34,P_ProScieTechServ_35_39,P_ProScieTechServ_40_44,P_ProScieTechServ_45_49,P_ProScieTechServ_50_over,P_ProScieTechServ_hours_NS,P_ProScieTechServ_Tot,P_AdminSupServ_0,P_AdminSupServ_1_19,P_AdminSupServ_20_29,P_AdminSupServ_30_34,P_AdminSupServ_35_39,P_AdminSupServ_40_44,P_AdminSupServ_45_49,P_AdminSupServ_50_over,P_AdminSupServ_hours_NS,P_AdminSupServ_Tot,P_PubAdmiSafety_0,P_PubAdmiSafety_1_19,P_PubAdmiSafety_20_29,P_PubAdmiSafety_30_34,P_PubAdmiSafety_35_39,P_PubAdmiSafety_40_44,P_PubAdmiSafety_45_49,P_PubAdmiSafety_50_over,P_PubAdmiSafety_hours_NS,P_PubAdmiSafety_Tot,P_EducTrain_0,P_EducTrain_1_19,P_EducTrain_20_29,P_EducTrain_30_34,P_EducTrain_35_39,P_EducTrain_40_44,P_EducTrain_45_49,P_EducTrain_50_over,P_EducTrain_hours_NS,P_EducTrain_Tot,P_HealthCareSocA_0,P_HealthCareSocA_1_19,P_HealthCareSocA_20_29,P_HealthCareSocA_30_34,P_HealthCareSocA_35_39,P_HealthCareSocA_40_44,P_HealthCareSocA_45_49,P_HealthCareSocA_50_overr,P_HealthCareSocA_hours_NS,P_HealthCareSocA_Tot,P_ArtRecServ_0,P_ArtRecServ_1_19,P_ArtRecServ_20_29,P_ArtRecServ_30_34,P_ArtRecServ_35_39,P_ArtRecServ_40_44,P_ArtRecServ_45_49,P_ArtRecServ_50_over,P_ArtRecServ_hours_NS,P_ArtRecServ_Tot
SAL80033,4,7,3,0,9,3,0,0,7,33,129,220,237,143,589,361,70,108,17,1872,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,4,22,24,7,4,0,76,5,0,3,3,16,6,0,3,0,36,5,9,12,11,42,99,27,63,0,286,0,0,5,0,11,9,7,5,0,33,13,62,34,21,63,37,18,12,0,258,4,73,42,14,35,31,7,9,0,211,3,6,14,9,15,28,8,12,3,98,0,0,4,4,29,23,4,5,0,73,8,4,6,4,23,28,6,9,0,72,0,3,4,3,20,10,6,4,0,56,11,10,23,14,97,169,30,25,0,385,0,20,16,10,23,27,8,6,0,110,58,26,62,47,405,304,72,91,4,1082,14,55,33,23,101,53,20,36,4,334,21,45,54,46,140,64,6,19,4,405,4,16,7,3,24,7,0,8,0,70
SAL80034,0,5,0,0,0,3,0,0,4,16,39,125,86,66,141,131,33,68,4,701,0,0,0,0,5,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,3,0,20,0,0,0,0,9,0,0,0,0,13,4,6,0,9,10,24,7,24,0,82,0,0,0,0,0,6,0,0,0,12,0,31,11,8,5,6,0,8,0,57,3,43,9,5,3,6,3,4,0,69,0,0,0,0,4,4,0,3,0,16,3,0,0,3,5,8,0,3,0,29,0,7,5,3,9,3,3,3,0,35,0,8,3,4,4,0,6,9,0,30,7,18,16,15,26,62,12,36,6,196,0,14,0,5,5,7,0,0,0,31,24,16,28,31,108,117,39,60,0,423,9,34,20,7,27,16,8,16,0,138,4,22,19,24,28,32,13,20,0,161,0,4,3,0,5,5,0,8,0,24
SAL80035,0,6,0,0,3,0,0,0,10,15,43,118,90,58,226,122,30,32,14,741,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,7,0,3,0,22,0,0,0,0,0,13,0,3,0,18,10,9,3,12,31,66,21,27,0,174,0,0,0,0,5,4,0,0,0,16,0,29,17,10,29,17,4,0,0,109,0,29,19,4,12,17,4,4,5,93,4,8,9,4,12,13,4,11,0,63,0,0,0,3,6,0,0,0,0,18,0,0,3,0,3,0,0,3,0,16,0,0,0,0,4,5,0,0,0,13,4,3,4,3,38,36,7,15,0,109,0,16,6,3,10,5,5,6,0,47,20,12,24,21,128,88,21,14,4,334,9,22,11,14,55,22,6,7,0,140,15,23,24,19,56,26,6,12,3,176,6,7,0,8,14,4,0,8,0,39
SAL80036,0,3,0,0,5,0,0,0,8,15,46,93,90,72,198,158,31,67,6,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,6,0,3,0,24,4,0,0,0,4,0,0,0,0,8,3,3,3,4,10,25,9,15,0,70,0,0,0,0,0,3,0,3,0,9,0,30,19,12,22,15,7,6,0,107,7,29,17,10,24,10,3,8,0,107,0,8,7,3,5,3,3,5,0,24,0,5,0,0,6,11,0,3,0,23,0,0,0,0,4,9,0,0,0,16,0,0,0,5,0,6,0,4,0,17,4,14,13,15,40,57,17,18,0,169,0,9,20,9,16,13,6,6,0,67,22,16,20,22,126,136,35,55,3,447,7,28,8,12,21,13,3,10,0,107,10,23,28,20,66,29,3,22,4,203,4,0,0,4,0,0,0,0,0,18
SAL80037,0,0,3,0,5,7,0,0,5,27,73,194,183,147,371,239,65,77,12,1360,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,19,3,14,0,56,0,0,4,0,4,17,0,0,0,27,8,10,21,13,45,119,29,64,4,314,0,0,0,0,18,10,4,8,0,40,8,37,45,17,44,29,5,9,0,190,7,62,20,14,12,14,6,7,0,139,3,3,12,5,7,30,11,17,0,81,3,0,8,0,3,5,0,3,0,33,0,4,5,0,8,10,0,4,0,28,0,0,3,3,6,10,0,9,0,40,0,15,17,13,48,71,16,14,0,199,3,20,24,9,24,18,0,7,0,103,46,20,39,55,289,188,58,66,3,752,12,38,32,23,47,31,13,18,0,204,16,48,44,45,86,61,13,17,0,327,3,12,5,3,6,5,0,5,0,42
SAL80038,0,5,5,0,0,0,0,0,13,28,82,337,160,65,364,260,71,92,15,1439,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,4,0,4,14,0,3,0,36,4,0,0,0,6,3,4,0,0,20,0,5,0,4,20,18,3,12,0,62,0,5,0,3,4,0,0,0,0,13,16,95,44,10,21,11,0,8,0,213,35,148,58,9,51,23,11,25,7,371,0,5,4,0,5,5,0,6,0,24,0,7,6,3,16,13,0,7,0,47,0,0,0,0,11,11,4,8,0,40,0,7,0,3,16,13,0,5,0,42,6,41,34,16,131,160,28,65,4,489,0,10,9,7,9,11,7,3,0,51,46,30,27,24,276,256,86,93,0,829,14,115,31,10,60,46,13,31,0,316,5,36,27,6,40,42,10,15,0,186,3,17,10,0,11,4,0,0,0,60
SAL80039,0,3,3,0,3,6,0,0,0,16,83,211,158,137,409,273,63,90,13,1430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,3,0,19,19,7,10,0,68,6,0,5,0,9,15,0,0,0,49,7,11,10,15,42,95,27,45,5,263,0,5,0,0,7,9,0,4,0,28,10,71,28,17,40,26,14,21,0,226,7,71,21,7,12,16,3,9,0,147,7,7,10,4,17,13,8,16,3,79,0,0,0,6,10,4,0,4,0,21,0,0,5,0,12,7,3,5,0,34,0,0,0,3,6,11,7,3,0,33,3,11,9,16,65,68,14,18,0,210,0,13,16,3,12,11,0,0,0,63,70,20,38,48,345,278,66,78,6,947,10,30,22,18,60,28,15,31,0,210,30,44,42,45,99,49,17,16,4,349,0,18,7,0,5,3,4,6,0,38
SAL80040,0,0,3,0,0,4,0,0,0,12,46,129,114,81,194,140,51,59,7,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,4,0,0,0,15,0,4,0,0,0,3,4,3,0,15,0,5,0,7,13,27,5,12,0,73,0,0,0,0,0,0,0,0,0,11,3,29,16,6,8,4,0,4,0,69,3,31,8,3,7,4,0,0,0,65,0,4,9,3,3,4,0,0,0,22,0,0,3,4,5,4,6,3,0,29,5,0,3,0,0,9,0,0,0,14,0,0,0,0,3,0,3,5,0,13,6,24,14,17,57,53,18,17,0,199,0,10,5,0,10,4,0,3,0,33,35,15,32,40,147,120,37,46,0,471,7,43,27,10,46,33,23,29,0,225,14,25,28,23,36,26,4,5,0,160,5,4,4,5,3,3,8,3,0,37
SAL80041,0,4,0,3,9,3,0,3,9,29,77,146,167,140,473,259,62,87,18,1433,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,4,0,12,12,3,4,0,34,0,0,4,0,10,0,0,0,0,18,4,7,16,6,19,54,14,35,0,148,0,0,0,5,11,10,3,3,0,24,5,43,33,20,39,28,10,15,5,191,4,57,25,10,38,15,8,10,4,178,0,9,3,4,15,8,5,10,3,57,0,0,3,4,11,15,3,0,0,41,0,0,0,6,15,21,3,4,0,50,0,3,0,0,9,8,0,5,0,39,11,11,16,23,79,120,18,20,0,300,5,8,7,7,27,19,6,3,0,82,43,24,42,41,357,215,63,63,0,838,8,33,30,26,80,50,19,19,4,270,25,45,63,60,153,78,23,46,5,484,0,8,3,5,9,11,5,0,0,41
SAL80042,0,0,0,0,4,6,0,0,8,20,83,157,151,121,382,253,63,103,15,1325,0,0,0,0,5,0,0,0,0,5,0,0,0,0,6,0,0,0,0,6,0,7,0,4,11,7,0,3,0,38,0,0,0,3,3,7,0,0,0,13,3,5,18,7,22,43,20,37,0,165,0,0,5,4,0,4,0,5,0,18,6,45,30,10,25,19,6,16,0,166,5,39,30,12,27,16,5,5,3,145,4,3,0,3,10,7,3,9,0,35,0,0,3,5,19,10,0,3,0,35,3,0,5,5,17,14,8,10,0,55,3,4,3,0,13,7,4,0,0,37,8,14,16,13,87,139,24,38,0,339,0,4,6,0,12,9,3,9,0,57,37,21,51,48,320,277,63,90,3,911,16,27,16,27,64,42,19,39,0,241,12,30,47,27,79,45,11,13,0,269,0,12,5,8,14,13,0,3,0,45
SAL80043,0,3,6,3,0,0,0,0,7,23,89,217,192,140,273,254,88,150,7,1422,0,6,0,3,4,4,0,0,0,17,0,0,0,0,0,0,0,0,0,5,3,7,3,0,3,15,0,0,0,35,0,0,0,0,9,5,4,7,0,23,6,10,4,6,16,37,9,30,0,119,0,0,0,0,8,5,0,0,0,19,10,52,20,6,10,13,0,10,0,127,0,57,22,12,18,8,4,4,3,130,3,6,9,0,5,9,5,13,0,47,0,5,4,7,10,10,5,11,0,49,0,3,4,4,0,12,10,8,0,42,0,5,0,3,3,6,0,11,0,26,19,21,30,24,39,103,26,67,0,333,3,13,13,6,18,14,0,7,0,78,57,21,59,72,247,245,85,151,4,945,7,65,56,20,49,41,23,44,0,292,23,56,61,47,83,58,26,30,3,383,6,17,6,4,6,6,0,6,0,51
SAL80044,0,3,0,0,3,5,0,0,0,7,40,116,114,55,129,157,44,118,5,778,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,20,0,0,0,0,5,0,0,0,0,6,3,0,5,0,12,18,6,16,0,70,0,0,0,0,0,9,3,0,0,16,3,25,5,4,10,3,0,5,0,54,6,33,15,4,5,4,3,5,0,89,0,0,0,0,7,6,0,3,0,14,7,0,0,0,3,9,5,8,0,29,0,4,8,0,6,8,0,9,0,43,0,0,3,0,3,4,3,10,0,26,16,23,24,19,30,81,17,61,0,278,0,3,4,0,4,10,0,3,0,27,15,16,29,16,106,103,45,74,0,411,3,29,22,8,19,13,12,35,0,133,4,28,31,15,32,46,15,40,0,217,0,5,5,3,8,11,0,0,0,30
SAL80045,0,4,0,0,0,0,0,0,0,8,45,65,68,65,273,184,40,53,9,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,13,0,0,0,0,3,0,0,0,0,13,3,3,12,3,8,32,16,19,0,101,0,0,3,0,9,6,0,0,0,18,6,21,10,8,24,12,3,10,0,93,0,18,13,3,23,10,6,3,0,67,0,0,0,3,5,14,3,3,0,27,0,0,0,0,11,11,0,3,0,25,4,0,0,5,9,15,4,4,0,36,0,0,0,0,8,15,8,3,0,32,4,11,10,9,70,99,20,26,5,251,0,6,5,0,6,10,0,4,0,35,27,12,17,19,196,169,34,43,0,529,5,8,10,10,28,27,6,5,0,94,16,10,26,31,88,48,7,10,5,232,0,6,0,0,9,5,0,0,0,25
SAL80046,0,0,0,0,3,3,0,0,0,14,64,164,138,86,288,214,75,67,7,1101,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,0,0,16,0,0,0,0,6,3,0,0,0,9,3,7,7,3,14,25,4,19,0,81,0,0,0,0,7,4,0,0,0,15,7,26,24,10,15,10,0,0,0,95,3,56,42,6,29,30,4,12,8,188,0,5,3,0,6,5,0,0,0,26,0,0,3,8,7,7,5,5,0,27,0,0,4,4,14,7,6,5,0,31,0,0,0,0,4,11,4,0,0,25,6,23,25,18,72,91,17,33,0,294,4,7,21,0,9,12,0,6,3,58,40,23,37,39,285,195,70,69,0,765,6,59,23,15,44,22,16,9,0,204,9,23,28,19,56,23,6,10,0,167,0,13,3,0,14,10,3,0,0,55
SAL80047,0,0,0,0,3,0,0,0,6,17,68,201,198,123,248,224,56,86,15,1201,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,6,4,0,9,8,0,7,0,35,0,0,0,0,8,0,0,3,0,17,4,6,10,3,15,46,10,29,0,124,0,0,0,0,5,4,0,0,0,13,6,35,20,8,28,7,0,3,3,127,3,65,38,16,29,25,8,15,0,205,5,11,5,5,9,11,0,9,0,55,5,7,7,8,12,11,0,8,0,57,0,0,7,0,8,4,0,3,0,22,0,3,0,0,9,6,0,5,0,23,7,27,42,27,65,79,18,34,0,302,0,25,24,8,18,11,0,3,0,93,40,23,47,57,181,217,60,60,0,700,7,40,31,19,54,50,19,22,0,246,11,32,37,37,35,37,3,5,0,203,3,22,3,6,14,5,0,7,0,64
SAL80048,0,5,0,0,0,4,0,0,5,10,71,138,111,82,210,150,51,76,5,883,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,3,0,0,0,4,9,5,3,0,23,3,0,0,0,3,4,6,5,0,19,3,8,7,6,16,40,11,32,0,132,0,0,0,0,4,3,0,0,0,12,8,33,17,8,16,14,3,5,0,103,4,43,7,5,9,6,0,7,0,86,0,0,0,0,0,9,4,0,0,19,0,5,0,4,6,6,0,0,0,22,0,0,0,0,4,6,0,0,0,23,0,0,0,0,10,3,0,3,0,20,4,22,12,11,43,65,15,28,0,201,0,10,0,4,10,15,0,0,0,40,46,15,35,37,187,137,37,64,0,562,14,28,20,10,46,30,17,17,0,165,14,24,35,20,43,28,11,14,0,192,0,11,7,3,4,3,0,6,0,35
SAL80049,0,0,7,0,8,9,3,0,8,31,115,252,293,179,534,369,88,102,18,1960,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,3,0,0,0,3,5,9,3,4,23,18,4,13,0,71,0,0,0,3,19,3,9,5,0,37,17,20,16,10,60,127,35,65,10,349,0,3,0,5,10,7,3,3,0,39,5,85,40,10,46,33,16,10,4,254,11,90,35,12,17,16,5,7,0,204,3,8,13,5,8,24,8,18,0,90,3,4,3,5,17,13,0,4,0,47,4,6,3,0,27,14,0,6,0,60,0,5,3,0,15,6,7,5,0,47,12,19,27,25,92,102,25,33,0,335,3,14,15,9,25,17,4,10,0,94,69,41,64,55,417,313,73,103,6,1150,29,34,53,41,114,70,23,45,0,405,26,58,87,52,121,90,9,28,7,469,0,23,11,0,14,13,0,5,0,63
SAL80050,0,3,0,0,7,3,0,0,5,18,90,236,212,153,338,252,51,80,10,1431,0,8,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,4,3,13,18,0,5,0,46,3,0,0,0,8,12,3,0,0,28,7,25,18,14,41,100,30,61,8,309,4,6,0,0,7,3,4,6,0,29,9,66,24,16,32,22,8,12,0,193,7,76,30,10,21,18,3,13,0,169,0,7,7,4,10,13,6,5,0,53,3,0,0,0,11,10,0,6,0,38,3,0,6,4,11,10,0,5,0,39,0,3,0,0,10,6,4,0,0,29,13,18,34,25,65,95,31,39,3,323,8,21,15,12,18,20,0,0,0,91,53,23,53,53,266,211,54,56,0,771,18,47,52,26,69,66,19,36,0,330,16,51,47,39,69,41,8,24,0,296,0,24,7,3,8,5,0,9,0,63
SAL80051,0,0,0,3,0,0,0,0,6,10,47,128,101,67,162,153,44,58,5,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,7,4,0,0,19,0,0,0,0,8,0,0,4,0,10,6,6,9,4,15,30,10,20,0,97,0,0,0,0,0,3,0,6,0,18,4,24,24,3,17,11,4,5,3,98,3,38,7,4,9,9,0,0,6,75,0,4,0,0,6,7,0,0,0,26,0,3,7,0,10,11,0,7,0,34,0,0,0,5,3,12,0,6,0,22,0,5,0,0,0,9,0,6,0,20,8,12,15,9,39,63,13,26,0,182,0,4,0,0,9,12,0,0,0,21,37,23,27,31,154,135,48,62,4,527,3,40,18,14,40,27,11,29,0,170,7,30,29,23,41,38,5,16,0,196,0,13,0,0,5,0,0,0,0,20
SAL80052,4,3,0,0,3,3,0,0,0,15,42,140,115,81,212,138,58,94,6,894,4,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,13,5,4,0,36,0,0,0,0,5,3,0,0,0,11,0,11,3,10,4,40,15,18,3,102,0,0,0,0,8,4,3,4,0,17,8,43,14,3,13,11,0,10,0,101,10,41,22,0,12,10,0,5,0,104,0,3,3,0,7,4,5,9,0,26,0,4,5,0,3,4,0,0,0,20,0,3,5,3,11,5,4,4,0,29,0,0,0,0,4,5,4,4,0,19,7,22,14,9,40,59,18,44,0,212,0,13,11,6,7,7,0,3,0,49,18,16,30,37,151,145,66,86,3,554,0,32,21,13,26,26,14,26,0,155,11,38,38,23,49,32,11,31,4,235,0,18,7,5,10,6,0,0,0,46
SAL80053,0,0,0,0,6,0,0,0,3,11,60,100,108,78,196,142,45,46,4,775,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,4,5,4,0,0,0,29,0,0,0,0,4,3,0,8,0,17,8,6,11,4,17,30,12,19,5,103,0,0,0,0,3,7,0,0,0,12,4,25,12,5,9,10,8,7,0,75,3,36,14,5,13,4,0,9,0,84,3,7,4,0,9,8,4,0,0,39,0,0,0,0,12,5,0,4,0,21,0,0,0,0,4,3,0,4,0,13,0,0,3,0,3,4,0,8,0,18,10,11,18,8,25,47,18,18,4,148,5,5,0,5,5,8,5,0,0,35,35,18,27,33,156,144,35,33,0,480,12,24,14,9,38,27,14,24,3,166,14,14,32,32,61,27,7,19,0,205,0,5,4,5,3,8,0,5,0,38
SAL80054,0,3,7,0,0,0,0,0,3,20,49,199,182,119,321,199,53,69,10,1208,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,9,3,10,9,3,5,0,43,0,0,4,0,7,9,6,5,0,24,4,10,8,5,34,72,25,21,0,176,0,0,0,0,5,0,3,0,0,16,0,57,33,15,34,18,3,13,0,176,4,52,28,14,30,17,6,12,3,160,4,4,7,0,15,19,4,9,0,72,0,0,3,3,14,5,8,0,0,42,0,3,3,0,14,11,0,6,0,44,0,0,3,0,12,12,0,0,0,27,7,14,23,12,58,76,13,25,0,230,0,12,10,8,18,9,5,3,0,64,31,20,39,48,234,163,44,38,0,623,12,52,37,17,53,29,15,24,0,231,13,55,42,45,69,55,6,20,5,311,0,13,8,4,14,8,0,5,0,47
SAL80055,0,0,0,0,0,4,0,5,4,12,65,133,119,92,226,151,57,57,8,900,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,3,5,0,3,8,11,0,7,0,34,0,0,0,0,3,9,0,0,0,13,0,14,8,6,28,59,30,41,0,194,3,0,0,3,6,3,0,0,0,16,6,32,25,10,23,20,6,7,0,130,5,43,20,3,12,8,4,4,0,101,0,0,3,3,10,12,0,10,0,44,0,4,4,6,11,10,3,0,0,33,0,0,0,0,12,0,5,0,0,17,0,5,0,0,12,5,0,6,0,23,3,15,15,8,40,50,8,23,6,159,9,8,3,5,17,17,4,0,0,57,23,8,38,44,183,132,37,50,0,526,15,37,29,18,46,32,23,23,0,221,13,23,18,23,44,30,16,11,3,173,6,12,3,5,8,6,0,9,0,39
SAL80056,0,3,0,0,5,0,0,0,4,14,49,190,134,120,307,270,76,108,12,1263,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,7,4,0,32,6,0,0,0,5,8,4,0,0,18,0,10,4,7,29,54,7,32,3,149,0,0,0,0,3,6,5,0,0,23,5,60,34,12,34,22,6,17,0,184,3,71,27,11,17,10,3,7,0,143,0,7,3,4,16,9,4,4,0,53,5,3,0,0,15,18,4,6,0,48,0,0,3,3,19,14,0,7,0,42,0,5,3,5,7,13,0,8,0,32,6,18,15,18,51,128,25,33,0,300,0,6,10,4,11,10,0,0,0,45,29,29,29,34,276,281,87,99,8,867,11,34,29,19,51,56,16,30,0,237,10,25,32,37,41,40,9,11,0,207,3,13,4,3,9,6,3,0,0,34
SAL80057,0,0,0,0,0,0,0,0,0,3,23,66,41,42,102,136,36,72,7,519,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,4,0,0,0,12,0,0,0,0,0,3,0,0,0,3,0,5,6,4,0,7,7,20,0,54,0,0,3,0,0,0,0,0,0,5,3,15,3,0,12,3,0,10,0,54,0,12,4,0,0,4,0,3,0,29,0,4,0,0,0,4,0,3,0,15,0,0,0,0,0,3,0,0,0,13,0,5,0,0,6,14,4,4,0,30,0,7,0,3,3,12,0,18,0,48,0,19,10,8,26,45,14,38,0,166,0,3,0,0,0,3,0,0,0,13,13,12,11,17,97,117,31,49,0,354,4,18,6,5,7,19,7,10,0,85,5,17,13,9,24,22,14,35,0,143,0,4,0,0,6,0,0,0,0,16
SAL80058,0,7,12,3,11,5,0,0,12,52,75,299,316,198,672,385,94,116,21,2181,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,24,21,3,11,0,75,0,0,0,0,10,9,3,5,0,21,0,14,23,15,54,82,27,45,3,272,0,0,4,0,13,13,8,8,0,43,7,72,100,30,108,63,9,19,0,401,8,110,91,40,110,60,18,20,0,460,11,8,8,3,27,22,8,13,0,101,0,0,5,4,36,22,11,10,0,85,5,3,5,3,29,22,3,8,0,74,0,0,0,3,22,10,3,3,0,39,7,20,27,24,155,173,30,44,3,485,0,15,20,14,41,23,10,7,0,133,45,25,38,60,447,358,77,115,0,1178,11,62,33,26,121,45,20,31,0,350,21,47,81,70,132,75,15,28,4,480,0,30,7,3,33,8,0,10,0,100
SAL80059,0,0,0,0,0,0,0,0,4,5,31,75,65,70,99,97,17,37,4,495,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,0,10,0,0,0,0,5,6,0,0,0,18,0,6,3,5,21,34,16,30,0,110,0,0,0,0,0,5,4,0,0,8,3,25,4,8,11,3,0,9,0,59,7,21,8,4,5,3,0,0,0,50,0,3,0,0,4,5,3,5,0,22,0,0,0,0,3,8,0,0,0,19,3,0,5,0,4,4,0,3,0,18,0,0,0,0,3,4,5,0,0,12,0,7,10,12,26,40,3,16,0,117,0,3,0,5,8,8,0,0,0,29,23,13,18,28,76,79,14,24,0,275,4,16,17,12,22,17,12,21,0,114,7,15,22,10,32,15,4,5,0,105,0,6,6,4,5,4,0,3,0,25
