SAL_CODE_2021,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
SAL80096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80097,0,8,12,8,16,24,3,3,76,5,28,43,35,50,11,0,0,172,0,46,55,50,67,62,25,13,323,15,27,24,25,23,25,14,5,139,0,0,5,7,6,9,3,0,30,0,11,10,6,9,8,3,3,49,0,4,6,11,9,9,8,4,47,6,37,50,40,45,32,8,14,224,8,26,29,36,27,27,10,5,167,4,16,3,0,5,4,0,0,34,0,8,9,5,4,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,12,0,5,4,0,4,27,5,13,13,7,13,10,16,5,88,54,224,274,238,274,209,94,45,1422,0,21,10,7,15,7,4,6,67,0,9,8,16,15,3,0,0,45,0,3,7,4,4,6,0,0,27,0,3,0,0,0,0,0,0,11,0,5,4,0,3,0,0,0,13,7,42,51,35,42,38,33,12,261,0,24,47,29,35,30,17,9,181,7,49
SAL80098,7,6,21,9,5,4,0,0,54,17,83,130,26,0,0,0,0,264,5,55,66,36,20,12,6,0,201,10,30,33,9,5,0,0,0,76,0,11,9,5,0,0,0,0,27,0,21,21,11,0,4,0,0,54,4,18,10,14,3,0,0,0,46,14,108,126,43,9,5,0,0,307,6,22,55,27,5,11,0,0,129,5,19,19,7,0,0,0,0,47,6,25,18,8,3,0,0,0,57,0,6,0,0,0,0,0,0,3,0,8,9,0,0,0,0,0,29,19,33,32,10,5,6,0,0,102,89,442,555,208,63,42,8,0,1400,0,34,37,3,4,3,0,0,77,5,43,37,9,3,0,0,0,95,0,14,15,0,0,0,0,0,37,0,7,4,0,0,0,0,0,11,0,4,3,6,0,0,0,0,13,10,95,68,23,11,3,4,0,217,11,41,62,25,11,7,0,0,152,15,133
SAL80099,6,15,26,24,27,19,13,0,130,7,43,47,32,24,7,0,0,161,9,39,39,42,45,35,17,6,243,14,21,14,26,16,13,3,5,121,0,0,3,5,16,6,0,0,40,6,20,19,9,4,6,4,4,67,0,10,5,10,17,6,5,3,56,14,65,68,65,51,26,14,0,300,14,74,92,95,59,56,32,5,420,3,12,20,9,11,10,8,0,70,3,11,11,5,8,0,0,0,42,0,0,0,0,0,0,0,0,0,0,3,5,9,3,3,5,0,32,22,24,34,30,22,25,23,22,209,96,341,393,375,296,225,126,49,1891,3,13,19,17,20,10,0,4,91,0,9,17,11,5,5,0,0,40,0,8,11,5,6,8,0,0,28,0,3,8,8,6,8,0,0,26,0,4,6,6,10,0,0,0,28,8,48,49,46,40,24,14,11,240,6,15,28,39,46,33,21,7,187,9,66
SAL80100,11,27,24,22,21,7,6,0,111,25,130,130,61,28,10,0,0,373,13,123,93,74,70,42,30,10,454,27,71,50,32,30,13,12,0,234,0,18,17,6,10,5,10,0,66,9,24,13,17,15,13,3,0,85,5,25,23,15,13,12,8,0,100,23,133,159,95,58,24,16,0,515,21,73,88,73,50,23,12,0,343,6,34,22,15,3,3,3,0,97,10,33,51,26,7,6,3,0,134,0,0,0,0,0,0,0,0,0,0,12,18,6,3,0,3,0,45,37,55,53,25,16,15,12,5,212,185,752,736,461,330,168,124,28,2777,10,29,41,29,12,8,0,0,130,12,25,32,18,3,3,0,0,91,0,18,16,9,4,3,5,0,62,0,10,7,7,4,0,0,0,21,3,11,7,3,4,0,0,0,27,33,104,81,48,48,33,18,0,365,14,103,108,66,41,31,21,4,389,28,201
SAL80101,7,7,9,19,31,26,5,0,109,13,33,47,64,53,20,5,0,238,14,31,49,80,95,62,37,9,359,17,17,17,35,17,10,25,0,142,0,0,4,9,6,6,5,0,28,3,5,14,14,11,10,4,0,64,4,0,3,13,17,14,5,0,58,15,53,70,126,100,46,18,0,431,6,34,40,69,47,40,17,0,264,13,9,8,9,8,0,4,0,49,0,5,3,8,9,7,3,0,35,0,0,0,0,3,0,0,0,3,0,3,0,6,6,3,4,0,27,8,15,8,17,22,13,3,0,88,107,231,274,462,423,257,132,16,1906,5,10,26,26,19,5,0,0,89,3,10,6,31,30,7,0,0,87,0,4,12,4,4,3,6,0,32,5,7,9,5,3,0,0,0,20,0,0,3,3,0,0,0,0,11,16,35,32,47,53,29,14,6,226,10,25,28,46,44,40,20,0,221,21,63
SAL80102,10,47,33,30,45,37,15,5,214,12,29,33,37,17,12,0,0,149,8,42,35,33,26,18,8,4,173,7,18,12,22,15,12,7,0,83,4,5,4,14,17,6,0,0,47,8,8,17,15,10,9,0,0,63,0,12,7,12,8,13,8,0,60,20,50,53,72,42,20,3,0,269,49,113,67,96,69,57,25,6,498,11,23,17,13,12,12,5,0,88,0,12,3,5,7,8,0,0,37,0,0,0,0,0,0,0,0,0,5,3,4,4,3,3,0,0,28,24,27,15,13,16,15,4,3,116,163,391,290,370,293,214,73,32,1823,13,39,29,35,19,22,0,5,155,3,15,12,7,4,4,0,0,46,3,15,11,7,0,0,0,4,44,0,7,5,5,11,3,0,0,26,6,13,8,12,12,7,0,0,56,16,31,32,35,34,26,6,0,178,10,31,23,36,31,36,13,9,184,14,64
SAL80103,0,0,0,0,0,8,3,0,24,0,0,0,7,8,3,0,0,29,0,0,0,5,3,12,5,0,35,0,4,0,8,0,6,3,0,26,0,0,0,0,0,0,0,0,3,0,6,4,15,14,12,4,0,57,0,0,0,0,0,0,0,0,3,4,11,6,10,12,13,6,0,63,4,0,0,6,3,9,3,0,31,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,4,0,3,0,20,20,29,30,60,61,62,28,10,300,0,0,0,3,4,0,0,0,13,0,0,4,3,4,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,6,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,6,17,9,9,8,0,57,0,0,0,4,6,6,5,0,23,8,8
SAL80104,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,8,0,0,5,3,4,3,0,0,13,0,0,3,4,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,3,0,5,6,0,0,0,0,13,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,10,10,8,0,0,0,48,4,29,30,27,22,13,3,0,125,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,3,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,5,0,0,0,0,0,7,0,7
SAL80105,0,6,0,6,8,10,3,0,38,6,8,10,14,14,0,0,0,52,3,13,17,15,17,21,3,6,84,6,14,0,8,6,0,0,0,39,0,5,0,3,0,5,0,0,11,4,0,3,3,0,0,0,0,14,0,4,4,0,8,3,0,0,17,0,14,16,8,24,17,0,0,80,5,5,0,11,8,10,3,0,45,3,3,8,0,0,0,0,0,13,0,3,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,18,9,4,3,13,8,4,0,0,38,36,78,72,87,97,69,19,4,457,0,11,3,0,0,0,0,0,16,5,4,0,4,6,0,0,0,15,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,10,15,17,13,12,0,0,74,0,12,7,7,0,9,3,0,44,0,17
SAL80106,3,7,14,9,0,5,0,3,55,9,29,32,5,11,0,0,0,88,5,23,29,18,13,15,12,17,137,9,21,10,9,5,3,4,9,57,0,7,5,5,6,0,4,0,22,0,8,3,3,0,0,5,0,16,0,8,14,7,4,3,5,6,40,0,45,34,14,15,3,10,3,129,0,29,29,17,17,15,11,5,121,0,13,9,7,0,3,0,0,35,4,3,6,5,0,0,0,0,23,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,3,18,12,22,19,10,4,14,18,24,119,50,216,187,109,82,71,74,64,860,6,17,16,7,13,5,0,0,62,6,4,0,4,4,0,0,0,31,5,0,0,0,3,3,0,0,17,0,3,0,0,0,0,0,0,3,0,4,3,5,0,0,0,0,8,0,32,9,22,13,11,15,13,115,0,14,17,15,11,12,20,8,102,16,46
SAL80107,0,12,16,14,16,14,3,0,83,12,32,82,41,26,9,0,0,211,13,46,65,50,46,31,11,7,263,14,25,22,17,18,16,10,0,118,0,11,14,7,0,0,0,0,38,5,17,12,9,5,4,0,0,49,3,15,15,12,10,3,0,0,54,19,43,62,55,47,18,5,4,256,12,49,37,35,31,26,7,4,201,6,19,16,9,4,0,4,0,49,8,11,8,10,5,4,0,0,49,0,0,0,0,0,0,0,0,4,0,0,3,11,5,3,0,0,30,9,24,23,18,17,6,5,0,104,91,321,373,279,234,149,43,15,1506,4,20,18,20,15,9,0,0,84,0,16,27,11,16,0,0,0,69,0,12,11,6,13,6,0,0,43,0,4,3,0,0,0,0,0,11,0,5,4,0,0,0,0,0,10,6,51,35,30,30,21,4,0,173,6,40,39,41,26,22,13,0,178,18,69
SAL80108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80109,4,6,5,7,11,6,4,0,41,7,16,16,17,10,0,5,0,63,0,14,21,20,28,16,15,7,105,9,12,17,17,12,5,4,0,71,0,0,0,0,6,0,4,0,11,0,5,8,8,9,10,4,0,43,0,5,5,0,5,5,5,0,30,12,23,38,46,34,14,7,3,177,3,20,19,27,23,22,13,3,136,0,9,3,6,5,3,0,0,30,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,6,9,5,6,7,9,7,0,47,43,119,137,161,152,100,62,12,794,6,6,8,6,7,3,0,0,39,0,3,10,13,3,0,0,0,31,0,6,0,0,0,0,3,0,7,5,0,4,5,0,0,0,0,17,0,0,4,3,0,0,0,0,6,0,24,33,19,18,16,14,3,130,8,12,16,13,19,13,17,3,99,9,27
SAL80110,10,31,22,4,7,7,0,3,86,27,107,57,21,18,10,0,0,236,13,81,47,18,19,12,4,3,202,3,21,11,5,8,6,0,0,62,0,7,0,5,0,0,0,0,13,4,107,61,15,10,12,3,0,210,0,14,13,5,7,0,3,0,42,14,152,83,29,22,18,12,5,329,16,108,71,39,20,10,7,6,273,6,29,19,9,0,0,0,0,66,4,24,12,9,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,18,20,58,29,20,14,9,4,0,148,117,753,438,182,130,68,35,14,1736,13,42,23,12,3,3,0,0,90,12,50,18,10,0,8,0,0,88,3,18,10,4,0,0,0,0,37,5,8,6,0,0,0,0,0,21,4,5,4,6,0,0,0,0,13,39,266,78,48,19,14,0,0,463,4,56,17,11,24,9,11,0,140,28,170
SAL80111,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,9,5,3,3,20,10,0,5,5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
SAL80112,0,8,8,16,15,12,12,4,69,3,12,20,27,17,9,0,0,83,3,4,13,17,15,15,5,7,82,0,12,9,8,13,6,6,3,54,0,5,4,0,3,6,3,0,18,0,10,19,13,22,10,12,4,93,0,0,0,4,3,3,3,0,13,8,20,40,45,32,19,3,0,166,16,19,23,50,48,45,13,6,219,0,6,3,10,4,4,0,0,24,0,3,8,0,8,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,5,5,5,0,4,20,6,5,8,8,8,7,3,3,50,49,99,152,202,182,135,69,30,914,5,5,16,14,12,7,0,4,60,0,4,15,12,9,0,0,0,40,0,0,4,6,6,0,0,0,19,0,0,0,3,0,0,0,0,9,0,3,0,4,0,0,0,0,9,0,10,35,26,42,17,11,14,159,0,6,8,18,23,16,4,4,85,3,24
SAL80113,4,17,5,0,12,5,9,0,52,0,22,7,6,10,5,0,0,57,9,20,10,11,0,11,3,0,59,0,8,0,0,4,0,5,0,16,0,0,4,0,0,0,0,0,6,4,4,3,0,8,0,0,0,20,0,0,3,0,0,0,0,0,6,4,23,16,14,16,12,3,0,84,10,40,19,21,34,23,13,0,154,4,3,3,0,0,4,0,0,17,0,8,8,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,13,10,17,9,11,13,4,3,0,62,49,157,83,73,102,72,38,5,576,0,9,6,3,3,4,0,0,31,0,4,3,4,7,5,0,0,21,0,4,0,0,0,0,0,0,8,0,0,0,4,4,0,0,0,12,3,0,0,0,3,0,0,0,7,0,6,0,6,9,4,4,0,22,6,7,3,11,9,12,11,3,61,8,20
SAL80114,0,8,7,0,3,5,0,0,31,8,18,18,14,4,5,0,0,67,7,36,41,35,30,29,8,0,183,10,33,18,17,14,8,0,0,103,0,7,3,7,7,3,0,0,18,3,4,6,0,0,6,0,0,23,0,4,15,0,9,0,4,0,28,8,24,13,16,14,9,0,0,81,6,16,9,11,6,4,0,0,59,4,0,8,4,5,0,0,0,21,4,11,5,4,5,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,6,14,15,20,11,13,3,3,0,76,60,169,162,131,108,81,20,3,735,0,4,8,3,0,0,0,0,21,0,7,3,0,0,0,0,0,18,0,3,8,0,3,0,0,0,16,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,12,9,18,26,18,16,14,5,0,101,3,26,9,14,7,11,0,0,76,10,46
SAL80115,0,11,11,5,12,4,7,4,59,4,6,25,16,11,3,0,0,66,4,28,28,28,20,26,20,8,156,3,18,9,18,6,7,8,0,69,0,7,5,9,5,7,0,0,31,0,12,11,4,4,6,0,0,42,0,9,3,9,3,7,3,0,30,3,28,37,25,9,17,13,0,121,10,21,26,29,22,21,7,0,140,0,11,18,9,6,4,0,0,46,0,9,3,5,5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,6,7,3,0,5,0,4,17,16,19,22,11,7,8,3,0,84,44,170,197,174,112,104,66,16,888,4,11,13,15,8,4,0,0,46,0,8,6,5,0,0,0,0,21,0,8,3,3,0,3,0,0,21,0,0,8,3,0,0,0,0,11,3,9,3,8,0,0,0,0,22,4,38,33,25,17,24,9,5,152,0,18,29,20,19,19,7,3,114,9,17
SAL80116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80117,0,7,15,11,5,0,8,3,53,5,27,34,22,8,3,3,0,96,3,32,26,20,15,18,14,3,131,13,29,19,10,6,6,4,0,83,0,0,4,7,0,0,4,0,18,0,9,7,3,0,0,0,0,24,0,8,12,7,8,9,3,0,47,5,20,32,22,16,12,10,0,108,8,26,30,14,13,14,9,0,122,0,7,13,5,4,0,0,0,35,0,5,5,8,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,16,11,21,10,11,10,0,4,3,83,47,199,209,148,95,72,50,9,831,0,15,14,4,4,0,0,0,43,3,5,11,5,0,0,0,0,25,0,4,0,0,0,4,0,0,9,0,6,5,4,0,0,0,0,15,0,3,9,3,0,0,0,0,17,3,27,27,14,7,10,6,0,98,3,22,32,12,8,15,9,0,104,12,40
SAL80118,0,0,9,3,7,7,5,0,35,3,8,16,21,10,10,0,0,70,4,22,32,20,17,22,8,3,121,6,22,27,11,15,5,0,0,84,0,4,6,6,0,3,0,0,26,0,0,0,0,5,0,0,0,11,0,4,4,3,0,6,8,0,24,4,15,27,15,12,15,8,0,88,10,11,19,20,10,18,8,0,92,6,7,11,10,3,0,0,0,38,4,0,3,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,12,6,13,9,8,3,10,3,0,56,42,110,160,127,88,94,47,5,672,0,4,5,9,8,3,0,0,31,7,0,0,7,4,6,0,0,19,0,3,0,0,0,3,0,0,7,0,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,12,3,16,23,18,18,15,3,4,99,10,13,20,15,4,18,6,0,95,3,14
SAL80119,0,3,4,8,11,11,0,5,43,0,11,5,22,5,7,0,0,55,0,8,12,20,11,18,14,3,87,0,3,4,3,7,6,3,5,39,0,0,0,4,0,4,4,0,11,5,3,5,3,0,4,0,0,24,0,10,4,4,4,0,0,0,29,0,10,17,19,13,20,9,0,93,7,13,21,15,14,24,3,5,93,0,6,9,5,0,0,0,0,21,0,0,8,8,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,4,6,4,7,3,4,6,48,15,71,107,111,79,98,52,30,568,0,0,3,9,7,5,3,0,35,0,0,4,0,5,4,0,0,12,0,0,0,0,0,0,4,0,8,0,0,0,3,0,0,0,0,6,0,0,5,0,6,0,0,0,5,0,20,21,10,13,6,5,3,83,0,11,8,9,15,10,13,5,75,5,22
SAL80120,0,0,0,0,0,0,0,0,5,0,14,12,7,0,0,0,0,41,4,12,7,7,0,0,0,0,29,3,11,7,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,17,0,0,4,0,0,0,0,0,3,0,22,18,0,6,0,0,0,47,4,3,9,6,4,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,11,14,81,68,27,9,4,0,0,205,0,4,3,0,0,0,0,0,7,0,5,7,0,0,0,0,0,17,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,15,3,0,0,0,0,46,0,8,4,6,0,0,0,0,22,6,24
SAL80121,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,4,7,7,0,0,26,0,5,0,5,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,0,0,7,4,6,3,0,0,23,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,12,34,21,40,12,12,0,137,8,23,43,41,63,36,20,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,3,4,0,13,0,3
SAL80122,0,5,7,0,3,5,0,0,18,9,51,59,11,0,3,0,0,130,3,28,34,13,4,3,0,0,91,9,11,13,3,0,4,0,0,37,0,4,0,0,0,0,0,0,4,0,8,15,0,0,0,0,0,18,0,7,4,0,0,0,0,0,13,3,59,52,19,7,5,0,0,134,4,5,15,3,0,0,0,0,34,3,11,3,0,3,0,0,0,18,0,12,15,5,0,0,0,0,30,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,9,5,20,19,3,0,0,0,0,49,34,219,229,61,36,25,0,0,603,0,15,12,5,4,0,0,0,38,4,28,15,4,0,0,0,0,55,0,7,0,9,0,0,0,0,19,0,5,4,0,0,0,0,0,4,0,0,3,0,0,0,0,0,5,6,38,26,0,3,4,0,0,73,7,23,9,14,5,4,7,0,58,4,77
