SAL_CODE_2021,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
SAL80069,0,9,21,20,18,16,7,4,98,0,18,19,11,8,0,3,0,56,0,20,24,17,20,15,8,0,109,0,6,12,8,10,3,9,0,60,0,3,5,5,8,6,0,0,32,3,6,9,0,7,0,0,0,34,0,5,9,12,6,3,6,0,38,0,24,35,41,16,11,10,6,133,6,24,44,51,37,31,10,6,198,0,10,7,16,7,0,0,0,45,0,0,6,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,5,9,5,8,3,0,27,4,13,14,16,7,3,0,5,59,24,140,208,214,147,98,52,24,908,4,10,20,22,18,7,4,5,86,0,4,3,0,4,4,0,0,11,0,3,9,5,0,0,0,0,19,0,4,7,3,0,0,0,0,13,0,3,5,8,3,0,0,0,24,5,16,16,25,8,16,9,3,106,0,17,11,23,28,19,14,6,115,0,25
SAL80070,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,7,0,0,0,4,4,4,5,0,12,0,3,4,3,3,3,0,0,13,0,0,0,3,0,3,0,0,6,0,0,0,3,0,0,0,0,7,0,0,0,0,0,6,0,0,3,0,0,5,3,0,0,0,0,13,0,5,0,4,4,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,8,3,10,10,19,15,18,10,0,85,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,15,0,0,5,3,7,0,0,0,17,4,0
SAL80071,3,39,32,19,15,10,0,0,120,28,147,128,75,15,0,0,0,403,9,92,120,83,38,21,9,0,365,8,37,26,30,7,3,3,0,113,0,8,9,8,9,3,0,0,39,10,25,20,9,5,0,0,0,66,4,4,18,6,0,0,5,0,42,25,196,179,106,46,13,6,0,571,17,65,79,80,18,16,7,0,283,4,35,23,8,4,0,0,0,70,13,32,39,10,0,0,0,0,92,0,3,0,0,0,0,0,0,4,0,11,13,9,3,0,0,0,42,18,73,48,29,11,0,0,0,174,156,751,725,476,188,71,23,3,2391,14,39,37,20,10,6,0,0,126,12,50,58,18,14,0,0,0,141,5,20,24,5,9,0,3,0,67,6,7,8,6,0,0,0,0,21,0,6,3,7,4,0,0,0,16,32,92,67,38,13,9,0,0,262,10,41,48,49,14,8,8,0,186,26,198
SAL80072,5,3,10,18,7,21,14,0,82,3,18,24,21,12,7,0,0,87,3,14,11,29,12,19,10,5,107,3,6,7,4,3,10,9,0,46,0,5,3,0,0,4,9,0,18,0,7,0,0,7,12,3,0,35,0,4,9,13,3,3,4,4,42,3,34,30,36,32,27,10,3,176,0,19,26,30,30,24,13,8,154,6,6,13,4,3,5,0,0,39,0,9,4,5,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,7,0,20,14,11,9,7,5,5,0,3,52,48,145,142,174,119,131,89,25,884,4,10,10,10,9,11,4,0,56,0,9,5,9,3,3,0,0,24,0,5,3,0,3,0,0,0,18,0,3,0,5,0,0,0,0,5,0,0,7,3,0,5,0,0,15,16,18,17,18,25,21,14,0,119,6,11,19,27,24,29,24,5,137,13,32
SAL80073,0,4,8,7,18,6,10,3,57,4,15,21,15,9,5,0,0,80,9,31,25,30,27,14,20,3,168,8,35,21,17,16,10,13,0,111,0,9,5,8,3,5,4,0,36,0,7,11,11,0,0,0,0,24,0,4,15,6,7,5,7,0,45,4,29,22,21,17,10,8,0,112,0,20,23,20,16,14,10,0,111,3,9,16,10,6,0,0,0,44,3,8,7,10,5,0,0,0,36,0,0,0,0,0,3,0,0,3,0,0,7,4,5,3,0,0,16,6,11,16,19,3,5,3,0,65,43,182,200,173,128,80,75,10,894,0,13,6,7,0,5,4,0,32,4,4,5,3,9,0,0,0,28,0,3,4,4,4,3,3,0,18,0,5,0,3,0,0,0,0,14,0,0,6,3,0,0,0,0,9,6,31,20,21,15,5,8,0,106,7,19,23,15,21,16,14,0,109,13,52
SAL80074,0,9,17,15,8,5,7,0,58,3,15,25,21,7,7,0,0,86,4,11,28,18,24,18,13,4,128,5,11,10,5,0,6,8,4,58,0,0,4,5,7,0,0,0,21,0,9,9,7,4,0,3,0,32,0,6,3,5,8,8,0,4,37,9,21,36,27,18,12,12,0,133,3,21,25,24,15,24,18,3,126,4,3,7,10,6,3,0,0,36,0,3,0,5,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,14,5,6,11,5,6,13,5,0,57,36,123,181,152,108,109,66,15,798,0,13,14,14,13,5,5,0,56,0,3,9,5,3,0,0,0,29,0,5,5,7,0,0,0,0,12,0,3,7,0,3,0,0,0,16,5,6,3,3,0,0,0,0,9,8,24,16,25,10,11,10,3,117,0,10,14,19,18,14,9,12,99,4,33
SAL80075,6,15,14,14,6,12,0,0,61,9,44,56,24,10,8,3,0,156,11,59,39,33,31,32,17,8,228,9,41,24,26,11,18,5,0,136,0,6,4,10,8,0,6,0,38,3,15,19,7,11,8,0,0,55,0,6,14,20,7,9,7,0,64,9,68,54,35,25,23,11,0,221,10,49,60,29,16,21,19,0,206,0,12,16,7,4,6,0,0,53,9,19,14,7,0,3,0,0,52,0,0,0,0,0,0,0,0,3,0,3,4,7,5,6,0,0,28,13,26,26,17,0,3,10,0,107,75,361,352,232,135,144,88,16,1406,4,12,14,7,6,3,0,0,52,8,13,16,6,5,3,0,0,47,3,7,0,6,0,6,4,0,30,3,10,7,3,0,0,0,0,22,0,4,9,10,0,0,0,0,19,20,72,45,39,22,18,12,8,242,3,53,44,24,23,31,16,3,203,24,100
SAL80076,0,5,11,10,20,14,8,6,69,10,22,13,22,11,0,0,0,79,0,17,22,20,19,24,10,11,108,0,9,10,8,10,7,10,0,57,0,0,0,5,9,4,4,4,16,0,12,10,5,3,4,3,4,54,3,0,8,3,4,3,9,6,39,6,20,44,44,31,11,6,4,165,8,18,42,45,36,46,20,7,223,5,4,8,9,8,0,0,0,32,0,4,9,4,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,3,4,3,6,0,0,0,22,0,10,12,12,4,9,5,5,48,35,127,186,187,157,131,67,50,936,4,9,5,6,10,7,0,3,50,0,11,0,5,3,0,0,0,25,0,5,6,0,8,6,0,6,27,0,0,3,4,3,0,0,0,9,0,0,0,4,0,0,0,0,10,9,28,32,26,24,18,16,12,163,0,11,14,18,18,20,20,20,119,7,25
SAL80077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,23,13,6,3,3,0,86,4,26,23,14,0,3,8,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80078,0,0,9,7,13,15,11,4,63,5,8,17,11,21,5,5,0,70,0,16,5,14,25,29,15,6,101,4,4,4,6,10,0,9,0,36,0,0,3,0,3,4,5,0,12,0,13,9,15,11,11,3,0,73,0,7,0,9,0,4,0,0,27,5,21,26,29,31,24,9,3,142,9,14,15,17,21,28,17,3,131,0,0,5,0,0,3,0,0,15,0,0,4,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,5,3,6,7,8,10,6,0,39,19,94,108,123,151,137,82,20,729,4,6,5,7,12,5,3,0,41,0,3,7,7,13,4,5,0,38,0,0,3,0,9,5,0,0,17,0,0,0,0,0,6,0,0,3,0,0,0,0,6,0,0,0,6,3,19,30,24,29,16,12,4,139,0,10,9,13,7,25,19,5,94,4,27
SAL80079,0,11,10,9,6,7,0,0,38,9,22,45,21,19,8,0,0,120,10,43,37,37,54,36,10,10,233,10,42,24,18,16,7,7,0,118,0,0,3,7,7,4,3,0,20,0,13,4,0,0,4,0,0,26,0,10,9,3,0,4,5,0,38,4,24,41,23,33,6,4,3,147,6,28,21,26,19,15,0,0,115,7,9,8,5,5,3,0,0,27,11,17,14,0,8,0,3,0,52,0,0,0,0,0,0,0,0,4,0,4,7,4,3,4,0,0,13,11,8,16,10,6,5,9,0,82,69,221,233,162,180,103,40,20,1038,4,8,0,4,4,3,4,0,28,0,12,10,5,6,0,0,0,36,5,5,7,3,5,3,0,0,26,5,6,0,0,0,0,0,0,16,0,6,0,3,0,0,0,0,8,10,45,39,29,27,11,9,0,164,0,28,24,30,10,12,10,4,111,18,59
SAL80080,0,6,3,0,0,0,0,0,9,0,0,10,0,0,0,0,0,15,0,11,7,8,0,4,0,0,29,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,7,26,7,0,0,0,0,47,4,5,9,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,10,45,66,31,6,4,0,0,160,0,4,5,4,0,0,0,0,8,0,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,12,8,4,0,0,0,0,28,5,8,9,5,0,0,0,0,20,3,10
SAL80081,5,20,28,29,29,25,3,0,150,17,56,64,46,24,25,3,0,241,18,57,64,49,67,72,36,9,364,18,35,32,38,15,37,18,3,193,3,11,12,3,9,10,5,0,54,0,19,21,8,9,10,0,0,68,0,10,15,12,12,20,7,3,82,21,81,95,73,50,45,16,3,385,22,57,64,53,43,52,29,0,326,9,21,22,12,7,3,0,0,79,7,24,13,9,0,6,4,0,68,3,0,0,0,0,0,0,0,5,5,10,7,5,0,5,4,0,37,19,34,23,22,19,23,9,7,147,136,435,463,370,305,327,138,19,2200,0,20,26,21,21,15,4,0,121,3,19,18,10,14,5,0,0,67,0,9,11,6,3,8,0,0,44,0,16,10,0,0,0,0,0,34,0,4,6,9,3,3,0,0,27,20,48,43,29,33,51,22,5,252,7,33,43,48,53,65,17,4,273,25,83
SAL80082,4,32,28,44,40,55,37,6,250,37,95,96,97,73,41,6,0,436,23,118,154,160,91,162,78,15,811,21,89,75,45,52,52,32,6,364,5,7,21,16,23,13,10,0,85,12,47,41,25,29,18,3,0,170,4,18,31,17,24,47,12,4,160,14,89,128,143,106,91,40,4,620,31,85,82,100,95,92,35,6,535,19,44,51,19,22,4,0,4,168,25,22,26,21,20,9,3,0,127,0,0,0,0,0,0,0,0,3,0,9,12,19,12,16,7,3,79,39,63,63,52,31,40,31,8,323,230,714,805,767,621,636,290,60,4128,4,29,44,48,30,21,12,0,188,3,13,19,26,26,15,4,0,109,3,8,14,9,12,9,3,0,53,6,4,10,7,7,3,0,0,33,4,15,11,17,12,6,0,0,63,23,113,124,114,97,96,47,6,629,29,67,110,85,77,129,43,5,545,20,132
SAL80083,5,57,33,20,18,10,11,0,163,16,60,50,33,17,3,0,0,178,11,84,50,40,39,23,8,0,250,7,27,13,6,7,3,13,0,76,0,9,3,6,3,0,0,0,25,0,55,21,10,7,14,0,0,115,0,15,12,12,9,9,3,0,55,21,117,118,88,67,41,7,3,451,38,262,137,61,69,59,22,6,652,7,38,21,19,8,3,0,0,95,4,17,5,6,6,0,0,0,38,0,0,0,0,0,0,0,0,4,4,17,13,9,3,7,0,0,57,25,101,59,43,36,31,15,3,312,135,854,538,339,294,220,85,14,2475,14,51,31,18,10,11,4,0,132,3,13,13,5,4,0,0,0,37,3,15,13,9,3,7,0,0,49,0,14,7,3,0,0,0,0,25,0,5,3,4,4,0,0,0,22,11,102,46,23,35,21,10,0,252,5,47,29,27,33,46,17,0,210,28,168
SAL80084,0,6,9,10,7,8,9,0,43,5,18,37,17,15,7,0,0,92,4,41,32,33,35,35,12,0,196,9,28,25,25,13,7,4,0,104,5,4,11,7,6,0,4,0,38,0,9,5,0,0,0,0,0,20,3,7,13,17,8,3,0,0,47,4,29,34,26,16,8,14,0,130,0,18,23,26,17,13,13,0,107,5,3,12,3,4,3,0,0,31,0,12,9,5,3,6,0,0,40,0,0,0,0,0,0,0,0,0,0,4,3,6,4,0,0,0,13,9,24,22,13,7,0,0,3,80,46,196,225,190,124,88,55,13,937,0,11,9,11,12,7,0,0,47,3,0,8,5,0,6,0,0,24,0,4,3,4,0,0,0,0,14,0,0,3,4,4,0,0,0,12,0,11,11,5,0,0,0,0,26,5,30,17,22,24,14,0,3,116,0,22,31,25,20,22,8,0,130,3,48
SAL80085,3,25,12,6,0,3,0,0,54,28,90,32,16,5,0,0,0,166,14,60,30,4,3,4,0,0,122,9,21,9,5,0,0,0,0,47,0,8,0,0,0,0,0,0,9,7,32,8,6,4,0,0,0,53,0,16,5,4,0,0,0,0,24,25,124,44,11,4,4,0,0,214,19,30,24,12,7,3,0,0,103,5,16,11,4,0,0,0,0,34,9,15,3,8,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,12,22,38,27,3,0,3,0,0,88,144,475,202,75,41,20,6,0,959,0,18,10,3,4,0,0,0,36,4,16,16,3,0,0,0,0,43,0,13,9,0,0,0,0,0,28,0,10,0,0,0,0,0,0,18,0,8,0,3,0,0,0,0,11,28,71,27,9,0,0,0,0,140,9,30,21,3,5,0,0,0,73,37,118
SAL80086,10,45,32,22,22,8,3,0,140,17,73,25,28,16,6,3,0,154,11,54,43,27,27,27,16,11,212,5,23,8,7,11,18,4,0,82,3,12,13,3,10,4,3,3,44,9,26,13,15,11,3,5,0,75,4,25,16,10,8,5,3,0,73,21,101,64,37,23,22,9,3,281,26,136,86,66,48,47,11,3,426,11,25,25,8,5,6,0,0,86,8,10,10,3,0,0,0,0,36,4,0,0,0,0,0,0,0,3,0,10,5,8,0,4,0,3,40,23,51,33,17,4,17,22,26,190,142,579,362,267,193,167,77,52,1841,15,51,19,19,15,5,0,0,126,8,17,15,12,4,0,0,0,53,0,15,8,6,0,0,0,4,31,0,9,7,4,3,0,0,0,30,3,17,12,3,4,0,0,0,40,19,40,25,26,21,19,15,7,168,7,44,33,25,22,25,18,10,182,30,137
SAL80087,5,12,14,12,14,5,3,0,69,14,38,34,10,11,0,3,0,112,3,26,29,14,24,12,19,13,134,6,17,5,12,11,8,8,0,61,0,4,0,8,6,0,3,0,19,0,15,15,4,4,5,4,0,51,0,4,8,5,4,0,0,3,34,4,55,42,30,13,12,4,5,163,16,32,46,36,25,13,14,4,184,0,10,14,6,0,0,0,0,32,6,7,6,3,3,0,0,0,33,0,3,0,0,0,0,0,0,3,0,0,7,4,4,0,0,0,19,11,23,12,11,8,5,9,6,88,69,254,221,156,123,70,66,37,998,5,13,16,8,4,4,0,0,60,0,16,4,0,7,6,0,0,33,0,10,4,3,0,0,3,0,30,0,5,3,0,0,0,0,0,8,0,4,3,4,0,0,0,0,15,12,42,20,22,14,13,13,5,147,4,26,21,19,14,18,17,0,120,9,69
SAL80088,0,4,6,6,13,7,0,0,27,0,4,10,8,10,9,0,0,32,0,17,24,16,12,14,4,3,94,4,7,6,10,4,0,0,0,32,0,0,3,5,0,0,0,0,6,0,0,0,5,0,0,0,0,9,0,0,0,4,3,8,0,0,11,0,6,17,18,21,11,0,0,73,4,13,8,7,8,10,3,0,54,0,0,4,0,0,0,0,0,9,0,4,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,12,0,5,0,0,0,3,0,0,10,10,64,79,73,70,62,14,5,373,0,3,3,4,0,0,0,0,21,0,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,8,0,0,3,3,0,0,0,0,5,0,0,0,10,0,0,0,0,5,8,5,14,9,14,14,0,0,57,0,6,10,9,10,9,0,0,46,7,11
SAL80089,5,11,15,18,13,9,3,0,76,6,53,81,27,11,6,3,0,188,13,66,81,61,36,35,19,4,309,17,48,29,22,16,14,6,0,155,0,17,15,20,8,0,0,0,62,5,18,15,16,13,7,0,0,74,0,12,19,10,7,15,0,0,59,13,60,102,67,28,20,6,0,295,9,51,93,44,23,29,7,3,245,7,16,23,4,5,3,0,0,64,9,25,36,11,3,0,5,0,91,0,0,0,0,0,0,0,0,0,0,0,13,3,0,5,0,0,31,10,15,34,15,19,5,7,4,114,85,397,557,320,180,146,59,12,1755,5,20,26,12,4,3,0,0,78,0,19,16,8,10,0,0,0,63,0,6,3,3,5,6,3,0,21,0,3,7,7,0,0,0,0,18,0,5,3,5,3,0,0,0,29,11,80,65,30,32,15,12,0,248,9,52,94,36,25,23,14,0,252,21,126
SAL80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80091,3,11,13,16,17,13,7,0,81,14,19,28,13,10,5,5,0,95,3,33,23,15,17,16,10,4,117,0,13,14,5,6,5,13,4,60,0,6,7,0,7,0,4,0,20,5,5,5,8,0,0,3,0,30,0,12,8,10,0,7,3,0,48,6,30,32,30,20,11,5,0,134,10,31,29,27,25,26,13,6,160,8,11,3,3,7,0,4,0,39,3,14,4,10,5,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,18,18,27,14,13,20,3,9,0,112,80,219,183,145,129,93,76,17,935,3,22,24,18,9,0,4,0,67,9,12,18,9,0,4,0,0,46,0,3,8,0,0,4,0,0,14,0,0,0,0,0,0,0,0,4,0,4,4,3,0,0,0,0,17,16,35,19,8,15,7,11,0,113,9,22,17,17,18,17,12,3,120,12,51
SAL80092,0,8,12,11,6,7,10,0,56,11,52,35,9,18,6,5,0,134,3,33,22,24,16,18,19,8,142,4,17,14,12,14,3,7,0,75,0,7,0,3,7,0,6,0,19,4,12,22,12,11,4,0,4,69,0,11,13,5,0,10,3,0,39,7,48,35,34,25,26,13,5,186,4,24,40,35,30,27,17,4,176,4,5,7,9,6,0,0,0,28,5,12,3,8,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,3,7,0,4,0,3,0,19,3,18,21,9,10,5,0,0,75,51,244,222,164,159,113,86,28,1058,0,13,15,17,9,0,7,0,55,3,19,12,4,0,6,0,0,32,0,0,3,3,0,0,0,0,8,0,3,0,4,4,0,0,0,14,3,0,3,9,0,0,0,0,14,17,68,36,26,29,11,13,4,195,4,10,17,14,22,21,28,7,124,15,58
SAL80093,0,4,3,9,6,11,0,0,37,6,18,26,20,18,4,0,0,92,5,14,13,26,23,22,9,7,121,9,24,13,21,5,15,0,4,86,0,5,0,3,7,3,0,0,25,4,3,7,0,6,0,5,0,19,0,3,7,0,9,6,0,0,25,7,24,29,30,20,16,0,0,127,4,12,11,15,25,24,9,0,101,5,9,6,0,0,5,0,0,23,7,3,5,4,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,15,6,16,11,6,5,7,3,0,53,45,137,133,137,132,125,33,6,742,0,3,10,10,11,6,0,0,42,0,4,3,9,6,7,0,0,36,0,4,3,0,0,3,4,0,19,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,11,0,14,13,13,21,9,5,0,81,3,14,21,14,25,25,8,0,121,6,31
SAL80094,3,8,14,10,4,13,9,0,71,12,19,24,19,8,9,0,0,93,8,14,27,30,27,23,18,5,154,7,14,13,12,12,5,6,0,72,0,8,8,3,6,5,3,0,25,3,9,0,7,9,0,0,0,28,0,3,14,8,9,3,3,0,44,11,14,40,30,14,17,11,0,138,4,20,30,26,17,30,13,0,145,3,7,8,3,0,0,0,0,28,0,6,3,3,0,0,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,0,17,9,11,6,11,7,8,6,0,64,70,144,198,172,121,121,82,10,916,0,7,11,7,7,9,3,0,49,4,5,4,3,4,0,4,0,23,0,0,3,0,0,0,0,0,12,0,4,4,0,0,0,0,0,6,0,3,5,0,0,6,0,0,14,3,27,21,15,18,21,9,0,109,4,12,30,21,16,24,13,5,122,7,26
SAL80095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
