SAL_CODE_2021,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
SAL80054,0,4,9,6,0,12,0,12,0,42,5,17,45,24,10,16,12,11,0,129,34,82,61,26,22,24,16,29,9,305,54,91,42,17,28,4,15,15,13,273,45,68,29,16,18,4,13,10,7,219,38,46,22,7,21,9,21,22,9,191,6,14,4,4,0,0,3,8,0,43,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,187,324,210,100,106,61,78,105,33,1206,0,4,4,15,8,28,0,3,0,70,0,20,3,34,31,21,0,4,0,124,37,92,13,40,47,8,4,18,11,257,51,112,12,25,51,5,4,11,9,281,48,60,3,38,59,9,0,6,3,227,26,60,4,21,78,12,6,12,3,212,0,7,0,4,10,7,0,0,0,37,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,162,355,45,182,289,89,11,55,22,1208
SAL80055,0,0,10,14,0,16,0,12,0,54,0,7,30,8,9,10,5,0,4,71,26,46,76,27,13,15,16,23,0,235,38,63,53,22,18,11,6,25,3,232,47,61,43,5,25,5,8,10,7,218,28,33,21,7,16,9,8,7,0,129,9,12,4,0,4,4,4,4,0,33,3,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,151,239,229,82,78,67,47,80,13,986,0,0,3,19,8,25,3,4,0,61,4,18,8,18,19,11,0,0,0,87,29,64,8,19,41,10,0,7,0,178,52,88,7,21,44,6,0,5,0,222,40,62,8,20,53,6,0,3,9,200,25,43,4,12,36,4,0,0,4,129,0,7,0,0,8,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,287,38,119,203,70,3,21,10,900
SAL80056,0,0,15,18,4,16,4,25,0,79,10,18,22,11,5,20,3,7,0,89,38,48,27,15,23,17,8,7,7,188,104,164,42,25,22,11,6,13,0,386,129,119,32,24,29,7,6,7,11,370,37,38,10,6,10,5,8,0,0,120,5,7,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,403,149,100,90,84,37,69,22,1263,0,8,0,33,3,36,0,9,0,95,0,16,8,22,31,19,0,3,0,92,36,70,6,13,43,13,0,4,3,199,101,191,14,26,86,11,0,0,8,432,75,113,8,31,79,9,0,3,5,317,26,30,4,13,32,0,0,0,4,106,0,6,3,3,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,431,37,138,280,84,3,24,26,1263
SAL80057,0,0,0,7,0,8,0,8,0,21,3,14,4,8,4,4,4,0,0,41,23,63,7,3,19,4,0,3,3,129,26,25,6,0,7,0,0,0,7,73,50,51,3,6,5,7,0,0,0,123,38,50,0,5,0,0,5,3,0,107,18,20,0,0,0,9,0,0,3,55,4,10,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,163,234,22,24,34,37,9,15,18,558,0,5,0,3,5,3,0,0,0,13,4,14,0,0,8,3,0,0,0,34,35,63,0,6,19,3,0,0,3,130,15,47,4,4,21,5,0,0,3,97,33,44,0,4,24,4,0,0,0,120,27,37,0,3,24,0,0,0,0,90,4,15,0,0,9,3,0,0,0,30,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,127,225,11,24,101,25,0,0,12,519
SAL80058,0,0,9,14,7,13,3,15,0,62,16,43,30,31,27,40,12,28,6,228,92,222,130,74,79,70,62,64,12,825,146,245,90,49,62,17,20,25,22,684,105,128,54,13,48,8,14,20,6,405,27,44,22,7,21,0,4,15,4,155,0,8,4,0,0,0,3,0,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,391,697,344,200,243,150,116,168,65,2372,4,0,0,38,3,30,0,12,3,92,11,42,9,76,45,47,4,13,6,256,86,259,40,143,120,65,6,46,17,782,112,212,20,75,118,13,0,18,12,583,63,93,23,39,71,13,0,14,9,329,15,41,3,15,28,5,0,9,0,122,6,0,7,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,660,102,384,390,180,9,114,39,2181
SAL80059,0,0,10,4,3,7,3,15,0,42,0,6,15,11,4,5,0,6,0,50,6,12,30,0,11,0,4,19,0,79,28,42,27,11,9,5,11,4,4,134,27,33,21,10,19,0,7,7,0,129,19,32,9,5,5,0,3,5,3,81,3,15,8,4,0,0,4,3,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,87,142,116,40,42,24,34,57,12,559,0,0,3,12,3,11,0,0,0,31,5,4,4,12,6,3,0,0,0,39,10,22,4,15,17,3,0,0,4,70,35,40,5,9,29,7,0,0,3,127,30,48,3,15,28,4,0,0,0,130,10,20,0,6,24,4,0,0,3,70,9,8,0,6,9,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,144,28,69,113,27,5,6,11,495
SAL80060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5
SAL80061,0,0,3,11,0,13,0,5,0,42,0,14,10,5,16,10,0,8,0,66,16,53,18,7,11,6,9,9,0,134,52,129,13,12,13,0,5,9,11,247,64,80,21,4,12,8,0,0,9,197,30,56,16,5,9,4,5,0,0,125,9,19,5,0,6,0,5,0,5,46,3,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,174,357,86,58,60,40,24,41,19,873,0,0,0,18,8,14,0,7,0,42,6,13,0,21,13,13,0,3,0,65,14,68,5,21,20,4,0,4,6,144,54,129,4,19,36,3,0,6,4,257,53,91,0,22,28,0,0,0,5,211,18,55,0,9,29,4,0,6,0,121,6,27,0,4,4,0,0,0,0,44,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,153,376,14,105,148,42,0,22,17,888
SAL80062,0,0,12,7,0,4,0,19,0,44,3,7,23,4,5,10,0,7,0,59,16,28,51,8,21,4,8,10,3,157,28,52,46,7,12,5,9,10,0,171,33,28,31,8,20,3,9,18,4,149,29,17,26,5,12,4,16,10,4,122,0,3,7,0,6,3,5,10,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,138,214,37,77,30,53,77,15,747,4,0,0,12,3,18,0,4,0,41,0,11,3,17,15,13,0,0,0,60,25,49,6,16,39,9,0,0,9,151,40,59,0,14,50,7,3,0,4,176,31,35,5,10,39,7,0,7,4,145,11,27,0,19,46,3,0,4,0,117,0,0,0,6,9,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,188,28,97,188,55,5,31,12,707
SAL80063,0,0,9,8,0,9,3,6,0,34,0,9,13,10,3,3,9,7,0,51,29,50,57,24,14,13,3,15,6,209,63,67,67,18,16,0,4,9,3,251,39,43,33,4,18,6,3,13,3,158,17,39,20,9,4,7,6,8,0,96,7,11,5,0,4,3,5,0,0,39,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,163,214,200,68,58,37,29,62,19,848,3,4,0,16,3,15,0,0,4,48,3,11,0,21,9,0,0,0,0,54,27,70,9,26,39,5,0,0,4,190,46,86,13,20,53,8,0,5,4,225,44,51,6,11,39,3,0,0,8,166,18,32,8,12,31,0,0,3,0,110,0,9,0,6,11,6,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,266,35,114,189,45,0,15,18,829
SAL80064,0,6,39,13,0,24,6,28,0,112,3,20,87,27,19,25,23,22,6,229,44,95,147,33,53,17,28,41,14,469,90,114,64,28,50,13,35,21,11,421,114,93,84,26,58,15,37,21,18,454,71,76,59,26,46,14,34,30,5,365,18,11,13,0,3,10,12,4,3,75,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,343,415,483,150,228,123,165,163,53,2132,3,0,17,31,16,58,0,12,0,140,15,29,14,67,60,25,0,3,0,214,50,143,24,59,147,28,6,0,14,473,93,148,15,42,113,18,4,14,4,448,119,129,10,50,156,15,0,10,10,514,48,77,8,44,126,26,3,18,3,350,9,13,3,11,18,10,0,0,6,64,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,333,533,94,308,646,169,16,63,44,2206
SAL80065,0,0,8,8,5,8,8,14,0,46,0,9,14,10,3,10,8,14,0,72,29,54,35,20,8,8,4,14,4,172,39,60,42,18,26,3,5,9,3,208,40,29,16,10,15,3,7,16,0,140,32,35,20,4,13,0,5,6,0,117,7,13,0,3,7,9,0,0,0,39,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,149,198,144,65,66,45,29,74,20,794,5,0,4,13,5,19,0,6,0,47,5,14,8,18,19,3,0,5,6,69,35,68,6,14,40,7,0,3,6,189,37,66,3,27,43,0,0,0,9,181,40,49,4,17,32,6,0,10,4,167,24,35,3,13,30,0,7,3,0,119,0,12,0,8,12,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,245,24,125,179,41,7,25,21,805
SAL80066,0,0,0,4,0,3,0,4,0,19,8,28,33,13,16,16,11,10,4,131,68,135,96,38,48,25,28,25,7,466,46,106,37,17,32,10,12,9,6,271,48,50,25,7,17,6,5,9,0,170,27,38,15,12,15,6,14,9,3,126,4,19,0,5,4,4,3,0,0,42,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,199,371,203,100,127,64,66,74,19,1235,0,0,0,9,0,13,0,4,0,30,7,44,16,34,33,17,0,6,0,164,48,155,13,75,103,17,0,0,8,433,46,62,11,24,54,12,0,5,15,231,40,48,4,17,51,3,0,4,4,179,15,30,4,16,56,14,0,8,0,138,5,9,0,4,14,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,349,49,190,314,79,3,24,26,1207
SAL80067,4,5,6,18,0,23,0,20,0,78,11,46,16,17,21,19,0,5,0,132,71,232,41,32,52,16,11,23,4,474,87,141,19,16,15,9,3,3,11,311,116,125,25,11,20,13,6,4,7,324,81,71,12,8,20,7,0,5,6,211,22,44,4,5,3,3,6,0,3,88,3,6,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,389,668,122,105,136,96,30,58,28,1634,0,4,0,25,7,18,0,7,0,65,5,54,9,31,22,12,0,5,3,140,74,252,12,53,65,13,0,11,13,490,110,125,12,18,42,5,5,0,6,318,84,116,5,17,49,8,0,0,5,283,54,85,0,11,39,8,0,0,6,207,5,27,0,0,11,4,0,0,0,56,4,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,353,669,41,151,234,77,7,29,31,1578
SAL80068,0,0,9,16,8,15,4,24,0,73,12,52,90,49,28,31,8,26,11,314,136,264,201,90,80,74,69,100,21,1040,109,204,124,34,42,23,21,47,20,620,122,118,65,20,42,13,22,28,8,439,51,76,35,12,27,4,6,21,0,241,5,13,5,4,0,3,3,9,0,40,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,438,727,524,234,226,166,134,254,62,2773,3,4,0,37,16,40,0,15,0,116,21,46,19,98,70,40,0,12,10,323,78,262,43,209,154,90,6,52,9,902,98,162,21,82,106,23,0,18,8,533,72,121,15,43,98,14,0,17,8,380,20,42,9,21,52,9,3,17,4,166,4,13,3,6,11,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,648,115,494,497,223,13,130,39,2455
SAL80069,0,0,4,11,0,15,0,12,0,42,4,5,9,8,5,8,0,0,0,48,17,59,23,12,8,0,4,13,3,134,66,89,14,7,12,3,0,5,5,199,77,76,22,8,19,0,0,6,3,211,35,47,10,3,7,0,8,0,0,108,0,10,0,0,0,0,4,0,0,21,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,194,286,82,50,62,29,19,32,14,761,0,0,0,18,3,23,0,5,0,56,0,15,3,25,9,14,0,3,0,71,21,71,3,12,23,6,0,3,0,131,71,95,4,10,28,6,0,5,0,216,91,97,4,5,29,4,0,0,0,237,31,53,5,3,20,8,0,0,0,121,3,16,0,6,9,3,0,0,0,26,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,220,349,15,85,114,51,0,12,9,863
SAL80070,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,0,0,0,0,9,4,5,3,0,0,0,0,0,0,11,8,4,4,0,0,0,0,0,0,22,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,17,22,8,6,3,3,5,8,0,70,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,11,4,9,0,0,10,0,0,0,0,24,0,5,0,0,4,0,0,0,0,12,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28,3,10,26,9,0,0,3,77
SAL80071,0,0,9,21,6,23,3,26,3,98,14,39,49,37,18,40,9,19,4,226,104,231,140,65,61,51,33,57,35,771,201,260,99,41,58,18,12,31,18,746,159,174,57,42,28,15,14,13,15,509,45,53,18,9,19,3,14,10,10,176,7,4,3,5,5,0,0,0,0,23,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,531,762,368,222,192,147,84,151,79,2539,4,7,0,31,9,50,0,8,0,112,17,63,23,65,43,48,0,9,0,269,80,238,32,107,109,50,4,24,30,679,129,242,21,68,150,27,0,13,16,680,91,139,15,55,95,24,0,14,9,442,20,30,8,21,40,8,0,9,4,144,4,5,0,0,7,0,0,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,730,100,356,452,202,9,87,56,2337
SAL80072,0,7,8,12,4,21,0,8,0,53,6,10,15,19,6,6,0,5,0,74,27,42,22,8,6,10,14,18,8,149,33,47,24,10,15,8,5,13,3,153,53,62,18,13,16,5,4,3,0,172,21,34,15,3,15,7,6,0,0,97,11,12,3,0,3,0,4,0,0,37,3,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,148,217,111,63,65,56,31,55,15,757,0,0,3,20,8,14,0,5,0,43,10,14,0,21,19,8,0,0,3,66,14,42,15,27,24,7,0,8,0,149,44,48,3,17,25,8,0,0,0,146,45,74,4,17,36,3,0,0,0,178,27,48,0,12,11,5,0,3,3,109,3,17,0,0,4,9,0,0,0,30,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,146,244,33,116,121,40,0,18,10,734
SAL80073,0,0,13,7,0,13,0,16,0,52,0,6,15,9,4,13,3,13,5,59,19,54,60,15,16,5,10,11,4,195,41,74,40,7,16,7,10,14,5,210,38,58,31,7,15,13,13,20,0,195,16,26,23,8,12,0,7,12,4,113,0,5,10,3,0,0,0,6,0,27,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,118,213,191,63,67,47,50,93,14,855,0,0,6,12,0,18,0,8,0,43,4,8,5,15,17,12,0,0,0,61,44,74,9,32,42,12,0,11,3,220,39,62,8,21,46,11,0,4,4,200,23,53,9,20,47,8,0,8,7,170,19,23,0,22,25,4,0,9,3,99,0,8,0,0,7,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,225,32,119,185,65,0,43,11,817
SAL80074,4,0,9,6,0,12,0,10,0,39,3,12,22,6,8,4,3,0,0,51,14,36,27,19,12,8,7,7,5,135,47,76,26,6,17,4,4,9,12,197,48,63,22,3,15,0,3,7,3,166,13,31,8,4,12,0,0,6,4,77,9,12,7,0,4,0,5,0,0,32,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,140,223,109,46,61,26,24,41,28,707,0,0,0,11,8,14,0,4,4,38,0,9,7,22,12,4,0,0,3,56,20,66,10,11,38,8,6,9,3,158,57,85,3,7,23,5,0,4,6,182,49,61,8,12,34,7,0,0,6,185,17,30,5,5,29,5,0,3,0,97,0,5,0,0,6,4,0,0,0,19,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,151,259,25,67,147,46,6,18,23,739
SAL80075,0,0,11,13,0,17,4,17,0,63,3,17,37,24,3,10,3,13,4,115,45,108,102,32,36,27,24,34,14,422,68,117,61,32,43,10,22,20,9,390,45,55,62,21,36,15,20,20,4,271,18,32,23,18,11,6,15,14,8,134,10,12,3,3,0,0,6,5,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,336,307,139,136,78,92,123,37,1439,0,0,0,24,3,27,0,6,0,66,8,15,6,35,39,20,0,0,0,135,67,141,22,64,94,19,0,11,6,427,69,133,16,48,77,18,0,3,9,365,51,77,15,35,75,20,0,6,3,273,12,37,7,22,43,7,5,7,0,141,0,9,0,4,7,4,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,205,424,61,231,337,104,8,39,24,1440
SAL80076,0,4,5,8,3,4,0,8,4,40,0,17,4,15,12,3,3,15,0,71,17,43,23,6,11,7,3,13,3,133,72,54,11,15,17,3,0,5,5,180,67,79,10,8,11,4,0,3,5,179,31,52,7,3,9,4,3,3,3,119,9,19,5,0,0,0,4,0,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,194,265,64,55,57,27,21,49,14,759,0,5,0,17,9,21,0,7,0,53,0,21,0,24,13,5,0,3,0,72,19,58,8,19,22,3,0,9,4,138,56,83,6,10,20,3,0,3,6,190,48,84,0,13,32,3,0,0,5,184,33,54,0,14,17,4,0,5,0,125,5,12,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,158,308,23,100,112,46,4,25,11,788
SAL80077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL80078,0,6,3,3,0,5,0,8,0,25,0,8,8,6,5,4,0,0,0,41,12,40,12,8,8,4,4,4,0,100,32,38,7,8,9,0,7,6,5,106,36,48,8,3,13,0,4,7,3,116,35,53,8,3,7,7,0,4,4,119,10,17,4,0,3,0,0,0,0,33,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,134,201,54,36,47,22,21,25,12,550,0,0,0,10,3,14,0,0,0,29,0,15,4,13,18,8,0,0,0,48,15,36,0,10,11,6,0,3,0,83,32,60,5,8,19,0,0,0,4,132,29,55,0,13,31,0,0,0,0,123,21,47,4,6,28,0,0,0,0,115,6,11,3,0,16,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,98,224,22,61,118,28,0,10,0,566
SAL80079,0,3,7,8,4,14,3,15,0,54,4,7,44,20,9,12,4,10,4,102,38,54,86,24,21,13,21,31,4,290,47,68,60,23,20,12,19,26,7,285,37,35,44,14,22,9,22,16,3,200,22,28,36,15,23,5,27,15,4,172,3,5,3,3,0,0,6,0,0,24,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,153,203,284,107,99,68,97,117,19,1134,0,0,9,23,0,28,0,4,0,59,3,10,9,28,28,11,0,3,3,98,33,93,17,54,81,13,5,3,7,304,55,69,17,32,61,7,0,4,6,250,45,61,5,17,60,12,3,11,6,220,18,38,3,34,56,10,0,12,0,183,0,6,0,0,7,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,285,51,194,306,78,7,39,24,1139
SAL80080,0,0,0,0,0,3,0,7,0,6,0,3,5,0,7,0,0,0,0,12,3,11,18,0,6,0,0,4,4,54,16,22,9,7,8,0,5,5,0,70,5,9,10,0,10,0,4,0,0,31,0,3,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,40,44,14,28,5,10,22,9,180,0,0,0,5,0,10,0,0,0,12,0,0,0,4,3,4,0,0,0,16,3,21,3,15,14,3,0,0,0,60,13,22,0,19,21,0,0,3,0,77,7,9,0,4,9,0,0,4,0,34,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,60,4,42,52,12,0,13,3,200
