SAL_CODE_2021,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
SAL80027,0,0,0,3,0,0,0,4,0,16,29,145,29,51,52,27,7,7,9,351,199,559,78,67,114,30,14,27,16,1101,143,227,24,19,34,9,3,11,10,489,71,78,9,20,17,5,5,5,8,204,47,55,7,8,13,3,3,3,3,145,13,13,3,0,0,0,0,4,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,502,1084,154,167,228,78,33,58,46,2355,0,3,0,9,6,9,0,0,0,26,26,188,13,91,125,39,0,10,14,494,199,573,35,75,159,34,3,12,18,1107,143,169,10,13,53,3,0,11,9,409,71,64,3,9,29,3,0,3,5,186,23,46,0,10,18,0,0,0,0,108,3,10,0,3,8,0,0,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,469,1053,65,215,391,92,3,33,38,2365
SAL80028,0,3,5,26,8,34,3,25,0,113,27,83,52,78,41,62,11,50,10,408,84,285,116,103,83,51,23,66,25,844,94,187,41,18,38,16,11,22,5,435,80,95,18,7,28,8,7,7,6,256,42,66,6,0,12,5,0,8,0,140,15,20,3,0,5,4,4,0,0,53,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,353,752,243,242,210,174,58,170,54,2261,0,10,7,92,14,61,0,6,0,197,26,112,20,184,82,129,4,25,5,596,87,311,43,120,122,59,0,35,21,790,96,179,14,26,74,10,0,6,3,407,46,107,8,20,44,8,0,4,8,242,29,58,6,12,35,0,0,3,3,146,5,10,0,4,16,0,0,0,0,40,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,286,792,99,466,377,269,13,80,48,2434
SAL80029,3,0,20,14,4,15,8,20,0,75,3,17,46,20,5,18,11,23,5,142,40,69,118,28,37,19,20,28,5,357,60,81,76,21,37,7,20,16,12,330,76,80,66,33,33,12,18,11,4,332,54,52,41,18,34,12,15,24,8,260,11,18,9,4,8,4,10,9,0,71,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,316,369,135,155,89,96,127,37,1574,0,0,3,27,11,48,0,6,0,98,7,24,13,32,40,28,4,4,4,154,46,103,27,46,115,21,0,10,7,366,72,94,8,41,77,10,0,5,7,308,75,92,14,36,95,5,0,11,10,329,38,80,9,25,97,21,8,8,10,292,6,10,0,0,17,0,0,0,0,45,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,244,409,67,206,445,130,8,52,34,1594
SAL80030,249,20,3,20,0,22,0,14,0,329,424,115,14,90,35,8,0,10,23,716,136,177,35,56,37,9,0,17,10,476,105,109,15,26,12,3,4,5,10,292,122,89,10,15,26,0,4,4,8,280,79,70,12,4,17,8,4,5,9,201,20,40,3,0,4,0,0,0,4,69,4,10,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1136,634,92,213,128,55,20,51,57,2382,95,11,6,33,5,32,0,7,0,181,158,81,5,68,50,16,0,0,13,399,81,175,4,28,60,18,0,14,7,388,89,105,6,21,45,7,0,0,5,280,113,95,9,15,33,7,0,0,10,283,52,62,3,8,32,6,0,0,6,171,8,26,3,0,0,0,0,0,0,35,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,592,562,38,176,228,90,7,21,34,1744
SAL80031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,5,0,0,8,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,5,10,3,0,0,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,10,0,5,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,3,3,3,0,0,0,0,32
SAL80032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80033,3,0,10,15,0,21,3,21,0,79,0,20,36,12,12,17,9,9,5,132,74,103,107,43,35,38,48,34,9,497,149,234,112,48,77,17,24,21,13,692,78,85,40,24,42,15,15,16,14,327,33,36,18,12,20,3,3,10,5,141,10,7,4,0,5,3,0,8,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,493,327,157,195,107,106,116,47,1900,0,5,0,17,13,51,0,7,0,90,10,20,4,33,48,13,0,6,0,143,73,185,20,86,102,31,3,13,12,535,139,200,28,59,160,17,0,11,19,628,68,87,19,33,86,11,0,13,5,317,21,39,5,10,43,8,0,10,0,142,3,0,0,4,6,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,536,84,253,459,132,3,53,43,1872
SAL80034,0,0,12,13,0,16,0,8,0,56,0,5,20,5,3,4,8,9,0,52,4,28,11,6,5,9,0,4,0,69,47,66,14,3,6,8,0,0,0,144,58,86,13,12,4,3,6,5,0,188,37,65,8,0,5,0,3,4,5,123,13,27,4,0,3,4,4,0,0,50,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,165,269,84,48,31,42,16,24,13,691,0,0,3,19,7,18,0,3,0,52,0,11,4,6,21,5,0,0,0,50,8,30,0,12,14,4,0,0,0,69,54,71,0,6,21,3,0,0,6,166,53,70,0,14,48,4,0,0,3,205,30,39,3,12,23,4,0,0,6,124,3,8,0,5,7,0,0,3,0,31,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,150,240,9,75,148,45,0,13,24,701
SAL80035,0,0,5,5,0,6,3,10,0,34,7,9,24,4,0,10,4,9,0,58,22,41,65,19,15,11,19,14,9,212,25,40,47,32,13,13,15,13,4,197,24,25,41,13,27,4,10,13,3,158,3,14,19,0,10,7,7,13,0,72,4,7,5,3,3,0,5,5,3,29,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,85,134,209,73,70,39,67,76,19,773,0,0,0,8,0,10,0,8,0,27,12,9,6,21,12,9,0,3,0,61,25,50,15,28,45,9,0,8,8,185,30,50,11,37,51,15,0,10,9,214,18,34,5,31,44,8,3,0,0,153,10,14,4,16,23,9,0,7,0,83,0,4,0,0,4,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,163,40,144,178,53,5,39,17,741
SAL80036,0,0,3,6,4,8,3,5,0,36,4,13,14,10,7,4,4,9,0,64,24,63,36,16,13,16,7,42,3,225,56,59,18,10,11,3,4,14,3,174,41,35,24,7,6,3,9,8,6,140,20,29,11,4,9,3,3,5,0,90,8,5,4,0,7,0,4,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,142,211,112,58,55,46,26,81,21,753,0,0,3,11,0,17,0,0,0,35,3,16,0,18,11,7,0,3,0,67,27,93,4,30,28,10,0,23,7,225,45,79,3,19,30,4,0,12,0,190,37,57,7,9,26,4,0,0,0,138,19,25,0,14,18,8,0,0,0,84,0,3,0,5,10,0,0,0,0,17,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,128,274,26,106,124,57,0,40,12,757
SAL80037,0,0,13,6,0,22,7,13,3,72,5,3,46,17,10,16,9,15,4,125,30,51,105,27,26,18,15,26,7,301,50,85,73,20,24,10,25,24,10,314,53,47,68,16,34,6,21,12,7,268,46,44,40,11,22,8,37,19,7,238,4,20,15,3,5,6,11,4,0,68,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,189,254,357,102,121,93,124,121,40,1396,0,4,8,27,8,18,4,4,0,76,6,15,12,27,30,15,0,3,3,114,33,85,11,41,87,25,3,11,11,297,55,86,9,28,76,13,0,6,13,287,60,68,7,27,78,9,3,12,3,270,40,44,5,38,82,16,0,24,10,255,3,14,0,10,15,3,0,7,0,50,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,203,314,50,198,372,100,14,71,41,1360
SAL80038,0,11,3,31,8,21,3,12,0,97,24,86,9,39,26,30,4,12,5,243,118,304,46,33,55,13,4,21,6,600,79,108,21,8,22,0,5,6,7,255,59,72,7,7,13,6,0,4,9,165,32,39,3,5,8,4,0,0,0,98,13,12,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,318,639,95,127,140,80,10,53,37,1490,8,25,0,71,15,52,0,11,0,180,20,99,11,90,52,54,0,5,6,326,79,283,14,33,69,31,3,11,13,531,42,67,6,16,33,8,0,0,5,174,26,49,0,11,21,0,0,5,0,115,23,41,4,3,15,3,0,0,5,84,6,4,0,6,7,0,0,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,201,568,38,219,216,142,4,29,30,1439
SAL80039,0,0,25,14,7,21,6,29,0,102,5,24,60,20,17,17,7,22,3,162,29,47,88,26,30,7,13,21,11,268,60,69,61,23,26,11,18,10,3,278,75,78,58,25,47,9,19,10,12,343,51,41,41,10,43,6,26,22,4,244,5,11,5,0,7,4,6,9,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,269,333,113,169,87,93,117,35,1452,3,6,4,23,0,53,0,15,3,109,11,19,9,30,37,17,0,3,4,121,27,79,11,37,74,17,0,0,5,257,64,93,6,35,86,7,3,11,10,307,76,102,6,47,127,9,0,7,8,376,32,50,9,33,88,10,0,9,4,232,4,7,0,0,13,6,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,350,44,207,422,127,8,42,23,1430
SAL80040,0,4,4,8,0,8,0,6,0,32,3,10,12,9,4,12,0,7,0,52,22,44,22,11,6,3,8,11,3,128,46,76,12,11,13,7,0,11,0,185,57,97,22,10,12,0,0,3,4,204,14,45,8,3,11,0,0,4,0,88,7,7,5,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,150,273,82,58,52,32,19,42,13,715,0,4,0,9,7,10,0,6,0,35,3,15,0,14,10,10,0,0,0,47,31,74,8,25,28,4,0,5,0,175,56,91,6,16,22,0,0,4,7,201,56,85,3,5,25,3,0,7,3,198,23,39,3,12,26,9,0,4,5,108,0,22,0,5,3,3,0,0,0,34,4,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,174,331,25,78,124,39,4,22,12,809
SAL80041,0,0,6,13,0,13,5,11,4,60,12,27,35,17,6,15,8,6,3,123,69,184,82,51,44,24,18,33,11,519,115,196,58,30,38,16,14,17,10,479,64,86,29,9,13,7,12,8,3,215,8,23,11,4,13,5,0,3,0,68,3,4,3,0,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,511,216,131,117,79,57,84,28,1478,0,5,0,18,5,16,0,4,0,46,4,38,6,37,30,11,0,7,3,145,53,259,19,65,106,31,0,19,20,569,74,182,10,62,70,16,5,14,5,443,47,58,0,21,35,5,0,8,4,172,14,11,0,4,24,0,0,6,0,58,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,553,32,200,279,82,5,49,34,1433
SAL80042,0,3,9,8,4,10,0,10,0,43,6,12,25,14,5,12,6,10,4,89,58,121,56,42,29,12,13,24,7,356,119,175,61,35,53,18,8,8,14,490,75,102,26,12,35,8,10,4,3,273,38,29,16,3,12,0,6,3,0,111,4,9,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,455,182,120,142,55,39,59,29,1381,0,0,0,17,9,23,0,5,0,51,12,19,7,29,24,13,0,0,0,106,68,122,20,51,69,17,5,5,4,362,103,186,14,47,96,7,0,5,6,478,60,75,5,29,40,7,0,0,7,222,20,15,0,17,24,8,0,4,3,88,0,5,0,0,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,265,423,55,186,279,80,5,27,23,1325
SAL80043,0,4,11,22,0,11,0,11,0,65,3,17,15,21,15,17,3,16,4,117,39,93,35,23,22,11,13,28,8,264,94,144,32,17,18,7,4,16,10,341,116,110,25,13,29,11,3,10,8,326,60,104,21,10,21,7,9,0,3,242,16,30,5,0,4,0,0,4,0,59,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,327,510,142,106,112,63,42,80,33,1421,0,3,3,32,10,24,0,4,4,93,3,31,8,27,26,16,0,0,3,117,32,116,9,31,40,3,0,20,3,251,108,161,3,23,45,7,0,15,4,359,105,154,11,12,46,9,0,0,10,338,42,82,6,16,43,5,0,4,8,203,0,32,0,5,11,0,0,0,0,53,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,287,584,51,141,215,65,3,45,25,1422
SAL80044,0,0,0,10,0,7,0,10,0,32,0,21,9,9,17,4,4,4,4,65,14,59,11,9,6,0,0,3,4,109,59,64,13,12,10,0,0,3,4,158,53,90,10,11,5,7,0,0,3,184,46,66,4,3,11,3,3,5,0,142,8,29,0,0,3,0,0,0,0,46,0,14,0,0,6,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,185,342,47,51,59,27,7,21,13,762,0,3,0,28,9,16,0,3,0,62,0,20,0,15,18,6,0,0,0,65,19,56,3,6,19,0,0,6,0,107,51,83,0,7,30,0,0,0,3,177,57,78,0,16,28,4,0,0,0,196,22,61,4,7,15,0,0,0,0,110,7,21,0,0,11,3,0,0,0,48,0,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,162,329,12,87,128,39,0,14,11,778
SAL80045,0,0,0,4,0,6,3,6,0,19,3,14,15,3,6,9,3,3,0,56,42,114,37,11,24,11,7,5,9,277,82,158,25,10,18,9,3,6,8,310,38,44,10,4,16,0,0,0,0,119,14,20,0,0,0,3,3,3,6,52,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,360,99,35,65,40,27,25,21,842,0,0,0,3,3,7,0,0,0,23,0,14,7,9,21,9,0,0,0,66,52,152,3,30,50,12,0,0,3,306,54,147,3,22,37,3,0,6,10,277,22,31,0,12,17,6,0,0,0,92,7,15,0,0,9,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,359,15,80,136,50,3,5,17,806
SAL80046,0,0,6,5,0,4,0,5,0,22,9,61,13,30,29,12,0,14,4,167,68,183,43,26,38,17,9,16,11,402,56,81,16,10,21,7,7,14,9,215,40,52,14,5,9,0,0,6,0,132,18,42,3,3,9,3,5,0,3,86,0,6,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,194,415,101,80,106,38,19,59,23,1036,0,0,0,15,3,7,0,0,0,29,13,87,6,44,53,15,0,3,0,234,72,184,19,45,56,13,0,16,3,412,59,84,3,25,29,3,0,8,0,210,47,61,3,9,20,3,0,4,6,150,9,27,3,4,13,4,0,0,0,61,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,454,41,136,175,53,0,32,17,1101
SAL80047,3,4,7,11,0,11,0,12,0,48,13,30,17,33,10,14,4,15,0,122,54,116,53,17,32,12,8,29,9,324,90,110,50,13,12,9,7,28,5,328,57,74,30,8,20,3,0,14,3,210,33,32,16,3,14,4,3,4,3,118,4,8,0,3,0,0,0,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,370,168,86,97,49,35,100,24,1185,0,0,10,14,0,14,0,7,0,47,8,41,4,53,39,19,3,9,0,180,44,125,11,45,32,5,0,26,3,302,82,114,19,28,45,7,0,12,3,319,80,79,3,12,43,7,0,4,4,235,10,38,0,12,17,5,0,5,0,89,7,10,0,5,4,4,0,0,0,26,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,234,413,46,168,188,68,6,66,16,1201
SAL80048,0,3,11,10,3,22,6,9,0,63,9,4,26,12,7,9,3,11,5,75,33,46,27,5,15,10,0,11,0,158,57,77,23,8,15,8,3,6,4,202,76,60,29,11,12,0,5,8,6,216,34,45,13,6,13,3,4,3,0,116,3,8,6,0,4,0,0,0,0,28,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,219,250,138,57,66,44,30,51,15,863,5,0,3,23,4,21,0,0,0,58,0,18,8,20,27,8,0,0,4,82,32,74,8,10,30,3,0,3,0,167,52,78,8,21,39,0,0,6,3,208,48,83,7,15,63,8,0,6,0,227,15,41,5,13,30,7,0,3,0,111,0,11,0,5,5,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,307,29,104,197,48,0,26,16,883
SAL80049,0,4,28,23,4,40,0,32,6,130,11,22,58,28,15,20,6,20,3,182,53,64,114,38,31,17,9,28,3,355,105,154,111,41,61,18,24,29,9,553,107,114,89,32,55,14,32,28,9,478,38,48,40,19,37,9,25,25,6,263,7,11,3,3,8,0,0,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,415,446,184,217,116,100,161,36,2003,0,0,7,42,13,48,0,9,0,123,9,10,15,42,39,16,0,3,3,144,45,120,23,59,83,16,0,8,8,355,100,182,23,65,124,20,0,15,13,538,89,128,19,69,138,25,8,22,11,506,31,49,8,39,80,8,7,16,4,246,4,7,0,5,27,5,0,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,499,84,318,505,142,13,79,34,1960
SAL80050,0,0,21,15,0,23,0,19,0,81,7,23,38,21,10,10,3,20,5,136,44,88,98,34,26,16,19,23,9,353,75,120,68,18,23,10,5,30,9,363,76,104,51,20,33,15,11,19,9,333,44,43,26,4,22,0,24,14,0,180,11,18,15,6,7,0,8,14,4,79,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,254,396,322,111,132,64,83,134,29,1530,0,0,0,28,8,44,0,15,0,103,16,16,10,33,21,22,0,3,0,116,41,126,16,25,65,9,0,11,10,314,79,133,7,22,67,9,0,13,4,344,68,125,7,36,78,9,0,6,6,326,31,39,4,34,52,14,5,12,0,182,5,12,0,3,17,7,0,4,0,49,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,243,455,51,181,315,110,6,59,29,1431
SAL80051,0,5,4,6,0,14,0,9,0,48,4,16,16,11,8,6,0,3,0,64,27,30,18,10,10,9,10,6,0,117,67,70,30,5,12,0,4,5,3,196,55,55,21,14,25,0,4,9,0,191,59,55,20,4,8,8,4,4,3,158,12,23,0,4,6,0,0,0,4,53,0,6,5,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,229,252,118,52,68,42,27,33,11,830,0,0,0,18,3,19,0,8,0,48,5,6,4,17,4,13,0,0,0,55,22,30,4,3,29,5,0,0,0,92,47,85,3,19,42,7,0,0,0,197,39,76,4,11,40,6,0,0,0,180,29,53,4,15,41,3,0,5,0,142,4,14,0,8,25,3,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,263,14,86,183,50,0,14,0,771
SAL80052,0,3,9,18,3,8,4,16,0,62,5,8,15,12,13,10,3,8,0,77,24,41,41,12,12,5,8,12,6,162,69,65,20,9,13,6,3,10,4,193,75,63,26,17,15,4,0,10,6,210,41,47,17,0,22,4,5,3,0,146,9,18,0,0,3,0,3,0,0,41,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,5,229,254,132,76,81,32,31,59,21,909,0,0,0,19,6,20,0,4,0,50,3,10,9,22,21,10,0,4,0,87,16,61,4,24,24,6,0,0,10,145,57,88,9,15,28,5,0,6,3,205,64,92,5,13,43,5,0,0,3,232,32,57,6,12,29,0,0,0,3,145,3,12,0,0,4,0,0,0,0,25,0,4,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,178,324,32,104,157,48,0,21,26,894
SAL80053,0,3,12,13,5,13,0,3,0,51,0,11,15,12,4,3,4,3,0,50,19,53,39,10,11,11,3,10,5,160,52,78,28,21,12,8,17,3,7,212,55,70,25,11,19,4,11,7,0,200,23,28,11,6,12,4,6,4,0,90,4,14,3,3,0,0,7,0,0,31,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,157,251,136,75,57,42,38,29,13,802,0,3,0,14,3,20,0,0,0,48,3,4,3,11,7,9,0,3,0,37,30,64,3,19,34,8,0,0,5,166,40,92,3,20,35,3,4,0,0,195,50,67,5,17,52,3,0,6,3,197,19,31,3,11,32,0,0,0,0,103,4,8,0,4,8,4,0,0,0,28,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,148,269,23,100,169,33,7,11,14,775
