SAL_CODE_2021,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54
SAL80126,39,36,21,9,8,0,159,0,21,39,42,26,15,7,0,151,0,7,13,11,3,3,4,0,35,3,5,9,9,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,14,5,3,4,8,12,9,8,3,44,43,111,165,149,113,71,47,9,707,0,8,16,13,15,8,7,5,70,4,9,29,28,8,12,0,0,98,0,13,21,29,18,13,9,4,107,3,10,19,10,3,0,8,5,62,0,5,6,0,6,0,0,3,19,12,28,30,27,22,18,13,4,143,7,14,20,21,25,19,7,5,109,20,42,55,59,43,18,21,0,256,6,33,62,68,47,31,12,5,266,4,11,22,16,3,3,4,0,68,0,13,12,13,3,0,4,0,46,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,3,0,23,18,20,17,11,18,11,8,3,99,92,200,315,295
SAL80127,55,41,25,21,3,0,317,96,253,102,73,32,25,17,3,609,18,55,22,9,17,3,0,0,115,4,8,7,3,0,3,0,0,27,0,0,0,0,0,0,0,0,0,3,13,4,0,0,3,0,0,31,12,32,20,8,4,9,3,3,91,255,677,290,200,123,126,45,16,1739,42,129,49,24,19,31,17,5,316,27,79,54,29,19,13,3,0,217,13,74,38,23,17,5,7,3,186,7,31,6,9,9,0,3,0,74,5,20,10,5,7,5,0,0,54,30,85,39,23,19,20,3,0,221,3,22,20,16,15,19,19,4,119,77,228,119,64,56,50,8,5,603,154,447,171,116,66,59,28,8,1059,19,81,29,13,23,4,0,0,171,9,14,10,5,3,0,0,0,49,0,0,0,0,0,0,0,0,5,6,19,13,8,0,3,6,0,58,21,61,40,24,12,17,8,3,179,425,1295,604,363
SAL80128,15,8,8,0,0,0,26,0,3,5,3,0,0,0,0,17,0,0,0,6,0,0,0,0,4,0,3,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,3,17,34,20,15,0,0,0,93,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,8,0,0,5,6,4,0,0,0,16,0,4,3,3,0,0,0,0,13,0,0,0,4,0,0,0,0,7,0,0,5,6,0,3,0,0,13,0,0,0,4,5,5,0,0,10,0,3,14,12,8,0,0,0,41,0,4,9,9,0,0,0,0,24,0,0,5,0,0,0,0,0,7,0,3,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,4,0,0,18,4,30,62,43
SAL80129,121,83,89,65,12,3,491,26,75,106,74,81,68,13,5,453,9,29,29,14,7,9,0,0,92,12,21,24,10,13,12,3,0,89,0,0,0,0,0,0,0,0,3,0,6,7,10,0,4,0,0,30,22,23,26,20,16,23,13,0,135,125,385,494,362,352,317,85,13,2135,16,28,43,40,22,43,15,0,208,15,57,79,66,35,23,7,0,278,11,90,89,68,76,81,28,6,448,15,42,36,25,26,28,3,0,176,3,11,20,17,14,9,11,3,83,21,85,101,67,71,64,15,3,423,12,38,75,64,59,66,25,0,343,34,150,182,158,142,116,26,3,821,39,148,157,131,130,120,32,4,767,14,44,45,25,19,14,0,0,167,13,38,38,23,13,19,4,0,149,0,0,0,0,0,0,0,0,3,3,8,19,11,10,17,4,0,72,39,46,52,46,42,48,27,0,306,227,783,938,743
SAL80130,37,32,20,23,7,5,150,7,33,45,33,25,29,8,0,190,7,12,16,15,3,0,0,0,52,9,4,0,6,0,0,5,0,31,0,0,0,0,0,0,0,0,0,0,4,6,4,0,0,0,0,11,3,19,14,9,4,10,10,6,59,43,153,194,161,95,93,55,16,800,0,11,18,13,8,13,7,0,72,5,18,28,32,8,4,3,0,98,4,27,26,17,15,15,15,6,137,12,14,10,10,14,3,8,0,74,0,7,7,4,4,3,0,0,29,13,35,43,31,18,20,15,9,175,0,13,33,24,23,17,19,6,127,8,50,68,64,39,39,15,3,276,6,55,74,56,37,43,24,3,296,11,22,19,22,9,4,3,0,89,9,9,6,10,4,0,5,0,39,0,0,0,0,0,0,0,0,0,0,4,9,8,6,7,0,0,27,12,29,30,17,12,12,16,7,124,82,288,365,313
SAL80131,114,70,57,11,3,0,387,37,180,204,143,78,44,15,4,689,15,53,50,31,18,0,0,0,163,7,15,5,13,6,0,0,0,47,0,0,0,0,0,0,0,0,0,4,6,21,8,4,0,0,0,42,17,27,31,14,7,10,10,0,133,132,607,601,398,265,127,63,12,2225,23,71,86,65,41,26,12,5,318,17,78,90,39,20,9,0,0,253,19,85,75,51,38,17,18,6,320,12,36,36,17,13,13,3,0,135,7,26,34,22,13,3,0,0,104,19,84,62,37,38,19,5,4,266,14,73,64,60,44,46,19,9,326,31,188,189,131,80,33,6,0,661,58,282,304,231,131,82,23,7,1113,16,99,79,51,31,5,0,0,273,8,24,17,20,11,0,0,0,79,0,0,0,0,0,0,0,0,4,4,16,28,12,9,5,5,0,82,36,58,60,34,22,21,20,8,252,253,1120,1124,765
SAL80132,45,43,20,18,10,3,182,10,24,39,38,18,31,16,0,183,7,7,10,6,7,4,0,0,38,6,4,3,0,0,4,3,0,12,0,0,0,0,0,0,0,0,0,0,4,8,3,0,0,0,0,18,0,5,3,6,7,8,8,0,39,38,129,174,185,123,118,78,12,849,0,16,21,25,19,20,23,7,133,3,26,27,33,16,8,0,0,117,0,18,25,32,21,14,21,5,142,8,7,11,14,14,3,0,0,52,0,0,6,13,8,5,3,3,28,8,23,33,28,22,19,11,3,159,4,17,18,33,27,39,23,9,184,15,52,79,83,46,35,24,9,340,16,53,70,63,41,50,38,4,332,8,13,14,17,11,5,3,0,73,10,5,9,7,0,4,3,0,36,0,0,0,0,0,0,0,0,0,0,9,6,11,0,0,6,3,32,4,16,10,10,13,17,5,0,88,80,260,328,368
SAL80133,65,68,32,30,24,3,263,8,40,71,59,43,35,18,8,293,0,9,19,11,9,4,3,0,57,4,4,3,7,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,7,7,0,4,4,0,22,3,12,10,7,5,24,45,50,146,53,182,269,236,164,153,127,73,1269,7,16,17,24,27,33,20,5,148,10,24,44,39,20,9,0,0,146,3,32,30,35,24,17,24,8,172,7,21,26,14,6,10,11,3,97,0,7,5,11,3,5,4,0,35,9,68,46,31,19,27,17,8,219,4,26,42,37,33,31,27,3,194,18,59,111,100,51,53,25,3,435,19,69,107,104,82,62,40,11,497,7,7,36,19,9,7,0,0,89,4,6,3,16,4,5,0,0,37,0,0,0,0,0,0,0,0,4,0,9,10,12,3,8,5,6,51,7,21,16,11,15,44,79,76,261,98,359,507,448
SAL80134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
SAL80135,84,53,28,7,3,0,279,24,97,64,32,18,11,0,0,245,9,29,20,9,0,0,0,0,63,13,12,13,6,4,0,0,0,48,0,0,0,0,0,0,0,0,0,0,9,3,5,3,5,0,0,23,9,30,12,8,6,4,0,0,72,104,483,373,175,101,50,3,0,1290,4,46,45,31,13,8,7,0,148,9,98,105,32,11,3,0,0,252,7,65,65,32,20,18,5,3,204,10,19,17,4,8,0,0,0,62,0,7,5,4,3,0,0,0,29,23,141,106,41,16,12,0,0,335,13,40,38,20,12,3,0,0,130,23,169,157,84,46,17,8,0,492,38,139,112,59,35,20,3,0,412,10,42,35,16,8,0,0,0,106,13,24,23,5,4,0,0,0,77,0,0,0,0,0,0,0,0,0,0,12,12,9,3,0,0,0,43,19,65,26,8,10,16,3,0,146,174,872,744,338
SAL80136,42,56,37,47,11,5,214,12,26,57,57,47,61,18,6,279,0,11,13,18,15,7,5,0,70,0,5,4,3,3,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,3,4,7,9,0,0,23,9,6,6,8,3,16,16,3,67,35,102,179,183,208,245,100,29,1078,4,14,18,12,31,35,19,3,142,3,15,18,15,29,21,3,0,103,0,8,19,16,25,18,14,4,99,3,4,10,5,17,15,5,0,58,0,4,5,6,17,4,0,0,32,7,22,42,46,57,54,32,5,264,3,12,12,8,28,50,21,10,140,6,32,87,109,84,79,21,9,419,22,40,76,88,94,126,59,10,512,6,17,24,23,22,15,5,0,100,3,8,9,3,6,0,0,4,28,0,0,0,0,0,0,0,0,0,3,0,5,12,9,7,0,0,42,18,6,12,17,10,29,25,7,123,67,172,319,369
SAL89494,13,0,0,0,3,0,24,0,13,6,6,10,5,0,0,34,3,0,3,0,0,0,0,0,10,4,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,7,7,3,6,4,0,0,35,20,43,36,21,36,7,3,0,166,0,5,0,8,0,0,0,0,16,0,0,0,0,6,0,0,0,15,0,11,0,4,5,0,0,0,22,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,11,4,5,7,4,7,0,0,0,21,0,0,0,0,5,0,0,0,11,7,4,11,0,3,0,3,0,40,0,19,10,8,10,6,0,0,56,3,0,3,0,0,0,0,0,12,6,3,10,4,4,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,16,17,40,25,21,14,5,0,136,50,80,77,58
SAL89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
