SA2_CODE_2021,M_Y12e_15_19,M_Y12e_20_24,M_Y12e_25_34,M_Y12e_35_44,M_Y12e_45_54,M_Y12e_55_64,M_Y12e_65_74,M_Y12e_75_84,M_Y12e_85ov,M_Y12e_Tot,M_Y11e_15_19,M_Y11e_20_24,M_Y11e_25_34,M_Y11e_35_44,M_Y11e_45_54,M_Y11e_55_64,M_Y11e_65_74,M_Y11e_75_84,M_Y11e_85ov,M_Y11e_Tot,M_Y10e_15_19,M_Y10e_20_24,M_Y10e_25_34,M_Y10e_35_44,M_Y10e_45_54,M_Y10e_55_64,M_Y10e_65_74,M_Y10e_75_84,M_Y10e_85ov,M_Y10e_Tot,M_Y9e_15_19,M_Y9e_20_24,M_Y9e_25_34,M_Y9e_35_44,M_Y9e_45_54,M_Y9e_55_64,M_Y9e_65_74,M_Y9e_75_84,M_Y9e_85ov,M_Y9e_Tot,M_Y8b_15_19,M_Y8b_20_24,M_Y8b_25_34,M_Y8b_35_44,M_Y8b_45_54,M_Y8b_55_64,M_Y8b_65_74,M_Y8b_75_84,M_Y8b_85ov,M_Y8b_Tot,M_DNGTS_15_19,M_DNGTS_20_24,M_DNGTS_25_34,M_DNGTS_35_44,M_DNGTS_45_54,M_DNGTS_55_64,M_DNGTS_65_74,M_DNGTS_75_84,M_DNGTS_85_ov,M_DNGTS_Tot,M_Hghst_yr_schl_ns_15_19,M_Hghst_yr_schl_ns_20_24,M_Hghst_yr_schl_ns_25_34,M_Hghst_yr_schl_ns_35_44,M_Hghst_yr_schl_ns_45_54,M_Hghst_yr_schl_ns_55_64,M_Hghst_yr_schl_ns_65_74,M_Hghst_yr_schl_ns_75_84,M_Hghst_yr_schl_ns_85_ovr,M_Hghst_yr_schl_ns_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Y12e_15_19,F_Y12e_20_24,F_Y12e_25_34,F_Y12e_35_44,F_Y12e_45_54,F_Y12e_55_64,F_Y12e_65_74,F_Y12e_75_84,F_Y12e_85ov,F_Y12e_Tot,F_Y11e_15_19,F_Y11e_20_24,F_Y11e_25_34,F_Y11e_35_44,F_Y11e_45_54,F_Y11e_55_64,F_Y11e_65_74,F_Y11e_75_84,F_Y11e_85ov,F_Y11e_Tot,F_Y10e_15_19,F_Y10e_20_24,F_Y10e_25_34,F_Y10e_35_44,F_Y10e_45_54,F_Y10e_55_64,F_Y10e_65_74,F_Y10e_75_84,F_Y10e_85ov,F_Y10e_Tot,F_Y9e_15_19,F_Y9e_20_24,F_Y9e_25_34,F_Y9e_35_44,F_Y9e_45_54,F_Y9e_55_64,F_Y9e_65_74,F_Y9e_75_84,F_Y9e_85ov,F_Y9e_Tot,F_Y8b_15_19,F_Y8b_20_24,F_Y8b_25_34,F_Y8b_35_44,F_Y8b_45_54,F_Y8b_55_64,F_Y8b_65_74,F_Y8b_75_84,F_Y8b_85ov,F_Y8b_Tot,F_DNGTS_15_19,F_DNGTS_20_24,F_DNGTS_25_34,F_DNGTS_35_44,F_DNGTS_45_54,F_DNGTS_55_64,F_DNGTS_65_74,F_DNGTS_75_84,F_DNGTS_85_ov,F_DNGTS_Tot,F_Hghst_yr_schl_ns_15_19,F_Hghst_yr_schl_ns_20_24,F_Hghst_yr_schl_ns_25_34,F_Hghst_yr_schl_ns_35_44,F_Hghst_yr_schl_ns_45_54,F_Hghst_yr_schl_ns_55_64,F_Hghst_yr_schl_ns_65_74,F_Hghst_yr_schl_ns_75_84,F_Hghst_yr_schl_ns_85_ovr,F_Hghst_yr_schl_ns_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Y12e_15_19,P_Y12e_20_24,P_Y12e_25_34,P_Y12e_35_44,P_Y12e_45_54,P_Y12e_55_64,P_Y12e_65_74,P_Y12e_75_84,P_Y12e_85ov,P_Y12e_Tot,P_Y11e_15_19,P_Y11e_20_24,P_Y11e_25_34,P_Y11e_35_44,P_Y11e_45_54,P_Y11e_55_64,P_Y11e_65_74,P_Y11e_75_84,P_Y11e_85ov,P_Y11e_Tot,P_Y10e_15_19,P_Y10e_20_24,P_Y10e_25_34,P_Y10e_35_44,P_Y10e_45_54,P_Y10e_55_64,P_Y10e_65_74,P_Y10e_75_84,P_Y10e_85ov,P_Y10e_Tot,P_Y9e_15_19,P_Y9e_20_24,P_Y9e_25_34,P_Y9e_35_44,P_Y9e_45_54,P_Y9e_55_64,P_Y9e_65_74,P_Y9e_75_84,P_Y9e_85ov,P_Y9e_Tot
801061131,23,165,815,500,303,250,185,64,13,2316,4,5,15,13,13,12,6,5,0,72,5,3,19,20,24,34,22,11,0,137,0,4,0,0,4,7,0,5,0,21,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,19,93,51,39,38,31,16,0,293,35,199,940,591,381,339,251,100,15,2841,25,227,933,535,293,253,189,81,14,2550,0,0,9,7,9,13,7,4,0,61,4,5,19,12,23,48,31,15,9,162,0,0,4,0,0,6,5,3,0,19,0,0,0,0,0,4,0,5,0,21,0,0,0,0,0,0,0,0,0,4,7,32,83,52,38,28,27,12,3,283,36,262,1051,608,367,354,268,118,30,3095,43,394,1746,1033,599,503,373,146,30,4863,4,5,25,21,23,25,19,6,0,132,3,6,41,34,43,81,54,25,12,294,0,4,0,5,4,9,5,7,0,41
801071071,54,135,256,258,254,165,64,30,6,1228,6,6,24,30,32,19,13,3,0,129,18,25,64,60,79,88,39,10,3,377,3,3,5,4,14,11,3,10,0,57,0,0,0,0,5,8,11,4,5,30,0,0,0,0,0,0,0,0,0,6,5,0,20,12,9,10,3,4,0,71,81,170,364,372,386,301,128,70,13,1888,44,149,292,319,267,155,59,17,5,1312,6,3,21,20,25,29,8,0,0,107,9,8,43,49,79,86,40,14,4,328,4,4,9,5,9,6,12,13,3,66,0,0,5,0,3,7,9,7,4,34,0,0,0,0,0,5,0,0,0,12,3,3,19,11,0,4,6,3,0,55,59,174,384,406,388,290,147,60,17,1926,100,285,556,576,519,327,127,49,9,2541,8,12,36,46,52,49,21,3,0,238,26,36,103,108,154,168,73,29,6,707,3,8,19,11,14,25,16,18,4,123
801071072,35,104,187,211,177,161,90,28,5,991,3,7,13,5,12,20,0,8,0,72,7,5,21,31,46,45,40,11,6,202,0,0,5,4,0,5,4,3,0,24,0,0,0,3,7,0,9,5,0,20,0,0,0,0,0,0,3,0,0,4,3,4,13,10,11,4,6,4,0,61,52,119,239,265,253,231,149,50,16,1378,47,92,228,227,221,179,91,34,6,1127,0,5,12,14,14,20,8,3,0,81,3,6,27,18,34,51,60,30,10,240,3,0,5,5,8,11,5,8,0,47,0,0,6,3,3,9,7,16,7,44,0,0,0,0,0,0,0,3,0,11,4,5,6,4,9,3,8,3,0,47,59,111,277,271,293,265,187,101,27,1594,84,193,410,438,402,338,177,65,10,2119,8,16,21,19,27,36,17,11,0,149,9,13,49,49,84,94,97,39,17,444,8,0,8,16,9,13,12,10,3,74
801071073,37,146,304,297,257,234,128,49,9,1460,3,11,23,10,13,21,12,0,0,104,13,21,55,42,73,117,51,13,7,386,7,0,3,8,9,10,14,10,4,57,0,0,0,0,5,7,9,5,8,38,0,0,0,0,0,0,5,0,0,3,5,3,15,17,6,8,5,10,3,74,65,182,401,376,368,403,221,87,32,2124,48,154,339,304,291,280,105,26,10,1561,3,0,22,15,24,31,15,7,5,123,10,15,31,33,65,101,81,35,19,385,4,0,3,0,0,11,16,11,11,66,0,0,0,0,0,4,7,12,10,39,0,0,0,0,0,3,3,3,0,12,0,5,8,11,8,6,14,18,8,84,67,183,407,365,394,438,241,115,66,2265,84,303,645,595,547,514,236,71,17,3020,9,13,42,33,40,50,27,6,5,223,26,39,83,69,134,219,126,48,28,770,4,3,14,4,9,17,35,23,10,123
801071074,31,129,266,270,195,203,115,41,3,1256,15,12,15,21,25,26,20,8,0,140,13,16,57,43,72,97,75,9,0,388,7,0,4,6,6,16,10,9,0,63,0,0,0,4,4,11,15,10,0,48,0,0,0,0,0,0,0,0,0,3,6,4,18,10,6,10,10,6,0,68,68,163,363,361,309,360,258,86,9,1974,39,121,280,283,228,237,104,26,3,1327,4,3,22,13,24,26,8,4,0,111,10,10,43,34,60,126,85,32,3,408,0,0,3,0,4,11,15,9,3,53,0,0,0,0,0,15,10,8,9,50,0,0,0,0,0,5,0,0,0,4,3,5,11,16,8,8,7,3,0,72,60,145,356,355,326,433,236,81,20,2019,72,250,540,553,426,443,220,71,7,2582,22,22,33,34,44,55,35,12,0,245,18,33,99,81,135,223,164,44,3,804,7,0,11,8,14,26,33,14,3,113
801071075,54,162,236,236,263,195,98,21,6,1275,0,12,16,17,17,36,13,0,0,113,16,17,49,38,80,98,39,24,5,360,3,4,3,12,4,3,16,6,0,52,0,0,3,7,0,5,8,8,0,31,0,0,0,4,4,4,0,4,0,16,4,5,11,9,10,11,10,9,0,67,77,200,321,313,391,349,182,67,17,1908,38,125,250,292,318,206,70,22,7,1328,9,6,21,17,27,23,9,3,0,112,13,11,37,36,84,82,59,36,9,368,0,0,0,3,8,6,17,5,0,50,0,0,3,3,3,11,9,16,0,44,0,0,0,4,6,0,0,0,0,16,0,3,9,8,4,7,5,8,0,53,71,150,318,369,441,345,171,85,26,1963,94,289,485,526,583,401,169,42,8,2602,10,16,38,30,46,59,20,4,0,222,27,28,90,75,160,182,100,53,13,729,0,4,3,14,12,11,33,19,4,104
801071076,35,70,119,185,168,160,147,46,3,939,0,4,3,3,8,15,3,3,0,40,0,4,7,16,18,28,31,8,8,124,0,0,0,0,0,8,9,3,0,19,0,0,0,0,0,0,3,3,5,10,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,5,4,0,26,35,83,132,205,201,213,207,70,16,1156,21,65,89,195,186,187,124,27,5,892,0,0,4,8,0,9,7,0,0,30,0,0,7,10,12,44,62,10,3,144,0,0,0,0,3,3,5,4,0,19,0,0,0,0,0,4,14,6,8,33,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,8,5,0,23,27,66,101,217,203,246,215,57,14,1146,53,136,210,376,352,347,272,73,3,1830,0,4,7,8,12,23,13,5,0,72,7,4,19,22,30,74,94,16,13,269,0,0,0,0,3,12,12,10,0,40
801071077,25,54,139,131,118,111,76,14,4,665,0,6,7,11,10,7,8,3,0,57,11,12,24,31,32,58,30,5,4,207,6,0,4,3,0,6,7,0,0,28,0,0,0,0,0,5,8,5,5,24,0,0,0,0,0,3,0,0,0,3,5,0,6,10,4,3,9,0,0,29,41,77,183,188,165,198,134,33,11,1016,25,57,138,167,117,120,50,14,6,695,0,3,7,12,12,9,0,0,0,43,3,10,19,23,35,59,36,5,0,196,0,0,5,8,6,12,9,5,0,46,0,0,0,6,0,6,13,8,7,36,0,0,0,0,0,0,0,0,0,3,0,0,3,9,6,0,0,5,0,29,33,67,179,216,173,211,111,34,18,1047,53,109,279,298,235,231,124,30,4,1360,0,9,18,20,20,16,14,3,0,102,13,18,46,57,64,116,68,15,9,410,5,0,8,6,11,18,24,5,0,75
801071078,59,211,386,351,347,327,146,59,23,1902,8,14,37,29,40,33,16,3,8,185,22,28,71,65,93,147,54,33,7,525,4,4,6,8,15,20,15,14,11,94,0,0,4,3,5,12,19,17,3,59,0,0,0,0,6,0,0,3,0,14,3,8,9,12,16,16,18,11,11,101,99,259,521,464,516,557,268,140,58,2878,76,209,464,433,433,328,126,57,27,2138,4,20,21,25,32,35,15,3,3,168,9,17,59,51,107,149,103,69,12,587,3,0,8,5,13,21,35,19,7,122,0,0,0,0,0,11,21,22,12,70,0,0,0,0,4,0,3,5,4,17,8,3,7,18,15,12,18,23,19,129,104,253,566,532,605,563,333,194,82,3225,132,421,851,776,778,660,273,112,43,4042,12,29,57,51,72,69,35,4,10,347,31,50,135,113,202,302,162,100,23,1107,7,6,19,16,25,42,54,33,15,219
801071079,25,69,153,181,114,125,116,33,6,813,3,5,9,12,10,9,12,0,0,55,6,10,25,23,31,39,31,13,5,181,0,0,3,0,4,3,8,5,0,33,0,0,0,0,6,0,0,12,0,11,0,0,0,0,0,0,0,6,0,7,0,3,14,5,0,6,0,0,0,37,40,86,203,223,163,177,177,69,14,1140,22,72,183,191,143,130,112,28,0,874,3,0,6,6,8,10,14,5,0,59,4,3,20,16,27,55,53,23,3,208,0,0,0,5,9,10,6,7,0,29,0,0,5,0,0,4,13,9,5,37,0,0,0,3,3,0,3,0,3,11,0,0,4,6,8,3,4,3,0,32,30,79,222,226,195,208,201,67,18,1248,41,141,332,372,254,256,228,59,7,1691,7,6,17,14,16,15,31,5,3,112,14,12,41,43,53,93,86,37,4,392,0,0,3,5,13,8,18,15,0,57
801071080,10,127,451,259,145,103,103,74,20,1294,0,6,17,11,19,11,14,3,0,87,0,11,24,19,26,48,35,17,10,194,0,0,4,3,4,12,8,7,0,38,0,0,0,3,0,4,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,9,23,0,5,6,18,17,14,95,17,156,526,298,196,179,180,125,43,1723,22,153,449,244,155,132,104,57,17,1334,0,10,11,6,7,15,17,7,3,79,0,12,32,21,33,58,61,44,21,278,0,0,6,3,4,11,11,11,3,60,0,0,0,0,4,4,5,7,8,28,0,0,0,0,0,0,0,0,0,3,0,4,18,14,3,8,7,21,11,90,24,184,515,289,217,232,211,148,61,1878,32,278,899,500,299,238,205,139,35,2627,7,16,25,17,26,29,29,7,5,164,0,28,58,36,60,99,103,61,28,474,0,0,12,9,5,19,20,16,7,94
801071081,22,102,240,244,152,135,69,32,9,1005,5,7,21,16,16,19,12,0,0,90,6,13,44,30,42,93,46,19,6,299,5,0,13,9,10,14,13,4,4,70,0,0,0,0,0,3,7,7,0,27,0,0,0,0,0,0,0,0,0,15,8,5,7,13,9,13,6,5,5,60,43,131,327,309,228,275,153,72,28,1565,32,96,289,233,192,150,69,40,13,1116,3,4,8,8,14,17,9,7,0,70,11,11,42,33,50,90,56,45,16,348,0,0,0,6,12,8,21,10,7,71,0,0,4,0,5,10,10,13,4,43,0,0,5,0,0,3,0,0,0,14,0,0,12,3,13,6,6,10,4,57,41,114,362,294,271,291,176,116,54,1716,56,201,531,479,342,287,137,71,18,2119,4,14,29,27,30,33,19,9,3,159,11,25,85,58,91,180,102,61,18,643,5,0,17,13,17,28,32,21,9,137
801071082,118,373,741,813,753,572,546,230,49,4200,4,15,34,58,52,57,41,27,0,280,27,31,101,90,153,173,192,74,21,864,6,3,13,16,16,29,44,26,7,168,4,4,15,8,16,16,53,37,7,155,0,0,5,3,3,0,0,3,0,24,19,12,50,56,34,19,29,27,4,252,180,449,951,1041,1023,867,914,426,93,5944,109,340,735,906,834,585,565,196,25,4295,10,7,31,43,44,41,46,24,4,253,19,26,87,78,126,225,292,128,33,1011,0,0,9,17,15,27,88,29,6,203,0,7,7,6,6,24,58,48,13,164,0,0,0,0,9,3,4,5,0,27,15,7,32,38,43,22,52,26,12,251,153,388,905,1085,1078,928,1109,457,98,6196,229,715,1471,1721,1584,1161,1112,427,73,8492,15,30,65,101,92,95,90,43,7,533,45,60,185,167,282,396,485,200,49,1879,6,5,23,31,33,63,130,57,18,368
801071083,9,25,66,75,76,75,60,7,5,391,0,0,8,4,6,9,4,4,0,36,0,4,0,15,11,9,12,4,0,57,0,0,0,0,0,6,3,4,0,15,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,9,11,29,80,96,89,101,89,17,9,514,6,35,69,91,79,80,50,9,0,423,0,0,3,0,3,0,0,0,0,18,0,0,4,11,8,12,25,9,0,76,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,3,6,35,80,105,95,100,85,19,3,533,18,59,135,169,148,158,107,14,10,809,0,0,5,4,14,9,11,6,0,53,0,3,8,22,19,25,45,8,0,133,0,0,0,0,0,3,10,4,0,22
801071084,43,129,259,278,225,224,177,68,36,1438,3,6,11,20,24,25,18,6,5,119,13,9,33,32,44,80,75,37,16,344,3,0,3,4,8,7,17,6,9,61,0,0,3,0,0,3,13,13,16,54,0,0,0,4,0,0,0,0,0,3,6,0,8,6,10,5,7,14,7,67,69,146,321,345,312,352,304,149,86,2084,35,101,268,317,251,260,156,70,59,1525,6,4,11,12,15,26,11,10,6,94,3,8,33,23,45,117,113,95,66,492,6,0,4,0,7,15,21,25,16,88,4,0,0,0,4,7,19,33,40,104,0,0,0,3,0,0,3,3,0,11,3,6,6,13,7,11,13,24,17,90,61,117,318,367,322,437,334,261,198,2406,81,231,525,597,476,484,336,138,93,2957,6,7,26,29,40,50,27,21,7,214,21,14,64,55,92,196,188,127,83,834,9,0,0,3,10,22,42,36,26,150
801071085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071086,16,44,73,76,75,79,64,16,0,439,0,3,3,6,7,5,4,0,0,30,8,10,9,12,16,27,25,9,0,116,0,0,4,0,3,0,4,0,0,16,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7,3,0,0,5,26,24,56,94,97,107,126,107,24,4,645,9,39,80,92,70,83,53,11,5,430,0,0,5,0,5,6,3,3,0,25,0,3,21,8,25,38,31,8,0,136,0,0,4,3,0,4,7,0,0,16,0,0,3,0,0,5,10,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,7,0,5,4,4,3,3,29,8,47,118,100,104,140,103,24,9,658,21,76,151,160,140,165,119,23,7,872,0,5,11,6,8,15,8,3,0,56,6,11,27,17,39,68,55,15,0,248,0,0,9,3,5,9,9,0,0,35
801071087,23,84,165,153,106,77,51,18,0,681,6,6,14,13,17,7,9,0,0,74,9,16,40,50,53,50,43,11,4,283,0,0,0,4,8,11,8,0,0,40,0,0,0,0,4,14,13,6,0,37,0,0,0,4,3,3,0,0,0,14,0,4,5,9,8,4,0,0,0,41,54,112,229,225,198,174,131,45,11,1171,18,53,192,145,138,87,50,12,3,705,8,3,13,12,9,20,6,0,0,66,3,4,21,26,39,72,41,14,4,238,3,0,3,9,10,9,11,5,0,51,0,0,3,6,6,12,10,8,3,48,0,0,0,0,0,5,0,0,0,9,5,0,14,9,6,5,4,0,0,41,29,66,242,204,207,212,124,45,15,1152,41,137,358,296,243,165,108,30,8,1386,11,8,24,28,20,33,20,3,0,140,14,25,56,74,93,126,88,31,7,520,4,0,8,9,20,22,17,5,3,86
801071088,44,95,203,180,166,155,69,15,0,929,6,8,15,19,17,19,4,0,0,94,10,21,37,32,56,78,41,11,0,294,0,0,4,3,11,8,10,3,0,36,0,0,5,3,0,4,11,4,0,25,0,0,0,0,0,0,0,0,0,4,3,0,10,11,5,7,3,7,0,43,75,130,277,245,255,266,145,35,12,1424,34,100,219,204,203,177,63,17,0,1015,4,0,15,18,11,16,6,0,0,81,8,9,36,25,61,89,37,11,4,285,0,0,0,3,7,9,15,6,0,39,0,0,0,0,0,3,0,3,8,24,0,0,0,0,4,0,0,0,4,8,0,3,8,7,5,7,4,4,0,38,52,125,290,254,293,302,121,36,15,1490,78,200,422,382,368,328,130,33,7,1947,11,11,33,31,31,38,15,0,0,173,23,32,80,54,116,170,75,20,5,580,0,0,7,9,13,16,22,4,0,81
801071089,0,0,0,0,0,6,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,7,0,0,22,0,3,0,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,9,4,6,0,0,18,0,3,0,4,3,6,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,8
801071090,56,163,437,449,372,291,277,105,21,2155,14,12,18,20,31,18,18,8,0,138,12,11,48,51,68,96,99,31,6,423,7,0,0,6,12,11,24,10,0,66,0,0,3,0,9,8,16,18,6,61,0,0,0,0,3,0,0,0,0,4,6,10,21,20,22,17,29,8,3,124,90,196,524,549,506,435,459,183,39,2985,41,172,404,506,368,314,272,67,14,2155,0,7,13,12,33,26,25,12,3,136,12,12,33,42,42,124,144,50,15,469,0,0,10,6,0,14,27,21,6,89,0,0,0,3,7,14,27,18,11,81,0,0,0,0,0,0,4,3,3,16,5,9,20,20,11,14,25,7,0,112,67,195,480,589,463,518,522,178,51,3058,97,335,830,954,741,608,546,171,33,4316,13,12,33,36,68,44,45,19,0,271,21,21,87,94,109,218,236,81,22,892,4,5,11,12,7,28,53,23,8,156
801071132,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801081091,16,63,67,144,184,151,149,91,17,887,0,0,0,8,0,4,0,6,4,20,3,0,0,0,16,16,19,10,5,68,0,0,0,0,0,0,0,4,0,13,0,0,0,3,0,0,3,12,3,23,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,5,11,9,5,31,25,68,71,158,202,184,180,128,31,1049,21,51,75,173,209,169,141,77,16,932,0,0,0,7,0,9,4,7,0,36,4,0,0,4,10,21,29,31,9,110,0,0,0,0,0,4,6,11,0,22,0,0,0,0,0,3,7,10,4,26,0,0,0,0,0,0,0,4,0,4,0,0,5,9,5,3,8,15,3,43,26,61,76,192,227,206,199,148,32,1166,36,119,143,320,394,325,289,165,34,1820,0,0,4,14,0,11,5,9,4,55,6,5,5,7,21,39,46,39,11,178,0,0,0,0,0,6,9,14,3,32
801081092,41,86,150,190,209,152,87,57,11,985,3,0,7,8,8,11,3,7,0,49,0,10,20,10,19,24,18,22,8,136,0,0,0,0,4,4,6,6,0,28,0,0,0,0,0,4,0,9,0,24,0,0,0,6,0,0,4,0,0,7,4,7,3,4,4,8,7,5,0,45,53,106,182,222,249,206,126,108,27,1269,30,83,171,215,235,133,102,47,7,1024,3,0,5,4,4,8,5,7,5,41,0,3,13,11,25,37,40,24,10,150,4,0,0,0,0,0,11,4,3,31,0,0,0,3,0,0,3,7,3,23,0,0,0,0,0,0,0,0,0,9,0,0,4,4,9,7,14,9,3,53,35,92,193,243,270,188,173,97,30,1318,71,170,320,406,444,283,194,108,19,2011,3,4,8,14,13,19,9,14,6,91,3,13,33,24,42,57,61,45,9,285,3,0,3,5,0,10,14,12,4,54
801081093,28,58,157,203,196,93,83,65,15,885,0,0,4,8,5,11,6,7,0,45,4,6,12,15,15,32,23,13,0,114,0,0,0,0,3,6,0,3,5,19,0,0,0,0,0,0,7,10,6,21,0,0,0,0,5,0,0,0,0,6,4,7,13,12,7,0,0,7,8,54,31,70,183,234,235,138,121,107,32,1152,17,44,165,212,195,106,92,59,15,915,0,0,4,8,6,11,7,7,4,47,0,7,16,7,13,27,48,46,14,181,0,0,0,3,3,0,4,14,7,32,0,3,0,0,4,0,7,14,6,35,0,0,0,0,0,0,0,0,0,6,0,3,12,9,4,7,7,8,5,54,26,52,197,239,234,154,168,145,48,1259,48,103,326,416,393,201,170,120,31,1799,4,0,9,17,20,16,12,14,5,91,3,13,22,21,31,57,73,58,12,294,0,0,0,4,3,8,8,19,10,50
801081094,15,51,131,183,160,97,94,63,12,804,0,6,9,12,5,8,0,0,0,29,3,7,9,10,15,23,13,19,6,109,0,0,0,0,4,0,3,6,0,21,0,0,0,0,4,0,9,8,0,16,0,0,0,5,0,0,0,0,0,5,3,4,7,4,6,3,13,0,0,44,26,60,156,203,187,132,133,96,23,1020,23,55,155,193,168,131,82,53,19,872,0,0,0,5,16,4,9,6,0,37,0,0,12,9,25,17,32,35,10,148,0,0,3,0,3,0,8,8,0,29,0,0,0,0,5,0,10,5,4,23,0,0,0,0,0,0,0,0,0,0,4,0,4,4,6,7,5,3,0,41,28,65,178,215,220,167,153,105,33,1159,37,100,285,374,327,225,178,113,32,1680,0,4,4,15,14,12,12,6,0,72,3,11,25,16,43,45,47,48,18,254,0,0,3,0,7,5,15,16,4,52
801081095,25,58,170,197,156,102,88,49,18,865,0,4,9,10,8,11,5,8,0,53,0,7,17,14,28,38,26,18,11,160,7,0,3,0,10,3,15,8,4,38,0,0,4,0,3,5,3,10,0,27,0,0,0,0,0,0,0,0,0,0,8,6,16,12,7,3,7,7,0,73,40,77,219,234,214,157,143,101,26,1209,19,59,173,228,174,125,109,55,13,962,3,0,6,6,5,3,15,7,0,46,4,7,16,10,19,33,59,31,8,188,3,0,0,0,8,4,16,12,6,44,0,0,0,0,3,8,10,7,0,33,0,0,0,0,0,0,5,0,3,3,8,7,8,17,11,9,6,3,3,62,39,78,199,254,226,177,212,117,43,1343,43,117,344,429,332,226,193,97,31,1822,3,7,15,12,14,10,18,15,0,95,9,15,33,24,52,67,86,56,21,348,7,0,3,0,13,8,24,24,5,84
801081096,18,44,72,104,107,75,95,39,23,579,0,0,0,6,0,0,9,4,0,27,4,3,5,4,22,12,19,16,8,92,0,0,3,4,4,0,6,6,3,29,0,0,0,0,0,0,10,5,7,24,0,0,0,0,0,0,0,0,0,7,6,0,4,8,6,3,5,4,6,42,26,54,95,125,140,98,133,75,48,789,20,36,88,106,122,102,76,41,18,615,0,5,0,3,4,10,10,7,8,43,0,0,11,8,14,24,44,32,20,148,0,0,6,0,5,0,8,4,10,34,0,0,0,0,4,0,13,18,18,51,0,0,0,0,0,0,0,7,5,11,0,4,7,5,8,4,4,8,10,47,25,42,113,131,149,143,151,118,87,954,31,83,163,214,227,179,169,83,42,1202,4,7,4,12,10,12,15,8,8,65,6,8,14,15,30,39,64,41,25,236,0,0,9,0,10,0,7,14,16,58
