SA2_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
801011011,0,0,0,3,0,0,0,3,0,0,0,7,8,0,0,20,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,6,8,3,0,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,12,0,14,25,14,6,4,13,4,0,0,0,6,0,0,0,89,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,14,0,0,0,4,8,0,6,0,0,0,0,0,0,0,0,23,0,5,21,30,18,18,15,25,6,0,13,4,0,0,5,155,8,47,87,97,80,86,111,90,22,15,32,36,8,0,21,739
801011012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,4,0,3,0,0,6,0,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,6,23,39,33,10,11,16,6,0,0,0,0,0,0,0,146,0,0,7,0,0,0,4,6,0,0,0,0,0,0,0,22,0,0,0,0,5,4,12,9,3,0,0,0,0,0,0,38,5,4,13,12,7,12,7,23,5,8,5,11,10,0,3,120,21,60,97,80,81,46,116,103,24,54,29,28,19,0,10,769
801011014,0,0,0,0,9,0,13,12,3,0,0,0,0,0,0,38,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,3,0,0,14,8,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,4,0,0,0,10,3,19,39,17,15,0,5,9,0,0,0,0,3,0,0,116,0,0,0,8,3,0,3,0,0,0,0,0,0,0,0,18,0,0,0,9,12,18,8,5,5,3,0,3,0,0,0,49,3,13,19,17,24,19,36,20,6,0,4,0,3,0,0,155,17,53,89,78,97,81,142,109,21,17,18,21,18,7,15,768
801011015,0,0,0,0,10,9,17,21,5,9,5,0,0,0,0,78,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,3,5,15,0,5,0,0,0,3,0,0,30,0,0,0,0,0,0,14,6,0,3,0,0,0,0,0,27,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,18,7,32,65,28,24,12,18,8,4,0,0,6,0,0,0,210,0,0,0,3,6,4,5,4,3,0,0,4,0,0,0,29,0,0,0,4,0,0,17,18,5,4,0,0,6,0,0,56,5,9,31,22,27,25,81,32,13,10,9,18,0,0,7,294,30,89,135,101,116,108,316,235,71,70,46,57,32,5,19,1424
801011016,0,0,0,6,8,8,24,16,0,8,7,10,0,0,0,86,0,0,3,9,3,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,20,0,0,0,8,4,3,4,6,0,0,0,0,0,8,0,24,0,0,0,8,8,6,12,9,0,0,4,0,0,0,0,45,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,22,0,0,0,0,0,5,7,8,0,0,0,4,0,0,0,22,10,37,59,55,31,11,25,3,4,0,6,5,0,0,6,242,0,0,4,4,5,4,8,7,0,0,0,10,0,0,0,55,0,0,7,12,25,28,14,14,0,5,0,4,0,0,3,118,8,9,46,63,54,42,60,51,19,6,25,20,8,3,4,429,28,126,219,269,239,238,380,304,59,102,92,102,30,15,33,2240
801011017,0,0,0,0,6,0,9,12,0,0,0,7,0,0,0,31,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,5,5,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,11,7,16,24,27,12,3,4,11,0,0,5,0,0,0,5,120,0,0,4,4,4,4,0,5,0,0,0,0,0,0,0,22,0,0,0,4,9,4,11,8,0,0,0,0,0,0,0,39,0,8,14,19,18,12,32,14,0,4,6,5,0,0,7,149,17,57,76,86,101,63,147,87,10,24,30,22,7,4,19,742
801011018,0,0,0,0,0,6,7,13,0,8,0,4,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,7,0,0,0,5,0,0,0,0,16,0,0,0,0,0,3,6,0,0,0,0,4,0,0,0,18,0,0,0,0,3,6,13,5,0,0,0,0,0,0,0,34,0,0,0,0,0,4,5,11,5,0,0,0,0,0,0,22,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,19,10,0,0,0,0,0,0,0,51,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,17,0,0,0,6,3,8,7,22,0,0,0,0,0,0,6,55,0,0,3,6,5,13,21,40,12,14,14,15,5,0,0,158,0,0,11,20,38,107,346,339,91,137,99,93,42,7,28,1361
801011019,0,0,0,0,15,23,46,27,8,5,3,4,0,0,0,131,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,14,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,17,9,0,6,0,0,3,0,0,36,0,0,0,0,0,0,27,9,0,0,0,0,0,0,0,48,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,14,6,0,0,3,0,0,0,0,32,5,21,60,42,26,11,26,15,0,0,5,0,3,0,3,228,0,0,5,0,4,0,12,5,0,0,0,0,0,0,0,29,0,0,0,5,8,7,22,20,3,6,0,0,0,0,0,70,4,16,29,30,34,34,100,54,13,13,11,9,0,0,6,341,20,49,114,108,140,174,608,330,90,62,56,51,23,3,24,1864
801011020,0,0,0,0,5,3,0,14,0,0,3,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,15,0,0,0,0,3,0,3,3,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,5,0,4,6,11,0,0,0,0,0,0,0,19,7,9,49,12,12,12,18,7,3,0,0,0,0,0,6,128,0,0,0,3,0,4,0,6,0,0,0,0,0,0,0,19,0,0,0,9,8,9,14,3,3,0,0,0,0,0,0,53,9,8,13,17,15,15,23,25,10,10,16,14,14,0,0,199,14,43,88,68,88,95,129,143,63,53,50,44,29,3,10,937
801011021,0,0,0,4,5,8,7,3,0,0,0,0,0,0,0,28,3,0,0,3,6,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,5,9,4,4,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,0,0,0,0,11,0,7,21,13,5,6,12,10,5,0,0,0,0,0,0,79,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,14,0,0,0,8,3,10,10,0,0,0,0,0,0,0,0,40,0,8,24,28,39,28,40,11,4,0,9,0,4,0,6,206,10,40,120,123,121,111,123,84,14,7,19,9,8,0,24,819
801011022,0,0,0,0,5,8,0,4,5,0,0,0,0,0,0,25,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,10,0,0,0,0,6,0,0,0,19,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,5,19,24,14,16,10,12,13,4,0,4,0,0,0,0,128,0,0,0,4,4,3,7,0,0,0,0,0,0,0,0,23,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,18,4,5,18,18,18,22,26,12,0,3,3,3,0,0,3,146,27,49,79,62,74,92,124,95,24,30,25,23,9,0,11,718
801011023,0,0,0,4,5,0,9,12,0,7,6,6,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,13,0,0,0,0,0,0,0,10,4,0,0,4,0,0,0,23,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,15,5,25,43,20,10,10,11,6,0,0,0,6,0,0,10,148,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,18,0,0,0,3,9,4,16,6,4,3,0,0,0,0,0,45,5,8,19,6,11,16,35,22,10,8,16,12,4,6,5,184,33,66,105,46,69,70,145,136,45,54,64,48,16,12,39,945
801011024,0,0,0,3,3,10,5,9,0,0,9,0,0,0,0,32,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,12,0,0,0,0,6,0,6,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,11,4,13,28,18,8,4,5,8,0,0,0,0,0,0,0,91,0,0,0,0,5,0,8,7,0,0,0,0,0,0,0,20,0,0,0,0,5,4,4,7,0,0,5,3,0,0,0,33,8,7,21,12,15,24,35,40,7,5,4,10,3,0,0,187,13,35,62,52,70,72,162,164,25,32,35,51,14,3,18,803
801011025,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,16,19,10,0,22,0,0,0,0,0,0,0,0,91,0,0,0,3,0,0,0,3,0,0,0,6,0,0,0,18,0,0,0,0,0,0,8,4,0,0,0,0,0,0,4,13,5,4,13,9,18,22,23,5,0,0,5,4,0,0,0,117,17,27,60,51,48,50,94,39,0,7,8,13,0,0,3,417
