SA2_CODE_2021,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_SAR_Ch_0_4,F_Hong_Kong_SAR_Ch_5_14,F_Hong_Kong_SAR_Ch_15_24,F_Hong_Kong_SAR_Ch_25_44,F_Hong_Kong_SAR_Ch_45_54,F_Hong_Kong_SAR_Ch_55_64,F_Hong_Kong_SAR_Ch_65_74,F_Hong_Kong_SAR_Ch_75_84,F_Hong_Kong_SAR_Ch_85ov,F_Hong_Kong_SAR_Ch_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot
801011001,0,0,0,0,0,0,0,0,0,0,0,4,6,22,5,5,4,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,13,7,12,11,5,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,6,0,0,0,8,0,0,0,9,3,0,0,0,0,19,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
801011002,0,0,0,4,0,0,0,6,0,15,0,0,122,352,17,19,10,5,0,525,0,0,0,7,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,5,0,0,12,21,8,9,8,10,12,81,0,0,7,10,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,3,6,0,21,0,0,0,0,0,0,4,0,0,7,0,0,10,15,0,3,0,0,0,34,3,11,42,172,15,4,0,0,0,245,0,8,3,9,9,0,5,0,0,32,0,0,0,33,4,0,0,0,0,40,0,0,3,5,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,5,0,0,4,3,3,0,4,0,0,17,0,0,0,8,9,0,0,0,0,20,0,0,12,52,4,4,0,0,0,71,0,0,0,0,0,0,0,0,0,3,0,0,9,21,0,4,3,0,0,37
801011003,0,0,0,0,0,0,0,0,0,3,0,3,48,136,20,22,16,3,0,254,0,0,0,0,0,5,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,17,17,7,8,12,9,8,74,0,0,5,9,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,8,4,0,6,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,12,12,9,6,4,0,0,38,3,7,40,102,6,6,6,0,0,177,0,0,11,9,0,0,3,0,0,25,0,0,0,13,0,0,0,0,0,16,0,0,3,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,7,0,0,0,3,3,0,0,0,3,11,0,0,0,3,0,0,0,0,0,9,0,0,3,25,4,0,0,0,0,33,0,0,0,0,0,0,0,0,0,7,0,0,10,14,5,3,4,7,0,42
801011004,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,5,4,0,0,7,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,9,0,0,0,7,3,5,11,6,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,11,6,0,0,0,0,20,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011005,0,0,0,0,0,6,0,0,0,8,0,0,4,12,4,3,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,6,10,11,16,11,11,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,14,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,11,0,4,3,0,0,20,0,4,0,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,6,3,0,9,0,0,0,4,5,0,4,0,0,13,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,11
801011006,0,0,0,4,4,5,3,0,0,19,0,0,3,19,11,4,3,0,0,39,0,0,0,0,3,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,11,19,20,19,12,5,89,0,0,0,9,5,4,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,0,3,9,49,12,4,0,0,0,77,0,0,0,9,4,0,0,0,0,14,0,0,0,8,0,0,0,0,0,8,0,0,0,10,0,0,0,0,0,10,0,0,4,3,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,7,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,3,0,7,6,3,3,0,0,21
801011007,0,0,4,4,0,3,3,3,0,13,0,0,3,18,9,6,0,0,0,39,0,0,0,0,0,0,3,4,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,8,9,14,15,5,0,62,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,17,0,0,0,0,0,0,3,3,5,10,0,0,0,4,0,0,0,0,0,11,0,6,4,26,3,0,0,4,0,35,0,0,0,9,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,15,0,0,0,7,0,0,3,0,0,10,0,0,0,6,3,0,0,0,0,15,0,0,0,0,0,0,3,0,0,3,0,0,0,8,0,4,0,0,0,11
801011008,0,0,0,3,0,0,4,0,0,6,0,0,0,24,10,17,5,5,0,61,0,0,0,0,0,5,8,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,15,9,11,61,0,0,0,5,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,15,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,5,0,0,17,0,3,5,46,3,3,0,3,0,69,0,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,5,0,0,10,4,3,23,0,0,0,4,4,0,0,0,0,9,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,9,0,0,23
801011009,0,0,0,0,0,0,0,0,0,3,0,0,0,7,4,0,0,0,0,14,0,0,0,0,0,4,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,15,6,12,14,7,4,56,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,13,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,4,0,4,0,8,4,0,0,0,0,17,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,7,0,9,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6
801011010,0,0,0,0,0,0,0,0,0,5,0,0,0,6,3,0,0,0,0,10,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,15,7,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
801011011,0,0,0,4,0,0,4,0,0,8,0,0,0,17,6,3,8,0,4,30,0,0,0,0,0,3,6,7,0,16,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,7,13,3,0,34,0,0,0,0,4,0,0,0,0,6,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,4,0,0,6,0,0,0,10,6,0,0,0,0,15,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,6,16,0,0,0,8,5,0,0,0,0,4,0,0,0,5,3,3,4,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
801011012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011013,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4,3,6,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,6,6,13,0,51,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,3,4,6,0,9,0,0,0,5,0,3,0,0,0,7,0,0,3,19,4,0,3,0,0,33,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,17
801011014,0,0,0,3,0,4,0,0,0,8,0,0,6,6,5,3,3,6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,9,13,7,3,49,0,0,0,4,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,5,4,17,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,5,0,0,3,13,3,0,0,0,0,25,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,3,0,0,0,0,4,0,0,0,0,8,0,3,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
801011015,0,0,0,0,0,0,3,7,0,8,0,0,0,14,12,5,0,0,0,31,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,4,3,14,3,14,19,19,8,78,0,0,0,3,4,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,6,3,0,27,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,6,6,7,4,62,7,3,4,0,0,89,0,0,0,0,0,0,4,0,0,9,0,0,0,3,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5
801011016,0,0,0,0,3,4,6,0,0,18,0,5,8,66,19,21,9,4,5,138,0,0,0,0,0,0,14,12,6,39,0,0,0,0,0,0,0,0,0,4,0,4,0,9,5,23,32,18,3,99,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,6,6,4,4,8,0,26,0,0,0,0,0,3,10,6,9,27,0,0,0,8,0,0,0,0,0,13,0,9,4,48,6,13,4,3,0,87,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,15,11,0,31,0,0,0,5,0,5,0,0,0,9,0,0,0,4,0,3,0,0,0,5,0,0,0,3,0,0,0,0,0,7,0,0,0,3,9,3,3,0,0,28
801011017,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,0,4,0,27,0,0,0,0,0,0,3,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,9,12,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,0,0,0,0,3,0,7,0,0,0,5,0,0,0,0,0,5,0,0,0,23,0,3,3,0,0,28,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,5,3,0,7,0,0,0,5,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
801011018,0,0,0,0,0,0,0,0,0,0,0,0,35,130,14,4,4,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,11,6,0,0,0,0,29,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,15,0,3,8,58,4,4,0,0,0,85,0,0,0,5,0,0,0,0,0,5,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,3,0,0,17
801011019,0,0,0,0,3,0,0,0,0,10,0,0,0,22,12,8,8,3,0,46,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,4,0,0,0,14,17,20,24,18,5,96,0,0,0,4,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,0,6,0,0,13,0,0,0,0,0,3,7,3,0,14,0,0,0,3,0,0,0,0,0,3,0,5,18,99,11,8,6,0,0,143,0,0,0,5,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,0,0,0,4,3,3,0,0,0,10,3,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,5,0,0,0,20
801011020,0,0,0,0,0,0,0,0,0,6,0,0,6,26,3,3,14,0,0,53,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,11,9,12,0,52,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,5,0,0,3,26,0,0,0,0,0,28,0,0,0,3,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,6,0,0,0,4,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5
801011021,0,0,0,3,0,3,4,0,0,11,0,0,0,18,5,11,3,0,0,41,0,0,0,0,0,5,9,6,0,21,0,0,0,0,0,0,0,0,0,4,0,0,9,3,5,5,3,4,0,35,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,6,8,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,13,3,3,10,0,0,31,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,9,5,5,20,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,3,3,0,0,7,0,0,0,3,0,4,0,4,0,13
801011022,0,0,0,0,0,0,0,0,0,7,0,0,0,16,3,3,6,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,3,3,15,10,5,0,45,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,17,0,0,0,0,0,6,0,0,0,8,0,0,0,0,3,0,0,0,0,7,0,0,3,10,3,0,0,0,0,17,0,0,0,4,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,4,0,0,0,0,8
801011023,0,0,0,0,0,0,0,0,0,4,0,0,4,16,5,0,0,0,0,31,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,3,0,5,3,4,3,5,18,13,15,63,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,5,0,14,0,0,0,0,0,0,4,0,0,6,0,5,0,4,0,0,0,0,0,9,0,0,9,25,3,0,4,0,3,44,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,11,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,0,10
801011024,0,0,0,0,0,0,0,0,0,0,0,0,5,16,9,3,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,5,3,8,0,32,0,0,0,5,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,28,6,0,3,0,0,37,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,4,0,0,0,5,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9
801011025,0,0,0,0,0,0,3,0,0,9,0,6,0,9,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,8,5,6,3,11,6,0,41,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,6,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8
801011026,0,0,0,0,0,0,0,0,0,4,0,0,0,12,3,6,3,0,3,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,6,8,13,13,13,4,59,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,8,0,0,7,0,0,0,3,0,3,0,0,0,6,0,0,0,15,4,4,3,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
801011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011143,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,3,3,4,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
