SA2_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
801011024,0,0,0,10,0,3,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,30,13,4,14,7,3,75,4,3,8,18,4,9,4,0,0,52,106,189,162,515,197,128,138,68,16,1520,0,0,5,3,0,0,3,0,0,10,225,358,266,623,273,170,140,81,18,2156,3,0,0,13,6,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,11,0,0,0,5,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0,7,0,0,6,22,11,9,3,0,0,50,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,11,0,0,0,7,3,13,12,15,0,52,0,0,0,4,3,0,0,0,0,12,0,7,0,5,0,0,0,0,0,12
801011025,0,0,3,9,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,9,9,8,0,0,42,0,3,11,11,0,5,4,0,0,42,68,161,151,365,171,133,174,63,16,1307,0,0,0,0,0,0,0,0,0,0,144,331,269,588,260,185,211,82,7,2080,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,4,0,0,0,0,11,0,0,0,4,5,0,5,4,0,15,0,5,0,12,4,5,0,0,0,24,0,0,0,4,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,9,7,13,12,23,5,6,74,0,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3
801011026,0,3,0,4,3,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,4,4,5,36,3,4,0,9,0,3,3,4,0,30,62,192,171,325,199,144,154,112,41,1404,0,0,0,0,0,0,0,0,0,0,123,354,325,419,315,186,171,136,42,2071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,17,4,11,6,0,3,53,0,0,0,0,0,0,5,3,0,9,0,0,0,0,0,0,0,0,0,0,0,5,6,14,14,19,20,24,12,114,0,0,0,7,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0
801011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,3,0,15,5,0,0,0,0,28,5,4,0,6,0,0,0,0,0,23,40,47,52,194,21,8,12,0,0,381,0,0,0,0,0,0,0,0,0,0,75,60,38,133,12,13,4,0,0,329,0,4,0,8,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,9,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,45,212,42,13,4,7,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
801031032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,3,3,7,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,10,9,10,11,34,15,25,15,6,0,122,15,38,42,113,54,67,68,28,8,436,0,0,0,12,0,0,0,0,0,13,27,48,54,126,82,104,84,34,5,554,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,10,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,6,0,0,4,4,0,0,0,0,0,11,0,13,14,24,8,4,0,3,0,60,0,0,0,0,0,0,0,0,0,0,0,20,10,18,14,14,0,3,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,6,3,0,0,0,0,16,9,10,31,28,19,14,6,7,0,111,0,0,0,0,0,0,0,0,0,0,9,14,60,50,29,18,12,7,4,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041034,0,0,0,8,10,8,0,5,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,34,22,12,11,7,0,112,8,14,18,25,12,5,0,0,0,86,193,484,432,879,535,295,170,87,18,3093,0,0,0,8,0,0,0,0,0,10,351,901,734,1080,713,333,180,82,21,4384,0,0,0,9,5,3,3,0,0,13,0,0,0,0,0,4,0,0,0,3,0,0,0,8,3,0,0,0,0,11,0,0,0,0,6,0,0,0,0,10,0,4,0,4,7,0,0,0,0,22,0,0,0,4,4,4,0,0,0,11,0,3,11,54,20,16,5,0,0,111,0,0,0,0,3,8,15,10,0,39,0,3,4,11,7,0,3,0,0,26,0,0,10,25,44,26,21,6,3,144,0,0,0,4,0,3,10,0,0,18,0,0,0,0,0,0,0,0,0,4
801041035,0,6,3,23,9,4,7,0,0,55,0,0,0,0,0,0,0,0,0,3,0,0,4,10,4,0,0,0,0,18,0,14,25,101,30,13,3,3,0,201,4,16,19,48,7,5,4,0,0,112,304,748,452,1405,425,169,122,55,5,3690,0,0,8,11,3,0,0,0,0,25,579,1277,525,1141,371,136,90,26,5,4142,0,0,6,46,13,4,0,0,0,77,0,0,0,3,0,0,0,0,0,11,0,0,0,8,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,4,0,10,3,0,0,0,0,18,0,0,0,9,9,3,5,0,0,26,0,0,9,82,12,7,8,4,0,133,0,0,3,3,6,0,8,0,0,24,0,7,0,12,7,8,0,0,0,27,0,4,14,33,25,11,11,3,0,101,0,0,0,19,8,0,5,0,0,32,0,0,0,0,0,3,0,0,0,8
801041036,0,0,0,12,6,0,0,0,0,23,0,0,0,5,0,0,0,0,0,4,0,0,0,3,5,0,0,0,0,11,0,4,9,51,16,0,6,6,0,103,10,12,6,38,9,9,8,0,0,89,322,494,341,1374,365,233,111,30,9,3277,0,0,0,8,0,0,0,0,0,15,627,855,512,1485,426,203,116,33,4,4261,0,0,3,31,9,9,3,0,0,57,0,0,0,0,0,4,0,0,0,7,0,0,0,9,7,3,0,0,0,20,0,0,0,9,0,0,0,0,0,12,0,5,0,3,3,7,0,0,0,7,0,0,0,6,0,4,0,0,0,17,0,9,14,109,19,22,10,0,0,185,0,0,0,4,3,0,9,0,0,20,0,0,0,8,0,0,0,0,0,12,0,5,12,27,19,27,15,9,0,113,0,0,3,10,12,0,5,0,0,27,0,0,0,0,0,0,0,0,0,0
801041037,3,0,3,22,6,3,5,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,10,0,3,5,37,12,8,3,3,0,77,4,0,3,23,5,3,3,3,0,46,222,368,226,1005,259,139,126,88,27,2457,0,0,3,12,4,7,0,0,0,21,411,679,294,967,259,117,96,84,21,2927,0,0,6,34,19,15,4,0,0,71,0,0,0,0,0,0,0,0,0,0,0,3,0,10,3,0,0,0,0,16,0,0,4,3,4,0,0,0,0,7,0,0,0,9,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,3,4,8,24,222,36,35,18,4,0,352,0,0,0,5,3,0,4,0,0,17,0,0,3,6,0,0,0,0,0,12,3,0,13,28,12,10,8,3,0,91,0,0,0,11,8,4,0,0,0,19,0,0,0,3,0,0,0,0,0,0
801041038,0,0,4,5,8,3,0,0,0,28,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,10,0,0,3,23,15,4,4,5,0,61,4,4,11,22,9,0,6,0,0,59,135,430,276,743,352,156,96,31,4,2235,0,0,0,6,0,0,0,0,0,3,295,753,433,753,431,150,80,26,4,2939,0,0,0,14,4,0,0,0,0,20,0,0,0,3,0,0,0,0,0,11,0,0,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,3,0,4,0,5,0,3,0,0,0,13,5,6,9,100,16,17,18,0,0,166,0,0,0,0,5,9,14,4,0,28,0,0,3,5,4,0,0,0,0,21,0,17,13,23,40,25,15,10,0,133,0,0,0,6,7,5,0,0,0,17,0,0,0,0,0,0,0,0,4,0
801041039,0,8,4,48,30,12,8,4,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,8,79,25,9,9,0,0,149,7,15,16,61,9,5,6,6,0,122,278,454,485,1705,402,207,120,35,5,3694,0,0,0,11,4,0,0,0,0,20,498,789,576,1134,329,135,49,17,3,3519,0,0,7,62,28,9,3,0,0,116,0,0,0,0,0,4,5,0,0,11,0,0,0,14,0,0,0,0,0,10,0,0,0,6,0,0,4,0,0,15,0,0,0,4,0,0,0,0,0,17,0,0,0,4,7,0,0,0,0,13,0,8,52,451,70,59,37,3,0,686,0,0,0,7,5,7,10,5,0,29,0,0,0,3,0,0,0,0,0,11,0,12,9,34,12,22,7,0,0,95,0,0,0,9,3,0,0,0,0,17,0,0,0,3,0,0,0,0,0,8
801041040,0,3,7,34,17,17,10,5,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,8,29,85,23,14,12,0,0,177,15,6,30,70,19,9,4,9,0,153,273,398,646,1857,473,307,201,82,19,4256,0,7,8,22,16,3,3,3,0,68,486,628,767,1299,505,261,130,54,21,4157,5,8,5,53,8,3,0,0,0,74,0,0,0,3,3,3,3,0,0,13,0,0,0,19,0,0,0,0,0,23,0,0,0,0,3,0,0,0,0,8,0,5,0,8,3,3,0,0,0,13,0,0,0,6,7,3,8,0,0,23,6,7,71,455,65,73,58,12,0,743,0,0,0,4,0,10,10,6,4,32,0,3,0,10,0,0,0,0,0,18,0,10,13,42,17,31,28,17,3,153,0,0,0,8,5,12,3,0,0,29,0,0,0,4,0,0,0,0,0,0
801041043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,28,20,14,25,25,29,9,3,152,0,0,0,0,0,0,0,0,0,0,6,50,35,36,42,32,34,16,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041044,0,0,7,34,19,8,10,0,3,80,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,10,0,4,20,66,16,10,7,3,0,131,11,14,21,43,16,0,5,0,0,114,291,656,562,1642,514,245,124,43,6,4081,0,0,0,12,5,0,0,0,0,19,518,1121,703,1431,547,171,76,30,0,4600,0,3,5,61,21,11,0,0,0,101,0,0,0,3,3,3,0,0,0,11,0,0,4,4,6,3,0,0,0,24,0,0,0,0,0,5,0,0,0,5,0,3,3,8,7,0,0,0,0,17,0,0,0,5,6,5,7,0,0,16,4,12,62,343,71,66,40,4,0,598,0,0,0,3,7,5,9,5,0,25,0,0,0,3,0,0,5,0,0,4,0,12,18,39,41,26,9,9,0,156,0,0,3,15,9,4,0,0,0,32,0,3,0,3,3,0,0,0,0,12
801041045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041046,0,3,5,34,21,12,0,0,0,82,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,4,0,0,0,5,0,8,14,87,23,22,18,16,7,198,3,22,14,59,14,6,23,11,0,161,412,715,591,1939,716,510,411,227,45,5566,0,0,0,14,9,0,0,0,0,31,865,1297,1016,2321,863,573,381,229,46,7586,0,0,4,42,4,4,0,0,0,53,0,0,0,8,8,8,3,0,0,27,0,0,3,8,4,0,0,0,0,18,0,0,0,0,3,0,0,0,0,9,0,0,0,4,8,0,0,0,0,15,0,0,0,5,9,4,0,5,0,27,0,0,16,102,27,22,29,3,3,203,0,0,0,6,5,13,19,12,0,52,0,0,0,13,0,0,6,0,0,28,0,6,5,46,32,50,37,26,12,213,0,0,9,25,4,14,3,0,4,57,0,0,0,5,0,0,0,0,0,8
801041047,0,0,4,11,17,14,5,0,0,50,0,0,0,0,0,0,6,0,0,3,0,0,5,0,6,0,0,0,0,10,0,7,4,15,16,31,12,6,6,104,0,11,3,8,9,8,9,8,0,54,125,431,457,675,589,504,363,157,35,3344,0,0,0,0,0,4,0,0,0,9,261,775,808,837,748,582,404,172,29,4619,0,0,0,8,9,6,5,0,0,33,0,0,0,0,3,3,3,0,0,9,0,0,0,5,0,3,0,0,0,8,0,0,0,0,0,0,4,0,0,10,0,0,3,0,5,5,0,0,0,11,0,0,0,3,3,0,3,0,0,11,0,0,9,109,41,53,21,16,4,252,0,0,0,3,0,7,24,14,6,56,0,0,5,7,9,5,0,4,0,25,0,11,16,14,34,61,50,47,6,238,0,0,0,8,7,5,4,0,0,30,0,0,0,0,3,0,0,0,0,4
801041048,0,0,0,25,13,17,11,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,40,19,20,14,8,0,115,3,17,3,28,13,4,7,8,0,88,189,357,305,863,398,329,254,97,33,2818,0,0,0,4,0,0,0,0,0,0,361,659,506,1023,449,354,209,88,17,3665,0,4,0,14,3,5,0,0,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,7,0,0,0,6,4,0,6,0,0,20,0,0,3,3,5,0,0,0,0,20,0,0,0,0,4,6,3,4,0,22,0,5,11,93,42,35,28,0,3,214,0,0,0,0,0,0,16,13,0,28,0,0,0,5,0,3,0,0,0,10,0,4,4,26,17,23,27,6,3,114,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
801041116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041118,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,0,0,0,0,13,0,6,0,3,3,0,0,0,0,17,35,72,40,167,42,10,13,0,0,367,0,0,0,0,4,0,0,0,0,7,69,113,36,115,22,9,8,0,0,369,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,9,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
